	OrthologID	Ambrosiozyma_kashinagacola	Saccharomyces_cerevisiae
3032	OG0003032	-augustus-gene-14.102-mRNA-1_1&gene=maker-gi|1002316255|dbj|BCGA01000002.1|-augustus-gene-14.102&CDS=1-1680	YER163C
3033	OG0003033	-processed-gene-15.74-mRNA-1_1&gene=snap_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.74&CDS=1-1332	YKL184W
3034	OG0003034	-augustus-gene-15.0-mRNA-1_1&gene=maker-gi|1002316255|dbj|BCGA01000002.1|-augustus-gene-15.0&CDS=1-1575	YML056C
3035	OG0003035	-processed-gene-15.146-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.146&CDS=1-768	YLR441C
3036	OG0003036	-processed-gene-15.144-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.144&CDS=1-669	YML064C
3037	OG0003037	-processed-gene-15.174-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.174&CDS=1-2520	YML065W
3038	OG0003038	-processed-gene-15.11-mRNA-1_1&gene=genemark-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.11&CDS=1-1479	YLR443W
3039	OG0003039	-processed-gene-15.175-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.175&CDS=1-576	YKL186C
3040	OG0003040	-processed-gene-15.148-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.148&CDS=1-1716	YKL185W
3041	OG0003041	-processed-gene-15.176-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.176&CDS=1-714	YNL010W
3042	OG0003042	-processed-gene-15.149-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.149&CDS=1-1719	YNL011C
3043	OG0003043	-processed-gene-15.150-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.150&CDS=1-690	YLR250W
3044	OG0003044	-processed-gene-15.177-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.177&CDS=1-3138	YNL014W
3045	OG0003045	-processed-gene-15.151-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.151&CDS=1-822	YPL117C
3046	OG0003046	-processed-gene-15.178-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.178&CDS=1-513	YML055W
3047	OG0003047	-processed-gene-15.153-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.153&CDS=1-1368	YPL188W
3048	OG0003048	-augustus-gene-15.3-mRNA-1_1&gene=maker-gi|1002316255|dbj|BCGA01000002.1|-augustus-gene-15.3&CDS=1-1593	YNL330C
3049	OG0003049	-processed-gene-15.180-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.180&CDS=1-1020	YNL326C
3050	OG0003050	-processed-gene-15.183-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.183&CDS=1-711	YKL002W
3051	OG0003051	-augustus-gene-15.1-mRNA-1_1&gene=maker-gi|1002316255|dbj|BCGA01000002.1|-augustus-gene-15.1&CDS=1-363	YKL003C
3052	OG0003052	-snap-gene-15.214-mRNA-1_1&gene=maker-gi|1002316255|dbj|BCGA01000002.1|-snap-gene-15.214&CDS=1-1404	YPR083W
3053	OG0003053	-processed-gene-15.155-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.155&CDS=1-471	YER030W
3054	OG0003054	-processed-gene-15.156-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.156&CDS=1-3048	YGL207W
3055	OG0003055	-processed-gene-15.186-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.186&CDS=1-7218	YBR136W
3056	OG0003056	-processed-gene-15.187-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.187&CDS=1-300	YBR135W
3057	OG0003057	-processed-gene-15.157-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.157&CDS=1-2403	YBR133C
3058	OG0003058	-processed-gene-15.189-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.189&CDS=1-1251	YLR097C
3059	OG0003059	-processed-gene-15.159-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.159&CDS=1-1254	YDR124W
3060	OG0003060	-processed-gene-15.191-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.191&CDS=1-2676	YKR079C
3061	OG0003061	-processed-gene-15.160-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.160&CDS=1-5163	YMR229C
3062	OG0003062	-processed-gene-15.161-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.161&CDS=1-1881	YHL010C
3063	OG0003063	-processed-gene-15.162-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.162&CDS=1-1614	YPR045C
3064	OG0003064	-processed-gene-15.193-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.193&CDS=1-735	YJR099W
3065	OG0003065	-processed-gene-15.195-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.195&CDS=1-1236	YDR083W
3066	OG0003066	-processed-gene-15.164-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.164&CDS=1-1140	YIL063C
3067	OG0003067	-processed-gene-15.199-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.199&CDS=1-717	YIL064W
3068	OG0003068	-processed-gene-15.165-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.165&CDS=1-1035	YNL274C
3069	OG0003069	-processed-gene-15.167-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.167&CDS=1-1824	YPL169C
3070	OG0003070	-processed-gene-15.202-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.202&CDS=1-978	YKR030W
3071	OG0003071	-processed-gene-15.169-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.169&CDS=1-867	YBR039W
3072	OG0003072	-processed-gene-15.203-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.203&CDS=1-1197	YBR045C
3073	OG0003073	-processed-gene-15.170-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.170&CDS=1-1395	YDR023W
3074	OG0003074	-processed-gene-15.204-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.204&CDS=1-1188	YDR021W
3075	OG0003075	-snap-gene-15.211-mRNA-1_1&gene=maker-gi|1002316255|dbj|BCGA01000002.1|-snap-gene-15.211&CDS=1-690	YDR020C
3076	OG0003076	-processed-gene-15.173-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.173&CDS=1-1065	YDR371W
3077	OG0003077	-processed-gene-15.72-mRNA-1_1&gene=genemark-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.72&CDS=1-732	YGR001C
3078	OG0003078	-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-0.91&CDS=1-1731	YGR186W
3079	OG0003079	-augustus-gene-0.1-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-0.1&CDS=1-1119	YGR187C
3080	OG0003080	-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-0.114&CDS=1-210	YGR183C
3081	OG0003081	-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-0.115&CDS=1-5535	YGR184C
3082	OG0003082	-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-0.93&CDS=1-5478	YLR024C
3083	OG0003083	-snap-gene-0.47-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-snap-gene-0.47&CDS=1-5154	YGL078C
3084	OG0003084	-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-0.97&CDS=1-822	YPL196W
3085	OG0003085	-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-0.98&CDS=1-2124	YJL012C
3086	OG0003086	-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-0.99&CDS=1-1341	YLL006W
3087	OG0003087	-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-0.101&CDS=1-1338	YGR202C
3088	OG0003088	-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-0.102&CDS=1-330	YGR203W
3089	OG0003089	-snap-gene-0.45-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-snap-gene-0.45&CDS=1-2724	YGR258C
3090	OG0003090	-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-0.120&CDS=1-891	YHR187W
3091	OG0003091	-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-0.106&CDS=1-2571	YGR261C
3092	OG0003092	-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-0.107&CDS=1-321	YGR181W
3093	OG0003093	-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.47&CDS=1-1344	YML126C
3094	OG0003094	-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.50&CDS=1-753	YMR200W
3095	OG0003095	-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.48&CDS=1-3354	YMR288W
3096	OG0003096	-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.51&CDS=1-1299	YOR212W
3097	OG0003097	-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.67&CDS=1-804	YPL129W
3098	OG0003098	-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.72&CDS=1-4587	YPR184W
3099	OG0003099	-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.74&CDS=1-291	YBL028C
3100	OG0003100	-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.75&CDS=1-2202	YBR083W
3101	OG0003101	-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.76&CDS=1-3477	YDR060W
3102	OG0003102	-augustus-gene-1.94-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-1.94&CDS=1-759	YDR381W
3103	OG0003103	-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.57&CDS=1-330	YDR382W
3104	OG0003104	-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.81&CDS=1-2703	YML093W
3105	OG0003105	-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.60&CDS=1-1143	YHR112C
3106	OG0003106	-processed-gene-1.16-mRNA-1_1&gene=snap_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.16&CDS=1-2142	YDR362C
3107	OG0003107	-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.82&CDS=1-1326	YHR111W
3108	OG0003108	-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.83&CDS=1-639	YHR110W
3109	OG0003109	-augustus-gene-1.96-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-1.96&CDS=1-798	YDR367W
3110	OG0003110	-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.62&CDS=1-1515	YOR119C
3111	OG0003111	-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.86&CDS=1-1857	YOR118W
3112	OG0003112	-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.63&CDS=1-1950	YDR365C
3113	OG0003113	-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.87&CDS=1-597	YDR032C
3114	OG0003114	-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.88&CDS=1-2730	YPR194C
3115	OG0003115	-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.90&CDS=1-1395	YDR375C
3116	OG0003116	-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.66&CDS=1-4125	YOR124C
3117	OG0003117	-snap-gene-2.134-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-snap-gene-2.134&CDS=1-1335	YDR372C
3118	OG0003118	-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.99&CDS=1-378	YOR122C
3119	OG0003119	-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.100&CDS=1-1281	YOR123C
3120	OG0003120	-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.96&CDS=1-951	YER016W
3121	OG0003121	-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.118&CDS=1-1962	YHR188C
3122	OG0003122	-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.119&CDS=1-3984	YOL075C
3123	OG0003123	-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.105&CDS=1-2067	YNR006W
3124	OG0003124	-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.107&CDS=1-1374	YOL031C
3125	OG0003125	-snap-gene-2.136-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-snap-gene-2.136&CDS=1-3597	YFL034W
3126	OG0003126	-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.123&CDS=1-1767	YLR060W
3127	OG0003127	-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.111&CDS=1-612	YFL005W
3128	OG0003128	-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.126&CDS=1-4641	YCR081W
3129	OG0003129	-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.112&CDS=1-1215	YGR223C
3130	OG0003130	-snap-gene-2.137-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-snap-gene-2.137&CDS=1-3366	YLR051C
3131	OG0003131	-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.10&CDS=1-573	YJR014W
3132	OG0003132	-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.11&CDS=1-1215	YPR140W
3133	OG0003133	-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.14&CDS=1-2061	YPR141C
3134	OG0003134	-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.15&CDS=1-1485	YFL022C
3135	OG0003135	-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.31&CDS=1-1716	YML054C
3136	OG0003136	-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.17&CDS=1-6720	YJL130C
3137	OG0003137	-augustus-gene-3.92-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-3.92&CDS=1-624	YJR073C
3138	OG0003138	-augustus-gene-3.93-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-3.93&CDS=1-1254	YJR076C
3139	OG0003139	-processed-gene-3.59-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.59&CDS=1-828	YOR278W
3140	OG0003140	-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.35&CDS=1-3366	YMR218C
3141	OG0003141	-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.36&CDS=1-363	YKL160W
3142	OG0003142	-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.20&CDS=1-1170	YHR052W
3143	OG0003143	-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.24&CDS=1-1389	YMR014W
3144	OG0003144	-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.25&CDS=1-1563	YER168C
3145	OG0003145	-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.39&CDS=1-2490	YKL056C
3146	OG0003146	-processed-gene-3.83-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.83&CDS=1-1179	YLR340W
3147	OG0003147	-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.42&CDS=1-3816	YLR336C
3148	OG0003148	-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.26&CDS=1-1062	YGR028W
3149	OG0003149	-processed-gene-3.115-mRNA-1_1&gene=snap_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.115&CDS=1-981	YOR026W
3150	OG0003150	-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.44&CDS=1-2112	YDR479C
3151	OG0003151	-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.48&CDS=1-1728	YOR027W
3152	OG0003152	-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.29&CDS=1-1629	YDR257C
3153	OG0003153	-processed-gene-4.5-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.5&CDS=1-3702	YGR233C
3154	OG0003154	-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.110&CDS=1-1332	YOR025W
3155	OG0003155	-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.105&CDS=1-318	YJL199C
3156	OG0003156	-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.111&CDS=1-1254	YGR210C
3157	OG0003157	-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.132&CDS=1-2169	YKL022C
3158	OG0003158	-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.114&CDS=1-1101	YIR034C
3159	OG0003159	-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.133&CDS=1-1245	YKL021C
3160	OG0003160	-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.116&CDS=1-1092	YPL050C
3161	OG0003161	-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.134&CDS=1-288	YBR268W
3162	OG0003162	-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.118&CDS=1-1890	YGL073W
3163	OG0003163	-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.142&CDS=1-1038	YDR400W
3164	OG0003164	-augustus-gene-4.1-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-4.1&CDS=1-3228	YMR155W
3165	OG0003165	-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.145&CDS=1-3882	YDR335W
3166	OG0003166	-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.127&CDS=1-1365	YDR316W
3167	OG0003167	-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.128&CDS=1-762	YDR302W
3168	OG0003168	-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.129&CDS=1-4344	YDR459C
3169	OG0003169	-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.146&CDS=1-2442	YML035C
3170	OG0003170	-processed-gene-4.147-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.147&CDS=1-1698	YLL018C
3171	OG0003171	-processed-gene-4.148-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.148&CDS=1-1818	YDR091C
3172	OG0003172	-processed-gene-4.30-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.30&CDS=1-798	YPL199C
3173	OG0003173	-processed-gene-4.98-mRNA-1_1&gene=snap_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.98&CDS=1-441	YPL225W
3174	OG0003174	-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.93&CDS=1-876	YMR178W
3175	OG0003175	-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.98&CDS=1-5235	YMR176W
3176	OG0003176	-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.116&CDS=1-1341	YDL090C
3177	OG0003177	-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.100&CDS=1-1116	YPR178W
3178	OG0003178	-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.118&CDS=1-1011	YPR180W
3179	OG0003179	-processed-gene-5.101-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.101&CDS=1-2028	YPR179C
3180	OG0003180	-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.102&CDS=1-1263	YOR216C
3181	OG0003181	-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.120&CDS=1-828	YGL050W
3182	OG0003182	-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.104&CDS=1-1077	YCR019W
3183	OG0003183	-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.105&CDS=1-438	YDR462W
3184	OG0003184	-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.106&CDS=1-549	YML036W
3185	OG0003185	-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.107&CDS=1-2238	YJL061W
3186	OG0003186	-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.125&CDS=1-396	YBR269C
3187	OG0003187	-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.108&CDS=1-2562	YJL062W
3188	OG0003188	-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.126&CDS=1-3558	YPL226W
3189	OG0003189	-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.127&CDS=1-2673	YMR066W
3190	OG0003190	-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.129&CDS=1-1752	YML130C
3191	OG0003191	-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.130&CDS=1-3315	YML099C
3192	OG0003192	-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.131&CDS=1-390	YML098W
3193	OG0003193	-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.109&CDS=1-438	YCL033C
