	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035659_Saturnispora_dispora
2761	OG0002761	YOR204W	augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.65&CDS=1-1824
2762	OG0002762	YOR205C	snap_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.126&CDS=1-1500
2763	OG0002763	YOR206W	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.38&CDS=1-2187
2764	OG0002764	YOR207C	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-0.35&CDS=1-3426
2765	OG0002765	YOR209C	augustus_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-1.151&CDS=1-1293
2766	OG0002766	YOR210W	maker-NODE_62_length_29703_cov_21.0021_ID_123-snap-gene-0.32-mRNA-1_1&gene=maker-NODE_62_length_29703_cov_21.0021_ID_123-snap-gene-0.32&CDS=1-630
2767	OG0002767	YOR211C	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-2.55&CDS=1-2526
2768	OG0002768	YOR212W	augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.140&CDS=1-1251
2769	OG0002769	YOR215C	augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.39&CDS=1-528
2770	OG0002770	YOR216C	augustus_masked-NODE_35_length_97715_cov_13.3424_ID_69-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NODE_35_length_97715_cov_13.3424_ID_69-processed-gene-0.166&CDS=1-1416
2771	OG0002771	YOR217W	augustus_masked-NODE_24_length_170623_cov_13.7203_ID_47-processed-gene-0.221-mRNA-1_1&gene=augustus_masked-NODE_24_length_170623_cov_13.7203_ID_47-processed-gene-0.221&CDS=1-2394
2772	OG0002772	YOR222W	augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.100&CDS=1-921
2773	OG0002773	YOR224C	augustus_masked-NODE_35_length_97715_cov_13.3424_ID_69-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_35_length_97715_cov_13.3424_ID_69-processed-gene-0.157&CDS=1-441
2774	OG0002774	YOR228C	augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-0.74&CDS=1-804
2775	OG0002775	YOR232W	augustus_masked-NODE_48_length_58458_cov_14.8195_ID_95-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_48_length_58458_cov_14.8195_ID_95-processed-gene-0.50&CDS=1-651
2776	OG0002776	YOR238W	snap_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.138&CDS=1-831
2777	OG0002777	YOR239W	augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.266-mRNA-1_1&gene=augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.266&CDS=1-978
2778	OG0002778	YOR241W	snap_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-2.107&CDS=1-1575
2779	OG0002779	YOR242C	snap_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-1.21&CDS=1-1248
2780	OG0002780	YOR243C	augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-1.66&CDS=1-1989
2781	OG0002781	YOR245C	augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.124&CDS=1-1344
2782	OG0002782	YOR246C	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-2.30&CDS=1-990
2783	OG0002783	YOR249C	genemark-NODE_34_length_105913_cov_14.4426_ID_67-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_34_length_105913_cov_14.4426_ID_67-processed-gene-0.36&CDS=1-1752
2784	OG0002784	YOR250C	snap_masked-NODE_56_length_35988_cov_20.6789_ID_111-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_56_length_35988_cov_20.6789_ID_111-processed-gene-0.33&CDS=1-1416
2785	OG0002785	YOR251C	snap_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.189-mRNA-1_1&gene=snap_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.189&CDS=1-951
2786	OG0002786	YOR252W	augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-0.102&CDS=1-537
2787	OG0002787	YOR254C	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-0.36&CDS=1-2013
2788	OG0002788	YOR257W	snap_masked-NODE_24_length_170623_cov_13.7203_ID_47-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_24_length_170623_cov_13.7203_ID_47-processed-gene-0.120&CDS=1-486
2789	OG0002789	YOR258W	augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-0.55&CDS=1-597
2790	OG0002790	YOR259C	augustus_masked-NODE_63_length_27121_cov_15.8847_ID_125-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_63_length_27121_cov_15.8847_ID_125-processed-gene-0.2&CDS=1-1347
2791	OG0002791	YOR260W	augustus_masked-NODE_63_length_27121_cov_15.8847_ID_125-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_63_length_27121_cov_15.8847_ID_125-processed-gene-0.8&CDS=1-1365
2792	OG0002792	YOR261C	augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.176&CDS=1-1002
2793	OG0002793	YOR262W	augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.229-mRNA-1_1&gene=augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.229&CDS=1-1152
2794	OG0002794	YOR269W	augustus_masked-NODE_60_length_30327_cov_14.1058_ID_119-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_60_length_30327_cov_14.1058_ID_119-processed-gene-0.24&CDS=1-1461
2795	OG0002795	YOR271C	augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.146&CDS=1-981
2796	OG0002796	YOR272W	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-2.17&CDS=1-1356
2797	OG0002797	YOR273C	snap_masked-NODE_77_length_10292_cov_12.6511_ID_153-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_77_length_10292_cov_12.6511_ID_153-processed-gene-0.4&CDS=1-1803
2798	OG0002798	YOR274W	snap_masked-NODE_50_length_55932_cov_14.3796_ID_99-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_50_length_55932_cov_14.3796_ID_99-processed-gene-0.12&CDS=1-1305
2799	OG0002799	YOR275C	augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.55&CDS=1-2115
2800	OG0002800	YOR278W	augustus_masked-NODE_36_length_96088_cov_17.0303_ID_71-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_36_length_96088_cov_17.0303_ID_71-processed-gene-0.3&CDS=1-813
2801	OG0002801	YOR281C	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-0.85&CDS=1-750
2802	OG0002802	YOR283W	augustus_masked-NODE_39_length_79204_cov_17.3997_ID_77-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_39_length_79204_cov_17.3997_ID_77-processed-gene-0.79&CDS=1-666
2803	OG0002803	YOR287C	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.153&CDS=1-741
2804	OG0002804	YOR289W	augustus_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.229-mRNA-1_1&gene=augustus_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.229&CDS=1-543
2805	OG0002805	YOR291W	augustus_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-0.147&CDS=1-3951
2806	OG0002806	YOR294W	augustus_masked-NODE_52_length_50721_cov_15.1407_ID_103-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_52_length_50721_cov_15.1407_ID_103-processed-gene-0.26&CDS=1-594
2807	OG0002807	YOR298C-A	augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.137&CDS=1-450
2808	OG0002808	YOR301W	snap_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-0.103&CDS=1-1377
2809	OG0002809	YOR303W	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.14&CDS=1-1251
2810	OG0002810	YOR305W	snap_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.117&CDS=1-777
2811	OG0002811	YOR307C	snap_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-0.9&CDS=1-1389
2812	OG0002812	YOR308C	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.28&CDS=1-1404
2813	OG0002813	YOR310C	augustus_masked-NODE_43_length_69932_cov_16.1305_ID_85-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_43_length_69932_cov_16.1305_ID_85-processed-gene-0.56&CDS=1-1548
2814	OG0002814	YOR311C	genemark-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-1.131&CDS=1-918
2815	OG0002815	YOR317W	augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-0.49&CDS=1-2103
2816	OG0002816	YOR320C	augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-1.116&CDS=1-1494
2817	OG0002817	YOR322C	maker-NODE_11_length_244494_cov_14.5393_ID_21-snap-gene-1.172-mRNA-1_1&gene=maker-NODE_11_length_244494_cov_14.5393_ID_21-snap-gene-1.172&CDS=1-1842
2818	OG0002818	YOR329C	snap_masked-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.105&CDS=1-2040
2819	OG0002819	YOR330C	snap_masked-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.104&CDS=1-3984
2820	OG0002820	YOR332W	augustus_masked-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.64&CDS=1-690
2821	OG0002821	YOR335C	augustus_masked-NODE_24_length_170623_cov_13.7203_ID_47-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-NODE_24_length_170623_cov_13.7203_ID_47-processed-gene-0.213&CDS=1-2880
2822	OG0002822	YOR336W	augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-1.68&CDS=1-4272
2823	OG0002823	YOR340C	snap_masked-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.144&CDS=1-933
2824	OG0002824	YOR341W	augustus_masked-NODE_45_length_63284_cov_14.6394_ID_89-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_45_length_63284_cov_14.6394_ID_89-processed-gene-0.31&CDS=1-7212
2825	OG0002825	YOR344C	augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-0.55&CDS=1-801
2826	OG0002826	YOR346W	augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.37&CDS=1-3006
2827	OG0002827	YOR349W	augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-0.85&CDS=1-2508
2828	OG0002828	YOR351C	maker-NODE_1_length_433307_cov_13.4139_ID_1-snap-gene-3.147-mRNA-1_1&gene=maker-NODE_1_length_433307_cov_13.4139_ID_1-snap-gene-3.147&CDS=1-1461
2829	OG0002829	YOR352W	snap_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-0.41&CDS=1-1005
2830	OG0002830	YOR353C	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.125&CDS=1-2298
2831	OG0002831	YOR355W	snap_masked-NODE_52_length_50721_cov_15.1407_ID_103-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_52_length_50721_cov_15.1407_ID_103-processed-gene-0.54&CDS=1-1602
2832	OG0002832	YOR356W	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-2.55&CDS=1-1980
2833	OG0002833	YOR358W	augustus_masked-NODE_38_length_80193_cov_14.4369_ID_75-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_38_length_80193_cov_14.4369_ID_75-processed-gene-0.6&CDS=1-405
2834	OG0002834	YOR359W	augustus_masked-NODE_23_length_174894_cov_13.9307_ID_45-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-NODE_23_length_174894_cov_13.9307_ID_45-processed-gene-0.222&CDS=1-1464
2835	OG0002835	YOR360C	augustus_masked-NODE_23_length_174894_cov_13.9307_ID_45-processed-gene-0.221-mRNA-1_1&gene=augustus_masked-NODE_23_length_174894_cov_13.9307_ID_45-processed-gene-0.221&CDS=1-1680
2836	OG0002836	YOR361C	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-0.64&CDS=1-2169
2837	OG0002837	YOR362C	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.4&CDS=1-792
2838	OG0002838	YOR369C	augustus_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-1.138&CDS=1-426
2839	OG0002839	YOR370C	augustus_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-1.120&CDS=1-1731
2840	OG0002840	YOR373W	snap_masked-NODE_23_length_174894_cov_13.9307_ID_45-processed-gene-0.153-mRNA-1_1&gene=snap_masked-NODE_23_length_174894_cov_13.9307_ID_45-processed-gene-0.153&CDS=1-2631
2841	OG0002841	YPL002C	augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.102&CDS=1-708
2842	OG0002842	YPL003W	augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.25&CDS=1-1485
2843	OG0002843	YPL006W	augustus_masked-NODE_28_length_155222_cov_15.9409_ID_55-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_28_length_155222_cov_15.9409_ID_55-processed-gene-0.147&CDS=1-3858
2844	OG0002844	YPL008W	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.19&CDS=1-4701
2845	OG0002845	YPL009C	augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-0.121&CDS=1-3000
2846	OG0002846	YPL010W	augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-0.143&CDS=1-570
2847	OG0002847	YPL011C	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-3.128&CDS=1-1050
2848	OG0002848	YPL012W	augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-0.119&CDS=1-3585
2849	OG0002849	YPL013C	augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-0.106&CDS=1-366
2850	OG0002850	YPL014W	snap_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-2.160-mRNA-1_1&gene=snap_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-2.160&CDS=1-894
2851	OG0002851	YPL015C	augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-0.142&CDS=1-987
2852	OG0002852	YPL016W	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-0.117&CDS=1-2841
2853	OG0002853	YPL020C	augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-0.141&CDS=1-1896
2854	OG0002854	YPL022W	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-0.140&CDS=1-2796
2855	OG0002855	YPL023C	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-0.118&CDS=1-1917
2856	OG0002856	YPL028W	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.25&CDS=1-1191
2857	OG0002857	YPL029W	augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.201-mRNA-1_1&gene=augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.201&CDS=1-6309
2858	OG0002858	YPL030W	maker-NODE_50_length_55932_cov_14.3796_ID_99-augustus-gene-0.24-mRNA-1_1&gene=maker-NODE_50_length_55932_cov_14.3796_ID_99-augustus-gene-0.24&CDS=1-3954
2859	OG0002859	YPL040C	augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.172&CDS=1-3069
2860	OG0002860	YPL042C	augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.204-mRNA-1_1&gene=augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.204&CDS=1-2979
2861	OG0002861	YPL043W	augustus_masked-NODE_50_length_55932_cov_14.3796_ID_99-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_50_length_55932_cov_14.3796_ID_99-processed-gene-0.31&CDS=1-2157
2862	OG0002862	YPL045W	augustus_masked-NODE_50_length_55932_cov_14.3796_ID_99-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_50_length_55932_cov_14.3796_ID_99-processed-gene-0.38&CDS=1-2415
2863	OG0002863	YPL046C	augustus_masked-NODE_50_length_55932_cov_14.3796_ID_99-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_50_length_55932_cov_14.3796_ID_99-processed-gene-0.28&CDS=1-318
2864	OG0002864	YPL048W	maker-NODE_20_length_198251_cov_12.8437_ID_39-augustus-gene-0.201-mRNA-1_1&gene=maker-NODE_20_length_198251_cov_12.8437_ID_39-augustus-gene-0.201&CDS=1-1227
2865	OG0002865	YPL050C	genemark-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.181-mRNA-1_1&gene=genemark-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.181&CDS=1-1062
2866	OG0002866	YPL051W	augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-0.128&CDS=1-1314
2867	OG0002867	YPL054W	snap_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.22&CDS=1-1086
2868	OG0002868	YPL059W	augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.70&CDS=1-372
2869	OG0002869	YPL063W	augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-2.64&CDS=1-1302
2870	OG0002870	YPL065W	augustus_masked-NODE_46_length_61074_cov_15.2414_ID_91-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_46_length_61074_cov_15.2414_ID_91-processed-gene-0.23&CDS=1-576
2871	OG0002871	YPL076W	genemark-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-2.39-mRNA-1_1&gene=genemark-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-2.39&CDS=1-675
2872	OG0002872	YPL078C	augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-0.74&CDS=1-687
2873	OG0002873	YPL082C	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-3.95&CDS=1-5874
2874	OG0002874	YPL083C	genemark-NODE_32_length_120685_cov_13.1933_ID_63-processed-gene-0.178-mRNA-1_1&gene=genemark-NODE_32_length_120685_cov_13.1933_ID_63-processed-gene-0.178&CDS=1-1298
2875	OG0002875	YPL085W	augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-0.61&CDS=1-7254
2876	OG0002876	YPL086C	augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-0.49&CDS=1-2940
2877	OG0002877	YPL091W	augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-2.41&CDS=1-1383
2878	OG0002878	YPL092W	augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-2.31&CDS=1-1353
2879	OG0002879	YPL093W	augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.132&CDS=1-1917
