	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034660_Diddensiella_caesifluorescens
3035	OG0003035	YOR060C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-12.33-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-12.33&CDS=1-855
3036	OG0003036	YOR063W	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-8.117-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-8.117&CDS=1-1161
3037	OG0003037	YOR065W	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-4.142-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-4.142&CDS=1-852
3038	OG0003038	YOR067C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-4.141-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-4.141&CDS=1-1530
3039	OG0003039	YOR069W	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-1.72&CDS=1-1689
3040	OG0003040	YOR070C	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-11.100-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-11.100&CDS=1-1593
3041	OG0003041	YOR074C	genemark-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.71-mRNA-1_1&gene=genemark-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.71&CDS=1-897
3042	OG0003042	YOR075W	maker-NODE_18_length_188106_cov_38.3849_ID_35-snap-gene-0.317-mRNA-1_1&gene=maker-NODE_18_length_188106_cov_38.3849_ID_35-snap-gene-0.317&CDS=1-948
3043	OG0003043	YOR077W	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-2.84&CDS=1-852
3044	OG0003044	YOR079C	maker-NODE_7_length_627228_cov_38.3844_ID_13-snap-gene-2.8-mRNA-1_1&gene=maker-NODE_7_length_627228_cov_38.3844_ID_13-snap-gene-2.8&CDS=1-843
3045	OG0003045	YOR083W	snap_masked-NODE_18_length_188106_cov_38.3849_ID_35-processed-gene-0.147-mRNA-1_1&gene=snap_masked-NODE_18_length_188106_cov_38.3849_ID_35-processed-gene-0.147&CDS=1-834
3046	OG0003046	YOR084W	snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-4.76-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-4.76&CDS=1-1143
3047	OG0003047	YOR087W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-9.53-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-9.53&CDS=1-1905
3048	OG0003048	YOR089C	maker-NODE_7_length_627228_cov_38.3844_ID_13-snap-gene-5.7-mRNA-1_1&gene=maker-NODE_7_length_627228_cov_38.3844_ID_13-snap-gene-5.7&CDS=1-690
3049	OG0003049	YOR090C	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-5.153-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-5.153&CDS=1-1491
3050	OG0003050	YOR091W	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-5.120-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-5.120&CDS=1-996
3051	OG0003051	YOR093C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-5.168-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-5.168&CDS=1-4593
3052	OG0003052	YOR094W	maker-NODE_7_length_627228_cov_38.3844_ID_13-snap-gene-5.13-mRNA-1_1&gene=maker-NODE_7_length_627228_cov_38.3844_ID_13-snap-gene-5.13&CDS=1-546
3053	OG0003053	YOR095C	snap_masked-NODE_22_length_74237_cov_38.7338_ID_43-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_22_length_74237_cov_38.7338_ID_43-processed-gene-0.35&CDS=1-795
3054	OG0003054	YOR099W	snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-6.125-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-6.125&CDS=1-1269
3055	OG0003055	YOR100C	maker-NODE_1_length_2279773_cov_38.2437_ID_1-augustus-gene-16.113-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-augustus-gene-16.113&CDS=1-1497
3056	OG0003056	YOR103C	maker-NODE_19_length_153970_cov_37.8582_ID_37-snap-gene-0.267-mRNA-1_1&gene=maker-NODE_19_length_153970_cov_37.8582_ID_37-snap-gene-0.267&CDS=1-429
3057	OG0003057	YOR111W	maker-NODE_5_length_663820_cov_38.3927_ID_9-snap-gene-4.0-mRNA-1_1&gene=maker-NODE_5_length_663820_cov_38.3927_ID_9-snap-gene-4.0&CDS=1-735
3058	OG0003058	YOR113W	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-4.92-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-4.92&CDS=1-2160
3059	OG0003059	YOR115C	snap_masked-NODE_19_length_153970_cov_37.8582_ID_37-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_19_length_153970_cov_37.8582_ID_37-processed-gene-0.125&CDS=1-516
3060	OG0003060	YOR116C	genemark-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-1.142&CDS=1-4347
3061	OG0003061	YOR117W	snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-1.83&CDS=1-1329
3062	OG0003062	YOR118W	genemark-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.18-mRNA-1_1&gene=genemark-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.18&CDS=1-1761
3063	OG0003063	YOR119C	snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.159-mRNA-1_1&gene=snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.159&CDS=1-1458
3064	OG0003064	YOR122C	genemark-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-3.197-mRNA-1_1&gene=genemark-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-3.197&CDS=1-378
3065	OG0003065	YOR123C	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-3.125-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-3.125&CDS=1-1074
3066	OG0003066	YOR124C	genemark-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-1.142&CDS=1-3564
3067	OG0003067	YOR125C	maker-NODE_8_length_576032_cov_38.907_ID_15-augustus-gene-4.111-mRNA-1_1&gene=maker-NODE_8_length_576032_cov_38.907_ID_15-augustus-gene-4.111&CDS=1-798
3068	OG0003068	YOR128C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-17.56-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-17.56&CDS=1-1692
3069	OG0003069	YOR129C	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-3.120-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-3.120&CDS=1-1944
3070	OG0003070	YOR130C	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-4.94-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-4.94&CDS=1-951
3071	OG0003071	YOR131C	maker-NODE_1_length_2279773_cov_38.2437_ID_1-augustus-gene-14.186-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-augustus-gene-14.186&CDS=1-660
3072	OG0003072	YOR132W	maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-14.4-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-14.4&CDS=1-1623
3073	OG0003073	YOR136W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-14.43-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-14.43&CDS=1-1071
3074	OG0003074	YOR140W	snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-0.145&CDS=1-2385
3075	OG0003075	YOR141C	maker-NODE_11_length_301523_cov_39.0428_ID_21-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_11_length_301523_cov_39.0428_ID_21-snap-gene-0.3&CDS=1-2007
3076	OG0003076	YOR142W	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.131-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.131&CDS=1-975
3077	OG0003077	YOR143C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.159-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.159&CDS=1-750
3078	OG0003078	YOR144C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.161-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.161&CDS=1-2322
3079	OG0003079	YOR145C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.163-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.163&CDS=1-768
3080	OG0003080	YOR148C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.164-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.164&CDS=1-915
3081	OG0003081	YOR149C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-7.8-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-7.8&CDS=1-1584
3082	OG0003082	YOR150W	maker-NODE_9_length_477053_cov_38.1667_ID_17-snap-gene-3.109-mRNA-1_1&gene=maker-NODE_9_length_477053_cov_38.1667_ID_17-snap-gene-3.109&CDS=1-468
3083	OG0003083	YOR151C	snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-3.317-mRNA-1_1&gene=snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-3.317&CDS=1-3678
3084	OG0003084	YOR153W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-16.4-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-16.4&CDS=1-4434
3085	OG0003085	YOR154W	snap_masked-NODE_19_length_153970_cov_37.8582_ID_37-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_19_length_153970_cov_37.8582_ID_37-processed-gene-0.149&CDS=1-1821
3086	OG0003086	YOR155C	augustus_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.23&CDS=1-1692
3087	OG0003087	YOR157C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-15.112-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-15.112&CDS=1-801
3088	OG0003088	YOR158W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.79-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.79&CDS=1-894
3089	OG0003089	YOR159C	maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-10.63-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-10.63&CDS=1-261
3090	OG0003090	YOR160W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.84-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.84&CDS=1-2865
3091	OG0003091	YOR161C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.113-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.113&CDS=1-1569
3092	OG0003092	YOR163W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-16.10-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-16.10&CDS=1-522
3093	OG0003093	YOR164C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-16.30-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-16.30&CDS=1-942
3094	OG0003094	YOR165W	snap_masked-NODE_18_length_188106_cov_38.3849_ID_35-processed-gene-0.169-mRNA-1_1&gene=snap_masked-NODE_18_length_188106_cov_38.3849_ID_35-processed-gene-0.169&CDS=1-2436
3095	OG0003095	YOR166C	snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-1.77&CDS=1-1041
3096	OG0003096	YOR168W	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-5.7-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-5.7&CDS=1-2367
3097	OG0003097	YOR174W	snap_masked-NODE_18_length_188106_cov_38.3849_ID_35-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_18_length_188106_cov_38.3849_ID_35-processed-gene-0.117&CDS=1-807
3098	OG0003098	YOR175C	maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-16.104-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-16.104&CDS=1-1692
3099	OG0003099	YOR176W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-16.11-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-16.11&CDS=1-1107
3100	OG0003100	YOR181W	maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-3.112-mRNA-1_1&gene=maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-3.112&CDS=1-2232
3101	OG0003101	YOR184W	snap_masked-NODE_15_length_240312_cov_38.1157_ID_29-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_15_length_240312_cov_38.1157_ID_29-processed-gene-0.34&CDS=1-1167
3102	OG0003102	YOR187W	maker-NODE_15_length_240312_cov_38.1157_ID_29-augustus-gene-0.59-mRNA-1_1&gene=maker-NODE_15_length_240312_cov_38.1157_ID_29-augustus-gene-0.59&CDS=1-1866
3103	OG0003103	YOR188W	augustus_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-1.35&CDS=1-3843
3104	OG0003104	YOR191W	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-11.75-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-11.75&CDS=1-3567
3105	OG0003105	YOR194C	maker-NODE_13_length_269693_cov_38.1254_ID_25-snap-gene-0.153-mRNA-1_1&gene=maker-NODE_13_length_269693_cov_38.1254_ID_25-snap-gene-0.153&CDS=1-870
3106	OG0003106	YOR195W	augustus_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-0.114&CDS=1-1197
3107	OG0003107	YOR196C	genemark-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-0.43&CDS=1-1179
3108	OG0003108	YOR197W	genemark-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-0.76&CDS=1-1299
3109	OG0003109	YOR198C	snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-0.44&CDS=1-1392
3110	OG0003110	YOR201C	maker-NODE_16_length_236730_cov_37.7939_ID_31-snap-gene-1.7-mRNA-1_1&gene=maker-NODE_16_length_236730_cov_37.7939_ID_31-snap-gene-1.7&CDS=1-1374
3111	OG0003111	YOR202W	snap_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-1.102&CDS=1-660
3112	OG0003112	YOR206W	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-11.110-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-11.110&CDS=1-2118
3113	OG0003113	YOR207C	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-11.85-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-11.85&CDS=1-3504
3114	OG0003114	YOR209C	genemark-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-11.172-mRNA-1_1&gene=genemark-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-11.172&CDS=1-1269
3115	OG0003115	YOR210W	maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-11.5-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-11.5&CDS=1-216
3116	OG0003116	YOR211C	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-11.93-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-11.93&CDS=1-2562
3117	OG0003117	YOR212W	snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.131-mRNA-1_1&gene=snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.131&CDS=1-1137
3118	OG0003118	YOR216C	snap_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-1.249-mRNA-1_1&gene=snap_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-1.249&CDS=1-1539
3119	OG0003119	YOR217W	snap_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-1.288-mRNA-1_1&gene=snap_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-1.288&CDS=1-2739
3120	OG0003120	YOR222W	maker-NODE_16_length_236730_cov_37.7939_ID_31-snap-gene-0.101-mRNA-1_1&gene=maker-NODE_16_length_236730_cov_37.7939_ID_31-snap-gene-0.101&CDS=1-894
3121	OG0003121	YOR223W	snap_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-0.6&CDS=1-870
3122	OG0003122	YOR224C	snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-0.127&CDS=1-426
3123	OG0003123	YOR226C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-7.161-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-7.161&CDS=1-504
3124	OG0003124	YOR232W	augustus_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-1.54&CDS=1-621
3125	OG0003125	YOR233W	snap_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-1.284-mRNA-1_1&gene=snap_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-1.284&CDS=1-2580
3126	OG0003126	YOR234C	snap_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-1.242-mRNA-1_1&gene=snap_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-1.242&CDS=1-321
3127	OG0003127	YOR236W	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.3-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.3&CDS=1-591
3128	OG0003128	YOR239W	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.54-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.54&CDS=1-918
3129	OG0003129	YOR241W	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.24&CDS=1-1452
3130	OG0003130	YOR242C	augustus_masked-NODE_15_length_240312_cov_38.1157_ID_29-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NODE_15_length_240312_cov_38.1157_ID_29-processed-gene-0.138&CDS=1-960
3131	OG0003131	YOR243C	snap_masked-NODE_15_length_240312_cov_38.1157_ID_29-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_15_length_240312_cov_38.1157_ID_29-processed-gene-0.20&CDS=1-1902
3132	OG0003132	YOR244W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-19.12-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-19.12&CDS=1-1452
3133	OG0003133	YOR245C	maker-NODE_5_length_663820_cov_38.3927_ID_9-augustus-gene-3.116-mRNA-1_1&gene=maker-NODE_5_length_663820_cov_38.3927_ID_9-augustus-gene-3.116&CDS=1-1176
3134	OG0003134	YOR246C	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.26&CDS=1-981
3135	OG0003135	YOR250C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.53-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.53&CDS=1-1344
3136	OG0003136	YOR251C	maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-6.58-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-6.58&CDS=1-900
3137	OG0003137	YOR252W	maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-5.10-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-5.10&CDS=1-543
3138	OG0003138	YOR253W	snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-4.45-mRNA-1_1&gene=snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-4.45&CDS=1-501
3139	OG0003139	YOR254C	snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-4.29-mRNA-1_1&gene=snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-4.29&CDS=1-1881
3140	OG0003140	YOR257W	maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-18.2-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-18.2&CDS=1-531
3141	OG0003141	YOR258W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-7.167-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-7.167&CDS=1-618
3142	OG0003142	YOR259C	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.51-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.51&CDS=1-1242
3143	OG0003143	YOR260W	maker-NODE_7_length_627228_cov_38.3844_ID_13-snap-gene-3.123-mRNA-1_1&gene=maker-NODE_7_length_627228_cov_38.3844_ID_13-snap-gene-3.123&CDS=1-1380
3144	OG0003144	YOR261C	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-5.86-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-5.86&CDS=1-1005
3145	OG0003145	YOR262W	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-5.108-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-5.108&CDS=1-1029
3146	OG0003146	YOR265W	maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-5.0-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-5.0&CDS=1-318
3147	OG0003147	YOR266W	snap_masked-NODE_15_length_240312_cov_38.1157_ID_29-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_15_length_240312_cov_38.1157_ID_29-processed-gene-0.23&CDS=1-975
3148	OG0003148	YOR269W	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-6.22-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-6.22&CDS=1-1395
3149	OG0003149	YOR271C	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.56-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.56&CDS=1-981
3150	OG0003150	YOR272W	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.55-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.55&CDS=1-1326
3151	OG0003151	YOR274W	maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-5.11-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-5.11&CDS=1-1392
3152	OG0003152	YOR275C	maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-5.1-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-5.1&CDS=1-2274
3153	OG0003153	YOR278W	augustus_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-5.29&CDS=1-684
3154	OG0003154	YOR281C	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-13.116-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-13.116&CDS=1-717
3155	OG0003155	YOR283W	snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-1.64&CDS=1-672
