	OrthologID	Clavispora_lusitaniae	Saccharomyces_cerevisiae
2642	OG0002642	genemark-NW_003101577.1-processed-gene-18.54-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.54&CDS=1-966	YLR354C
2643	OG0002643	maker-NW_003101577.1-snap-gene-18.44-mRNA-1_1&gene=maker-NW_003101577.1-snap-gene-18.44&CDS=1-561	YDR236C
2644	OG0002644	genemark-NW_003101577.1-processed-gene-18.68-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.68&CDS=1-804	YMR226C
2645	OG0002645	genemark-NW_003101577.1-processed-gene-18.71-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.71&CDS=1-1278	YOR303W
2646	OG0002646	genemark-NW_003101577.1-processed-gene-18.73-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.73&CDS=1-1335	YKL059C
2647	OG0002647	genemark-NW_003101577.1-processed-gene-18.74-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.74&CDS=1-1137	YMR028W
2648	OG0002648	genemark-NW_003101577.1-processed-gene-18.56-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.56&CDS=1-363	YKL058W
2649	OG0002649	genemark-NW_003101577.1-processed-gene-18.76-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.76&CDS=1-1398	YMR027W
2650	OG0002650	genemark-NW_003101577.1-processed-gene-18.78-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.78&CDS=1-2013	YKL054C
2651	OG0002651	genemark-NW_003101577.1-processed-gene-18.79-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.79&CDS=1-2223	YBR094W
2652	OG0002652	genemark-NW_003101577.1-processed-gene-18.80-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.80&CDS=1-1074	YKL060C
2653	OG0002653	genemark-NW_003101577.1-processed-gene-18.59-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.59&CDS=1-561	YPR051W
2654	OG0002654	genemark-NW_003101577.1-processed-gene-18.60-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.60&CDS=1-1032	YBR095C
2655	OG0002655	genemark-NW_003101577.1-processed-gene-18.61-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.61&CDS=1-777	YBR088C
2656	OG0002656	genemark-NW_003101577.1-processed-gene-18.65-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.65&CDS=1-1359	YOL030W
2657	OG0002657	genemark-NW_003101577.1-processed-gene-18.85-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.85&CDS=1-1389	YDL147W
2658	OG0002658	genemark-NW_003101577.1-processed-gene-18.86-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.86&CDS=1-912	YER055C
2659	OG0002659	genemark-NW_003101577.1-processed-gene-18.87-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.87&CDS=1-894	YBR002C
2660	OG0002660	genemark-NW_003101577.1-processed-gene-19.3-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-19.3&CDS=1-1092	YPR025C
2661	OG0002661	genemark-NW_003101577.1-processed-gene-19.4-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-19.4&CDS=1-930	YLR186W
2662	OG0002662	genemark-NW_003101577.1-processed-gene-19.28-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-19.28&CDS=1-1482	YML060W
2663	OG0002663	genemark-NW_003101577.1-processed-gene-19.10-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-19.10&CDS=1-2304	YNL218W
2664	OG0002664	snap_masked-NW_003101577.1-processed-gene-19.105-mRNA-1_1&gene=snap_masked-NW_003101577.1-processed-gene-19.105&CDS=1-1866	YNL279W
2665	OG0002665	snap_masked-NW_003101577.1-processed-gene-19.89-mRNA-1_1&gene=snap_masked-NW_003101577.1-processed-gene-19.89&CDS=1-273	YDR510W
2666	OG0002666	augustus_masked-NW_003101577.1-processed-gene-19.54-mRNA-1_1&gene=augustus_masked-NW_003101577.1-processed-gene-19.54&CDS=1-813	YCL027W
2667	OG0002667	genemark-NW_003101577.1-processed-gene-19.30-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-19.30&CDS=1-3336	YLR187W
2668	OG0002668	genemark-NW_003101577.1-processed-gene-19.31-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-19.31&CDS=1-1470	YDL238C
2669	OG0002669	augustus_masked-NW_003101577.1-processed-gene-19.68-mRNA-1_1&gene=augustus_masked-NW_003101577.1-processed-gene-19.68&CDS=1-660	YLR390W-A
2670	OG0002670	genemark-NW_003101577.1-processed-gene-19.15-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-19.15&CDS=1-1170	YDR202C
2671	OG0002671	genemark-NW_003101577.1-processed-gene-19.16-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-19.16&CDS=1-3183	YLR389C
2672	OG0002672	genemark-NW_003101577.1-processed-gene-19.17-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-19.17&CDS=1-1758	YGL095C
2673	OG0002673	genemark-NW_003101577.1-processed-gene-19.36-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-19.36&CDS=1-942	YPL181W
2674	OG0002674	genemark-NW_003101577.1-processed-gene-19.18-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-19.18&CDS=1-1656	YML086C
2675	OG0002675	genemark-NW_003101577.1-processed-gene-19.37-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-19.37&CDS=1-2646	YML093W
2676	OG0002676	maker-NW_003101577.1-snap-gene-19.0-mRNA-1_1&gene=maker-NW_003101577.1-snap-gene-19.0&CDS=1-750	YML092C
2677	OG0002677	snap_masked-NW_003101577.1-processed-gene-19.116-mRNA-1_1&gene=snap_masked-NW_003101577.1-processed-gene-19.116&CDS=1-3513	YPL226W
2678	OG0002678	snap_masked-NW_003101577.1-processed-gene-19.117-mRNA-1_1&gene=snap_masked-NW_003101577.1-processed-gene-19.117&CDS=1-1788	YMR029C
2679	OG0002679	genemark-NW_003101577.1-processed-gene-19.40-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-19.40&CDS=1-432	YPL225W
2680	OG0002680	genemark-NW_003101577.1-processed-gene-20.50-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.50&CDS=1-576	YBR106W
2681	OG0002681	genemark-NW_003101577.1-processed-gene-20.69-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.69&CDS=1-1797	YPL208W
2682	OG0002682	genemark-NW_003101577.1-processed-gene-20.52-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.52&CDS=1-894	YBR037C
2683	OG0002683	genemark-NW_003101577.1-processed-gene-20.70-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.70&CDS=1-2607	YOL148C
2684	OG0002684	genemark-NW_003101577.1-processed-gene-20.71-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.71&CDS=1-528	YOL149W
2685	OG0002685	genemark-NW_003101577.1-processed-gene-20.60-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.60&CDS=1-1923	YJL057C
2686	OG0002686	genemark-NW_003101577.1-processed-gene-20.61-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.61&CDS=1-1683	YOL115W
2687	OG0002687	genemark-NW_003101577.1-processed-gene-20.75-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.75&CDS=1-495	YOL143C
2688	OG0002688	genemark-NW_003101577.1-processed-gene-20.77-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.77&CDS=1-351	YKL084W
2689	OG0002689	genemark-NW_003101577.1-processed-gene-20.63-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.63&CDS=1-1302	YDL155W
2690	OG0002690	genemark-NW_003101577.1-processed-gene-20.64-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.64&CDS=1-777	YIL070C
2691	OG0002691	genemark-NW_003101577.1-processed-gene-20.78-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.78&CDS=1-2463	YPR112C
2692	OG0002692	genemark-NW_003101577.1-processed-gene-20.79-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.79&CDS=1-3831	YNL250W
2693	OG0002693	genemark-NW_003101577.1-processed-gene-20.80-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.80&CDS=1-2505	YOR113W
2694	OG0002694	genemark-NW_003101577.1-processed-gene-20.82-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.82&CDS=1-375	YNL113W
2695	OG0002695	genemark-NW_003101577.1-processed-gene-20.83-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.83&CDS=1-765	YOR344C
2696	OG0002696	genemark-NW_003101577.1-processed-gene-20.86-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-20.86&CDS=1-2571	YGR157W
2697	OG0002697	snap_masked-NW_003101577.1-processed-gene-21.5-mRNA-1_1&gene=snap_masked-NW_003101577.1-processed-gene-21.5&CDS=1-4827	YNL297C
2698	OG0002698	snap_masked-NW_003101577.1-processed-gene-21.6-mRNA-1_1&gene=snap_masked-NW_003101577.1-processed-gene-21.6&CDS=1-3453	YBR023C
2699	OG0002699	genemark-NW_003101577.1-processed-gene-21.56-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.56&CDS=1-2283	YLR069C
2700	OG0002700	snap_masked-NW_003101577.1-processed-gene-21.10-mRNA-1_1&gene=snap_masked-NW_003101577.1-processed-gene-21.10&CDS=1-2286	YNL247W
2701	OG0002701	genemark-NW_003101577.1-processed-gene-21.59-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.59&CDS=1-564	YLR066W
2702	OG0002702	augustus_masked-NW_003101577.1-processed-gene-21.124-mRNA-1_1&gene=augustus_masked-NW_003101577.1-processed-gene-21.124&CDS=1-3219	YLR067C
2703	OG0002703	snap_masked-NW_003101577.1-processed-gene-21.38-mRNA-1_1&gene=snap_masked-NW_003101577.1-processed-gene-21.38&CDS=1-855	YGL161C
2704	OG0002704	snap_masked-NW_003101577.1-processed-gene-21.41-mRNA-1_1&gene=snap_masked-NW_003101577.1-processed-gene-21.41&CDS=1-1923	YNL272C
2705	OG0002705	genemark-NW_003101577.1-processed-gene-21.63-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.63&CDS=1-2430	YJR134C
2706	OG0002706	genemark-NW_003101577.1-processed-gene-21.85-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.85&CDS=1-612	YJR133W
2707	OG0002707	augustus_masked-NW_003101577.1-processed-gene-21.130-mRNA-1_1&gene=augustus_masked-NW_003101577.1-processed-gene-21.130&CDS=1-1716	YHR196W
2708	OG0002708	genemark-NW_003101577.1-processed-gene-21.65-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.65&CDS=1-1827	YER036C
2709	OG0002709	genemark-NW_003101577.1-processed-gene-21.67-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.67&CDS=1-2937	YDR495C
2710	OG0002710	genemark-NW_003101577.1-processed-gene-21.87-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.87&CDS=1-1179	YNR041C
2711	OG0002711	genemark-NW_003101577.1-processed-gene-21.88-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.88&CDS=1-378	YDL008W
2712	OG0002712	genemark-NW_003101577.1-processed-gene-21.89-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.89&CDS=1-2055	YDL141W
2713	OG0002713	genemark-NW_003101577.1-processed-gene-21.68-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.68&CDS=1-984	YHR034C
2714	OG0002714	genemark-NW_003101577.1-processed-gene-21.70-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.70&CDS=1-1293	YKL143W
2715	OG0002715	genemark-NW_003101577.1-processed-gene-21.77-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.77&CDS=1-4623	YKL215C
2716	OG0002716	genemark-NW_003101577.1-processed-gene-21.91-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.91&CDS=1-1080	YBR018C
2717	OG0002717	genemark-NW_003101577.1-processed-gene-21.92-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.92&CDS=1-2010	YBR019C
2718	OG0002718	genemark-NW_003101577.1-processed-gene-21.93-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.93&CDS=1-750	YOR126C
2719	OG0002719	genemark-NW_003101578.1-processed-gene-0.34-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-0.34&CDS=1-1728	YKR016W
2720	OG0002720	maker-NW_003101578.1-snap-gene-0.76-mRNA-1_1&gene=maker-NW_003101578.1-snap-gene-0.76&CDS=1-1827	YMR092C
2721	OG0002721	genemark-NW_003101578.1-processed-gene-0.37-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-0.37&CDS=1-2043	YEL011W
2722	OG0002722	genemark-NW_003101578.1-processed-gene-0.38-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-0.38&CDS=1-1320	YMR106C
2723	OG0002723	genemark-NW_003101578.1-processed-gene-0.63-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-0.63&CDS=1-1101	YMR097C
2724	OG0002724	genemark-NW_003101578.1-processed-gene-0.39-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-0.39&CDS=1-870	YKL110C
2725	OG0002725	genemark-NW_003101578.1-processed-gene-0.64-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-0.64&CDS=1-747	YKL099C
2726	OG0002726	genemark-NW_003101578.1-processed-gene-0.40-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-0.40&CDS=1-1800	YMR098C
2727	OG0002727	genemark-NW_003101578.1-processed-gene-0.65-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-0.65&CDS=1-1515	YKR023W
2728	OG0002728	snap_masked-NW_003101578.1-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-0.90&CDS=1-1488	YJL106W
2729	OG0002729	genemark-NW_003101578.1-processed-gene-0.47-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-0.47&CDS=1-1011	YBR034C
2730	OG0002730	augustus_masked-NW_003101578.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-0.9&CDS=1-432	YCL033C
2731	OG0002731	snap_masked-NW_003101578.1-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-0.114&CDS=1-930	YDL015C
2732	OG0002732	genemark-NW_003101578.1-processed-gene-0.49-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-0.49&CDS=1-450	YOR298C-A
2733	OG0002733	maker-NW_003101578.1-snap-gene-0.78-mRNA-1_1&gene=maker-NW_003101578.1-snap-gene-0.78&CDS=1-5820	YJL109C
2734	OG0002734	genemark-NW_003101578.1-processed-gene-0.51-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-0.51&CDS=1-1356	YNL239W
2735	OG0002735	snap_masked-NW_003101578.1-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-0.100&CDS=1-204	YBL071W-A
2736	OG0002736	genemark-NW_003101578.1-processed-gene-0.54-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-0.54&CDS=1-708	YAR008W
2737	OG0002737	maker-NW_003101578.1-augustus-gene-0.133-mRNA-1_1&gene=maker-NW_003101578.1-augustus-gene-0.133&CDS=1-8517	YJL154C
2738	OG0002738	genemark-NW_003101578.1-processed-gene-0.73-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-0.73&CDS=1-1221	YKR063C
2739	OG0002739	snap_masked-NW_003101578.1-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-0.105&CDS=1-1377	YAL010C
2740	OG0002740	genemark-NW_003101578.1-processed-gene-0.58-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-0.58&CDS=1-1086	YPL118W
2741	OG0002741	augustus_masked-NW_003101578.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-0.19&CDS=1-1779	YOR202W
2742	OG0002742	genemark-NW_003101578.1-processed-gene-1.53-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.53&CDS=1-1245	YFR024C-A
2743	OG0002743	genemark-NW_003101578.1-processed-gene-1.52-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.52&CDS=1-1674	YEL013W
2744	OG0002744	snap_masked-NW_003101578.1-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-1.10&CDS=1-975	YGL091C
2745	OG0002745	snap_masked-NW_003101578.1-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-1.11&CDS=1-4233	YGL092W
2746	OG0002746	genemark-NW_003101578.1-processed-gene-1.57-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.57&CDS=1-2166	YFR029W
2747	OG0002747	genemark-NW_003101578.1-processed-gene-1.58-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.58&CDS=1-1476	YGR155W
2748	OG0002748	genemark-NW_003101578.1-processed-gene-1.78-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.78&CDS=1-864	YGL043W
2749	OG0002749	maker-NW_003101578.1-augustus-gene-1.2-mRNA-1_1&gene=maker-NW_003101578.1-augustus-gene-1.2&CDS=1-1776	YGL044C
2750	OG0002750	snap_masked-NW_003101578.1-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-1.18&CDS=1-2586	YPR022C
2751	OG0002751	genemark-NW_003101578.1-processed-gene-1.79-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.79&CDS=1-783	YER126C
2752	OG0002752	genemark-NW_003101578.1-processed-gene-1.63-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.63&CDS=1-1032	YER127W
2753	OG0002753	genemark-NW_003101578.1-processed-gene-1.80-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.80&CDS=1-2256	YGL178W
2754	OG0002754	genemark-NW_003101578.1-processed-gene-1.64-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.64&CDS=1-1287	YGL172W
2755	OG0002755	genemark-NW_003101578.1-processed-gene-1.65-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.65&CDS=1-801	YGL174W
2756	OG0002756	genemark-NW_003101578.1-processed-gene-1.82-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.82&CDS=1-2148	YPR021C
2757	OG0002757	snap_masked-NW_003101578.1-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-1.22&CDS=1-300	YLL018C-A
2758	OG0002758	snap_masked-NW_003101578.1-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-1.40&CDS=1-4395	YGL173C
2759	OG0002759	genemark-NW_003101578.1-processed-gene-1.67-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.67&CDS=1-1935	YLL019C
2760	OG0002760	genemark-NW_003101578.1-processed-gene-1.85-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.85&CDS=1-417	YBR217W
2761	OG0002761	genemark-NW_003101578.1-processed-gene-1.86-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.86&CDS=1-1539	YBR215W
2762	OG0002762	genemark-NW_003101578.1-processed-gene-1.87-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.87&CDS=1-1461	YGL059W
2763	OG0002763	genemark-NW_003101578.1-processed-gene-1.88-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.88&CDS=1-486	YGL058W
2764	OG0002764	snap_masked-NW_003101578.1-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-1.48&CDS=1-3210	YOL098C
2765	OG0002765	genemark-NW_003101578.1-processed-gene-1.71-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.71&CDS=1-2214	YDL028C
2766	OG0002766	snap_masked-NW_003101578.1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-1.49&CDS=1-1176	YDL029W
2767	OG0002767	snap_masked-NW_003101578.1-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-1.50&CDS=1-957	YJL125C
2768	OG0002768	augustus_masked-NW_003101578.1-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-1.112&CDS=1-465	YJL124C
2769	OG0002769	genemark-NW_003101578.1-processed-gene-1.73-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.73&CDS=1-1194	YPR108W
2770	OG0002770	genemark-NW_003101578.1-processed-gene-1.74-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-1.74&CDS=1-552	YEL012W
2771	OG0002771	snap_masked-NW_003101578.1-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-2.109&CDS=1-960	YCR019W
2772	OG0002772	snap_masked-NW_003101578.1-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-2.110&CDS=1-1287	YDR517W
2773	OG0002773	augustus_masked-NW_003101578.1-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-2.58&CDS=1-804	YMR149W
2774	OG0002774	augustus_masked-NW_003101578.1-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-2.75&CDS=1-834	YMR150C
2775	OG0002775	genemark-NW_003101578.1-processed-gene-2.8-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.8&CDS=1-1659	YOR037W
2776	OG0002776	genemark-NW_003101578.1-processed-gene-2.9-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.9&CDS=1-3315	YKL033W
2777	OG0002777	genemark-NW_003101578.1-processed-gene-2.30-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.30&CDS=1-669	YJL065C
2778	OG0002778	genemark-NW_003101578.1-processed-gene-2.31-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.31&CDS=1-498	YBR282W
2779	OG0002779	genemark-NW_003101578.1-processed-gene-2.10-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.10&CDS=1-492	YJR118C
2780	OG0002780	snap_masked-NW_003101578.1-processed-gene-2.142-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-2.142&CDS=1-1734	YER022W
2781	OG0002781	maker-NW_003101578.1-snap-gene-2.96-mRNA-1_1&gene=maker-NW_003101578.1-snap-gene-2.96&CDS=1-990	YER021W
2782	OG0002782	genemark-NW_003101578.1-processed-gene-2.35-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.35&CDS=1-618	YFL038C
2783	OG0002783	genemark-NW_003101578.1-processed-gene-2.36-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.36&CDS=1-891	YJR116W
2784	OG0002784	snap_masked-NW_003101578.1-processed-gene-2.116-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-2.116&CDS=1-684	YJR105W
2785	OG0002785	maker-NW_003101578.1-snap-gene-2.93-mRNA-1_1&gene=maker-NW_003101578.1-snap-gene-2.93&CDS=1-3252	YEL055C
2786	OG0002786	genemark-NW_003101578.1-processed-gene-2.13-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.13&CDS=1-888	YBR231C
2787	OG0002787	genemark-NW_003101578.1-processed-gene-2.14-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.14&CDS=1-1464	YBR233W
2788	OG0002788	genemark-NW_003101578.1-processed-gene-2.39-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.39&CDS=1-2061	YGL114W
2789	OG0002789	genemark-NW_003101578.1-processed-gene-2.40-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.40&CDS=1-1014	YGL115W
2790	OG0002790	genemark-NW_003101578.1-processed-gene-2.41-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.41&CDS=1-1095	YLR130C
2791	OG0002791	genemark-NW_003101578.1-processed-gene-2.42-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.42&CDS=1-468	YMR158W
2792	OG0002792	genemark-NW_003101578.1-processed-gene-2.43-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.43&CDS=1-759	YMR156C
2793	OG0002793	genemark-NW_003101578.1-processed-gene-2.17-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.17&CDS=1-666	YDL098C
2794	OG0002794	genemark-NW_003101578.1-processed-gene-2.45-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.45&CDS=1-1242	YJR125C
2795	OG0002795	augustus_masked-NW_003101578.1-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-2.90&CDS=1-4413	YDR159W
2796	OG0002796	genemark-NW_003101578.1-processed-gene-2.48-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.48&CDS=1-1095	YDR158W
2797	OG0002797	genemark-NW_003101578.1-processed-gene-2.20-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.20&CDS=1-1614	YML069W
2798	OG0002798	genemark-NW_003101578.1-processed-gene-2.23-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.23&CDS=1-585	YDL072C
2799	OG0002799	genemark-NW_003101578.1-processed-gene-2.49-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.49&CDS=1-1833	YLR401C
2800	OG0002800	genemark-NW_003101578.1-processed-gene-2.24-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-2.24&CDS=1-2826	YLR409C
2801	OG0002801	snap_masked-NW_003101578.1-processed-gene-2.131-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-2.131&CDS=1-3120	YDL077C
2802	OG0002802	snap_masked-NW_003101578.1-processed-gene-2.132-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-2.132&CDS=1-1461	YDL076C
2803	OG0002803	snap_masked-NW_003101578.1-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-2.133&CDS=1-780	YLR407W
2804	OG0002804	genemark-NW_003101578.1-processed-gene-3.63-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-3.63&CDS=1-3492	YNL329C
2805	OG0002805	genemark-NW_003101578.1-processed-gene-3.67-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-3.67&CDS=1-426	YNL328C
2806	OG0002806	genemark-NW_003101578.1-processed-gene-3.66-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-3.66&CDS=1-1071	YLR291C
2807	OG0002807	genemark-NW_003101578.1-processed-gene-3.94-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-3.94&CDS=1-1101	YKL193C
2808	OG0002808	genemark-NW_003101578.1-processed-gene-3.95-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-3.95&CDS=1-342	YKL192C
2809	OG0002809	augustus_masked-NW_003101578.1-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-3.137&CDS=1-7677	YLR422W
2810	OG0002810	genemark-NW_003101578.1-processed-gene-3.73-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-3.73&CDS=1-2925	YLR129W
