	OrthologID	Arthrobotrys_oligospora	Saccharomyces_cerevisiae
1455	OG0001455	XP_011120570.1	YNL044W
1456	OG0001456	XP_011120581.1	YOR362C
1457	OG0001457	XP_011120582.1	YDR359C
1458	OG0001458	XP_011120583.1	YKL021C
1459	OG0001459	XP_011120609.1	YLR011W
1460	OG0001460	XP_011120624.1	YOR059C
1461	OG0001461	XP_011120629.1	YMR020W
1462	OG0001462	XP_011120630.1	YLR063W
1463	OG0001463	XP_011120633.1	YJL166W
1464	OG0001464	XP_011120637.1	YEL026W
1465	OG0001465	XP_011120638.1	YEL027W
1466	OG0001466	XP_011120652.1	YLR107W
1467	OG0001467	XP_011120663.1	YBL093C
1468	OG0001468	XP_011120670.1	YML096W
1469	OG0001469	XP_011120674.1	YBR004C
1470	OG0001470	XP_011120696.1	YDR001C
1471	OG0001471	XP_011120697.1	YIL033C
1472	OG0001472	XP_011120707.1	YNL152W
1473	OG0001473	XP_011120708.1	YOR116C
1474	OG0001474	XP_011120711.1	YGL011C
1475	OG0001475	XP_011120712.1	YDL100C
1476	OG0001476	XP_011120718.1	YGR116W
1477	OG0001477	XP_011120727.1	YGR204W
1478	OG0001478	XP_011120734.1	YKR085C
1479	OG0001479	XP_011120735.1	YFR044C
1480	OG0001480	XP_011120746.1	YER046W
1481	OG0001481	XP_011120750.1	YJL030W
1482	OG0001482	XP_011120751.1	YLR289W
1483	OG0001483	XP_011120752.1	YMR093W
1484	OG0001484	XP_011120754.1	YLR174W
1485	OG0001485	XP_011120761.1	YOR298C-A
1486	OG0001486	XP_011120763.1	YMR268C
1487	OG0001487	XP_011120764.1	YNL177C
1488	OG0001488	XP_011120765.1	YPR073C
1489	OG0001489	XP_011120769.1	YLR355C
1490	OG0001490	XP_011120770.1	YLR306W
1491	OG0001491	XP_011120772.1	YOR046C
1492	OG0001492	XP_011120773.1	YHR114W
1493	OG0001493	XP_011120777.1	YMR290C
1494	OG0001494	XP_011120778.1	YAL053W
1495	OG0001495	XP_011120783.1	YDL219W
1496	OG0001496	XP_011120784.1	YIL038C
1497	OG0001497	XP_011120795.1	YKL069W
1498	OG0001498	XP_011120796.1	YIL023C
1499	OG0001499	XP_011120801.1	YPL199C
1500	OG0001500	XP_011120802.1	YKL110C
1501	OG0001501	XP_011120804.1	YLR285W
1502	OG0001502	XP_011120807.1	YOR134W
1503	OG0001503	XP_011120809.1	YEL020W-A
1504	OG0001504	XP_011120810.1	YCL017C
1505	OG0001505	XP_011120811.1	YDR388W
1506	OG0001506	XP_011120826.1	YJL101C
1507	OG0001507	XP_011120829.1	YPL206C
1508	OG0001508	XP_011120831.1	YDR302W
1509	OG0001509	XP_011120832.1	YML067C
1510	OG0001510	XP_011120836.1	YFL026W
1511	OG0001511	XP_011120837.1	YCL010C
1512	OG0001512	XP_011120838.1	YDL029W
1513	OG0001513	XP_011120839.1	YBL033C
1514	OG0001514	XP_011120842.1	YPL042C
1515	OG0001515	XP_011120844.1	YJL153C
1516	OG0001516	XP_011120845.1	YMR080C
1517	OG0001517	XP_011120847.1	YKL017C
1518	OG0001518	XP_011120848.1	YDR005C
1519	OG0001519	XP_011120852.1	YPL127C
1520	OG0001520	XP_011120872.1	YGL183C
1521	OG0001521	XP_011120873.1	YGL045W
1522	OG0001522	XP_011120890.1	YFL045C
1523	OG0001523	XP_011120892.1	YGR280C
1524	OG0001524	XP_011120895.1	YFL046W
1525	OG0001525	XP_011120902.1	YDR071C
1526	OG0001526	XP_011120905.1	YOR239W
1527	OG0001527	XP_011120924.1	YJR101W
1528	OG0001528	XP_011120925.1	YPL149W
1529	OG0001529	XP_011120929.1	YMR208W
1530	OG0001530	XP_011120930.1	YOR272W
1531	OG0001531	XP_011120934.1	YKL019W
1532	OG0001532	XP_011120937.1	YOR148C
1533	OG0001533	XP_011120942.1	YDR243C
1534	OG0001534	XP_011120943.1	YLR438W
1535	OG0001535	XP_011120946.1	YML046W
1536	OG0001536	XP_011120954.1	YKL104C
1537	OG0001537	XP_011120963.1	YPR118W
1538	OG0001538	XP_011120964.1	YOL143C
1539	OG0001539	XP_011120969.1	YGR076C
1540	OG0001540	XP_011120973.1	YKL146W
1541	OG0001541	XP_011120980.1	YBR235W
1542	OG0001542	XP_011120981.1	YKL051W
1543	OG0001543	XP_011120986.1	YGL142C
1544	OG0001544	XP_011120997.1	YJR052W
1545	OG0001545	XP_011121004.1	YBR234C
1546	OG0001546	XP_011121005.1	YFR005C
1547	OG0001547	XP_011121014.1	YER094C
1548	OG0001548	XP_011121015.1	YLR222C
1549	OG0001549	XP_011121022.1	YFL047W
1550	OG0001550	XP_011121026.1	YOL098C
1551	OG0001551	XP_011121029.1	YJR006W
1552	OG0001552	XP_011121030.1	YLR247C
1553	OG0001553	XP_011121033.1	YOL008W
1554	OG0001554	XP_011121044.1	YDR430C
1555	OG0001555	XP_011121051.1	YDR408C
1556	OG0001556	XP_011121053.1	YLR325C
1557	OG0001557	XP_011121060.1	YKL184W
1558	OG0001558	XP_011121066.1	YLR305C
1559	OG0001559	XP_011121071.1	YER130C
1560	OG0001560	XP_011121079.1	YDR115W
1561	OG0001561	XP_011121081.1	YJR117W
1562	OG0001562	XP_011121084.1	YGR171C
1563	OG0001563	XP_011121089.1	YGL180W
1564	OG0001564	XP_011121102.1	YMR013C
1565	OG0001565	XP_011121103.1	YKR066C
1566	OG0001566	XP_011121119.1	YPL093W
1567	OG0001567	XP_011121122.1	YBR159W
1568	OG0001568	XP_011121126.1	YDR083W
1569	OG0001569	XP_011121136.1	YKL160W
1570	OG0001570	XP_011121137.1	YHR128W
1571	OG0001571	XP_011121143.1	YLR441C
1572	OG0001572	XP_011121144.1	YOL133W
1573	OG0001573	XP_011121146.1	YHR067W
1574	OG0001574	XP_011121148.1	YJL062W
1575	OG0001575	XP_011121150.1	YJR001W
1576	OG0001576	XP_011121152.1	YOR074C
1577	OG0001577	XP_011121153.1	YMR023C
1578	OG0001578	XP_011121154.1	YOR319W
1579	OG0001579	XP_011121156.1	YGL238W
1580	OG0001580	XP_011121160.1	YLL031C
1581	OG0001581	XP_011121163.1	YGR021W
1582	OG0001582	XP_011121164.1	YJL207C
1583	OG0001583	XP_011121165.1	YNL271C
1584	OG0001584	XP_011121168.1	YLL006W
1585	OG0001585	XP_011121169.1	YKL001C
1586	OG0001586	XP_011121170.1	YOL129W
1587	OG0001587	XP_011121173.1	YGL027C
1588	OG0001588	XP_011121176.1	YMR125W
1589	OG0001589	XP_011121177.1	YIL008W
1590	OG0001590	XP_011121179.1	YMR203W
1591	OG0001591	XP_011121180.1	YMR139W
1592	OG0001592	XP_011121185.1	YOR113W
1593	OG0001593	XP_011121186.1	YCR084C
1594	OG0001594	XP_011121187.1	YLR345W
1595	OG0001595	XP_011121188.1	YGR200C
1596	OG0001596	XP_011121189.1	YFL028C
1597	OG0001597	XP_011121193.1	YLR056W
1598	OG0001598	XP_011121200.1	YFR001W
1599	OG0001599	XP_011121205.1	YLR268W
1600	OG0001600	XP_011121206.1	YGR036C
1601	OG0001601	XP_011121209.1	YOR274W
1602	OG0001602	XP_011121213.1	YNL127W
1603	OG0001603	XP_011121215.1	YDR234W
1604	OG0001604	XP_011121219.1	YDR407C
1605	OG0001605	XP_011121220.1	YMR314W
1606	OG0001606	XP_011121222.1	YJR044C
1607	OG0001607	XP_011121223.1	YNR033W
1608	OG0001608	XP_011121225.1	YOR037W
1609	OG0001609	XP_011121228.1	YOR184W
1610	OG0001610	XP_011121238.1	YDL234C
1611	OG0001611	XP_011121239.1	YAL025C
1612	OG0001612	XP_011121242.1	YLR382C
1613	OG0001613	XP_011121243.1	YNL063W
1614	OG0001614	XP_011121253.1	YPL085W
1615	OG0001615	XP_011121287.1	YIL048W
1616	OG0001616	XP_011121315.1	YGR210C
1617	OG0001617	XP_011121335.1	YBR056W
1618	OG0001618	XP_011121348.1	YPL088W
1619	OG0001619	XP_011121352.1	YNL007C
1620	OG0001620	XP_011121356.1	YGR007W
1621	OG0001621	XP_011121361.1	YGL196W
1622	OG0001622	XP_011121378.1	YOR258W
1623	OG0001623	XP_011121410.1	YJL055W
1624	OG0001624	XP_011121424.1	YKL221W
1625	OG0001625	XP_011121437.1	YHR208W
1626	OG0001626	XP_011121438.1	YGL083W
1627	OG0001627	XP_011121439.1	YPR036W
1628	OG0001628	XP_011121452.1	YOL057W
1629	OG0001629	XP_011121459.1	YDR510W
1630	OG0001630	XP_011121460.1	YMR194C-B
1631	OG0001631	XP_011121461.1	YDL116W
1632	OG0001632	XP_011121462.1	YKL080W
1633	OG0001633	XP_011121463.1	YER087W
1634	OG0001634	XP_011121464.1	YDL119C
1635	OG0001635	XP_011121468.1	YDR019C
1636	OG0001636	XP_011121471.1	YDR060W
1637	OG0001637	XP_011121472.1	YHR037W
1638	OG0001638	XP_011121476.1	YLR208W
1639	OG0001639	XP_011121478.1	YCR098C
1640	OG0001640	XP_011121479.1	YOL021C
1641	OG0001641	XP_011121485.1	YER006W
1642	OG0001642	XP_011121489.1	YJL179W
1643	OG0001643	XP_011121493.1	YBR095C
1644	OG0001644	XP_011121495.1	YOL058W
1645	OG0001645	XP_011121502.1	YJR073C
1646	OG0001646	XP_011121503.1	YPL151C
1647	OG0001647	XP_011121504.1	YML094W
1648	OG0001648	XP_011121508.1	YBL095W
1649	OG0001649	XP_011121513.1	YGR217W
1650	OG0001650	XP_011121517.1	YDR087C
1651	OG0001651	XP_011121519.1	YDR238C
1652	OG0001652	XP_011121521.1	YBR105C
1653	OG0001653	XP_011121522.1	YDL201W
1654	OG0001654	XP_011121523.1	YML104C
1655	OG0001655	XP_011121524.1	YFR009W
1656	OG0001656	XP_011121525.1	YOR043W
1657	OG0001657	XP_011121528.1	YJL053W
1658	OG0001658	XP_011121533.1	YNL288W
1659	OG0001659	XP_011121537.1	YDR013W
1660	OG0001660	XP_011121538.1	YGR125W
1661	OG0001661	XP_011121542.1	YOL102C
1662	OG0001662	XP_011121545.1	YPR079W
1663	OG0001663	XP_011121546.1	YNL280C
1664	OG0001664	XP_011121547.1	YGL126W
1665	OG0001665	XP_011121549.1	YMR012W
1666	OG0001666	XP_011121552.1	YIL130W
1667	OG0001667	XP_011121556.1	YER016W
1668	OG0001668	XP_011121567.1	YDR311W
1669	OG0001669	XP_011121570.1	YFL007W
1670	OG0001670	XP_011121573.1	YDR214W
1671	OG0001671	XP_011121576.1	YGL211W
1672	OG0001672	XP_011121577.1	YLR100W
1673	OG0001673	XP_011121581.1	YBL054W
1674	OG0001674	XP_011121582.1	YIL125W
1675	OG0001675	XP_011121583.1	YLR045C
1676	OG0001676	XP_011121584.1	YML093W
1677	OG0001677	XP_011121585.1	YLL040C
1678	OG0001678	XP_011121592.1	YGL086W
1679	OG0001679	XP_011121594.1	YIL072W
1680	OG0001680	XP_011121595.1	YBR002C
1681	OG0001681	XP_011121598.1	YJL208C
1682	OG0001682	XP_011121599.1	YLR377C
1683	OG0001683	XP_011121602.1	YLL039C
1684	OG0001684	XP_011121608.1	YDL090C
1685	OG0001685	XP_011121610.1	YHL010C
1686	OG0001686	XP_011121611.1	YAL041W
1687	OG0001687	XP_011121612.1	YOR270C
1688	OG0001688	XP_011121614.1	YLR352W
1689	OG0001689	XP_011121615.1	YDL055C
1690	OG0001690	XP_011121616.1	YER008C
1691	OG0001691	XP_011121617.1	YKR092C
1692	OG0001692	XP_011121625.1	YGL028C
1693	OG0001693	XP_011121628.1	YNL056W
1694	OG0001694	XP_011121630.1	YOL006C
1695	OG0001695	XP_011121631.1	YBR039W
1696	OG0001696	XP_011121633.1	YMR109W
1697	OG0001697	XP_011121636.1	YMR001C
1698	OG0001698	XP_011121637.1	YKR074W
1699	OG0001699	XP_011121639.1	YBL061C
1700	OG0001700	XP_011121641.1	YBR023C
1701	OG0001701	XP_011121642.1	YOL003C
1702	OG0001702	XP_011121647.1	YJR139C
1703	OG0001703	XP_011121650.1	YIR023W
1704	OG0001704	XP_011121651.1	YGR255C
1705	OG0001705	XP_011121652.1	YFL017W-A
1706	OG0001706	XP_011121653.1	YLR396C
1707	OG0001707	XP_011121654.1	YPR066W
1708	OG0001708	XP_011121656.1	YCR042C
1709	OG0001709	XP_011121658.1	YPR110C
1710	OG0001710	XP_011121661.1	YAL002W
1711	OG0001711	XP_011121665.1	YOR335C
1712	OG0001712	XP_011121671.1	YOR103C
1713	OG0001713	XP_011121672.1	YJR085C
1714	OG0001714	XP_011121674.1	YGL145W
1715	OG0001715	XP_011121675.1	YGL232W
1716	OG0001716	XP_011121681.1	YPR033C
1717	OG0001717	XP_011121682.1	YPL120W
1718	OG0001718	XP_011121684.1	YGR099W
1719	OG0001719	XP_011121686.1	YKL125W
1720	OG0001720	XP_011121691.1	YHR062C
1721	OG0001721	XP_011121692.1	YDL148C
1722	OG0001722	XP_011121696.1	YNL241C
1723	OG0001723	XP_011121698.1	YGR266W
1724	OG0001724	XP_011121701.1	YNL238W
1725	OG0001725	XP_011121703.1	YLR132C
1726	OG0001726	XP_011121706.1	YOR061W
1727	OG0001727	XP_011121711.1	YJR068W
1728	OG0001728	XP_011121716.1	YIR002C
1729	OG0001729	XP_011121720.1	YHR075C
1730	OG0001730	XP_011121722.1	YAL019W
1731	OG0001731	XP_011121723.1	YGR105W
1732	OG0001732	XP_011121725.1	YAL058W
1733	OG0001733	XP_011121726.1	YJR024C
1734	OG0001734	XP_011121729.1	YGR012W
1735	OG0001735	XP_011121732.1	YGL043W
1736	OG0001736	XP_011121733.1	YIL034C
1737	OG0001737	XP_011121734.1	YDR301W
1738	OG0001738	XP_011121743.1	YBR162C
1739	OG0001739	XP_011121746.1	YNL132W
1740	OG0001740	XP_011121747.1	YPL028W
1741	OG0001741	XP_011121749.1	YHR122W
1742	OG0001742	XP_011121756.1	YML130C
1743	OG0001743	XP_011121757.1	YGL018C
1744	OG0001744	XP_011121758.1	YPR097W
1745	OG0001745	XP_011121760.1	YGR276C
1746	OG0001746	XP_011121761.1	YJL140W
1747	OG0001747	XP_011121762.1	YDR246W
1748	OG0001748	XP_011121763.1	YDL193W
1749	OG0001749	XP_011121774.1	YDR353W
1750	OG0001750	XP_011121776.1	YJR143C
1751	OG0001751	XP_011121778.1	YPR178W
1752	OG0001752	XP_011121779.1	YDR488C
1753	OG0001753	XP_011121780.1	YHR076W
1754	OG0001754	XP_011121781.1	YDR057W
1755	OG0001755	XP_011121798.1	YOR130C
1756	OG0001756	XP_011121801.1	YLR245C
1757	OG0001757	XP_011121802.1	YGL010W
1758	OG0001758	XP_011121803.1	YDR404C
1759	OG0001759	XP_011121804.1	YBL099W
1760	OG0001760	XP_011121805.1	YKL151C
1761	OG0001761	XP_011121807.1	YDL143W
1762	OG0001762	XP_011121809.1	YJR014W
1763	OG0001763	XP_011121810.1	YKL148C
1764	OG0001764	XP_011121811.1	YKL145W
1765	OG0001765	XP_011121817.1	YIL110W
1766	OG0001766	XP_011121821.1	YAL012W
1767	OG0001767	XP_011121822.1	YDR382W
1768	OG0001768	XP_011121823.1	YOL040C
1769	OG0001769	XP_011121826.1	YAL013W
1770	OG0001770	XP_011121827.1	YOL041C
1771	OG0001771	XP_011121830.1	YIL128W
1772	OG0001772	XP_011121831.1	YKR080W
1773	OG0001773	XP_011121832.1	YKR081C
1774	OG0001774	XP_011121838.1	YPR144C
1775	OG0001775	XP_011121839.1	YPL078C
1776	OG0001776	XP_011121840.1	YAL043C
1777	OG0001777	XP_011121847.1	YKL144C
1778	OG0001778	XP_011121850.1	YJR141W
1779	OG0001779	XP_011121855.1	YLL001W
1780	OG0001780	XP_011121858.1	YEL004W
1781	OG0001781	XP_011121861.1	YOL031C
1782	OG0001782	XP_011121867.1	YML055W
1783	OG0001783	XP_011121868.1	YKL207W
1784	OG0001784	XP_011121871.1	YFL033C
1785	OG0001785	XP_011121872.1	YGL237C
1786	OG0001786	XP_011121875.1	YHR200W
1787	OG0001787	XP_011121877.1	YGR096W
1788	OG0001788	XP_011121878.1	YMR235C
1789	OG0001789	XP_011121879.1	YLL009C
1790	OG0001790	XP_011121880.1	YMR227C
1791	OG0001791	XP_011121881.1	YPL011C
1792	OG0001792	XP_011121884.1	YOR002W
1793	OG0001793	XP_011121885.1	YDL028C
1794	OG0001794	XP_011121887.1	YGR005C
1795	OG0001795	XP_011121888.1	YBR203W
1796	OG0001796	XP_011121894.1	YER126C
1797	OG0001797	XP_011121895.1	YJL096W
1798	OG0001798	XP_011121897.1	YDL240W
1799	OG0001799	XP_011121904.1	YLR151C
1800	OG0001800	XP_011121912.1	YGR175C
1801	OG0001801	XP_011121926.1	YGR165W
1802	OG0001802	XP_011121927.1	YNL201C
1803	OG0001803	XP_011121929.1	YPL181W
1804	OG0001804	XP_011121938.1	YJL163C
1805	OG0001805	XP_011121944.1	YDL105W
1806	OG0001806	XP_011121959.1	YLR354C
1807	OG0001807	XP_011121961.1	YER118C
1808	OG0001808	XP_011121962.1	YKL027W
1809	OG0001809	XP_011121964.1	YLR240W
1810	OG0001810	XP_011121965.1	YKL140W
1811	OG0001811	XP_011121967.1	YLR055C
1812	OG0001812	XP_011121971.1	YPL234C
1813	OG0001813	XP_011121999.1	YEL002C
1814	OG0001814	XP_011122001.1	YDR419W
1815	OG0001815	XP_011122002.1	YCL045C
1816	OG0001816	XP_011122006.1	YIR012W
1817	OG0001817	XP_011122023.1	YNR007C
1818	OG0001818	XP_011122024.1	YNL139C
1819	OG0001819	XP_011122043.1	YOR132W
1820	OG0001820	XP_011122045.1	YPL227C
1821	OG0001821	XP_011122056.1	YNL277W
1822	OG0001822	XP_011122057.1	YNL202W
1823	OG0001823	XP_011122061.1	YDL226C
1824	OG0001824	XP_011122064.1	YPR048W
1825	OG0001825	XP_011122077.1	YOR303W
1826	OG0001826	XP_011122086.1	YGR207C
1827	OG0001827	XP_011122094.1	YGR042W
1828	OG0001828	XP_011122178.1	YLR231C
1829	OG0001829	XP_011122180.1	YNL102W
1830	OG0001830	XP_011122183.1	YBL090W
1831	OG0001831	XP_011122185.1	YGR028W
1832	OG0001832	XP_011122186.1	YBR196C
1833	OG0001833	XP_011122189.1	YFR031C
1834	OG0001834	XP_011122190.1	YER136W
1835	OG0001835	XP_011122191.1	YLR439W
1836	OG0001836	XP_011122192.1	YMR263W
1837	OG0001837	XP_011122195.1	YFL016C
1838	OG0001838	XP_011122197.1	YDR267C
1839	OG0001839	XP_011122198.1	YGR253C
1840	OG0001840	XP_011122199.1	YCL057W
1841	OG0001841	XP_011122200.1	YGL106W
1842	OG0001842	XP_011122209.1	YEL052W
1843	OG0001843	XP_011122210.1	YGR014W
1844	OG0001844	XP_011122215.1	YGL231C
1845	OG0001845	XP_011122220.1	YNR029C
1846	OG0001846	XP_011122221.1	YLR417W
1847	OG0001847	XP_011122222.1	YOR161C
1848	OG0001848	XP_011122228.1	YGL137W
1849	OG0001849	XP_011122229.1	YPL076W
1850	OG0001850	XP_011122232.1	YLR026C
1851	OG0001851	XP_011122242.1	YNL220W
1852	OG0001852	XP_011122245.1	YDR158W
1853	OG0001853	XP_011122251.1	YBR187W
1854	OG0001854	XP_011122254.1	YBR220C
1855	OG0001855	XP_011122264.1	YGL037C
1856	OG0001856	XP_011122265.1	YPL116W
1857	OG0001857	XP_011122274.1	YDR086C
1858	OG0001858	XP_011122277.1	YGL191W
1859	OG0001859	XP_011122278.1	YBL019W
1860	OG0001860	XP_011122281.1	YNL272C
1861	OG0001861	XP_011122285.1	YML081C-A
1862	OG0001862	XP_011122286.1	YPR166C
1863	OG0001863	XP_011122288.1	YDR198C
1864	OG0001864	XP_011122296.1	YBR192W
1865	OG0001865	XP_011122298.1	YBR189W
1866	OG0001866	XP_011122307.1	YOR357C
1867	OG0001867	XP_011122308.1	YOR196C
1868	OG0001868	XP_011122314.1	YNL182C
1869	OG0001869	XP_011122316.1	YPR167C
1870	OG0001870	XP_011122318.1	YGR208W
1871	OG0001871	XP_011122322.1	YDR531W
1872	OG0001872	XP_011122323.1	YPL167C
1873	OG0001873	XP_011122327.1	YER048W-A
1874	OG0001874	XP_011122329.1	YJR010W
1875	OG0001875	XP_011122333.1	YPR091C
1876	OG0001876	XP_011122339.1	YIL118W
1877	OG0001877	XP_011122340.1	YKR069W
1878	OG0001878	XP_011122344.1	YMR002W
1879	OG0001879	XP_011122345.1	YDR088C
1880	OG0001880	XP_011122349.1	YDL213C
1881	OG0001881	XP_011122353.1	YNL244C
1882	OG0001882	XP_011122354.1	YPR063C
1883	OG0001883	XP_011122355.1	YCR081W
1884	OG0001884	XP_011122356.1	YGR112W
1885	OG0001885	XP_011122363.1	YNL243W
1886	OG0001886	XP_011122364.1	YHR186C
1887	OG0001887	XP_011122375.1	YLR246W
1888	OG0001888	XP_011122380.1	YDR306C
1889	OG0001889	XP_011122388.1	YDL147W
1890	OG0001890	XP_011122389.1	YPL098C
1891	OG0001891	XP_011122403.1	YLR239C
1892	OG0001892	XP_011122410.1	YKL155C
1893	OG0001893	XP_011122413.1	YHR064C
1894	OG0001894	XP_011122417.1	YLL018C
1895	OG0001895	XP_011122429.1	YNL287W
1896	OG0001896	XP_011122430.1	YOL142W
1897	OG0001897	XP_011122448.1	YGL150C
1898	OG0001898	XP_011122450.1	YKL143W
1899	OG0001899	XP_011122451.1	YGL099W
1900	OG0001900	XP_011122458.1	YDR456W
1901	OG0001901	XP_011122466.1	YJL168C
1902	OG0001902	XP_011122467.1	YGR230W
1903	OG0001903	XP_011122468.1	YMR096W
1904	OG0001904	XP_011122469.1	YMR283C
1905	OG0001905	XP_011122471.1	YHR084W
1906	OG0001906	XP_011122472.1	YGR019W
1907	OG0001907	XP_011122473.1	YIL020C
1908	OG0001908	XP_011122477.1	YJR060W
1909	OG0001909	XP_011122479.1	YJR062C
1910	OG0001910	XP_011122481.1	YDR124W
1911	OG0001911	XP_011122483.1	YGR063C
1912	OG0001912	XP_011122484.1	YKL178C
1913	OG0001913	XP_011122488.1	YCR028C-A
1914	OG0001914	XP_011122498.1	YEL037C
1915	OG0001915	XP_011122502.1	YEL038W
1916	OG0001916	XP_011122503.1	YPR016C
1917	OG0001917	XP_011122505.1	YDR328C
1918	OG0001918	XP_011122516.1	YOR149C
1919	OG0001919	XP_011122519.1	YNR052C
1920	OG0001920	XP_011122520.1	YNL248C
1921	OG0001921	XP_011122536.1	YNL291C
1922	OG0001922	XP_011122540.1	YDR232W
1923	OG0001923	XP_011122545.1	YHR202W
1924	OG0001924	XP_011122553.1	YDL007W
1925	OG0001925	XP_011122560.1	YGL119W
1926	OG0001926	XP_011122574.1	YPR025C
1927	OG0001927	XP_011122583.1	YPL188W
1928	OG0001928	XP_011122630.1	YER036C
1929	OG0001929	XP_011122632.1	YGR198W
1930	OG0001930	XP_011122634.1	YHR088W
1931	OG0001931	XP_011122645.1	YOL145C
1932	OG0001932	XP_011122660.1	YBR121C
1933	OG0001933	XP_011122666.1	YMR027W
1934	OG0001934	XP_011122679.1	YIR034C
1935	OG0001935	XP_011122680.1	YDL140C
1936	OG0001936	XP_011122681.1	YAR003W
1937	OG0001937	XP_011122685.1	YDR270W
1938	OG0001938	XP_011122691.1	YLR163C
1939	OG0001939	XP_011122692.1	YGR024C
1940	OG0001940	XP_011122697.1	YMR269W
1941	OG0001941	XP_011122700.1	YDR176W
1942	OG0001942	XP_011122701.1	YKL150W
1943	OG0001943	XP_011122708.1	YBL029C-A
1944	OG0001944	XP_011122721.1	YBR274W
1945	OG0001945	XP_011122728.1	YGL227W
1946	OG0001946	XP_011122732.1	YLR421C
1947	OG0001947	XP_011122740.1	YBR083W
1948	OG0001948	XP_011122742.1	YFR048W
1949	OG0001949	XP_011122743.1	YOR301W
1950	OG0001950	XP_011122746.1	YGR252W
1951	OG0001951	XP_011122752.1	YPL002C
1952	OG0001952	XP_011122754.1	YMR221C
1953	OG0001953	XP_011122763.1	YOR111W
1954	OG0001954	XP_011122765.1	YEL062W
1955	OG0001955	XP_011122771.1	YNL250W
1956	OG0001956	XP_011122775.1	YLR313C
1957	OG0001957	XP_011122778.1	YNL222W
1958	OG0001958	XP_011122779.1	YDR162C
1959	OG0001959	XP_011122791.1	YML036W
1960	OG0001960	XP_011122803.1	YGR195W
1961	OG0001961	XP_011122805.1	YOR027W
1962	OG0001962	XP_011122806.1	YER042W
1963	OG0001963	XP_011122810.1	YKL029C
1964	OG0001964	XP_011122813.1	YOL138C
1965	OG0001965	XP_011122814.1	YPL125W
1966	OG0001966	XP_011122815.1	YNR003C
1967	OG0001967	XP_011122817.1	YPL263C
1968	OG0001968	XP_011122822.1	YGL216W
1969	OG0001969	XP_011122840.1	YBR204C
1970	OG0001970	XP_011122848.1	YPL063W
1971	OG0001971	XP_011122849.1	YGL187C
1972	OG0001972	XP_011122850.1	YHR165C
1973	OG0001973	XP_011122864.1	YFR016C
1974	OG0001974	XP_011122865.1	YLR432W
1975	OG0001975	XP_011122870.1	YEL040W
1976	OG0001976	XP_011122895.1	YLR248W
1977	OG0001977	XP_011122903.1	YJL123C
1978	OG0001978	XP_011122911.1	YFR004W
1979	OG0001979	XP_011122912.1	YIL039W
1980	OG0001980	XP_011122920.1	YJL210W
1981	OG0001981	XP_011122932.1	YPR105C
1982	OG0001982	XP_011122933.1	YGL155W
1983	OG0001983	XP_011122942.1	YPR147C
1984	OG0001984	XP_011122947.1	YPR019W
1985	OG0001985	XP_011122949.1	YJL069C
1986	OG0001986	XP_011122950.1	YGR093W
1987	OG0001987	XP_011122952.1	YAR007C
1988	OG0001988	XP_011122954.1	YBL004W
1989	OG0001989	XP_011122955.1	YEL055C
1990	OG0001990	XP_011122958.1	YGR185C
1991	OG0001991	XP_011122961.1	YJL005W
1992	OG0001992	XP_011122967.1	YMR036C
1993	OG0001993	XP_011122969.1	YER014W
1994	OG0001994	XP_011122970.1	YNL310C
1995	OG0001995	XP_011122973.1	YGR184C
1996	OG0001996	XP_011122977.1	YOR346W
1997	OG0001997	XP_011122983.1	YHR183W
1998	OG0001998	XP_011122989.1	YPL015C
1999	OG0001999	XP_011122994.1	YER019W
2000	OG0002000	XP_011123002.1	YHR121W
2001	OG0002001	XP_011123007.1	YGR188C
2002	OG0002002	XP_011123012.1	YML038C
2003	OG0002003	XP_011123013.1	YPL009C
2004	OG0002004	XP_011123016.1	YKL114C
2005	OG0002005	XP_011123021.1	YGL167C
2006	OG0002006	XP_011123027.1	YGL169W
2007	OG0002007	XP_011123028.1	YPL010W
2008	OG0002008	XP_011123031.1	YDR465C
2009	OG0002009	XP_011123033.1	YER051W
2010	OG0002010	XP_011123043.1	YJL012C
2011	OG0002011	XP_011123048.1	YDL215C
2012	OG0002012	XP_011123165.1	YNL227C
2013	OG0002013	XP_011123172.1	YJL145W
2014	OG0002014	XP_011123200.1	YLR422W
2015	OG0002015	XP_011123209.1	YDL120W
2016	OG0002016	XP_011123211.1	YHR191C
2017	OG0002017	XP_011123214.1	YBL071W-A
2018	OG0002018	XP_011123215.1	YJL031C
2019	OG0002019	XP_011123227.1	YPL160W
2020	OG0002020	XP_011123232.1	YFR025C
2021	OG0002021	XP_011123246.1	YPL249C
2022	OG0002022	XP_011123253.1	YJL155C
2023	OG0002023	XP_011123256.1	YJL059W
2024	OG0002024	XP_011123273.1	YIL021W
2025	OG0002025	XP_011123283.1	YLL027W
2026	OG0002026	XP_011123285.1	YOR223W
2027	OG0002027	XP_011123286.1	YKL040C
2028	OG0002028	XP_011123287.1	YJR036C
2029	OG0002029	XP_011123288.1	YMR121C
2030	OG0002030	XP_011123303.1	YGR181W
2031	OG0002031	XP_011123308.1	YBL050W
2032	OG0002032	XP_011123313.1	YDR294C
2033	OG0002033	XP_011123314.1	YMR286W
2034	OG0002034	XP_011123315.1	YIL068C
2035	OG0002035	XP_011123319.1	YPL133C
2036	OG0002036	XP_011123321.1	YKL167C
