	OrthologID	Nadsonia_fulvescens_var_elongata	Saccharomyces_cerevisiae
2841	OG0002841	snap_masked-scaffold_6-processed-gene-7.29-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.29&CDS=1-1269	YDR394W
2842	OG0002842	maker-scaffold_6-snap-gene-7.54-mRNA-1_1&gene=maker-scaffold_6-snap-gene-7.54&CDS=1-1653	YOR149C
2843	OG0002843	snap_masked-scaffold_6-processed-gene-7.32-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.32&CDS=1-2055	YDR398W
2844	OG0002844	snap_masked-scaffold_6-processed-gene-7.33-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.33&CDS=1-3243	YJR134C
2845	OG0002845	snap_masked-scaffold_6-processed-gene-7.35-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.35&CDS=1-996	YDL230W
2846	OG0002846	snap_masked-scaffold_6-processed-gene-7.36-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.36&CDS=1-702	YMR038C
2847	OG0002847	augustus_masked-scaffold_6-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.66&CDS=1-4584	YLR309C
2848	OG0002848	snap_masked-scaffold_6-processed-gene-7.12-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.12&CDS=1-1035	YMR041C
2849	OG0002849	snap_masked-scaffold_6-processed-gene-7.38-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.38&CDS=1-2136	YDL234C
2850	OG0002850	augustus_masked-scaffold_6-processed-gene-7.93-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.93&CDS=1-315	YBR268W
2851	OG0002851	augustus_masked-scaffold_6-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.94&CDS=1-2703	YJL062W
2852	OG0002852	augustus_masked-scaffold_6-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.96&CDS=1-1236	YJL059W
2853	OG0002853	maker-scaffold_6-snap-gene-7.50-mRNA-1_1&gene=maker-scaffold_6-snap-gene-7.50&CDS=1-1572	YPL003W
2854	OG0002854	snap_masked-scaffold_6-processed-gene-7.43-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.43&CDS=1-1821	YFL002C
2855	OG0002855	augustus_masked-scaffold_6-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.73&CDS=1-1752	YNL219C
2856	OG0002856	genemark-scaffold_6-processed-gene-7.150-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.150&CDS=1-2673	YLL032C
2857	OG0002857	maker-scaffold_6-snap-gene-7.52-mRNA-1_1&gene=maker-scaffold_6-snap-gene-7.52&CDS=1-2976	YHL023C
2858	OG0002858	snap_masked-scaffold_6-processed-gene-8.3-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.3&CDS=1-573	YEL012W
2859	OG0002859	snap_masked-scaffold_6-processed-gene-8.0-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.0&CDS=1-3414	YLL031C
2860	OG0002860	snap_masked-scaffold_6-processed-gene-8.4-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.4&CDS=1-2208	YFR015C
2861	OG0002861	snap_masked-scaffold_6-processed-gene-8.2-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.2&CDS=1-1167	YDR142C
2862	OG0002862	snap_masked-scaffold_6-processed-gene-8.32-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.32&CDS=1-3993	YMR076C
2863	OG0002863	snap_masked-scaffold_6-processed-gene-8.6-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.6&CDS=1-2112	YPR003C
2864	OG0002864	snap_masked-scaffold_6-processed-gene-8.33-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.33&CDS=1-1389	YFR006W
2865	OG0002865	maker-scaffold_6-augustus-gene-8.202-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-8.202&CDS=1-1722	YBR170C
2866	OG0002866	maker-scaffold_6-snap-gene-8.132-mRNA-1_1&gene=maker-scaffold_6-snap-gene-8.132&CDS=1-537	YBR171W
2867	OG0002867	snap_masked-scaffold_6-processed-gene-8.7-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.7&CDS=1-1566	YFR005C
2868	OG0002868	snap_masked-scaffold_6-processed-gene-8.36-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.36&CDS=1-489	YBR173C
2869	OG0002869	snap_masked-scaffold_6-processed-gene-8.38-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.38&CDS=1-549	YJR082C
2870	OG0002870	snap_masked-scaffold_6-processed-gene-8.39-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.39&CDS=1-1017	YPR004C
2871	OG0002871	snap_masked-scaffold_6-processed-gene-8.40-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.40&CDS=1-3129	YNL014W
2872	OG0002872	maker-scaffold_6-snap-gene-8.135-mRNA-1_1&gene=maker-scaffold_6-snap-gene-8.135&CDS=1-1953	YLR248W
2873	OG0002873	snap_masked-scaffold_6-processed-gene-8.10-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.10&CDS=1-1341	YJL006C
2874	OG0002874	snap_masked-scaffold_6-processed-gene-8.46-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.46&CDS=1-1095	YER127W
2875	OG0002875	snap_masked-scaffold_6-processed-gene-8.49-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.49&CDS=1-1371	YGL194C
2876	OG0002876	snap_masked-scaffold_6-processed-gene-8.50-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.50&CDS=1-1401	YDR470C
2877	OG0002877	snap_masked-scaffold_6-processed-gene-8.17-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.17&CDS=1-4770	YNL172W
2878	OG0002878	snap_masked-scaffold_6-processed-gene-8.18-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.18&CDS=1-1122	YHR144C
2879	OG0002879	snap_masked-scaffold_6-processed-gene-8.52-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.52&CDS=1-2313	YKL155C
2880	OG0002880	maker-scaffold_6-snap-gene-8.136-mRNA-1_1&gene=maker-scaffold_6-snap-gene-8.136&CDS=1-2226	YLR127C
2881	OG0002881	snap_masked-scaffold_6-processed-gene-8.61-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.61&CDS=1-1611	YMR221C
2882	OG0002882	maker-scaffold_6-snap-gene-8.139-mRNA-1_1&gene=maker-scaffold_6-snap-gene-8.139&CDS=1-1716	YOR027W
2883	OG0002883	snap_masked-scaffold_6-processed-gene-8.63-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.63&CDS=1-4329	YLR419W
2884	OG0002884	snap_masked-scaffold_6-processed-gene-8.27-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.27&CDS=1-453	YGL058W
2885	OG0002885	snap_masked-scaffold_6-processed-gene-8.65-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.65&CDS=1-1026	YGL232W
2886	OG0002886	maker-scaffold_7-snap-gene-0.45-mRNA-1_1&gene=maker-scaffold_7-snap-gene-0.45&CDS=1-1836	YLL055W
2887	OG0002887	snap_masked-scaffold_7-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.15&CDS=1-2499	YOR370C
2888	OG0002888	snap_masked-scaffold_7-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.38&CDS=1-2085	YOR329C
2889	OG0002889	snap_masked-scaffold_7-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.18&CDS=1-1071	YPR011C
2890	OG0002890	maker-scaffold_7-snap-gene-1.30-mRNA-1_1&gene=maker-scaffold_7-snap-gene-1.30&CDS=1-4683	YOL051W
2891	OG0002891	snap_masked-scaffold_7-processed-gene-1.83-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.83&CDS=1-1959	YAL016W
2892	OG0002892	snap_masked-scaffold_7-processed-gene-1.70-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.70&CDS=1-4257	YIL112W
2893	OG0002893	snap_masked-scaffold_7-processed-gene-1.84-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.84&CDS=1-1041	YDR400W
2894	OG0002894	snap_masked-scaffold_7-processed-gene-1.72-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.72&CDS=1-855	YJR096W
2895	OG0002895	snap_masked-scaffold_7-processed-gene-1.87-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.87&CDS=1-3978	YKL215C
2896	OG0002896	maker-scaffold_7-augustus-gene-1.63-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-1.63&CDS=1-2682	YCR084C
2897	OG0002897	snap_masked-scaffold_7-processed-gene-1.91-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.91&CDS=1-4749	YNL102W
2898	OG0002898	snap_masked-scaffold_7-processed-gene-1.92-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.92&CDS=1-2664	YML035C
2899	OG0002899	snap_masked-scaffold_7-processed-gene-1.80-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.80&CDS=1-600	YKL001C
2900	OG0002900	augustus_masked-scaffold_7-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.47&CDS=1-300	YKL003C
2901	OG0002901	maker-scaffold_7-augustus-gene-2.72-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-2.72&CDS=1-1212	YPL154C
2902	OG0002902	snap_masked-scaffold_7-processed-gene-2.84-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.84&CDS=1-8127	YGL195W
2903	OG0002903	snap_masked-scaffold_7-processed-gene-2.86-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.86&CDS=1-219	YMR256C
2904	OG0002904	snap_masked-scaffold_7-processed-gene-2.90-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.90&CDS=1-2073	YBR280C
2905	OG0002905	snap_masked-scaffold_7-processed-gene-2.94-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.94&CDS=1-1260	YNL289W
2906	OG0002906	snap_masked-scaffold_7-processed-gene-2.113-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.113&CDS=1-546	YPL178W
2907	OG0002907	maker-scaffold_7-snap-gene-2.33-mRNA-1_1&gene=maker-scaffold_7-snap-gene-2.33&CDS=1-6810	YKR031C
2908	OG0002908	snap_masked-scaffold_7-processed-gene-2.98-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.98&CDS=1-2007	YBL035C
2909	OG0002909	snap_masked-scaffold_7-processed-gene-2.114-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.114&CDS=1-2244	YBR086C
2910	OG0002910	snap_masked-scaffold_7-processed-gene-2.99-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.99&CDS=1-708	YBL036C
2911	OG0002911	snap_masked-scaffold_7-processed-gene-3.90-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.90&CDS=1-1095	YMR024W
2912	OG0002912	maker-scaffold_7-snap-gene-3.42-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.42&CDS=1-4899	YBL034C
2913	OG0002913	maker-scaffold_7-snap-gene-3.37-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.37&CDS=1-588	YKR035W-A
2914	OG0002914	augustus_masked-scaffold_7-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.49&CDS=1-1194	YPR201W
2915	OG0002915	augustus_masked-scaffold_7-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.50&CDS=1-1008	YBR290W
2916	OG0002916	snap_masked-scaffold_7-processed-gene-3.98-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.98&CDS=1-2430	YBR225W
2917	OG0002917	maker-scaffold_7-snap-gene-3.38-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.38&CDS=1-654	YPL233W
2918	OG0002918	snap_masked-scaffold_7-processed-gene-3.100-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.100&CDS=1-4797	YGR116W
2919	OG0002919	snap_masked-scaffold_7-processed-gene-3.102-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.102&CDS=1-3711	YPR185W
2920	OG0002920	maker-scaffold_7-snap-gene-3.43-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.43&CDS=1-2121	YPL248C
2921	OG0002921	snap_masked-scaffold_7-processed-gene-3.120-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.120&CDS=1-2727	YGL083W
2922	OG0002922	snap_masked-scaffold_7-processed-gene-3.122-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.122&CDS=1-951	YOR006C
2923	OG0002923	snap_masked-scaffold_7-processed-gene-3.108-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.108&CDS=1-2580	YPR031W
2924	OG0002924	snap_masked-scaffold_7-processed-gene-3.123-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.123&CDS=1-939	YDL045C
2925	OG0002925	snap_masked-scaffold_7-processed-gene-3.124-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.124&CDS=1-1308	YDL044C
2926	OG0002926	maker-scaffold_7-augustus-gene-3.83-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-3.83&CDS=1-921	YIL021W
2927	OG0002927	augustus_masked-scaffold_7-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.64&CDS=1-1722	YDR294C
2928	OG0002928	maker-scaffold_7-snap-gene-3.41-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.41&CDS=1-984	YPR176C
2929	OG0002929	snap_masked-scaffold_7-processed-gene-3.113-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.113&CDS=1-489	YPR187W
2930	OG0002930	maker-scaffold_7-snap-gene-3.44-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.44&CDS=1-1056	YBR111C
2931	OG0002931	snap_masked-scaffold_7-processed-gene-3.115-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.115&CDS=1-807	YLR128W
2932	OG0002932	snap_masked-scaffold_7-processed-gene-3.116-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.116&CDS=1-4581	YPR184W
2933	OG0002933	snap_masked-scaffold_7-processed-gene-4.24-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.24&CDS=1-1776	YDL057W
2934	OG0002934	maker-scaffold_7-snap-gene-4.98-mRNA-1_1&gene=maker-scaffold_7-snap-gene-4.98&CDS=1-996	YDR079W
2935	OG0002935	snap_masked-scaffold_7-processed-gene-4.5-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.5&CDS=1-996	YER156C
2936	OG0002936	snap_masked-scaffold_7-processed-gene-4.29-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.29&CDS=1-1791	YMR063W
2937	OG0002937	snap_masked-scaffold_7-processed-gene-4.31-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.31&CDS=1-1053	YOL018C
2938	OG0002938	snap_masked-scaffold_7-processed-gene-4.32-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.32&CDS=1-3723	YKR082W
2939	OG0002939	snap_masked-scaffold_7-processed-gene-4.33-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.33&CDS=1-369	YJR063W
2940	OG0002940	snap_masked-scaffold_7-processed-gene-4.37-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.37&CDS=1-234	YNR032C-A
2941	OG0002941	snap_masked-scaffold_7-processed-gene-4.11-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.11&CDS=1-1536	YCR072C
2942	OG0002942	snap_masked-scaffold_7-processed-gene-4.39-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.39&CDS=1-741	YHR041C
2943	OG0002943	snap_masked-scaffold_7-processed-gene-4.14-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.14&CDS=1-2118	YAR018C
2944	OG0002944	snap_masked-scaffold_7-processed-gene-4.40-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.40&CDS=1-678	YPR067W
2945	OG0002945	snap_masked-scaffold_7-processed-gene-4.41-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.41&CDS=1-570	YGL047W
2946	OG0002946	snap_masked-scaffold_7-processed-gene-4.42-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.42&CDS=1-675	YGR167W
2947	OG0002947	maker-scaffold_7-snap-gene-4.96-mRNA-1_1&gene=maker-scaffold_7-snap-gene-4.96&CDS=1-1239	YDR289C
2948	OG0002948	snap_masked-scaffold_7-processed-gene-4.18-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.18&CDS=1-3066	YNL325C
2949	OG0002949	augustus_masked-scaffold_7-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.120&CDS=1-783	YKL207W
2950	OG0002950	augustus_masked-scaffold_7-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.122&CDS=1-1413	YAL022C
2951	OG0002951	snap_masked-scaffold_7-processed-gene-4.44-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.44&CDS=1-1143	YPL138C
2952	OG0002952	snap_masked-scaffold_7-processed-gene-4.46-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.46&CDS=1-213	YOR210W
2953	OG0002953	snap_masked-scaffold_7-processed-gene-5.85-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.85&CDS=1-1773	YJR016C
2954	OG0002954	snap_masked-scaffold_7-processed-gene-5.86-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.86&CDS=1-2565	YBL023C
2955	OG0002955	augustus_masked-scaffold_7-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.17&CDS=1-1584	YBR006W
2956	OG0002956	snap_masked-scaffold_7-processed-gene-5.105-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.105&CDS=1-2577	YPL084W
2957	OG0002957	augustus_masked-scaffold_7-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.35&CDS=1-804	YFR052W
2958	OG0002958	maker-scaffold_7-snap-gene-5.7-mRNA-1_1&gene=maker-scaffold_7-snap-gene-5.7&CDS=1-2175	YMR216C
2959	OG0002959	snap_masked-scaffold_7-processed-gene-5.106-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.106&CDS=1-1797	YDR004W
2960	OG0002960	snap_masked-scaffold_7-processed-gene-5.92-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.92&CDS=1-2700	YMR266W
2961	OG0002961	snap_masked-scaffold_7-processed-gene-5.108-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.108&CDS=1-1041	YOL094C
2962	OG0002962	maker-scaffold_7-snap-gene-5.8-mRNA-1_1&gene=maker-scaffold_7-snap-gene-5.8&CDS=1-1908	YAL048C
2963	OG0002963	snap_masked-scaffold_7-processed-gene-5.109-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.109&CDS=1-2298	YGR128C
2964	OG0002964	snap_masked-scaffold_7-processed-gene-5.97-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.97&CDS=1-1119	YJL125C
2965	OG0002965	snap_masked-scaffold_7-processed-gene-5.110-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.110&CDS=1-378	YAL046C
2966	OG0002966	snap_masked-scaffold_7-processed-gene-5.100-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.100&CDS=1-2229	YJL106W
2967	OG0002967	snap_masked-scaffold_7-processed-gene-5.101-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.101&CDS=1-396	YJL104W
2968	OG0002968	maker-scaffold_7-snap-gene-5.13-mRNA-1_1&gene=maker-scaffold_7-snap-gene-5.13&CDS=1-1017	YIR029W
2969	OG0002969	snap_masked-scaffold_7-processed-gene-5.103-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.103&CDS=1-717	YCR016W
2970	OG0002970	maker-scaffold_7-snap-gene-6.56-mRNA-1_1&gene=maker-scaffold_7-snap-gene-6.56&CDS=1-219	YML081C-A
2971	OG0002971	snap_masked-scaffold_7-processed-gene-6.112-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.112&CDS=1-1857	YCR014C
2972	OG0002972	snap_masked-scaffold_7-processed-gene-6.113-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.113&CDS=1-888	YCR015C
2973	OG0002973	snap_masked-scaffold_7-processed-gene-6.131-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.131&CDS=1-1824	YDR091C
2974	OG0002974	snap_masked-scaffold_7-processed-gene-6.116-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.116&CDS=1-4851	YER164W
2975	OG0002975	snap_masked-scaffold_7-processed-gene-6.117-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.117&CDS=1-1968	YER165W
2976	OG0002976	snap_masked-scaffold_7-processed-gene-6.118-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.118&CDS=1-492	YDR092W
2977	OG0002977	snap_masked-scaffold_7-processed-gene-6.132-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.132&CDS=1-582	YHR193C
2978	OG0002978	snap_masked-scaffold_7-processed-gene-6.121-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.121&CDS=1-1437	YGR019W
2979	OG0002979	snap_masked-scaffold_7-processed-gene-6.135-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.135&CDS=1-3135	YHR084W
2980	OG0002980	snap_masked-scaffold_7-processed-gene-6.136-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.136&CDS=1-891	YGR021W
2981	OG0002981	snap_masked-scaffold_7-processed-gene-6.125-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.125&CDS=1-363	YGR020C
2982	OG0002982	maker-scaffold_7-augustus-gene-6.46-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.46&CDS=1-1413	YLR330W
2983	OG0002983	snap_masked-scaffold_7-processed-gene-6.126-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.126&CDS=1-411	YCR028C-A
2984	OG0002984	snap_masked-scaffold_7-processed-gene-6.138-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.138&CDS=1-1914	YKL178C
2985	OG0002985	snap_masked-scaffold_7-processed-gene-6.129-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.129&CDS=1-2988	YNL123W
2986	OG0002986	snap_masked-scaffold_7-processed-gene-6.150-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.150&CDS=1-327	YNL122C
2987	OG0002987	snap_masked-scaffold_7-processed-gene-6.130-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.130&CDS=1-435	YJL011C
2988	OG0002988	snap_masked-scaffold_7-processed-gene-7.185-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.185&CDS=1-1476	YJL123C
2989	OG0002989	maker-scaffold_7-snap-gene-7.76-mRNA-1_1&gene=maker-scaffold_7-snap-gene-7.76&CDS=1-870	YJL126W
2990	OG0002990	snap_masked-scaffold_7-processed-gene-7.216-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.216&CDS=1-1779	YKL074C
2991	OG0002991	snap_masked-scaffold_7-processed-gene-7.217-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.217&CDS=1-1191	YLL006W
2992	OG0002992	snap_masked-scaffold_7-processed-gene-7.187-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.187&CDS=1-1425	YGR202C
2993	OG0002993	snap_masked-scaffold_7-processed-gene-7.188-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.188&CDS=1-2052	YNL126W
2994	OG0002994	augustus_masked-scaffold_7-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.92&CDS=1-1029	YNL128W
2995	OG0002995	snap_masked-scaffold_7-processed-gene-7.221-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.221&CDS=1-1689	YOR128C
2996	OG0002996	snap_masked-scaffold_7-processed-gene-7.222-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.222&CDS=1-885	YHR187W
2997	OG0002997	augustus_masked-scaffold_7-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.95&CDS=1-837	YOR238W
2998	OG0002998	maker-scaffold_7-snap-gene-7.71-mRNA-1_1&gene=maker-scaffold_7-snap-gene-7.71&CDS=1-249	YDR379C-A
2999	OG0002999	snap_masked-scaffold_7-processed-gene-7.225-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.225&CDS=1-2403	YLR222C
3000	OG0003000	snap_masked-scaffold_7-processed-gene-7.193-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.193&CDS=1-1095	YDR322W
3001	OG0003001	snap_masked-scaffold_7-processed-gene-7.227-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.227&CDS=1-267	YDR322C-A
3002	OG0003002	snap_masked-scaffold_7-processed-gene-7.228-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.228&CDS=1-2307	YBR080C
3003	OG0003003	snap_masked-scaffold_7-processed-gene-7.194-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.194&CDS=1-1158	YHR076W
3004	OG0003004	maker-scaffold_7-snap-gene-7.78-mRNA-1_1&gene=maker-scaffold_7-snap-gene-7.78&CDS=1-3300	YHR077C
3005	OG0003005	snap_masked-scaffold_7-processed-gene-7.230-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.230&CDS=1-1872	YDR323C
3006	OG0003006	snap_masked-scaffold_7-processed-gene-7.232-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.232&CDS=1-2352	YOR035C
3007	OG0003007	maker-scaffold_7-augustus-gene-7.161-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.161&CDS=1-1140	YHR090C
3008	OG0003008	snap_masked-scaffold_7-processed-gene-7.235-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.235&CDS=1-3756	YJL080C
3009	OG0003009	augustus_masked-scaffold_7-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.102&CDS=1-1920	YOL022C
3010	OG0003010	maker-scaffold_7-snap-gene-7.73-mRNA-1_1&gene=maker-scaffold_7-snap-gene-7.73&CDS=1-2616	YOL023W
3011	OG0003011	snap_masked-scaffold_7-processed-gene-7.236-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.236&CDS=1-1257	YCL034W
3012	OG0003012	maker-scaffold_7-snap-gene-7.81-mRNA-1_1&gene=maker-scaffold_7-snap-gene-7.81&CDS=1-702	YDR054C
