	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035707_Candida_heveicola
2717	OG0002717	YNL118C	augustus_masked-flattened_line_14-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-4.12&CDS=1-2658
2718	OG0002718	YNL119W	snap_masked-flattened_line_4-processed-gene-7.13-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.13&CDS=1-1293
2719	OG0002719	YNL123W	augustus_masked-flattened_line_8-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.97&CDS=1-2946
2720	OG0002720	YNL124W	augustus_masked-flattened_line_8-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.99&CDS=1-1800
2721	OG0002721	YNL126W	snap_masked-flattened_line_4-processed-gene-4.17-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.17&CDS=1-1677
2722	OG0002722	YNL127W	snap_masked-flattened_line_14-processed-gene-2.20-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.20&CDS=1-2496
2723	OG0002723	YNL128W	augustus_masked-flattened_line_14-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.50&CDS=1-1008
2724	OG0002724	YNL129W	augustus_masked-flattened_line_8-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.42&CDS=1-696
2725	OG0002725	YNL131W	snap_masked-flattened_line_14-processed-gene-2.21-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.21&CDS=1-429
2726	OG0002726	YNL132W	augustus_masked-flattened_line_8-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.17&CDS=1-3144
2727	OG0002727	YNL135C	augustus_masked-flattened_line_14-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.49&CDS=1-333
2728	OG0002728	YNL137C	augustus_masked-flattened_line_8-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.88&CDS=1-1404
2729	OG0002729	YNL138W	augustus_masked-flattened_line_8-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.90&CDS=1-1629
2730	OG0002730	YNL138W-A	augustus_masked-flattened_line_12-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-6.25&CDS=1-249
2731	OG0002731	YNL139C	augustus_masked-flattened_line_0-processed-gene-8.6-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.6&CDS=1-4788
2732	OG0002732	YNL141W	augustus_masked-flattened_line_20-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.28&CDS=1-1065
2733	OG0002733	YNL142W	augustus_masked-flattened_line_44-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.52&CDS=1-1512
2734	OG0002734	YNL147W	augustus_masked-flattened_line_42-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.60&CDS=1-432
2735	OG0002735	YNL148C	augustus_masked-flattened_line_42-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.89&CDS=1-717
2736	OG0002736	YNL149C	augustus_masked-flattened_line_42-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.88&CDS=1-390
2737	OG0002737	YNL151C	augustus_masked-flattened_line_42-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.59&CDS=1-642
2738	OG0002738	YNL152W	augustus_masked-flattened_line_42-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.85&CDS=1-1401
2739	OG0002739	YNL153C	augustus_masked-flattened_line_44-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.74&CDS=1-387
2740	OG0002740	YNL155W	snap_masked-flattened_line_8-processed-gene-8.18-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-8.18&CDS=1-759
2741	OG0002741	YNL161W	augustus_masked-flattened_line_12-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.31&CDS=1-2199
2742	OG0002742	YNL163C	augustus_masked-flattened_line_10-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-7.9&CDS=1-3138
2743	OG0002743	YNL167C	snap_masked-flattened_line_0-processed-gene-7.37-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.37&CDS=1-1812
2744	OG0002744	YNL168C	augustus_masked-flattened_line_24-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.14&CDS=1-738
2745	OG0002745	YNL169C	augustus_masked-flattened_line_0-processed-gene-7.109-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.109&CDS=1-1725
2746	OG0002746	YNL172W	augustus_masked-flattened_line_0-processed-gene-7.110-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.110&CDS=1-4641
2747	OG0002747	YNL175C	genemark-flattened_line_0-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.65&CDS=1-1050
2748	OG0002748	YNL177C	augustus_masked-flattened_line_46-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.118&CDS=1-1101
2749	OG0002749	YNL178W	augustus_masked-flattened_line_24-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.118&CDS=1-756
2750	OG0002750	YNL181W	augustus_masked-flattened_line_46-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.98&CDS=1-1359
2751	OG0002751	YNL182C	augustus_masked-flattened_line_46-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.121&CDS=1-1437
2752	OG0002752	YNL183C	augustus_masked-flattened_line_46-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.99&CDS=1-2457
2753	OG0002753	YNL185C	augustus_masked-flattened_line_46-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.122&CDS=1-432
2754	OG0002754	YNL186W	snap_masked-flattened_line_46-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.56&CDS=1-1899
2755	OG0002755	YNL189W	augustus_masked-flattened_line_38-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.85&CDS=1-1632
2756	OG0002756	YNL193W	augustus_masked-flattened_line_8-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.49&CDS=1-1548
2757	OG0002757	YNL200C	augustus_masked-flattened_line_12-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-6.31&CDS=1-723
2758	OG0002758	YNL201C	augustus_masked-flattened_line_12-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-6.34&CDS=1-2586
2759	OG0002759	YNL206C	augustus_masked-flattened_line_2-processed-gene-11.151-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-11.151&CDS=1-1344
2760	OG0002760	YNL207W	augustus_masked-flattened_line_14-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-4.13&CDS=1-1260
2761	OG0002761	YNL211C	snap_masked-flattened_line_18-processed-gene-2.37-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.37&CDS=1-237
2762	OG0002762	YNL212W	augustus_masked-flattened_line_18-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.4&CDS=1-621
2763	OG0002763	YNL213C	augustus_masked-flattened_line_18-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.9&CDS=1-606
2764	OG0002764	YNL216W	snap_masked-flattened_line_30-processed-gene-1.138-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.138&CDS=1-1842
2765	OG0002765	YNL218W	augustus_masked-flattened_line_18-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.48&CDS=1-2256
2766	OG0002766	YNL222W	augustus_masked-flattened_line_0-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.61&CDS=1-2829
2767	OG0002767	YNL223W	snap_masked-flattened_line_0-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.100&CDS=1-1176
2768	OG0002768	YNL224C	augustus_masked-flattened_line_0-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.76&CDS=1-2073
2769	OG0002769	YNL227C	augustus_masked-flattened_line_0-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.59&CDS=1-1635
2770	OG0002770	YNL229C	augustus_masked-flattened_line_2-processed-gene-8.82-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.82&CDS=1-942
2771	OG0002771	YNL231C	augustus_masked-flattened_line_8-processed-gene-8.124-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-8.124&CDS=1-1035
2772	OG0002772	YNL232W	augustus_masked-flattened_line_8-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-8.98&CDS=1-831
2773	OG0002773	YNL233W	augustus_masked-flattened_line_8-processed-gene-8.97-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-8.97&CDS=1-3426
2774	OG0002774	YNL234W	augustus_masked-flattened_line_40-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.44&CDS=1-969
2775	OG0002775	YNL236W	augustus_masked-flattened_line_30-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.105&CDS=1-2961
2776	OG0002776	YNL237W	augustus_masked-flattened_line_34-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.90&CDS=1-1359
2777	OG0002777	YNL239W	augustus_masked-flattened_line_0-processed-gene-12.116-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.116&CDS=1-1362
2778	OG0002778	YNL240C	augustus_masked-flattened_line_52-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.31&CDS=1-1605
2779	OG0002779	YNL241C	augustus_masked-flattened_line_52-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.29&CDS=1-1506
2780	OG0002780	YNL242W	snap_masked-flattened_line_0-processed-gene-12.243-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-12.243&CDS=1-4368
2781	OG0002781	YNL243W	augustus_masked-flattened_line_2-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.10&CDS=1-2520
2782	OG0002782	YNL244C	maker-flattened_line_0-augustus-gene-9.101-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-9.101&CDS=1-327
2783	OG0002783	YNL245C	augustus_masked-flattened_line_0-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.80&CDS=1-681
2784	OG0002784	YNL246W	augustus_masked-flattened_line_2-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.100&CDS=1-738
2785	OG0002785	YNL247W	augustus_masked-flattened_line_6-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.49&CDS=1-2301
2786	OG0002786	YNL248C	augustus_masked-flattened_line_2-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.99&CDS=1-1218
2787	OG0002787	YNL250W	snap_masked-flattened_line_6-processed-gene-2.33-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.33&CDS=1-3888
2788	OG0002788	YNL251C	augustus_masked-flattened_line_40-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.71&CDS=1-2019
2789	OG0002789	YNL252C	augustus_masked-flattened_line_40-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.60&CDS=1-786
2790	OG0002790	YNL256W	augustus_masked-flattened_line_2-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.18&CDS=1-2247
2791	OG0002791	YNL258C	augustus_masked-flattened_line_14-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.123&CDS=1-2205
2792	OG0002792	YNL260C	augustus_masked-flattened_line_8-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.65&CDS=1-429
2793	OG0002793	YNL261W	augustus_masked-flattened_line_8-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.64&CDS=1-1215
2794	OG0002794	YNL262W	augustus_masked-flattened_line_8-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.63&CDS=1-6675
2795	OG0002795	YNL263C	augustus_masked-flattened_line_8-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.62&CDS=1-1020
2796	OG0002796	YNL265C	augustus_masked-flattened_line_16-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.44&CDS=1-741
2797	OG0002797	YNL267W	genemark-flattened_line_2-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.72&CDS=1-2793
2798	OG0002798	YNL271C	augustus_masked-flattened_line_6-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.34&CDS=1-5094
2799	OG0002799	YNL272C	augustus_masked-flattened_line_6-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.33&CDS=1-1815
2800	OG0002800	YNL273W	augustus_masked-flattened_line_0-processed-gene-12.127-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.127&CDS=1-3837
2801	OG0002801	YNL275W	augustus_masked-flattened_line_4-processed-gene-9.38-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-9.38&CDS=1-1638
2802	OG0002802	YNL277W	genemark-flattened_line_4-processed-gene-9.61-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-9.61&CDS=1-1392
2803	OG0002803	YNL280C	augustus_masked-flattened_line_0-processed-gene-11.88-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.88&CDS=1-1323
2804	OG0002804	YNL281W	augustus_masked-flattened_line_8-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.6&CDS=1-444
2805	OG0002805	YNL284C	augustus_masked-flattened_line_40-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.54&CDS=1-849
2806	OG0002806	YNL287W	augustus_masked-flattened_line_38-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.74&CDS=1-2808
2807	OG0002807	YNL290W	augustus_masked-flattened_line_4-processed-gene-9.42-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-9.42&CDS=1-4077
2808	OG0002808	YNL292W	augustus_masked-flattened_line_36-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.140&CDS=1-1203
2809	OG0002809	YNL294C	augustus_masked-flattened_line_26-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.16&CDS=1-1566
2810	OG0002810	YNL297C	augustus_masked-flattened_line_6-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.53&CDS=1-4716
2811	OG0002811	YNL305C	augustus_masked-flattened_line_2-processed-gene-10.4-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-10.4&CDS=1-792
2812	OG0002812	YNL307C	augustus_masked-flattened_line_22-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-3.83&CDS=1-1113
2813	OG0002813	YNL308C	augustus_masked-flattened_line_2-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.65&CDS=1-1668
2814	OG0002814	YNL310C	augustus_masked-flattened_line_8-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.78&CDS=1-528
2815	OG0002815	YNL312W	augustus_masked-flattened_line_4-processed-gene-10.137-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-10.137&CDS=1-756
2816	OG0002816	YNL313C	augustus_masked-flattened_line_2-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.16&CDS=1-2724
2817	OG0002817	YNL315C	augustus_masked-flattened_line_8-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.79&CDS=1-906
2818	OG0002818	YNL316C	maker-flattened_line_10-augustus-gene-5.88-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-5.88&CDS=1-894
2819	OG0002819	YNL317W	augustus_masked-flattened_line_18-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-4.163&CDS=1-1368
2820	OG0002820	YNL320W	augustus_masked-flattened_line_2-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.117&CDS=1-903
2821	OG0002821	YNL321W	augustus_masked-flattened_line_2-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.131&CDS=1-2985
2822	OG0002822	YNL322C	augustus_masked-flattened_line_2-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.139&CDS=1-351
2823	OG0002823	YNL326C	genemark-flattened_line_26-processed-gene-2.78-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.78&CDS=1-1002
2824	OG0002824	YNL328C	augustus_masked-flattened_line_32-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.59&CDS=1-426
2825	OG0002825	YNL329C	augustus_masked-flattened_line_32-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.28&CDS=1-3531
2826	OG0002826	YNL330C	augustus_masked-flattened_line_26-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-2.25&CDS=1-1503
2827	OG0002827	YNR001C	maker-flattened_line_4-augustus-gene-7.129-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-7.129&CDS=1-1383
2828	OG0002828	YNR003C	augustus_masked-flattened_line_26-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.52&CDS=1-951
2829	OG0002829	YNR006W	augustus_masked-flattened_line_8-processed-gene-8.138-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-8.138&CDS=1-2274
2830	OG0002830	YNR007C	augustus_masked-flattened_line_8-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-8.110&CDS=1-879
2831	OG0002831	YNR008W	genemark-flattened_line_8-processed-gene-8.191-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.191&CDS=1-2034
2832	OG0002832	YNR011C	augustus_masked-flattened_line_4-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.10&CDS=1-2622
2833	OG0002833	YNR012W	snap_masked-flattened_line_4-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.71&CDS=1-1956
2834	OG0002834	YNR015W	augustus_masked-flattened_line_22-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.83&CDS=1-1137
2835	OG0002835	YNR016C	augustus_masked-flattened_line_22-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.84&CDS=1-6624
2836	OG0002836	YNR017W	augustus_masked-flattened_line_22-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.97&CDS=1-573
2837	OG0002837	YNR018W	augustus_masked-flattened_line_2-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.27&CDS=1-705
2838	OG0002838	YNR020C	augustus_masked-flattened_line_4-processed-gene-10.103-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-10.103&CDS=1-687
2839	OG0002839	YNR021W	augustus_masked-flattened_line_4-processed-gene-10.141-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-10.141&CDS=1-1119
2840	OG0002840	YNR022C	snap_masked-flattened_line_4-processed-gene-10.28-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-10.28&CDS=1-660
2841	OG0002841	YNR023W	augustus_masked-flattened_line_4-processed-gene-10.139-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-10.139&CDS=1-1419
2842	OG0002842	YNR029C	augustus_masked-flattened_line_12-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.60&CDS=1-1215
2843	OG0002843	YNR030W	augustus_masked-flattened_line_12-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.77&CDS=1-1875
2844	OG0002844	YNR032W	augustus_masked-flattened_line_18-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.26&CDS=1-1068
2845	OG0002845	YNR035C	augustus_masked-flattened_line_4-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.80&CDS=1-1014
2846	OG0002846	YNR036C	augustus_masked-flattened_line_4-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.60&CDS=1-531
2847	OG0002847	YNR037C	augustus_masked-flattened_line_4-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.57&CDS=1-273
2848	OG0002848	YNR038W	snap_masked-flattened_line_4-processed-gene-6.104-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.104&CDS=1-1875
2849	OG0002849	YNR041C	augustus_masked-flattened_line_6-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.54&CDS=1-1173
2850	OG0002850	YNR043W	augustus_masked-flattened_line_2-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.126&CDS=1-2868
2851	OG0002851	YNR049C	augustus_masked-flattened_line_10-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-6.119&CDS=1-603
2852	OG0002852	YNR050C	augustus_masked-flattened_line_10-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-5.113&CDS=1-1335
2853	OG0002853	YNR051C	augustus_masked-flattened_line_0-processed-gene-11.92-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.92&CDS=1-1236
2854	OG0002854	YNR052C	augustus_masked-flattened_line_12-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-6.9&CDS=1-1386
2855	OG0002855	YNR053C	maker-flattened_line_12-augustus-gene-6.48-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-6.48&CDS=1-1602
2856	OG0002856	YNR054C	augustus_masked-flattened_line_4-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.107&CDS=1-969
2857	OG0002857	YNR055C	augustus_masked-flattened_line_16-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.53&CDS=1-1746
2858	OG0002858	YNR062C	snap_masked-flattened_line_4-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.0&CDS=1-237
2859	OG0002859	YNR063W	snap_masked-flattened_line_4-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.11&CDS=1-474
2860	OG0002860	YOL001W	augustus_masked-flattened_line_2-processed-gene-9.57-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.57&CDS=1-1194
2861	OG0002861	YOL003C	augustus_masked-flattened_line_0-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.71&CDS=1-1236
2862	OG0002862	YOL004W	genemark-flattened_line_0-processed-gene-3.110-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.110&CDS=1-4563
2863	OG0002863	YOL005C	augustus_masked-flattened_line_0-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.49&CDS=1-360
2864	OG0002864	YOL006C	augustus_masked-flattened_line_0-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.50&CDS=1-2247
2865	OG0002865	YOL009C	augustus_masked-flattened_line_8-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.9&CDS=1-1077
2866	OG0002866	YOL010W	augustus_masked-flattened_line_2-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.73&CDS=1-1095
2867	OG0002867	YOL012C	augustus_masked-flattened_line_34-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.93&CDS=1-396
2868	OG0002868	YOL013C	augustus_masked-flattened_line_34-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.95&CDS=1-1539
2869	OG0002869	YOL016C	augustus_masked-flattened_line_0-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.65&CDS=1-1299
2870	OG0002870	YOL018C	augustus_masked-flattened_line_2-processed-gene-11.142-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-11.142&CDS=1-1074
2871	OG0002871	YOL019W	snap_masked-flattened_line_2-processed-gene-11.186-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-11.186&CDS=1-1638
2872	OG0002872	YOL021C	genemark-flattened_line_34-processed-gene-1.178-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.178&CDS=1-2928
2873	OG0002873	YOL022C	augustus_masked-flattened_line_8-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-7.94&CDS=1-1332
2874	OG0002874	YOL023W	maker-flattened_line_8-augustus-gene-7.40-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-7.40&CDS=1-3939
2875	OG0002875	YOL026C	augustus_masked-flattened_line_10-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.75&CDS=1-372
2876	OG0002876	YOL027C	snap_masked-flattened_line_24-processed-gene-2.55-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.55&CDS=1-1434
2877	OG0002877	YOL030W	augustus_masked-flattened_line_18-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.44&CDS=1-1362
2878	OG0002878	YOL031C	augustus_masked-flattened_line_40-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.51&CDS=1-1122
2879	OG0002879	YOL032W	snap_masked-flattened_line_12-processed-gene-5.88-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-5.88&CDS=1-609
2880	OG0002880	YOL033W	augustus_masked-flattened_line_20-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.109&CDS=1-1524
