	OrthologID	Candida_boidinii_JCM9604	Saccharomyces_cerevisiae
2490	OG0002490	-processed-gene-11.1-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.1&CDS=1-837	YBR228W
2491	OG0002491	-processed-gene-11.4-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.4&CDS=1-1896	YAL058W
2492	OG0002492	-processed-gene-11.5-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.5&CDS=1-1479	YIL033C
2493	OG0002493	-augustus-gene-11.112-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-augustus-gene-11.112&CDS=1-429	YER044C
2494	OG0002494	-processed-gene-11.42-mRNA-1_1&gene=genemark-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.42&CDS=1-861	YIL034C
2495	OG0002495	-snap-gene-11.70-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-11.70&CDS=1-2745	YJL141C
2496	OG0002496	-processed-gene-11.20-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.20&CDS=1-474	YJL143W
2497	OG0002497	-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.10&CDS=1-564	YJL140W
2498	OG0002498	-processed-gene-11.60-mRNA-1_1&gene=genemark-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.60&CDS=1-831	YKR060W
2499	OG0002499	-processed-gene-11.61-mRNA-1_1&gene=genemark-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.61&CDS=1-2205	YGL251C
2500	OG0002500	-processed-gene-11.12-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.12&CDS=1-1920	YGL250W
2501	OG0002501	-processed-gene-11.25-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.25&CDS=1-363	YJL179W
2502	OG0002502	-processed-gene-11.14-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.14&CDS=1-1398	YJL183W
2503	OG0002503	-processed-gene-11.26-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.26&CDS=1-1182	YOL107W
2504	OG0002504	-processed-gene-11.15-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.15&CDS=1-588	YOL108C
2505	OG0002505	-processed-gene-11.105-mRNA-1_1&gene=snap_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.105&CDS=1-1719	YJR122W
2506	OG0002506	-processed-gene-11.28-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.28&CDS=1-366	YJL184W
2507	OG0002507	-processed-gene-11.17-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.17&CDS=1-1836	YEL065W
2508	OG0002508	-processed-gene-12.58-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-12.58&CDS=1-729	YGR235C
2509	OG0002509	-processed-gene-12.59-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-12.59&CDS=1-3186	YOL098C
2510	OG0002510	-processed-gene-12.62-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-12.62&CDS=1-1311	YDL007W
2511	OG0002511	-processed-gene-12.72-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-12.72&CDS=1-1605	YHR005C
2512	OG0002512	-processed-gene-12.73-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-12.73&CDS=1-2241	YKL025C
2513	OG0002513	-processed-gene-12.63-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-12.63&CDS=1-759	YIR035C
2514	OG0002514	-processed-gene-12.64-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-12.64&CDS=1-1548	YDR333C
2515	OG0002515	-processed-gene-12.65-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-12.65&CDS=1-927	YJR077C
2516	OG0002516	-processed-gene-12.78-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-12.78&CDS=1-2460	YKL213C
2517	OG0002517	-processed-gene-12.67-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-12.67&CDS=1-2073	YKR001C
2518	OG0002518	-processed-gene-12.51-mRNA-1_1&gene=genemark-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-12.51&CDS=1-2982	YJL128C
2519	OG0002519	-processed-gene-13.68-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.68&CDS=1-1110	YOR288C
2520	OG0002520	-processed-gene-13.2-mRNA-1_1&gene=genemark-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.2&CDS=1-288	YMR225C
2521	OG0002521	-processed-gene-13.67-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.67&CDS=1-1035	YOR287C
2522	OG0002522	-processed-gene-13.69-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.69&CDS=1-1521	YKL035W
2523	OG0002523	-processed-gene-13.80-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.80&CDS=1-1719	YPL260W
2524	OG0002524	-processed-gene-13.70-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.70&CDS=1-1632	YDL178W
2525	OG0002525	-processed-gene-13.81-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.81&CDS=1-1056	YOR008C
2526	OG0002526	-processed-gene-13.71-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.71&CDS=1-870	YER026C
2527	OG0002527	-processed-gene-13.83-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.83&CDS=1-1182	YGR112W
2528	OG0002528	-snap-gene-13.0-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-13.0&CDS=1-3984	YDR017C
2529	OG0002529	-snap-gene-13.1-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-13.1&CDS=1-300	YDR031W
2530	OG0002530	-processed-gene-13.89-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.89&CDS=1-603	YDR013W
2531	OG0002531	-processed-gene-13.90-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.90&CDS=1-2481	YKR024C
2532	OG0002532	-processed-gene-13.75-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.75&CDS=1-879	YKR025W
2533	OG0002533	-processed-gene-13.91-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.91&CDS=1-1272	YBL049W
2534	OG0002534	-processed-gene-13.77-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.77&CDS=1-1005	YNL177C
2535	OG0002535	-processed-gene-13.93-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.93&CDS=1-684	YDL212W
2536	OG0002536	-processed-gene-13.94-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.94&CDS=1-723	YNL178W
2537	OG0002537	-processed-gene-13.96-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.96&CDS=1-639	YDL213C
2538	OG0002538	-processed-gene-13.97-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.97&CDS=1-1578	YNL182C
2539	OG0002539	-processed-gene-14.1-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.1&CDS=1-1449	YNL181W
2540	OG0002540	-processed-gene-14.2-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.2&CDS=1-1221	YDL216C
2541	OG0002541	-processed-gene-14.78-mRNA-1_1&gene=snap_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.78&CDS=1-1296	YNL187W
2542	OG0002542	-processed-gene-14.23-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.23&CDS=1-957	YGL224C
2543	OG0002543	-processed-gene-14.24-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.24&CDS=1-1437	YFR044C
2544	OG0002544	-processed-gene-14.6-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.6&CDS=1-1728	YGR124W
2545	OG0002545	-processed-gene-14.7-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.7&CDS=1-882	YMR314W
2546	OG0002546	-processed-gene-14.28-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.28&CDS=1-627	YIR032C
2547	OG0002547	-processed-gene-14.9-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.9&CDS=1-615	YPL108W
2548	OG0002548	-processed-gene-14.29-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.29&CDS=1-459	YBR167C
2549	OG0002549	-processed-gene-14.10-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.10&CDS=1-531	YGL231C
2550	OG0002550	-processed-gene-14.30-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.30&CDS=1-2538	YGL233W
2551	OG0002551	-processed-gene-14.84-mRNA-1_1&gene=snap_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.84&CDS=1-606	YFR043C
2552	OG0002552	-processed-gene-14.105-mRNA-1_1&gene=snap_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.105&CDS=1-2169	YGL227W
2553	OG0002553	-processed-gene-14.16-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.16&CDS=1-2283	YGR264C
2554	OG0002554	-processed-gene-14.17-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.17&CDS=1-846	YGR262C
2555	OG0002555	-processed-gene-14.18-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.18&CDS=1-1557	YCR098C
2556	OG0002556	-processed-gene-14.75-mRNA-1_1&gene=genemark-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.75&CDS=1-1152	YKR087C
2557	OG0002557	-processed-gene-14.60-mRNA-1_1&gene=genemark-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.60&CDS=1-852	YOR077W
2558	OG0002558	-snap-gene-15.24-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-15.24&CDS=1-2652	YNL161W
2559	OG0002559	-processed-gene-15.69-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-15.69&CDS=1-2592	YML091C
2560	OG0002560	-processed-gene-15.71-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-15.71&CDS=1-1416	YAR003W
2561	OG0002561	-processed-gene-15.10-mRNA-1_1&gene=genemark-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-15.10&CDS=1-1551	YDR036C
2562	OG0002562	-processed-gene-15.75-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-15.75&CDS=1-1092	YCR016W
2563	OG0002563	-processed-gene-15.64-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-15.64&CDS=1-1161	YCR015C
2564	OG0002564	-processed-gene-15.77-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-15.77&CDS=1-1455	YBR056W
2565	OG0002565	-processed-gene-16.3-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-16.3&CDS=1-927	YLR209C
2566	OG0002566	-processed-gene-16.6-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-16.6&CDS=1-1809	YOR360C
2567	OG0002567	-processed-gene-16.7-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-16.7&CDS=1-552	YAL044C
2568	OG0002568	-processed-gene-16.19-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-16.19&CDS=1-387	YAL044W-A
2569	OG0002569	-processed-gene-16.21-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-16.21&CDS=1-3546	YBR007C
2570	OG0002570	-processed-gene-16.10-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-16.10&CDS=1-1269	YHR107C
2571	OG0002571	-snap-gene-16.58-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-16.58&CDS=1-2697	YER072W
2572	OG0002572	-processed-gene-16.25-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-16.25&CDS=1-1038	YJL088W
2573	OG0002573	-processed-gene-16.13-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-16.13&CDS=1-960	YNR003C
2574	OG0002574	-processed-gene-16.14-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-16.14&CDS=1-1578	YJL153C
2575	OG0002575	-processed-gene-16.28-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-16.28&CDS=1-219	YKR095W-A
2576	OG0002576	-processed-gene-16.15-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-16.15&CDS=1-1425	YML131W
2577	OG0002577	-processed-gene-17.1-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-17.1&CDS=1-1518	YDR256C
2578	OG0002578	-processed-gene-17.2-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-17.2&CDS=1-1815	YBR186W
2579	OG0002579	-processed-gene-17.4-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-17.4&CDS=1-2661	YOL095C
2580	OG0002580	-processed-gene-17.76-mRNA-1_1&gene=snap_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-17.76&CDS=1-1704	YDL020C
2581	OG0002581	-processed-gene-17.92-mRNA-1_1&gene=snap_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-17.92&CDS=1-1440	YBR004C
2582	OG0002582	-processed-gene-17.56-mRNA-1_1&gene=genemark-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-17.56&CDS=1-831	YFR052W
2583	OG0002583	-snap-gene-17.28-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-17.28&CDS=1-1233	YBR125C
2584	OG0002584	-processed-gene-17.22-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-17.22&CDS=1-363	YKL003C
2585	OG0002585	-augustus-gene-17.64-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-augustus-gene-17.64&CDS=1-690	YKL002W
2586	OG0002586	-augustus-gene-17.65-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-augustus-gene-17.65&CDS=1-519	YER134C
2587	OG0002587	-snap-gene-17.31-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-17.31&CDS=1-2781	YMR036C
2588	OG0002588	-processed-gene-17.24-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-17.24&CDS=1-567	YMR035W
2589	OG0002589	-processed-gene-17.16-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-17.16&CDS=1-714	YMR038C
2590	OG0002590	-processed-gene-17.27-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-17.27&CDS=1-1515	YGL215W
2591	OG0002591	-processed-gene-18.3-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.3&CDS=1-819	YKL007W
2592	OG0002592	-processed-gene-18.4-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.4&CDS=1-285	YKL006C-A
2593	OG0002593	-processed-gene-18.6-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.6&CDS=1-1929	YBR123C
2594	OG0002594	-processed-gene-18.85-mRNA-1_1&gene=snap_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.85&CDS=1-1347	YGL038C
2595	OG0002595	-processed-gene-18.25-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.25&CDS=1-3363	YPL040C
2596	OG0002596	-snap-gene-18.71-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-18.71&CDS=1-2562	YKL179C
2597	OG0002597	-processed-gene-18.12-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.12&CDS=1-1056	YMR315W
2598	OG0002598	-processed-gene-18.26-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.26&CDS=1-1467	YNL217W
2599	OG0002599	-processed-gene-18.13-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.13&CDS=1-351	YEL003W
2600	OG0002600	-processed-gene-18.27-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.27&CDS=1-1419	YEL002C
2601	OG0002601	-processed-gene-18.15-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.15&CDS=1-894	YMR099C
2602	OG0002602	-processed-gene-18.92-mRNA-1_1&gene=snap_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.92&CDS=1-1881	YIL001W
2603	OG0002603	-processed-gene-18.30-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.30&CDS=1-759	YEL001C
2604	OG0002604	-processed-gene-18.31-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.31&CDS=1-462	YFL017C
2605	OG0002605	-processed-gene-18.32-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.32&CDS=1-3510	YPR010C
2606	OG0002606	-processed-gene-18.20-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.20&CDS=1-891	YGR024C
2607	OG0002607	-processed-gene-18.33-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.33&CDS=1-1620	YBR222C
2608	OG0002608	-processed-gene-18.34-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.34&CDS=1-366	YPL013C
2609	OG0002609	-processed-gene-19.24-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.24&CDS=1-3702	YPL012W
2610	OG0002610	-processed-gene-19.26-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.26&CDS=1-1260	YPL011C
2611	OG0002611	-processed-gene-19.25-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.25&CDS=1-585	YPL010W
2612	OG0002612	-processed-gene-19.27-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.27&CDS=1-3204	YPL009C
2613	OG0002613	-processed-gene-19.29-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.29&CDS=1-1110	YPL015C
2614	OG0002614	-processed-gene-19.41-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.41&CDS=1-1719	YPL020C
2615	OG0002615	-processed-gene-19.42-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.42&CDS=1-2511	YMR302C
2616	OG0002616	-processed-gene-19.43-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.43&CDS=1-7734	YER155C
2617	OG0002617	-processed-gene-19.44-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.44&CDS=1-1053	YER156C
2618	OG0002618	-snap-gene-19.83-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-19.83&CDS=1-876	YDR079W
2619	OG0002619	-processed-gene-19.46-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.46&CDS=1-3951	YDR080W
2620	OG0002620	-processed-gene-19.33-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.33&CDS=1-231	YDR079C-A
2621	OG0002621	-processed-gene-19.47-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.47&CDS=1-2652	YER157W
2622	OG0002622	-processed-gene-19.51-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.51&CDS=1-2529	YCL054W
2623	OG0002623	-processed-gene-19.37-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.37&CDS=1-2124	YCL055W
2624	OG0002624	-processed-gene-19.38-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.38&CDS=1-444	YDR519W
2625	OG0002625	-processed-gene-19.39-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.39&CDS=1-900	YCL047C
2626	OG0002626	-processed-gene-20.62-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-20.62&CDS=1-3540	YDR520C
2627	OG0002627	-processed-gene-20.66-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-20.66&CDS=1-1944	YLR361C
2628	OG0002628	-snap-gene-20.2-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-20.2&CDS=1-762	YOR115C
2629	OG0002629	-processed-gene-20.79-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-20.79&CDS=1-885	YDL201W
2630	OG0002630	-processed-gene-20.80-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-20.80&CDS=1-795	YDL202W
2631	OG0002631	-processed-gene-20.69-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-20.69&CDS=1-1776	YMR013C
2632	OG0002632	-processed-gene-20.71-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-20.71&CDS=1-768	YDL051W
2633	OG0002633	-processed-gene-20.72-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-20.72&CDS=1-2199	YBL035C
2634	OG0002634	-processed-gene-20.74-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-20.74&CDS=1-3030	YMR080C
2635	OG0002635	-processed-gene-20.75-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-20.75&CDS=1-1644	YHL002W
2636	OG0002636	-processed-gene-20.76-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-20.76&CDS=1-1311	YHL004W
2637	OG0002637	-processed-gene-20.83-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-20.83&CDS=1-5520	YKL010C
2638	OG0002638	-processed-gene-20.77-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-20.77&CDS=1-708	YKL009W
2639	OG0002639	-snap-gene-20.3-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-20.3&CDS=1-1800	YKL089W
2640	OG0002640	-processed-gene-20.85-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-20.85&CDS=1-2196	YBR121C
2641	OG0002641	-processed-gene-20.86-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-20.86&CDS=1-801	YEL072W
2642	OG0002642	-processed-gene-21.81-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-21.81&CDS=1-3900	YJL093C
2643	OG0002643	-processed-gene-21.82-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-21.82&CDS=1-930	YGR231C
2644	OG0002644	-processed-gene-21.84-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-21.84&CDS=1-1488	YGR227W
2645	OG0002645	-processed-gene-21.83-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-21.83&CDS=1-2085	YHR151C
2646	OG0002646	-processed-gene-21.4-mRNA-1_1&gene=genemark-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-21.4&CDS=1-4671	YGR225W
2647	OG0002647	-processed-gene-21.45-mRNA-1_1&gene=snap_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-21.45&CDS=1-2331	YGR216C
2648	OG0002648	-processed-gene-21.100-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-21.100&CDS=1-351	YGR215W
2649	OG0002649	-processed-gene-21.104-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-21.104&CDS=1-1635	YDL133W
2650	OG0002650	-processed-gene-21.89-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-21.89&CDS=1-1008	YDL183C
2651	OG0002651	-processed-gene-21.91-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-21.91&CDS=1-2760	YDL189W
