	OrthologID	Saccharomyces_cerevisiae	Sclerotinia_sclerotiorum
1624	OG0001624	YIL093C	XP_001595842.1
1625	OG0001625	YIL094C	XP_001596317.1
1626	OG0001626	YIL096C	XP_001592022.1
1627	OG0001627	YIL097W	XP_001592002.1
1628	OG0001628	YIL098C	XP_001598259.1
1629	OG0001629	YIL101C	XP_001597731.1
1630	OG0001630	YIL103W	XP_001588209.1
1631	OG0001631	YIL106W	XP_001593938.1
1632	OG0001632	YIL107C	XP_001591010.1
1633	OG0001633	YIL108W	XP_001587733.1
1634	OG0001634	YIL110W	XP_001597500.1
1635	OG0001635	YIL116W	XP_001597777.1
1636	OG0001636	YIL118W	XP_001596549.1
1637	OG0001637	YIL124W	XP_001594510.1
1638	OG0001638	YIL125W	XP_001593012.1
1639	OG0001639	YIL126W	XP_001591571.1
1640	OG0001640	YIL129C	XP_001590859.1
1641	OG0001641	YIL130W	XP_001586574.1
1642	OG0001642	YIL134W	XP_001590310.1
1643	OG0001643	YIL142W	XP_001595013.1
1644	OG0001644	YIL143C	XP_001591079.1
1645	OG0001645	YIL144W	XP_001584667.1
1646	OG0001646	YIL145C	XP_001584943.1
1647	OG0001647	YIL147C	XP_001588713.1
1648	OG0001648	YIL150C	XP_001592415.1
1649	OG0001649	YIL153W	XP_001585631.1
1650	OG0001650	YIL155C	XP_001588448.1
1651	OG0001651	YIL156W-B	XP_001594759.1
1652	OG0001652	YIL157C	XP_001588666.1
1653	OG0001653	YIL160C	XP_001598376.1
1654	OG0001654	YIL162W	XP_001591738.1
1655	OG0001655	YIL164C	XP_001588504.1
1656	OG0001656	YIL166C	XP_001594487.1
1657	OG0001657	YIR001C	XP_001595617.1
1658	OG0001658	YIR002C	XP_001594258.1
1659	OG0001659	YIR004W	XP_001596308.1
1660	OG0001660	YIR005W	XP_001595224.1
1661	OG0001661	YIR006C	XP_001593065.1
1662	OG0001662	YIR007W	XP_001586838.1
1663	OG0001663	YIR008C	XP_001588065.1
1664	OG0001664	YIR009W	XP_001590839.1
1665	OG0001665	YIR011C	XP_001588191.1
1666	OG0001666	YIR012W	XP_001587468.1
1667	OG0001667	YIR022W	XP_001596900.1
1668	OG0001668	YIR023W	XP_001594249.1
1669	OG0001669	YIR026C	XP_001595874.1
1670	OG0001670	YIR027C	XP_001587826.1
1671	OG0001671	YIR029W	XP_001592778.1
1672	OG0001672	YIR031C	XP_001594153.1
1673	OG0001673	YIR032C	XP_001586506.1
1674	OG0001674	YIR034C	XP_001593244.1
1675	OG0001675	YIR038C	XP_001591873.1
1676	OG0001676	YIR042C	XP_001595386.1
1677	OG0001677	YJL001W	XP_001586241.1
1678	OG0001678	YJL002C	XP_001597080.1
1679	OG0001679	YJL003W	XP_001587605.1
1680	OG0001680	YJL004C	XP_001587921.1
1681	OG0001681	YJL005W	XP_001591090.1
1682	OG0001682	YJL008C	XP_001589935.1
1683	OG0001683	YJL010C	XP_001586707.1
1684	OG0001684	YJL011C	XP_001587204.1
1685	OG0001685	YJL012C	XP_001597081.1
1686	OG0001686	YJL014W	XP_001592815.1
1687	OG0001687	YJL020C	XP_001590533.1
1688	OG0001688	YJL024C	XP_001588284.1
1689	OG0001689	YJL026W	XP_001595401.1
1690	OG0001690	YJL029C	XP_001592976.1
1691	OG0001691	YJL030W	XP_001588174.1
1692	OG0001692	YJL031C	XP_001588218.1
1693	OG0001693	YJL033W	XP_001590583.1
1694	OG0001694	YJL034W	XP_001596050.1
1695	OG0001695	YJL035C	XP_001587461.1
1696	OG0001696	YJL036W	XP_001593106.1
1697	OG0001697	YJL039C	XP_001595137.1
1698	OG0001698	YJL046W	XP_001595796.1
1699	OG0001699	YJL049W	XP_001590558.1
1700	OG0001700	YJL050W	XP_001595862.1
1701	OG0001701	YJL053W	XP_001592543.1
1702	OG0001702	YJL054W	XP_001596992.1
1703	OG0001703	YJL055W	XP_001589994.1
1704	OG0001704	YJL057C	XP_001596424.1
1705	OG0001705	YJL059W	XP_001588215.1
1706	OG0001706	YJL060W	XP_001584752.1
1707	OG0001707	YJL062W	XP_001590262.1
1708	OG0001708	YJL063C	XP_001588367.1
1709	OG0001709	YJL068C	XP_001591860.1
1710	OG0001710	YJL069C	XP_001589255.1
1711	OG0001711	YJL071W	XP_001585131.1
1712	OG0001712	YJL072C	XP_001585099.1
1713	OG0001713	YJL074C	XP_001592183.1
1714	OG0001714	YJL080C	XP_001596230.1
1715	OG0001715	YJL081C	XP_001593208.1
1716	OG0001716	YJL085W	XP_001585828.1
1717	OG0001717	YJL087C	XP_001592502.1
1718	OG0001718	YJL088W	XP_001588184.1
1719	OG0001719	YJL091C	XP_001587300.1
1720	OG0001720	YJL092W	XP_001586255.1
1721	OG0001721	YJL093C	XP_001596037.1
1722	OG0001722	YJL094C	XP_001594840.1
1723	OG0001723	YJL095W	XP_001587743.1
1724	OG0001724	YJL097W	XP_001595089.1
1725	OG0001725	YJL100W	XP_001597144.1
1726	OG0001726	YJL101C	XP_001588820.1
1727	OG0001727	YJL102W	XP_001589696.1
1728	OG0001728	YJL104W	XP_001594814.1
1729	OG0001729	YJL106W	XP_001588829.1
1730	OG0001730	YJL108C	XP_001598955.1
1731	OG0001731	YJL109C	XP_001586564.1
1732	OG0001732	YJL111W	XP_001586957.1
1733	OG0001733	YJL112W	XP_001590828.1
1734	OG0001734	YJL115W	XP_001586691.1
1735	OG0001735	YJL121C	XP_001597648.1
1736	OG0001736	YJL123C	XP_001593284.1
1737	OG0001737	YJL124C	XP_001588952.1
1738	OG0001738	YJL125C	XP_001597488.1
1739	OG0001739	YJL126W	XP_001584646.1
1740	OG0001740	YJL127C	XP_001586956.1
1741	OG0001741	YJL128C	XP_001584860.1
1742	OG0001742	YJL130C	XP_001590813.1
1743	OG0001743	YJL140W	XP_001591452.1
1744	OG0001744	YJL141C	XP_001598012.1
1745	OG0001745	YJL143W	XP_001587686.1
1746	OG0001746	YJL145W	XP_001589405.1
1747	OG0001747	YJL153C	XP_001598922.1
1748	OG0001748	YJL154C	XP_001592577.1
1749	OG0001749	YJL155C	XP_001588298.1
1750	OG0001750	YJL166W	XP_001588972.1
1751	OG0001751	YJL167W	XP_001591034.1
1752	OG0001752	YJL168C	XP_001591643.1
1753	OG0001753	YJL180C	XP_001594096.1
1754	OG0001754	YJL187C	XP_001593569.1
1755	OG0001755	YJL189W	XP_001598455.1
1756	OG0001756	YJL194W	XP_001594708.1
1757	OG0001757	YJL197W	XP_001589054.1
1758	OG0001758	YJL200C	XP_001588189.1
1759	OG0001759	YJL203W	XP_001594209.1
1760	OG0001760	YJL204C	XP_001593128.1
1761	OG0001761	YJL207C	XP_001590194.1
1762	OG0001762	YJL208C	XP_001585330.1
1763	OG0001763	YJL212C	XP_001585829.1
1764	OG0001764	YJL218W	XP_001590718.1
1765	OG0001765	YJR001W	XP_001597934.1
1766	OG0001766	YJR002W	XP_001595726.1
1767	OG0001767	YJR005W	XP_001590724.1
1768	OG0001768	YJR006W	XP_001593185.1
1769	OG0001769	YJR007W	XP_001585956.1
1770	OG0001770	YJR008W	XP_001586018.1
1771	OG0001771	YJR010W	XP_001594508.1
1772	OG0001772	YJR013W	XP_001594890.1
1773	OG0001773	YJR014W	XP_001591448.1
1774	OG0001774	YJR016C	XP_001590088.1
1775	OG0001775	YJR017C	XP_001590172.1
1776	OG0001776	YJR019C	XP_001593753.1
1777	OG0001777	YJR022W	XP_001592544.1
1778	OG0001778	YJR024C	XP_001594876.1
1779	OG0001779	YJR025C	XP_001594643.1
1780	OG0001780	YJR033C	XP_001585652.1
1781	OG0001781	YJR034W	XP_001595231.1
1782	OG0001782	YJR035W	XP_001598010.1
1783	OG0001783	YJR036C	XP_001588965.1
1784	OG0001784	YJR040W	XP_001590653.1
1785	OG0001785	YJR044C	XP_001589996.1
1786	OG0001786	YJR045C	XP_001589111.1
1787	OG0001787	YJR050W	XP_001595463.1
1788	OG0001788	YJR052W	XP_001596836.1
1789	OG0001789	YJR056C	XP_001588330.1
1790	OG0001790	YJR057W	XP_001588978.1
1791	OG0001791	YJR060W	XP_001592004.1
1792	OG0001792	YJR062C	XP_001585699.1
1793	OG0001793	YJR063W	XP_001586825.1
1794	OG0001794	YJR064W	XP_001596182.1
1795	OG0001795	YJR065C	XP_001585539.1
1796	OG0001796	YJR068W	XP_001594625.1
1797	OG0001797	YJR069C	XP_001598122.1
1798	OG0001798	YJR070C	XP_001590595.1
1799	OG0001799	YJR072C	XP_001592484.1
1800	OG0001800	YJR073C	XP_001584647.1
1801	OG0001801	YJR074W	XP_001587801.1
1802	OG0001802	YJR075W	XP_001595070.1
1803	OG0001803	YJR076C	XP_001595226.1
1804	OG0001804	YJR077C	XP_001598707.1
1805	OG0001805	YJR078W	XP_001588760.1
1806	OG0001806	YJR084W	XP_001592984.1
1807	OG0001807	YJR085C	XP_001594610.1
1808	OG0001808	YJR086W	XP_001586580.1
1809	OG0001809	YJR090C	XP_001591792.1
1810	OG0001810	YJR092W	XP_001590020.1
1811	OG0001811	YJR093C	XP_001584960.1
1812	OG0001812	YJR095W	XP_001590031.1
1813	OG0001813	YJR096W	XP_001590356.1
1814	OG0001814	YJR098C	XP_001591970.1
1815	OG0001815	YJR099W	XP_001585195.1
1816	OG0001816	YJR101W	XP_001594460.1
1817	OG0001817	YJR102C	XP_001586128.1
1818	OG0001818	YJR104C	XP_001598610.1
1819	OG0001819	YJR105W	XP_001598508.1
1820	OG0001820	YJR107W	XP_001594682.1
1821	OG0001821	YJR109C	XP_001594646.1
1822	OG0001822	YJR110W	XP_001591675.1
1823	OG0001823	YJR112W-A	XP_001586801.1
1824	OG0001824	YJR113C	XP_001598272.1
1825	OG0001825	YJR117W	XP_001593172.1
1826	OG0001826	YJR119C	XP_001597283.1
1827	OG0001827	YJR121W	XP_001591168.1
1828	OG0001828	YJR122W	XP_001595404.1
1829	OG0001829	YJR123W	XP_001598757.1
1830	OG0001830	YJR124C	XP_001594248.1
1831	OG0001831	YJR125C	XP_001593361.1
1832	OG0001832	YJR126C	XP_001587071.1
1833	OG0001833	YJR131W	XP_001594705.1
1834	OG0001834	YJR132W	XP_001587433.1
1835	OG0001835	YJR133W	XP_001594841.1
1836	OG0001836	YJR135W-A	XP_001597938.1
1837	OG0001837	YJR137C	XP_001590648.1
1838	OG0001838	YJR138W	XP_001590504.1
1839	OG0001839	YJR139C	XP_001584655.1
1840	OG0001840	YJR140C	XP_001596920.1
1841	OG0001841	YJR141W	XP_001592220.1
1842	OG0001842	YJR142W	XP_001590736.1
1843	OG0001843	YJR143C	XP_001597635.1
1844	OG0001844	YJR144W	XP_001594658.1
1845	OG0001845	YJR152W	XP_001591465.1
1846	OG0001846	YJR153W	XP_001588620.1
1847	OG0001847	YJR154W	XP_001593774.1
1848	OG0001848	YKL001C	XP_001584619.1
1849	OG0001849	YKL002W	XP_001598438.1
1850	OG0001850	YKL003C	XP_001595471.1
1851	OG0001851	YKL004W	XP_001586848.1
1852	OG0001852	YKL007W	XP_001585516.1
1853	OG0001853	YKL009W	XP_001587444.1
1854	OG0001854	YKL010C	XP_001596008.1
1855	OG0001855	YKL011C	XP_001588275.1
1856	OG0001856	YKL012W	XP_001592375.1
1857	OG0001857	YKL013C	XP_001593750.1
1858	OG0001858	YKL014C	XP_001590505.1
1859	OG0001859	YKL016C	XP_001593857.1
1860	OG0001860	YKL017C	XP_001596885.1
1861	OG0001861	YKL018W	XP_001587370.1
1862	OG0001862	YKL019W	XP_001593158.1
1863	OG0001863	YKL021C	XP_001593063.1
1864	OG0001864	YKL022C	XP_001597821.1
1865	OG0001865	YKL024C	XP_001586312.1
1866	OG0001866	YKL025C	XP_001584873.1
1867	OG0001867	YKL027W	XP_001595127.1
1868	OG0001868	YKL028W	XP_001590151.1
1869	OG0001869	YKL029C	XP_001587050.1
1870	OG0001870	YKL033W	XP_001585326.1
1871	OG0001871	YKL034W	XP_001595275.1
1872	OG0001872	YKL035W	XP_001594435.1
1873	OG0001873	YKL040C	XP_001588959.1
1874	OG0001874	YKL041W	XP_001596170.1
1875	OG0001875	YKL043W	XP_001590416.1
1876	OG0001876	YKL045W	XP_001586601.1
1877	OG0001877	YKL046C	XP_001593682.1
1878	OG0001878	YKL047W	XP_001586561.1
1879	OG0001879	YKL051W	XP_001584571.1
1880	OG0001880	YKL052C	XP_001589202.1
1881	OG0001881	YKL053C-A	XP_001586854.1
1882	OG0001882	YKL054C	XP_001592227.1
1883	OG0001883	YKL056C	XP_001586535.1
1884	OG0001884	YKL058W	XP_001590764.1
1885	OG0001885	YKL059C	XP_001594046.1
1886	OG0001886	YKL060C	XP_001592320.1
1887	OG0001887	YKL064W	XP_001589221.1
1888	OG0001888	YKL067W	XP_001597485.1
1889	OG0001889	YKL069W	XP_001588803.1
1890	OG0001890	YKL070W	XP_001598302.1
1891	OG0001891	YKL071W	XP_001585006.1
1892	OG0001892	YKL073W	XP_001588540.1
1893	OG0001893	YKL080W	XP_001584620.1
1894	OG0001894	YKL082C	XP_001586868.1
1895	OG0001895	YKL085W	XP_001585256.1
1896	OG0001896	YKL087C	XP_001595867.1
1897	OG0001897	YKL088W	XP_001588100.1
1898	OG0001898	YKL092C	XP_001593562.1
1899	OG0001899	YKL094W	XP_001586448.1
1900	OG0001900	YKL095W	XP_001597822.1
1901	OG0001901	YKL099C	XP_001592997.1
1902	OG0001902	YKL100C	XP_001584890.1
1903	OG0001903	YKL101W	XP_001593825.1
1904	OG0001904	YKL103C	XP_001597270.1
1905	OG0001905	YKL104C	XP_001594263.1
1906	OG0001906	YKL110C	XP_001593119.1
1907	OG0001907	YKL113C	XP_001587933.1
1908	OG0001908	YKL114C	XP_001585766.1
1909	OG0001909	YKL116C	XP_001589071.1
1910	OG0001910	YKL117W	XP_001596171.1
1911	OG0001911	YKL119C	XP_001587848.1
1912	OG0001912	YKL120W	XP_001587369.1
1913	OG0001913	YKL125W	XP_001594614.1
1914	OG0001914	YKL134C	XP_001597102.1
1915	OG0001915	YKL135C	XP_001586819.1
1916	OG0001916	YKL138C	XP_001585389.1
1917	OG0001917	YKL140W	XP_001595230.1
1918	OG0001918	YKL143W	XP_001590059.1
1919	OG0001919	YKL144C	XP_001597511.1
1920	OG0001920	YKL145W	XP_001597631.1
1921	OG0001921	YKL146W	XP_001593188.1
1922	OG0001922	YKL148C	XP_001591238.1
1923	OG0001923	YKL149C	XP_001595990.1
1924	OG0001924	YKL150W	XP_001593010.1
1925	OG0001925	YKL151C	XP_001597492.1
1926	OG0001926	YKL154W	XP_001590171.1
1927	OG0001927	YKL155C	XP_001589492.1
1928	OG0001928	YKL157W	XP_001594581.1
1929	OG0001929	YKL160W	XP_001598105.1
1930	OG0001930	YKL162C	XP_001593266.1
1931	OG0001931	YKL165C	XP_001590958.1
1932	OG0001932	YKL170W	XP_001590174.1
1933	OG0001933	YKL172W	XP_001587563.1
1934	OG0001934	YKL175W	XP_001585333.1
1935	OG0001935	YKL179C	XP_001591568.1
1936	OG0001936	YKL181W	XP_001589469.1
1937	OG0001937	YKL182W	XP_001585981.1
1938	OG0001938	YKL184W	XP_001587177.1
1939	OG0001939	YKL188C	XP_001588300.1
1940	OG0001940	YKL189W	XP_001585636.1
1941	OG0001941	YKL190W	XP_001598128.1
1942	OG0001942	YKL191W	XP_001596414.1
1943	OG0001943	YKL192C	XP_001586870.1
1944	OG0001944	YKL193C	XP_001592988.1
1945	OG0001945	YKL194C	XP_001592883.1
1946	OG0001946	YKL195W	XP_001595543.1
1947	OG0001947	YKL196C	XP_001585978.1
1948	OG0001948	YKL197C	XP_001586177.1
1949	OG0001949	YKL203C	XP_001586369.1
1950	OG0001950	YKL205W	XP_001591888.1
1951	OG0001951	YKL207W	XP_001591115.1
1952	OG0001952	YKL209C	XP_001594395.1
1953	OG0001953	YKL210W	XP_001590519.1
1954	OG0001954	YKL211C	XP_001587317.1
1955	OG0001955	YKL212W	XP_001586055.1
1956	OG0001956	YKL213C	XP_001598389.1
1957	OG0001957	YKL215C	XP_001588149.1
1958	OG0001958	YKL216W	XP_001590348.1
1959	OG0001959	YKL217W	XP_001590727.1
1960	OG0001960	YKL218C	XP_001595765.1
1961	OG0001961	YKL221W	XP_001592457.1
1962	OG0001962	YKR001C	XP_001595701.1
1963	OG0001963	YKR002W	XP_001586551.1
1964	OG0001964	YKR009C	XP_001589313.1
1965	OG0001965	YKR016W	XP_001586057.1
1966	OG0001966	YKR017C	XP_001586811.1
1967	OG0001967	YKR023W	XP_001595599.1
1968	OG0001968	YKR024C	XP_001584942.1
1969	OG0001969	YKR025W	XP_001590629.1
1970	OG0001970	YKR026C	XP_001590604.1
1971	OG0001971	YKR031C	XP_001593537.1
1972	OG0001972	YKR034W	XP_001589151.1
1973	OG0001973	YKR035W-A	XP_001595181.1
1974	OG0001974	YKR038C	XP_001598125.1
1975	OG0001975	YKR039W	XP_001594706.1
1976	OG0001976	YKR043C	XP_001588374.1
1977	OG0001977	YKR048C	XP_001598116.1
1978	OG0001978	YKR050W	XP_001591020.1
1979	OG0001979	YKR051W	XP_001597149.1
1980	OG0001980	YKR054C	XP_001590746.1
1981	OG0001981	YKR056W	XP_001585530.1
1982	OG0001982	YKR060W	XP_001590933.1
1983	OG0001983	YKR062W	XP_001587661.1
1984	OG0001984	YKR063C	XP_001595481.1
1985	OG0001985	YKR065C	XP_001586181.1
1986	OG0001986	YKR066C	XP_001586350.1
1987	OG0001987	YKR068C	XP_001598881.1
1988	OG0001988	YKR069W	XP_001589456.1
1989	OG0001989	YKR070W	XP_001596336.1
1990	OG0001990	YKR071C	XP_001588114.1
1991	OG0001991	YKR079C	XP_001586541.1
1992	OG0001992	YKR080W	XP_001591126.1
1993	OG0001993	YKR081C	XP_001591117.1
1994	OG0001994	YKR082W	XP_001595728.1
1995	OG0001995	YKR085C	XP_001593565.1
1996	OG0001996	YKR086W	XP_001596681.1
1997	OG0001997	YKR087C	XP_001593653.1
1998	OG0001998	YKR088C	XP_001594414.1
1999	OG0001999	YKR090W	XP_001598924.1
2000	OG0002000	YKR092C	XP_001598265.1
2001	OG0002001	YKR093W	XP_001588574.1
2002	OG0002002	YKR097W	XP_001596065.1
2003	OG0002003	YKR099W	XP_001591215.1
2004	OG0002004	YLL001W	XP_001597414.1
2005	OG0002005	YLL006W	XP_001598345.1
2006	OG0002006	YLL008W	XP_001586553.1
2007	OG0002007	YLL009C	XP_001597524.1
2008	OG0002008	YLL011W	XP_001592822.1
2009	OG0002009	YLL013C	XP_001597993.1
2010	OG0002010	YLL018C	XP_001589717.1
2011	OG0002011	YLL018C-A	XP_001592389.1
2012	OG0002012	YLL019C	XP_001586540.1
2013	OG0002013	YLL024C	XP_001598048.1
2014	OG0002014	YLL026W	XP_001586571.1
2015	OG0002015	YLL027W	XP_001584689.1
2016	OG0002016	YLL028W	XP_001597852.1
2017	OG0002017	YLL029W	XP_001598224.1
2018	OG0002018	YLL031C	XP_001589978.1
2019	OG0002019	YLL032C	XP_001597718.1
2020	OG0002020	YLL034C	XP_001588652.1
2021	OG0002021	YLL035W	XP_001586785.1
2022	OG0002022	YLL036C	XP_001595475.1
2023	OG0002023	YLL039C	XP_001598085.1
2024	OG0002024	YLL040C	XP_001592808.1
2025	OG0002025	YLL041C	XP_001594577.1
2026	OG0002026	YLL048C	XP_001598536.1
2027	OG0002027	YLL050C	XP_001597894.1
2028	OG0002028	YLL056C	XP_001587965.1
2029	OG0002029	YLL057C	XP_001598281.1
2030	OG0002030	YLL060C	XP_001588748.1
2031	OG0002031	YLL063C	XP_001589521.1
2032	OG0002032	YLR002C	XP_001589047.1
2033	OG0002033	YLR005W	XP_001590991.1
2034	OG0002034	YLR006C	XP_001595340.1
2035	OG0002035	YLR008C	XP_001591741.1
2036	OG0002036	YLR014C	XP_001596707.1
2037	OG0002037	YLR015W	XP_001594525.1
2038	OG0002038	YLR016C	XP_001586715.1
2039	OG0002039	YLR017W	XP_001596017.1
2040	OG0002040	YLR019W	XP_001592981.1
2041	OG0002041	YLR022C	XP_001586514.1
2042	OG0002042	YLR023C	XP_001594998.1
2043	OG0002043	YLR025W	XP_001588160.1
2044	OG0002044	YLR026C	XP_001589613.1
2045	OG0002045	YLR027C	XP_001585000.1
2046	OG0002046	YLR032W	XP_001595124.1
2047	OG0002047	YLR038C	XP_001588942.1
2048	OG0002048	YLR045C	XP_001592952.1
2049	OG0002049	YLR051C	XP_001598099.1
2050	OG0002050	YLR055C	XP_001587622.1
2051	OG0002051	YLR056W	XP_001590200.1
2052	OG0002052	YLR058C	XP_001586787.1
2053	OG0002053	YLR059C	XP_001592235.1
2054	OG0002054	YLR060W	XP_001591674.1
2055	OG0002055	YLR063W	XP_001588711.1
2056	OG0002056	YLR066W	XP_001597584.1
2057	OG0002057	YLR069C	XP_001589746.1
2058	OG0002058	YLR073C	XP_001588042.1
2059	OG0002059	YLR074C	XP_001587806.1
2060	OG0002060	YLR075W	XP_001594074.1
2061	OG0002061	YLR077W	XP_001586983.1
2062	OG0002062	YLR078C	XP_001595531.1
2063	OG0002063	YLR084C	XP_001596759.1
2064	OG0002064	YLR085C	XP_001594959.1
2065	OG0002065	YLR086W	XP_001587785.1
2066	OG0002066	YLR087C	XP_001597148.1
2067	OG0002067	YLR088W	XP_001587809.1
2068	OG0002068	YLR089C	XP_001595986.1
2069	OG0002069	YLR097C	XP_001593349.1
2070	OG0002070	YLR099W-A	XP_001588859.1
2071	OG0002071	YLR100W	XP_001598240.1
2072	OG0002072	YLR103C	XP_001596801.1
2073	OG0002073	YLR104W	XP_001597671.1
2074	OG0002074	YLR105C	XP_001597330.1
2075	OG0002075	YLR106C	XP_001589045.1
2076	OG0002076	YLR107W	XP_001588726.1
2077	OG0002077	YLR109W	XP_001593991.1
2078	OG0002078	YLR113W	XP_001590966.1
2079	OG0002079	YLR114C	XP_001590967.1
2080	OG0002080	YLR115W	XP_001587907.1
2081	OG0002081	YLR116W	XP_001591750.1
2082	OG0002082	YLR117C	XP_001592556.1
2083	OG0002083	YLR118C	XP_001593710.1
2084	OG0002084	YLR129W	XP_001596872.1
2085	OG0002085	YLR130C	XP_001587446.1
2086	OG0002086	YLR132C	XP_001593257.1
2087	OG0002087	YLR138W	XP_001598436.1
2088	OG0002088	YLR143W	XP_001594603.1
2089	OG0002089	YLR144C	XP_001598235.1
2090	OG0002090	YLR145W	XP_001590263.1
2091	OG0002091	YLR148W	XP_001598519.1
2092	OG0002092	YLR150W	XP_001591899.1
2093	OG0002093	YLR151C	XP_001594411.1
2094	OG0002094	YLR153C	XP_001593923.1
2095	OG0002095	YLR163C	XP_001593250.1
2096	OG0002096	YLR166C	XP_001597523.1
2097	OG0002097	YLR167W	XP_001587795.1
2098	OG0002098	YLR170C	XP_001588705.1
2099	OG0002099	YLR172C	XP_001589195.1
2100	OG0002100	YLR175W	XP_001590061.1
2101	OG0002101	YLR176C	XP_001598486.1
2102	OG0002102	YLR182W	XP_001590455.1
2103	OG0002103	YLR186W	XP_001587865.1
2104	OG0002104	YLR188W	XP_001585372.1
2105	OG0002105	YLR189C	XP_001591353.1
2106	OG0002106	YLR191W	XP_001587236.1
2107	OG0002107	YLR192C	XP_001594266.1
2108	OG0002108	YLR193C	XP_001594020.1
2109	OG0002109	YLR195C	XP_001594233.1
2110	OG0002110	YLR196W	XP_001596680.1
2111	OG0002111	YLR197W	XP_001586795.1
2112	OG0002112	YLR200W	XP_001586797.1
2113	OG0002113	YLR203C	XP_001591523.1
2114	OG0002114	YLR205C	XP_001595047.1
2115	OG0002115	YLR207W	XP_001592856.1
2116	OG0002116	YLR208W	XP_001586172.1
2117	OG0002117	YLR212C	XP_001598808.1
2118	OG0002118	YLR215C	XP_001590189.1
2119	OG0002119	YLR216C	XP_001593561.1
2120	OG0002120	YLR220W	XP_001592669.1
2121	OG0002121	YLR222C	XP_001596866.1
2122	OG0002122	YLR229C	XP_001585487.1
2123	OG0002123	YLR231C	XP_001590483.1
2124	OG0002124	YLR234W	XP_001586668.1
2125	OG0002125	YLR239C	XP_001596542.1
2126	OG0002126	YLR240W	XP_001587332.1
2127	OG0002127	YLR241W	XP_001586234.1
2128	OG0002128	YLR243W	XP_001592355.1
2129	OG0002129	YLR244C	XP_001586028.1
2130	OG0002130	YLR245C	XP_001591356.1
2131	OG0002131	YLR246W	XP_001594218.1
2132	OG0002132	YLR247C	XP_001593156.1
2133	OG0002133	YLR248W	XP_001593281.1
2134	OG0002134	YLR250W	XP_001596266.1
2135	OG0002135	YLR251W	XP_001594898.1
2136	OG0002136	YLR253W	XP_001588133.1
2137	OG0002137	YLR259C	XP_001597891.1
2138	OG0002138	YLR262C	XP_001590650.1
2139	OG0002139	YLR268W	XP_001590003.1
2140	OG0002140	YLR271W	XP_001594634.1
2141	OG0002141	YLR272C	XP_001587896.1
2142	OG0002142	YLR274W	XP_001591048.1
2143	OG0002143	YLR275W	XP_001595165.1
2144	OG0002144	YLR276C	XP_001592186.1
2145	OG0002145	YLR277C	XP_001598364.1
2146	OG0002146	YLR281C	XP_001597924.1
2147	OG0002147	YLR285W	XP_001592684.1
2148	OG0002148	YLR286C	XP_001589931.1
2149	OG0002149	YLR289W	XP_001588175.1
2150	OG0002150	YLR290C	XP_001589029.1
2151	OG0002151	YLR291C	XP_001588095.1
2152	OG0002152	YLR293C	XP_001594716.1
2153	OG0002153	YLR295C	XP_001596935.1
2154	OG0002154	YLR298C	XP_001588871.1
2155	OG0002155	YLR303W	XP_001595645.1
2156	OG0002156	YLR304C	XP_001587807.1
2157	OG0002157	YLR305C	XP_001586322.1
2158	OG0002158	YLR306W	XP_001595767.1
2159	OG0002159	YLR309C	XP_001595186.1
2160	OG0002160	YLR313C	XP_001593092.1
2161	OG0002161	YLR314C	XP_001585714.1
2162	OG0002162	YLR316C	XP_001595660.1
2163	OG0002163	YLR319C	XP_001588610.1
2164	OG0002164	YLR321C	XP_001596958.1
2165	OG0002165	YLR323C	XP_001587435.1
2166	OG0002166	YLR325C	XP_001587153.1
2167	OG0002167	YLR330W	XP_001594173.1
2168	OG0002168	YLR336C	XP_001587767.1
2169	OG0002169	YLR337C	XP_001592438.1
2170	OG0002170	YLR340W	XP_001584828.1
2171	OG0002171	YLR342W	XP_001586992.1
2172	OG0002172	YLR345W	XP_001590324.1
2173	OG0002173	YLR347C	XP_001584921.1
2174	OG0002174	YLR348C	XP_001593927.1
2175	OG0002175	YLR351C	XP_001588734.1
2176	OG0002176	YLR352W	XP_001593183.1
2177	OG0002177	YLR354C	XP_001598620.1
2178	OG0002178	YLR355C	XP_001595766.1
2179	OG0002179	YLR359W	XP_001596225.1
2180	OG0002180	YLR361C	XP_001586450.1
2181	OG0002181	YLR362W	XP_001598517.1
2182	OG0002182	YLR370C	XP_001597640.1
2183	OG0002183	YLR371W	XP_001595090.1
2184	OG0002184	YLR377C	XP_001587377.1
2185	OG0002185	YLR378C	XP_001598538.1
2186	OG0002186	YLR380W	XP_001587804.1
2187	OG0002187	YLR382C	XP_001598607.1
2188	OG0002188	YLR383W	XP_001587761.1
2189	OG0002189	YLR384C	XP_001595775.1
2190	OG0002190	YLR386W	XP_001587772.1
2191	OG0002191	YLR387C	XP_001585625.1
2192	OG0002192	YLR389C	XP_001590112.1
2193	OG0002193	YLR393W	XP_001592448.1
2194	OG0002194	YLR396C	XP_001589365.1
2195	OG0002195	YLR398C	XP_001587464.1
2196	OG0002196	YLR401C	XP_001592943.1
2197	OG0002197	YLR403W	XP_001592923.1
2198	OG0002198	YLR405W	XP_001592260.1
2199	OG0002199	YLR409C	XP_001589668.1
2200	OG0002200	YLR410W	XP_001589667.1
2201	OG0002201	YLR414C	XP_001588327.1
2202	OG0002202	YLR417W	XP_001590709.1
2203	OG0002203	YLR418C	XP_001591102.1
2204	OG0002204	YLR419W	XP_001587683.1
