	OrthologID	Ogataea_polymorpha	Saccharomyces_cerevisiae
2334	OG0002334	genemark-scaffold_5-processed-gene-11.40-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.40&CDS=1-1233	YAR018C
2335	OG0002335	genemark-scaffold_5-processed-gene-11.92-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.92&CDS=1-3462	YAR042W
2336	OG0002336	genemark-scaffold_5-processed-gene-11.41-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.41&CDS=1-693	YDR476C
2337	OG0002337	genemark-scaffold_5-processed-gene-11.42-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.42&CDS=1-969	YFR041C
2338	OG0002338	genemark-scaffold_5-processed-gene-11.43-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.43&CDS=1-894	YPL131W
2339	OG0002339	maker-scaffold_5-augustus-gene-11.218-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-11.218&CDS=1-2217	YBL055C
2340	OG0002340	maker-scaffold_5-snap-gene-11.123-mRNA-1_1&gene=maker-scaffold_5-snap-gene-11.123&CDS=1-1251	YBL057C
2341	OG0002341	genemark-scaffold_5-processed-gene-11.49-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.49&CDS=1-2295	YER091C
2342	OG0002342	augustus_masked-scaffold_5-processed-gene-11.167-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.167&CDS=1-2745	YER090W
2343	OG0002343	snap_masked-scaffold_5-processed-gene-11.324-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.324&CDS=1-1242	YGL196W
2344	OG0002344	genemark-scaffold_6-processed-gene-0.103-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.103&CDS=1-972	YDR400W
2345	OG0002345	genemark-scaffold_6-processed-gene-0.104-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.104&CDS=1-1152	YCL032W
2346	OG0002346	snap_masked-scaffold_6-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.34&CDS=1-864	YCL031C
2347	OG0002347	augustus_masked-scaffold_6-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.59&CDS=1-3063	YDR189W
2348	OG0002348	snap_masked-scaffold_6-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.35&CDS=1-1371	YDR190C
2349	OG0002349	augustus_masked-scaffold_6-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.81&CDS=1-1866	YNL168C
2350	OG0002350	genemark-scaffold_6-processed-gene-0.108-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.108&CDS=1-1956	YMR167W
2351	OG0002351	genemark-scaffold_6-processed-gene-0.134-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.134&CDS=1-1038	YMR166C
2352	OG0002352	genemark-scaffold_6-processed-gene-0.109-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.109&CDS=1-1128	YDL104C
2353	OG0002353	augustus_masked-scaffold_6-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.83&CDS=1-1056	YDL105W
2354	OG0002354	genemark-scaffold_6-processed-gene-0.136-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.136&CDS=1-1317	YDL106C
2355	OG0002355	genemark-scaffold_6-processed-gene-0.111-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.111&CDS=1-1326	YKL216W
2356	OG0002356	augustus_masked-scaffold_6-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.64&CDS=1-1494	YER082C
2357	OG0002357	augustus_masked-scaffold_6-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.88&CDS=1-4275	YIL075C
2358	OG0002358	genemark-scaffold_6-processed-gene-0.113-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.113&CDS=1-738	YGL123W
2359	OG0002359	genemark-scaffold_6-processed-gene-0.116-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.116&CDS=1-387	YER150W
2360	OG0002360	genemark-scaffold_6-processed-gene-0.118-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.118&CDS=1-1671	YER151C
2361	OG0002361	snap_masked-scaffold_6-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.48&CDS=1-3381	YDR407C
2362	OG0002362	genemark-scaffold_6-processed-gene-1.111-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.111&CDS=1-3060	YPL125W
2363	OG0002363	maker-scaffold_6-snap-gene-1.167-mRNA-1_1&gene=maker-scaffold_6-snap-gene-1.167&CDS=1-2040	YGL044C
2364	OG0002364	genemark-scaffold_6-processed-gene-1.112-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.112&CDS=1-1710	YMR105C
2365	OG0002365	genemark-scaffold_6-processed-gene-1.117-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.117&CDS=1-2352	YMR049C
2366	OG0002366	snap_masked-scaffold_6-processed-gene-1.2-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.2&CDS=1-1464	YER078C
2367	OG0002367	genemark-scaffold_6-processed-gene-1.118-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.118&CDS=1-1227	YER077C
2368	OG0002368	genemark-scaffold_6-processed-gene-1.143-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.143&CDS=1-3060	YLR129W
2369	OG0002369	genemark-scaffold_6-processed-gene-1.144-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.144&CDS=1-774	YLR128W
2370	OG0002370	snap_masked-scaffold_6-processed-gene-1.10-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.10&CDS=1-1872	YLR127C
2371	OG0002371	genemark-scaffold_6-processed-gene-1.145-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.145&CDS=1-4083	YLR419W
2372	OG0002372	genemark-scaffold_6-processed-gene-1.123-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.123&CDS=1-2679	YLR138W
2373	OG0002373	genemark-scaffold_6-processed-gene-1.124-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.124&CDS=1-1128	YLR130C
2374	OG0002374	genemark-scaffold_6-processed-gene-1.146-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.146&CDS=1-1296	YDL084W
2375	OG0002375	genemark-scaffold_6-processed-gene-1.125-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.125&CDS=1-1581	YML069W
2376	OG0002376	snap_masked-scaffold_6-processed-gene-1.14-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.14&CDS=1-2721	YDR089W
2377	OG0002377	genemark-scaffold_6-processed-gene-1.148-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.148&CDS=1-1224	YLR085C
2378	OG0002378	snap_masked-scaffold_6-processed-gene-1.38-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.38&CDS=1-2106	YLR277C
2379	OG0002379	genemark-scaffold_6-processed-gene-1.128-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.128&CDS=1-273	YLR438C-A
2380	OG0002380	snap_masked-scaffold_6-processed-gene-1.39-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.39&CDS=1-4182	YML059C
2381	OG0002381	genemark-scaffold_6-processed-gene-1.129-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.129&CDS=1-8295	YKL182W
2382	OG0002382	genemark-scaffold_6-processed-gene-1.131-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.131&CDS=1-957	YPL266W
2383	OG0002383	maker-scaffold_6-augustus-gene-1.108-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-1.108&CDS=1-2496	YPL263C
2384	OG0002384	genemark-scaffold_6-processed-gene-1.132-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.132&CDS=1-2886	YEL055C
2385	OG0002385	snap_masked-scaffold_6-processed-gene-1.45-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.45&CDS=1-732	YBR231C
2386	OG0002386	genemark-scaffold_6-processed-gene-1.133-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.133&CDS=1-1212	YBR233W
2387	OG0002387	augustus_masked-scaffold_6-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.99&CDS=1-3060	YGR163W
2388	OG0002388	genemark-scaffold_6-processed-gene-1.134-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.134&CDS=1-1098	YER046W
2389	OG0002389	augustus_masked-scaffold_6-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.100&CDS=1-3993	YOL023W
2390	OG0002390	genemark-scaffold_6-processed-gene-1.159-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.159&CDS=1-876	YKL172W
2391	OG0002391	augustus_masked-scaffold_6-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.81&CDS=1-1575	YJL167W
2392	OG0002392	snap_masked-scaffold_6-processed-gene-1.52-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.52&CDS=1-954	YJR062C
2393	OG0002393	genemark-scaffold_6-processed-gene-1.138-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.138&CDS=1-771	YKL207W
2394	OG0002394	snap_masked-scaffold_6-processed-gene-1.28-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.28&CDS=1-885	YMR281W
2395	OG0002395	augustus_masked-scaffold_6-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.104&CDS=1-3189	YGL159W
2396	OG0002396	genemark-scaffold_6-processed-gene-1.140-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.140&CDS=1-1209	YIL116W
2397	OG0002397	genemark-scaffold_6-processed-gene-1.164-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.164&CDS=1-876	YPR069C
2398	OG0002398	genemark-scaffold_6-processed-gene-2.48-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.48&CDS=1-1191	YOL052C
2399	OG0002399	genemark-scaffold_6-processed-gene-2.54-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.54&CDS=1-1575	YFR021W
2400	OG0002400	genemark-scaffold_6-processed-gene-2.50-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.50&CDS=1-2709	YOR005C
2401	OG0002401	augustus_masked-scaffold_6-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.18&CDS=1-1803	YKR035W-A
2402	OG0002402	snap_masked-scaffold_6-processed-gene-2.102-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.102&CDS=1-888	YKL019W
2403	OG0002403	genemark-scaffold_6-processed-gene-2.56-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.56&CDS=1-1302	YMR283C
2404	OG0002404	genemark-scaffold_6-processed-gene-2.79-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.79&CDS=1-1005	YGR192C
2405	OG0002405	genemark-scaffold_6-processed-gene-2.80-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.80&CDS=1-2826	YMR280C
2406	OG0002406	genemark-scaffold_6-processed-gene-2.58-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.58&CDS=1-1014	YBR065C
2407	OG0002407	snap_masked-scaffold_6-processed-gene-2.108-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.108&CDS=1-1857	YDR052C
2408	OG0002408	genemark-scaffold_6-processed-gene-2.82-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.82&CDS=1-1194	YOL022C
2409	OG0002409	maker-scaffold_6-snap-gene-2.13-mRNA-1_1&gene=maker-scaffold_6-snap-gene-2.13&CDS=1-2007	YFR016C
2410	OG0002410	genemark-scaffold_6-processed-gene-2.84-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.84&CDS=1-3039	YJL080C
2411	OG0002411	genemark-scaffold_6-processed-gene-2.86-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.86&CDS=1-1806	YOR204W
2412	OG0002412	genemark-scaffold_6-processed-gene-2.87-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.87&CDS=1-1167	YOR063W
2413	OG0002413	genemark-scaffold_6-processed-gene-2.62-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.62&CDS=1-1248	YOR303W
2414	OG0002414	snap_masked-scaffold_6-processed-gene-2.110-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.110&CDS=1-2043	YBR094W
2415	OG0002415	augustus_masked-scaffold_6-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.42&CDS=1-2739	YBR095C
2416	OG0002416	snap_masked-scaffold_6-processed-gene-2.138-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.138&CDS=1-945	YCR066W
2417	OG0002417	snap_masked-scaffold_6-processed-gene-2.116-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.116&CDS=1-177	YMR256C
2418	OG0002418	maker-scaffold_6-snap-gene-2.11-mRNA-1_1&gene=maker-scaffold_6-snap-gene-2.11&CDS=1-4773	YER014W
2419	OG0002419	augustus_masked-scaffold_6-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.31&CDS=1-5481	YML080W
2420	OG0002420	augustus_masked-scaffold_6-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.32&CDS=1-15783	YLR106C
2421	OG0002421	genemark-scaffold_6-processed-gene-3.3-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.3&CDS=1-1866	YKR029C
2422	OG0002422	genemark-scaffold_6-processed-gene-3.0-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.0&CDS=1-360	YJL104W
2423	OG0002423	genemark-scaffold_6-processed-gene-3.4-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.4&CDS=1-1290	YKR023W
2424	OG0002424	genemark-scaffold_6-processed-gene-3.5-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.5&CDS=1-1803	YJL106W
2425	OG0002425	genemark-scaffold_6-processed-gene-3.2-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.2&CDS=1-1764	YBR204C
2426	OG0002426	genemark-scaffold_6-processed-gene-3.39-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.39&CDS=1-633	YKL041W
2427	OG0002427	genemark-scaffold_6-processed-gene-3.9-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.9&CDS=1-777	YBR088C
2428	OG0002428	genemark-scaffold_6-processed-gene-3.40-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.40&CDS=1-555	YPR051W
2429	OG0002429	augustus_masked-scaffold_6-processed-gene-3.158-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.158&CDS=1-5826	YDR270W
2430	OG0002430	genemark-scaffold_6-processed-gene-3.16-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.16&CDS=1-633	YMR043W
2431	OG0002431	maker-scaffold_6-augustus-gene-3.176-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-3.176&CDS=1-2067	YNL229C
2432	OG0002432	augustus_masked-scaffold_6-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.142&CDS=1-945	YHR083W
2433	OG0002433	genemark-scaffold_6-processed-gene-3.45-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.45&CDS=1-2244	YPR089W
2434	OG0002434	augustus_masked-scaffold_6-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.143&CDS=1-3669	YAL002W
2435	OG0002435	genemark-scaffold_6-processed-gene-3.46-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.46&CDS=1-1047	YGL001C
2436	OG0002436	genemark-scaffold_6-processed-gene-3.21-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.21&CDS=1-1395	YHR018C
2437	OG0002437	genemark-scaffold_6-processed-gene-3.48-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.48&CDS=1-1986	YOR022C
2438	OG0002438	snap_masked-scaffold_6-processed-gene-3.92-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.92&CDS=1-1836	YLR424W
2439	OG0002439	genemark-scaffold_6-processed-gene-3.49-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.49&CDS=1-738	YKL195W
2440	OG0002440	genemark-scaffold_6-processed-gene-3.50-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.50&CDS=1-606	YKL196C
2441	OG0002441	genemark-scaffold_6-processed-gene-3.23-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.23&CDS=1-1353	YDL160C
2442	OG0002442	maker-scaffold_6-snap-gene-3.70-mRNA-1_1&gene=maker-scaffold_6-snap-gene-3.70&CDS=1-4161	YHR027C
2443	OG0002443	genemark-scaffold_6-processed-gene-3.54-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.54&CDS=1-1068	YNR074C
2444	OG0002444	genemark-scaffold_6-processed-gene-3.55-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.55&CDS=1-1152	YNL040W
2445	OG0002445	augustus_masked-scaffold_6-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.151&CDS=1-6372	YKR002W
2446	OG0002446	augustus_masked-scaffold_6-processed-gene-3.171-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.171&CDS=1-5337	YGR218W
2447	OG0002447	genemark-scaffold_6-processed-gene-3.35-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.35&CDS=1-864	YKL110C
2448	OG0002448	genemark-scaffold_6-processed-gene-4.2-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.2&CDS=1-1683	YDR232W
2449	OG0002449	genemark-scaffold_6-processed-gene-4.1-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.1&CDS=1-1548	YIL150C
2450	OG0002450	snap_masked-scaffold_6-processed-gene-4.130-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.130&CDS=1-3267	YIL147C
2451	OG0002451	augustus_masked-scaffold_6-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.87&CDS=1-1965	YKL001C
2452	OG0002452	genemark-scaffold_6-processed-gene-4.36-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.36&CDS=1-711	YML014W
2453	OG0002453	genemark-scaffold_6-processed-gene-4.7-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.7&CDS=1-1089	YNL035C
2454	OG0002454	genemark-scaffold_6-processed-gene-4.37-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.37&CDS=1-2148	YNL021W
2455	OG0002455	snap_masked-scaffold_6-processed-gene-4.135-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.135&CDS=1-1299	YNL022C
2456	OG0002456	genemark-scaffold_6-processed-gene-4.38-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.38&CDS=1-1116	YIL094C
2457	OG0002457	genemark-scaffold_6-processed-gene-4.39-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.39&CDS=1-1632	YIL023C
2458	OG0002458	maker-scaffold_6-snap-gene-4.105-mRNA-1_1&gene=maker-scaffold_6-snap-gene-4.105&CDS=1-3255	YIL026C
2459	OG0002459	genemark-scaffold_6-processed-gene-4.40-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.40&CDS=1-2004	YPR024W
2460	OG0002460	genemark-scaffold_6-processed-gene-4.12-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.12&CDS=1-330	YJR048W
2461	OG0002461	genemark-scaffold_6-processed-gene-4.41-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.41&CDS=1-2331	YGR200C
2462	OG0002462	genemark-scaffold_6-processed-gene-4.42-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.42&CDS=1-615	YAL003W
2463	OG0002463	augustus_masked-scaffold_6-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.73&CDS=1-4506	YHR002W
2464	OG0002464	genemark-scaffold_6-processed-gene-4.46-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.46&CDS=1-2448	YIR023W
2465	OG0002465	genemark-scaffold_6-processed-gene-4.20-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.20&CDS=1-1461	YMR098C
2466	OG0002466	augustus_masked-scaffold_6-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.97&CDS=1-1773	YCR012W
2467	OG0002467	maker-scaffold_6-augustus-gene-4.119-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-4.119&CDS=1-3954	YCR017C
2468	OG0002468	maker-scaffold_6-snap-gene-4.107-mRNA-1_1&gene=maker-scaffold_6-snap-gene-4.107&CDS=1-3741	YOR048C
2469	OG0002469	genemark-scaffold_6-processed-gene-4.27-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.27&CDS=1-957	YDR353W
2470	OG0002470	augustus_masked-scaffold_6-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.83&CDS=1-1335	YGL240W
2471	OG0002471	genemark-scaffold_6-processed-gene-4.31-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.31&CDS=1-1920	YHR039C
2472	OG0002472	genemark-scaffold_6-processed-gene-4.56-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.56&CDS=1-669	YHR038W
2473	OG0002473	genemark-scaffold_6-processed-gene-4.57-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.57&CDS=1-345	YHR087W
2474	OG0002474	augustus_masked-scaffold_6-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.104&CDS=1-4263	YDR334W
2475	OG0002475	genemark-scaffold_6-processed-gene-5.9-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.9&CDS=1-3285	YER110C
2476	OG0002476	genemark-scaffold_6-processed-gene-5.14-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.14&CDS=1-921	YGR231C
2477	OG0002477	genemark-scaffold_6-processed-gene-5.10-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.10&CDS=1-717	YGR232W
2478	OG0002478	snap_masked-scaffold_6-processed-gene-5.115-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.115&CDS=1-1482	YGR211W
2479	OG0002479	maker-scaffold_6-snap-gene-5.5-mRNA-1_1&gene=maker-scaffold_6-snap-gene-5.5&CDS=1-6378	YGR217W
2480	OG0002480	genemark-scaffold_6-processed-gene-5.43-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.43&CDS=1-312	YKL137W
2481	OG0002481	genemark-scaffold_6-processed-gene-5.15-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.15&CDS=1-597	YMR117C
2482	OG0002482	augustus_masked-scaffold_6-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.98&CDS=1-333	YKL138C
2483	OG0002483	genemark-scaffold_6-processed-gene-5.16-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.16&CDS=1-3225	YBL076C
2484	OG0002484	genemark-scaffold_6-processed-gene-5.45-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.45&CDS=1-2070	YER109C
2485	OG0002485	genemark-scaffold_6-processed-gene-5.18-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.18&CDS=1-552	YHR193C
2486	OG0002486	genemark-scaffold_6-processed-gene-5.47-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.47&CDS=1-762	YHR192W
2487	OG0002487	genemark-scaffold_6-processed-gene-5.19-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.19&CDS=1-453	YHR191C
2488	OG0002488	augustus_masked-scaffold_6-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.82&CDS=1-1989	YBL019W
2489	OG0002489	maker-scaffold_6-snap-gene-5.1-mRNA-1_1&gene=maker-scaffold_6-snap-gene-5.1&CDS=1-4461	YDL190C
2490	OG0002490	genemark-scaffold_6-processed-gene-5.27-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.27&CDS=1-570	YDL135C
2491	OG0002491	genemark-scaffold_6-processed-gene-5.52-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.52&CDS=1-1029	YDL188C
2492	OG0002492	genemark-scaffold_6-processed-gene-5.53-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.53&CDS=1-975	YDL183C
2493	OG0002493	genemark-scaffold_6-processed-gene-5.54-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.54&CDS=1-246	YDL181W
2494	OG0002494	genemark-scaffold_6-processed-gene-5.33-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.33&CDS=1-342	YGR215W
2495	OG0002495	maker-scaffold_6-snap-gene-5.2-mRNA-1_1&gene=maker-scaffold_6-snap-gene-5.2&CDS=1-3843	YGR225W
2496	OG0002496	genemark-scaffold_6-processed-gene-5.58-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.58&CDS=1-1467	YHR151C
2497	OG0002497	augustus_masked-scaffold_6-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.93&CDS=1-873	YGR127W
2498	OG0002498	augustus_masked-scaffold_6-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.94&CDS=1-3612	YIR029W
2499	OG0002499	genemark-scaffold_6-processed-gene-5.40-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.40&CDS=1-1038	YLR447C
2500	OG0002500	augustus_masked-scaffold_6-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.10&CDS=1-3507	YJR125C
2501	OG0002501	snap_masked-scaffold_6-processed-gene-6.38-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.38&CDS=1-2460	YML076C
2502	OG0002502	genemark-scaffold_6-processed-gene-6.94-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.94&CDS=1-1359	YMR027W
2503	OG0002503	snap_masked-scaffold_6-processed-gene-6.66-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.66&CDS=1-1119	YKL059C
2504	OG0002504	maker-scaffold_6-snap-gene-6.85-mRNA-1_1&gene=maker-scaffold_6-snap-gene-6.85&CDS=1-333	YKL058W
2505	OG0002505	genemark-scaffold_6-processed-gene-6.105-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.105&CDS=1-2457	YNR026C
2506	OG0002506	snap_masked-scaffold_6-processed-gene-6.68-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.68&CDS=1-891	YHL019C
2507	OG0002507	snap_masked-scaffold_6-processed-gene-6.48-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.48&CDS=1-327	YHL018W
2508	OG0002508	genemark-scaffold_6-processed-gene-6.95-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.95&CDS=1-1143	YBR087W
2509	OG0002509	snap_masked-scaffold_6-processed-gene-6.50-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.50&CDS=1-2793	YPR048W
