	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035302_Candida_fragi
2688	OG0002688	YMR226C	maker-flattened_line_10-snap-gene-0.43-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-0.43&CDS=1-1503
2689	OG0002689	YMR228W	snap_masked-flattened_line_10-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.54&CDS=1-1095
2690	OG0002690	YMR229C	snap_masked-flattened_line_10-processed-gene-1.74-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.74&CDS=1-5115
2691	OG0002691	YMR231W	snap_masked-flattened_line_10-processed-gene-2.75-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.75&CDS=1-2958
2692	OG0002692	YMR235C	snap_masked-flattened_line_122-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.17&CDS=1-1227
2693	OG0002693	YMR239C	augustus_masked-flattened_line_10-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.167&CDS=1-1782
2694	OG0002694	YMR240C	maker-flattened_line_40-augustus-gene-0.80-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.80&CDS=1-1704
2695	OG0002695	YMR241W	snap_masked-flattened_line_40-processed-gene-1.61-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.61&CDS=1-909
2696	OG0002696	YMR243C	augustus_masked-flattened_line_10-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.96&CDS=1-1278
2697	OG0002697	YMR244C-A	snap_masked-flattened_line_40-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.50&CDS=1-318
2698	OG0002698	YMR247C	snap_masked-flattened_line_36-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.12&CDS=1-4359
2699	OG0002699	YMR250W	snap_masked-flattened_line_0-processed-gene-3.89-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.89&CDS=1-1689
2700	OG0002700	YMR256C	snap_masked-flattened_line_8-processed-gene-2.68-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.68&CDS=1-183
2701	OG0002701	YMR258C	snap_masked-flattened_line_8-processed-gene-2.69-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.69&CDS=1-1809
2702	OG0002702	YMR259C	augustus_masked-flattened_line_0-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.77&CDS=1-4329
2703	OG0002703	YMR260C	snap_masked-flattened_line_0-processed-gene-3.45-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.45&CDS=1-459
2704	OG0002704	YMR262W	genemark-flattened_line_0-processed-gene-3.1-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.1&CDS=1-1032
2705	OG0002705	YMR263W	augustus_masked-flattened_line_26-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.95&CDS=1-444
2706	OG0002706	YMR264W	augustus_masked-flattened_line_26-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.96&CDS=1-546
2707	OG0002707	YMR268C	augustus_masked-flattened_line_82-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.31&CDS=1-2775
2708	OG0002708	YMR272C	snap_masked-flattened_line_82-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.51&CDS=1-1122
2709	OG0002709	YMR274C	snap_masked-flattened_line_82-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.48&CDS=1-498
2710	OG0002710	YMR276W	snap_masked-flattened_line_64-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.164&CDS=1-1065
2711	OG0002711	YMR277W	snap_masked-flattened_line_64-processed-gene-0.166-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.166&CDS=1-2439
2712	OG0002712	YMR278W	maker-flattened_line_104-augustus-gene-0.48-mRNA-1_1&gene=maker-flattened_line_104-augustus-gene-0.48&CDS=1-3348
2713	OG0002713	YMR280C	snap_masked-flattened_line_0-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.39&CDS=1-2886
2714	OG0002714	YMR281W	augustus_masked-flattened_line_0-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.112&CDS=1-918
2715	OG0002715	YMR283C	snap_masked-flattened_line_0-processed-gene-1.55-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.55&CDS=1-1332
2716	OG0002716	YMR284W	snap_masked-flattened_line_0-processed-gene-3.83-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.83&CDS=1-2334
2717	OG0002717	YMR285C	augustus_masked-flattened_line_4-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.80&CDS=1-1443
2718	OG0002718	YMR286W	snap_masked-flattened_line_0-processed-gene-5.94-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.94&CDS=1-273
2719	OG0002719	YMR287C	snap_masked-flattened_line_18-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.50&CDS=1-3321
2720	OG0002720	YMR288W	snap_masked-flattened_line_28-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.94&CDS=1-3195
2721	OG0002721	YMR289W	augustus_masked-flattened_line_4-processed-gene-4.185-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.185&CDS=1-840
2722	OG0002722	YMR290C	snap_masked-flattened_line_28-processed-gene-1.192-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.192&CDS=1-1674
2723	OG0002723	YMR292W	augustus_masked-flattened_line_28-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.107&CDS=1-417
2724	OG0002724	YMR293C	snap_masked-flattened_line_28-processed-gene-1.205-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.205&CDS=1-1344
2725	OG0002725	YMR294W	augustus_masked-flattened_line_28-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.148&CDS=1-1131
2726	OG0002726	YMR295C	snap_masked-flattened_line_52-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.126&CDS=1-567
2727	OG0002727	YMR296C	snap_masked-flattened_line_48-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.85&CDS=1-1662
2728	OG0002728	YMR300C	snap_masked-flattened_line_136-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.17&CDS=1-1587
2729	OG0002729	YMR301C	snap_masked-flattened_line_14-processed-gene-1.60-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.60&CDS=1-2073
2730	OG0002730	YMR302C	snap_masked-flattened_line_8-processed-gene-3.102-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.102&CDS=1-2661
2731	OG0002731	YMR304W	snap_masked-flattened_line_16-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.85&CDS=1-3762
2732	OG0002732	YMR305C	augustus_masked-flattened_line_86-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.42&CDS=1-540
2733	OG0002733	YMR308C	snap_masked-flattened_line_32-processed-gene-1.118-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.118&CDS=1-3282
2734	OG0002734	YMR310C	snap_masked-flattened_line_42-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.137&CDS=1-1161
2735	OG0002735	YMR313C	snap_masked-flattened_line_58-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.118&CDS=1-1779
2736	OG0002736	YMR314W	snap_masked-flattened_line_28-processed-gene-1.224-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.224&CDS=1-855
2737	OG0002737	YMR315W	snap_masked-flattened_line_4-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.32&CDS=1-1041
2738	OG0002738	YNL001W	maker-flattened_line_12-snap-gene-2.96-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-2.96&CDS=1-2325
2739	OG0002739	YNL002C	snap_masked-flattened_line_68-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.100&CDS=1-804
2740	OG0002740	YNL003C	snap_masked-flattened_line_68-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.99&CDS=1-1839
2741	OG0002741	YNL006W	snap_masked-flattened_line_68-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.101&CDS=1-996
2742	OG0002742	YNL007C	snap_masked-flattened_line_68-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.102&CDS=1-1029
2743	OG0002743	YNL010W	snap_masked-flattened_line_12-processed-gene-2.63-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.63&CDS=1-582
2744	OG0002744	YNL011C	snap_masked-flattened_line_8-processed-gene-3.66-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.66&CDS=1-1422
2745	OG0002745	YNL014W	snap_masked-flattened_line_36-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.9&CDS=1-3150
2746	OG0002746	YNL015W	snap_masked-flattened_line_30-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.115&CDS=1-231
2747	OG0002747	YNL016W	snap_masked-flattened_line_2-processed-gene-4.96-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.96&CDS=1-1206
2748	OG0002748	YNL021W	augustus_masked-flattened_line_16-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.138&CDS=1-2289
2749	OG0002749	YNL022C	snap_masked-flattened_line_16-processed-gene-2.61-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.61&CDS=1-1422
2750	OG0002750	YNL025C	genemark-flattened_line_2-processed-gene-4.185-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.185&CDS=1-921
2751	OG0002751	YNL026W	augustus_masked-flattened_line_2-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.57&CDS=1-1452
2752	OG0002752	YNL027W	snap_masked-flattened_line_2-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.5&CDS=1-999
2753	OG0002753	YNL029C	snap_masked-flattened_line_158-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.18&CDS=1-1521
2754	OG0002754	YNL032W	augustus_masked-flattened_line_158-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.1&CDS=1-816
2755	OG0002755	YNL035C	snap_masked-flattened_line_16-processed-gene-2.63-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.63&CDS=1-1215
2756	OG0002756	YNL036W	snap_masked-flattened_line_56-processed-gene-0.210-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.210&CDS=1-786
2757	OG0002757	YNL037C	augustus_masked-flattened_line_32-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.160&CDS=1-1083
2758	OG0002758	YNL038W	augustus_masked-flattened_line_16-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.106&CDS=1-645
2759	OG0002759	YNL039W	snap_masked-flattened_line_16-processed-gene-2.24-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.24&CDS=1-1998
2760	OG0002760	YNL040W	snap_masked-flattened_line_78-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.87&CDS=1-1302
2761	OG0002761	YNL041C	snap_masked-flattened_line_2-processed-gene-3.11-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.11&CDS=1-3393
2762	OG0002762	YNL042W	snap_masked-flattened_line_2-processed-gene-3.30-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.30&CDS=1-1371
2763	OG0002763	YNL045W	augustus_masked-flattened_line_106-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.59&CDS=1-2355
2764	OG0002764	YNL048W	snap_masked-flattened_line_0-processed-gene-5.83-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.83&CDS=1-1761
2765	OG0002765	YNL050C	genemark-flattened_line_54-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.20&CDS=1-4548
2766	OG0002766	YNL051W	snap_masked-flattened_line_54-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.86&CDS=1-1137
2767	OG0002767	YNL054W	snap_masked-flattened_line_54-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.110&CDS=1-2808
2768	OG0002768	YNL055C	augustus_masked-flattened_line_56-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.143&CDS=1-846
2769	OG0002769	YNL056W	snap_masked-flattened_line_56-processed-gene-0.216-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.216&CDS=1-735
2770	OG0002770	YNL059C	snap_masked-flattened_line_12-processed-gene-1.0-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.0&CDS=1-2283
2771	OG0002771	YNL061W	snap_masked-flattened_line_12-processed-gene-1.3-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.3&CDS=1-1818
2772	OG0002772	YNL062C	snap_masked-flattened_line_12-processed-gene-1.1-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.1&CDS=1-1374
2773	OG0002773	YNL063W	snap_masked-flattened_line_12-processed-gene-1.4-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.4&CDS=1-855
2774	OG0002774	YNL066W	augustus_masked-flattened_line_8-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.17&CDS=1-1206
2775	OG0002775	YNL070W	snap_masked-flattened_line_22-processed-gene-2.135-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.135&CDS=1-177
2776	OG0002776	YNL071W	snap_masked-flattened_line_22-processed-gene-2.137-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.137&CDS=1-1374
2777	OG0002777	YNL072W	maker-flattened_line_22-augustus-gene-2.0-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-2.0&CDS=1-1728
2778	OG0002778	YNL075W	snap_masked-flattened_line_158-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.20&CDS=1-852
2779	OG0002779	YNL080C	snap_masked-flattened_line_46-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.46&CDS=1-951
2780	OG0002780	YNL081C	maker-flattened_line_46-snap-gene-0.172-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-0.172&CDS=1-372
2781	OG0002781	YNL082W	snap_masked-flattened_line_46-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.12&CDS=1-2946
2782	OG0002782	YNL083W	snap_masked-flattened_line_46-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.11&CDS=1-1602
2783	OG0002783	YNL084C	snap_masked-flattened_line_46-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.44&CDS=1-1179
2784	OG0002784	YNL085W	augustus_masked-flattened_line_42-processed-gene-0.288-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.288&CDS=1-2388
2785	OG0002785	YNL088W	snap_masked-flattened_line_34-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.54&CDS=1-4197
2786	OG0002786	YNL090W	snap_masked-flattened_line_128-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.10&CDS=1-564
2787	OG0002787	YNL091W	augustus_masked-flattened_line_128-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.28&CDS=1-3366
2788	OG0002788	YNL092W	snap_masked-flattened_line_46-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.65&CDS=1-1170
2789	OG0002789	YNL094W	augustus_masked-flattened_line_2-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.43&CDS=1-1881
2790	OG0002790	YNL097C	snap_masked-flattened_line_120-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.1&CDS=1-1110
2791	OG0002791	YNL099C	snap_masked-flattened_line_120-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.3&CDS=1-576
2792	OG0002792	YNL102W	augustus_masked-flattened_line_0-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.122&CDS=1-7440
2793	OG0002793	YNL110C	snap_masked-flattened_line_26-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.26&CDS=1-705
2794	OG0002794	YNL111C	snap_masked-flattened_line_26-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.27&CDS=1-366
2795	OG0002795	YNL113W	augustus_masked-flattened_line_12-processed-gene-2.184-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.184&CDS=1-405
2796	OG0002796	YNL115C	snap_masked-flattened_line_152-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_152-processed-gene-0.15&CDS=1-1686
2797	OG0002797	YNL118C	snap_masked-flattened_line_46-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.7&CDS=1-2556
2798	OG0002798	YNL119W	augustus_masked-flattened_line_8-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.9&CDS=1-1287
2799	OG0002799	YNL122C	augustus_masked-flattened_line_8-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.14&CDS=1-270
2800	OG0002800	YNL124W	snap_masked-flattened_line_8-processed-gene-2.84-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.84&CDS=1-1890
2801	OG0002801	YNL125C	augustus_masked-flattened_line_154-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.17&CDS=1-1764
2802	OG0002802	YNL126W	snap_masked-flattened_line_10-processed-gene-2.68-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.68&CDS=1-2634
2803	OG0002803	YNL127W	snap_masked-flattened_line_10-processed-gene-2.37-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.37&CDS=1-2766
2804	OG0002804	YNL128W	snap_masked-flattened_line_10-processed-gene-2.36-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.36&CDS=1-972
2805	OG0002805	YNL129W	snap_masked-flattened_line_12-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.87&CDS=1-717
2806	OG0002806	YNL131W	snap_masked-flattened_line_10-processed-gene-2.84-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.84&CDS=1-426
2807	OG0002807	YNL132W	snap_masked-flattened_line_12-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.66&CDS=1-3138
2808	OG0002808	YNL135C	snap_masked-flattened_line_10-processed-gene-2.81-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.81&CDS=1-393
2809	OG0002809	YNL136W	snap_masked-flattened_line_12-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.2&CDS=1-1116
2810	OG0002810	YNL137C	snap_masked-flattened_line_12-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.5&CDS=1-1401
2811	OG0002811	YNL138W	augustus_masked-flattened_line_12-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.41&CDS=1-1563
2812	OG0002812	YNL138W-A	snap_masked-flattened_line_0-processed-gene-3.70-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.70&CDS=1-285
2813	OG0002813	YNL139C	snap_masked-flattened_line_4-processed-gene-2.116-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.116&CDS=1-4494
2814	OG0002814	YNL141W	snap_masked-flattened_line_62-processed-gene-0.184-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.184&CDS=1-1059
2815	OG0002815	YNL142W	snap_masked-flattened_line_54-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.109&CDS=1-1494
2816	OG0002816	YNL147W	genemark-flattened_line_84-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.58&CDS=1-372
2817	OG0002817	YNL149C	augustus_masked-flattened_line_84-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.81&CDS=1-993
2818	OG0002818	YNL151C	snap_masked-flattened_line_84-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.19&CDS=1-639
2819	OG0002819	YNL152W	snap_masked-flattened_line_84-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.7&CDS=1-1866
2820	OG0002820	YNL153C	augustus_masked-flattened_line_32-processed-gene-1.198-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.198&CDS=1-390
2821	OG0002821	YNL155W	snap_masked-flattened_line_2-processed-gene-4.90-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.90&CDS=1-771
2822	OG0002822	YNL161W	genemark-flattened_line_20-processed-gene-2.120-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.120&CDS=1-2565
2823	OG0002823	YNL163C	snap_masked-flattened_line_136-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.21&CDS=1-3117
2824	OG0002824	YNL164C	snap_masked-flattened_line_136-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.20&CDS=1-1365
2825	OG0002825	YNL168C	snap_masked-flattened_line_24-processed-gene-1.134-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.134&CDS=1-699
2826	OG0002826	YNL169C	snap_masked-flattened_line_6-processed-gene-2.8-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.8&CDS=1-6006
2827	OG0002827	YNL175C	snap_masked-flattened_line_84-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.34&CDS=1-1266
2828	OG0002828	YNL177C	maker-flattened_line_48-snap-gene-0.70-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.70&CDS=1-1035
2829	OG0002829	YNL178W	snap_masked-flattened_line_14-processed-gene-2.144-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.144&CDS=1-711
2830	OG0002830	YNL181W	snap_masked-flattened_line_48-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.107&CDS=1-1314
2831	OG0002831	YNL182C	snap_masked-flattened_line_48-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.75&CDS=1-1443
2832	OG0002832	YNL185C	augustus_masked-flattened_line_48-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.4&CDS=1-435
2833	OG0002833	YNL186W	snap_masked-flattened_line_48-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.110&CDS=1-2034
2834	OG0002834	YNL189W	snap_masked-flattened_line_108-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.49&CDS=1-1629
2835	OG0002835	YNL191W	augustus_masked-flattened_line_16-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.146&CDS=1-1041
2836	OG0002836	YNL193W	snap_masked-flattened_line_2-processed-gene-2.60-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.60&CDS=1-1575
2837	OG0002837	YNL200C	snap_masked-flattened_line_74-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.120&CDS=1-690
2838	OG0002838	YNL201C	snap_masked-flattened_line_74-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.116&CDS=1-2406
2839	OG0002839	YNL202W	snap_masked-flattened_line_58-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.115&CDS=1-861
2840	OG0002840	YNL206C	snap_masked-flattened_line_152-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_152-processed-gene-0.12&CDS=1-1335
2841	OG0002841	YNL207W	snap_masked-flattened_line_46-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.8&CDS=1-1281
2842	OG0002842	YNL211C	snap_masked-flattened_line_12-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.48&CDS=1-267
2843	OG0002843	YNL212W	snap_masked-flattened_line_12-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.78&CDS=1-1593
2844	OG0002844	YNL213C	snap_masked-flattened_line_12-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.49&CDS=1-648
2845	OG0002845	YNL216W	snap_masked-flattened_line_86-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.104&CDS=1-1848
2846	OG0002846	YNL217W	snap_masked-flattened_line_86-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.103&CDS=1-1251
2847	OG0002847	YNL218W	snap_masked-flattened_line_114-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.85&CDS=1-2232
2848	OG0002848	YNL220W	maker-flattened_line_62-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_62-augustus-gene-0.1&CDS=1-2772
2849	OG0002849	YNL221C	snap_masked-flattened_line_4-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.21&CDS=1-2280
2850	OG0002850	YNL222W	snap_masked-flattened_line_4-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.22&CDS=1-702
2851	OG0002851	YNL223W	snap_masked-flattened_line_4-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.23&CDS=1-1572
2852	OG0002852	YNL224C	snap_masked-flattened_line_4-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.2&CDS=1-2460
2853	OG0002853	YNL227C	snap_masked-flattened_line_4-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.24&CDS=1-1779
