	OrthologID	Saccharomyces_cerevisiae	yHAB134_Kazachstania_turicensis
3017	OG0003017	YML032C	augustus_masked-scf7180000049518-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-scf7180000049518-processed-gene-0.130&CDS=1-1434
3018	OG0003018	YML034W	maker-scf7180000049518-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000049518-snap-gene-0.0&CDS=1-2766
3019	OG0003019	YML035C	augustus_masked-scf7180000049518-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-scf7180000049518-processed-gene-0.129&CDS=1-2400
3020	OG0003020	YML036W	augustus_masked-scf7180000049518-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scf7180000049518-processed-gene-0.89&CDS=1-507
3021	OG0003021	YML037C	snap_masked-scf7180000049518-processed-gene-0.57-mRNA-1_1&gene=snap_masked-scf7180000049518-processed-gene-0.57&CDS=1-1467
3022	OG0003022	YML038C	augustus_masked-scf7180000049518-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-scf7180000049518-processed-gene-0.127&CDS=1-1338
3023	OG0003023	YML041C	augustus_masked-scf7180000049518-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-scf7180000049518-processed-gene-0.132&CDS=1-780
3024	OG0003024	YML042W	augustus_masked-scf7180000049518-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-scf7180000049518-processed-gene-0.134&CDS=1-1977
3025	OG0003025	YML043C	augustus_masked-scf7180000049466-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000049466-processed-gene-0.13&CDS=1-1200
3026	OG0003026	YML046W	augustus_masked-scf7180000049483-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000049483-processed-gene-0.16&CDS=1-1965
3027	OG0003027	YML048W	augustus_masked-scf7180000049483-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000049483-processed-gene-0.17&CDS=1-1185
3028	OG0003028	YML049C	augustus_masked-scf7180000049483-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000049483-processed-gene-0.13&CDS=1-3900
3029	OG0003029	YML051W	genemark-scf7180000049483-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000049483-processed-gene-0.9&CDS=1-1308
3030	OG0003030	YML054C	augustus_masked-scf7180000049515-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-1.163&CDS=1-1848
3031	OG0003031	YML055W	augustus_masked-scf7180000049515-processed-gene-1.195-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-1.195&CDS=1-504
3032	OG0003032	YML057W	augustus_masked-scf7180000049515-processed-gene-1.196-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-1.196&CDS=1-1830
3033	OG0003033	YML058W	snap_masked-scf7180000049515-processed-gene-1.56-mRNA-1_1&gene=snap_masked-scf7180000049515-processed-gene-1.56&CDS=1-306
3034	OG0003034	YML059C	augustus_masked-scf7180000049515-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-1.165&CDS=1-4494
3035	OG0003035	YML060W	augustus_masked-scf7180000049515-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-1.199&CDS=1-1125
3036	OG0003036	YML061C	snap_masked-scf7180000049515-processed-gene-1.22-mRNA-1_1&gene=snap_masked-scf7180000049515-processed-gene-1.22&CDS=1-2469
3037	OG0003037	YML062C	snap_masked-scf7180000049515-processed-gene-1.23-mRNA-1_1&gene=snap_masked-scf7180000049515-processed-gene-1.23&CDS=1-1182
3038	OG0003038	YML064C	augustus_masked-scf7180000049515-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-1.167&CDS=1-735
3039	OG0003039	YML067C	augustus_masked-scf7180000049515-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-1.168&CDS=1-1062
3040	OG0003040	YML068W	genemark-scf7180000049515-processed-gene-1.136-mRNA-1_1&gene=genemark-scf7180000049515-processed-gene-1.136&CDS=1-1389
3041	OG0003041	YML069W	augustus_masked-scf7180000049515-processed-gene-1.203-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-1.203&CDS=1-1650
3042	OG0003042	YML070W	augustus_masked-scf7180000049515-processed-gene-1.204-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-1.204&CDS=1-1752
3043	OG0003043	YML071C	augustus_masked-scf7180000049515-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-1.169&CDS=1-1740
3044	OG0003044	YML072C	maker-scf7180000049515-augustus-gene-1.217-mRNA-1_1&gene=maker-scf7180000049515-augustus-gene-1.217&CDS=1-4497
3045	OG0003045	YML076C	augustus_masked-scf7180000049515-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-1.173&CDS=1-3021
3046	OG0003046	YML077W	snap_masked-scf7180000049515-processed-gene-1.63-mRNA-1_1&gene=snap_masked-scf7180000049515-processed-gene-1.63&CDS=1-390
3047	OG0003047	YML078W	augustus_masked-scf7180000049588-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.14&CDS=1-549
3048	OG0003048	YML079W	augustus_masked-scf7180000049588-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.13&CDS=1-618
3049	OG0003049	YML080W	augustus_masked-scf7180000049581-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.100&CDS=1-1236
3050	OG0003050	YML081C-A	snap_masked-scf7180000049581-processed-gene-4.65-mRNA-1_1&gene=snap_masked-scf7180000049581-processed-gene-4.65&CDS=1-186
3051	OG0003051	YML086C	genemark-scf7180000049558-processed-gene-0.170-mRNA-1_1&gene=genemark-scf7180000049558-processed-gene-0.170&CDS=1-1575
3052	OG0003052	YML088W	augustus_masked-scf7180000049558-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.143&CDS=1-2109
3053	OG0003053	YML091C	snap_masked-scf7180000049558-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scf7180000049558-processed-gene-0.33&CDS=1-3774
3054	OG0003054	YML092C	augustus_masked-scf7180000049558-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.113&CDS=1-750
3055	OG0003055	YML093W	augustus_masked-scf7180000049558-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.144&CDS=1-2712
3056	OG0003056	YML095C	augustus_masked-scf7180000049589-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000049589-processed-gene-0.24&CDS=1-630
3057	OG0003057	YML096W	maker-scf7180000049558-augustus-gene-0.87-mRNA-1_1&gene=maker-scf7180000049558-augustus-gene-0.87&CDS=1-1995
3058	OG0003058	YML097C	snap_masked-scf7180000049589-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000049589-processed-gene-0.39&CDS=1-1446
3059	OG0003059	YML098W	augustus_masked-scf7180000049589-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000049589-processed-gene-0.16&CDS=1-498
3060	OG0003060	YML099C	maker-scf7180000049558-snap-gene-0.3-mRNA-1_1&gene=maker-scf7180000049558-snap-gene-0.3&CDS=1-2832
3061	OG0003061	YML102W	augustus_masked-scf7180000049411-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000049411-processed-gene-0.5&CDS=1-1629
3062	OG0003062	YML103C	augustus_masked-scf7180000049325-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000049325-processed-gene-0.17&CDS=1-5067
3063	OG0003063	YML104C	augustus_masked-scf7180000049325-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000049325-processed-gene-0.14&CDS=1-3453
3064	OG0003064	YML105C	augustus_masked-scf7180000049325-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000049325-processed-gene-0.15&CDS=1-831
3065	OG0003065	YML106W	augustus_masked-scf7180000049325-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000049325-processed-gene-0.16&CDS=1-672
3066	OG0003066	YML108W	snap_masked-scf7180000049325-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000049325-processed-gene-0.1&CDS=1-336
3067	OG0003067	YML109W	augustus_masked-scf7180000049325-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000049325-processed-gene-0.12&CDS=1-3405
3068	OG0003068	YML110C	augustus_masked-scf7180000049417-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000049417-processed-gene-0.19&CDS=1-819
3069	OG0003069	YML112W	augustus_masked-scf7180000049417-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000049417-processed-gene-0.23&CDS=1-978
3070	OG0003070	YML113W	snap_masked-scf7180000049417-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000049417-processed-gene-0.6&CDS=1-1128
3071	OG0003071	YML114C	augustus_masked-scf7180000049417-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000049417-processed-gene-0.20&CDS=1-2043
3072	OG0003072	YML115C	augustus_masked-scf7180000049417-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000049417-processed-gene-0.21&CDS=1-1545
3073	OG0003073	YML117W	augustus_masked-scf7180000049417-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000049417-processed-gene-0.26&CDS=1-3438
3074	OG0003074	YML119W	snap_masked-scf7180000049589-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000049589-processed-gene-0.35&CDS=1-1677
3075	OG0003075	YML120C	augustus_masked-scf7180000049589-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000049589-processed-gene-0.30&CDS=1-1596
3076	OG0003076	YML121W	augustus_masked-scf7180000049589-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000049589-processed-gene-0.19&CDS=1-939
3077	OG0003077	YML123C	augustus_masked-scf7180000049589-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000049589-processed-gene-0.29&CDS=1-1803
3078	OG0003078	YML126C	augustus_masked-scf7180000049558-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.111&CDS=1-1383
3079	OG0003079	YML127W	augustus_masked-scf7180000049589-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000049589-processed-gene-0.17&CDS=1-1788
3080	OG0003080	YML128C	augustus_masked-scf7180000049589-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000049589-processed-gene-0.26&CDS=1-1869
3081	OG0003081	YML129C	augustus_masked-scf7180000049589-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000049589-processed-gene-0.25&CDS=1-201
3082	OG0003082	YML130C	snap_masked-scf7180000049589-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000049589-processed-gene-0.38&CDS=1-1833
3083	OG0003083	YML131W	augustus_masked-scf7180000049559-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000049559-processed-gene-0.37&CDS=1-1104
3084	OG0003084	YMR001C	augustus_masked-scf7180000049466-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000049466-processed-gene-0.11&CDS=1-2127
3085	OG0003085	YMR002W	augustus_masked-scf7180000049466-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000049466-processed-gene-0.7&CDS=1-522
3086	OG0003086	YMR004W	augustus_masked-scf7180000049513-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000049513-processed-gene-0.9&CDS=1-1659
3087	OG0003087	YMR005W	augustus_masked-scf7180000049466-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000049466-processed-gene-0.8&CDS=1-1140
3088	OG0003088	YMR009W	augustus_masked-scf7180000049590-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-1.42&CDS=1-531
3089	OG0003089	YMR010W	augustus_masked-scf7180000049590-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-1.43&CDS=1-1182
3090	OG0003090	YMR012W	maker-scf7180000049564-augustus-gene-0.55-mRNA-1_1&gene=maker-scf7180000049564-augustus-gene-0.55&CDS=1-3819
3091	OG0003091	YMR013C	genemark-scf7180000049564-processed-gene-0.90-mRNA-1_1&gene=genemark-scf7180000049564-processed-gene-0.90&CDS=1-819
3092	OG0003092	YMR014W	augustus_masked-scf7180000049564-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.1&CDS=1-1398
3093	OG0003093	YMR015C	augustus_masked-scf7180000049564-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.27&CDS=1-1590
3094	OG0003094	YMR019W	augustus_masked-scf7180000049470-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000049470-processed-gene-0.72&CDS=1-2424
3095	OG0003095	YMR020W	maker-scf7180000049470-augustus-gene-0.104-mRNA-1_1&gene=maker-scf7180000049470-augustus-gene-0.104&CDS=1-1452
3096	OG0003096	YMR021C	augustus_masked-scf7180000049470-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scf7180000049470-processed-gene-0.98&CDS=1-1416
3097	OG0003097	YMR022W	augustus_masked-scf7180000049470-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000049470-processed-gene-0.74&CDS=1-495
3098	OG0003098	YMR023C	augustus_masked-scf7180000049470-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scf7180000049470-processed-gene-0.99&CDS=1-1560
3099	OG0003099	YMR024W	snap_masked-scf7180000049470-processed-gene-0.130-mRNA-1_1&gene=snap_masked-scf7180000049470-processed-gene-0.130&CDS=1-1014
3100	OG0003100	YMR025W	snap_masked-scf7180000049470-processed-gene-0.131-mRNA-1_1&gene=snap_masked-scf7180000049470-processed-gene-0.131&CDS=1-849
3101	OG0003101	YMR026C	augustus_masked-scf7180000049470-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scf7180000049470-processed-gene-0.100&CDS=1-1161
3102	OG0003102	YMR027W	augustus_masked-scf7180000049470-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000049470-processed-gene-0.77&CDS=1-1419
3103	OG0003103	YMR028W	augustus_masked-scf7180000049470-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scf7180000049470-processed-gene-0.78&CDS=1-1146
3104	OG0003104	YMR029C	snap_masked-scf7180000049572-processed-gene-0.127-mRNA-1_1&gene=snap_masked-scf7180000049572-processed-gene-0.127&CDS=1-1464
3105	OG0003105	YMR032W	augustus_masked-scf7180000049572-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.61&CDS=1-2004
3106	OG0003106	YMR033W	augustus_masked-scf7180000049487-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000049487-processed-gene-0.85&CDS=1-1416
3107	OG0003107	YMR034C	genemark-scf7180000049572-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000049572-processed-gene-0.28&CDS=1-1308
3108	OG0003108	YMR035W	augustus_masked-scf7180000049572-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.62&CDS=1-519
3109	OG0003109	YMR036C	augustus_masked-scf7180000049572-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.84&CDS=1-1629
3110	OG0003110	YMR038C	augustus_masked-scf7180000049572-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.86&CDS=1-708
3111	OG0003111	YMR039C	augustus_masked-scf7180000049572-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.87&CDS=1-957
3112	OG0003112	YMR041C	augustus_masked-scf7180000049572-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.88&CDS=1-1146
3113	OG0003113	YMR042W	snap_masked-scf7180000049572-processed-gene-0.109-mRNA-1_1&gene=snap_masked-scf7180000049572-processed-gene-0.109&CDS=1-462
3114	OG0003114	YMR043W	augustus_masked-scf7180000049545-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000049545-processed-gene-0.10&CDS=1-660
3115	OG0003115	YMR044W	genemark-scf7180000049572-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000049572-processed-gene-0.6&CDS=1-1218
3116	OG0003116	YMR048W	augustus_masked-scf7180000049572-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.89&CDS=1-1332
3117	OG0003117	YMR049C	snap_masked-scf7180000049545-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000049545-processed-gene-0.0&CDS=1-2412
3118	OG0003118	YMR050C	augustus_masked-scf7180000049588-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-2.8&CDS=1-480
3119	OG0003119	YMR052W	snap_masked-scf7180000049518-processed-gene-0.79-mRNA-1_1&gene=snap_masked-scf7180000049518-processed-gene-0.79&CDS=1-648
3120	OG0003120	YMR055C	augustus_masked-scf7180000049448-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000049448-processed-gene-0.13&CDS=1-777
3121	OG0003121	YMR058W	genemark-scf7180000049588-processed-gene-0.70-mRNA-1_1&gene=genemark-scf7180000049588-processed-gene-0.70&CDS=1-1866
3122	OG0003122	YMR059W	snap_masked-scf7180000049518-processed-gene-0.77-mRNA-1_1&gene=snap_masked-scf7180000049518-processed-gene-0.77&CDS=1-381
3123	OG0003123	YMR061W	augustus_masked-scf7180000049588-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-0.30&CDS=1-1974
3124	OG0003124	YMR062C	augustus_masked-scf7180000049588-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-0.11&CDS=1-1272
3125	OG0003125	YMR063W	snap_masked-scf7180000049588-processed-gene-0.109-mRNA-1_1&gene=snap_masked-scf7180000049588-processed-gene-0.109&CDS=1-669
3126	OG0003126	YMR065W	augustus_masked-scf7180000049588-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-0.28&CDS=1-2442
3127	OG0003127	YMR066W	snap_masked-scf7180000049588-processed-gene-0.105-mRNA-1_1&gene=snap_masked-scf7180000049588-processed-gene-0.105&CDS=1-3150
3128	OG0003128	YMR067C	augustus_masked-scf7180000049588-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-0.9&CDS=1-1266
3129	OG0003129	YMR068W	augustus_masked-scf7180000049588-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-0.26&CDS=1-1302
3130	OG0003130	YMR069W	augustus_masked-scf7180000049547-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000049547-processed-gene-0.20&CDS=1-804
3131	OG0003131	YMR070W	augustus_masked-scf7180000049547-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000049547-processed-gene-0.21&CDS=1-1455
3132	OG0003132	YMR071C	augustus_masked-scf7180000049547-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000049547-processed-gene-0.25&CDS=1-501
3133	OG0003133	YMR072W	augustus_masked-scf7180000049547-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000049547-processed-gene-0.22&CDS=1-570
3134	OG0003134	YMR073C	augustus_masked-scf7180000049547-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000049547-processed-gene-0.26&CDS=1-717
3135	OG0003135	YMR074C	augustus_masked-scf7180000049547-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000049547-processed-gene-0.27&CDS=1-429
3136	OG0003136	YMR075W	snap_masked-scf7180000049547-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000049547-processed-gene-0.8&CDS=1-2052
3137	OG0003137	YMR076C	augustus_masked-scf7180000049547-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000049547-processed-gene-0.28&CDS=1-3831
3138	OG0003138	YMR077C	snap_masked-scf7180000049454-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000049454-processed-gene-0.0&CDS=1-657
3139	OG0003139	YMR078C	augustus_masked-scf7180000049573-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000049573-processed-gene-0.0&CDS=1-2220
3140	OG0003140	YMR079W	genemark-scf7180000049573-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000049573-processed-gene-0.27&CDS=1-906
3141	OG0003141	YMR080C	augustus_masked-scf7180000049573-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000049573-processed-gene-0.11&CDS=1-2862
3142	OG0003142	YMR081C	snap_masked-scf7180000049573-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scf7180000049573-processed-gene-0.50&CDS=1-537
3143	OG0003143	YMR083W	snap_masked-scf7180000049586-processed-gene-1.102-mRNA-1_1&gene=snap_masked-scf7180000049586-processed-gene-1.102&CDS=1-999
3144	OG0003144	YMR086W	snap_masked-scf7180000049586-processed-gene-1.101-mRNA-1_1&gene=snap_masked-scf7180000049586-processed-gene-1.101&CDS=1-3993
3145	OG0003145	YMR087W	genemark-scf7180000049586-processed-gene-1.64-mRNA-1_1&gene=genemark-scf7180000049586-processed-gene-1.64&CDS=1-807
3146	OG0003146	YMR088C	augustus_masked-scf7180000049586-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-1.17&CDS=1-1725
3147	OG0003147	YMR090W	augustus_masked-scf7180000049586-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-1.28&CDS=1-690
3148	OG0003148	YMR092C	augustus_masked-scf7180000049586-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-1.15&CDS=1-3183
3149	OG0003149	YMR093W	snap_masked-scf7180000049581-processed-gene-4.58-mRNA-1_1&gene=snap_masked-scf7180000049581-processed-gene-4.58&CDS=1-1542
3150	OG0003150	YMR094W	snap_masked-scf7180000049581-processed-gene-4.57-mRNA-1_1&gene=snap_masked-scf7180000049581-processed-gene-4.57&CDS=1-1365
3151	OG0003151	YMR097C	genemark-scf7180000049581-processed-gene-4.154-mRNA-1_1&gene=genemark-scf7180000049581-processed-gene-4.154&CDS=1-1095
3152	OG0003152	YMR098C	snap_masked-scf7180000049581-processed-gene-4.27-mRNA-1_1&gene=snap_masked-scf7180000049581-processed-gene-4.27&CDS=1-1860
3153	OG0003153	YMR099C	augustus_masked-scf7180000049581-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.117&CDS=1-891
3154	OG0003154	YMR100W	augustus_masked-scf7180000049581-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.116&CDS=1-1983
3155	OG0003155	YMR101C	genemark-scf7180000049581-processed-gene-4.151-mRNA-1_1&gene=genemark-scf7180000049581-processed-gene-4.151&CDS=1-810
3156	OG0003156	YMR106C	snap_masked-scf7180000049581-processed-gene-4.22-mRNA-1_1&gene=snap_masked-scf7180000049581-processed-gene-4.22&CDS=1-1974
3157	OG0003157	YMR107W	augustus_masked-scf7180000049581-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.115&CDS=1-387
3158	OG0003158	YMR108W	augustus_masked-scf7180000049581-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.114&CDS=1-2079
3159	OG0003159	YMR109W	augustus_masked-scf7180000049463-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000049463-processed-gene-0.3&CDS=1-3675
3160	OG0003160	YMR110C	augustus_masked-scf7180000049581-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.85&CDS=1-1596
3161	OG0003161	YMR111C	augustus_masked-scf7180000049581-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.84&CDS=1-1794
3162	OG0003162	YMR112C	augustus_masked-scf7180000049581-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.83&CDS=1-699
3163	OG0003163	YMR113W	snap_masked-scf7180000049463-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scf7180000049463-processed-gene-0.52&CDS=1-1284
3164	OG0003164	YMR114C	augustus_masked-scf7180000049581-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.82&CDS=1-1092
3165	OG0003165	YMR115W	augustus_masked-scf7180000049581-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.113&CDS=1-1428
3166	OG0003166	YMR116C	maker-scf7180000049581-snap-gene-4.0-mRNA-1_1&gene=maker-scf7180000049581-snap-gene-4.0&CDS=1-957
3167	OG0003167	YMR117C	snap_masked-scf7180000049581-processed-gene-4.16-mRNA-1_1&gene=snap_masked-scf7180000049581-processed-gene-4.16&CDS=1-738
3168	OG0003168	YMR119W	augustus_masked-scf7180000049581-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.112&CDS=1-1965
3169	OG0003169	YMR122W-A	augustus_masked-scf7180000049581-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.111&CDS=1-258
3170	OG0003170	YMR123W	augustus_masked-scf7180000049581-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.110&CDS=1-363
3171	OG0003171	YMR124W	snap_masked-scf7180000049581-processed-gene-4.46-mRNA-1_1&gene=snap_masked-scf7180000049581-processed-gene-4.46&CDS=1-3144
3172	OG0003172	YMR125W	augustus_masked-scf7180000049581-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.108&CDS=1-2589
3173	OG0003173	YMR126C	genemark-scf7180000049581-processed-gene-4.139-mRNA-1_1&gene=genemark-scf7180000049581-processed-gene-4.139&CDS=1-1161
3174	OG0003174	YMR127C	snap_masked-scf7180000049581-processed-gene-4.11-mRNA-1_1&gene=snap_masked-scf7180000049581-processed-gene-4.11&CDS=1-1155
3175	OG0003175	YMR128W	augustus_masked-scf7180000049463-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000049463-processed-gene-0.11&CDS=1-3777
3176	OG0003176	YMR129W	augustus_masked-scf7180000049581-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.107&CDS=1-4167
3177	OG0003177	YMR130W	augustus_masked-scf7180000049581-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.106&CDS=1-912
3178	OG0003178	YMR131C	augustus_masked-scf7180000049581-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.77&CDS=1-1578
3179	OG0003179	YMR132C	augustus_masked-scf7180000049581-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.76&CDS=1-615
3180	OG0003180	YMR133W	snap_masked-scf7180000049581-processed-gene-4.43-mRNA-1_1&gene=snap_masked-scf7180000049581-processed-gene-4.43&CDS=1-1356
3181	OG0003181	YMR134W	snap_masked-scf7180000049581-processed-gene-4.42-mRNA-1_1&gene=snap_masked-scf7180000049581-processed-gene-4.42&CDS=1-432
