	OrthologID	Saccharomyces_cerevisiae	Spathaspora_hagerdaliae
2501	OG0002501	YLR395C	snap_masked-LQHL01001860.1-processed-gene-0.160-mRNA-1_1&gene=snap_masked-LQHL01001860.1-processed-gene-0.160&CDS=1-261
2502	OG0002502	YLR396C	genemark-LQHL01001860.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQHL01001860.1-processed-gene-0.46&CDS=1-2154
2503	OG0002503	YLR397C	genemark-LQHL01001834.1-processed-gene-0.39-mRNA-1_1&gene=genemark-LQHL01001834.1-processed-gene-0.39&CDS=1-2319
2504	OG0002504	YLR398C	maker-LQHL01001834.1-snap-gene-0.7-mRNA-1_1&gene=maker-LQHL01001834.1-snap-gene-0.7&CDS=1-4662
2505	OG0002505	YLR399C	genemark-LQHL01001718.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQHL01001718.1-processed-gene-0.2&CDS=1-2235
2506	OG0002506	YLR401C	genemark-LQHL01001810.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQHL01001810.1-processed-gene-0.8&CDS=1-1857
2507	OG0002507	YLR403W	genemark-LQHL01001490.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQHL01001490.1-processed-gene-0.3&CDS=1-1251
2508	OG0002508	YLR405W	genemark-LQHL01001718.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQHL01001718.1-processed-gene-0.3&CDS=1-1053
2509	OG0002509	YLR407W	genemark-LQHL01001810.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQHL01001810.1-processed-gene-0.15&CDS=1-1110
2510	OG0002510	YLR409C	genemark-LQHL01001810.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQHL01001810.1-processed-gene-0.18&CDS=1-2826
2511	OG0002511	YLR410W	genemark-LQHL01001701.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQHL01001701.1-processed-gene-0.21&CDS=1-3663
2512	OG0002512	YLR411W	augustus_masked-LQHL01001835.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LQHL01001835.1-processed-gene-0.43&CDS=1-1581
2513	OG0002513	YLR417W	genemark-LQHL01001860.1-processed-gene-0.28-mRNA-1_1&gene=genemark-LQHL01001860.1-processed-gene-0.28&CDS=1-1974
2514	OG0002514	YLR418C	genemark-LQHL01001804.1-processed-gene-0.56-mRNA-1_1&gene=genemark-LQHL01001804.1-processed-gene-0.56&CDS=1-1119
2515	OG0002515	YLR419W	maker-LQHL01001611.1-augustus-gene-0.14-mRNA-1_1&gene=maker-LQHL01001611.1-augustus-gene-0.14&CDS=1-6642
2516	OG0002516	YLR420W	genemark-LQHL01001466.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQHL01001466.1-processed-gene-0.19&CDS=1-1080
2517	OG0002517	YLR421C	maker-LQHL01001846.1-snap-gene-0.115-mRNA-1_1&gene=maker-LQHL01001846.1-snap-gene-0.115&CDS=1-873
2518	OG0002518	YLR422W	augustus_masked-LQHL01001535.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQHL01001535.1-processed-gene-0.6&CDS=1-4557
2519	OG0002519	YLR424W	genemark-LQHL01001804.1-processed-gene-0.49-mRNA-1_1&gene=genemark-LQHL01001804.1-processed-gene-0.49&CDS=1-2400
2520	OG0002520	YLR425W	genemark-LQHL01001846.1-processed-gene-0.58-mRNA-1_1&gene=genemark-LQHL01001846.1-processed-gene-0.58&CDS=1-4068
2521	OG0002521	YLR427W	augustus_masked-LQHL01001594.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LQHL01001594.1-processed-gene-0.22&CDS=1-768
2522	OG0002522	YLR429W	genemark-LQHL01001725.1-processed-gene-0.27-mRNA-1_1&gene=genemark-LQHL01001725.1-processed-gene-0.27&CDS=1-1959
2523	OG0002523	YLR430W	maker-LQHL01001806.1-snap-gene-0.0-mRNA-1_1&gene=maker-LQHL01001806.1-snap-gene-0.0&CDS=1-8487
2524	OG0002524	YLR435W	genemark-LQHL01001740.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQHL01001740.1-processed-gene-0.14&CDS=1-618
2525	OG0002525	YLR438C-A	snap_masked-LQHL01001819.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-LQHL01001819.1-processed-gene-0.44&CDS=1-252
2526	OG0002526	YLR438W	genemark-LQHL01001695.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQHL01001695.1-processed-gene-0.4&CDS=1-1305
2527	OG0002527	YLR439W	genemark-LQHL01001819.1-processed-gene-0.58-mRNA-1_1&gene=genemark-LQHL01001819.1-processed-gene-0.58&CDS=1-903
2528	OG0002528	YLR440C	genemark-LQHL01001819.1-processed-gene-0.70-mRNA-1_1&gene=genemark-LQHL01001819.1-processed-gene-0.70&CDS=1-2424
2529	OG0002529	YLR441C	snap_masked-LQHL01001740.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-LQHL01001740.1-processed-gene-0.34&CDS=1-768
2530	OG0002530	YLR447C	maker-LQHL01001682.1-snap-gene-0.21-mRNA-1_1&gene=maker-LQHL01001682.1-snap-gene-0.21&CDS=1-945
2531	OG0002531	YLR450W	genemark-LQHL01001740.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQHL01001740.1-processed-gene-0.12&CDS=1-3084
2532	OG0002532	YLR451W	maker-LQHL01001491.1-snap-gene-0.9-mRNA-1_1&gene=maker-LQHL01001491.1-snap-gene-0.9&CDS=1-4266
2533	OG0002533	YLR452C	genemark-LQHL01001491.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQHL01001491.1-processed-gene-0.0&CDS=1-1869
2534	OG0002534	YLR454W	snap_masked-LQHL01001783.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-LQHL01001783.1-processed-gene-0.29&CDS=1-7485
2535	OG0002535	YLR459W	genemark-LQHL01001865.1-processed-gene-0.158-mRNA-1_1&gene=genemark-LQHL01001865.1-processed-gene-0.158&CDS=1-1275
2536	OG0002536	YML001W	genemark-LQHL01001265.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQHL01001265.1-processed-gene-0.8&CDS=1-645
2537	OG0002537	YML003W	augustus_masked-LQHL01001422.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQHL01001422.1-processed-gene-0.6&CDS=1-2043
2538	OG0002538	YML004C	genemark-LQHL01001813.1-processed-gene-0.40-mRNA-1_1&gene=genemark-LQHL01001813.1-processed-gene-0.40&CDS=1-960
2539	OG0002539	YML007W	genemark-LQHL01001873.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001873.1-processed-gene-0.10&CDS=1-1527
2540	OG0002540	YML008C	genemark-LQHL01001873.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQHL01001873.1-processed-gene-0.11&CDS=1-1128
2541	OG0002541	YML009C	snap_masked-LQHL01001710.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-LQHL01001710.1-processed-gene-0.7&CDS=1-183
2542	OG0002542	YML010W	genemark-LQHL01001842.1-processed-gene-0.73-mRNA-1_1&gene=genemark-LQHL01001842.1-processed-gene-0.73&CDS=1-7833
2543	OG0002543	YML012W	augustus_masked-LQHL01001710.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LQHL01001710.1-processed-gene-0.25&CDS=1-648
2544	OG0002544	YML014W	augustus_masked-LQHL01001749.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQHL01001749.1-processed-gene-0.3&CDS=1-2001
2545	OG0002545	YML015C	genemark-LQHL01001749.1-processed-gene-0.24-mRNA-1_1&gene=genemark-LQHL01001749.1-processed-gene-0.24&CDS=1-807
2546	OG0002546	YML017W	snap_masked-LQHL01001873.1-processed-gene-0.88-mRNA-1_1&gene=snap_masked-LQHL01001873.1-processed-gene-0.88&CDS=1-2352
2547	OG0002547	YML018C	genemark-LQHL01001717.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQHL01001717.1-processed-gene-0.8&CDS=1-1203
2548	OG0002548	YML019W	genemark-LQHL01001717.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001717.1-processed-gene-0.7&CDS=1-1005
2549	OG0002549	YML020W	maker-LQHL01001710.1-snap-gene-0.35-mRNA-1_1&gene=maker-LQHL01001710.1-snap-gene-0.35&CDS=1-2415
2550	OG0002550	YML021C	genemark-LQHL01001717.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQHL01001717.1-processed-gene-0.4&CDS=1-1143
2551	OG0002551	YML022W	genemark-LQHL01001842.1-processed-gene-0.72-mRNA-1_1&gene=genemark-LQHL01001842.1-processed-gene-0.72&CDS=1-555
2552	OG0002552	YML025C	genemark-LQHL01001799.1-processed-gene-0.20-mRNA-1_1&gene=genemark-LQHL01001799.1-processed-gene-0.20&CDS=1-756
2553	OG0002553	YML030W	genemark-LQHL01001478.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQHL01001478.1-processed-gene-0.12&CDS=1-396
2554	OG0002554	YML032C	snap_masked-LQHL01001843.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-LQHL01001843.1-processed-gene-0.21&CDS=1-1506
2555	OG0002555	YML035C	genemark-LQHL01001633.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQHL01001633.1-processed-gene-0.9&CDS=1-2292
2556	OG0002556	YML036W	genemark-LQHL01001858.1-processed-gene-0.43-mRNA-1_1&gene=genemark-LQHL01001858.1-processed-gene-0.43&CDS=1-588
2557	OG0002557	YML042W	genemark-LQHL01001448.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQHL01001448.1-processed-gene-0.4&CDS=1-1887
2558	OG0002558	YML043C	maker-LQHL01001834.1-snap-gene-0.4-mRNA-1_1&gene=maker-LQHL01001834.1-snap-gene-0.4&CDS=1-1950
2559	OG0002559	YML048W	maker-LQHL01001777.1-augustus-gene-0.17-mRNA-1_1&gene=maker-LQHL01001777.1-augustus-gene-0.17&CDS=1-1578
2560	OG0002560	YML049C	genemark-LQHL01001861.1-processed-gene-0.78-mRNA-1_1&gene=genemark-LQHL01001861.1-processed-gene-0.78&CDS=1-3612
2561	OG0002561	YML052W	genemark-LQHL01001854.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001854.1-processed-gene-0.10&CDS=1-819
2562	OG0002562	YML054C	genemark-LQHL01001845.1-processed-gene-0.76-mRNA-1_1&gene=genemark-LQHL01001845.1-processed-gene-0.76&CDS=1-1719
2563	OG0002563	YML055W	genemark-LQHL01001594.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQHL01001594.1-processed-gene-0.14&CDS=1-507
2564	OG0002564	YML056C	genemark-LQHL01001850.1-processed-gene-0.57-mRNA-1_1&gene=genemark-LQHL01001850.1-processed-gene-0.57&CDS=1-1563
2565	OG0002565	YML059C	maker-LQHL01001819.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQHL01001819.1-augustus-gene-0.1&CDS=1-6486
2566	OG0002566	YML060W	genemark-LQHL01001833.1-processed-gene-0.86-mRNA-1_1&gene=genemark-LQHL01001833.1-processed-gene-0.86&CDS=1-1095
2567	OG0002567	YML061C	genemark-LQHL01001819.1-processed-gene-0.69-mRNA-1_1&gene=genemark-LQHL01001819.1-processed-gene-0.69&CDS=1-2469
2568	OG0002568	YML064C	genemark-LQHL01001740.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQHL01001740.1-processed-gene-0.16&CDS=1-669
2569	OG0002569	YML065W	genemark-LQHL01001740.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQHL01001740.1-processed-gene-0.15&CDS=1-2400
2570	OG0002570	YML067C	snap_masked-LQHL01001806.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-LQHL01001806.1-processed-gene-0.39&CDS=1-1062
2571	OG0002571	YML068W	genemark-LQHL01001806.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQHL01001806.1-processed-gene-0.21&CDS=1-1479
2572	OG0002572	YML069W	augustus_masked-LQHL01001810.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-LQHL01001810.1-processed-gene-0.39&CDS=1-1677
2573	OG0002573	YML071C	genemark-LQHL01001682.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQHL01001682.1-processed-gene-0.13&CDS=1-1452
2574	OG0002574	YML072C	maker-LQHL01001740.1-augustus-gene-0.3-mRNA-1_1&gene=maker-LQHL01001740.1-augustus-gene-0.3&CDS=1-5901
2575	OG0002575	YML076C	maker-LQHL01001740.1-augustus-gene-0.4-mRNA-1_1&gene=maker-LQHL01001740.1-augustus-gene-0.4&CDS=1-3501
2576	OG0002576	YML077W	genemark-LQHL01001802.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQHL01001802.1-processed-gene-0.12&CDS=1-420
2577	OG0002577	YML080W	genemark-LQHL01001647.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQHL01001647.1-processed-gene-0.26&CDS=1-1317
2578	OG0002578	YML081C-A	augustus_masked-LQHL01001851.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LQHL01001851.1-processed-gene-0.22&CDS=1-1128
2579	OG0002579	YML085C	snap_masked-LQHL01001830.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-LQHL01001830.1-processed-gene-0.21&CDS=1-1344
2580	OG0002580	YML086C	genemark-LQHL01001798.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQHL01001798.1-processed-gene-0.0&CDS=1-1671
2581	OG0002581	YML088W	genemark-LQHL01001629.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001629.1-processed-gene-0.7&CDS=1-2109
2582	OG0002582	YML092C	genemark-LQHL01001798.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQHL01001798.1-processed-gene-0.12&CDS=1-750
2583	OG0002583	YML093W	genemark-LQHL01001798.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQHL01001798.1-processed-gene-0.11&CDS=1-2625
2584	OG0002584	YML094W	genemark-LQHL01001855.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001855.1-processed-gene-0.7&CDS=1-459
2585	OG0002585	YML095C	genemark-LQHL01001855.1-processed-gene-0.32-mRNA-1_1&gene=genemark-LQHL01001855.1-processed-gene-0.32&CDS=1-1047
2586	OG0002586	YML096W	genemark-LQHL01001857.1-processed-gene-0.139-mRNA-1_1&gene=genemark-LQHL01001857.1-processed-gene-0.139&CDS=1-1950
2587	OG0002587	YML097C	genemark-LQHL01001690.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQHL01001690.1-processed-gene-0.5&CDS=1-2508
2588	OG0002588	YML098W	genemark-LQHL01001841.1-processed-gene-0.75-mRNA-1_1&gene=genemark-LQHL01001841.1-processed-gene-0.75&CDS=1-711
2589	OG0002589	YML102W	genemark-LQHL01001673.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQHL01001673.1-processed-gene-0.26&CDS=1-1443
2590	OG0002590	YML103C	genemark-LQHL01001549.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001549.1-processed-gene-0.6&CDS=1-4896
2591	OG0002591	YML104C	genemark-LQHL01001836.1-processed-gene-0.48-mRNA-1_1&gene=genemark-LQHL01001836.1-processed-gene-0.48&CDS=1-3198
2592	OG0002592	YML105C	genemark-LQHL01001836.1-processed-gene-0.61-mRNA-1_1&gene=genemark-LQHL01001836.1-processed-gene-0.61&CDS=1-813
2593	OG0002593	YML110C	genemark-LQHL01001535.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001535.1-processed-gene-0.7&CDS=1-885
2594	OG0002594	YML114C	maker-LQHL01001823.1-snap-gene-0.26-mRNA-1_1&gene=maker-LQHL01001823.1-snap-gene-0.26&CDS=1-1587
2595	OG0002595	YML115C	augustus_masked-LQHL01001867.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-LQHL01001867.1-processed-gene-0.78&CDS=1-1491
2596	OG0002596	YML121W	snap_masked-LQHL01001014.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-LQHL01001014.1-processed-gene-0.2&CDS=1-1002
2597	OG0002597	YML123C	genemark-LQHL01001824.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQHL01001824.1-processed-gene-0.46&CDS=1-1662
2598	OG0002598	YML125C	genemark-LQHL01001830.1-processed-gene-0.81-mRNA-1_1&gene=genemark-LQHL01001830.1-processed-gene-0.81&CDS=1-888
2599	OG0002599	YML126C	genemark-LQHL01001798.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001798.1-processed-gene-0.10&CDS=1-1368
2600	OG0002600	YML127W	maker-LQHL01001855.1-snap-gene-0.86-mRNA-1_1&gene=maker-LQHL01001855.1-snap-gene-0.86&CDS=1-2151
2601	OG0002601	YML130C	maker-LQHL01001832.1-snap-gene-0.78-mRNA-1_1&gene=maker-LQHL01001832.1-snap-gene-0.78&CDS=1-1767
2602	OG0002602	YML131W	genemark-LQHL01001772.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQHL01001772.1-processed-gene-0.13&CDS=1-1107
2603	OG0002603	YMR001C	genemark-LQHL01001814.1-processed-gene-0.73-mRNA-1_1&gene=genemark-LQHL01001814.1-processed-gene-0.73&CDS=1-1959
2604	OG0002604	YMR002W	genemark-LQHL01001843.1-processed-gene-0.58-mRNA-1_1&gene=genemark-LQHL01001843.1-processed-gene-0.58&CDS=1-444
2605	OG0002605	YMR004W	genemark-LQHL01001776.1-processed-gene-0.36-mRNA-1_1&gene=genemark-LQHL01001776.1-processed-gene-0.36&CDS=1-2094
2606	OG0002606	YMR005W	genemark-LQHL01001857.1-processed-gene-0.128-mRNA-1_1&gene=genemark-LQHL01001857.1-processed-gene-0.128&CDS=1-1233
2607	OG0002607	YMR009W	genemark-LQHL01001844.1-processed-gene-0.74-mRNA-1_1&gene=genemark-LQHL01001844.1-processed-gene-0.74&CDS=1-534
2608	OG0002608	YMR010W	genemark-LQHL01001846.1-processed-gene-0.47-mRNA-1_1&gene=genemark-LQHL01001846.1-processed-gene-0.47&CDS=1-1011
2609	OG0002609	YMR012W	augustus_masked-LQHL01001645.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQHL01001645.1-processed-gene-0.20&CDS=1-2703
2610	OG0002610	YMR014W	genemark-LQHL01001775.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001775.1-processed-gene-0.6&CDS=1-1434
2611	OG0002611	YMR015C	genemark-LQHL01001841.1-processed-gene-0.74-mRNA-1_1&gene=genemark-LQHL01001841.1-processed-gene-0.74&CDS=1-1593
2612	OG0002612	YMR020W	genemark-LQHL01001798.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQHL01001798.1-processed-gene-0.16&CDS=1-1461
2613	OG0002613	YMR022W	genemark-LQHL01001798.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQHL01001798.1-processed-gene-0.17&CDS=1-501
2614	OG0002614	YMR023C	genemark-LQHL01001851.1-processed-gene-0.90-mRNA-1_1&gene=genemark-LQHL01001851.1-processed-gene-0.90&CDS=1-1515
2615	OG0002615	YMR024W	genemark-LQHL01001858.1-processed-gene-0.62-mRNA-1_1&gene=genemark-LQHL01001858.1-processed-gene-0.62&CDS=1-1089
2616	OG0002616	YMR027W	genemark-LQHL01001752.1-processed-gene-0.27-mRNA-1_1&gene=genemark-LQHL01001752.1-processed-gene-0.27&CDS=1-1362
2617	OG0002617	YMR028W	genemark-LQHL01001752.1-processed-gene-0.28-mRNA-1_1&gene=genemark-LQHL01001752.1-processed-gene-0.28&CDS=1-783
2618	OG0002618	YMR034C	genemark-LQHL01001695.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQHL01001695.1-processed-gene-0.9&CDS=1-1341
2619	OG0002619	YMR035W	genemark-LQHL01001577.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQHL01001577.1-processed-gene-0.17&CDS=1-387
2620	OG0002620	YMR038C	maker-LQHL01001826.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQHL01001826.1-augustus-gene-0.1&CDS=1-3006
2621	OG0002621	YMR039C	genemark-LQHL01001563.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001563.1-processed-gene-0.6&CDS=1-516
2622	OG0002622	YMR041C	augustus_masked-LQHL01001695.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LQHL01001695.1-processed-gene-0.27&CDS=1-2958
2623	OG0002623	YMR043W	snap_masked-LQHL01001864.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-LQHL01001864.1-processed-gene-0.2&CDS=1-819
2624	OG0002624	YMR044W	genemark-LQHL01001864.1-processed-gene-0.84-mRNA-1_1&gene=genemark-LQHL01001864.1-processed-gene-0.84&CDS=1-1224
2625	OG0002625	YMR048W	genemark-LQHL01001509.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQHL01001509.1-processed-gene-0.21&CDS=1-1122
2626	OG0002626	YMR049C	genemark-LQHL01001846.1-processed-gene-0.54-mRNA-1_1&gene=genemark-LQHL01001846.1-processed-gene-0.54&CDS=1-2424
2627	OG0002627	YMR055C	genemark-LQHL01001642.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQHL01001642.1-processed-gene-0.18&CDS=1-945
2628	OG0002628	YMR060C	genemark-LQHL01001859.1-processed-gene-0.90-mRNA-1_1&gene=genemark-LQHL01001859.1-processed-gene-0.90&CDS=1-1044
2629	OG0002629	YMR061W	genemark-LQHL01001859.1-processed-gene-0.109-mRNA-1_1&gene=genemark-LQHL01001859.1-processed-gene-0.109&CDS=1-2217
2630	OG0002630	YMR062C	genemark-LQHL01001864.1-processed-gene-0.114-mRNA-1_1&gene=genemark-LQHL01001864.1-processed-gene-0.114&CDS=1-1323
2631	OG0002631	YMR063W	genemark-LQHL01001843.1-processed-gene-0.67-mRNA-1_1&gene=genemark-LQHL01001843.1-processed-gene-0.67&CDS=1-963
2632	OG0002632	YMR065W	genemark-LQHL01001843.1-processed-gene-0.66-mRNA-1_1&gene=genemark-LQHL01001843.1-processed-gene-0.66&CDS=1-1563
2633	OG0002633	YMR068W	snap_masked-LQHL01001559.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-LQHL01001559.1-processed-gene-0.4&CDS=1-1713
2634	OG0002634	YMR069W	genemark-LQHL01001852.1-processed-gene-0.81-mRNA-1_1&gene=genemark-LQHL01001852.1-processed-gene-0.81&CDS=1-657
2635	OG0002635	YMR071C	genemark-LQHL01001352.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQHL01001352.1-processed-gene-0.11&CDS=1-525
2636	OG0002636	YMR074C	genemark-LQHL01001834.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQHL01001834.1-processed-gene-0.8&CDS=1-417
2637	OG0002637	YMR075W	genemark-LQHL01001864.1-processed-gene-0.95-mRNA-1_1&gene=genemark-LQHL01001864.1-processed-gene-0.95&CDS=1-2307
2638	OG0002638	YMR076C	augustus_masked-LQHL01001808.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LQHL01001808.1-processed-gene-0.25&CDS=1-3783
2639	OG0002639	YMR077C	genemark-LQHL01001721.1-processed-gene-0.39-mRNA-1_1&gene=genemark-LQHL01001721.1-processed-gene-0.39&CDS=1-645
2640	OG0002640	YMR078C	genemark-LQHL01001770.1-processed-gene-0.24-mRNA-1_1&gene=genemark-LQHL01001770.1-processed-gene-0.24&CDS=1-2916
2641	OG0002641	YMR079W	genemark-LQHL01001869.1-processed-gene-0.67-mRNA-1_1&gene=genemark-LQHL01001869.1-processed-gene-0.67&CDS=1-903
2642	OG0002642	YMR080C	genemark-LQHL01001869.1-processed-gene-0.44-mRNA-1_1&gene=genemark-LQHL01001869.1-processed-gene-0.44&CDS=1-3039
2643	OG0002643	YMR089C	genemark-LQHL01001851.1-processed-gene-0.114-mRNA-1_1&gene=genemark-LQHL01001851.1-processed-gene-0.114&CDS=1-2826
2644	OG0002644	YMR091C	genemark-LQHL01001851.1-processed-gene-0.113-mRNA-1_1&gene=genemark-LQHL01001851.1-processed-gene-0.113&CDS=1-1383
2645	OG0002645	YMR092C	genemark-LQHL01001817.1-processed-gene-0.91-mRNA-1_1&gene=genemark-LQHL01001817.1-processed-gene-0.91&CDS=1-1857
2646	OG0002646	YMR093W	genemark-LQHL01001746.1-processed-gene-0.38-mRNA-1_1&gene=genemark-LQHL01001746.1-processed-gene-0.38&CDS=1-1506
2647	OG0002647	YMR096W	genemark-LQHL01001818.1-processed-gene-0.42-mRNA-1_1&gene=genemark-LQHL01001818.1-processed-gene-0.42&CDS=1-876
2648	OG0002648	YMR097C	maker-LQHL01001817.1-augustus-gene-0.28-mRNA-1_1&gene=maker-LQHL01001817.1-augustus-gene-0.28&CDS=1-1005
2649	OG0002649	YMR098C	maker-LQHL01001817.1-snap-gene-0.37-mRNA-1_1&gene=maker-LQHL01001817.1-snap-gene-0.37&CDS=1-2805
2650	OG0002650	YMR099C	genemark-LQHL01001839.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQHL01001839.1-processed-gene-0.19&CDS=1-906
2651	OG0002651	YMR100W	genemark-LQHL01001710.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQHL01001710.1-processed-gene-0.18&CDS=1-2361
2652	OG0002652	YMR105C	genemark-LQHL01001847.1-processed-gene-0.52-mRNA-1_1&gene=genemark-LQHL01001847.1-processed-gene-0.52&CDS=1-1677
2653	OG0002653	YMR106C	genemark-LQHL01001817.1-processed-gene-0.90-mRNA-1_1&gene=genemark-LQHL01001817.1-processed-gene-0.90&CDS=1-1929
2654	OG0002654	YMR108W	augustus_masked-LQHL01001873.1-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-LQHL01001873.1-processed-gene-0.140&CDS=1-2031
2655	OG0002655	YMR109W	genemark-LQHL01001809.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQHL01001809.1-processed-gene-0.30&CDS=1-3894
2656	OG0002656	YMR110C	genemark-LQHL01001813.1-processed-gene-0.35-mRNA-1_1&gene=genemark-LQHL01001813.1-processed-gene-0.35&CDS=1-1695
2657	OG0002657	YMR112C	genemark-LQHL01001801.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001801.1-processed-gene-0.10&CDS=1-576
2658	OG0002658	YMR113W	genemark-LQHL01001801.1-processed-gene-0.22-mRNA-1_1&gene=genemark-LQHL01001801.1-processed-gene-0.22&CDS=1-1242
2659	OG0002659	YMR115W	genemark-LQHL01001782.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQHL01001782.1-processed-gene-0.29&CDS=1-1536
2660	OG0002660	YMR116C	genemark-LQHL01001801.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQHL01001801.1-processed-gene-0.9&CDS=1-951
2661	OG0002661	YMR120C	genemark-LQHL01001755.1-processed-gene-0.22-mRNA-1_1&gene=genemark-LQHL01001755.1-processed-gene-0.22&CDS=1-1770
2662	OG0002662	YMR125W	augustus_masked-LQHL01001452.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQHL01001452.1-processed-gene-0.6&CDS=1-1218
2663	OG0002663	YMR127C	genemark-LQHL01001840.1-processed-gene-0.64-mRNA-1_1&gene=genemark-LQHL01001840.1-processed-gene-0.64&CDS=1-1251
2664	OG0002664	YMR128W	genemark-LQHL01001840.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQHL01001840.1-processed-gene-0.46&CDS=1-7542
2665	OG0002665	YMR130W	genemark-LQHL01001840.1-processed-gene-0.48-mRNA-1_1&gene=genemark-LQHL01001840.1-processed-gene-0.48&CDS=1-816
2666	OG0002666	YMR131C	genemark-LQHL01001845.1-processed-gene-0.102-mRNA-1_1&gene=genemark-LQHL01001845.1-processed-gene-0.102&CDS=1-1518
