	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034646_Wickerhamiella_cacticola
2134	OG0002134	YLR378C	genemark-flattened_line_7-processed-gene-3.41-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.41&CDS=1-1413
2135	OG0002135	YLR380W	genemark-flattened_line_22-processed-gene-1.180-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.180&CDS=1-1260
2136	OG0002136	YLR382C	maker-flattened_line_22-augustus-gene-1.262-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.262&CDS=1-4959
2137	OG0002137	YLR383W	genemark-flattened_line_106-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.42&CDS=1-3102
2138	OG0002138	YLR384C	genemark-flattened_line_36-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.38&CDS=1-3432
2139	OG0002139	YLR386W	genemark-flattened_line_22-processed-gene-1.231-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.231&CDS=1-2121
2140	OG0002140	YLR390W-A	genemark-flattened_line_60-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.94&CDS=1-627
2141	OG0002141	YLR393W	genemark-flattened_line_120-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.18&CDS=1-744
2142	OG0002142	YLR395C	augustus_masked-flattened_line_22-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.64&CDS=1-216
2143	OG0002143	YLR396C	augustus_masked-flattened_line_62-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.173&CDS=1-1677
2144	OG0002144	YLR397C	genemark-flattened_line_4-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.84&CDS=1-2118
2145	OG0002145	YLR398C	genemark-flattened_line_48-processed-gene-0.150-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.150&CDS=1-3615
2146	OG0002146	YLR399C	maker-flattened_line_18-augustus-gene-0.104-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.104&CDS=1-2454
2147	OG0002147	YLR401C	genemark-flattened_line_7-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.105&CDS=1-1830
2148	OG0002148	YLR403W	genemark-flattened_line_42-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.44&CDS=1-810
2149	OG0002149	YLR405W	augustus_masked-flattened_line_144-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.24&CDS=1-1116
2150	OG0002150	YLR407W	genemark-flattened_line_40-processed-gene-0.242-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.242&CDS=1-864
2151	OG0002151	YLR409C	genemark-flattened_line_132-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.12&CDS=1-2673
2152	OG0002152	YLR410W	genemark-flattened_line_14-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.28&CDS=1-2805
2153	OG0002153	YLR411W	genemark-flattened_line_14-processed-gene-2.117-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.117&CDS=1-687
2154	OG0002154	YLR418C	genemark-flattened_line_44-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.85&CDS=1-996
2155	OG0002155	YLR419W	genemark-flattened_line_2-processed-gene-4.196-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.196&CDS=1-3891
2156	OG0002156	YLR420W	genemark-flattened_line_60-processed-gene-0.136-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.136&CDS=1-1029
2157	OG0002157	YLR422W	snap_masked-flattened_line_54-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.133&CDS=1-4407
2158	OG0002158	YLR427W	augustus_masked-flattened_line_74-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.3&CDS=1-972
2159	OG0002159	YLR429W	maker-flattened_line_74-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_74-augustus-gene-0.0&CDS=1-3396
2160	OG0002160	YLR433C	genemark-flattened_line_4-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.100&CDS=1-1602
2161	OG0002161	YLR435W	genemark-flattened_line_4-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.126&CDS=1-525
2162	OG0002162	YLR438C-A	augustus_masked-flattened_line_68-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.16&CDS=1-231
2163	OG0002163	YLR438W	genemark-flattened_line_34-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.35&CDS=1-1284
2164	OG0002164	YLR439W	genemark-flattened_line_68-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.71&CDS=1-915
2165	OG0002165	YLR447C	genemark-flattened_line_16-processed-gene-2.94-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.94&CDS=1-1038
2166	OG0002166	YLR451W	genemark-flattened_line_100-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.20&CDS=1-1932
2167	OG0002167	YLR454W	snap_masked-flattened_line_12-processed-gene-2.160-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.160&CDS=1-8403
2168	OG0002168	YLR455W	snap_masked-flattened_line_52-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.52&CDS=1-1179
2169	OG0002169	YML001W	genemark-flattened_line_16-processed-gene-1.66-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.66&CDS=1-612
2170	OG0002170	YML004C	genemark-flattened_line_50-processed-gene-0.158-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.158&CDS=1-894
2171	OG0002171	YML005W	genemark-flattened_line_20-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.62&CDS=1-1035
2172	OG0002172	YML007W	genemark-flattened_line_18-processed-gene-1.299-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.299&CDS=1-1455
2173	OG0002173	YML008C	genemark-flattened_line_62-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.15&CDS=1-1140
2174	OG0002174	YML009C	augustus_masked-flattened_line_78-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.24&CDS=1-234
2175	OG0002175	YML010W	genemark-flattened_line_0-processed-gene-3.114-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.114&CDS=1-2637
2176	OG0002176	YML012W	genemark-flattened_line_0-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.16&CDS=1-627
2177	OG0002177	YML014W	genemark-flattened_line_18-processed-gene-1.240-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.240&CDS=1-648
2178	OG0002178	YML015C	genemark-flattened_line_164-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_164-processed-gene-0.23&CDS=1-456
2179	OG0002179	YML020W	genemark-flattened_line_62-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.46&CDS=1-1569
2180	OG0002180	YML021C	genemark-flattened_line_46-processed-gene-0.190-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.190&CDS=1-1047
2181	OG0002181	YML022W	genemark-flattened_line_16-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.17&CDS=1-534
2182	OG0002182	YML025C	augustus_masked-flattened_line_7-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.34&CDS=1-699
2183	OG0002183	YML030W	genemark-flattened_line_36-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.35&CDS=1-411
2184	OG0002184	YML032C	genemark-flattened_line_36-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.51&CDS=1-1104
2185	OG0002185	YML035C	augustus_masked-flattened_line_0-processed-gene-5.186-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.186&CDS=1-2166
2186	OG0002186	YML038C	genemark-flattened_line_24-processed-gene-1.44-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.44&CDS=1-1005
2187	OG0002187	YML042W	genemark-flattened_line_34-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.72&CDS=1-1842
2188	OG0002188	YML043C	snap_masked-flattened_line_92-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.60&CDS=1-1593
2189	OG0002189	YML046W	snap_masked-flattened_line_32-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.62&CDS=1-1206
2190	OG0002190	YML048W	genemark-flattened_line_72-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.16&CDS=1-1137
2191	OG0002191	YML049C	snap_masked-flattened_line_24-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.77&CDS=1-2481
2192	OG0002192	YML054C	maker-flattened_line_4-snap-gene-4.108-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-4.108&CDS=1-1581
2193	OG0002193	YML055W	snap_masked-flattened_line_74-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.58&CDS=1-483
2194	OG0002194	YML056C	genemark-flattened_line_48-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.126&CDS=1-1596
2195	OG0002195	YML059C	genemark-flattened_line_68-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.72&CDS=1-3801
2196	OG0002196	YML060W	genemark-flattened_line_74-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.103&CDS=1-840
2197	OG0002197	YML061C	augustus_masked-flattened_line_74-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.8&CDS=1-2223
2198	OG0002198	YML065W	genemark-flattened_line_22-processed-gene-1.210-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.210&CDS=1-1818
2199	OG0002199	YML067C	genemark-flattened_line_150-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.19&CDS=1-837
2200	OG0002200	YML069W	genemark-flattened_line_110-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.15&CDS=1-1662
2201	OG0002201	YML071C	snap_masked-flattened_line_2-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.120&CDS=1-1056
2202	OG0002202	YML073C	genemark-flattened_line_18-processed-gene-1.317-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.317&CDS=1-534
2203	OG0002203	YML077W	genemark-flattened_line_0-processed-gene-5.72-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.72&CDS=1-441
2204	OG0002204	YML080W	genemark-flattened_line_58-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.53&CDS=1-1338
2205	OG0002205	YML081C-A	genemark-flattened_line_24-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.73&CDS=1-171
2206	OG0002206	YML085C	genemark-flattened_line_20-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.68&CDS=1-1341
2207	OG0002207	YML086C	genemark-flattened_line_34-processed-gene-1.71-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.71&CDS=1-1497
2208	OG0002208	YML092C	genemark-flattened_line_78-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.102&CDS=1-750
2209	OG0002209	YML093W	genemark-flattened_line_78-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.78&CDS=1-2463
2210	OG0002210	YML094W	genemark-flattened_line_2-processed-gene-4.218-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.218&CDS=1-432
2211	OG0002211	YML095C	genemark-flattened_line_22-processed-gene-1.234-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.234&CDS=1-654
2212	OG0002212	YML096W	genemark-flattened_line_2-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.41&CDS=1-876
2213	OG0002213	YML097C	genemark-flattened_line_2-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.45&CDS=1-1461
2214	OG0002214	YML098W	genemark-flattened_line_4-processed-gene-3.121-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.121&CDS=1-465
2215	OG0002215	YML099C	genemark-flattened_line_4-processed-gene-3.149-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.149&CDS=1-2088
2216	OG0002216	YML102W	augustus_masked-flattened_line_100-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.67&CDS=1-1560
2217	OG0002217	YML103C	augustus_masked-flattened_line_44-processed-gene-0.239-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.239&CDS=1-3951
2218	OG0002218	YML104C	snap_masked-flattened_line_0-processed-gene-5.133-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.133&CDS=1-2349
2219	OG0002219	YML105C	genemark-flattened_line_30-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.59&CDS=1-744
2220	OG0002220	YML110C	genemark-flattened_line_4-processed-gene-2.132-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.132&CDS=1-915
2221	OG0002221	YML121W	genemark-flattened_line_2-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.54&CDS=1-855
2222	OG0002222	YML126C	genemark-flattened_line_76-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.24&CDS=1-1290
2223	OG0002223	YML127W	genemark-flattened_line_0-processed-gene-4.25-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.25&CDS=1-1470
2224	OG0002224	YML128C	snap_masked-flattened_line_76-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.62&CDS=1-957
2225	OG0002225	YML130C	genemark-flattened_line_76-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.14&CDS=1-1488
2226	OG0002226	YMR001C	maker-flattened_line_32-snap-gene-0.112-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-0.112&CDS=1-2118
2227	OG0002227	YMR002W	genemark-flattened_line_80-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.18&CDS=1-429
2228	OG0002228	YMR003W	snap_masked-flattened_line_98-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.42&CDS=1-627
2229	OG0002229	YMR004W	snap_masked-flattened_line_2-processed-gene-4.52-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.52&CDS=1-1470
2230	OG0002230	YMR005W	genemark-flattened_line_104-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.3&CDS=1-810
2231	OG0002231	YMR008C	genemark-flattened_line_72-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.14&CDS=1-1935
2232	OG0002232	YMR012W	snap_masked-flattened_line_4-processed-gene-4.256-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.256&CDS=1-3234
2233	OG0002233	YMR014W	genemark-flattened_line_4-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.59&CDS=1-1281
2234	OG0002234	YMR015C	augustus_masked-flattened_line_7-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-0.145&CDS=1-1536
2235	OG0002235	YMR022W	genemark-flattened_line_16-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.25&CDS=1-507
2236	OG0002236	YMR023C	genemark-flattened_line_22-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.53&CDS=1-873
2237	OG0002237	YMR024W	augustus_masked-flattened_line_48-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.33&CDS=1-933
2238	OG0002238	YMR026C	genemark-flattened_line_26-processed-gene-1.192-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.192&CDS=1-1086
2239	OG0002239	YMR028W	snap_masked-flattened_line_112-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.42&CDS=1-1032
2240	OG0002240	YMR029C	snap_masked-flattened_line_30-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.36&CDS=1-1296
2241	OG0002241	YMR032W	genemark-flattened_line_0-processed-gene-5.8-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.8&CDS=1-2220
2242	OG0002242	YMR033W	snap_masked-flattened_line_74-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.75&CDS=1-1020
2243	OG0002243	YMR035W	genemark-flattened_line_68-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.54&CDS=1-393
2244	OG0002244	YMR036C	genemark-flattened_line_112-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.5&CDS=1-1239
2245	OG0002245	YMR038C	genemark-flattened_line_2-processed-gene-2.92-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.92&CDS=1-630
2246	OG0002246	YMR039C	genemark-flattened_line_0-processed-gene-3.73-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.73&CDS=1-384
2247	OG0002247	YMR042W	genemark-flattened_line_12-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.51&CDS=1-759
2248	OG0002248	YMR049C	genemark-flattened_line_4-processed-gene-2.112-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.112&CDS=1-2166
2249	OG0002249	YMR055C	genemark-flattened_line_52-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.60&CDS=1-939
2250	OG0002250	YMR060C	snap_masked-flattened_line_178-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_178-processed-gene-0.16&CDS=1-819
2251	OG0002251	YMR061W	augustus_masked-flattened_line_178-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_178-processed-gene-0.13&CDS=1-1707
2252	OG0002252	YMR062C	genemark-flattened_line_84-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.111&CDS=1-1248
2253	OG0002253	YMR063W	augustus_masked-flattened_line_32-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.163&CDS=1-1896
2254	OG0002254	YMR065W	augustus_masked-flattened_line_0-processed-gene-5.209-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.209&CDS=1-984
2255	OG0002255	YMR067C	snap_masked-flattened_line_86-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.72&CDS=1-1026
2256	OG0002256	YMR068W	genemark-flattened_line_18-processed-gene-1.228-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.228&CDS=1-675
2257	OG0002257	YMR071C	genemark-flattened_line_18-processed-gene-1.247-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.247&CDS=1-492
2258	OG0002258	YMR075W	snap_masked-flattened_line_84-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.13&CDS=1-1734
2259	OG0002259	YMR077C	genemark-flattened_line_16-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.80&CDS=1-696
2260	OG0002260	YMR079W	augustus_masked-flattened_line_54-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.177&CDS=1-1017
2261	OG0002261	YMR090W	augustus_masked-flattened_line_18-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.66&CDS=1-657
2262	OG0002262	YMR091C	snap_masked-flattened_line_7-processed-gene-3.103-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-3.103&CDS=1-837
2263	OG0002263	YMR092C	maker-flattened_line_4-augustus-gene-0.95-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-0.95&CDS=1-2202
2264	OG0002264	YMR097C	genemark-flattened_line_78-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.83&CDS=1-1005
2265	OG0002265	YMR099C	genemark-flattened_line_2-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.21&CDS=1-852
2266	OG0002266	YMR100W	augustus_masked-flattened_line_2-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.64&CDS=1-1062
2267	OG0002267	YMR101C	genemark-flattened_line_48-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.145&CDS=1-867
2268	OG0002268	YMR105C	genemark-flattened_line_42-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.4&CDS=1-1662
2269	OG0002269	YMR106C	snap_masked-flattened_line_0-processed-gene-4.90-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.90&CDS=1-1647
2270	OG0002270	YMR108W	genemark-flattened_line_156-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.13&CDS=1-2022
2271	OG0002271	YMR109W	genemark-flattened_line_94-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.6&CDS=1-3270
2272	OG0002272	YMR116C	genemark-flattened_line_2-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.46&CDS=1-939
2273	OG0002273	YMR120C	genemark-flattened_line_4-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.102&CDS=1-1761
2274	OG0002274	YMR123W	genemark-flattened_line_4-processed-gene-3.145-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.145&CDS=1-306
2275	OG0002275	YMR125W	snap_masked-flattened_line_4-processed-gene-4.219-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.219&CDS=1-1992
2276	OG0002276	YMR127C	genemark-flattened_line_178-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_178-processed-gene-0.2&CDS=1-954
2277	OG0002277	YMR128W	genemark-flattened_line_54-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.18&CDS=1-3306
2278	OG0002278	YMR129W	snap_masked-flattened_line_10-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.26&CDS=1-3219
2279	OG0002279	YMR131C	genemark-flattened_line_344-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_344-processed-gene-0.1&CDS=1-1473
2280	OG0002280	YMR137C	genemark-flattened_line_0-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.9&CDS=1-1470
2281	OG0002281	YMR138W	genemark-flattened_line_12-processed-gene-2.4-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.4&CDS=1-540
2282	OG0002282	YMR139W	genemark-flattened_line_18-processed-gene-1.297-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.297&CDS=1-1143
2283	OG0002283	YMR146C	genemark-flattened_line_138-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.22&CDS=1-996
2284	OG0002284	YMR154C	snap_masked-flattened_line_148-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.26&CDS=1-1173
2285	OG0002285	YMR156C	genemark-flattened_line_20-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.132&CDS=1-717
2286	OG0002286	YMR158W	genemark-flattened_line_7-processed-gene-3.63-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.63&CDS=1-471
2287	OG0002287	YMR161W	genemark-flattened_line_0-processed-gene-5.57-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.57&CDS=1-1014
2288	OG0002288	YMR162C	genemark-flattened_line_20-processed-gene-1.19-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.19&CDS=1-4326
2289	OG0002289	YMR165C	augustus_masked-flattened_line_130-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.64&CDS=1-1755
2290	OG0002290	YMR166C	genemark-flattened_line_2-processed-gene-4.222-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.222&CDS=1-597
2291	OG0002291	YMR167W	genemark-flattened_line_158-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_158-processed-gene-0.4&CDS=1-2019
2292	OG0002292	YMR171C	genemark-flattened_line_12-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.108&CDS=1-1239
2293	OG0002293	YMR178W	augustus_masked-flattened_line_26-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.143&CDS=1-828
2294	OG0002294	YMR185W	augustus_masked-flattened_line_16-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.59&CDS=1-2460
2295	OG0002295	YMR188C	genemark-flattened_line_20-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.109&CDS=1-648
2296	OG0002296	YMR189W	genemark-flattened_line_4-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.80&CDS=1-2907
2297	OG0002297	YMR193W	genemark-flattened_line_4-processed-gene-4.14-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.14&CDS=1-690
2298	OG0002298	YMR196W	genemark-flattened_line_7-processed-gene-3.14-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.14&CDS=1-2943
2299	OG0002299	YMR197C	genemark-flattened_line_58-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.61&CDS=1-639
2300	OG0002300	YMR200W	genemark-flattened_line_20-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.140&CDS=1-909
2301	OG0002301	YMR201C	augustus_masked-flattened_line_28-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.27&CDS=1-960
2302	OG0002302	YMR202W	genemark-flattened_line_148-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.5&CDS=1-681
2303	OG0002303	YMR203W	snap_masked-flattened_line_62-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.77&CDS=1-1437
2304	OG0002304	YMR205C	genemark-flattened_line_4-processed-gene-4.55-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.55&CDS=1-2871
2305	OG0002305	YMR208W	genemark-flattened_line_7-processed-gene-3.25-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.25&CDS=1-1098
