	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041855_Candida_ascalaphidarum
2420	OG0002420	YMR027W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.46-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.46&CDS=1-1308
2421	OG0002421	YMR028W	genemark-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.184-mRNA-1_1&gene=genemark-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.184&CDS=1-1056
2422	OG0002422	YMR029C	snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-2.38-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-2.38&CDS=1-1707
2423	OG0002423	YMR033W	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.65&CDS=1-1362
2424	OG0002424	YMR034C	snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.36-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.36&CDS=1-1323
2425	OG0002425	YMR035W	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.181-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.181&CDS=1-489
2426	OG0002426	YMR036C	augustus_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.7&CDS=1-1887
2427	OG0002427	YMR038C	maker-NODE_4_length_548371_cov_43.2516_ID_3109-augustus-gene-2.54-mRNA-1_1&gene=maker-NODE_4_length_548371_cov_43.2516_ID_3109-augustus-gene-2.54&CDS=1-3012
2428	OG0002428	YMR041C	snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.58-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.58&CDS=1-1002
2429	OG0002429	YMR042W	snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-3.57&CDS=1-744
2430	OG0002430	YMR044W	snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-3.56-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-3.56&CDS=1-1248
2431	OG0002431	YMR048W	augustus_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-1.76&CDS=1-846
2432	OG0002432	YMR049C	snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.189-mRNA-1_1&gene=snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.189&CDS=1-2373
2433	OG0002433	YMR055C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-5.76-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-5.76&CDS=1-993
2434	OG0002434	YMR059W	snap_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-1.61&CDS=1-324
2435	OG0002435	YMR060C	augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.95&CDS=1-954
2436	OG0002436	YMR061W	augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.71&CDS=1-2190
2437	OG0002437	YMR062C	snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-1.10&CDS=1-1299
2438	OG0002438	YMR063W	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.40&CDS=1-915
2439	OG0002439	YMR065W	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.41&CDS=1-831
2440	OG0002440	YMR067C	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.57&CDS=1-1425
2441	OG0002441	YMR069W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-4.39-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-4.39&CDS=1-618
2442	OG0002442	YMR071C	snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-3.191-mRNA-1_1&gene=snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-3.191&CDS=1-510
2443	OG0002443	YMR074C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.101&CDS=1-354
2444	OG0002444	YMR075W	genemark-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-1.58-mRNA-1_1&gene=genemark-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-1.58&CDS=1-1944
2445	OG0002445	YMR076C	genemark-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-1.67&CDS=1-3834
2446	OG0002446	YMR077C	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-0.117&CDS=1-666
2447	OG0002447	YMR079W	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.108-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.108&CDS=1-987
2448	OG0002448	YMR080C	augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.119&CDS=1-2925
2449	OG0002449	YMR091C	augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.150&CDS=1-1287
2450	OG0002450	YMR092C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.140-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.140&CDS=1-1860
2451	OG0002451	YMR093W	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.88&CDS=1-1497
2452	OG0002452	YMR097C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.138-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.138&CDS=1-1107
2453	OG0002453	YMR098C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.157-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.157&CDS=1-1755
2454	OG0002454	YMR099C	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.136&CDS=1-897
2455	OG0002455	YMR100W	augustus_masked-NODE_29_length_67685_cov_48.7666_ID_8749-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_29_length_67685_cov_48.7666_ID_8749-processed-gene-0.57&CDS=1-2388
2456	OG0002456	YMR105C	snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-1.191-mRNA-1_1&gene=snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-1.191&CDS=1-1671
2457	OG0002457	YMR106C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.159-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.159&CDS=1-1875
2458	OG0002458	YMR108W	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.72&CDS=1-2022
2459	OG0002459	YMR109W	augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-0.66&CDS=1-3333
2460	OG0002460	YMR110C	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.94-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.94&CDS=1-1665
2461	OG0002461	YMR112C	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.69&CDS=1-399
2462	OG0002462	YMR115W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-3.23-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-3.23&CDS=1-1377
2463	OG0002463	YMR116C	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.65&CDS=1-945
2464	OG0002464	YMR120C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-3.13-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-3.13&CDS=1-1770
2465	OG0002465	YMR121C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-3.12&CDS=1-612
2466	OG0002466	YMR123W	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.66-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.66&CDS=1-342
2467	OG0002467	YMR126C	snap_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-1.82&CDS=1-1176
2468	OG0002468	YMR127C	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.68-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.68&CDS=1-1008
2469	OG0002469	YMR128W	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.84-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.84&CDS=1-3867
2470	OG0002470	YMR129W	augustus_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.134&CDS=1-3651
2471	OG0002471	YMR130W	augustus_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.136&CDS=1-3060
2472	OG0002472	YMR131C	augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-3.82&CDS=1-3390
2473	OG0002473	YMR132C	snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.115&CDS=1-666
2474	OG0002474	YMR134W	snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-1.128&CDS=1-651
2475	OG0002475	YMR137C	augustus_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.179&CDS=1-2115
2476	OG0002476	YMR138W	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.39&CDS=1-615
2477	OG0002477	YMR139W	snap_masked-NODE_24_length_151756_cov_42.0566_ID_4017-processed-gene-0.147-mRNA-1_1&gene=snap_masked-NODE_24_length_151756_cov_42.0566_ID_4017-processed-gene-0.147&CDS=1-1224
2478	OG0002478	YMR140W	snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.17-mRNA-1_1&gene=snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.17&CDS=1-1212
2479	OG0002479	YMR146C	snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-1.223-mRNA-1_1&gene=snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-1.223&CDS=1-1038
2480	OG0002480	YMR149W	snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.30-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.30&CDS=1-840
2481	OG0002481	YMR150C	snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.52-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.52&CDS=1-564
2482	OG0002482	YMR152W	genemark-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.23-mRNA-1_1&gene=genemark-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.23&CDS=1-1107
2483	OG0002483	YMR154C	snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-0.98&CDS=1-2193
2484	OG0002484	YMR156C	snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-4.41-mRNA-1_1&gene=snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-4.41&CDS=1-747
2485	OG0002485	YMR158W	snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-4.40-mRNA-1_1&gene=snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-4.40&CDS=1-468
2486	OG0002486	YMR161W	snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-0.11&CDS=1-969
2487	OG0002487	YMR162C	genemark-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-0.3&CDS=1-4833
2488	OG0002488	YMR165C	augustus_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-3.40&CDS=1-2199
2489	OG0002489	YMR166C	genemark-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-0.95&CDS=1-1062
2490	OG0002490	YMR167W	snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-0.26&CDS=1-1977
2491	OG0002491	YMR171C	snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.119&CDS=1-1527
2492	OG0002492	YMR172W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-7.106-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-7.106&CDS=1-1020
2493	OG0002493	YMR178W	augustus_masked-NODE_276_length_406_cov_0.970501_ID_7051-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_276_length_406_cov_0.970501_ID_7051-processed-gene-0.2&CDS=1-402
2494	OG0002494	YMR185W	genemark-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.75&CDS=1-2898
2495	OG0002495	YMR186W	augustus_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.4&CDS=1-2124
2496	OG0002496	YMR188C	snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-1.120-mRNA-1_1&gene=snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-1.120&CDS=1-729
2497	OG0002497	YMR189W	augustus_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.50&CDS=1-3009
2498	OG0002498	YMR190C	augustus_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.61&CDS=1-3966
2499	OG0002499	YMR193W	snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.59-mRNA-1_1&gene=snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.59&CDS=1-720
2500	OG0002500	YMR194C-B	genemark-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.183-mRNA-1_1&gene=genemark-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.183&CDS=1-1695
2501	OG0002501	YMR196W	snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-1.136-mRNA-1_1&gene=snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-1.136&CDS=1-3123
2502	OG0002502	YMR197C	augustus_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-0.100&CDS=1-696
2503	OG0002503	YMR200W	augustus_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.18&CDS=1-720
2504	OG0002504	YMR202W	snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.103&CDS=1-654
2505	OG0002505	YMR203W	snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.116&CDS=1-1167
2506	OG0002506	YMR204C	snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.95&CDS=1-2049
2507	OG0002507	YMR208W	augustus_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-2.76&CDS=1-1269
2508	OG0002508	YMR209C	snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-2.42-mRNA-1_1&gene=snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-2.42&CDS=1-1299
2509	OG0002509	YMR210W	augustus_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.19&CDS=1-1587
2510	OG0002510	YMR211W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.80&CDS=1-1416
2511	OG0002511	YMR212C	snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.157-mRNA-1_1&gene=snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.157&CDS=1-2703
2512	OG0002512	YMR214W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.100&CDS=1-1068
2513	OG0002513	YMR216C	snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.242-mRNA-1_1&gene=snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.242&CDS=1-2112
2514	OG0002514	YMR217W	snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-2.41&CDS=1-1587
2515	OG0002515	YMR218C	snap_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.49&CDS=1-2703
2516	OG0002516	YMR220W	snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-0.144&CDS=1-1299
2517	OG0002517	YMR223W	snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.64&CDS=1-1485
2518	OG0002518	YMR224C	genemark-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.111-mRNA-1_1&gene=genemark-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.111&CDS=1-1899
2519	OG0002519	YMR225C	augustus_masked-NODE_30_length_54013_cov_48.3415_ID_5762-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_30_length_54013_cov_48.3415_ID_5762-processed-gene-0.33&CDS=1-288
2520	OG0002520	YMR226C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.41-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.41&CDS=1-819
2521	OG0002521	YMR228W	augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.96&CDS=1-1089
2522	OG0002522	YMR229C	augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.67-mRNA-1_1&gene=augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.67&CDS=1-5076
2523	OG0002523	YMR231W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.104-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.104&CDS=1-2946
2524	OG0002524	YMR234W	augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-1.73&CDS=1-774
2525	OG0002525	YMR235C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-8.11-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-8.11&CDS=1-1215
2526	OG0002526	YMR236W	snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.86&CDS=1-444
2527	OG0002527	YMR239C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.102-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.102&CDS=1-1542
2528	OG0002528	YMR240C	augustus_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.76&CDS=1-1368
2529	OG0002529	YMR241W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-4.23-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-4.23&CDS=1-903
2530	OG0002530	YMR243C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.30-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.30&CDS=1-1179
2531	OG0002531	YMR244C-A	snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.184-mRNA-1_1&gene=snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.184&CDS=1-312
2532	OG0002532	YMR244W	snap_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-1.81&CDS=1-834
2533	OG0002533	YMR250W	snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.171-mRNA-1_1&gene=snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.171&CDS=1-1701
2534	OG0002534	YMR256C	maker-NODE_1_length_1005075_cov_44.4753_ID_3314-augustus-gene-2.132-mRNA-1_1&gene=maker-NODE_1_length_1005075_cov_44.4753_ID_3314-augustus-gene-2.132&CDS=1-1077
2535	OG0002535	YMR258C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.57&CDS=1-1746
2536	OG0002536	YMR260C	snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-2.98&CDS=1-456
2537	OG0002537	YMR262W	genemark-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-2.30-mRNA-1_1&gene=genemark-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-2.30&CDS=1-843
