	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035684_Kloeckera_hatyaiensis
2749	OG0002749	YOR176W	augustus_masked-flattened_line_4-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.128&CDS=1-1167
2750	OG0002750	YOR181W	maker-flattened_line_14-snap-gene-1.51-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.51&CDS=1-2067
2751	OG0002751	YOR184W	augustus_masked-flattened_line_14-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.24&CDS=1-1212
2752	OG0002752	YOR187W	augustus_masked-flattened_line_14-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.56&CDS=1-1260
2753	OG0002753	YOR188W	augustus_masked-flattened_line_14-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.53&CDS=1-3348
2754	OG0002754	YOR191W	snap_masked-flattened_line_66-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.38&CDS=1-4167
2755	OG0002755	YOR194C	augustus_masked-flattened_line_92-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.63&CDS=1-666
2756	OG0002756	YOR196C	snap_masked-flattened_line_92-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.82&CDS=1-1155
2757	OG0002757	YOR197W	augustus_masked-flattened_line_36-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.128&CDS=1-1122
2758	OG0002758	YOR198C	augustus_masked-flattened_line_36-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.129&CDS=1-1410
2759	OG0002759	YOR202W	augustus_masked-flattened_line_36-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.102&CDS=1-708
2760	OG0002760	YOR204W	augustus_masked-flattened_line_36-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.103&CDS=1-1902
2761	OG0002761	YOR206W	augustus_masked-flattened_line_92-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.64&CDS=1-2154
2762	OG0002762	YOR207C	augustus_masked-flattened_line_62-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.113&CDS=1-3441
2763	OG0002763	YOR209C	augustus_masked-flattened_line_78-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.22&CDS=1-1302
2764	OG0002764	YOR210W	augustus_masked-flattened_line_78-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.7&CDS=1-228
2765	OG0002765	YOR211C	augustus_masked-flattened_line_78-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.24&CDS=1-2781
2766	OG0002766	YOR212W	augustus_masked-flattened_line_78-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.10&CDS=1-1296
2767	OG0002767	YOR216C	augustus_masked-flattened_line_78-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.26&CDS=1-1494
2768	OG0002768	YOR217W	augustus_masked-flattened_line_78-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.11&CDS=1-2592
2769	OG0002769	YOR219C	augustus_masked-flattened_line_78-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.27&CDS=1-2754
2770	OG0002770	YOR221C	augustus_masked-flattened_line_78-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.30&CDS=1-972
2771	OG0002771	YOR224C	augustus_masked-flattened_line_78-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.32&CDS=1-462
2772	OG0002772	YOR226C	augustus_masked-flattened_line_78-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.33&CDS=1-462
2773	OG0002773	YOR232W	augustus_masked-flattened_line_62-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.101&CDS=1-687
2774	OG0002774	YOR236W	augustus_masked-flattened_line_62-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.103&CDS=1-609
2775	OG0002775	YOR239W	augustus_masked-flattened_line_36-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.97&CDS=1-1671
2776	OG0002776	YOR241W	augustus_masked-flattened_line_36-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.98&CDS=1-1626
2777	OG0002777	YOR242C	augustus_masked-flattened_line_36-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.100&CDS=1-1164
2778	OG0002778	YOR243C	augustus_masked-flattened_line_62-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.114&CDS=1-2070
2779	OG0002779	YOR244W	maker-flattened_line_62-snap-gene-0.44-mRNA-1_1&gene=maker-flattened_line_62-snap-gene-0.44&CDS=1-2346
2780	OG0002780	YOR245C	snap_masked-flattened_line_62-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.74&CDS=1-1101
2781	OG0002781	YOR246C	augustus_masked-flattened_line_62-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.108&CDS=1-1098
2782	OG0002782	YOR250C	genemark-flattened_line_62-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.16&CDS=1-1953
2783	OG0002783	YOR251C	augustus_masked-flattened_line_62-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.124&CDS=1-933
2784	OG0002784	YOR252W	augustus_masked-flattened_line_62-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.107&CDS=1-549
2785	OG0002785	YOR254C	augustus_masked-flattened_line_36-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.95&CDS=1-2190
2786	OG0002786	YOR259C	augustus_masked-flattened_line_36-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.91&CDS=1-1290
2787	OG0002787	YOR260W	augustus_masked-flattened_line_36-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.123&CDS=1-1827
2788	OG0002788	YOR261C	augustus_masked-flattened_line_36-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.89&CDS=1-1017
2789	OG0002789	YOR262W	augustus_masked-flattened_line_36-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.122&CDS=1-1113
2790	OG0002790	YOR264W	augustus_masked-flattened_line_36-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.121&CDS=1-1284
2791	OG0002791	YOR265W	augustus_masked-flattened_line_36-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.120&CDS=1-1656
2792	OG0002792	YOR267C	augustus_masked-flattened_line_36-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.88&CDS=1-2331
2793	OG0002793	YOR270C	augustus_masked-flattened_line_36-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.87&CDS=1-2496
2794	OG0002794	YOR271C	augustus_masked-flattened_line_36-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.86&CDS=1-984
2795	OG0002795	YOR272W	augustus_masked-flattened_line_36-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.118&CDS=1-1341
2796	OG0002796	YOR274W	augustus_masked-flattened_line_36-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.81&CDS=1-1344
2797	OG0002797	YOR276W	augustus_masked-flattened_line_36-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.83&CDS=1-453
2798	OG0002798	YOR278W	augustus_masked-flattened_line_36-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.113&CDS=1-762
2799	OG0002799	YOR279C	genemark-flattened_line_36-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.37&CDS=1-639
2800	OG0002800	YOR281C	augustus_masked-flattened_line_118-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.45&CDS=1-801
2801	OG0002801	YOR283W	augustus_masked-flattened_line_118-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.28&CDS=1-825
2802	OG0002802	YOR287C	augustus_masked-flattened_line_118-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.47&CDS=1-1155
2803	OG0002803	YOR288C	snap_masked-flattened_line_118-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.20&CDS=1-1554
2804	OG0002804	YOR289W	augustus_masked-flattened_line_118-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.30&CDS=1-828
2805	OG0002805	YOR291W	augustus_masked-flattened_line_46-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.29&CDS=1-4206
2806	OG0002806	YOR292C	augustus_masked-flattened_line_46-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.8&CDS=1-1206
2807	OG0002807	YOR294W	augustus_masked-flattened_line_14-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.43&CDS=1-615
2808	OG0002808	YOR298C-A	augustus_masked-flattened_line_4-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.133&CDS=1-453
2809	OG0002809	YOR298W	augustus_masked-flattened_line_4-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.96&CDS=1-1323
2810	OG0002810	YOR301W	snap_masked-flattened_line_76-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.53&CDS=1-1176
2811	OG0002811	YOR303W	snap_masked-flattened_line_76-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.52&CDS=1-1242
2812	OG0002812	YOR306C	augustus_masked-flattened_line_4-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.142&CDS=1-1536
2813	OG0002813	YOR310C	augustus_masked-flattened_line_140-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.30&CDS=1-1512
2814	OG0002814	YOR311C	augustus_masked-flattened_line_140-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.31&CDS=1-732
2815	OG0002815	YOR313C	augustus_masked-flattened_line_140-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.33&CDS=1-867
2816	OG0002816	YOR317W	augustus_masked-flattened_line_140-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.21&CDS=1-2118
2817	OG0002817	YOR322C	maker-flattened_line_148-snap-gene-0.16-mRNA-1_1&gene=maker-flattened_line_148-snap-gene-0.16&CDS=1-2226
2818	OG0002818	YOR323C	augustus_masked-flattened_line_14-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.26&CDS=1-1350
2819	OG0002819	YOR327C	augustus_masked-flattened_line_198-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_198-processed-gene-0.12&CDS=1-393
2820	OG0002820	YOR329C	genemark-flattened_line_198-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_198-processed-gene-0.6&CDS=1-2253
2821	OG0002821	YOR330C	snap_masked-flattened_line_198-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_198-processed-gene-0.21&CDS=1-3447
2822	OG0002822	YOR332W	augustus_masked-flattened_line_120-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.14&CDS=1-675
2823	OG0002823	YOR335C	augustus_masked-flattened_line_70-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.88&CDS=1-2889
2824	OG0002824	YOR336W	augustus_masked-flattened_line_70-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.90&CDS=1-3939
2825	OG0002825	YOR337W	augustus_masked-flattened_line_70-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.89&CDS=1-2604
2826	OG0002826	YOR339C	augustus_masked-flattened_line_70-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.76&CDS=1-459
2827	OG0002827	YOR340C	augustus_masked-flattened_line_70-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.75&CDS=1-954
2828	OG0002828	YOR341W	augustus_masked-flattened_line_70-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.74&CDS=1-4953
2829	OG0002829	YOR342C	augustus_masked-flattened_line_110-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.34&CDS=1-939
2830	OG0002830	YOR346W	augustus_masked-flattened_line_110-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.27&CDS=1-2559
2831	OG0002831	YOR351C	snap_masked-flattened_line_40-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.103&CDS=1-1635
2832	OG0002832	YOR352W	augustus_masked-flattened_line_40-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.71&CDS=1-987
2833	OG0002833	YOR353C	augustus_masked-flattened_line_40-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.51&CDS=1-2592
2834	OG0002834	YOR355W	genemark-flattened_line_214-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_214-processed-gene-0.3&CDS=1-1410
2835	OG0002835	YOR356W	augustus_masked-flattened_line_214-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_214-processed-gene-0.12&CDS=1-1821
2836	OG0002836	YOR357C	augustus_masked-flattened_line_108-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.34&CDS=1-645
2837	OG0002837	YOR358W	augustus_masked-flattened_line_108-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.47&CDS=1-927
2838	OG0002838	YOR359W	genemark-flattened_line_108-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.21&CDS=1-1485
2839	OG0002839	YOR360C	augustus_masked-flattened_line_108-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.33&CDS=1-1578
2840	OG0002840	YOR361C	augustus_masked-flattened_line_108-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.31&CDS=1-2385
2841	OG0002841	YOR362C	augustus_masked-flattened_line_16-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.4&CDS=1-831
2842	OG0002842	YOR369C	augustus_masked-flattened_line_170-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_170-processed-gene-0.18&CDS=1-417
2843	OG0002843	YOR370C	augustus_masked-flattened_line_52-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.62&CDS=1-1458
2844	OG0002844	YPL001W	augustus_masked-flattened_line_120-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.18&CDS=1-1416
2845	OG0002845	YPL002C	augustus_masked-flattened_line_72-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.18&CDS=1-687
2846	OG0002846	YPL007C	augustus_masked-flattened_line_120-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.17&CDS=1-1935
2847	OG0002847	YPL008W	augustus_masked-flattened_line_120-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.2&CDS=1-2448
2848	OG0002848	YPL009C	augustus_masked-flattened_line_120-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.11&CDS=1-3000
2849	OG0002849	YPL010W	augustus_masked-flattened_line_120-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.0&CDS=1-633
2850	OG0002850	YPL012W	augustus_masked-flattened_line_120-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.15&CDS=1-3669
2851	OG0002851	YPL013C	augustus_masked-flattened_line_68-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.116&CDS=1-402
2852	OG0002852	YPL014W	augustus_masked-flattened_line_120-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.16&CDS=1-1434
2853	OG0002853	YPL020C	snap_masked-flattened_line_120-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.40&CDS=1-1374
2854	OG0002854	YPL022W	augustus_masked-flattened_line_92-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.55&CDS=1-3006
2855	OG0002855	YPL023C	maker-flattened_line_92-snap-gene-0.99-mRNA-1_1&gene=maker-flattened_line_92-snap-gene-0.99&CDS=1-2316
2856	OG0002856	YPL028W	augustus_masked-flattened_line_92-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.43&CDS=1-1203
2857	OG0002857	YPL029W	snap_masked-flattened_line_18-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.14&CDS=1-2550
2858	OG0002858	YPL030W	augustus_masked-flattened_line_92-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.42&CDS=1-1752
2859	OG0002859	YPL031C	augustus_masked-flattened_line_32-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.191&CDS=1-1239
2860	OG0002860	YPL040C	augustus_masked-flattened_line_92-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.60&CDS=1-3201
2861	OG0002861	YPL042C	augustus_masked-flattened_line_36-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.107&CDS=1-2622
2862	OG0002862	YPL043W	augustus_masked-flattened_line_36-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.138&CDS=1-4668
2863	OG0002863	YPL046C	augustus_masked-flattened_line_36-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.108&CDS=1-387
2864	OG0002864	YPL050C	augustus_masked-flattened_line_36-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.105&CDS=1-1173
2865	OG0002865	YPL051W	augustus_masked-flattened_line_36-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.134&CDS=1-687
2866	OG0002866	YPL059W	augustus_masked-flattened_line_78-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.3&CDS=1-408
2867	OG0002867	YPL061W	augustus_masked-flattened_line_62-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.95&CDS=1-1581
2868	OG0002868	YPL063W	augustus_masked-flattened_line_62-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.112&CDS=1-1476
2869	OG0002869	YPL065W	augustus_masked-flattened_line_62-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.92&CDS=1-804
2870	OG0002870	YPL066W	augustus_masked-flattened_line_62-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.91&CDS=1-1716
2871	OG0002871	YPL069C	augustus_masked-flattened_line_22-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.37&CDS=1-1002
2872	OG0002872	YPL075W	snap_masked-flattened_line_22-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.48&CDS=1-3096
2873	OG0002873	YPL076W	augustus_masked-flattened_line_22-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.35&CDS=1-903
2874	OG0002874	YPL078C	augustus_masked-flattened_line_90-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.17&CDS=1-792
2875	OG0002875	YPL082C	augustus_masked-flattened_line_90-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.15&CDS=1-5652
2876	OG0002876	YPL084W	augustus_masked-flattened_line_22-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.11&CDS=1-2181
2877	OG0002877	YPL085W	augustus_masked-flattened_line_22-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.10&CDS=1-8004
2878	OG0002878	YPL086C	augustus_masked-flattened_line_22-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.32&CDS=1-1677
2879	OG0002879	YPL091W	augustus_masked-flattened_line_22-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.7&CDS=1-1404
2880	OG0002880	YPL093W	augustus_masked-flattened_line_22-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.6&CDS=1-1971
2881	OG0002881	YPL094C	augustus_masked-flattened_line_22-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.29&CDS=1-942
2882	OG0002882	YPL096W	augustus_masked-flattened_line_34-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.12&CDS=1-1074
2883	OG0002883	YPL097W	augustus_masked-flattened_line_92-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.33&CDS=1-1428
2884	OG0002884	YPL098C	augustus_masked-flattened_line_22-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.26&CDS=1-291
2885	OG0002885	YPL101W	augustus_masked-flattened_line_22-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.4&CDS=1-1464
2886	OG0002886	YPL104W	augustus_masked-flattened_line_22-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.3&CDS=1-1980
2887	OG0002887	YPL107W	augustus_masked-flattened_line_22-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.18&CDS=1-639
2888	OG0002888	YPL109C	augustus_masked-flattened_line_92-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.35&CDS=1-2091
2889	OG0002889	YPL110C	augustus_masked-flattened_line_62-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.111&CDS=1-4113
2890	OG0002890	YPL111W	augustus_masked-flattened_line_62-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.93&CDS=1-990
2891	OG0002891	YPL112C	augustus_masked-flattened_line_92-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.47&CDS=1-1071
2892	OG0002892	YPL115C	snap_masked-flattened_line_92-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.96&CDS=1-3060
2893	OG0002893	YPL116W	augustus_masked-flattened_line_36-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.99&CDS=1-2520
2894	OG0002894	YPL117C	augustus_masked-flattened_line_36-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.101&CDS=1-906
2895	OG0002895	YPL118W	snap_masked-flattened_line_36-processed-gene-0.198-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.198&CDS=1-1044
2896	OG0002896	YPL120W	augustus_masked-flattened_line_78-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.5&CDS=1-1833
2897	OG0002897	YPL122C	augustus_masked-flattened_line_36-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.131&CDS=1-1956
2898	OG0002898	YPL123C	augustus_masked-flattened_line_78-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.6&CDS=1-1374
2899	OG0002899	YPL125W	maker-flattened_line_78-augustus-gene-0.73-mRNA-1_1&gene=maker-flattened_line_78-augustus-gene-0.73&CDS=1-4479
2900	OG0002900	YPL126W	augustus_masked-flattened_line_78-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.23&CDS=1-2946
2901	OG0002901	YPL128C	augustus_masked-flattened_line_78-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.9&CDS=1-2688
2902	OG0002902	YPL129W	augustus_masked-flattened_line_78-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.25&CDS=1-879
2903	OG0002903	YPL131W	augustus_masked-flattened_line_78-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.28&CDS=1-891
2904	OG0002904	YPL132W	augustus_masked-flattened_line_78-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.29&CDS=1-789
2905	OG0002905	YPL133C	maker-flattened_line_78-snap-gene-0.70-mRNA-1_1&gene=maker-flattened_line_78-snap-gene-0.70&CDS=1-1344
2906	OG0002906	YPL146C	augustus_masked-flattened_line_62-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.126&CDS=1-1359
2907	OG0002907	YPL152W	augustus_masked-flattened_line_62-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.115&CDS=1-1131
2908	OG0002908	YPL153C	augustus_masked-flattened_line_62-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.98&CDS=1-2706
2909	OG0002909	YPL154C	augustus_masked-flattened_line_62-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.99&CDS=1-1317
2910	OG0002910	YPL157W	augustus_masked-flattened_line_62-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.117&CDS=1-1746
2911	OG0002911	YPL160W	augustus_masked-flattened_line_62-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.109&CDS=1-3342
