	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035286_Candida_azyma
2565	OG0002565	YLR203C	genemark-NODE_38_length_36249_cov_12.3575_ID_7711-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_38_length_36249_cov_12.3575_ID_7711-processed-gene-0.3&CDS=1-1269
2566	OG0002566	YLR205C	genemark-NODE_38_length_36249_cov_12.3575_ID_7711-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_38_length_36249_cov_12.3575_ID_7711-processed-gene-0.2&CDS=1-864
2567	OG0002567	YLR207W	genemark-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.6-mRNA-1_1&gene=genemark-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.6&CDS=1-2217
2568	OG0002568	YLR208W	snap_masked-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.179-mRNA-1_1&gene=snap_masked-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.179&CDS=1-909
2569	OG0002569	YLR209C	genemark-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.5-mRNA-1_1&gene=genemark-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.5&CDS=1-906
2570	OG0002570	YLR212C	augustus_masked-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-0.62&CDS=1-2583
2571	OG0002571	YLR214W	augustus_masked-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-0.112&CDS=1-2088
2572	OG0002572	YLR215C	genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-0.120&CDS=1-1098
2573	OG0002573	YLR216C	genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-0.117&CDS=1-1107
2574	OG0002574	YLR218C	genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-0.116&CDS=1-237
2575	OG0002575	YLR219W	snap_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-11.98-mRNA-1_1&gene=snap_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-11.98&CDS=1-1524
2576	OG0002576	YLR220W	genemark-NODE_24_length_135386_cov_11.2559_ID_2620-processed-gene-0.221-mRNA-1_1&gene=genemark-NODE_24_length_135386_cov_11.2559_ID_2620-processed-gene-0.221&CDS=1-927
2577	OG0002577	YLR221C	genemark-NODE_24_length_135386_cov_11.2559_ID_2620-processed-gene-0.189-mRNA-1_1&gene=genemark-NODE_24_length_135386_cov_11.2559_ID_2620-processed-gene-0.189&CDS=1-555
2578	OG0002578	YLR222C	genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-1.52-mRNA-1_1&gene=genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-1.52&CDS=1-2361
2579	OG0002579	YLR223C	genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-1.54&CDS=1-1947
2580	OG0002580	YLR229C	genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-4.136-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-4.136&CDS=1-579
2581	OG0002581	YLR231C	genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.257-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.257&CDS=1-1380
2582	OG0002582	YLR234W	genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.289-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.289&CDS=1-1875
2583	OG0002583	YLR239C	genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.285-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.285&CDS=1-945
2584	OG0002584	YLR240W	genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.253-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.253&CDS=1-2496
2585	OG0002585	YLR242C	genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.288-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.288&CDS=1-849
2586	OG0002586	YLR243W	genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.246-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.246&CDS=1-813
2587	OG0002587	YLR244C	genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.238-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.238&CDS=1-1137
2588	OG0002588	YLR245C	genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.237-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.237&CDS=1-450
2589	OG0002589	YLR246W	maker-NODE_9_length_366428_cov_12.2711_ID_1557-snap-gene-2.204-mRNA-1_1&gene=maker-NODE_9_length_366428_cov_12.2711_ID_1557-snap-gene-2.204&CDS=1-1065
2590	OG0002590	YLR247C	genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-0.36&CDS=1-4341
2591	OG0002591	YLR250W	genemark-NODE_15_length_255544_cov_16.8036_ID_3316-processed-gene-1.254-mRNA-1_1&gene=genemark-NODE_15_length_255544_cov_16.8036_ID_3316-processed-gene-1.254&CDS=1-684
2592	OG0002592	YLR251W	genemark-NODE_39_length_30793_cov_14.1953_ID_3937-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_39_length_30793_cov_14.1953_ID_3937-processed-gene-0.11&CDS=1-582
2593	OG0002593	YLR253W	genemark-NODE_39_length_30793_cov_14.1953_ID_3937-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_39_length_30793_cov_14.1953_ID_3937-processed-gene-0.10&CDS=1-1710
2594	OG0002594	YLR259C	augustus_masked-NODE_24_length_135386_cov_11.2559_ID_2620-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_24_length_135386_cov_11.2559_ID_2620-processed-gene-0.42&CDS=1-2088
2595	OG0002595	YLR262C	genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.219-mRNA-1_1&gene=genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.219&CDS=1-1233
2596	OG0002596	YLR262C-A	snap_masked-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-0.79&CDS=1-192
2597	OG0002597	YLR268W	genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-0.20&CDS=1-642
2598	OG0002598	YLR271W	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-4.133-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-4.133&CDS=1-1110
2599	OG0002599	YLR272C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-4.135-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-4.135&CDS=1-3294
2600	OG0002600	YLR274W	genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-5.104-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-5.104&CDS=1-2154
2601	OG0002601	YLR275W	maker-NODE_3_length_818837_cov_14.4757_ID_1651-augustus-gene-5.51-mRNA-1_1&gene=maker-NODE_3_length_818837_cov_14.4757_ID_1651-augustus-gene-5.51&CDS=1-336
2602	OG0002602	YLR276C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-3.98-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-3.98&CDS=1-1716
2603	OG0002603	YLR277C	genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-5.120-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-5.120&CDS=1-2109
2604	OG0002604	YLR278C	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-5.87-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-5.87&CDS=1-2685
2605	OG0002605	YLR283W	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-5.86-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-5.86&CDS=1-936
2606	OG0002606	YLR285W	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-3.101-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-3.101&CDS=1-765
2607	OG0002607	YLR286C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-3.104-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-3.104&CDS=1-2040
2608	OG0002608	YLR287C	genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-0.121&CDS=1-1086
2609	OG0002609	YLR288C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-7.42-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-7.42&CDS=1-834
2610	OG0002610	YLR289W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-7.18-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-7.18&CDS=1-1911
2611	OG0002611	YLR290C	maker-NODE_4_length_795099_cov_12.4169_ID_3890-snap-gene-3.94-mRNA-1_1&gene=maker-NODE_4_length_795099_cov_12.4169_ID_3890-snap-gene-3.94&CDS=1-2427
2612	OG0002612	YLR291C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-7.43-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-7.43&CDS=1-1083
2613	OG0002613	YLR292C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-8.118-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-8.118&CDS=1-603
2614	OG0002614	YLR295C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-8.115-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-8.115&CDS=1-336
2615	OG0002615	YLR301W	genemark-NODE_35_length_41993_cov_13.5011_ID_3719-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_35_length_41993_cov_13.5011_ID_3719-processed-gene-0.58&CDS=1-693
2616	OG0002616	YLR303W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.16-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.16&CDS=1-1314
2617	OG0002617	YLR305C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-15.3-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-15.3&CDS=1-5679
2618	OG0002618	YLR306W	genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.52-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.52&CDS=1-558
2619	OG0002619	YLR308W	genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.212-mRNA-1_1&gene=genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.212&CDS=1-954
2620	OG0002620	YLR309C	genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.210-mRNA-1_1&gene=genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.210&CDS=1-2934
2621	OG0002621	YLR310C	genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.209-mRNA-1_1&gene=genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.209&CDS=1-3672
2622	OG0002622	YLR312W-A	genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-3.179-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-3.179&CDS=1-678
2623	OG0002623	YLR314C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-3.103-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-3.103&CDS=1-1551
2624	OG0002624	YLR316C	genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-1.179-mRNA-1_1&gene=genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-1.179&CDS=1-948
2625	OG0002625	YLR318W	snap_masked-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-1.91&CDS=1-2535
2626	OG0002626	YLR319C	genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-1.180-mRNA-1_1&gene=genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-1.180&CDS=1-2130
2627	OG0002627	YLR321C	genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-1.152-mRNA-1_1&gene=genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-1.152&CDS=1-993
2628	OG0002628	YLR323C	genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-5.112-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-5.112&CDS=1-762
2629	OG0002629	YLR324W	genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-5.131-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-5.131&CDS=1-1512
2630	OG0002630	YLR326W	genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.199-mRNA-1_1&gene=genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.199&CDS=1-648
2631	OG0002631	YLR330W	snap_masked-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.136&CDS=1-1557
2632	OG0002632	YLR336C	genemark-NODE_23_length_196781_cov_12.0839_ID_2753-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_23_length_196781_cov_12.0839_ID_2753-processed-gene-0.61&CDS=1-2955
2633	OG0002633	YLR337C	maker-NODE_22_length_204725_cov_13.0733_ID_3180-snap-gene-0.98-mRNA-1_1&gene=maker-NODE_22_length_204725_cov_13.0733_ID_3180-snap-gene-0.98&CDS=1-2304
2634	OG0002634	YLR340W	genemark-NODE_29_length_91673_cov_18.0449_ID_3278-processed-gene-0.148-mRNA-1_1&gene=genemark-NODE_29_length_91673_cov_18.0449_ID_3278-processed-gene-0.148&CDS=1-939
2635	OG0002635	YLR345W	maker-NODE_7_length_427571_cov_12.0098_ID_2786-augustus-gene-1.156-mRNA-1_1&gene=maker-NODE_7_length_427571_cov_12.0098_ID_2786-augustus-gene-1.156&CDS=1-2073
2636	OG0002636	YLR347C	genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-1.27&CDS=1-2583
2637	OG0002637	YLR348C	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-1.33&CDS=1-918
2638	OG0002638	YLR352W	genemark-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-0.17&CDS=1-1689
2639	OG0002639	YLR354C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-5.106-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-5.106&CDS=1-975
2640	OG0002640	YLR355C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-0.5&CDS=1-1188
2641	OG0002641	YLR356W	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-0.9&CDS=1-633
2642	OG0002642	YLR359W	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-0.30&CDS=1-1446
2643	OG0002643	YLR361C	genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-1.249-mRNA-1_1&gene=genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-1.249&CDS=1-1557
2644	OG0002644	YLR362W	genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-1.254-mRNA-1_1&gene=genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-1.254&CDS=1-2001
2645	OG0002645	YLR363C	genemark-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.194-mRNA-1_1&gene=genemark-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.194&CDS=1-780
2646	OG0002646	YLR363W-A	augustus_masked-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.75&CDS=1-279
2647	OG0002647	YLR364W	genemark-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-2.24-mRNA-1_1&gene=genemark-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-2.24&CDS=1-315
2648	OG0002648	YLR368W	augustus_masked-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-1.105&CDS=1-1680
2649	OG0002649	YLR370C	genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-0.36&CDS=1-522
2650	OG0002650	YLR377C	genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-2.58&CDS=1-1017
2651	OG0002651	YLR378C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-17.151-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-17.151&CDS=1-1437
2652	OG0002652	YLR380W	genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-0.2&CDS=1-1281
2653	OG0002653	YLR382C	augustus_masked-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-0.61&CDS=1-2721
2654	OG0002654	YLR383W	genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-0.4&CDS=1-3342
2655	OG0002655	YLR384C	genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-0.8&CDS=1-4029
2656	OG0002656	YLR386W	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.137-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.137&CDS=1-2613
2657	OG0002657	YLR387C	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.120-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.120&CDS=1-1314
2658	OG0002658	YLR389C	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.118-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.118&CDS=1-2877
2659	OG0002659	YLR390W	snap_masked-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.48-mRNA-1_1&gene=snap_masked-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.48&CDS=1-213
2660	OG0002660	YLR390W-A	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.135-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.135&CDS=1-663
2661	OG0002661	YLR393W	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.134-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.134&CDS=1-906
2662	OG0002662	YLR395C	augustus_masked-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-0.65&CDS=1-219
2663	OG0002663	YLR396C	genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-0.7&CDS=1-1794
2664	OG0002664	YLR397C	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.146-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.146&CDS=1-2373
2665	OG0002665	YLR398C	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.147-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.147&CDS=1-3732
2666	OG0002666	YLR399C	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.148-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.148&CDS=1-2031
2667	OG0002667	YLR401C	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.85-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.85&CDS=1-1905
2668	OG0002668	YLR403W	snap_masked-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.2-mRNA-1_1&gene=snap_masked-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.2&CDS=1-1356
2669	OG0002669	YLR405W	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.83-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.83&CDS=1-1026
2670	OG0002670	YLR407W	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.89-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.89&CDS=1-681
2671	OG0002671	YLR409C	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.107-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.107&CDS=1-2793
2672	OG0002672	YLR410W	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.91-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.91&CDS=1-2916
2673	OG0002673	YLR412W	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.92-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.92&CDS=1-768
2674	OG0002674	YLR414C	genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-3.34-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-3.34&CDS=1-816
2675	OG0002675	YLR417W	genemark-NODE_24_length_135386_cov_11.2559_ID_2620-processed-gene-0.200-mRNA-1_1&gene=genemark-NODE_24_length_135386_cov_11.2559_ID_2620-processed-gene-0.200&CDS=1-1962
2676	OG0002676	YLR418C	genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.51&CDS=1-1107
2677	OG0002677	YLR419W	genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-6.43-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-6.43&CDS=1-4194
2678	OG0002678	YLR420W	augustus_masked-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.90&CDS=1-1017
2679	OG0002679	YLR422W	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-1.11&CDS=1-5769
2680	OG0002680	YLR423C	genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.52-mRNA-1_1&gene=genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.52&CDS=1-1275
2681	OG0002681	YLR424W	genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.9&CDS=1-2298
2682	OG0002682	YLR425W	genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-3.15-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-3.15&CDS=1-3909
2683	OG0002683	YLR427W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-5.27-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-5.27&CDS=1-1896
2684	OG0002684	YLR429W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-6.13-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-6.13&CDS=1-1914
2685	OG0002685	YLR430W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-6.35-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-6.35&CDS=1-6135
