	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035670_Phaffomyces_opuntiae
2634	OG0002634	YML066C	genemark-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-3.76-mRNA-1_1&gene=genemark-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-3.76&CDS=1-1545
2635	OG0002635	YML067C	genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.125-mRNA-1_1&gene=genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.125&CDS=1-1032
2636	OG0002636	YML068W	snap_masked-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.82&CDS=1-1245
2637	OG0002637	YML070W	snap_masked-NODE_46_length_92374_cov_55.6904_ID_9283-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_46_length_92374_cov_55.6904_ID_9283-processed-gene-0.99&CDS=1-3303
2638	OG0002638	YML071C	genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-0.59&CDS=1-1722
2639	OG0002639	YML072C	genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-0.60&CDS=1-4074
2640	OG0002640	YML076C	genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-0.64&CDS=1-2496
2641	OG0002641	YML078W	augustus_masked-NODE_55_length_82024_cov_53.963_ID_12726-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_55_length_82024_cov_53.963_ID_12726-processed-gene-0.36&CDS=1-555
2642	OG0002642	YML080W	genemark-NODE_55_length_82024_cov_53.963_ID_12726-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_55_length_82024_cov_53.963_ID_12726-processed-gene-0.3&CDS=1-1239
2643	OG0002643	YML081C-A	snap_masked-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-2.32&CDS=1-186
2644	OG0002644	YML085C	genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.200-mRNA-1_1&gene=genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.200&CDS=1-1347
2645	OG0002645	YML086C	genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.199-mRNA-1_1&gene=genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.199&CDS=1-1587
2646	OG0002646	YML088W	genemark-NODE_172_length_7375_cov_54.9081_ID_16367-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_172_length_7375_cov_54.9081_ID_16367-processed-gene-0.10&CDS=1-1854
2647	OG0002647	YML091C	genemark-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.61&CDS=1-2220
2648	OG0002648	YML092C	snap_masked-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.12&CDS=1-1158
2649	OG0002649	YML093W	genemark-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.75&CDS=1-2784
2650	OG0002650	YML094W	genemark-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.64&CDS=1-456
2651	OG0002651	YML095C	genemark-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.65&CDS=1-609
2652	OG0002652	YML096W	genemark-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.76&CDS=1-1485
2653	OG0002653	YML097C	genemark-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.66&CDS=1-786
2654	OG0002654	YML098W	genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-1.153-mRNA-1_1&gene=genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-1.153&CDS=1-615
2655	OG0002655	YML099C	genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-1.105-mRNA-1_1&gene=genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-1.105&CDS=1-2631
2656	OG0002656	YML102W	genemark-NODE_52_length_85089_cov_71.98_ID_11545-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_52_length_85089_cov_71.98_ID_11545-processed-gene-0.73&CDS=1-1983
2657	OG0002657	YML103C	snap_masked-NODE_124_length_23513_cov_60.1739_ID_13731-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_124_length_23513_cov_60.1739_ID_13731-processed-gene-0.8&CDS=1-4611
2658	OG0002658	YML104C	genemark-NODE_55_length_82024_cov_53.963_ID_12726-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_55_length_82024_cov_53.963_ID_12726-processed-gene-0.20&CDS=1-3969
2659	OG0002659	YML105C	genemark-NODE_55_length_82024_cov_53.963_ID_12726-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_55_length_82024_cov_53.963_ID_12726-processed-gene-0.19&CDS=1-735
2660	OG0002660	YML106W	genemark-NODE_55_length_82024_cov_53.963_ID_12726-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_55_length_82024_cov_53.963_ID_12726-processed-gene-0.1&CDS=1-666
2661	OG0002661	YML110C	genemark-NODE_15_length_185597_cov_61.0653_ID_7061-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_15_length_185597_cov_61.0653_ID_7061-processed-gene-0.129&CDS=1-834
2662	OG0002662	YML112W	augustus_masked-NODE_120_length_26679_cov_59.8922_ID_17310-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_120_length_26679_cov_59.8922_ID_17310-processed-gene-0.5&CDS=1-849
2663	OG0002663	YML114C	augustus_masked-NODE_148_length_13294_cov_56.5558_ID_6040-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_148_length_13294_cov_56.5558_ID_6040-processed-gene-0.6&CDS=1-1602
2664	OG0002664	YML121W	genemark-NODE_39_length_109361_cov_55.0506_ID_6540-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_39_length_109361_cov_55.0506_ID_6540-processed-gene-0.129&CDS=1-936
2665	OG0002665	YML123C	genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-0.36&CDS=1-1713
2666	OG0002666	YML125C	genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-1.15-mRNA-1_1&gene=genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-1.15&CDS=1-909
2667	OG0002667	YML126C	genemark-NODE_172_length_7375_cov_54.9081_ID_16367-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_172_length_7375_cov_54.9081_ID_16367-processed-gene-0.11&CDS=1-1344
2668	OG0002668	YML127W	genemark-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.73&CDS=1-1503
2669	OG0002669	YML129C	genemark-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_87_length_52591_cov_62.8723_ID_27767-processed-gene-0.62&CDS=1-2082
2670	OG0002670	YML130C	genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-1.104&CDS=1-1464
2671	OG0002671	YML131W	snap_masked-NODE_10_length_199636_cov_58.6805_ID_8612-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_10_length_199636_cov_58.6805_ID_8612-processed-gene-0.61&CDS=1-1101
2672	OG0002672	YMR001C	genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.176-mRNA-1_1&gene=genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.176&CDS=1-2061
2673	OG0002673	YMR002W	genemark-NODE_7_length_252116_cov_54.7147_ID_5737-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_7_length_252116_cov_54.7147_ID_5737-processed-gene-1.142&CDS=1-447
2674	OG0002674	YMR003W	genemark-NODE_7_length_252116_cov_54.7147_ID_5737-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_7_length_252116_cov_54.7147_ID_5737-processed-gene-1.141&CDS=1-852
2675	OG0002675	YMR004W	genemark-NODE_7_length_252116_cov_54.7147_ID_5737-processed-gene-1.140-mRNA-1_1&gene=genemark-NODE_7_length_252116_cov_54.7147_ID_5737-processed-gene-1.140&CDS=1-1356
2676	OG0002676	YMR005W	genemark-NODE_7_length_252116_cov_54.7147_ID_5737-processed-gene-1.139-mRNA-1_1&gene=genemark-NODE_7_length_252116_cov_54.7147_ID_5737-processed-gene-1.139&CDS=1-1110
2677	OG0002677	YMR009W	maker-NODE_32_length_124040_cov_58.3016_ID_10967-snap-gene-0.145-mRNA-1_1&gene=maker-NODE_32_length_124040_cov_58.3016_ID_10967-snap-gene-0.145&CDS=1-780
2678	OG0002678	YMR012W	genemark-NODE_45_length_95811_cov_55.0546_ID_24791-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_45_length_95811_cov_55.0546_ID_24791-processed-gene-0.84&CDS=1-3732
2679	OG0002679	YMR014W	genemark-NODE_53_length_84261_cov_57.0586_ID_8210-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_53_length_84261_cov_57.0586_ID_8210-processed-gene-0.20&CDS=1-1461
2680	OG0002680	YMR015C	maker-NODE_68_length_73590_cov_73.3368_ID_8712-augustus-gene-0.125-mRNA-1_1&gene=maker-NODE_68_length_73590_cov_73.3368_ID_8712-augustus-gene-0.125&CDS=1-2565
2681	OG0002681	YMR022W	genemark-NODE_45_length_95811_cov_55.0546_ID_24791-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_45_length_95811_cov_55.0546_ID_24791-processed-gene-0.81&CDS=1-504
2682	OG0002682	YMR023C	maker-NODE_4_length_330874_cov_55.2971_ID_5053-snap-gene-2.2-mRNA-1_1&gene=maker-NODE_4_length_330874_cov_55.2971_ID_5053-snap-gene-2.2&CDS=1-1749
2683	OG0002683	YMR024W	genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-1.29-mRNA-1_1&gene=genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-1.29&CDS=1-1011
2684	OG0002684	YMR026C	genemark-NODE_68_length_73590_cov_73.3368_ID_8712-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_68_length_73590_cov_73.3368_ID_8712-processed-gene-0.18&CDS=1-1155
2685	OG0002685	YMR027W	genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-1.39&CDS=1-1365
2686	OG0002686	YMR028W	genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-1.21-mRNA-1_1&gene=genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-1.21&CDS=1-1032
2687	OG0002687	YMR029C	snap_masked-NODE_49_length_88606_cov_54.5843_ID_7281-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_49_length_88606_cov_54.5843_ID_7281-processed-gene-0.108&CDS=1-489
2688	OG0002688	YMR032W	genemark-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-2.142-mRNA-1_1&gene=genemark-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-2.142&CDS=1-1758
2689	OG0002689	YMR033W	genemark-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-2.143-mRNA-1_1&gene=genemark-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-2.143&CDS=1-1263
2690	OG0002690	YMR034C	genemark-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-2.171-mRNA-1_1&gene=genemark-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-2.171&CDS=1-1293
2691	OG0002691	YMR035W	genemark-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-2.144-mRNA-1_1&gene=genemark-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-2.144&CDS=1-531
2692	OG0002692	YMR036C	snap_masked-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-1.37&CDS=1-1770
2693	OG0002693	YMR041C	genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-0.14&CDS=1-990
2694	OG0002694	YMR043W	genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.14&CDS=1-615
2695	OG0002695	YMR044W	genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.47&CDS=1-1317
2696	OG0002696	YMR048W	snap_masked-NODE_41_length_106288_cov_63.054_ID_7724-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_41_length_106288_cov_63.054_ID_7724-processed-gene-0.21&CDS=1-1029
2697	OG0002697	YMR049C	genemark-NODE_53_length_84261_cov_57.0586_ID_8210-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_53_length_84261_cov_57.0586_ID_8210-processed-gene-0.25&CDS=1-2448
2698	OG0002698	YMR052W	augustus_masked-NODE_77_length_62735_cov_56.0199_ID_9339-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_77_length_62735_cov_56.0199_ID_9339-processed-gene-0.28&CDS=1-534
2699	OG0002699	YMR058W	genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.176-mRNA-1_1&gene=genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.176&CDS=1-1860
2700	OG0002700	YMR059W	genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.129&CDS=1-393
2701	OG0002701	YMR060C	genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.161-mRNA-1_1&gene=genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.161&CDS=1-918
2702	OG0002702	YMR061W	genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.163-mRNA-1_1&gene=genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.163&CDS=1-2094
2703	OG0002703	YMR062C	genemark-NODE_52_length_85089_cov_71.98_ID_11545-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_52_length_85089_cov_71.98_ID_11545-processed-gene-0.93&CDS=1-5748
2704	OG0002704	YMR063W	genemark-NODE_27_length_132105_cov_53.9695_ID_6598-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_27_length_132105_cov_53.9695_ID_6598-processed-gene-0.42&CDS=1-1974
2705	OG0002705	YMR065W	augustus_masked-NODE_15_length_185597_cov_61.0653_ID_7061-processed-gene-0.243-mRNA-1_1&gene=augustus_masked-NODE_15_length_185597_cov_61.0653_ID_7061-processed-gene-0.243&CDS=1-1131
2706	OG0002706	YMR066W	snap_masked-NODE_58_length_79451_cov_59.6886_ID_10229-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_58_length_79451_cov_59.6886_ID_10229-processed-gene-0.67&CDS=1-2697
2707	OG0002707	YMR067C	genemark-NODE_12_length_191144_cov_54.1603_ID_7329-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_12_length_191144_cov_54.1603_ID_7329-processed-gene-0.143&CDS=1-1383
2708	OG0002708	YMR068W	genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-1.133&CDS=1-1617
2709	OG0002709	YMR071C	maker-NODE_66_length_73827_cov_54.8195_ID_9775-augustus-gene-0.122-mRNA-1_1&gene=maker-NODE_66_length_73827_cov_54.8195_ID_9775-augustus-gene-0.122&CDS=1-498
2710	OG0002710	YMR073C	genemark-NODE_111_length_31877_cov_54.3057_ID_11910-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_111_length_31877_cov_54.3057_ID_11910-processed-gene-0.13&CDS=1-351
2711	OG0002711	YMR074C	genemark-NODE_111_length_31877_cov_54.3057_ID_11910-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_111_length_31877_cov_54.3057_ID_11910-processed-gene-0.6&CDS=1-378
2712	OG0002712	YMR075W	genemark-NODE_52_length_85089_cov_71.98_ID_11545-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_52_length_85089_cov_71.98_ID_11545-processed-gene-0.75&CDS=1-2199
2713	OG0002713	YMR076C	genemark-NODE_52_length_85089_cov_71.98_ID_11545-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_52_length_85089_cov_71.98_ID_11545-processed-gene-0.94&CDS=1-3783
2714	OG0002714	YMR077C	genemark-NODE_46_length_92374_cov_55.6904_ID_9283-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_46_length_92374_cov_55.6904_ID_9283-processed-gene-0.85&CDS=1-621
2715	OG0002715	YMR079W	augustus_masked-NODE_42_length_100638_cov_56.583_ID_6634-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_42_length_100638_cov_56.583_ID_6634-processed-gene-0.76&CDS=1-915
2716	OG0002716	YMR080C	genemark-NODE_84_length_56906_cov_55.4173_ID_9915-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_84_length_56906_cov_55.4173_ID_9915-processed-gene-0.71&CDS=1-3009
2717	OG0002717	YMR090W	genemark-NODE_14_length_185717_cov_58.2368_ID_8258-processed-gene-0.258-mRNA-1_1&gene=genemark-NODE_14_length_185717_cov_58.2368_ID_8258-processed-gene-0.258&CDS=1-681
2718	OG0002718	YMR091C	augustus_masked-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-1.114&CDS=1-1278
2719	OG0002719	YMR092C	genemark-NODE_41_length_106288_cov_63.054_ID_7724-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_41_length_106288_cov_63.054_ID_7724-processed-gene-0.88&CDS=1-1755
2720	OG0002720	YMR093W	genemark-NODE_41_length_106288_cov_63.054_ID_7724-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_41_length_106288_cov_63.054_ID_7724-processed-gene-0.62&CDS=1-1479
2721	OG0002721	YMR097C	genemark-NODE_41_length_106288_cov_63.054_ID_7724-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_41_length_106288_cov_63.054_ID_7724-processed-gene-0.64&CDS=1-1068
2722	OG0002722	YMR098C	snap_masked-NODE_41_length_106288_cov_63.054_ID_7724-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_41_length_106288_cov_63.054_ID_7724-processed-gene-0.18&CDS=1-1836
2723	OG0002723	YMR099C	genemark-NODE_84_length_56906_cov_55.4173_ID_9915-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_84_length_56906_cov_55.4173_ID_9915-processed-gene-0.82&CDS=1-888
2724	OG0002724	YMR100W	genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-1.37&CDS=1-1941
2725	OG0002725	YMR108W	snap_masked-NODE_44_length_96743_cov_61.9992_ID_6736-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_44_length_96743_cov_61.9992_ID_6736-processed-gene-0.26&CDS=1-2022
2726	OG0002726	YMR109W	genemark-NODE_10_length_199636_cov_58.6805_ID_8612-processed-gene-0.252-mRNA-1_1&gene=genemark-NODE_10_length_199636_cov_58.6805_ID_8612-processed-gene-0.252&CDS=1-3816
2727	OG0002727	YMR110C	genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.168-mRNA-1_1&gene=genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.168&CDS=1-1545
2728	OG0002728	YMR113W	genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.129-mRNA-1_1&gene=genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.129&CDS=1-1302
2729	OG0002729	YMR114C	augustus_masked-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.252-mRNA-1_1&gene=augustus_masked-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.252&CDS=1-963
2730	OG0002730	YMR115W	augustus_masked-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.215-mRNA-1_1&gene=augustus_masked-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.215&CDS=1-1416
2731	OG0002731	YMR116C	maker-NODE_2_length_368873_cov_56.1611_ID_5273-augustus-gene-2.184-mRNA-1_1&gene=maker-NODE_2_length_368873_cov_56.1611_ID_5273-augustus-gene-2.184&CDS=1-1008
2732	OG0002732	YMR120C	genemark-NODE_92_length_47929_cov_55.9375_ID_10131-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_92_length_47929_cov_55.9375_ID_10131-processed-gene-0.58&CDS=1-1770
2733	OG0002733	YMR121C	augustus_masked-NODE_92_length_47929_cov_55.9375_ID_10131-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_92_length_47929_cov_55.9375_ID_10131-processed-gene-0.31&CDS=1-618
2734	OG0002734	YMR123W	genemark-NODE_128_length_20418_cov_57.5015_ID_14321-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_128_length_20418_cov_57.5015_ID_14321-processed-gene-0.20&CDS=1-339
2735	OG0002735	YMR125W	genemark-NODE_128_length_20418_cov_57.5015_ID_14321-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_128_length_20418_cov_57.5015_ID_14321-processed-gene-0.22&CDS=1-2601
2736	OG0002736	YMR126C	genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.171-mRNA-1_1&gene=genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.171&CDS=1-1089
2737	OG0002737	YMR127C	genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.172-mRNA-1_1&gene=genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.172&CDS=1-771
2738	OG0002738	YMR128W	genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.137-mRNA-1_1&gene=genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.137&CDS=1-5250
2739	OG0002739	YMR129W	augustus_masked-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.79&CDS=1-3882
2740	OG0002740	YMR131C	genemark-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-1.76-mRNA-1_1&gene=genemark-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-1.76&CDS=1-1539
2741	OG0002741	YMR132C	genemark-NODE_59_length_79404_cov_58.3396_ID_12452-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_59_length_79404_cov_58.3396_ID_12452-processed-gene-0.83&CDS=1-651
2742	OG0002742	YMR134W	augustus_masked-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-1.8&CDS=1-543
2743	OG0002743	YMR137C	augustus_masked-NODE_63_length_77283_cov_56.2945_ID_8167-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_63_length_77283_cov_56.2945_ID_8167-processed-gene-0.124&CDS=1-1830
2744	OG0002744	YMR138W	augustus_masked-NODE_63_length_77283_cov_56.2945_ID_8167-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_63_length_77283_cov_56.2945_ID_8167-processed-gene-0.122&CDS=1-540
2745	OG0002745	YMR140W	genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.162-mRNA-1_1&gene=genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.162&CDS=1-1338
2746	OG0002746	YMR146C	genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-1.36-mRNA-1_1&gene=genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-1.36&CDS=1-1020
2747	OG0002747	YMR149W	genemark-NODE_101_length_39256_cov_53.2379_ID_11954-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_101_length_39256_cov_53.2379_ID_11954-processed-gene-0.52&CDS=1-795
2748	OG0002748	YMR150C	genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-1.32&CDS=1-537
2749	OG0002749	YMR152W	genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-1.19-mRNA-1_1&gene=genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-1.19&CDS=1-1053
2750	OG0002750	YMR153W	genemark-NODE_20_length_149195_cov_60.8435_ID_27068-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_20_length_149195_cov_60.8435_ID_27068-processed-gene-0.122&CDS=1-1365
2751	OG0002751	YMR154C	augustus_masked-NODE_20_length_149195_cov_60.8435_ID_27068-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_20_length_149195_cov_60.8435_ID_27068-processed-gene-0.14&CDS=1-2118
2752	OG0002752	YMR156C	genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-1.10&CDS=1-723
2753	OG0002753	YMR157C	genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-1.34&CDS=1-708
2754	OG0002754	YMR158W	genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-1.11&CDS=1-474
2755	OG0002755	YMR159C	snap_masked-NODE_7_length_252116_cov_54.7147_ID_5737-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_7_length_252116_cov_54.7147_ID_5737-processed-gene-1.44&CDS=1-264
