	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035687_Cyberlindnera_suaveolens
3229	OG0003229	YOL107W	augustus_masked-NODE_138_length_7538_cov_14.9974_ID_12945-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_138_length_7538_cov_14.9974_ID_12945-processed-gene-0.0&CDS=1-1047
3230	OG0003230	YOL110W	maker-NODE_63_length_61504_cov_17.297_ID_8177-snap-gene-0.98-mRNA-1_1&gene=maker-NODE_63_length_61504_cov_17.297_ID_8177-snap-gene-0.98&CDS=1-675
3231	OG0003231	YOL111C	augustus_masked-NODE_63_length_61504_cov_17.297_ID_8177-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_63_length_61504_cov_17.297_ID_8177-processed-gene-0.64&CDS=1-591
3232	OG0003232	YOL114C	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.76&CDS=1-474
3233	OG0003233	YOL115W	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.96&CDS=1-1689
3234	OG0003234	YOL116W	augustus_masked-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.148&CDS=1-1254
3235	OG0003235	YOL123W	augustus_masked-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.123&CDS=1-1191
3236	OG0003236	YOL124C	augustus_masked-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.147&CDS=1-1296
3237	OG0003237	YOL125W	augustus_masked-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-1.26&CDS=1-1227
3238	OG0003238	YOL127W	maker-NODE_8_length_281708_cov_15.4654_ID_4841-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_8_length_281708_cov_15.4654_ID_4841-augustus-gene-0.3&CDS=1-426
3239	OG0003239	YOL129W	maker-NODE_8_length_281708_cov_15.4654_ID_4841-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_8_length_281708_cov_15.4654_ID_4841-augustus-gene-0.5&CDS=1-2628
3240	OG0003240	YOL132W	augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.86&CDS=1-1332
3241	OG0003241	YOL133W	genemark-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.3&CDS=1-348
3242	OG0003242	YOL135C	maker-NODE_36_length_104753_cov_15.7737_ID_6090-augustus-gene-0.65-mRNA-1_1&gene=maker-NODE_36_length_104753_cov_15.7737_ID_6090-augustus-gene-0.65&CDS=1-711
3243	OG0003243	YOL137W	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-0.115&CDS=1-1317
3244	OG0003244	YOL138C	snap_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-0.136&CDS=1-2895
3245	OG0003245	YOL139C	augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-0.14&CDS=1-615
3246	OG0003246	YOL140W	augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-1.122&CDS=1-1329
3247	OG0003247	YOL142W	augustus_masked-NODE_38_length_101485_cov_15.519_ID_8235-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_38_length_101485_cov_15.519_ID_8235-processed-gene-0.107&CDS=1-672
3248	OG0003248	YOL143C	augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.104&CDS=1-498
3249	OG0003249	YOL144W	augustus_masked-NODE_67_length_57166_cov_15.6626_ID_8980-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_67_length_57166_cov_15.6626_ID_8980-processed-gene-0.14&CDS=1-1449
3250	OG0003250	YOL145C	augustus_masked-NODE_67_length_57166_cov_15.6626_ID_8980-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_67_length_57166_cov_15.6626_ID_8980-processed-gene-0.1&CDS=1-3225
3251	OG0003251	YOL146W	maker-NODE_67_length_57166_cov_15.6626_ID_8980-augustus-gene-0.31-mRNA-1_1&gene=maker-NODE_67_length_57166_cov_15.6626_ID_8980-augustus-gene-0.31&CDS=1-534
3252	OG0003252	YOL147C	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.74&CDS=1-687
3253	OG0003253	YOL148C	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.75&CDS=1-1278
3254	OG0003254	YOL149W	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.94&CDS=1-492
3255	OG0003255	YOL154W	augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.85&CDS=1-846
3256	OG0003256	YOR001W	augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.184&CDS=1-2169
3257	OG0003257	YOR002W	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-0.43&CDS=1-1614
3258	OG0003258	YOR004W	augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.25&CDS=1-789
3259	OG0003259	YOR005C	genemark-NODE_68_length_56702_cov_16.3937_ID_9867-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_68_length_56702_cov_16.3937_ID_9867-processed-gene-0.30&CDS=1-2673
3260	OG0003260	YOR006C	augustus_masked-NODE_68_length_56702_cov_16.3937_ID_9867-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_68_length_56702_cov_16.3937_ID_9867-processed-gene-0.62&CDS=1-1005
3261	OG0003261	YOR007C	augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.123&CDS=1-999
3262	OG0003262	YOR014W	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.65&CDS=1-1908
3263	OG0003263	YOR017W	genemark-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-0.46&CDS=1-1917
3264	OG0003264	YOR020C	augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.128&CDS=1-312
3265	OG0003265	YOR021C	augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.129&CDS=1-621
3266	OG0003266	YOR022C	augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.191-mRNA-1_1&gene=augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.191&CDS=1-2208
3267	OG0003267	YOR023C	augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.192-mRNA-1_1&gene=augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.192&CDS=1-1236
3268	OG0003268	YOR027W	augustus_masked-NODE_56_length_74108_cov_17.7586_ID_9702-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_56_length_74108_cov_17.7586_ID_9702-processed-gene-0.98&CDS=1-1737
3269	OG0003269	YOR030W	augustus_masked-NODE_19_length_195766_cov_16.9769_ID_5328-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-NODE_19_length_195766_cov_16.9769_ID_5328-processed-gene-0.202&CDS=1-2832
3270	OG0003270	YOR037W	snap_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.21-mRNA-1_1&gene=snap_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.21&CDS=1-1230
3271	OG0003271	YOR038C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.154-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.154&CDS=1-2523
3272	OG0003272	YOR039W	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.133&CDS=1-753
3273	OG0003273	YOR042W	augustus_masked-NODE_20_length_190154_cov_15.6774_ID_5534-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NODE_20_length_190154_cov_15.6774_ID_5534-processed-gene-0.160&CDS=1-1050
3274	OG0003274	YOR043W	augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.58&CDS=1-1020
3275	OG0003275	YOR045W	maker-NODE_25_length_148322_cov_17.6261_ID_5648-snap-gene-0.87-mRNA-1_1&gene=maker-NODE_25_length_148322_cov_17.6261_ID_5648-snap-gene-0.87&CDS=1-429
3276	OG0003276	YOR046C	augustus_masked-NODE_25_length_148322_cov_17.6261_ID_5648-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_25_length_148322_cov_17.6261_ID_5648-processed-gene-0.63&CDS=1-1479
3277	OG0003277	YOR048C	augustus_masked-NODE_106_length_16882_cov_15.0421_ID_28119-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_106_length_16882_cov_15.0421_ID_28119-processed-gene-0.20&CDS=1-2820
3278	OG0003278	YOR051C	augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.16&CDS=1-1305
3279	OG0003279	YOR056C	augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.13&CDS=1-1452
3280	OG0003280	YOR057W	augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.7&CDS=1-1146
3281	OG0003281	YOR058C	genemark-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.114&CDS=1-2385
3282	OG0003282	YOR059C	maker-NODE_34_length_110513_cov_16.7138_ID_15698-augustus-gene-0.117-mRNA-1_1&gene=maker-NODE_34_length_110513_cov_16.7138_ID_15698-augustus-gene-0.117&CDS=1-1350
3283	OG0003283	YOR063W	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.80&CDS=1-1158
3284	OG0003284	YOR064C	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.89&CDS=1-717
3285	OG0003285	YOR065W	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.67&CDS=1-909
3286	OG0003286	YOR067C	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.66&CDS=1-1683
3287	OG0003287	YOR069W	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.88&CDS=1-1938
3288	OG0003288	YOR070C	snap_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.117&CDS=1-1545
3289	OG0003289	YOR074C	augustus_masked-NODE_67_length_57166_cov_15.6626_ID_8980-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_67_length_57166_cov_15.6626_ID_8980-processed-gene-0.2&CDS=1-900
3290	OG0003290	YOR075W	augustus_masked-NODE_67_length_57166_cov_15.6626_ID_8980-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_67_length_57166_cov_15.6626_ID_8980-processed-gene-0.3&CDS=1-903
3291	OG0003291	YOR077W	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.60&CDS=1-723
3292	OG0003292	YOR080W	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.84&CDS=1-2115
3293	OG0003293	YOR084W	snap_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.143&CDS=1-1083
3294	OG0003294	YOR086C	augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.65&CDS=1-3534
3295	OG0003295	YOR087W	maker-NODE_49_length_79320_cov_15.7312_ID_7492-augustus-gene-0.55-mRNA-1_1&gene=maker-NODE_49_length_79320_cov_15.7312_ID_7492-augustus-gene-0.55&CDS=1-3000
3296	OG0003296	YOR090C	augustus_masked-NODE_46_length_86168_cov_15.2326_ID_7242-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_46_length_86168_cov_15.2326_ID_7242-processed-gene-0.134&CDS=1-1641
3297	OG0003297	YOR091W	maker-NODE_14_length_221288_cov_16.0768_ID_5705-augustus-gene-0.147-mRNA-1_1&gene=maker-NODE_14_length_221288_cov_16.0768_ID_5705-augustus-gene-0.147&CDS=1-1095
3298	OG0003298	YOR093C	augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.173&CDS=1-4386
3299	OG0003299	YOR095C	augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.119&CDS=1-762
3300	OG0003300	YOR096W	maker-NODE_14_length_221288_cov_16.0768_ID_5705-augustus-gene-0.149-mRNA-1_1&gene=maker-NODE_14_length_221288_cov_16.0768_ID_5705-augustus-gene-0.149&CDS=1-567
3301	OG0003301	YOR099W	augustus_masked-NODE_27_length_127853_cov_16.2189_ID_7326-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_27_length_127853_cov_16.2189_ID_7326-processed-gene-0.21&CDS=1-1224
3302	OG0003302	YOR100C	augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.125&CDS=1-867
3303	OG0003303	YOR103C	augustus_masked-NODE_46_length_86168_cov_15.2326_ID_7242-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_46_length_86168_cov_15.2326_ID_7242-processed-gene-0.132&CDS=1-384
3304	OG0003304	YOR104W	augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.148&CDS=1-450
3305	OG0003305	YOR107W	augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.158&CDS=1-900
3306	OG0003306	YOR109W	augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.143&CDS=1-3354
3307	OG0003307	YOR112W	snap_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.1-mRNA-1_1&gene=snap_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.1&CDS=1-2199
3308	OG0003308	YOR113W	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.95&CDS=1-1764
3309	OG0003309	YOR115C	augustus_masked-NODE_92_length_24829_cov_16.525_ID_11237-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_92_length_24829_cov_16.525_ID_11237-processed-gene-0.27&CDS=1-606
3310	OG0003310	YOR116C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.103&CDS=1-4365
3311	OG0003311	YOR117W	augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-1.38&CDS=1-1287
3312	OG0003312	YOR118W	augustus_masked-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-0.105&CDS=1-1602
3313	OG0003313	YOR119C	augustus_masked-NODE_85_length_34279_cov_16.4542_ID_10114-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_85_length_34279_cov_16.4542_ID_10114-processed-gene-0.11&CDS=1-1380
3314	OG0003314	YOR122C	maker-NODE_25_length_148322_cov_17.6261_ID_5648-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_25_length_148322_cov_17.6261_ID_5648-augustus-gene-0.3&CDS=1-378
3315	OG0003315	YOR123C	augustus_masked-NODE_25_length_148322_cov_17.6261_ID_5648-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_25_length_148322_cov_17.6261_ID_5648-processed-gene-0.31&CDS=1-1212
3316	OG0003316	YOR124C	augustus_masked-NODE_25_length_148322_cov_17.6261_ID_5648-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_25_length_148322_cov_17.6261_ID_5648-processed-gene-0.29&CDS=1-3576
3317	OG0003317	YOR125C	augustus_masked-NODE_68_length_56702_cov_16.3937_ID_9867-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_68_length_56702_cov_16.3937_ID_9867-processed-gene-0.65&CDS=1-729
3318	OG0003318	YOR126C	augustus_masked-NODE_25_length_148322_cov_17.6261_ID_5648-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_25_length_148322_cov_17.6261_ID_5648-processed-gene-0.33&CDS=1-753
3319	OG0003319	YOR128C	augustus_masked-NODE_70_length_54856_cov_16.2992_ID_8288-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_70_length_54856_cov_16.2992_ID_8288-processed-gene-0.71&CDS=1-1674
3320	OG0003320	YOR129C	augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.97&CDS=1-1857
3321	OG0003321	YOR130C	augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.99&CDS=1-906
3322	OG0003322	YOR132W	snap_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.6&CDS=1-1596
3323	OG0003323	YOR136W	augustus_masked-NODE_57_length_73191_cov_15.9093_ID_8023-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_57_length_73191_cov_15.9093_ID_8023-processed-gene-0.92&CDS=1-1101
3324	OG0003324	YOR138C	maker-NODE_68_length_56702_cov_16.3937_ID_9867-augustus-gene-0.60-mRNA-1_1&gene=maker-NODE_68_length_56702_cov_16.3937_ID_9867-augustus-gene-0.60&CDS=1-1932
3325	OG0003325	YOR141C	genemark-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.96-mRNA-1_1&gene=genemark-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.96&CDS=1-2163
3326	OG0003326	YOR142W	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.129&CDS=1-957
3327	OG0003327	YOR143C	augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.80&CDS=1-873
3328	OG0003328	YOR144C	genemark-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.138-mRNA-1_1&gene=genemark-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.138&CDS=1-2550
3329	OG0003329	YOR145C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.150&CDS=1-753
3330	OG0003330	YOR148C	augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.81&CDS=1-693
3331	OG0003331	YOR149C	maker-NODE_50_length_78480_cov_15.7458_ID_8071-augustus-gene-0.92-mRNA-1_1&gene=maker-NODE_50_length_78480_cov_15.7458_ID_8071-augustus-gene-0.92&CDS=1-1464
3332	OG0003332	YOR150W	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.126&CDS=1-483
3333	OG0003333	YOR151C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.145&CDS=1-3714
3334	OG0003334	YOR154W	augustus_masked-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-0.108&CDS=1-1698
3335	OG0003335	YOR157C	augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-1.105&CDS=1-801
3336	OG0003336	YOR158W	augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-1.130&CDS=1-870
3337	OG0003337	YOR160W	augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.84&CDS=1-2796
3338	OG0003338	YOR161C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.148&CDS=1-1512
3339	OG0003339	YOR163W	augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.189-mRNA-1_1&gene=augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.189&CDS=1-501
3340	OG0003340	YOR164C	augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.222-mRNA-1_1&gene=augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.222&CDS=1-882
3341	OG0003341	YOR165W	augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.190-mRNA-1_1&gene=augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.190&CDS=1-2202
3342	OG0003342	YOR166C	augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.223-mRNA-1_1&gene=augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.223&CDS=1-1299
3343	OG0003343	YOR168W	augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.225-mRNA-1_1&gene=augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.225&CDS=1-2412
3344	OG0003344	YOR175C	augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.144&CDS=1-1755
3345	OG0003345	YOR176W	augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.170&CDS=1-1128
