	OrthologID	Saccharomyces_cerevisiae	Saitoella_complicata
1495	OG0001495	YGR175C	XP_019023284.1
1496	OG0001496	YGR178C	XP_019025344.1
1497	OG0001497	YGR181W	XP_019024802.1
1498	OG0001498	YGR183C	XP_019021112.1
1499	OG0001499	YGR184C	XP_019021111.1
1500	OG0001500	YGR185C	XP_019024145.1
1501	OG0001501	YGR186W	XP_019022974.1
1502	OG0001502	YGR187C	XP_019021715.1
1503	OG0001503	YGR188C	XP_019021216.1
1504	OG0001504	YGR189C	XP_019021078.1
1505	OG0001505	YGR193C	XP_019021831.1
1506	OG0001506	YGR194C	XP_019022451.1
1507	OG0001507	YGR200C	XP_019023039.1
1508	OG0001508	YGR202C	XP_019023953.1
1509	OG0001509	YGR203W	XP_019022584.1
1510	OG0001510	YGR205W	XP_019022732.1
1511	OG0001511	YGR207C	XP_019026773.1
1512	OG0001512	YGR208W	XP_019021654.1
1513	OG0001513	YGR210C	XP_019023892.1
1514	OG0001514	YGR211W	XP_019023191.1
1515	OG0001515	YGR216C	XP_019027635.1
1516	OG0001516	YGR217W	XP_019027071.1
1517	OG0001517	YGR218W	XP_019025383.1
1518	OG0001518	YGR220C	XP_019025368.1
1519	OG0001519	YGR227W	XP_019026564.1
1520	OG0001520	YGR229C	XP_019023027.1
1521	OG0001521	YGR230W	XP_019025648.1
1522	OG0001522	YGR231C	XP_019021220.1
1523	OG0001523	YGR232W	XP_019021554.1
1524	OG0001524	YGR233C	XP_019025271.1
1525	OG0001525	YGR234W	XP_019021075.1
1526	OG0001526	YGR235C	XP_019021167.1
1527	OG0001527	YGR244C	XP_019026816.1
1528	OG0001528	YGR245C	XP_019026513.1
1529	OG0001529	YGR246C	XP_019022703.1
1530	OG0001530	YGR247W	XP_019020824.1
1531	OG0001531	YGR252W	XP_019027016.1
1532	OG0001532	YGR253C	XP_019022714.1
1533	OG0001533	YGR255C	XP_019026595.1
1534	OG0001534	YGR257C	XP_019021157.1
1535	OG0001535	YGR258C	XP_019022251.1
1536	OG0001536	YGR262C	XP_019022473.1
1537	OG0001537	YGR264C	XP_019024018.1
1538	OG0001538	YGR266W	XP_019023532.1
1539	OG0001539	YGR267C	XP_019026473.1
1540	OG0001540	YGR268C	XP_019025232.1
1541	OG0001541	YGR270W	XP_019021859.1
1542	OG0001542	YGR271C-A	XP_019021958.1
1543	OG0001543	YGR274C	XP_019021135.1
1544	OG0001544	YGR277C	XP_019022387.1
1545	OG0001545	YGR278W	XP_019022496.1
1546	OG0001546	YGR280C	XP_019022917.1
1547	OG0001547	YGR282C	XP_019023364.1
1548	OG0001548	YGR284C	XP_019020793.1
1549	OG0001549	YGR285C	XP_019023645.1
1550	OG0001550	YGR286C	XP_019021243.1
1551	OG0001551	YHL002W	XP_019025033.1
1552	OG0001552	YHL004W	XP_019024536.1
1553	OG0001553	YHL010C	XP_019024446.1
1554	OG0001554	YHL013C	XP_019026969.1
1555	OG0001555	YHL015W	XP_019022560.1
1556	OG0001556	YHL020C	XP_019025210.1
1557	OG0001557	YHL022C	XP_019025236.1
1558	OG0001558	YHL023C	XP_019026069.1
1559	OG0001559	YHL024W	XP_019021650.1
1560	OG0001560	YHL026C	XP_019026999.1
1561	OG0001561	YHL028W	XP_019025723.1
1562	OG0001562	YHL030W	XP_019022911.1
1563	OG0001563	YHL031C	XP_019027155.1
1564	OG0001564	YHL032C	XP_019024478.1
1565	OG0001565	YHR002W	XP_019024931.1
1566	OG0001566	YHR004C	XP_019025362.1
1567	OG0001567	YHR005C-A	XP_019024605.1
1568	OG0001568	YHR007C	XP_019022946.1
1569	OG0001569	YHR008C	XP_019024613.1
1570	OG0001570	YHR009C	XP_019023024.1
1571	OG0001571	YHR011W	XP_019025935.1
1572	OG0001572	YHR012W	XP_019025350.1
1573	OG0001573	YHR013C	XP_019025353.1
1574	OG0001574	YHR018C	XP_019022507.1
1575	OG0001575	YHR019C	XP_019024693.1
1576	OG0001576	YHR020W	XP_019023269.1
1577	OG0001577	YHR024C	XP_019026198.1
1578	OG0001578	YHR025W	XP_019025551.1
1579	OG0001579	YHR026W	XP_019023242.1
1580	OG0001580	YHR027C	XP_019027195.1
1581	OG0001581	YHR028C	XP_019023377.1
1582	OG0001582	YHR029C	XP_019021055.1
1583	OG0001583	YHR030C	XP_019025990.1
1584	OG0001584	YHR034C	XP_019022870.1
1585	OG0001585	YHR037W	XP_019021561.1
1586	OG0001586	YHR039C	XP_019024564.1
1587	OG0001587	YHR039C-A	XP_019024567.1
1588	OG0001588	YHR040W	XP_019021204.1
1589	OG0001589	YHR042W	XP_019027122.1
1590	OG0001590	YHR051W	XP_019025273.1
1591	OG0001591	YHR062C	XP_019022114.1
1592	OG0001592	YHR063C	XP_019021660.1
1593	OG0001593	YHR064C	XP_019021626.1
1594	OG0001594	YHR068W	XP_019027722.1
1595	OG0001595	YHR069C	XP_019023366.1
1596	OG0001596	YHR070W	XP_019026526.1
1597	OG0001597	YHR071W	XP_019027280.1
1598	OG0001598	YHR072W	XP_019021991.1
1599	OG0001599	YHR072W-A	XP_019024691.1
1600	OG0001600	YHR073W	XP_019026039.1
1601	OG0001601	YHR074W	XP_019023850.1
1602	OG0001602	YHR075C	XP_019022161.1
1603	OG0001603	YHR076W	XP_019023360.1
1604	OG0001604	YHR077C	XP_019026710.1
1605	OG0001605	YHR079C	XP_019026391.1
1606	OG0001606	YHR079C-A	XP_019023576.1
1607	OG0001607	YHR084W	XP_019025588.1
1608	OG0001608	YHR085W	XP_019022098.1
1609	OG0001609	YHR086W	XP_019024521.1
1610	OG0001610	YHR087W	XP_019024553.1
1611	OG0001611	YHR089C	XP_019027568.1
1612	OG0001612	YHR090C	XP_019021393.1
1613	OG0001613	YHR099W	XP_019025313.1
1614	OG0001614	YHR100C	XP_019021585.1
1615	OG0001615	YHR101C	XP_019026364.1
1616	OG0001616	YHR104W	XP_019026903.1
1617	OG0001617	YHR107C	XP_019025179.1
1618	OG0001618	YHR111W	XP_019025889.1
1619	OG0001619	YHR114W	XP_019023755.1
1620	OG0001620	YHR116W	XP_019022948.1
1621	OG0001621	YHR119W	XP_019026461.1
1622	OG0001622	YHR120W	XP_019023511.1
1623	OG0001623	YHR121W	XP_019021247.1
1624	OG0001624	YHR122W	XP_019025416.1
1625	OG0001625	YHR128W	XP_019025962.1
1626	OG0001626	YHR132C	XP_019024709.1
1627	OG0001627	YHR132W-A	XP_019024030.1
1628	OG0001628	YHR134W	XP_019021746.1
1629	OG0001629	YHR142W	XP_019026251.1
1630	OG0001630	YHR143W-A	XP_019024160.1
1631	OG0001631	YHR144C	XP_019023449.1
1632	OG0001632	YHR147C	XP_019026445.1
1633	OG0001633	YHR148W	XP_019026407.1
1634	OG0001634	YHR154W	XP_019027216.1
1635	OG0001635	YHR165C	XP_019021347.1
1636	OG0001636	YHR166C	XP_019020741.1
1637	OG0001637	YHR168W	XP_019025674.1
1638	OG0001638	YHR169W	XP_019021965.1
1639	OG0001639	YHR170W	XP_019027180.1
1640	OG0001640	YHR171W	XP_019021230.1
1641	OG0001641	YHR174W	XP_019026362.1
1642	OG0001642	YHR175W	XP_019023420.1
1643	OG0001643	YHR181W	XP_019026400.1
1644	OG0001644	YHR183W	XP_019021212.1
1645	OG0001645	YHR186C	XP_019021617.1
1646	OG0001646	YHR188C	XP_019025084.1
1647	OG0001647	YHR189W	XP_019022397.1
1648	OG0001648	YHR190W	XP_019022357.1
1649	OG0001649	YHR193C	XP_019027396.1
1650	OG0001650	YHR194W	XP_019022874.1
1651	OG0001651	YHR200W	XP_019026584.1
1652	OG0001652	YHR201C	XP_019021558.1
1653	OG0001653	YHR204W	XP_019025795.1
1654	OG0001654	YHR206W	XP_019022553.1
1655	OG0001655	YHR207C	XP_019023722.1
1656	OG0001656	YHR208W	XP_019027147.1
1657	OG0001657	YIL001W	XP_019027395.1
1658	OG0001658	YIL003W	XP_019025102.1
1659	OG0001659	YIL004C	XP_019024239.1
1660	OG0001660	YIL007C	XP_019024516.1
1661	OG0001661	YIL008W	XP_019023126.1
1662	OG0001662	YIL019W	XP_019025665.1
1663	OG0001663	YIL020C	XP_019025664.1
1664	OG0001664	YIL021W	XP_019021800.1
1665	OG0001665	YIL022W	XP_019024098.1
1666	OG0001666	YIL023C	XP_019023766.1
1667	OG0001667	YIL026C	XP_019025415.1
1668	OG0001668	YIL030C	XP_019024998.1
1669	OG0001669	YIL033C	XP_019021443.1
1670	OG0001670	YIL034C	XP_019022178.1
1671	OG0001671	YIL035C	XP_019022145.1
1672	OG0001672	YIL038C	XP_019021417.1
1673	OG0001673	YIL041W	XP_019026563.1
1674	OG0001674	YIL043C	XP_019027691.1
1675	OG0001675	YIL044C	XP_019022787.1
1676	OG0001676	YIL046W	XP_019024873.1
1677	OG0001677	YIL048W	XP_019022963.1
1678	OG0001678	YIL049W	XP_019021909.1
1679	OG0001679	YIL050W	XP_019026383.1
1680	OG0001680	YIL061C	XP_019025490.1
1681	OG0001681	YIL062C	XP_019021984.1
1682	OG0001682	YIL063C	XP_019022676.1
1683	OG0001683	YIL064W	XP_019021904.1
1684	OG0001684	YIL065C	XP_019025567.1
1685	OG0001685	YIL068C	XP_019021795.1
1686	OG0001686	YIL070C	XP_019022558.1
1687	OG0001687	YIL072W	XP_019024609.1
1688	OG0001688	YIL075C	XP_019022384.1
1689	OG0001689	YIL083C	XP_019021601.1
1690	OG0001690	YIL084C	XP_019025836.1
1691	OG0001691	YIL087C	XP_019024020.1
1692	OG0001692	YIL090W	XP_019024036.1
1693	OG0001693	YIL091C	XP_019023954.1
1694	OG0001694	YIL093C	XP_019025932.1
1695	OG0001695	YIL094C	XP_019022235.1
1696	OG0001696	YIL096C	XP_019023585.1
1697	OG0001697	YIL097W	XP_019023586.1
1698	OG0001698	YIL098C	XP_019024497.1
1699	OG0001699	YIL099W	XP_019022019.1
1700	OG0001700	YIL103W	XP_019027570.1
1701	OG0001701	YIL104C	XP_019024122.1
1702	OG0001702	YIL108W	XP_019027234.1
1703	OG0001703	YIL113W	XP_019021942.1
1704	OG0001704	YIL116W	XP_019024574.1
1705	OG0001705	YIL118W	XP_019021608.1
1706	OG0001706	YIL124W	XP_019023668.1
1707	OG0001707	YIL125W	XP_019023543.1
1708	OG0001708	YIL128W	XP_019023471.1
1709	OG0001709	YIL129C	XP_019027197.1
1710	OG0001710	YIL130W	XP_019021988.1
1711	OG0001711	YIL133C	XP_019021935.1
1712	OG0001712	YIL140W	XP_019023998.1
1713	OG0001713	YIL142W	XP_019026442.1
1714	OG0001714	YIL143C	XP_019025233.1
1715	OG0001715	YIL144W	XP_019020952.1
1716	OG0001716	YIL145C	XP_019023228.1
1717	OG0001717	YIL153W	XP_019022274.1
1718	OG0001718	YIL155C	XP_019023976.1
1719	OG0001719	YIL157C	XP_019025377.1
1720	OG0001720	YIL164C	XP_019021569.1
1721	OG0001721	YIR001C	XP_019025326.1
1722	OG0001722	YIR002C	XP_019022172.1
1723	OG0001723	YIR005W	XP_019026108.1
1724	OG0001724	YIR006C	XP_019026351.1
1725	OG0001725	YIR007W	XP_019023727.1
1726	OG0001726	YIR008C	XP_019021669.1
1727	OG0001727	YIR011C	XP_019024086.1
1728	OG0001728	YIR012W	XP_019020983.1
1729	OG0001729	YIR022W	XP_019022738.1
1730	OG0001730	YIR023W	XP_019026904.1
1731	OG0001731	YIR026C	XP_019024017.1
1732	OG0001732	YIR027C	XP_019023272.1
1733	OG0001733	YIR029W	XP_019027254.1
1734	OG0001734	YIR030C	XP_019023193.1
1735	OG0001735	YIR032C	XP_019021848.1
1736	OG0001736	YIR037W	XP_019023874.1
1737	OG0001737	YIR038C	XP_019021844.1
1738	OG0001738	YIR042C	XP_019022651.1
1739	OG0001739	YJL001W	XP_019026384.1
1740	OG0001740	YJL002C	XP_019021114.1
1741	OG0001741	YJL003W	XP_019022014.1
1742	OG0001742	YJL005W	XP_019021089.1
1743	OG0001743	YJL006C	XP_019026774.1
1744	OG0001744	YJL008C	XP_019024783.1
1745	OG0001745	YJL010C	XP_019027647.1
1746	OG0001746	YJL014W	XP_019025936.1
1747	OG0001747	YJL020C	XP_019022587.1
1748	OG0001748	YJL024C	XP_019026547.1
1749	OG0001749	YJL026W	XP_019025520.1
1750	OG0001750	YJL029C	XP_019023512.1
1751	OG0001751	YJL030W	XP_019021415.1
1752	OG0001752	YJL031C	XP_019026875.1
1753	OG0001753	YJL033W	XP_019025090.1
1754	OG0001754	YJL035C	XP_019026695.1
1755	OG0001755	YJL039C	XP_019026194.1
1756	OG0001756	YJL046W	XP_019025489.1
1757	OG0001757	YJL052W	XP_019026002.1
1758	OG0001758	YJL053W	XP_019027132.1
1759	OG0001759	YJL054W	XP_019024132.1
1760	OG0001760	YJL055W	XP_019023076.1
1761	OG0001761	YJL057C	XP_019022304.1
1762	OG0001762	YJL059W	XP_019027426.1
1763	OG0001763	YJL060W	XP_019022278.1
1764	OG0001764	YJL062W-A	XP_019023402.1
1765	OG0001765	YJL063C	XP_019024124.1
1766	OG0001766	YJL068C	XP_019022486.1
1767	OG0001767	YJL069C	XP_019021132.1
1768	OG0001768	YJL071W	XP_019026553.1
1769	OG0001769	YJL072C	XP_019024283.1
1770	OG0001770	YJL074C	XP_019024858.1
1771	OG0001771	YJL080C	XP_019023683.1
1772	OG0001772	YJL085W	XP_019026801.1
1773	OG0001773	YJL087C	XP_019021518.1
1774	OG0001774	YJL088W	XP_019024014.1
1775	OG0001775	YJL090C	XP_019026157.1
1776	OG0001776	YJL091C	XP_019027686.1
1777	OG0001777	YJL092W	XP_019022289.1
1778	OG0001778	YJL093C	XP_019022187.1
1779	OG0001779	YJL094C	XP_019022097.1
1780	OG0001780	YJL095W	XP_019027650.1
1781	OG0001781	YJL096W	XP_019023380.1
1782	OG0001782	YJL097W	XP_019025494.1
1783	OG0001783	YJL100W	XP_019025586.1
1784	OG0001784	YJL101C	XP_019026558.1
1785	OG0001785	YJL102W	XP_019027386.1
1786	OG0001786	YJL104W	XP_019024431.1
1787	OG0001787	YJL106W	XP_019021780.1
1788	OG0001788	YJL108C	XP_019023875.1
1789	OG0001789	YJL109C	XP_019025656.1
1790	OG0001790	YJL111W	XP_019027683.1
1791	OG0001791	YJL115W	XP_019026208.1
1792	OG0001792	YJL121C	XP_019022619.1
1793	OG0001793	YJL124C	XP_019021861.1
1794	OG0001794	YJL125C	XP_019023346.1
1795	OG0001795	YJL126W	XP_019022063.1
1796	OG0001796	YJL127C	XP_019026187.1
1797	OG0001797	YJL128C	XP_019023610.1
1798	OG0001798	YJL141C	XP_019023671.1
1799	OG0001799	YJL143W	XP_019023705.1
1800	OG0001800	YJL145W	XP_019025692.1
1801	OG0001801	YJL153C	XP_019023839.1
1802	OG0001802	YJL154C	XP_019021031.1
1803	OG0001803	YJL163C	XP_019026099.1
1804	OG0001804	YJL166W	XP_019023747.1
1805	OG0001805	YJL167W	XP_019025287.1
1806	OG0001806	YJL168C	XP_019025667.1
1807	OG0001807	YJL187C	XP_019021198.1
1808	OG0001808	YJL189W	XP_019023573.1
1809	OG0001809	YJL190C	XP_019025633.1
1810	OG0001810	YJL194W	XP_019022938.1
1811	OG0001811	YJL197W	XP_019024984.1
1812	OG0001812	YJL203W	XP_019021584.1
1813	OG0001813	YJL204C	XP_019026372.1
1814	OG0001814	YJL207C	XP_019023071.1
1815	OG0001815	YJL208C	XP_019024801.1
1816	OG0001816	YJL213W	XP_019026910.1
1817	OG0001817	YJL218W	XP_019027633.1
1818	OG0001818	YJR001W	XP_019022991.1
1819	OG0001819	YJR002W	XP_019024027.1
1820	OG0001820	YJR006W	XP_019022825.1
1821	OG0001821	YJR007W	XP_019026557.1
1822	OG0001822	YJR008W	XP_019022309.1
1823	OG0001823	YJR010W	XP_019021648.1
1824	OG0001824	YJR013W	XP_019022353.1
1825	OG0001825	YJR014W	XP_019023356.1
1826	OG0001826	YJR017C	XP_019025128.1
1827	OG0001827	YJR019C	XP_019023773.1
1828	OG0001828	YJR024C	XP_019022168.1
1829	OG0001829	YJR025C	XP_019024942.1
1830	OG0001830	YJR033C	XP_019023090.1
1831	OG0001831	YJR034W	XP_019023868.1
1832	OG0001832	YJR035W	XP_019023670.1
1833	OG0001833	YJR044C	XP_019023078.1
1834	OG0001834	YJR045C	XP_019022728.1
1835	OG0001835	YJR047C	XP_019025577.1
1836	OG0001836	YJR048W	XP_019021754.1
1837	OG0001837	YJR050W	XP_019026120.1
1838	OG0001838	YJR052W	XP_019022867.1
1839	OG0001839	YJR056C	XP_019026054.1
1840	OG0001840	YJR058C	XP_019025868.1
1841	OG0001841	YJR062C	XP_019025661.1
1842	OG0001842	YJR063W	XP_019025069.1
1843	OG0001843	YJR064W	XP_019024935.1
1844	OG0001844	YJR065C	XP_019023198.1
1845	OG0001845	YJR068W	XP_019022175.1
1846	OG0001846	YJR069C	XP_019020815.1
1847	OG0001847	YJR070C	XP_019025070.1
1848	OG0001848	YJR072C	XP_019025472.1
1849	OG0001849	YJR073C	XP_019025098.1
1850	OG0001850	YJR074W	XP_019027535.1
1851	OG0001851	YJR075W	XP_019020908.1
1852	OG0001852	YJR076C	XP_019026110.1
1853	OG0001853	YJR077C	XP_019022460.1
1854	OG0001854	YJR078W	XP_019023834.1
1855	OG0001855	YJR082C	XP_019023427.1
1856	OG0001856	YJR086W	XP_019021846.1
1857	OG0001857	YJR090C	XP_019021978.1
1858	OG0001858	YJR095W	XP_019024731.1
1859	OG0001859	YJR098C	XP_019026188.1
1860	OG0001860	YJR099W	XP_019025047.1
1861	OG0001861	YJR100C	XP_019025199.1
1862	OG0001862	YJR101W	XP_019023108.1
1863	OG0001863	YJR102C	XP_019027379.1
1864	OG0001864	YJR104C	XP_019023362.1
1865	OG0001865	YJR105W	XP_019027314.1
1866	OG0001866	YJR110W	XP_019022027.1
1867	OG0001867	YJR112W	XP_019023653.1
1868	OG0001868	YJR113C	XP_019025912.1
1869	OG0001869	YJR116W	XP_019025910.1
1870	OG0001870	YJR117W	XP_019022838.1
1871	OG0001871	YJR118C	XP_019022850.1
1872	OG0001872	YJR119C	XP_019025174.1
1873	OG0001873	YJR121W	XP_019021280.1
1874	OG0001874	YJR122W	XP_019026235.1
1875	OG0001875	YJR123W	XP_019026498.1
1876	OG0001876	YJR124C	XP_019025349.1
1877	OG0001877	YJR125C	XP_019021408.1
1878	OG0001878	YJR126C	XP_019021412.1
1879	OG0001879	YJR129C	XP_019024568.1
1880	OG0001880	YJR132W	XP_019023634.1
1881	OG0001881	YJR135W-A	XP_019025553.1
1882	OG0001882	YJR137C	XP_019027177.1
1883	OG0001883	YJR138W	XP_019025074.1
1884	OG0001884	YJR139C	XP_019021036.1
1885	OG0001885	YJR140C	XP_019022706.1
1886	OG0001886	YJR141W	XP_019024218.1
1887	OG0001887	YJR142W	XP_019023186.1
1888	OG0001888	YJR143C	XP_019023367.1
1889	OG0001889	YJR144W	XP_019023662.1
1890	OG0001890	YKL001C	XP_019023895.1
1891	OG0001891	YKL002W	XP_019026261.1
1892	OG0001892	YKL003C	XP_019026273.1
1893	OG0001893	YKL004W	XP_019027464.1
1894	OG0001894	YKL006C-A	XP_019024905.1
1895	OG0001895	YKL007W	XP_019024906.1
1896	OG0001896	YKL009W	XP_019025480.1
1897	OG0001897	YKL010C	XP_019024916.1
1898	OG0001898	YKL012W	XP_019027168.1
1899	OG0001899	YKL013C	XP_019025177.1
1900	OG0001900	YKL014C	XP_019027075.1
1901	OG0001901	YKL016C	XP_019027334.1
1902	OG0001902	YKL017C	XP_019023936.1
1903	OG0001903	YKL018W	XP_019025522.1
1904	OG0001904	YKL019W	XP_019022940.1
1905	OG0001905	YKL022C	XP_019023351.1
1906	OG0001906	YKL024C	XP_019026406.1
1907	OG0001907	YKL025C	XP_019025604.1
1908	OG0001908	YKL027W	XP_019020906.1
1909	OG0001909	YKL028W	XP_019023299.1
1910	OG0001910	YKL029C	XP_019021343.1
1911	OG0001911	YKL033W	XP_019024716.1
1912	OG0001912	YKL033W-A	XP_019027235.1
1913	OG0001913	YKL034W	XP_019026247.1
1914	OG0001914	YKL035W	XP_019021324.1
1915	OG0001915	YKL040C	XP_019021768.1
1916	OG0001916	YKL041W	XP_019023162.1
1917	OG0001917	YKL043W	XP_019024377.1
1918	OG0001918	YKL045W	XP_019021833.1
1919	OG0001919	YKL046C	XP_019027365.1
1920	OG0001920	YKL047W	XP_019025655.1
1921	OG0001921	YKL051W	XP_019022811.1
1922	OG0001922	YKL052C	XP_019027659.1
1923	OG0001923	YKL053C-A	XP_019024625.1
1924	OG0001924	YKL056C	XP_019026239.1
1925	OG0001925	YKL058W	XP_019023243.1
1926	OG0001926	YKL059C	XP_019021206.1
1927	OG0001927	YKL060C	XP_019021000.1
1928	OG0001928	YKL067W	XP_019025300.1
1929	OG0001929	YKL069W	XP_019023890.1
1930	OG0001930	YKL080W	XP_019021566.1
1931	OG0001931	YKL082C	XP_019022541.1
1932	OG0001932	YKL084W	XP_019025163.1
1933	OG0001933	YKL086W	XP_019025882.1
1934	OG0001934	YKL087C	XP_019025323.1
1935	OG0001935	YKL089W	XP_019024395.1
1936	OG0001936	YKL094W	XP_019022426.1
1937	OG0001937	YKL095W	XP_019026449.1
1938	OG0001938	YKL099C	XP_019026451.1
1939	OG0001939	YKL100C	XP_019027318.1
1940	OG0001940	YKL104C	XP_019022890.1
1941	OG0001941	YKL110C	XP_019024313.1
1942	OG0001942	YKL113C	XP_019022578.1
1943	OG0001943	YKL114C	XP_019022245.1
1944	OG0001944	YKL116C	XP_019024769.1
1945	OG0001945	YKL117W	XP_019023169.1
1946	OG0001946	YKL119C	XP_019024484.1
1947	OG0001947	YKL120W	XP_019025523.1
1948	OG0001948	YKL125W	XP_019026648.1
1949	OG0001949	YKL134C	XP_019025046.1
1950	OG0001950	YKL138C	XP_019025419.1
1951	OG0001951	YKL140W	XP_019023870.1
1952	OG0001952	YKL143W	XP_019025660.1
1953	OG0001953	YKL144C	XP_019024880.1
1954	OG0001954	YKL145W	XP_019023453.1
1955	OG0001955	YKL146W	XP_019022804.1
1956	OG0001956	YKL148C	XP_019023454.1
1957	OG0001957	YKL149C	XP_019023189.1
1958	OG0001958	YKL150W	XP_019026988.1
1959	OG0001959	YKL151C	XP_019023434.1
1960	OG0001960	YKL154W	XP_019025629.1
1961	OG0001961	YKL160W	XP_019021789.1
1962	OG0001962	YKL162C	XP_019022167.1
1963	OG0001963	YKL165C	XP_019022672.1
1964	OG0001964	YKL167C	XP_019021840.1
1965	OG0001965	YKL172W	XP_019025508.1
1966	OG0001966	YKL175W	XP_019024788.1
1967	OG0001967	YKL178C	XP_019025693.1
1968	OG0001968	YKL179C	XP_019023572.1
1969	OG0001969	YKL181W	XP_019027623.1
1970	OG0001970	YKL182W	XP_019027511.1
1971	OG0001971	YKL184W	XP_019022806.1
1972	OG0001972	YKL185W	XP_019024042.1
1973	OG0001973	YKL189W	XP_019023079.1
1974	OG0001974	YKL190W	XP_019026807.1
1975	OG0001975	YKL191W	XP_019022395.1
1976	OG0001976	YKL193C	XP_019026930.1
1977	OG0001977	YKL195W	XP_019025898.1
1978	OG0001978	YKL196C	XP_019021824.1
1979	OG0001979	YKL203C	XP_019023660.1
1980	OG0001980	YKL205W	XP_019022456.1
1981	OG0001981	YKL206C	XP_019024832.1
1982	OG0001982	YKL207W	XP_019023472.1
1983	OG0001983	YKL210W	XP_019025129.1
1984	OG0001984	YKL211C	XP_019023794.1
1985	OG0001985	YKL212W	XP_019022243.1
1986	OG0001986	YKL213C	XP_019026122.1
1987	OG0001987	YKL216W	XP_019024727.1
1988	OG0001988	YKL218C	XP_019024861.1
1989	OG0001989	YKR002W	XP_019026483.1
1990	OG0001990	YKR009C	XP_019022664.1
1991	OG0001991	YKR010C	XP_019026319.1
1992	OG0001992	YKR016W	XP_019022308.1
1993	OG0001993	YKR017C	XP_019022556.1
1994	OG0001994	YKR019C	XP_019025477.1
1995	OG0001995	YKR023W	XP_019027322.1
1996	OG0001996	YKR024C	XP_019023330.1
1997	OG0001997	YKR026C	XP_019023255.1
1998	OG0001998	YKR035W-A	XP_019023654.1
1999	OG0001999	YKR036C	XP_019023304.1
2000	OG0002000	YKR038C	XP_019025111.1
2001	OG0002001	YKR039W	XP_019024385.1
2002	OG0002002	YKR048C	XP_019023551.1
2003	OG0002003	YKR051W	XP_019022093.1
2004	OG0002004	YKR054C	XP_019025114.1
2005	OG0002005	YKR056W	XP_019023247.1
2006	OG0002006	YKR060W	XP_019026702.1
2007	OG0002007	YKR062W	XP_019024624.1
2008	OG0002008	YKR063C	XP_019025432.1
2009	OG0002009	YKR065C	XP_019026318.1
2010	OG0002010	YKR068C	XP_019024618.1
2011	OG0002011	YKR069W	XP_019021604.1
2012	OG0002012	YKR071C	XP_019025355.1
2013	OG0002013	YKR074W	XP_019026192.1
2014	OG0002014	YKR079C	XP_019025975.1
2015	OG0002015	YKR080W	XP_019023470.1
2016	OG0002016	YKR081C	XP_019023469.1
2017	OG0002017	YKR082W	XP_019025357.1
2018	OG0002018	YKR087C	XP_019024785.1
2019	OG0002019	YKR088C	XP_019021708.1
2020	OG0002020	YKR092C	XP_019024451.1
2021	OG0002021	YKR097W	XP_019025089.1
2022	OG0002022	YLL002W	XP_019025235.1
2023	OG0002023	YLL006W	XP_019023049.1
2024	OG0002024	YLL008W	XP_019026518.1
2025	OG0002025	YLL009C	XP_019021742.1
2026	OG0002026	YLL011W	XP_019026068.1
2027	OG0002027	YLL013C	XP_019023054.1
2028	OG0002028	YLL018C	XP_019021595.1
2029	OG0002029	YLL018C-A	XP_019027090.1
2030	OG0002030	YLL021W	XP_019021380.1
2031	OG0002031	YLL023C	XP_019027696.1
2032	OG0002032	YLL027W	XP_019021759.1
2033	OG0002033	YLL029W	XP_019024934.1
2034	OG0002034	YLL031C	XP_019022992.1
2035	OG0002035	YLL032C	XP_019026685.1
2036	OG0002036	YLL034C	XP_019025339.1
2037	OG0002037	YLL035W	XP_019027553.1
2038	OG0002038	YLL036C	XP_019025496.1
2039	OG0002039	YLL039C	XP_019024456.1
2040	OG0002040	YLL040C	XP_019024514.1
2041	OG0002041	YLL041C	XP_019024270.1
2042	OG0002042	YLL050C	XP_019024212.1
2043	OG0002043	YLL057C	XP_019025801.1
2044	OG0002044	YLR002C	XP_019024748.1
2045	OG0002045	YLR005W	XP_019024526.1
2046	OG0002046	YLR006C	XP_019026067.1
2047	OG0002047	YLR008C	XP_019023008.1
2048	OG0002048	YLR009W	XP_019022396.1
2049	OG0002049	YLR015W	XP_019023624.1
2050	OG0002050	YLR016C	XP_019027734.1
2051	OG0002051	YLR017W	XP_019027053.1
2052	OG0002052	YLR019W	XP_019026959.1
2053	OG0002053	YLR022C	XP_019021227.1
2054	OG0002054	YLR025W	XP_019021423.1
2055	OG0002055	YLR026C	XP_019021723.1
2056	OG0002056	YLR038C	XP_019021807.1
2057	OG0002057	YLR045C	XP_019024621.1
2058	OG0002058	YLR050C	XP_019026565.1
2059	OG0002059	YLR051C	XP_019026789.1
2060	OG0002060	YLR055C	XP_019023774.1
2061	OG0002061	YLR056W	XP_019025770.1
2062	OG0002062	YLR059C	XP_019021017.1
2063	OG0002063	YLR060W	XP_019021903.1
2064	OG0002064	YLR063W	XP_019023905.1
2065	OG0002065	YLR066W	XP_019025260.1
2066	OG0002066	YLR069C	XP_019022277.1
2067	OG0002067	YLR074C	XP_019027597.1
2068	OG0002068	YLR075W	XP_019021090.1
2069	OG0002069	YLR078C	XP_019024829.1
2070	OG0002070	YLR084C	XP_019023395.1
2071	OG0002071	YLR085C	XP_019023636.1
2072	OG0002072	YLR086W	XP_019027455.1
2073	OG0002073	YLR088W	XP_019027544.1
2074	OG0002074	YLR097C	XP_019021155.1
