	OrthologID	Metschnikowia_proteae	Saccharomyces_cerevisiae
2434	OG0002434	maker-proT_s3-augustus-gene-6.40-mRNA-1_1&gene=maker-proT_s3-augustus-gene-6.40&CDS=1-3606	YDR104C
2435	OG0002435	snap_masked-proT_s3-processed-gene-6.26-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-6.26&CDS=1-1872	YDR103W
2436	OG0002436	snap_masked-proT_s3-processed-gene-6.11-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-6.11&CDS=1-1449	YJL123C
2437	OG0002437	genemark-proT_s3-processed-gene-6.107-mRNA-1_1&gene=genemark-proT_s3-processed-gene-6.107&CDS=1-1197	YJL126W
2438	OG0002438	snap_masked-proT_s3-processed-gene-6.13-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-6.13&CDS=1-1209	YLR191W
2439	OG0002439	snap_masked-proT_s3-processed-gene-6.32-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-6.32&CDS=1-1857	YLL002W
2440	OG0002440	snap_masked-proT_s3-processed-gene-6.15-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-6.15&CDS=1-936	YGR017W
2441	OG0002441	snap_masked-proT_s3-processed-gene-7.39-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-7.39&CDS=1-2919	YGR134W
2442	OG0002442	genemark-proT_s3-processed-gene-7.70-mRNA-1_1&gene=genemark-proT_s3-processed-gene-7.70&CDS=1-4272	YDL195W
2443	OG0002443	snap_masked-proT_s3-processed-gene-7.54-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-7.54&CDS=1-300	YGR215W
2444	OG0002444	snap_masked-proT_s3-processed-gene-7.43-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-7.43&CDS=1-6258	YGR217W
2445	OG0002445	snap_masked-proT_s3-processed-gene-7.55-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-7.55&CDS=1-1449	YGR211W
2446	OG0002446	snap_masked-proT_s3-processed-gene-7.44-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-7.44&CDS=1-1950	YIL046W
2447	OG0002447	snap_masked-proT_s3-processed-gene-7.57-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-7.57&CDS=1-2103	YOL141W
2448	OG0002448	snap_masked-proT_s3-processed-gene-7.58-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-7.58&CDS=1-807	YOL142W
2449	OG0002449	augustus_masked-proT_s3-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-proT_s3-processed-gene-7.28&CDS=1-789	YLR128W
2450	OG0002450	snap_masked-proT_s3-processed-gene-7.47-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-7.47&CDS=1-1941	YLR127C
2451	OG0002451	maker-proT_s3-snap-gene-7.2-mRNA-1_1&gene=maker-proT_s3-snap-gene-7.2&CDS=1-1536	YDR145W
2452	OG0002452	maker-proT_s3-snap-gene-7.3-mRNA-1_1&gene=maker-proT_s3-snap-gene-7.3&CDS=1-4401	YLR419W
2453	OG0002453	snap_masked-proT_s3-processed-gene-7.49-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-7.49&CDS=1-432	YMR002W
2454	OG0002454	snap_masked-proT_s3-processed-gene-7.66-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-7.66&CDS=1-2220	YOL006C
2455	OG0002455	snap_masked-proT_s3-processed-gene-7.51-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-7.51&CDS=1-885	YMR234W
2456	OG0002456	snap_masked-proT_s3-processed-gene-7.52-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-7.52&CDS=1-2004	YMR001C
2457	OG0002457	maker-proT_s3-snap-gene-7.5-mRNA-1_1&gene=maker-proT_s3-snap-gene-7.5&CDS=1-360	YOL005C
2458	OG0002458	snap_masked-proT_s3-processed-gene-7.53-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-7.53&CDS=1-4287	YOL004W
2459	OG0002459	genemark-proT_s3-processed-gene-8.121-mRNA-1_1&gene=genemark-proT_s3-processed-gene-8.121&CDS=1-3798	YOR296W
2460	OG0002460	snap_masked-proT_s3-processed-gene-8.72-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.72&CDS=1-597	YOR294W
2461	OG0002461	snap_masked-proT_s3-processed-gene-8.73-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.73&CDS=1-2022	YAL048C
2462	OG0002462	genemark-proT_s3-processed-gene-8.120-mRNA-1_1&gene=genemark-proT_s3-processed-gene-8.120&CDS=1-357	YAL046C
2463	OG0002463	snap_masked-proT_s3-processed-gene-8.74-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.74&CDS=1-2166	YOR361C
2464	OG0002464	genemark-proT_s3-processed-gene-8.148-mRNA-1_1&gene=genemark-proT_s3-processed-gene-8.148&CDS=1-768	YOR362C
2465	OG0002465	maker-proT_s3-snap-gene-8.54-mRNA-1_1&gene=maker-proT_s3-snap-gene-8.54&CDS=1-1290	YOL003C
2466	OG0002466	snap_masked-proT_s3-processed-gene-8.78-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.78&CDS=1-1416	YIL097W
2467	OG0002467	genemark-proT_s3-processed-gene-8.150-mRNA-1_1&gene=genemark-proT_s3-processed-gene-8.150&CDS=1-957	YIL096C
2468	OG0002468	snap_masked-proT_s3-processed-gene-8.99-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.99&CDS=1-1947	YDL122W
2469	OG0002469	maker-proT_s3-snap-gene-8.59-mRNA-1_1&gene=maker-proT_s3-snap-gene-8.59&CDS=1-1434	YNL016W
2470	OG0002470	snap_masked-proT_s3-processed-gene-8.80-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.80&CDS=1-1308	YML005W
2471	OG0002471	augustus_masked-proT_s3-processed-gene-8.12-mRNA-1_1&gene=augustus_masked-proT_s3-processed-gene-8.12&CDS=1-1434	YNL026W
2472	OG0002472	snap_masked-proT_s3-processed-gene-8.101-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.101&CDS=1-1023	YIL083C
2473	OG0002473	maker-proT_s3-snap-gene-8.56-mRNA-1_1&gene=maker-proT_s3-snap-gene-8.56&CDS=1-180	YML081C-A
2474	OG0002474	snap_masked-proT_s3-processed-gene-8.84-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.84&CDS=1-441	YML077W
2475	OG0002475	snap_masked-proT_s3-processed-gene-8.85-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.85&CDS=1-1503	YOR378W
2476	OG0002476	genemark-proT_s3-processed-gene-8.136-mRNA-1_1&gene=genemark-proT_s3-processed-gene-8.136&CDS=1-1080	YPL254W
2477	OG0002477	augustus_masked-proT_s3-processed-gene-8.35-mRNA-1_1&gene=augustus_masked-proT_s3-processed-gene-8.35&CDS=1-540	YPL252C
2478	OG0002478	snap_masked-proT_s3-processed-gene-8.107-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.107&CDS=1-693	YMR197C
2479	OG0002479	snap_masked-proT_s3-processed-gene-8.108-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.108&CDS=1-3165	YMR196W
2480	OG0002480	snap_masked-proT_s3-processed-gene-8.111-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.111&CDS=1-5919	YJL005W
2481	OG0002481	snap_masked-proT_s3-processed-gene-8.89-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.89&CDS=1-1107	YPR035W
2482	OG0002482	snap_masked-proT_s3-processed-gene-8.113-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.113&CDS=1-1395	YIL090W
2483	OG0002483	snap_masked-proT_s3-processed-gene-8.91-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.91&CDS=1-2169	YIL091C
2484	OG0002484	augustus_masked-proT_s3-processed-gene-8.43-mRNA-1_1&gene=augustus_masked-proT_s3-processed-gene-8.43&CDS=1-213	YNL024C-A
2485	OG0002485	snap_masked-proT_s3-processed-gene-8.92-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.92&CDS=1-1053	YML095C
2486	OG0002486	genemark-proT_s3-processed-gene-8.164-mRNA-1_1&gene=genemark-proT_s3-processed-gene-8.164&CDS=1-447	YML094W
2487	OG0002487	maker-proT_s3-snap-gene-8.61-mRNA-1_1&gene=maker-proT_s3-snap-gene-8.61&CDS=1-2001	YML127W
2488	OG0002488	snap_masked-proT_s3-processed-gene-8.116-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.116&CDS=1-1698	YDL210W
2489	OG0002489	maker-proT_s3-snap-gene-8.62-mRNA-1_1&gene=maker-proT_s3-snap-gene-8.62&CDS=1-6078	YMR176W
2490	OG0002490	snap_masked-proT_s3-processed-gene-8.95-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.95&CDS=1-2004	YJL090C
2491	OG0002491	snap_masked-proT_s32-processed-gene-0.68-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.68&CDS=1-1584	YHL029C
2492	OG0002492	snap_masked-proT_s32-processed-gene-0.71-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.71&CDS=1-1098	YEL046C
2493	OG0002493	snap_masked-proT_s32-processed-gene-0.103-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.103&CDS=1-1629	YDR481C
2494	OG0002494	augustus_masked-proT_s32-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-proT_s32-processed-gene-0.36&CDS=1-2133	YGL159W
2495	OG0002495	snap_masked-proT_s32-processed-gene-0.106-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.106&CDS=1-2289	YGL009C
2496	OG0002496	snap_masked-proT_s32-processed-gene-0.107-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.107&CDS=1-2532	YDR416W
2497	OG0002497	genemark-proT_s32-processed-gene-0.136-mRNA-1_1&gene=genemark-proT_s32-processed-gene-0.136&CDS=1-2391	YCR091W
2498	OG0002498	snap_masked-proT_s32-processed-gene-0.77-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.77&CDS=1-2298	YMR068W
2499	OG0002499	genemark-proT_s32-processed-gene-0.139-mRNA-1_1&gene=genemark-proT_s32-processed-gene-0.139&CDS=1-3168	YCR092C
2500	OG0002500	snap_masked-proT_s32-processed-gene-0.79-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.79&CDS=1-1569	YMR067C
2501	OG0002501	snap_masked-proT_s32-processed-gene-0.80-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.80&CDS=1-753	YEL009C
2502	OG0002502	snap_masked-proT_s32-processed-gene-0.111-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.111&CDS=1-636	YIR009W
2503	OG0002503	snap_masked-proT_s32-processed-gene-0.113-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.113&CDS=1-999	YJL088W
2504	OG0002504	genemark-proT_s32-processed-gene-0.142-mRNA-1_1&gene=genemark-proT_s32-processed-gene-0.142&CDS=1-960	YNR003C
2505	OG0002505	genemark-proT_s32-processed-gene-0.178-mRNA-1_1&gene=genemark-proT_s32-processed-gene-0.178&CDS=1-927	YBR257W
2506	OG0002506	snap_masked-proT_s32-processed-gene-0.82-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.82&CDS=1-1233	YJL046W
2507	OG0002507	augustus_masked-proT_s32-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-proT_s32-processed-gene-0.20&CDS=1-2295	YER109C
2508	OG0002508	augustus_masked-proT_s32-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-proT_s32-processed-gene-0.50&CDS=1-1800	YBL082C
2509	OG0002509	snap_masked-proT_s32-processed-gene-0.123-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.123&CDS=1-684	YOL147C
2510	OG0002510	snap_masked-proT_s32-processed-gene-0.94-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.94&CDS=1-3366	YDR270W
2511	OG0002511	snap_masked-proT_s32-processed-gene-0.126-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.126&CDS=1-2817	YOR160W
2512	OG0002512	snap_masked-proT_s32-processed-gene-0.95-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.95&CDS=1-561	YDR454C
2513	OG0002513	maker-proT_s32-snap-gene-0.60-mRNA-1_1&gene=maker-proT_s32-snap-gene-0.60&CDS=1-2859	YBR160W
2514	OG0002514	snap_masked-proT_s32-processed-gene-0.98-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.98&CDS=1-1020	YBR159W
2515	OG0002515	snap_masked-proT_s32-processed-gene-0.99-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.99&CDS=1-1026	YNL007C
2516	OG0002516	snap_masked-proT_s32-processed-gene-0.100-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.100&CDS=1-984	YNL006W
2517	OG0002517	snap_masked-proT_s32-processed-gene-0.129-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.129&CDS=1-2646	YLR176C
2518	OG0002518	snap_masked-proT_s32-processed-gene-0.101-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.101&CDS=1-855	YNL002C
2519	OG0002519	snap_masked-proT_s32-processed-gene-0.102-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.102&CDS=1-1068	YCL016C
2520	OG0002520	genemark-proT_s44-processed-gene-0.64-mRNA-1_1&gene=genemark-proT_s44-processed-gene-0.64&CDS=1-6723	YCR011C
2521	OG0002521	snap_masked-proT_s44-processed-gene-0.90-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.90&CDS=1-1338	YDR375C
2522	OG0002522	snap_masked-proT_s44-processed-gene-0.91-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.91&CDS=1-2217	YDR006C
2523	OG0002523	snap_masked-proT_s44-processed-gene-0.92-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.92&CDS=1-486	YML030W
2524	OG0002524	snap_masked-proT_s44-processed-gene-0.93-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.93&CDS=1-912	YOR143C
2525	OG0002525	snap_masked-proT_s44-processed-gene-0.95-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.95&CDS=1-576	YJR069C
2526	OG0002526	snap_masked-proT_s44-processed-gene-0.120-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.120&CDS=1-558	YDR339C
2527	OG0002527	snap_masked-proT_s44-processed-gene-0.96-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.96&CDS=1-1812	YDR341C
2528	OG0002528	snap_masked-proT_s44-processed-gene-0.123-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.123&CDS=1-519	YDR404C
2529	OG0002529	snap_masked-proT_s44-processed-gene-0.99-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.99&CDS=1-519	YOR150W
2530	OG0002530	snap_masked-proT_s44-processed-gene-0.124-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.124&CDS=1-3705	YOR151C
2531	OG0002531	snap_masked-proT_s44-processed-gene-0.100-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.100&CDS=1-858	YDR405W
2532	OG0002532	augustus_masked-proT_s44-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-0.11&CDS=1-219	YNL259C
2533	OG0002533	augustus_masked-proT_s44-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-0.32&CDS=1-2274	YNL258C
2534	OG0002534	snap_masked-proT_s44-processed-gene-0.102-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.102&CDS=1-2562	YNL127W
2535	OG0002535	snap_masked-proT_s44-processed-gene-0.103-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.103&CDS=1-435	YNL131W
2536	OG0002536	snap_masked-proT_s44-processed-gene-0.104-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.104&CDS=1-618	YHR121W
2537	OG0002537	snap_masked-proT_s44-processed-gene-0.131-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.131&CDS=1-1080	YNL128W
2538	OG0002538	snap_masked-proT_s44-processed-gene-0.105-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.105&CDS=1-336	YNL135C
2539	OG0002539	snap_masked-proT_s44-processed-gene-0.106-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.106&CDS=1-627	YHR122W
2540	OG0002540	snap_masked-proT_s44-processed-gene-0.107-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.107&CDS=1-1161	YBL086C
2541	OG0002541	genemark-proT_s44-processed-gene-0.87-mRNA-1_1&gene=genemark-proT_s44-processed-gene-0.87&CDS=1-2511	YFR015C
2542	OG0002542	snap_masked-proT_s44-processed-gene-0.138-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.138&CDS=1-2769	YCR057C
2543	OG0002543	snap_masked-proT_s44-processed-gene-0.139-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.139&CDS=1-843	YCR059C
2544	OG0002544	maker-proT_s44-augustus-gene-1.50-mRNA-1_1&gene=maker-proT_s44-augustus-gene-1.50&CDS=1-12738	YNR016C
2545	OG0002545	snap_masked-proT_s44-processed-gene-1.59-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.59&CDS=1-621	YNR017W
2546	OG0002546	snap_masked-proT_s44-processed-gene-1.84-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.84&CDS=1-1035	YNR015W
2547	OG0002547	maker-proT_s44-augustus-gene-1.51-mRNA-1_1&gene=maker-proT_s44-augustus-gene-1.51&CDS=1-1113	YAL034W-A
2548	OG0002548	genemark-proT_s44-processed-gene-1.7-mRNA-1_1&gene=genemark-proT_s44-processed-gene-1.7&CDS=1-3246	YOR340C
2549	OG0002549	maker-proT_s44-augustus-gene-1.52-mRNA-1_1&gene=maker-proT_s44-augustus-gene-1.52&CDS=1-1890	YOR334W
2550	OG0002550	snap_masked-proT_s44-processed-gene-1.89-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.89&CDS=1-846	YOR100C
2551	OG0002551	genemark-proT_s44-processed-gene-1.32-mRNA-1_1&gene=genemark-proT_s44-processed-gene-1.32&CDS=1-2502	YNL126W
2552	OG0002552	snap_masked-proT_s44-processed-gene-1.91-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.91&CDS=1-1695	YDR232W
2553	OG0002553	snap_masked-proT_s44-processed-gene-1.65-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.65&CDS=1-1089	YGR286C
2554	OG0002554	genemark-proT_s44-processed-gene-1.11-mRNA-1_1&gene=genemark-proT_s44-processed-gene-1.11&CDS=1-1545	YBR062C
2555	OG0002555	snap_masked-proT_s44-processed-gene-1.93-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.93&CDS=1-777	YDR041W
2556	OG0002556	snap_masked-proT_s44-processed-gene-1.69-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.69&CDS=1-903	YBR061C
2557	OG0002557	snap_masked-proT_s44-processed-gene-1.71-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.71&CDS=1-846	YDR051C
2558	OG0002558	snap_masked-proT_s44-processed-gene-1.72-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.72&CDS=1-744	YDR050C
2559	OG0002559	genemark-proT_s44-processed-gene-1.37-mRNA-1_1&gene=genemark-proT_s44-processed-gene-1.37&CDS=1-867	YMR262W
2560	OG0002560	snap_masked-proT_s44-processed-gene-1.95-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.95&CDS=1-930	YML112W
2561	OG0002561	snap_masked-proT_s44-processed-gene-1.74-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.74&CDS=1-459	YMR260C
2562	OG0002562	maker-proT_s44-snap-gene-1.154-mRNA-1_1&gene=maker-proT_s44-snap-gene-1.154&CDS=1-789	YDR064W
2563	OG0002563	snap_masked-proT_s44-processed-gene-1.75-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.75&CDS=1-1635	YFR028C
2564	OG0002564	augustus_masked-proT_s44-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-1.122&CDS=1-5328	YOL075C
2565	OG0002565	genemark-proT_s44-processed-gene-1.21-mRNA-1_1&gene=genemark-proT_s44-processed-gene-1.21&CDS=1-1992	YER140W
2566	OG0002566	snap_masked-proT_s44-processed-gene-1.99-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.99&CDS=1-1398	YER141W
2567	OG0002567	genemark-proT_s44-processed-gene-1.23-mRNA-1_1&gene=genemark-proT_s44-processed-gene-1.23&CDS=1-1953	YBR041W
2568	OG0002568	snap_masked-proT_s44-processed-gene-1.100-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.100&CDS=1-1251	YCR012W
2569	OG0002569	snap_masked-proT_s44-processed-gene-1.80-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.80&CDS=1-861	YBR101C
2570	OG0002570	snap_masked-proT_s44-processed-gene-1.81-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.81&CDS=1-3291	YPR055W
2571	OG0002571	snap_masked-proT_s44-processed-gene-1.102-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.102&CDS=1-639	YPR124W
2572	OG0002572	snap_masked-proT_s44-processed-gene-1.82-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.82&CDS=1-672	YER004W
2573	OG0002573	snap_masked-proT_s44-processed-gene-2.109-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.109&CDS=1-1767	YMR120C
2574	OG0002574	snap_masked-proT_s44-processed-gene-2.110-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.110&CDS=1-1983	YOR254C
2575	OG0002575	snap_masked-proT_s44-processed-gene-2.116-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.116&CDS=1-585	YOR253W
2576	OG0002576	snap_masked-proT_s44-processed-gene-2.111-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.111&CDS=1-435	YPL170W
2577	OG0002577	snap_masked-proT_s44-processed-gene-2.112-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.112&CDS=1-1776	YPL169C
2578	OG0002578	snap_masked-proT_s44-processed-gene-2.113-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.113&CDS=1-1317	YPL175W
2579	OG0002579	augustus_masked-proT_s44-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-2.10&CDS=1-1407	YOR257W
2580	OG0002580	snap_masked-proT_s44-processed-gene-2.118-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.118&CDS=1-1269	YOR259C
2581	OG0002581	snap_masked-proT_s44-processed-gene-2.119-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.119&CDS=1-1293	YOR260W
2582	OG0002582	snap_masked-proT_s44-processed-gene-2.143-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.143&CDS=1-693	YJR056C
2583	OG0002583	maker-proT_s44-snap-gene-2.1-mRNA-1_1&gene=maker-proT_s44-snap-gene-2.1&CDS=1-645	YLR268W
2584	OG0002584	snap_masked-proT_s44-processed-gene-2.121-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.121&CDS=1-1965	YGL124C
2585	OG0002585	snap_masked-proT_s44-processed-gene-2.144-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.144&CDS=1-732	YHR038W
2586	OG0002586	snap_masked-proT_s44-processed-gene-2.145-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.145&CDS=1-1077	YHR085W
2587	OG0002587	snap_masked-proT_s44-processed-gene-2.122-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.122&CDS=1-1230	YGL247W
2588	OG0002588	snap_masked-proT_s44-processed-gene-2.146-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.146&CDS=1-2925	YBR281C
2589	OG0002589	snap_masked-proT_s44-processed-gene-2.125-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.125&CDS=1-1818	YJL100W
2590	OG0002590	snap_masked-proT_s44-processed-gene-2.126-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.126&CDS=1-708	YFL031W
2591	OG0002591	snap_masked-proT_s44-processed-gene-2.150-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.150&CDS=1-4590	YPL167C
2592	OG0002592	snap_masked-proT_s44-processed-gene-2.127-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.127&CDS=1-1764	YJL128C
2593	OG0002593	snap_masked-proT_s44-processed-gene-2.128-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.128&CDS=1-1023	YNR035C
2594	OG0002594	snap_masked-proT_s44-processed-gene-2.151-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.151&CDS=1-516	YNR036C
2595	OG0002595	snap_masked-proT_s44-processed-gene-2.130-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.130&CDS=1-228	YHR001W-A
2596	OG0002596	maker-proT_s44-augustus-gene-2.169-mRNA-1_1&gene=maker-proT_s44-augustus-gene-2.169&CDS=1-2781	YHR142W
2597	OG0002597	snap_masked-proT_s44-processed-gene-2.134-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.134&CDS=1-1962	YOR087W
2598	OG0002598	snap_masked-proT_s44-processed-gene-2.136-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.136&CDS=1-561	YNL090W
2599	OG0002599	snap_masked-proT_s44-processed-gene-2.138-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.138&CDS=1-1992	YOR069W
2600	OG0002600	maker-proT_s44-snap-gene-2.4-mRNA-1_1&gene=maker-proT_s44-snap-gene-2.4&CDS=1-1527	YBR173C
2601	OG0002601	snap_masked-proT_s44-processed-gene-2.140-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.140&CDS=1-975	YDL014W
2602	OG0002602	genemark-proT_s44-processed-gene-2.86-mRNA-1_1&gene=genemark-proT_s44-processed-gene-2.86&CDS=1-987	YDL013W
2603	OG0002603	snap_masked-proT_s44-processed-gene-2.141-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.141&CDS=1-1944	YIL155C
2604	OG0002604	snap_masked-proT_s44-processed-gene-2.162-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.162&CDS=1-576	YPR131C
2605	OG0002605	snap_masked-proT_s44-processed-gene-2.163-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.163&CDS=1-2595	YPR135W
2606	OG0002606	snap_masked-proT_s44-processed-gene-2.142-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.142&CDS=1-1011	YER095W
2607	OG0002607	snap_masked-proT_s44-processed-gene-3.107-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.107&CDS=1-2715	YBL066C
2608	OG0002608	genemark-proT_s44-processed-gene-3.1-mRNA-1_1&gene=genemark-proT_s44-processed-gene-3.1&CDS=1-762	YBL064C
2609	OG0002609	snap_masked-proT_s44-processed-gene-3.109-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.109&CDS=1-2799	YGL201C
2610	OG0002610	snap_masked-proT_s44-processed-gene-3.111-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.111&CDS=1-702	YGR152C
