	OrthologID	Saccharomyces_cerevisiae	yHAB153_Kazachstania_rosinii
3286	OG0003286	YNL054W	snap_masked-scf7180000099614-processed-gene-1.113-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.113&CDS=1-4074
3287	OG0003287	YNL055C	snap_masked-scf7180000099676-processed-gene-3.86-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.86&CDS=1-843
3288	OG0003288	YNL056W	genemark-scf7180000099614-processed-gene-1.30-mRNA-1_1&gene=genemark-scf7180000099614-processed-gene-1.30&CDS=1-711
3289	OG0003289	YNL058C	augustus_masked-scf7180000099614-processed-gene-1.209-mRNA-1_1&gene=augustus_masked-scf7180000099614-processed-gene-1.209&CDS=1-1074
3290	OG0003290	YNL059C	snap_masked-scf7180000099614-processed-gene-1.135-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.135&CDS=1-2253
3291	OG0003291	YNL061W	genemark-scf7180000099614-processed-gene-1.29-mRNA-1_1&gene=genemark-scf7180000099614-processed-gene-1.29&CDS=1-1893
3292	OG0003292	YNL062C	genemark-scf7180000099614-processed-gene-1.57-mRNA-1_1&gene=genemark-scf7180000099614-processed-gene-1.57&CDS=1-1368
3293	OG0003293	YNL063W	snap_masked-scf7180000099614-processed-gene-1.111-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.111&CDS=1-969
3294	OG0003294	YNL064C	snap_masked-scf7180000099614-processed-gene-1.134-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.134&CDS=1-1221
3295	OG0003295	YNL065W	snap_masked-scf7180000099614-processed-gene-1.110-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.110&CDS=1-1770
3296	OG0003296	YNL068C	snap_masked-scf7180000099614-processed-gene-1.133-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.133&CDS=1-2538
3297	OG0003297	YNL071W	maker-scf7180000099614-augustus-gene-1.1-mRNA-1_1&gene=maker-scf7180000099614-augustus-gene-1.1&CDS=1-2601
3298	OG0003298	YNL073W	snap_masked-scf7180000099614-processed-gene-1.104-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.104&CDS=1-1779
3299	OG0003299	YNL075W	maker-scf7180000099614-augustus-gene-1.0-mRNA-1_1&gene=maker-scf7180000099614-augustus-gene-1.0&CDS=1-3417
3300	OG0003300	YNL080C	augustus_masked-scf7180000099614-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-scf7180000099614-processed-gene-1.199&CDS=1-1293
3301	OG0003301	YNL081C	snap_masked-scf7180000099614-processed-gene-1.129-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.129&CDS=1-363
3302	OG0003302	YNL082W	snap_masked-scf7180000099614-processed-gene-1.99-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.99&CDS=1-2562
3303	OG0003303	YNL083W	snap_masked-scf7180000099614-processed-gene-1.98-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.98&CDS=1-1611
3304	OG0003304	YNL084C	snap_masked-scf7180000099614-processed-gene-1.127-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.127&CDS=1-1080
3305	OG0003305	YNL086W	snap_masked-scf7180000099614-processed-gene-1.96-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.96&CDS=1-315
3306	OG0003306	YNL088W	snap_masked-scf7180000099614-processed-gene-1.151-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.151&CDS=1-4251
3307	OG0003307	YNL090W	snap_masked-scf7180000099614-processed-gene-1.152-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.152&CDS=1-576
3308	OG0003308	YNL091W	snap_masked-scf7180000099614-processed-gene-1.153-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.153&CDS=1-4155
3309	OG0003309	YNL092W	augustus_masked-scf7180000099614-processed-gene-1.221-mRNA-1_1&gene=augustus_masked-scf7180000099614-processed-gene-1.221&CDS=1-3144
3310	OG0003310	YNL097C	augustus_masked-scf7180000099614-processed-gene-1.191-mRNA-1_1&gene=augustus_masked-scf7180000099614-processed-gene-1.191&CDS=1-1818
3311	OG0003311	YNL099C	snap_masked-scf7180000099614-processed-gene-1.122-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.122&CDS=1-774
3312	OG0003312	YNL101W	augustus_masked-scf7180000099614-processed-gene-1.223-mRNA-1_1&gene=augustus_masked-scf7180000099614-processed-gene-1.223&CDS=1-2871
3313	OG0003313	YNL102W	maker-scf7180000099614-snap-gene-1.87-mRNA-1_1&gene=maker-scf7180000099614-snap-gene-1.87&CDS=1-4500
3314	OG0003314	YNL103W	augustus_masked-scf7180000099614-processed-gene-1.225-mRNA-1_1&gene=augustus_masked-scf7180000099614-processed-gene-1.225&CDS=1-2043
3315	OG0003315	YNL104C	snap_masked-scf7180000099676-processed-gene-3.111-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.111&CDS=1-1839
3316	OG0003316	YNL107W	genemark-scf7180000099676-processed-gene-3.247-mRNA-1_1&gene=genemark-scf7180000099676-processed-gene-3.247&CDS=1-633
3317	OG0003317	YNL108C	augustus_masked-scf7180000099614-processed-gene-1.194-mRNA-1_1&gene=augustus_masked-scf7180000099614-processed-gene-1.194&CDS=1-1515
3318	OG0003318	YNL111C	snap_masked-scf7180000099614-processed-gene-1.126-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.126&CDS=1-366
3319	OG0003319	YNL112W	augustus_masked-scf7180000099640-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-scf7180000099640-processed-gene-0.153&CDS=1-1311
3320	OG0003320	YNL113W	snap_masked-scf7180000099640-processed-gene-0.97-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.97&CDS=1-420
3321	OG0003321	YNL115C	snap_masked-scf7180000099640-processed-gene-0.68-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.68&CDS=1-1746
3322	OG0003322	YNL118C	snap_masked-scf7180000099640-processed-gene-0.69-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.69&CDS=1-2541
3323	OG0003323	YNL119W	genemark-scf7180000099640-processed-gene-0.40-mRNA-1_1&gene=genemark-scf7180000099640-processed-gene-0.40&CDS=1-1434
3324	OG0003324	YNL121C	snap_masked-scf7180000099676-processed-gene-3.119-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.119&CDS=1-1833
3325	OG0003325	YNL122C	snap_masked-scf7180000099640-processed-gene-0.70-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.70&CDS=1-276
3326	OG0003326	YNL123W	snap_masked-scf7180000099640-processed-gene-0.101-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.101&CDS=1-2982
3327	OG0003327	YNL124W	snap_masked-scf7180000099640-processed-gene-0.102-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.102&CDS=1-1575
3328	OG0003328	YNL125C	snap_masked-scf7180000099640-processed-gene-0.71-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.71&CDS=1-1974
3329	OG0003329	YNL127W	genemark-scf7180000099640-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000099640-processed-gene-0.43&CDS=1-5493
3330	OG0003330	YNL129W	snap_masked-scf7180000099640-processed-gene-0.105-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.105&CDS=1-723
3331	OG0003331	YNL130C	maker-scf7180000099640-snap-gene-0.6-mRNA-1_1&gene=maker-scf7180000099640-snap-gene-0.6&CDS=1-1185
3332	OG0003332	YNL131W	snap_masked-scf7180000099640-processed-gene-0.106-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.106&CDS=1-459
3333	OG0003333	YNL132W	snap_masked-scf7180000099640-processed-gene-0.107-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.107&CDS=1-3174
3334	OG0003334	YNL133C	genemark-scf7180000099676-processed-gene-3.211-mRNA-1_1&gene=genemark-scf7180000099676-processed-gene-3.211&CDS=1-534
3335	OG0003335	YNL135C	genemark-scf7180000099640-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000099640-processed-gene-0.18&CDS=1-342
3336	OG0003336	YNL136W	snap_masked-scf7180000099640-processed-gene-0.109-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.109&CDS=1-1215
3337	OG0003337	YNL137C	snap_masked-scf7180000099640-processed-gene-0.76-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.76&CDS=1-1446
3338	OG0003338	YNL138W	snap_masked-scf7180000099640-processed-gene-0.110-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.110&CDS=1-1617
3339	OG0003339	YNL138W-A	snap_masked-scf7180000099640-processed-gene-0.111-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.111&CDS=1-288
3340	OG0003340	YNL139C	snap_masked-scf7180000099640-processed-gene-0.77-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.77&CDS=1-5157
3341	OG0003341	YNL141W	snap_masked-scf7180000099711-processed-gene-4.67-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-4.67&CDS=1-1041
3342	OG0003342	YNL142W	snap_masked-scf7180000099711-processed-gene-4.45-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-4.45&CDS=1-1545
3343	OG0003343	YNL147W	snap_masked-scf7180000099676-processed-gene-3.125-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.125&CDS=1-351
3344	OG0003344	YNL148C	snap_masked-scf7180000099676-processed-gene-3.162-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.162&CDS=1-759
3345	OG0003345	YNL151C	snap_masked-scf7180000099640-processed-gene-0.112-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.112&CDS=1-723
3346	OG0003346	YNL152W	snap_masked-scf7180000099640-processed-gene-0.78-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.78&CDS=1-2265
3347	OG0003347	YNL153C	snap_masked-scf7180000099711-processed-gene-4.66-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-4.66&CDS=1-387
3348	OG0003348	YNL155W	snap_masked-scf7180000099711-processed-gene-4.68-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-4.68&CDS=1-783
3349	OG0003349	YNL156C	genemark-scf7180000099711-processed-gene-6.35-mRNA-1_1&gene=genemark-scf7180000099711-processed-gene-6.35&CDS=1-810
3350	OG0003350	YNL159C	genemark-scf7180000099711-processed-gene-6.34-mRNA-1_1&gene=genemark-scf7180000099711-processed-gene-6.34&CDS=1-1005
3351	OG0003351	YNL161W	genemark-scf7180000099635-processed-gene-0.213-mRNA-1_1&gene=genemark-scf7180000099635-processed-gene-0.213&CDS=1-2313
3352	OG0003352	YNL162W-A	snap_masked-scf7180000099635-processed-gene-0.65-mRNA-1_1&gene=snap_masked-scf7180000099635-processed-gene-0.65&CDS=1-249
3353	OG0003353	YNL163C	genemark-scf7180000099635-processed-gene-0.178-mRNA-1_1&gene=genemark-scf7180000099635-processed-gene-0.178&CDS=1-3321
3354	OG0003354	YNL164C	genemark-scf7180000099635-processed-gene-0.179-mRNA-1_1&gene=genemark-scf7180000099635-processed-gene-0.179&CDS=1-1131
3355	OG0003355	YNL165W	snap_masked-scf7180000099635-processed-gene-0.66-mRNA-1_1&gene=snap_masked-scf7180000099635-processed-gene-0.66&CDS=1-1245
3356	OG0003356	YNL166C	snap_masked-scf7180000099635-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000099635-processed-gene-0.31&CDS=1-1728
3357	OG0003357	YNL167C	augustus_masked-scf7180000099635-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-scf7180000099635-processed-gene-0.103&CDS=1-1863
3358	OG0003358	YNL168C	snap_masked-scf7180000099635-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scf7180000099635-processed-gene-0.33&CDS=1-780
3359	OG0003359	YNL169C	snap_masked-scf7180000099635-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000099635-processed-gene-0.34&CDS=1-1518
3360	OG0003360	YNL172W	snap_masked-scf7180000099635-processed-gene-0.67-mRNA-1_1&gene=snap_masked-scf7180000099635-processed-gene-0.67&CDS=1-5643
3361	OG0003361	YNL175C	snap_masked-scf7180000099635-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000099635-processed-gene-0.36&CDS=1-1257
3362	OG0003362	YNL177C	snap_masked-scf7180000099635-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000099635-processed-gene-0.37&CDS=1-951
3363	OG0003363	YNL178W	snap_masked-scf7180000099635-processed-gene-0.69-mRNA-1_1&gene=snap_masked-scf7180000099635-processed-gene-0.69&CDS=1-735
3364	OG0003364	YNL180C	maker-scf7180000099635-snap-gene-0.221-mRNA-1_1&gene=maker-scf7180000099635-snap-gene-0.221&CDS=1-639
3365	OG0003365	YNL181W	genemark-scf7180000099635-processed-gene-0.218-mRNA-1_1&gene=genemark-scf7180000099635-processed-gene-0.218&CDS=1-1224
3366	OG0003366	YNL182C	snap_masked-scf7180000099568-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000099568-processed-gene-0.20&CDS=1-1644
3367	OG0003367	YNL183C	snap_masked-scf7180000099568-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000099568-processed-gene-0.21&CDS=1-2397
3368	OG0003368	YNL185C	snap_masked-scf7180000099568-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000099568-processed-gene-0.22&CDS=1-447
3369	OG0003369	YNL186W	snap_masked-scf7180000099568-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000099568-processed-gene-0.30&CDS=1-2481
3370	OG0003370	YNL187W	snap_masked-scf7180000099568-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000099568-processed-gene-0.31&CDS=1-2634
3371	OG0003371	YNL189W	snap_masked-scf7180000099568-processed-gene-0.32-mRNA-1_1&gene=snap_masked-scf7180000099568-processed-gene-0.32&CDS=1-1632
3372	OG0003372	YNL192W	snap_masked-scf7180000099568-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000099568-processed-gene-0.34&CDS=1-4566
3373	OG0003373	YNL193W	snap_masked-scf7180000099568-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000099568-processed-gene-0.35&CDS=1-1641
3374	OG0003374	YNL195C	snap_masked-scf7180000099568-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000099568-processed-gene-0.23&CDS=1-759
3375	OG0003375	YNL199C	snap_masked-scf7180000099568-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scf7180000099568-processed-gene-0.26&CDS=1-1755
3376	OG0003376	YNL200C	snap_masked-scf7180000099568-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000099568-processed-gene-0.27&CDS=1-747
3377	OG0003377	YNL201C	genemark-scf7180000099568-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000099568-processed-gene-0.8&CDS=1-2688
3378	OG0003378	YNL202W	snap_masked-scf7180000099568-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000099568-processed-gene-0.36&CDS=1-876
3379	OG0003379	YNL206C	snap_masked-scf7180000099568-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000099568-processed-gene-0.29&CDS=1-1431
3380	OG0003380	YNL207W	genemark-scf7180000099568-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000099568-processed-gene-0.16&CDS=1-1269
3381	OG0003381	YNL208W	genemark-scf7180000099568-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000099568-processed-gene-0.17&CDS=1-693
3382	OG0003382	YNL210W	augustus_masked-scf7180000099688-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scf7180000099688-processed-gene-0.78&CDS=1-900
3383	OG0003383	YNL212W	genemark-scf7180000099688-processed-gene-0.142-mRNA-1_1&gene=genemark-scf7180000099688-processed-gene-0.142&CDS=1-2547
3384	OG0003384	YNL213C	augustus_masked-scf7180000099688-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000099688-processed-gene-0.54&CDS=1-648
3385	OG0003385	YNL214W	snap_masked-scf7180000099688-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.30&CDS=1-492
3386	OG0003386	YNL215W	genemark-scf7180000099588-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000099588-processed-gene-0.11&CDS=1-1152
3387	OG0003387	YNL216W	snap_masked-scf7180000099688-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.33&CDS=1-2349
3388	OG0003388	YNL217W	snap_masked-scf7180000099688-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.34&CDS=1-948
3389	OG0003389	YNL218W	genemark-scf7180000099688-processed-gene-0.146-mRNA-1_1&gene=genemark-scf7180000099688-processed-gene-0.146&CDS=1-1713
3390	OG0003390	YNL219C	snap_masked-scf7180000099688-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.1&CDS=1-1695
3391	OG0003391	YNL220W	snap_masked-scf7180000099588-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scf7180000099588-processed-gene-0.41&CDS=1-1296
3392	OG0003392	YNL221C	snap_masked-scf7180000099688-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.2&CDS=1-2586
3393	OG0003393	YNL222W	augustus_masked-scf7180000099688-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scf7180000099688-processed-gene-0.83&CDS=1-618
3394	OG0003394	YNL223W	genemark-scf7180000099688-processed-gene-0.148-mRNA-1_1&gene=genemark-scf7180000099688-processed-gene-0.148&CDS=1-1431
3395	OG0003395	YNL224C	snap_masked-scf7180000099688-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.3&CDS=1-2385
3396	OG0003396	YNL227C	genemark-scf7180000099688-processed-gene-0.118-mRNA-1_1&gene=genemark-scf7180000099688-processed-gene-0.118&CDS=1-1890
3397	OG0003397	YNL230C	snap_masked-scf7180000099688-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.6&CDS=1-618
3398	OG0003398	YNL231C	snap_masked-scf7180000099688-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.7&CDS=1-1062
3399	OG0003399	YNL232W	genemark-scf7180000099688-processed-gene-0.149-mRNA-1_1&gene=genemark-scf7180000099688-processed-gene-0.149&CDS=1-855
3400	OG0003400	YNL233W	snap_masked-scf7180000099688-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.38&CDS=1-2787
3401	OG0003401	YNL234W	snap_masked-scf7180000099688-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.39&CDS=1-1302
3402	OG0003402	YNL236W	snap_masked-scf7180000099688-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.40&CDS=1-3021
3403	OG0003403	YNL237W	snap_masked-scf7180000099688-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.41&CDS=1-1350
3404	OG0003404	YNL238W	snap_masked-scf7180000099688-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.42&CDS=1-2466
3405	OG0003405	YNL239W	snap_masked-scf7180000099688-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.43&CDS=1-1380
3406	OG0003406	YNL240C	snap_masked-scf7180000099688-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.8&CDS=1-1545
3407	OG0003407	YNL242W	maker-scf7180000099688-augustus-gene-0.103-mRNA-1_1&gene=maker-scf7180000099688-augustus-gene-0.103&CDS=1-5118
3408	OG0003408	YNL243W	snap_masked-scf7180000099688-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.45&CDS=1-2925
3409	OG0003409	YNL244C	snap_masked-scf7180000099688-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.10&CDS=1-324
3410	OG0003410	YNL245C	snap_masked-scf7180000099688-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.11&CDS=1-546
3411	OG0003411	YNL246W	augustus_masked-scf7180000099688-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000099688-processed-gene-0.92&CDS=1-819
3412	OG0003412	YNL247W	snap_masked-scf7180000099688-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.47&CDS=1-2280
3413	OG0003413	YNL248C	snap_masked-scf7180000099688-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.12&CDS=1-1227
3414	OG0003414	YNL249C	snap_masked-scf7180000099688-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.13&CDS=1-1623
3415	OG0003415	YNL250W	augustus_masked-scf7180000099688-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000099688-processed-gene-0.94&CDS=1-4014
3416	OG0003416	YNL251C	augustus_masked-scf7180000099688-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000099688-processed-gene-0.68&CDS=1-2577
3417	OG0003417	YNL253W	snap_masked-scf7180000099688-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.49&CDS=1-1365
3418	OG0003418	YNL254C	snap_masked-scf7180000099688-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.16&CDS=1-1068
3419	OG0003419	YNL255C	snap_masked-scf7180000099688-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.17&CDS=1-480
3420	OG0003420	YNL256W	genemark-scf7180000099688-processed-gene-0.162-mRNA-1_1&gene=genemark-scf7180000099688-processed-gene-0.162&CDS=1-2472
3421	OG0003421	YNL258C	snap_masked-scf7180000099688-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.19&CDS=1-2367
3422	OG0003422	YNL260C	genemark-scf7180000099688-processed-gene-0.134-mRNA-1_1&gene=genemark-scf7180000099688-processed-gene-0.134&CDS=1-705
3423	OG0003423	YNL261W	snap_masked-scf7180000099639-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scf7180000099639-processed-gene-0.46&CDS=1-1431
3424	OG0003424	YNL262W	maker-scf7180000099688-snap-gene-0.112-mRNA-1_1&gene=maker-scf7180000099688-snap-gene-0.112&CDS=1-6717
3425	OG0003425	YNL263C	snap_masked-scf7180000099688-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.22&CDS=1-960
3426	OG0003426	YNL264C	snap_masked-scf7180000099688-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.23&CDS=1-1041
3427	OG0003427	YNL267W	genemark-scf7180000099642-processed-gene-1.30-mRNA-1_1&gene=genemark-scf7180000099642-processed-gene-1.30&CDS=1-3216
3428	OG0003428	YNL271C	maker-scf7180000099642-augustus-gene-1.3-mRNA-1_1&gene=maker-scf7180000099642-augustus-gene-1.3&CDS=1-6390
3429	OG0003429	YNL272C	genemark-scf7180000099642-processed-gene-1.48-mRNA-1_1&gene=genemark-scf7180000099642-processed-gene-1.48&CDS=1-2106
3430	OG0003430	YNL273W	genemark-scf7180000099642-processed-gene-1.28-mRNA-1_1&gene=genemark-scf7180000099642-processed-gene-1.28&CDS=1-3738
3431	OG0003431	YNL274C	snap_masked-scf7180000099642-processed-gene-1.90-mRNA-1_1&gene=snap_masked-scf7180000099642-processed-gene-1.90&CDS=1-1041
3432	OG0003432	YNL275W	genemark-scf7180000099642-processed-gene-1.27-mRNA-1_1&gene=genemark-scf7180000099642-processed-gene-1.27&CDS=1-1785
3433	OG0003433	YNL277W	snap_masked-scf7180000099642-processed-gene-1.73-mRNA-1_1&gene=snap_masked-scf7180000099642-processed-gene-1.73&CDS=1-1506
3434	OG0003434	YNL279W	snap_masked-scf7180000099642-processed-gene-1.71-mRNA-1_1&gene=snap_masked-scf7180000099642-processed-gene-1.71&CDS=1-1857
3435	OG0003435	YNL280C	snap_masked-scf7180000099548-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000099548-processed-gene-0.14&CDS=1-1287
3436	OG0003436	YNL281W	snap_masked-scf7180000099548-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000099548-processed-gene-0.18&CDS=1-435
3437	OG0003437	YNL282W	maker-scf7180000099548-snap-gene-0.6-mRNA-1_1&gene=maker-scf7180000099548-snap-gene-0.6&CDS=1-714
3438	OG0003438	YNL284C	genemark-scf7180000099430-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000099430-processed-gene-0.6&CDS=1-849
3439	OG0003439	YNL287W	snap_masked-scf7180000099638-processed-gene-0.174-mRNA-1_1&gene=snap_masked-scf7180000099638-processed-gene-0.174&CDS=1-2820
3440	OG0003440	YNL288W	snap_masked-scf7180000099638-processed-gene-0.173-mRNA-1_1&gene=snap_masked-scf7180000099638-processed-gene-0.173&CDS=1-1197
3441	OG0003441	YNL289W	snap_masked-scf7180000099638-processed-gene-0.172-mRNA-1_1&gene=snap_masked-scf7180000099638-processed-gene-0.172&CDS=1-873
3442	OG0003442	YNL290W	maker-scf7180000099638-snap-gene-0.7-mRNA-1_1&gene=maker-scf7180000099638-snap-gene-0.7&CDS=1-1221
3443	OG0003443	YNL291C	snap_masked-scf7180000099638-processed-gene-0.203-mRNA-1_1&gene=snap_masked-scf7180000099638-processed-gene-0.203&CDS=1-1725
3444	OG0003444	YNL292W	genemark-scf7180000099638-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000099638-processed-gene-0.35&CDS=1-1233
3445	OG0003445	YNL294C	snap_masked-scf7180000099638-processed-gene-0.202-mRNA-1_1&gene=snap_masked-scf7180000099638-processed-gene-0.202&CDS=1-1572
3446	OG0003446	YNL295W	augustus_masked-scf7180000099638-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000099638-processed-gene-0.105&CDS=1-1578
3447	OG0003447	YNL297C	genemark-scf7180000099638-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000099638-processed-gene-0.69&CDS=1-4917
3448	OG0003448	YNL298W	snap_masked-scf7180000099638-processed-gene-0.167-mRNA-1_1&gene=snap_masked-scf7180000099638-processed-gene-0.167&CDS=1-2604
3449	OG0003449	YNL304W	snap_masked-scf7180000099638-processed-gene-0.164-mRNA-1_1&gene=snap_masked-scf7180000099638-processed-gene-0.164&CDS=1-1416
3450	OG0003450	YNL305C	snap_masked-scf7180000099638-processed-gene-0.198-mRNA-1_1&gene=snap_masked-scf7180000099638-processed-gene-0.198&CDS=1-849
3451	OG0003451	YNL306W	augustus_masked-scf7180000099638-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scf7180000099638-processed-gene-0.99&CDS=1-1068
3452	OG0003452	YNL307C	snap_masked-scf7180000099711-processed-gene-7.233-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-7.233&CDS=1-1176
3453	OG0003453	YNL308C	snap_masked-scf7180000099638-processed-gene-0.197-mRNA-1_1&gene=snap_masked-scf7180000099638-processed-gene-0.197&CDS=1-1836
