	OrthologID	Saccharomyces_cerevisiae	Schizosaccharomyces_pomb
1342	OG0001342	YGR193C	SPCC1259.09c_pep
1343	OG0001343	YGR194C	SPCPJ732.02c_pep
1344	OG0001344	YGR195W	SPAC3G9.10c_pep
1345	OG0001345	YGR200C	SPCC895.06_pep
1346	OG0001346	YGR202C	SPCC1827.02c_pep
1347	OG0001347	YGR204W	SPBC839.16_pep
1348	OG0001348	YGR205W	SPAC630.09c_pep
1349	OG0001349	YGR207C	SPAC1805.02c_pep
1350	OG0001350	YGR208W	SPBC3H7.07c_pep
1351	OG0001351	YGR210C	SPBC428.15_pep
1352	OG0001352	YGR211W	SPAC15A10.04c_pep
1353	OG0001353	YGR215W	SPBC30D10.12c_pep
1354	OG0001354	YGR216C	SPBC30D10.11_pep
1355	OG0001355	YGR217W	SPAC6F6.01_pep
1356	OG0001356	YGR218W	SPAC1805.17_pep
1357	OG0001357	YGR220C	SPAC644.17c_pep
1358	OG0001358	YGR223C	SPAC458.06_pep
1359	OG0001359	YGR227W	SPAC56F8.06c_pep
1360	OG0001360	YGR229C	SPBC30D10.17c_pep
1361	OG0001361	YGR231C	SPCC1322.16_pep
1362	OG0001362	YGR232W	SPAC6C3.08_pep
1363	OG0001363	YGR234W	SPAC869.02c_pep
1364	OG0001364	YGR244C	SPCC1620.08_pep
1365	OG0001365	YGR245C	SPBC106.14c_pep
1366	OG0001366	YGR246C	SPBC13E7.10c_pep
1367	OG0001367	YGR252W	SPAC1952.05_pep
1368	OG0001368	YGR253C	SPAC323.02c_pep
1369	OG0001369	YGR255C	SPBC146.12_pep
1370	OG0001370	YGR257C	SPBP23A10.06_pep
1371	OG0001371	YGR258C	SPBC3E7.08c_pep
1372	OG0001372	YGR261C	SPAC23H3.06_pep
1373	OG0001373	YGR262C	SPAP27G11.07c_pep
1374	OG0001374	YGR264C	SPBC17A3.04c_pep
1375	OG0001375	YGR267C	SPAC17A5.13_pep
1376	OG0001376	YGR268C	SPAC17A5.10_pep
1377	OG0001377	YGR270W	SPAC31G5.19_pep
1378	OG0001378	YGR271C-A	SPAC12G12.02_pep
1379	OG0001379	YGR271W	SPBC13G1.10c_pep
1380	OG0001380	YGR274C	SPAC2G11.14_pep
1381	OG0001381	YGR276C	SPAC637.09_pep
1382	OG0001382	YGR277C	SPAC1F12.08_pep
1383	OG0001383	YGR278W	SPBC13E7.01_pep
1384	OG0001384	YGR280C	SPAC890.05_pep
1385	OG0001385	YGR282C	SPAC26H5.08c_pep
1386	OG0001386	YGR284C	SPCC970.06_pep
1387	OG0001387	YGR285C	SPBC1778.01c_pep
1388	OG0001388	YGR286C	SPCC1235.02_pep
1389	OG0001389	YHL002W	SPBC1734.08_pep
1390	OG0001390	YHL004W	SPAC24C9.10c_pep
1391	OG0001391	YHL007C	SPBC1604.14c_pep
1392	OG0001392	YHL010C	SPAC16E8.13_pep
1393	OG0001393	YHL013C	SPAC1952.03_pep
1394	OG0001394	YHL015W	SPCC576.09_pep
1395	OG0001395	YHL016C	SPBC23G7.13c_pep
1396	OG0001396	YHL022C	SPAC17A5.11_pep
1397	OG0001397	YHL023C	SPBC543.04_pep
1398	OG0001398	YHL024W	SPAC13G7.13c_pep
1399	OG0001399	YHL026C	SPCC594.02c_pep
1400	OG0001400	YHL030W	SPAC1782.01_pep
1401	OG0001401	YHL031C	SPAC4G8.10_pep
1402	OG0001402	YHR002W	SPAC17H9.08_pep
1403	OG0001403	YHR004C	SPBC3B8.10c_pep
1404	OG0001404	YHR005C-A	SPAC222.03c_pep
1405	OG0001405	YHR007C	SPAC13A11.02c_pep
1406	OG0001406	YHR008C	SPAC1486.01_pep
1407	OG0001407	YHR009C	SPAC1F5.03c_pep
1408	OG0001408	YHR011W	SPAC25B8.06c_pep
1409	OG0001409	YHR012W	SPAC15E1.06_pep
1410	OG0001410	YHR013C	SPAC15E1.08_pep
1411	OG0001411	YHR016C	SPAPJ696.02_pep
1412	OG0001412	YHR019C	SPBC1773.10c_pep
1413	OG0001413	YHR020W	SPBC19C7.06_pep
1414	OG0001414	YHR023W	SPCC645.05c_pep
1415	OG0001415	YHR024C	SPBC18E5.12c_pep
1416	OG0001416	YHR025W	SPBC4C3.03_pep
1417	OG0001417	YHR026W	SPAC2C4.13_pep
1418	OG0001418	YHR027C	SPBP19A11.03c_pep
1419	OG0001419	YHR028C	SPACUNK4.08_pep
1420	OG0001420	YHR029C	SPBPB21E7.07_pep
1421	OG0001421	YHR030C	SPBC119.08_pep
1422	OG0001422	YHR037W	SPBC24C6.04_pep
1423	OG0001423	YHR039C	SPBC21C3.15c_pep
1424	OG0001424	YHR039C-A	SPBC1289.05c_pep
1425	OG0001425	YHR042W	SPBC29A10.01_pep
1426	OG0001426	YHR051W	SPAC1B2.04_pep
1427	OG0001427	YHR058C	SPAC1002.15c_pep
1428	OG0001428	YHR062C	SPAC3A12.04c_pep
1429	OG0001429	YHR063C	SPBPB2B2.09c_pep
1430	OG0001430	YHR064C	SPAC57A7.12_pep
1431	OG0001431	YHR065C	SPAC823.08c_pep
1432	OG0001432	YHR068W	SPBC1271.04c_pep
1433	OG0001433	YHR069C	SPAC2F7.14c_pep
1434	OG0001434	YHR070W	SPAPB18E9.01_pep
1435	OG0001435	YHR071W	SPAC19E9.03_pep
1436	OG0001436	YHR072W	SPAC13G7.01c_pep
1437	OG0001437	YHR072W-A	SPAP27G11.13c_pep
1438	OG0001438	YHR073W	SPAC23H4.01c_pep
1439	OG0001439	YHR074W	SPCC553.02_pep
1440	OG0001440	YHR075C	SPBP4H10.17c_pep
1441	OG0001441	YHR076W	SPAC1556.03_pep
1442	OG0001442	YHR077C	SPAC19A8.08_pep
1443	OG0001443	YHR079C	SPAC167.01_pep
1444	OG0001444	YHR082C	SPBC16E9.13_pep
1445	OG0001445	YHR085W	SPCC1393.06c_pep
1446	OG0001446	YHR087W	SPBC21C3.19_pep
1447	OG0001447	YHR088W	SPAC4F8.04_pep
1448	OG0001448	YHR089C	SPBC20F10.01_pep
1449	OG0001449	YHR090C	SPAC3G9.08_pep
1450	OG0001450	YHR098C	SPBC4.03c_pep
1451	OG0001451	YHR099W	SPBP16F5.03c_pep
1452	OG0001452	YHR100C	SPCC645.02_pep
1453	OG0001453	YHR107C	SPAC9G1.11c_pep
1454	OG0001454	YHR111W	SPAC2G11.10c_pep
1455	OG0001455	YHR112C	SPAC23A1.14c_pep
1456	OG0001456	YHR113W	SPAC4F10.02_pep
1457	OG0001457	YHR114W	SPBC12C2.05c_pep
1458	OG0001458	YHR119W	SPCC306.04c_pep
1459	OG0001459	YHR120W	SPAC13F5.01c_pep
1460	OG0001460	YHR122W	SPAC144.16_pep
1461	OG0001461	YHR128W	SPAC1B3.01c_pep
1462	OG0001462	YHR132C	SPBC337.07c_pep
1463	OG0001463	YHR134W	SPCC1442.07c_pep
1464	OG0001464	YHR143W-A	SPBC19C2.03_pep
1465	OG0001465	YHR144C	SPBC2G2.13c_pep
1466	OG0001466	YHR147C	SPAC12G12.08_pep
1467	OG0001467	YHR148W	SPAC19D5.05c_pep
1468	OG0001468	YHR154W	SPBC582.05c_pep
1469	OG0001469	YHR156C	SPBC83.09c_pep
1470	OG0001470	YHR164C	SPBC16D10.04c_pep
1471	OG0001471	YHR165C	SPAC4F8.12c_pep
1472	OG0001472	YHR166C	SPAC6F12.14_pep
1473	OG0001473	YHR168W	SPAP8A3.11c_pep
1474	OG0001474	YHR169W	SPBC543.06c_pep
1475	OG0001475	YHR170W	SPAC16C9.03_pep
1476	OG0001476	YHR171W	SPBC6B1.05c_pep
1477	OG0001477	YHR172W	SPBC365.15_pep
1478	OG0001478	YHR175W	SPBC23G7.16_pep
1479	OG0001479	YHR176W	SPBP16F5.08c_pep
1480	OG0001480	YHR181W	SPCC1795.10c_pep
1481	OG0001481	YHR183W	SPBC660.16_pep
1482	OG0001482	YHR186C	SPAC57A7.11_pep
1483	OG0001483	YHR187W	SPBC18E5.05c_pep
1484	OG0001484	YHR188C	SPBC1604.15_pep
1485	OG0001485	YHR189W	SPBC2D10.15c_pep
1486	OG0001486	YHR190W	SPBC646.05c_pep
1487	OG0001487	YHR193C	SPBC25H2.05_pep
1488	OG0001488	YHR194W	SPAC3H1.04c_pep
1489	OG0001489	YHR200W	SPAC637.10c_pep
1490	OG0001490	YHR201C	SPAC2F3.11_pep
1491	OG0001491	YHR204W	SPAC23A1.04c_pep
1492	OG0001492	YHR205W	SPAC22E12.14c_pep
1493	OG0001493	YHR206W	SPAC8C9.14_pep
1494	OG0001494	YIL001W	SPAC13D6.04c_pep
1495	OG0001495	YIL004C	SPAC23C4.13_pep
1496	OG0001496	YIL007C	SPAC2H10.02c_pep
1497	OG0001497	YIL008W	SPCC548.04_pep
1498	OG0001498	YIL010W	SPBC1773.02c_pep
1499	OG0001499	YIL017C	SPAC26H5.04_pep
1500	OG0001500	YIL019W	SPAC3F10.08c_pep
1501	OG0001501	YIL020C	SPAC3F10.09_pep
1502	OG0001502	YIL021W	SPCC1442.10c_pep
1503	OG0001503	YIL022W	SPBC14C8.02_pep
1504	OG0001504	YIL023C	SPAP8A3.03_pep
1505	OG0001505	YIL026C	SPAC17H9.20_pep
1506	OG0001506	YIL030C	SPBC14F5.07_pep
1507	OG0001507	YIL031W	SPAC17A5.07c_pep
1508	OG0001508	YIL033C	SPAC8C9.03_pep
1509	OG0001509	YIL034C	SPAC631.01c_pep
1510	OG0001510	YIL038C	SPAC1B3.05_pep
1511	OG0001511	YIL039W	SPAC23A1.02c_pep
1512	OG0001512	YIL041W	SPAC56F8.05c_pep
1513	OG0001513	YIL042C	SPAC644.11c_pep
1514	OG0001514	YIL043C	SPCC970.03_pep
1515	OG0001515	YIL044C	SPAC824.09c_pep
1516	OG0001516	YIL046W	SPAC57A10.05c_pep
1517	OG0001517	YIL047C	SPCC1827.07c_pep
1518	OG0001518	YIL048W	SPAC6C3.06c_pep
1519	OG0001519	YIL049W	SPAC7D4.09c_pep
1520	OG0001520	YIL050W	SPBC20F10.10_pep
1521	OG0001521	YIL061C	SPAC19A8.13_pep
1522	OG0001522	YIL062C	SPAC17G8.04c_pep
1523	OG0001523	YIL063C	SPBC365.13c_pep
1524	OG0001524	YIL064W	SPBC839.14c_pep
1525	OG0001525	YIL065C	SPBC11G11.01_pep
1526	OG0001526	YIL068C	SPCC1235.10c_pep
1527	OG0001527	YIL070C	SPBC776.07_pep
1528	OG0001528	YIL075C	SPBC17D11.07c_pep
1529	OG0001529	YIL078W	SPBC25H2.02_pep
1530	OG0001530	YIL083C	SPCC4B3.18_pep
1531	OG0001531	YIL090W	SPAC23C11.01_pep
1532	OG0001532	YIL091C	SPCC1827.01c_pep
1533	OG0001533	YIL093C	SPBC16A3.04_pep
1534	OG0001534	YIL094C	SPAC31G5.04_pep
1535	OG0001535	YIL096C	SPCC1919.13c_pep
1536	OG0001536	YIL097W	SPBC106.13_pep
1537	OG0001537	YIL099W	SPBC14C8.05c_pep
1538	OG0001538	YIL103W	SPBC3B8.05_pep
1539	OG0001539	YIL104C	SPBC8D2.13_pep
1540	OG0001540	YIL106W	SPBC428.13c_pep
1541	OG0001541	YIL107C	SPAPB17E12.14c_pep
1542	OG0001542	YIL108W	SPAC607.06c_pep
1543	OG0001543	YIL110W	SPAC1071.05_pep
1544	OG0001544	YIL113W	SPBC1685.01_pep
1545	OG0001545	YIL116W	SPBC11B10.02c_pep
1546	OG0001546	YIL118W	SPAC23C4.08_pep
1547	OG0001547	YIL124W	SPAC23D3.11_pep
1548	OG0001548	YIL125W	SPBC3H7.03c_pep
1549	OG0001549	YIL126W	SPAC1250.01_pep
1550	OG0001550	YIL128W	SPAC1071.02_pep
1551	OG0001551	YIL129C	SPBP19A11.04c_pep
1552	OG0001552	YIL134W	SPBC27B12.09c_pep
1553	OG0001553	YIL142W	SPAC1D4.04_pep
1554	OG0001554	YIL143C	SPAC17A5.06_pep
1555	OG0001555	YIL144W	SPBC11C11.03_pep
1556	OG0001556	YIL145C	SPAC5H10.08c_pep
1557	OG0001557	YIL150C	SPBC1347.10_pep
1558	OG0001558	YIL153W	SPAC4F10.04_pep
1559	OG0001559	YIL154C	SPAC167.05_pep
1560	OG0001560	YIL155C	SPCC1223.03c_pep
1561	OG0001561	YIL156W-B	SPAC26A3.14c_pep
1562	OG0001562	YIL157C	SPBC16E9.03c_pep
1563	OG0001563	YIL162W	SPCC191.11_pep
1564	OG0001564	YIR001C	SPBC16E9.12c_pep
1565	OG0001565	YIR002C	SPAC9.05_pep
1566	OG0001566	YIR005W	SPBC887.05c_pep
1567	OG0001567	YIR006C	SPAC25G10.09c_pep
1568	OG0001568	YIR008C	SPAC6B12.10c_pep
1569	OG0001569	YIR009W	SPBC8D2.09c_pep
1570	OG0001570	YIR011C	SPAC17C9.13c_pep
1571	OG0001571	YIR015W	SPBC1105.16c_pep
1572	OG0001572	YIR022W	SPBC1685.03_pep
1573	OG0001573	YIR026C	SPBC17A3.06_pep
1574	OG0001574	YIR029W	SPAC1F7.09c_pep
1575	OG0001575	YIR032C	SPAC19G12.04_pep
1576	OG0001576	YIR034C	SPAC227.18_pep
1577	OG0001577	YIR037W	SPBC32F12.03c_pep
1578	OG0001578	YIR038C	SPAC688.04c_pep
1579	OG0001579	YJL001W	SPBC4C3.10c_pep
1580	OG0001580	YJL002C	SPAC27F1.07_pep
1581	OG0001581	YJL003W	SPAC1486.08_pep
1582	OG0001582	YJL005W	SPBC19C7.03_pep
1583	OG0001583	YJL006C	SPBC530.13_pep
1584	OG0001584	YJL008C	SPBC337.05c_pep
1585	OG0001585	YJL010C	SPAC6G9.02c_pep
1586	OG0001586	YJL011C	SPAPB1E7.10_pep
1587	OG0001587	YJL012C	SPCC1322.14c_pep
1588	OG0001588	YJL013C	SPCC1795.01c_pep
1589	OG0001589	YJL014W	SPBC1A4.08c_pep
1590	OG0001590	YJL020C	SPAC23A1.17_pep
1591	OG0001591	YJL024C	SPAC30D11.05_pep
1592	OG0001592	YJL026W	SPBC25D12.04_pep
1593	OG0001593	YJL029C	SPAC3A12.15_pep
1594	OG0001594	YJL030W	SPBC20F10.06_pep
1595	OG0001595	YJL031C	SPCC1620.05_pep
1596	OG0001596	YJL033W	SPAC1093.05_pep
1597	OG0001597	YJL034W	SPAC22A12.15c_pep
1598	OG0001598	YJL035C	SPBC16D10.10_pep
1599	OG0001599	YJL036W	SPAC6F6.12_pep
1600	OG0001600	YJL039C	SPCC290.03c_pep
1601	OG0001601	YJL041W	SPAC26A3.15c_pep
1602	OG0001602	YJL046W	SPBC17A3.09c_pep
1603	OG0001603	YJL049W	SPBC1604.18c_pep
1604	OG0001604	YJL050W	SPAC6F12.16c_pep
1605	OG0001605	YJL053W	SPAC4G9.13c_pep
1606	OG0001606	YJL054W	SPBC1347.04_pep
1607	OG0001607	YJL059W	SPAC607.09c_pep
1608	OG0001608	YJL060W	SPAC6B12.04c_pep
1609	OG0001609	YJL062W	SPAC13G6.03_pep
1610	OG0001610	YJL063C	SPBC1271.13_pep
1611	OG0001611	YJL069C	SPBC29A3.06_pep
1612	OG0001612	YJL071W	SPBC725.14_pep
1613	OG0001613	YJL072C	SPBC725.13c_pep
1614	OG0001614	YJL074C	SPAC10F6.09c_pep
1615	OG0001615	YJL080C	SPCC550.14_pep
1616	OG0001616	YJL085W	SPBC106.20_pep
1617	OG0001617	YJL087C	SPAC17G8.01c_pep
1618	OG0001618	YJL088W	SPAC4G9.10_pep
1619	OG0001619	YJL090C	SPAC23C4.18c_pep
1620	OG0001620	YJL091C	SPAC144.10c_pep
1621	OG0001621	YJL092W	SPAC4H3.05_pep
1622	OG0001622	YJL094C	SPAC105.01c_pep
1623	OG0001623	YJL095W	SPAC1F3.02c_pep
1624	OG0001624	YJL097W	SPBC19C2.15c_pep
1625	OG0001625	YJL100W	SPAC343.19_pep
1626	OG0001626	YJL101C	SPAC22F3.10c_pep
1627	OG0001627	YJL102W	SPBC660.10_pep
1628	OG0001628	YJL104W	SPBC713.10_pep
1629	OG0001629	YJL106W	SPAC3C7.06c_pep
1630	OG0001630	YJL108C	SPAC7D4.12c_pep
1631	OG0001631	YJL109C	SPBC23E6.04c_pep
1632	OG0001632	YJL111W	SPBC25H2.12c_pep
1633	OG0001633	YJL112W	SPAC664.15_pep
1634	OG0001634	YJL115W	SPCC663.05c_pep
1635	OG0001635	YJL116C	SPBC2G2.17c_pep
1636	OG0001636	YJL121C	SPAC31G5.05c_pep
1637	OG0001637	YJL123C	SPCC1322.09_pep
1638	OG0001638	YJL124C	SPBC3D6.08c_pep
1639	OG0001639	YJL125C	SPAC9G1.12_pep
1640	OG0001640	YJL126W	SPBC651.02_pep
1641	OG0001641	YJL127C	SPAC21E11.04_pep
1642	OG0001642	YJL128C	SPBC409.07c_pep
1643	OG0001643	YJL130C	SPAC22G7.06c_pep
1644	OG0001644	YJL140W	SPBC337.14_pep
1645	OG0001645	YJL141C	SPAC823.03_pep
1646	OG0001646	YJL143W	SPAC3A12.16c_pep
1647	OG0001647	YJL154C	SPCC777.13_pep
1648	OG0001648	YJL155C	SPAC732.02c_pep
1649	OG0001649	YJL163C	SPAC14C4.07_pep
1650	OG0001650	YJL166W	SPAC1782.07_pep
1651	OG0001651	YJL167W	SPAC6F12.13c_pep
1652	OG0001652	YJL168C	SPAC29B12.02c_pep
1653	OG0001653	YJL179W	SPBC1D7.01_pep
1654	OG0001654	YJL180C	SPAC9.12c_pep
1655	OG0001655	YJL187C	SPCC18B5.03_pep
1656	OG0001656	YJL189W	SPCC663.04_pep
1657	OG0001657	YJL194W	SPBC14C8.07c_pep
1658	OG0001658	YJL197W	SPCC1494.05c_pep
1659	OG0001659	YJL200C	SPBP4H10.15_pep
1660	OG0001660	YJL203W	SPAC22A12.09c_pep
1661	OG0001661	YJL204C	SPCC18.04_pep
1662	OG0001662	YJL207C	SPBC27B12.08_pep
1663	OG0001663	YJL208C	SPAC17C9.08_pep
1664	OG0001664	YJL212C	SPAC29B12.10c_pep
1665	OG0001665	YJL218W	SPAC18B11.09c_pep
1666	OG0001666	YJR002W	SPAC23C11.03_pep
1667	OG0001667	YJR006W	SPAC27E2.05_pep
1668	OG0001668	YJR007W	SPAC3G9.09c_pep
1669	OG0001669	YJR008W	SPAC4H3.04c_pep
1670	OG0001670	YJR010W	SPBC27.08c_pep
1671	OG0001671	YJR013W	SPBC13E7.05_pep
1672	OG0001672	YJR014W	SPBC16C6.05_pep
1673	OG0001673	YJR016C	SPAC17G8.06c_pep
1674	OG0001674	YJR017C	SPCC16C4.03_pep
1675	OG0001675	YJR022W	SPCC1840.10_pep
1676	OG0001676	YJR024C	SPAC20H4.05c_pep
1677	OG0001677	YJR033C	SPBC1105.10_pep
1678	OG0001678	YJR034W	SPBC16A3.16_pep
1679	OG0001679	YJR035W	SPCP25A2.02c_pep
1680	OG0001680	YJR036C	SPBP8B7.27_pep
1681	OG0001681	YJR040W	SPBC19C7.11_pep
1682	OG0001682	YJR044C	SPAC630.11_pep
1683	OG0001683	YJR045C	SPAC664.11_pep
1684	OG0001684	YJR050W	SPBC32F12.05c_pep
1685	OG0001685	YJR052W	SPCC330.02_pep
1686	OG0001686	YJR055W	SPAC4F10.19c_pep
1687	OG0001687	YJR057W	SPCC70.07c_pep
1688	OG0001688	YJR058C	SPBC685.04c_pep
1689	OG0001689	YJR060W	SPAC3F10.12c_pep
1690	OG0001690	YJR062C	SPBC23E6.03c_pep
1691	OG0001691	YJR063W	SPCC1259.03_pep
1692	OG0001692	YJR064W	SPAC1420.02c_pep
1693	OG0001693	YJR065C	SPAC630.03_pep
1694	OG0001694	YJR068W	SPAC23D3.02_pep
1695	OG0001695	YJR069C	SPCC830.10_pep
1696	OG0001696	YJR070C	SPAC30C2.02_pep
1697	OG0001697	YJR072C	SPBC119.15_pep
1698	OG0001698	YJR073C	SPBC337.16_pep
1699	OG0001699	YJR074W	SPCC1840.01c_pep
1700	OG0001700	YJR075W	SPAC1006.05c_pep
1701	OG0001701	YJR076C	SPBC16A3.01_pep
1702	OG0001702	YJR084W	SPAC1B3.08_pep
1703	OG0001703	YJR085C	SPAP14E8.05c_pep
1704	OG0001704	YJR088C	SPBC15C4.01c_pep
1705	OG0001705	YJR090C	SPBC25B2.11_pep
1706	OG0001706	YJR093C	SPAC22G7.10_pep
1707	OG0001707	YJR096W	SPAC2F3.05c_pep
1708	OG0001708	YJR097W	SPAC926.05c_pep
1709	OG0001709	YJR099W	SPAC27F1.03c_pep
1710	OG0001710	YJR100C	SPAC343.06c_pep
1711	OG0001711	YJR101W	SPBC16A3.14_pep
1712	OG0001712	YJR102C	SPBC4B4.06_pep
1713	OG0001713	YJR104C	SPAC821.10c_pep
1714	OG0001714	YJR105W	SPCC338.14_pep
1715	OG0001715	YJR109C	SPBC215.08c_pep
1716	OG0001716	YJR110W	SPAC19A8.03_pep
1717	OG0001717	YJR111C	SPBC17D11.03c_pep
1718	OG0001718	YJR112W	SPAC29E6.04_pep
1719	OG0001719	YJR113C	SPAC16E8.10c_pep
1720	OG0001720	YJR116W	SPAC17A2.02c_pep
1721	OG0001721	YJR117W	SPAC3H1.05_pep
1722	OG0001722	YJR119C	SPAC1002.05c_pep
1723	OG0001723	YJR121W	SPAC222.12c_pep
1724	OG0001724	YJR122W	SPAC21E11.07_pep
1725	OG0001725	YJR125C	SPCC794.11c_pep
1726	OG0001726	YJR129C	SPAC3A11.03_pep
1727	OG0001727	YJR131W	SPAC2E1P5.01c_pep
1728	OG0001728	YJR132W	SPCC550.11_pep
1729	OG0001729	YJR133W	SPAC23C11.13c_pep
1730	OG0001730	YJR135W-A	SPAC13G6.04_pep
1731	OG0001731	YJR137C	SPAC10F6.01c_pep
1732	OG0001732	YJR138W	SPBC26H8.04c_pep
1733	OG0001733	YJR139C	SPBC776.03_pep
1734	OG0001734	YJR140C	SPBC31F10.14c_pep
1735	OG0001735	YJR142W	SPAC6F12.05c_pep
1736	OG0001736	YJR143C	SPBC16C6.09_pep
1737	OG0001737	YJR144W	SPBC30D10.08_pep
1738	OG0001738	YJR152W	SPCC417.10_pep
1739	OG0001739	YKL001C	SPAC1782.11_pep
1740	OG0001740	YKL002W	SPAC4F8.01_pep
1741	OG0001741	YKL003C	SPAC343.08c_pep
1742	OG0001742	YKL004W	SPAC3H8.06_pep
1743	OG0001743	YKL007W	SPAC12B10.07_pep
1744	OG0001744	YKL009W	SPBC11G11.03_pep
1745	OG0001745	YKL010C	SPAC12B10.01c_pep
1746	OG0001746	YKL012W	SPAC4D7.13_pep
1747	OG0001747	YKL013C	SPAC6G9.07c_pep
1748	OG0001748	YKL014C	SPCC14G10.02_pep
1749	OG0001749	YKL016C	SPBC29A10.13_pep
1750	OG0001750	YKL017C	SPCC737.07c_pep
1751	OG0001751	YKL018W	SPBC18H10.06c_pep
1752	OG0001752	YKL019W	SPAPB1A10.04c_pep
1753	OG0001753	YKL022C	SPAC6F12.15c_pep
1754	OG0001754	YKL024C	SPCC1795.05c_pep
1755	OG0001755	YKL025C	SPBC336.14c_pep
1756	OG0001756	YKL027W	SPAC1A6.10_pep
1757	OG0001757	YKL028W	SPAC458.07_pep
1758	OG0001758	YKL033W	SPCC622.13c_pep
1759	OG0001759	YKL034W	SPBC947.10_pep
1760	OG0001760	YKL035W	SPCC1322.04_pep
1761	OG0001761	YKL040C	SPBC1709.19c_pep
1762	OG0001762	YKL041W	SPAC9E9.14_pep
1763	OG0001763	YKL045W	SPBC17D11.06_pep
1764	OG0001764	YKL046C	SPCC970.02_pep
1765	OG0001765	YKL051W	SPCC16A11.01_pep
1766	OG0001766	YKL052C	SPBC27.02c_pep
1767	OG0001767	YKL053C-A	SPBC119.18_pep
1768	OG0001768	YKL055C	SPAC3G9.02_pep
1769	OG0001769	YKL056C	SPAC1F12.02c_pep
1770	OG0001770	YKL058W	SPCC553.11c_pep
1771	OG0001771	YKL059C	SPBP8B7.15c_pep
1772	OG0001772	YKL060C	SPBC19C2.07_pep
1773	OG0001773	YKL067W	SPAC806.07_pep
1774	OG0001774	YKL073W	SPAC1F5.06_pep
1775	OG0001775	YKL078W	SPAC2G11.11c_pep
1776	OG0001776	YKL080W	SPAPB2B4.05_pep
1777	OG0001777	YKL082C	SPAC8C9.10c_pep
1778	OG0001778	YKL084W	SPAC29B12.12_pep
1779	OG0001779	YKL085W	SPCC306.08c_pep
1780	OG0001780	YKL086W	SPBC106.02c_pep
1781	OG0001781	YKL087C	SPAC24C9.02c_pep
1782	OG0001782	YKL089W	SPBC1861.01c_pep
1783	OG0001783	YKL094W	SPCC5E4.05c_pep
1784	OG0001784	YKL095W	SPAC9.13c_pep
1785	OG0001785	YKL099C	SPAC18G6.06_pep
1786	OG0001786	YKL100C	SPAC25B8.17_pep
1787	OG0001787	YKL104C	SPBC12C2.11_pep
1788	OG0001788	YKL108W	SPAC6B12.11_pep
1789	OG0001789	YKL110C	SPAC30.02c_pep
1790	OG0001790	YKL113C	SPAC3G6.06c_pep
1791	OG0001791	YKL114C	SPCC622.17_pep
1792	OG0001792	YKL116C	SPBC337.04_pep
1793	OG0001793	YKL117W	SPAC9E9.13_pep
1794	OG0001794	YKL119C	SPCC757.10_pep
1795	OG0001795	YKL120W	SPAC139.02c_pep
1796	OG0001796	YKL125W	SPAC18G6.11c_pep
1797	OG0001797	YKL134C	SPAC1F3.10c_pep
1798	OG0001798	YKL135C	SPBC947.02_pep
1799	OG0001799	YKL138C	SPCC16A11.11_pep
1800	OG0001800	YKL139W	SPAC2F3.15_pep
1801	OG0001801	YKL143W	SPAC3F10.17_pep
1802	OG0001802	YKL144C	SPBC2G5.07c_pep
1803	OG0001803	YKL145W	SPBC16C6.07c_pep
1804	OG0001804	YKL146W	SPAC3H1.09c_pep
1805	OG0001805	YKL149C	SPAC17A5.02c_pep
1806	OG0001806	YKL151C	SPCC61.03_pep
1807	OG0001807	YKL152C	SPAC26F1.06_pep
1808	OG0001808	YKL154W	SPAC23H4.07c_pep
1809	OG0001809	YKL160W	SPAC1B3.02c_pep
1810	OG0001810	YKL165C	SPBC839.08c_pep
1811	OG0001811	YKL167C	SPCC1442.19_pep
1812	OG0001812	YKL170W	SPBC887.07_pep
1813	OG0001813	YKL172W	SPAC17H9.05_pep
1814	OG0001814	YKL178C	SPAC3F10.10c_pep
1815	OG0001815	YKL179C	SPCC364.04c_pep
1816	OG0001816	YKL181W	SPAC4A8.14_pep
1817	OG0001817	YKL182W	SPAC926.09c_pep
1818	OG0001818	YKL184W	SPAC144.04c_pep
1819	OG0001819	YKL189W	SPAC1834.06c_pep
1820	OG0001820	YKL190W	SPCC830.06_pep
1821	OG0001821	YKL191W	SPBC17D1.02_pep
1822	OG0001822	YKL192C	SPAC4H3.09_pep
1823	OG0001823	YKL193C	SPAC4A8.12c_pep
1824	OG0001824	YKL194C	SPAC24C9.09_pep
1825	OG0001825	YKL195W	SPAC57A10.11c_pep
1826	OG0001826	YKL196C	SPBC13G1.11_pep
1827	OG0001827	YKL197C	SPCC553.03_pep
1828	OG0001828	YKL203C	SPBC216.07c_pep
1829	OG0001829	YKL205W	SPBP8B7.09c_pep
1830	OG0001830	YKL207W	SPBC1711.03_pep
1831	OG0001831	YKL209C	SPBC25B2.02c_pep
1832	OG0001832	YKL210W	SPBC1604.21c_pep
1833	OG0001833	YKL211C	SPBC1539.09c_pep
1834	OG0001834	YKL212W	SPBC19F5.03_pep
1835	OG0001835	YKL213C	SPBC887.04c_pep
1836	OG0001836	YKL215C	SPAC11D3.15_pep
1837	OG0001837	YKL216W	SPAC57A10.12c_pep
1838	OG0001838	YKL218C	SPCC320.14_pep
1839	OG0001839	YKR001C	SPAC767.01c_pep
1840	OG0001840	YKR002W	SPBC646.04_pep
1841	OG0001841	YKR008W	SPBC1734.15_pep
