	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035261_Candida_ponderosae
3234	OG0003234	YNR017W	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.94&CDS=1-684
3235	OG0003235	YNR018W	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.49&CDS=1-729
3236	OG0003236	YNR019W	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.184&CDS=1-1701
3237	OG0003237	YNR020C	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.160&CDS=1-693
3238	OG0003238	YNR021W	augustus_masked-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.64&CDS=1-1095
3239	OG0003239	YNR022C	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.45&CDS=1-753
3240	OG0003240	YNR023W	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.27&CDS=1-1182
3241	OG0003241	YNR026C	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.13&CDS=1-1542
3242	OG0003242	YNR029C	augustus_masked-NODE_56_length_78334_cov_65.8513_ID_12335-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_56_length_78334_cov_65.8513_ID_12335-processed-gene-0.32&CDS=1-1311
3243	OG0003243	YNR030W	augustus_masked-NODE_56_length_78334_cov_65.8513_ID_12335-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_56_length_78334_cov_65.8513_ID_12335-processed-gene-0.12&CDS=1-1536
3244	OG0003244	YNR032C-A	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.168&CDS=1-219
3245	OG0003245	YNR032W	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.189-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.189&CDS=1-1041
3246	OG0003246	YNR033W	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.188-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.188&CDS=1-2139
3247	OG0003247	YNR035C	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.187&CDS=1-954
3248	OG0003248	YNR036C	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.165&CDS=1-390
3249	OG0003249	YNR037C	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.158&CDS=1-279
3250	OG0003250	YNR038W	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.164&CDS=1-1986
3251	OG0003251	YNR039C	genemark-NODE_62_length_71316_cov_78.2096_ID_12829-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_62_length_71316_cov_78.2096_ID_12829-processed-gene-0.66&CDS=1-1416
3252	OG0003252	YNR041C	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.47&CDS=1-1146
3253	OG0003253	YNR043W	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.10&CDS=1-1194
3254	OG0003254	YNR046W	genemark-NODE_101_length_34244_cov_47.6505_ID_17117-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_101_length_34244_cov_47.6505_ID_17117-processed-gene-0.20&CDS=1-387
3255	OG0003255	YNR047W	augustus_masked-NODE_101_length_34244_cov_47.6505_ID_17117-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_101_length_34244_cov_47.6505_ID_17117-processed-gene-0.12&CDS=1-2862
3256	OG0003256	YNR049C	augustus_masked-NODE_42_length_109513_cov_43.1219_ID_16330-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_42_length_109513_cov_43.1219_ID_16330-processed-gene-0.26&CDS=1-738
3257	OG0003257	YNR050C	maker-NODE_4_length_391868_cov_66.0008_ID_13828-augustus-gene-2.104-mRNA-1_1&gene=maker-NODE_4_length_391868_cov_66.0008_ID_13828-augustus-gene-2.104&CDS=1-1347
3258	OG0003258	YNR051C	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.88&CDS=1-1533
3259	OG0003259	YNR052C	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.89&CDS=1-1350
3260	OG0003260	YNR053C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.43&CDS=1-2667
3261	OG0003261	YNR055C	augustus_masked-NODE_109_length_24088_cov_46.7484_ID_17800-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_109_length_24088_cov_46.7484_ID_17800-processed-gene-0.8&CDS=1-1710
3262	OG0003262	YNR064C	maker-NODE_29_length_156251_cov_85.5209_ID_12929-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_29_length_156251_cov_85.5209_ID_12929-augustus-gene-0.2&CDS=1-651
3263	OG0003263	YNR067C	snap_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.272-mRNA-1_1&gene=snap_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.272&CDS=1-2877
3264	OG0003264	YNR074C	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.133&CDS=1-1128
3265	OG0003265	YOL001W	genemark-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.79&CDS=1-1422
3266	OG0003266	YOL003C	genemark-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.80&CDS=1-876
3267	OG0003267	YOL004W	maker-NODE_7_length_333141_cov_59.9877_ID_12630-augustus-gene-1.49-mRNA-1_1&gene=maker-NODE_7_length_333141_cov_59.9877_ID_12630-augustus-gene-1.49&CDS=1-4440
3268	OG0003268	YOL005C	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.6&CDS=1-369
3269	OG0003269	YOL006C	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.5&CDS=1-2313
3270	OG0003270	YOL007C	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.129&CDS=1-1188
3271	OG0003271	YOL008W	augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-0.2&CDS=1-609
3272	OG0003272	YOL009C	augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-0.21&CDS=1-966
3273	OG0003273	YOL010W	augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-0.3&CDS=1-1095
3274	OG0003274	YOL012C	maker-NODE_13_length_259485_cov_77.4704_ID_11775-augustus-gene-0.87-mRNA-1_1&gene=maker-NODE_13_length_259485_cov_77.4704_ID_11775-augustus-gene-0.87&CDS=1-396
3275	OG0003275	YOL013C	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.97&CDS=1-1659
3276	OG0003276	YOL019W	genemark-NODE_62_length_71316_cov_78.2096_ID_12829-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_62_length_71316_cov_78.2096_ID_12829-processed-gene-0.69&CDS=1-1710
3277	OG0003277	YOL021C	augustus_masked-NODE_50_length_86598_cov_30.8001_ID_14809-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_50_length_86598_cov_30.8001_ID_14809-processed-gene-0.22&CDS=1-2940
3278	OG0003278	YOL022C	genemark-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.14&CDS=1-1323
3279	OG0003279	YOL023W	augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-0.29&CDS=1-2121
3280	OG0003280	YOL026C	snap_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.13-mRNA-1_1&gene=snap_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.13&CDS=1-270
3281	OG0003281	YOL030W	augustus_masked-NODE_60_length_72141_cov_66.147_ID_13569-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_60_length_72141_cov_66.147_ID_13569-processed-gene-0.43&CDS=1-1440
3282	OG0003282	YOL031C	snap_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.58-mRNA-1_1&gene=snap_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.58&CDS=1-1254
3283	OG0003283	YOL033W	augustus_masked-NODE_63_length_69698_cov_41.9556_ID_14237-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_63_length_69698_cov_41.9556_ID_14237-processed-gene-0.15&CDS=1-1569
3284	OG0003284	YOL034W	maker-NODE_63_length_69698_cov_41.9556_ID_14237-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_63_length_69698_cov_41.9556_ID_14237-augustus-gene-0.2&CDS=1-3216
3285	OG0003285	YOL038W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.68&CDS=1-741
3286	OG0003286	YOL039W	genemark-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-0.81&CDS=1-321
3287	OG0003287	YOL040C	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-0.98&CDS=1-438
3288	OG0003288	YOL041C	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-0.99&CDS=1-1290
3289	OG0003289	YOL042W	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.21&CDS=1-1242
3290	OG0003290	YOL048C	snap_masked-NODE_41_length_110848_cov_58.9673_ID_15197-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_41_length_110848_cov_58.9673_ID_15197-processed-gene-0.26&CDS=1-930
3291	OG0003291	YOL049W	augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-0.23&CDS=1-1440
3292	OG0003292	YOL051W	augustus_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.214-mRNA-1_1&gene=augustus_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.214&CDS=1-3873
3293	OG0003293	YOL052C	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-0.13&CDS=1-1194
3294	OG0003294	YOL054W	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.50&CDS=1-1206
3295	OG0003295	YOL057W	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.167&CDS=1-2052
3296	OG0003296	YOL058W	augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.62&CDS=1-1257
3297	OG0003297	YOL061W	augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.33&CDS=1-1368
3298	OG0003298	YOL062C	maker-NODE_8_length_324243_cov_41.9626_ID_10196-augustus-gene-2.72-mRNA-1_1&gene=maker-NODE_8_length_324243_cov_41.9626_ID_10196-augustus-gene-2.72&CDS=1-1389
3299	OG0003299	YOL063C	snap_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.84&CDS=1-1839
3300	OG0003300	YOL064C	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.16&CDS=1-1032
3301	OG0003301	YOL065C	augustus_masked-NODE_36_length_136019_cov_41.4499_ID_10666-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_36_length_136019_cov_41.4499_ID_10666-processed-gene-0.99&CDS=1-1152
3302	OG0003302	YOL066C	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.30&CDS=1-1701
3303	OG0003303	YOL067C	genemark-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.138-mRNA-1_1&gene=genemark-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.138&CDS=1-633
3304	OG0003304	YOL069W	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.80&CDS=1-1383
3305	OG0003305	YOL070C	snap_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.135&CDS=1-1830
3306	OG0003306	YOL071W	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.103&CDS=1-462
3307	OG0003307	YOL072W	augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.64&CDS=1-1377
3308	OG0003308	YOL073C	snap_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.45&CDS=1-867
3309	OG0003309	YOL075C	augustus_masked-NODE_32_length_147469_cov_47.5155_ID_13746-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_32_length_147469_cov_47.5155_ID_13746-processed-gene-0.35&CDS=1-4122
3310	OG0003310	YOL076W	augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.40&CDS=1-2400
3311	OG0003311	YOL077C	augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.7&CDS=1-858
3312	OG0003312	YOL077W-A	augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.41&CDS=1-207
3313	OG0003313	YOL078W	augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.8&CDS=1-2889
3314	OG0003314	YOL080C	augustus_masked-NODE_68_length_60784_cov_43.6748_ID_13690-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_68_length_60784_cov_43.6748_ID_13690-processed-gene-0.25&CDS=1-876
3315	OG0003315	YOL084W	augustus_masked-NODE_54_length_79940_cov_49.0766_ID_16067-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_54_length_79940_cov_49.0766_ID_16067-processed-gene-0.82&CDS=1-2745
3316	OG0003316	YOL086W-A	augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.11&CDS=1-492
3317	OG0003317	YOL090W	augustus_masked-NODE_95_length_37851_cov_39.66_ID_15813-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_95_length_37851_cov_39.66_ID_15813-processed-gene-0.23&CDS=1-2700
3318	OG0003318	YOL093W	augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.12&CDS=1-1065
3319	OG0003319	YOL094C	augustus_masked-NODE_79_length_51446_cov_54.8179_ID_14482-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_79_length_51446_cov_54.8179_ID_14482-processed-gene-0.11&CDS=1-963
3320	OG0003320	YOL095C	snap_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.147-mRNA-1_1&gene=snap_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.147&CDS=1-2097
3321	OG0003321	YOL096C	augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.5&CDS=1-942
3322	OG0003322	YOL097C	augustus_masked-NODE_68_length_60784_cov_43.6748_ID_13690-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_68_length_60784_cov_43.6748_ID_13690-processed-gene-0.27&CDS=1-1266
3323	OG0003323	YOL098C	augustus_masked-NODE_56_length_78334_cov_65.8513_ID_12335-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_56_length_78334_cov_65.8513_ID_12335-processed-gene-0.31&CDS=1-3171
3324	OG0003324	YOL102C	augustus_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.169&CDS=1-678
3325	OG0003325	YOL107W	genemark-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-0.102&CDS=1-1095
3326	OG0003326	YOL108C	augustus_masked-NODE_83_length_48089_cov_40.985_ID_14553-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_83_length_48089_cov_40.985_ID_14553-processed-gene-0.40&CDS=1-396
3327	OG0003327	YOL111C	augustus_masked-NODE_98_length_36328_cov_45.6218_ID_16729-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_98_length_36328_cov_45.6218_ID_16729-processed-gene-0.12&CDS=1-651
3328	OG0003328	YOL114C	augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.179&CDS=1-597
3329	OG0003329	YOL115W	augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.186&CDS=1-1929
3330	OG0003330	YOL116W	snap_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.134&CDS=1-1782
3331	OG0003331	YOL122C	augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-1.67&CDS=1-1770
3332	OG0003332	YOL123W	augustus_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.52&CDS=1-1290
3333	OG0003333	YOL124C	augustus_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.50&CDS=1-1338
3334	OG0003334	YOL125W	augustus_masked-NODE_58_length_75986_cov_41.8068_ID_12708-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_58_length_75986_cov_41.8068_ID_12708-processed-gene-0.84&CDS=1-1419
3335	OG0003335	YOL127W	maker-NODE_2_length_505443_cov_52.2683_ID_20729-augustus-gene-4.102-mRNA-1_1&gene=maker-NODE_2_length_505443_cov_52.2683_ID_20729-augustus-gene-4.102&CDS=1-426
3336	OG0003336	YOL129W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-3.111&CDS=1-525
3337	OG0003337	YOL132W	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.128&CDS=1-1347
3338	OG0003338	YOL133W	maker-NODE_13_length_259485_cov_77.4704_ID_11775-augustus-gene-0.93-mRNA-1_1&gene=maker-NODE_13_length_259485_cov_77.4704_ID_11775-augustus-gene-0.93&CDS=1-387
3339	OG0003339	YOL135C	maker-NODE_13_length_259485_cov_77.4704_ID_11775-augustus-gene-0.94-mRNA-1_1&gene=maker-NODE_13_length_259485_cov_77.4704_ID_11775-augustus-gene-0.94&CDS=1-687
3340	OG0003340	YOL137W	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.7&CDS=1-1437
3341	OG0003341	YOL138C	augustus_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.46&CDS=1-3831
3342	OG0003342	YOL139C	augustus_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.45&CDS=1-639
3343	OG0003343	YOL140W	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.105&CDS=1-1317
3344	OG0003344	YOL141W	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.96&CDS=1-2187
3345	OG0003345	YOL143C	augustus_masked-NODE_76_length_52859_cov_81.7543_ID_15458-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_76_length_52859_cov_81.7543_ID_15458-processed-gene-0.14&CDS=1-498
3346	OG0003346	YOL144W	augustus_masked-NODE_76_length_52859_cov_81.7543_ID_15458-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_76_length_52859_cov_81.7543_ID_15458-processed-gene-0.23&CDS=1-1731
3347	OG0003347	YOL145C	augustus_masked-NODE_76_length_52859_cov_81.7543_ID_15458-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_76_length_52859_cov_81.7543_ID_15458-processed-gene-0.15&CDS=1-3234
3348	OG0003348	YOL146W	maker-NODE_76_length_52859_cov_81.7543_ID_15458-augustus-gene-0.27-mRNA-1_1&gene=maker-NODE_76_length_52859_cov_81.7543_ID_15458-augustus-gene-0.27&CDS=1-582
3349	OG0003349	YOL147C	augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.182&CDS=1-702
3350	OG0003350	YOL149W	augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.150&CDS=1-504
