	OrthologID	Metschnikowia_hamakuensis	Saccharomyces_cerevisiae
2654	OG0002654	snap_masked-ham-_s587-processed-gene-0.27-mRNA-1_1&gene=snap_masked-ham-_s587-processed-gene-0.27&CDS=1-576	YBR106W
2655	OG0002655	genemark-ham-_s587-processed-gene-0.36-mRNA-1_1&gene=genemark-ham-_s587-processed-gene-0.36&CDS=1-498	YMR022W
2656	OG0002656	snap_masked-ham-_s587-processed-gene-0.21-mRNA-1_1&gene=snap_masked-ham-_s587-processed-gene-0.21&CDS=1-435	YPL225W
2657	OG0002657	snap_masked-ham-_s587-processed-gene-0.22-mRNA-1_1&gene=snap_masked-ham-_s587-processed-gene-0.22&CDS=1-963	YMR029C
2658	OG0002658	genemark-ham-_s587-processed-gene-0.42-mRNA-1_1&gene=genemark-ham-_s587-processed-gene-0.42&CDS=1-4254	YPL226W
2659	OG0002659	snap_masked-ham-_s587-processed-gene-0.25-mRNA-1_1&gene=snap_masked-ham-_s587-processed-gene-0.25&CDS=1-2727	YML093W
2660	OG0002660	snap_masked-ham-_s587-processed-gene-0.30-mRNA-1_1&gene=snap_masked-ham-_s587-processed-gene-0.30&CDS=1-1665	YML086C
2661	OG0002661	snap_masked-ham-_s587-processed-gene-0.26-mRNA-1_1&gene=snap_masked-ham-_s587-processed-gene-0.26&CDS=1-1113	YPL181W
2662	OG0002662	snap_masked-ham-_s587-processed-gene-0.31-mRNA-1_1&gene=snap_masked-ham-_s587-processed-gene-0.31&CDS=1-1860	YGL095C
2663	OG0002663	snap_masked-ham-_s59-processed-gene-0.19-mRNA-1_1&gene=snap_masked-ham-_s59-processed-gene-0.19&CDS=1-3798	YBR235W
2664	OG0002664	snap_masked-ham-_s59-processed-gene-0.25-mRNA-1_1&gene=snap_masked-ham-_s59-processed-gene-0.25&CDS=1-921	YGR026W
2665	OG0002665	snap_masked-ham-_s59-processed-gene-0.20-mRNA-1_1&gene=snap_masked-ham-_s59-processed-gene-0.20&CDS=1-312	YBR233W-A
2666	OG0002666	snap_masked-ham-_s59-processed-gene-0.21-mRNA-1_1&gene=snap_masked-ham-_s59-processed-gene-0.21&CDS=1-1443	YLR359W
2667	OG0002667	snap_masked-ham-_s591-processed-gene-0.15-mRNA-1_1&gene=snap_masked-ham-_s591-processed-gene-0.15&CDS=1-2652	YOR165W
2668	OG0002668	snap_masked-ham-_s591-processed-gene-0.16-mRNA-1_1&gene=snap_masked-ham-_s591-processed-gene-0.16&CDS=1-2520	YJL102W
2669	OG0002669	snap_masked-ham-_s591-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ham-_s591-processed-gene-0.17&CDS=1-1002	YEL004W
2670	OG0002670	snap_masked-ham-_s593-processed-gene-0.46-mRNA-1_1&gene=snap_masked-ham-_s593-processed-gene-0.46&CDS=1-1656	YIL166C
2671	OG0002671	maker-ham-_s593-augustus-gene-0.41-mRNA-1_1&gene=maker-ham-_s593-augustus-gene-0.41&CDS=1-2949	YDR402C
2672	OG0002672	augustus_masked-ham-_s593-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-ham-_s593-processed-gene-0.85&CDS=1-1689	YLL035W
2673	OG0002673	snap_masked-ham-_s593-processed-gene-0.66-mRNA-1_1&gene=snap_masked-ham-_s593-processed-gene-0.66&CDS=1-2577	YCR030C
2674	OG0002674	snap_masked-ham-_s593-processed-gene-0.50-mRNA-1_1&gene=snap_masked-ham-_s593-processed-gene-0.50&CDS=1-1518	YNL142W
2675	OG0002675	snap_masked-ham-_s593-processed-gene-0.52-mRNA-1_1&gene=snap_masked-ham-_s593-processed-gene-0.52&CDS=1-690	YPL213W
2676	OG0002676	snap_masked-ham-_s593-processed-gene-0.53-mRNA-1_1&gene=snap_masked-ham-_s593-processed-gene-0.53&CDS=1-4668	YGL131C
2677	OG0002677	snap_masked-ham-_s593-processed-gene-0.54-mRNA-1_1&gene=snap_masked-ham-_s593-processed-gene-0.54&CDS=1-1383	YGL130W
2678	OG0002678	snap_masked-ham-_s593-processed-gene-0.67-mRNA-1_1&gene=snap_masked-ham-_s593-processed-gene-0.67&CDS=1-390	YNL153C
2679	OG0002679	maker-ham-_s593-snap-gene-0.2-mRNA-1_1&gene=maker-ham-_s593-snap-gene-0.2&CDS=1-1260	YGR111W
2680	OG0002680	snap_masked-ham-_s593-processed-gene-0.70-mRNA-1_1&gene=snap_masked-ham-_s593-processed-gene-0.70&CDS=1-1677	YDR536W
2681	OG0002681	snap_masked-ham-_s593-processed-gene-0.71-mRNA-1_1&gene=snap_masked-ham-_s593-processed-gene-0.71&CDS=1-1842	YLR023C
2682	OG0002682	snap_masked-ham-_s593-processed-gene-0.73-mRNA-1_1&gene=snap_masked-ham-_s593-processed-gene-0.73&CDS=1-2805	YPR097W
2683	OG0002683	maker-ham-_s593-snap-gene-0.1-mRNA-1_1&gene=maker-ham-_s593-snap-gene-0.1&CDS=1-1653	YNR053C
2684	OG0002684	snap_masked-ham-_s593-processed-gene-0.74-mRNA-1_1&gene=snap_masked-ham-_s593-processed-gene-0.74&CDS=1-1515	YNR052C
2685	OG0002685	snap_masked-ham-_s593-processed-gene-0.77-mRNA-1_1&gene=snap_masked-ham-_s593-processed-gene-0.77&CDS=1-1806	YPR190C
2686	OG0002686	snap_masked-ham-_s593-processed-gene-0.57-mRNA-1_1&gene=snap_masked-ham-_s593-processed-gene-0.57&CDS=1-4170	YPR189W
2687	OG0002687	snap_masked-ham-_s593-processed-gene-0.58-mRNA-1_1&gene=snap_masked-ham-_s593-processed-gene-0.58&CDS=1-2244	YPR185W
2688	OG0002688	snap_masked-ham-_s593-processed-gene-0.59-mRNA-1_1&gene=snap_masked-ham-_s593-processed-gene-0.59&CDS=1-1473	YEL052W
2689	OG0002689	snap_masked-ham-_s593-processed-gene-0.60-mRNA-1_1&gene=snap_masked-ham-_s593-processed-gene-0.60&CDS=1-1689	YGR002C
2690	OG0002690	snap_masked-ham-_s594-processed-gene-0.0-mRNA-1_1&gene=snap_masked-ham-_s594-processed-gene-0.0&CDS=1-2781	YBR017C
2691	OG0002691	snap_masked-ham-_s594-processed-gene-0.1-mRNA-1_1&gene=snap_masked-ham-_s594-processed-gene-0.1&CDS=1-3486	YJR109C
2692	OG0002692	snap_masked-ham-_s599-processed-gene-0.92-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.92&CDS=1-1890	YAR018C
2693	OG0002693	snap_masked-ham-_s599-processed-gene-0.112-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.112&CDS=1-915	YAR015W
2694	OG0002694	snap_masked-ham-_s599-processed-gene-0.93-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.93&CDS=1-597	YKL001C
2695	OG0002695	snap_masked-ham-_s599-processed-gene-0.115-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.115&CDS=1-6369	YJL207C
2696	OG0002696	snap_masked-ham-_s599-processed-gene-0.117-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.117&CDS=1-2016	YDR026C
2697	OG0002697	snap_masked-ham-_s599-processed-gene-0.96-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.96&CDS=1-252	YLR038C
2698	OG0002698	snap_masked-ham-_s599-processed-gene-0.118-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.118&CDS=1-699	YMR132C
2699	OG0002699	snap_masked-ham-_s599-processed-gene-0.98-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.98&CDS=1-6741	YCR093W
2700	OG0002700	snap_masked-ham-_s599-processed-gene-0.99-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.99&CDS=1-660	YDR177W
2701	OG0002701	snap_masked-ham-_s599-processed-gene-0.100-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.100&CDS=1-1269	YNR051C
2702	OG0002702	snap_masked-ham-_s599-processed-gene-0.119-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.119&CDS=1-2577	YIL143C
2703	OG0002703	snap_masked-ham-_s599-processed-gene-0.120-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.120&CDS=1-1068	YKR092C
2704	OG0002704	snap_masked-ham-_s599-processed-gene-0.121-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.121&CDS=1-1122	YOR084W
2705	OG0002705	augustus_masked-ham-_s599-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ham-_s599-processed-gene-0.10&CDS=1-924	YIL145C
2706	OG0002706	snap_masked-ham-_s599-processed-gene-0.123-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.123&CDS=1-1950	YGR119C
2707	OG0002707	snap_masked-ham-_s599-processed-gene-0.105-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.105&CDS=1-1227	YPR065W
2708	OG0002708	snap_masked-ham-_s599-processed-gene-0.126-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.126&CDS=1-1083	YKR071C
2709	OG0002709	snap_masked-ham-_s599-processed-gene-0.106-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.106&CDS=1-1911	YIL144W
2710	OG0002710	snap_masked-ham-_s599-processed-gene-0.128-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.128&CDS=1-552	YKR085C
2711	OG0002711	snap_masked-ham-_s599-processed-gene-0.130-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.130&CDS=1-1572	YNL152W
2712	OG0002712	snap_masked-ham-_s599-processed-gene-0.107-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.107&CDS=1-645	YNL151C
2713	OG0002713	snap_masked-ham-_s599-processed-gene-0.131-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.131&CDS=1-1545	YPR137W
2714	OG0002714	snap_masked-ham-_s599-processed-gene-0.132-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.132&CDS=1-393	YNL149C
2715	OG0002715	snap_masked-ham-_s599-processed-gene-0.133-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.133&CDS=1-717	YNL148C
2716	OG0002716	snap_masked-ham-_s599-processed-gene-0.108-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.108&CDS=1-438	YNL147W
2717	OG0002717	snap_masked-ham-_s599-processed-gene-0.109-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.109&CDS=1-648	YHR128W
2718	OG0002718	snap_masked-ham-_s599-processed-gene-0.135-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.135&CDS=1-468	YPR187W
2719	OG0002719	snap_masked-ham-_s599-processed-gene-0.136-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.136&CDS=1-1119	YPR191W
2720	OG0002720	snap_masked-ham-_s599-processed-gene-0.137-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.137&CDS=1-1278	YLR459W
2721	OG0002721	snap_masked-ham-_s599-processed-gene-0.111-mRNA-1_1&gene=snap_masked-ham-_s599-processed-gene-0.111&CDS=1-333	YPR182W
2722	OG0002722	snap_masked-ham-_s6-processed-gene-0.9-mRNA-1_1&gene=snap_masked-ham-_s6-processed-gene-0.9&CDS=1-786	YGL224C
2723	OG0002723	genemark-ham-_s6-processed-gene-0.25-mRNA-1_1&gene=genemark-ham-_s6-processed-gene-0.25&CDS=1-4431	YDL195W
2724	OG0002724	snap_masked-ham-_s6-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ham-_s6-processed-gene-0.14&CDS=1-300	YGR215W
2725	OG0002725	snap_masked-ham-_s6-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s6-processed-gene-0.3&CDS=1-6513	YGR217W
2726	OG0002726	augustus_masked-ham-_s6-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-ham-_s6-processed-gene-0.55&CDS=1-1479	YGR211W
2727	OG0002727	snap_masked-ham-_s6-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s6-processed-gene-0.4&CDS=1-2262	YIL046W
2728	OG0002728	snap_masked-ham-_s6-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ham-_s6-processed-gene-0.17&CDS=1-2157	YOL141W
2729	OG0002729	snap_masked-ham-_s6-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ham-_s6-processed-gene-0.18&CDS=1-795	YOL142W
2730	OG0002730	genemark-ham-_s6-processed-gene-0.40-mRNA-1_1&gene=genemark-ham-_s6-processed-gene-0.40&CDS=1-876	YLR128W
2731	OG0002731	genemark-ham-_s6-processed-gene-0.31-mRNA-1_1&gene=genemark-ham-_s6-processed-gene-0.31&CDS=1-2010	YLR127C
2732	OG0002732	maker-ham-_s6-snap-gene-0.24-mRNA-1_1&gene=maker-ham-_s6-snap-gene-0.24&CDS=1-1578	YDR145W
2733	OG0002733	augustus_masked-ham-_s607-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ham-_s607-processed-gene-0.2&CDS=1-3447	YDR270W
2734	OG0002734	snap_masked-ham-_s607-processed-gene-0.27-mRNA-1_1&gene=snap_masked-ham-_s607-processed-gene-0.27&CDS=1-2874	YOR160W
2735	OG0002735	snap_masked-ham-_s607-processed-gene-0.22-mRNA-1_1&gene=snap_masked-ham-_s607-processed-gene-0.22&CDS=1-561	YDR454C
2736	OG0002736	snap_masked-ham-_s612-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s612-processed-gene-0.3&CDS=1-342	YOL133W
2737	OG0002737	snap_masked-ham-_s612-processed-gene-0.0-mRNA-1_1&gene=snap_masked-ham-_s612-processed-gene-0.0&CDS=1-741	YOL135C
2738	OG0002738	snap_masked-ham-_s612-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s612-processed-gene-0.4&CDS=1-2136	YKL135C
2739	OG0002739	snap_masked-ham-_s612-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ham-_s612-processed-gene-0.5&CDS=1-549	YJR074W
2740	OG0002740	maker-ham-_s619-snap-gene-0.19-mRNA-1_1&gene=maker-ham-_s619-snap-gene-0.19&CDS=1-882	YNL316C
2741	OG0002741	snap_masked-ham-_s619-processed-gene-0.11-mRNA-1_1&gene=snap_masked-ham-_s619-processed-gene-0.11&CDS=1-462	YIL065C
2742	OG0002742	snap_masked-ham-_s619-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ham-_s619-processed-gene-0.2&CDS=1-522	YKR065C
2743	OG0002743	snap_masked-ham-_s619-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s619-processed-gene-0.3&CDS=1-2991	YIL125W
2744	OG0002744	snap_masked-ham-_s619-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ham-_s619-processed-gene-0.14&CDS=1-861	YIL124W
2745	OG0002745	snap_masked-ham-_s619-processed-gene-0.15-mRNA-1_1&gene=snap_masked-ham-_s619-processed-gene-0.15&CDS=1-321	YDR286C
2746	OG0002746	genemark-ham-_s619-processed-gene-0.43-mRNA-1_1&gene=genemark-ham-_s619-processed-gene-0.43&CDS=1-1932	YDR208W
2747	OG0002747	snap_masked-ham-_s62-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ham-_s62-processed-gene-0.29&CDS=1-774	YML015C
2748	OG0002748	augustus_masked-ham-_s62-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-ham-_s62-processed-gene-0.24&CDS=1-1593	YPR060C
2749	OG0002749	genemark-ham-_s620-processed-gene-0.6-mRNA-1_1&gene=genemark-ham-_s620-processed-gene-0.6&CDS=1-732	YOR305W
2750	OG0002750	snap_masked-ham-_s620-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s620-processed-gene-0.4&CDS=1-1332	YLR286C
2751	OG0002751	genemark-ham-_s63-processed-gene-0.19-mRNA-1_1&gene=genemark-ham-_s63-processed-gene-0.19&CDS=1-360	YOL005C
2752	OG0002752	snap_masked-ham-_s63-processed-gene-0.0-mRNA-1_1&gene=snap_masked-ham-_s63-processed-gene-0.0&CDS=1-4467	YOL004W
2753	OG0002753	snap_masked-ham-_s63-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ham-_s63-processed-gene-0.6&CDS=1-3819	YOR296W
2754	OG0002754	genemark-ham-_s63-processed-gene-0.23-mRNA-1_1&gene=genemark-ham-_s63-processed-gene-0.23&CDS=1-600	YOR294W
2755	OG0002755	augustus_masked-ham-_s630-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-ham-_s630-processed-gene-0.7&CDS=1-3267	YBL104C
2756	OG0002756	maker-ham-_s632-snap-gene-0.0-mRNA-1_1&gene=maker-ham-_s632-snap-gene-0.0&CDS=1-5400	YMR176W
2757	OG0002757	snap_masked-ham-_s632-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ham-_s632-processed-gene-0.10&CDS=1-2022	YJL090C
2758	OG0002758	snap_masked-ham-_s632-processed-gene-0.12-mRNA-1_1&gene=snap_masked-ham-_s632-processed-gene-0.12&CDS=1-693	YPL199C
2759	OG0002759	snap_masked-ham-_s635-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.5&CDS=1-1821	YHR194W
2760	OG0002760	genemark-ham-_s635-processed-gene-0.63-mRNA-1_1&gene=genemark-ham-_s635-processed-gene-0.63&CDS=1-1392	YKL194C
2761	OG0002761	snap_masked-ham-_s635-processed-gene-0.33-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.33&CDS=1-1068	YLR418C
2762	OG0002762	snap_masked-ham-_s635-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.8&CDS=1-2256	YLR424W
2763	OG0002763	snap_masked-ham-_s635-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.10&CDS=1-798	YKL195W
2764	OG0002764	snap_masked-ham-_s635-processed-gene-0.11-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.11&CDS=1-597	YKL196C
2765	OG0002765	snap_masked-ham-_s635-processed-gene-0.35-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.35&CDS=1-1602	YOR359W
2766	OG0002766	snap_masked-ham-_s635-processed-gene-0.36-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.36&CDS=1-1740	YOR360C
2767	OG0002767	snap_masked-ham-_s635-processed-gene-0.39-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.39&CDS=1-4167	YBR115C
2768	OG0002768	snap_masked-ham-_s635-processed-gene-0.40-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.40&CDS=1-2835	YBR114W
2769	OG0002769	snap_masked-ham-_s635-processed-gene-0.42-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.42&CDS=1-711	YML025C
2770	OG0002770	genemark-ham-_s635-processed-gene-0.99-mRNA-1_1&gene=genemark-ham-_s635-processed-gene-0.99&CDS=1-1899	YGL203C
2771	OG0002771	snap_masked-ham-_s635-processed-gene-0.44-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.44&CDS=1-2691	YPR160W
2772	OG0002772	genemark-ham-_s635-processed-gene-0.73-mRNA-1_1&gene=genemark-ham-_s635-processed-gene-0.73&CDS=1-5151	YFL033C
2773	OG0002773	snap_masked-ham-_s635-processed-gene-0.45-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.45&CDS=1-876	YLR059C
2774	OG0002774	snap_masked-ham-_s635-processed-gene-0.19-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.19&CDS=1-474	YLR050C
2775	OG0002775	snap_masked-ham-_s635-processed-gene-0.46-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.46&CDS=1-258	YGR037C
2776	OG0002776	snap_masked-ham-_s635-processed-gene-0.47-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.47&CDS=1-1626	YGL244W
2777	OG0002777	snap_masked-ham-_s635-processed-gene-0.22-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.22&CDS=1-2433	YOR168W
2778	OG0002778	snap_masked-ham-_s635-processed-gene-0.23-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.23&CDS=1-2109	YKL088W
2779	OG0002779	maker-ham-_s635-snap-gene-0.2-mRNA-1_1&gene=maker-ham-_s635-snap-gene-0.2&CDS=1-1785	YDR120C
2780	OG0002780	snap_masked-ham-_s635-processed-gene-0.25-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.25&CDS=1-309	YLR099W-A
2781	OG0002781	augustus_masked-ham-_s635-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-ham-_s635-processed-gene-0.133&CDS=1-1038	YDR126W
2782	OG0002782	snap_masked-ham-_s635-processed-gene-0.26-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.26&CDS=1-3204	YIR023W
2783	OG0002783	snap_masked-ham-_s635-processed-gene-0.54-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.54&CDS=1-516	YKL013C
2784	OG0002784	snap_masked-ham-_s635-processed-gene-0.55-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.55&CDS=1-1941	YKL012W
2785	OG0002785	snap_masked-ham-_s64-processed-gene-0.11-mRNA-1_1&gene=snap_masked-ham-_s64-processed-gene-0.11&CDS=1-4611	YML059C
2786	OG0002786	maker-ham-_s643-snap-gene-0.0-mRNA-1_1&gene=maker-ham-_s643-snap-gene-0.0&CDS=1-1812	YKL062W
2787	OG0002787	snap_masked-ham-_s646-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ham-_s646-processed-gene-0.14&CDS=1-2787	YNL049C
2788	OG0002788	snap_masked-ham-_s646-processed-gene-0.16-mRNA-1_1&gene=snap_masked-ham-_s646-processed-gene-0.16&CDS=1-1314	YNL051W
2789	OG0002789	snap_masked-ham-_s648-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ham-_s648-processed-gene-0.7&CDS=1-642	YDR167W
2790	OG0002790	snap_masked-ham-_s648-processed-gene-0.0-mRNA-1_1&gene=snap_masked-ham-_s648-processed-gene-0.0&CDS=1-4167	YDR128W
2791	OG0002791	snap_masked-ham-_s648-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ham-_s648-processed-gene-0.8&CDS=1-1026	YLR100W
2792	OG0002792	snap_masked-ham-_s648-processed-gene-0.1-mRNA-1_1&gene=snap_masked-ham-_s648-processed-gene-0.1&CDS=1-1239	YER019W
2793	OG0002793	augustus_masked-ham-_s648-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-ham-_s648-processed-gene-0.36&CDS=1-378	YLR104W
2794	OG0002794	snap_masked-ham-_s648-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s648-processed-gene-0.4&CDS=1-2421	YGL113W
2795	OG0002795	snap_masked-ham-_s648-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ham-_s648-processed-gene-0.14&CDS=1-1470	YGL112C
2796	OG0002796	snap_masked-ham-_s648-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ham-_s648-processed-gene-0.5&CDS=1-1695	YLR149C
2797	OG0002797	snap_masked-ham-_s648-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ham-_s648-processed-gene-0.6&CDS=1-2112	YLR103C
2798	OG0002798	snap_masked-ham-_s654-processed-gene-0.11-mRNA-1_1&gene=snap_masked-ham-_s654-processed-gene-0.11&CDS=1-309	YOR020C
2799	OG0002799	maker-ham-_s654-snap-gene-0.21-mRNA-1_1&gene=maker-ham-_s654-snap-gene-0.21&CDS=1-2985	YPR163C
2800	OG0002800	snap_masked-ham-_s654-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ham-_s654-processed-gene-0.14&CDS=1-468	YEL034W
2801	OG0002801	snap_masked-ham-_s659-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.2&CDS=1-6843	YPL085W
2802	OG0002802	snap_masked-ham-_s659-processed-gene-0.20-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.20&CDS=1-888	YOR311C
2803	OG0002803	augustus_masked-ham-_s659-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-ham-_s659-processed-gene-0.90&CDS=1-1419	YMR023C
2804	OG0002804	snap_masked-ham-_s659-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.6&CDS=1-1794	YPR048W
2805	OG0002805	maker-ham-_s659-snap-gene-0.0-mRNA-1_1&gene=maker-ham-_s659-snap-gene-0.0&CDS=1-2001	YPR047W
2806	OG0002806	maker-ham-_s659-snap-gene-0.1-mRNA-1_1&gene=maker-ham-_s659-snap-gene-0.1&CDS=1-657	YKL041W
2807	OG0002807	snap_masked-ham-_s659-processed-gene-0.24-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.24&CDS=1-1074	YBR087W
2808	OG0002808	snap_masked-ham-_s659-processed-gene-0.25-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.25&CDS=1-561	YER042W
2809	OG0002809	snap_masked-ham-_s659-processed-gene-0.28-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.28&CDS=1-618	YOR289W
2810	OG0002810	genemark-ham-_s659-processed-gene-0.57-mRNA-1_1&gene=genemark-ham-_s659-processed-gene-0.57&CDS=1-660	YMR134W
2811	OG0002811	snap_masked-ham-_s659-processed-gene-0.30-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.30&CDS=1-1104	YMR135C
2812	OG0002812	snap_masked-ham-_s659-processed-gene-0.31-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.31&CDS=1-2487	YGL027C
2813	OG0002813	snap_masked-ham-_s659-processed-gene-0.32-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.32&CDS=1-726	YNL056W
2814	OG0002814	snap_masked-ham-_s659-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.14&CDS=1-1248	YOL058W
2815	OG0002815	snap_masked-ham-_s659-processed-gene-0.34-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.34&CDS=1-1551	YER051W
2816	OG0002816	snap_masked-ham-_s659-processed-gene-0.15-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.15&CDS=1-1236	YIL042C
2817	OG0002817	genemark-ham-_s659-processed-gene-0.79-mRNA-1_1&gene=genemark-ham-_s659-processed-gene-0.79&CDS=1-3621	YGR233C
2818	OG0002818	snap_masked-ham-_s659-processed-gene-0.36-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.36&CDS=1-606	YDR002W
2819	OG0002819	snap_masked-ham-_s659-processed-gene-0.37-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.37&CDS=1-3237	YGR218W
2820	OG0002820	snap_masked-ham-_s659-processed-gene-0.39-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.39&CDS=1-840	YGR220C
2821	OG0002821	snap_masked-ham-_s659-processed-gene-0.40-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.40&CDS=1-663	YHR147C
2822	OG0002822	snap_masked-ham-_s659-processed-gene-1.5-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.5&CDS=1-549	YHR148W
2823	OG0002823	snap_masked-ham-_s659-processed-gene-1.53-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.53&CDS=1-363	YJL104W
2824	OG0002824	snap_masked-ham-_s659-processed-gene-1.10-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.10&CDS=1-1848	YKR017C
2825	OG0002825	snap_masked-ham-_s659-processed-gene-1.12-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.12&CDS=1-954	YKR030W
