	OrthologID	Neurospora_crassa	Saccharomyces_cerevisiae
1529	OG0001529	XP_958915.1	YDR322C-A
1530	OG0001530	XP_958926.1	YJL155C
1531	OG0001531	XP_958938.3	YJL127C
1532	OG0001532	XP_958939.1	YJL111W
1533	OG0001533	XP_958947.1	YOL022C
1534	OG0001534	XP_958948.1	YDR188W
1535	OG0001535	XP_958950.1	YNL212W
1536	OG0001536	XP_958954.1	YBR126C
1537	OG0001537	XP_958960.1	YKL135C
1538	OG0001538	XP_958972.1	YBL080C
1539	OG0001539	XP_959001.2	YKL196C
1540	OG0001540	XP_959002.3	YDR313C
1541	OG0001541	XP_959008.1	YMR145C
1542	OG0001542	XP_959009.2	YMR211W
1543	OG0001543	XP_959011.2	YKR002W
1544	OG0001544	XP_959013.1	YJL097W
1545	OG0001545	XP_959017.1	YBR164C
1546	OG0001546	XP_959018.2	YJL189W
1547	OG0001547	XP_959020.1	YDR079W
1548	OG0001548	XP_959021.1	YJL207C
1549	OG0001549	XP_959028.1	YIL097W
1550	OG0001550	XP_959029.1	YNR052C
1551	OG0001551	XP_959032.1	YPR016C
1552	OG0001552	XP_959043.1	YOL122C
1553	OG0001553	XP_959044.2	YBR295W
1554	OG0001554	XP_959048.3	YOR380W
1555	OG0001555	XP_959055.2	YEL037C
1556	OG0001556	XP_959056.1	YNL039W
1557	OG0001557	XP_959060.1	YKL009W
1558	OG0001558	XP_959061.1	YIL061C
1559	OG0001559	XP_959062.1	YPR100W
1560	OG0001560	XP_959063.1	YDR050C
1561	OG0001561	XP_959071.1	YNL001W
1562	OG0001562	XP_959112.1	YKR023W
1563	OG0001563	XP_959135.1	YPL009C
1564	OG0001564	XP_959136.1	YPR113W
1565	OG0001565	XP_959141.2	YKR099W
1566	OG0001566	XP_959147.1	YPR133C
1567	OG0001567	XP_959148.1	YGL247W
1568	OG0001568	XP_959152.1	YLR055C
1569	OG0001569	XP_959160.2	YOR103C
1570	OG0001570	XP_959161.2	YDR517W
1571	OG0001571	XP_959163.2	YDR141C
1572	OG0001572	XP_959164.3	YGL124C
1573	OG0001573	XP_959167.1	YCL043C
1574	OG0001574	XP_959171.1	YPL263C
1575	OG0001575	XP_959172.2	YKL157W
1576	OG0001576	XP_959176.1	YOL013C
1577	OG0001577	XP_959179.1	YCL017C
1578	OG0001578	XP_959180.2	YDR388W
1579	OG0001579	XP_959187.1	YGR147C
1580	OG0001580	XP_959189.1	YKL045W
1581	OG0001581	XP_959190.1	YOR239W
1582	OG0001582	XP_959195.2	YPL195W
1583	OG0001583	XP_959196.1	YIL067C
1584	OG0001584	XP_959222.1	YJR074W
1585	OG0001585	XP_959223.2	YDL125C
1586	OG0001586	XP_959225.1	YGR113W
1587	OG0001587	XP_959229.2	YKR017C
1588	OG0001588	XP_959230.3	YLR016C
1589	OG0001589	XP_959239.1	YHL015W
1590	OG0001590	XP_959240.1	YGL110C
1591	OG0001591	XP_959261.2	YPR033C
1592	OG0001592	XP_959268.2	YDR364C
1593	OG0001593	XP_959270.1	YLR244C
1594	OG0001594	XP_959271.3	YBL098W
1595	OG0001595	XP_959275.1	YAL011W
1596	OG0001596	XP_959276.3	YML010W
1597	OG0001597	XP_959285.3	YDR341C
1598	OG0001598	XP_959306.1	YGR155W
1599	OG0001599	XP_959307.3	YKL154W
1600	OG0001600	XP_959391.1	YLR078C
1601	OG0001601	XP_959392.2	YOR143C
1602	OG0001602	XP_959393.1	YKL195W
1603	OG0001603	XP_959418.1	YOR251C
1604	OG0001604	XP_959438.1	YNL223W
1605	OG0001605	XP_959439.3	YNL224C
1606	OG0001606	XP_959442.1	YBL003C
1607	OG0001607	XP_959443.1	YDR148C
1608	OG0001608	XP_959445.3	YKL087C
1609	OG0001609	XP_959454.1	YPL262W
1610	OG0001610	XP_959459.2	YNL172W
1611	OG0001611	XP_959460.1	YDR080W
1612	OG0001612	XP_959469.1	YBL060W
1613	OG0001613	XP_959470.2	YGL163C
1614	OG0001614	XP_959471.1	YOR336W
1615	OG0001615	XP_959486.3	YOL146W
1616	OG0001616	XP_959496.1	YLL035W
1617	OG0001617	XP_959504.2	YPL150W
1618	OG0001618	XP_959506.3	YML030W
1619	OG0001619	XP_959507.2	YOR118W
1620	OG0001620	XP_959514.1	YJR008W
1621	OG0001621	XP_959521.1	YHR079C
1622	OG0001622	XP_959522.1	YDR266C
1623	OG0001623	XP_959526.2	YIL142W
1624	OG0001624	XP_959527.1	YOR361C
1625	OG0001625	XP_959534.2	YLR336C
1626	OG0001626	XP_959535.2	YFL018C
1627	OG0001627	XP_959541.3	YHR206W
1628	OG0001628	XP_959548.1	YIL070C
1629	OG0001629	XP_959550.1	YOR252W
1630	OG0001630	XP_959552.1	YKL082C
1631	OG0001631	XP_959553.1	YDR372C
1632	OG0001632	XP_959594.1	YJL145W
1633	OG0001633	XP_959596.1	YDR211W
1634	OG0001634	XP_959597.3	YIL108W
1635	OG0001635	XP_959598.1	YNR008W
1636	OG0001636	XP_959599.2	YPR051W
1637	OG0001637	XP_959600.2	YDL146W
1638	OG0001638	XP_959601.1	YMR188C
1639	OG0001639	XP_959603.2	YNL041C
1640	OG0001640	XP_959604.1	YDL149W
1641	OG0001641	XP_959619.1	YGR277C
1642	OG0001642	XP_959621.1	YBL064C
1643	OG0001643	XP_959622.3	YBR041W
1644	OG0001644	XP_959623.1	YDR434W
1645	OG0001645	XP_959625.1	YAL003W
1646	OG0001646	XP_959628.1	YPL183W-A
1647	OG0001647	XP_959629.1	YPL247C
1648	OG0001648	XP_959630.1	YHR116W
1649	OG0001649	XP_959636.1	YDR145W
1650	OG0001650	XP_959637.1	YER021W
1651	OG0001651	XP_959638.3	YMR218C
1652	OG0001652	XP_959639.1	YPR118W
1653	OG0001653	XP_959641.1	YGL155W
1654	OG0001654	XP_959643.1	YOL090W
1655	OG0001655	XP_959644.1	YOL093W
1656	OG0001656	XP_959645.1	YIR008C
1657	OG0001657	XP_959646.1	YIR007W
1658	OG0001658	XP_959650.1	YIR026C
1659	OG0001659	XP_959653.1	YNL206C
1660	OG0001660	XP_959654.1	YHR018C
1661	OG0001661	XP_959678.3	YDR097C
1662	OG0001662	XP_959682.1	YNL062C
1663	OG0001663	XP_959683.1	YLR370C
1664	OG0001664	XP_959690.1	YOR246C
1665	OG0001665	XP_959705.1	YGL232W
1666	OG0001666	XP_959707.3	YDR335W
1667	OG0001667	XP_959711.1	YNL049C
1668	OG0001668	XP_959714.2	YPL196W
1669	OG0001669	XP_959715.1	YOR278W
1670	OG0001670	XP_959716.1	YGR029W
1671	OG0001671	XP_959720.2	YOR197W
1672	OG0001672	XP_959722.2	YLR383W
1673	OG0001673	XP_959725.2	YMR234W
1674	OG0001674	XP_959727.1	YJR078W
1675	OG0001675	XP_959728.1	YCL008C
1676	OG0001676	XP_959732.2	YJL126W
1677	OG0001677	XP_959742.1	YDR207C
1678	OG0001678	XP_959746.1	YOR352W
1679	OG0001679	XP_959751.3	YMR217W
1680	OG0001680	XP_959778.1	YMR308C
1681	OG0001681	XP_959785.1	YLR074C
1682	OG0001682	XP_959787.1	YLR304C
1683	OG0001683	XP_959788.3	YMR265C
1684	OG0001684	XP_959789.2	YLR088W
1685	OG0001685	XP_959790.3	YJR153W
1686	OG0001686	XP_959792.1	YPL246C
1687	OG0001687	XP_959793.2	YGR001C
1688	OG0001688	XP_959795.1	YDR427W
1689	OG0001689	XP_959796.2	YMR223W
1690	OG0001690	XP_959799.1	YCR061W
1691	OG0001691	XP_959802.2	YER026C
1692	OG0001692	XP_959810.1	YGL123W
1693	OG0001693	XP_959814.1	YMR073C
1694	OG0001694	XP_959815.1	YIR004W
1695	OG0001695	XP_959820.1	YJR013W
1696	OG0001696	XP_959829.1	YDL045W-A
1697	OG0001697	XP_959830.3	YAL041W
1698	OG0001698	XP_959834.1	YDL144C
1699	OG0001699	XP_959841.3	YNR074C
1700	OG0001700	XP_959850.3	YEL023C
1701	OG0001701	XP_959867.2	YOR275C
1702	OG0001702	XP_959875.2	YAL067C
1703	OG0001703	XP_959881.1	YCR071C
1704	OG0001704	XP_959882.1	YPL016W
1705	OG0001705	XP_959885.1	YDR449C
1706	OG0001706	XP_959886.2	YCR017C
1707	OG0001707	XP_959900.1	YOR001W
1708	OG0001708	XP_959901.3	YDL230W
1709	OG0001709	XP_959904.1	YDR394W
1710	OG0001710	XP_959907.1	YMR079W
1711	OG0001711	XP_959915.3	YDR282C
1712	OG0001712	XP_959917.1	YPL154C
1713	OG0001713	XP_959918.1	YLR058C
1714	OG0001714	XP_959920.1	YBR081C
1715	OG0001715	XP_959921.1	YJR112W-A
1716	OG0001716	XP_959925.2	YOR124C
1717	OG0001717	XP_959926.1	YKL004W
1718	OG0001718	XP_959930.1	YPL190C
1719	OG0001719	XP_959933.2	YBR082C
1720	OG0001720	XP_959937.1	YMR244C-A
1721	OG0001721	XP_959938.1	YJL004C
1722	OG0001722	XP_959939.2	YDR208W
1723	OG0001723	XP_959940.1	YIR027C
1724	OG0001724	XP_959943.2	YML131W
1725	OG0001725	XP_959949.1	YBR003W
1726	OG0001726	XP_959961.1	YGR054W
1727	OG0001727	XP_959965.2	YOL023W
1728	OG0001728	XP_959966.1	YOR006C
1729	OG0001729	XP_959969.1	YGL220W
1730	OG0001730	XP_959970.2	YGL221C
1731	OG0001731	XP_959975.1	YOR289W
1732	OG0001732	XP_959980.1	YJL010C
1733	OG0001733	XP_959997.2	YMR068W
1734	OG0001734	XP_960003.2	YPL172C
1735	OG0001735	XP_960006.3	YGL216W
1736	OG0001736	XP_960011.3	YDL160C
1737	OG0001737	XP_960029.1	YOL119C
1738	OG0001738	XP_960030.1	YKL191W
1739	OG0001739	XP_960037.1	YBR058C
1740	OG0001740	XP_960040.1	YNL229C
1741	OG0001741	XP_960041.3	YJL030W
1742	OG0001742	XP_960042.1	YGL078C
1743	OG0001743	XP_960043.3	YBL020W
1744	OG0001744	XP_960057.1	YBR175W
1745	OG0001745	XP_960063.1	YGL195W
1746	OG0001746	XP_960070.1	YMR116C
1747	OG0001747	XP_960073.1	YNL177C
1748	OG0001748	XP_960076.1	YDL067C
1749	OG0001749	XP_960097.1	YLL040C
1750	OG0001750	XP_960113.3	YNL297C
1751	OG0001751	XP_960117.1	YBR160W
1752	OG0001752	XP_960146.1	YBR282W
1753	OG0001753	XP_960147.1	YML093W
1754	OG0001754	XP_960149.1	YBR062C
1755	OG0001755	XP_960152.1	YMR014W
1756	OG0001756	XP_960153.2	YOR257W
1757	OG0001757	XP_960155.2	YKR097W
1758	OG0001758	XP_960162.1	YJR073C
1759	OG0001759	XP_960166.3	YBR281C
1760	OG0001760	XP_960167.1	YJL143W
1761	OG0001761	XP_960179.1	YML110C
1762	OG0001762	XP_960187.1	YNL220W
1763	OG0001763	XP_960191.2	YGL251C
1764	OG0001764	XP_960192.1	YMR315W
1765	OG0001765	XP_960203.3	YNL247W
1766	OG0001766	XP_960205.1	YHR188C
1767	OG0001767	XP_960206.1	YDL087C
1768	OG0001768	XP_960211.3	YER110C
1769	OG0001769	XP_960217.1	YOR356W
1770	OG0001770	XP_960219.1	YER148W
1771	OG0001771	XP_960224.2	YLR285W
1772	OG0001772	XP_960226.3	YGL159W
1773	OG0001773	XP_960229.1	YGL211W
1774	OG0001774	XP_960287.2	YJR148W
1775	OG0001775	XP_960288.1	YGL083W
1776	OG0001776	XP_960292.2	YER009W
1777	OG0001777	XP_960293.1	YMR071C
1778	OG0001778	XP_960297.1	YDR316W
1779	OG0001779	XP_960299.1	YCR093W
1780	OG0001780	XP_960308.3	YER140W
1781	OG0001781	XP_960310.2	YAL049C
1782	OG0001782	XP_960333.1	YJL094C
1783	OG0001783	XP_960334.2	YDR432W
1784	OG0001784	XP_960335.1	YLR276C
1785	OG0001785	XP_960336.1	YNL288W
1786	OG0001786	XP_960341.1	YLR144C
1787	OG0001787	XP_960359.3	YCL034W
1788	OG0001788	XP_960368.3	YJL092W
1789	OG0001789	XP_960373.2	YIL150C
1790	OG0001790	XP_960378.1	YBR094W
1791	OG0001791	XP_960389.1	YGL166W
1792	OG0001792	XP_960396.3	YOR222W
1793	OG0001793	XP_960399.2	YPR185W
1794	OG0001794	XP_960400.1	YHL002W
1795	OG0001795	XP_960406.1	YNL289W
1796	OG0001796	XP_960413.3	YDR299W
1797	OG0001797	XP_960415.3	YGL164C
1798	OG0001798	XP_960422.1	YIL160C
1799	OG0001799	XP_960423.1	YLR377C
1800	OG0001800	XP_960425.1	YER165W
1801	OG0001801	XP_960426.3	YGL141W
1802	OG0001802	XP_960432.1	YJR113C
1803	OG0001803	XP_960435.2	YCR098C
1804	OG0001804	XP_960436.1	YIL153W
1805	OG0001805	XP_960440.3	YOL060C
1806	OG0001806	XP_960441.2	YML004C
1807	OG0001807	XP_960443.1	YER141W
1808	OG0001808	XP_960447.1	YGL019W
1809	OG0001809	XP_960454.1	YOR378W
1810	OG0001810	XP_960475.1	YGL097W
1811	OG0001811	XP_960476.1	YGR172C
1812	OG0001812	XP_960477.1	YJL104W
1813	OG0001813	XP_960478.1	YDL141W
1814	OG0001814	XP_960479.1	YJR144W
1815	OG0001815	XP_960485.3	YPL122C
1816	OG0001816	XP_960487.1	YGR127W
1817	OG0001817	XP_960503.1	YPL107W
1818	OG0001818	XP_960504.1	YJR133W
1819	OG0001819	XP_960510.1	YBR249C
1820	OG0001820	XP_960542.1	YBR008C
1821	OG0001821	XP_960551.1	YMR140W
1822	OG0001822	XP_960553.1	YOR153W
1823	OG0001823	XP_960554.3	YER100W
1824	OG0001824	XP_960556.1	YMR041C
1825	OG0001825	XP_960562.3	YPL109C
1826	OG0001826	XP_960563.1	YAL039C
1827	OG0001827	XP_960568.1	YDR221W
1828	OG0001828	XP_960570.2	YKL203C
1829	OG0001829	XP_960574.3	YNR039C
1830	OG0001830	XP_960578.1	YPL131W
1831	OG0001831	XP_960580.2	YER151C
1832	OG0001832	XP_960584.1	YOR201C
1833	OG0001833	XP_960593.1	YFL024C
1834	OG0001834	XP_960597.1	YGR063C
1835	OG0001835	XP_960598.2	YOR077W
1836	OG0001836	XP_960607.2	YMR020W
1837	OG0001837	XP_960608.2	YNL242W
1838	OG0001838	XP_960610.3	YDR217C
1839	OG0001839	XP_960615.1	YMR130W
1840	OG0001840	XP_960620.2	YPL259C
1841	OG0001841	XP_960626.1	YHL013C
1842	OG0001842	XP_960635.1	YLL048C
1843	OG0001843	XP_960643.1	YPR088C
1844	OG0001844	XP_960650.3	YIL026C
1845	OG0001845	XP_960652.1	YNL189W
1846	OG0001846	XP_960653.2	YCR075C
1847	OG0001847	XP_960655.1	YMR100W
1848	OG0001848	XP_960660.2	YNL045W
1849	OG0001849	XP_960667.3	YDR472W
1850	OG0001850	XP_960670.1	YAL044C
1851	OG0001851	XP_960671.3	YML064C
1852	OG0001852	XP_960675.1	YDL208W
1853	OG0001853	XP_960676.1	YLR291C
1854	OG0001854	XP_960683.2	YPL260W
1855	OG0001855	XP_960690.1	YOR298C-A
1856	OG0001856	XP_960695.2	YPL069C
1857	OG0001857	XP_960696.1	YOR052C
1858	OG0001858	XP_960697.1	YDL168W
1859	OG0001859	XP_960700.1	YOR059C
1860	OG0001860	XP_960704.3	YGR210C
1861	OG0001861	XP_960705.2	YDR276C
1862	OG0001862	XP_960714.1	YFL013C
1863	OG0001863	XP_960719.1	YPR137W
1864	OG0001864	XP_960723.1	YKL143W
1865	OG0001865	XP_960724.1	YGL099W
1866	OG0001866	XP_960729.1	YDR237W
1867	OG0001867	XP_960730.1	YBR101C
1868	OG0001868	XP_960732.2	YLR247C
1869	OG0001869	XP_960738.1	YJL204C
1870	OG0001870	XP_960739.1	YDL108W
1871	OG0001871	XP_960740.2	YKL051W
1872	OG0001872	XP_960741.3	YDL234C
1873	OG0001873	XP_960742.1	YNL085W
1874	OG0001874	XP_960744.3	YPL268W
1875	OG0001875	XP_960747.2	YGL003C
1876	OG0001876	XP_960749.1	YKL184W
1877	OG0001877	XP_960750.1	YDR430C
1878	OG0001878	XP_960754.1	YPR131C
1879	OG0001879	XP_960763.2	YOL062C
1880	OG0001880	XP_960772.2	YOR211C
1881	OG0001881	XP_960773.3	YNL191W
1882	OG0001882	XP_960774.1	YKL172W
1883	OG0001883	XP_960785.1	YGL030W
1884	OG0001884	XP_960786.1	YLR075W
1885	OG0001885	XP_960790.1	YPL266W
1886	OG0001886	XP_960795.1	YNR011C
1887	OG0001887	XP_960802.3	YBR222C
1888	OG0001888	XP_960805.2	YER142C
1889	OG0001889	XP_960807.1	YDR529C
1890	OG0001890	XP_960812.1	YLR107W
1891	OG0001891	XP_960813.3	YGR132C
1892	OG0001892	XP_960814.1	YJL166W
1893	OG0001893	XP_960816.1	YIL090W
1894	OG0001894	XP_960819.1	YLR025W
1895	OG0001895	XP_960827.1	YLR175W
1896	OG0001896	XP_960834.1	YBR043C
1897	OG0001897	XP_960835.1	YOR323C
1898	OG0001898	XP_960837.1	YKL043W
1899	OG0001899	XP_960840.2	YMR300C
1900	OG0001900	XP_960842.1	YOR049C
1901	OG0001901	XP_960845.1	YDR001C
1902	OG0001902	XP_960849.1	YKR085C
1903	OG0001903	XP_960854.1	YER065C
1904	OG0001904	XP_960859.1	YFL028C
1905	OG0001905	XP_960860.1	YPL059W
1906	OG0001906	XP_960862.1	YKR001C
1907	OG0001907	XP_960863.3	YCL039W
1908	OG0001908	XP_960866.1	YGL238W
1909	OG0001909	XP_960879.1	YDR079C-A
1910	OG0001910	XP_960886.1	YHR187W
1911	OG0001911	XP_960888.1	YLR268W
1912	OG0001912	XP_960891.2	YJL055W
1913	OG0001913	XP_960892.1	YMR314W
1914	OG0001914	XP_960893.1	YJR044C
1915	OG0001915	XP_960895.1	YDR407C
1916	OG0001916	XP_960897.1	YDL100C
1917	OG0001917	XP_960898.1	YKL059C
1918	OG0001918	XP_960899.1	YLR193C
1919	OG0001919	XP_960901.3	YGL143C
1920	OG0001920	XP_960902.1	YOL097C
1921	OG0001921	XP_960906.2	YLR351C
1922	OG0001922	XP_960907.1	YPR069C
1923	OG0001923	XP_960910.1	YDR302W
1924	OG0001924	XP_960913.1	YJL153C
1925	OG0001925	XP_960915.2	YKR090W
1926	OG0001926	XP_960920.3	YHR144C
1927	OG0001927	XP_960924.1	YLR066W
1928	OG0001928	XP_960925.3	YGL173C
1929	OG0001929	XP_960926.3	YOR204W
1930	OG0001930	XP_960927.1	YBR060C
1931	OG0001931	XP_960934.3	YKL022C
1932	OG0001932	XP_960936.3	YHR099W
1933	OG0001933	XP_960945.1	YBR199W
1934	OG0001934	XP_960949.1	YGR124W
1935	OG0001935	XP_960952.2	YBL091C
1936	OG0001936	XP_960955.3	YFR007W
1937	OG0001937	XP_960959.2	YBL013W
1938	OG0001938	XP_960961.1	YKR071C
1939	OG0001939	XP_960962.3	YGL203C
1940	OG0001940	XP_960963.1	YOR021C
1941	OG0001941	XP_960964.2	YKL216W
1942	OG0001942	XP_960965.1	YNL126W
1943	OG0001943	XP_960966.1	YPL254W
1944	OG0001944	XP_960972.1	YJL187C
1945	OG0001945	XP_960973.1	YBL023C
1946	OG0001946	XP_960990.1	YLR104W
1947	OG0001947	XP_960991.1	YNL005C
1948	OG0001948	XP_960994.2	YEL056W
1949	OG0001949	XP_961009.1	YCR034W
1950	OG0001950	XP_961015.1	YKL094W
1951	OG0001951	XP_961016.3	YLR176C
1952	OG0001952	XP_961017.1	YPR028W
1953	OG0001953	XP_961018.3	YNL291C
1954	OG0001954	XP_961021.1	YBR261C
1955	OG0001955	XP_961022.1	YLR105C
1956	OG0001956	XP_961025.2	YOR057W
1957	OG0001957	XP_961026.2	YHR072W
1958	OG0001958	XP_961027.3	YHL022C
1959	OG0001959	XP_961028.2	YPL239W
1960	OG0001960	XP_961048.2	YCL004W
1961	OG0001961	XP_961050.2	YLR419W
1962	OG0001962	XP_961056.1	YML079W
1963	OG0001963	XP_961063.1	YNL175C
1964	OG0001964	XP_961064.1	YIR011C
1965	OG0001965	XP_961065.2	YML032C
1966	OG0001966	XP_961067.1	YHR025W
1967	OG0001967	XP_961069.3	YOR112W
1968	OG0001968	XP_961070.1	YJL200C
1969	OG0001969	XP_961071.2	YNL006W
1970	OG0001970	XP_961078.1	YER107C
1971	OG0001971	XP_961079.1	YGR007W
1972	OG0001972	XP_961083.1	YML067C
1973	OG0001973	XP_961091.1	YDL065C
1974	OG0001974	XP_961092.1	YDL064W
1975	OG0001975	XP_961095.2	YNR050C
1976	OG0001976	XP_961102.1	YHR176W
1977	OG0001977	XP_961106.1	YGR171C
1978	OG0001978	XP_961110.1	YJR006W
1979	OG0001979	XP_961115.1	YNL246W
1980	OG0001980	XP_961117.3	YMR013C
1981	OG0001981	XP_961123.1	YDR036C
1982	OG0001982	XP_961124.2	YLR275W
1983	OG0001983	XP_961129.1	YKL146W
1984	OG0001984	XP_961130.1	YBR235W
1985	OG0001985	XP_961132.2	YOR014W
1986	OG0001986	XP_961134.2	YLR281C
1987	OG0001987	XP_961136.1	YGR200C
1988	OG0001988	XP_961137.2	YIL008W
1989	OG0001989	XP_961139.2	YOR113W
1990	OG0001990	XP_961140.1	YIL134W
1991	OG0001991	XP_961147.1	YMR125W
1992	OG0001992	XP_961148.2	YOL129W
1993	OG0001993	XP_961149.3	YGR229C
1994	OG0001994	XP_961150.3	YPR055W
1995	OG0001995	XP_961151.3	YGL246C
1996	OG0001996	XP_961152.1	YKL103C
1997	OG0001997	XP_961156.2	YJL125C
1998	OG0001998	XP_961158.1	YPR018W
1999	OG0001999	XP_961161.1	YIL047C
2000	OG0002000	XP_961163.3	YBR229C
2001	OG0002001	XP_961183.1	YCR057C
2002	OG0002002	XP_961184.1	YHR107C
2003	OG0002003	XP_961185.2	YGL059W
2004	OG0002004	XP_961186.3	YMR304W
2005	OG0002005	XP_961187.3	YDL217C
2006	OG0002006	XP_961188.1	YAL032C
2007	OG0002007	XP_961195.2	YGL103W
2008	OG0002008	XP_961197.1	YMR128W
2009	OG0002009	XP_961198.1	YHR058C
2010	OG0002010	XP_961202.1	YOR388C
2011	OG0002011	XP_961203.1	YLR382C
2012	OG0002012	XP_961205.2	YNL063W
2013	OG0002013	XP_961207.1	YIL048W
2014	OG0002014	XP_961212.1	YGL119W
2015	OG0002015	XP_961216.2	YBR146W
2016	OG0002016	XP_961228.3	YKL088W
2017	OG0002017	XP_961232.3	YOR070C
2018	OG0002018	XP_961233.1	YMR080C
2019	OG0002019	XP_961234.1	YNL075W
2020	OG0002020	XP_961242.2	YNL192W
2021	OG0002021	XP_961243.2	YDR189W
2022	OG0002022	XP_961250.3	YLR253W
2023	OG0002023	XP_961253.2	YKL046C
2024	OG0002024	XP_961256.1	YIL162W
2025	OG0002025	XP_961266.1	YLR116W
2026	OG0002026	XP_961267.2	YLR361C
2027	OG0002027	XP_961271.1	YGR167W
2028	OG0002028	XP_961273.2	YLR188W
2029	OG0002029	XP_961274.1	YER052C
2030	OG0002030	XP_961275.2	YOL018C
2031	OG0002031	XP_961277.3	YPR029C
2032	OG0002032	XP_961280.1	YKL179C
2033	OG0002033	XP_961281.3	YDR495C
2034	OG0002034	XP_961283.1	YDR086C
2035	OG0002035	XP_961289.2	YBR074W
2036	OG0002036	XP_961292.3	YBR198C
2037	OG0002037	XP_961293.2	YOR069W
2038	OG0002038	XP_961298.1	YMR186W
2039	OG0002039	XP_961299.1	YKL116C
2040	OG0002040	XP_961305.2	YMR023C
2041	OG0002041	XP_961306.1	YAL025C
2042	OG0002042	XP_961309.2	YNL292W
2043	OG0002043	XP_961311.1	YNL232W
2044	OG0002044	XP_961312.2	YMR202W
2045	OG0002045	XP_961315.2	YDR339C
2046	OG0002046	XP_961317.2	YGR281W
2047	OG0002047	XP_961319.3	YMR162C
2048	OG0002048	XP_961323.1	YNL231C
2049	OG0002049	XP_961324.3	YBL035C
2050	OG0002050	XP_961328.2	YLR414C
2051	OG0002051	XP_961333.1	YAR007C
2052	OG0002052	XP_961334.1	YKL218C
2053	OG0002053	XP_961335.1	YLR355C
2054	OG0002054	XP_961337.1	YLR306W
2055	OG0002055	XP_961349.1	YDR320C
2056	OG0002056	XP_961350.1	YMR022W
2057	OG0002057	XP_961352.1	YLR147C
2058	OG0002058	XP_961355.1	YLR222C
2059	OG0002059	XP_961356.2	YOL086W-A
2060	OG0002060	XP_961360.1	YMR208W
2061	OG0002061	XP_961362.1	YLR325C
2062	OG0002062	XP_961364.3	YJR117W
2063	OG0002063	XP_961376.2	YJR052W
2064	OG0002064	XP_961377.1	YBR114W
2065	OG0002065	XP_961380.2	YJR062C
2066	OG0002066	XP_961386.1	YOR202W
2067	OG0002067	XP_961388.2	YMR210W
2068	OG0002068	XP_961390.2	YOR017W
2069	OG0002069	XP_961404.3	YPR181C
2070	OG0002070	XP_961408.1	YKL028W
2071	OG0002071	XP_961409.2	YFL008W
2072	OG0002072	XP_961414.2	YPR074C
2073	OG0002073	XP_961415.2	YLR063W
2074	OG0002074	XP_961417.1	YEL026W
2075	OG0002075	XP_961418.2	YEL027W
2076	OG0002076	XP_961419.3	YGL012W
2077	OG0002077	XP_961421.2	YAR019C
2078	OG0002078	XP_961423.1	YMR113W
2079	OG0002079	XP_961427.1	YLR298C
2080	OG0002080	XP_961428.3	YML012W
2081	OG0002081	XP_961429.1	YOL071W
2082	OG0002082	XP_961445.1	YCL054W
2083	OG0002083	XP_961454.2	YMR171C
2084	OG0002084	XP_961466.1	YBR017C
2085	OG0002085	XP_961468.2	YNL092W
2086	OG0002086	XP_961471.1	YNL169C
2087	OG0002087	XP_961478.1	YDL014W
2088	OG0002088	XP_961486.3	YML018C
2089	OG0002089	XP_961487.1	YML001W
2090	OG0002090	XP_961488.1	YKL098W
2091	OG0002091	XP_961489.1	YEL042W
2092	OG0002092	XP_961494.1	YGR036C
2093	OG0002093	XP_961506.1	YMR283C
2094	OG0002094	XP_961508.1	YNL007C
2095	OG0002095	XP_961513.1	YOR187W
2096	OG0002096	XP_961516.3	YKL034W
2097	OG0002097	XP_961523.1	YJL101C
2098	OG0002098	XP_961526.1	YOR046C
2099	OG0002099	XP_961527.3	YHR114W
2100	OG0002100	XP_961528.1	YOL030W
2101	OG0002101	XP_961529.2	YKL069W
2102	OG0002102	XP_961530.3	YGL207W
2103	OG0002103	XP_961537.1	YLR274W
2104	OG0002104	XP_961538.2	YDR027C
2105	OG0002105	XP_961540.3	YHR166C
2106	OG0002106	XP_961541.1	YJL167W
2107	OG0002107	XP_961545.1	YMR203W
2108	OG0002108	XP_961549.3	YGR173W
2109	OG0002109	XP_961550.1	YDL209C
2110	OG0002110	XP_961553.1	YDR283C
2111	OG0002111	XP_961554.1	YDR054C
2112	OG0002112	XP_961556.1	YOR164C
2113	OG0002113	XP_961558.1	YDL102W
2114	OG0002114	XP_961561.1	YOR375C
2115	OG0002115	XP_961563.2	YDR293C
2116	OG0002116	XP_961564.1	YDL207W
2117	OG0002117	XP_961565.2	YDR468C
2118	OG0002118	XP_961567.1	YNR046W
2119	OG0002119	XP_961569.1	YDR412W
2120	OG0002120	XP_961572.3	YHR119W
2121	OG0002121	XP_961573.1	YDL185W
2122	OG0002122	XP_961576.1	YNR033W
2123	OG0002123	XP_961582.3	YJR090C
2124	OG0002124	XP_961590.2	YDL007W
2125	OG0002125	XP_961591.1	YDR177W
2126	OG0002126	XP_961593.1	YOR142W
2127	OG0002127	XP_961595.1	YPL086C
2128	OG0002128	XP_961599.1	YJR096W
2129	OG0002129	XP_961600.1	YDR021W
2130	OG0002130	XP_961601.2	YDL030W
2131	OG0002131	XP_961602.1	YBR228W
2132	OG0002132	XP_961604.1	YJR119C
2133	OG0002133	XP_961607.1	YPR021C
2134	OG0002134	XP_961608.2	YDL155W
2135	OG0002135	XP_961616.1	YGR170W
