	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034610_Saturnispora_hagleri
2203	OG0002203	YLR175W	augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-3.85&CDS=1-1404
2204	OG0002204	YLR181C	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-6.119&CDS=1-1164
2205	OG0002205	YLR182W	snap_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-6.17-mRNA-1_1&gene=snap_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-6.17&CDS=1-2097
2206	OG0002206	YLR186W	augustus_masked-NODE_41_length_51703_cov_22.0394_ID_81-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_41_length_51703_cov_22.0394_ID_81-processed-gene-0.67&CDS=1-765
2207	OG0002207	YLR187W	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-6.120-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-6.120&CDS=1-3003
2208	OG0002208	YLR188W	augustus_masked-NODE_10_length_292512_cov_19.4515_ID_19-processed-gene-1.256-mRNA-1_1&gene=augustus_masked-NODE_10_length_292512_cov_19.4515_ID_19-processed-gene-1.256&CDS=1-2211
2209	OG0002209	YLR189C	genemark-NODE_10_length_292512_cov_19.4515_ID_19-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_10_length_292512_cov_19.4515_ID_19-processed-gene-1.18&CDS=1-4047
2210	OG0002210	YLR191W	augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-2.36&CDS=1-1302
2211	OG0002211	YLR192C	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.32&CDS=1-825
2212	OG0002212	YLR193C	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.73&CDS=1-543
2213	OG0002213	YLR195C	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.41&CDS=1-1278
2214	OG0002214	YLR196W	augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-1.127&CDS=1-1704
2215	OG0002215	YLR197W	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.26&CDS=1-1491
2216	OG0002216	YLR200W	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.71&CDS=1-369
2217	OG0002217	YLR201C	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.24&CDS=1-738
2218	OG0002218	YLR203C	augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-0.44&CDS=1-1257
2219	OG0002219	YLR205C	augustus_masked-NODE_38_length_63727_cov_20.6179_ID_75-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_38_length_63727_cov_20.6179_ID_75-processed-gene-0.14&CDS=1-873
2220	OG0002220	YLR207W	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.29&CDS=1-2349
2221	OG0002221	YLR208W	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.13&CDS=1-879
2222	OG0002222	YLR209C	augustus_masked-NODE_24_length_144509_cov_19.8257_ID_47-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_24_length_144509_cov_19.8257_ID_47-processed-gene-0.26&CDS=1-885
2223	OG0002223	YLR212C	augustus_masked-NODE_22_length_145697_cov_19.7927_ID_43-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_22_length_145697_cov_19.7927_ID_43-processed-gene-0.56&CDS=1-1392
2224	OG0002224	YLR215C	augustus_masked-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.260-mRNA-1_1&gene=augustus_masked-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.260&CDS=1-1074
2225	OG0002225	YLR216C	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.83&CDS=1-1059
2226	OG0002226	YLR218C	snap_masked-NODE_23_length_144753_cov_22.3047_ID_45-processed-gene-0.141-mRNA-1_1&gene=snap_masked-NODE_23_length_144753_cov_22.3047_ID_45-processed-gene-0.141&CDS=1-228
2227	OG0002227	YLR220W	augustus_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.26&CDS=1-867
2228	OG0002228	YLR222C	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-3.169-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-3.169&CDS=1-2397
2229	OG0002229	YLR223C	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-4.95&CDS=1-2694
2230	OG0002230	YLR224W	snap_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-2.105&CDS=1-1197
2231	OG0002231	YLR229C	augustus_masked-NODE_11_length_282380_cov_21.34_ID_21-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_11_length_282380_cov_21.34_ID_21-processed-gene-1.31&CDS=1-585
2232	OG0002232	YLR231C	augustus_masked-NODE_37_length_64597_cov_20.3779_ID_73-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_37_length_64597_cov_20.3779_ID_73-processed-gene-0.21&CDS=1-1317
2233	OG0002233	YLR234W	augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.38&CDS=1-1926
2234	OG0002234	YLR239C	augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.80&CDS=1-828
2235	OG0002235	YLR240W	maker-NODE_1_length_1340882_cov_20.2954_ID_1-augustus-gene-12.151-mRNA-1_1&gene=maker-NODE_1_length_1340882_cov_20.2954_ID_1-augustus-gene-12.151&CDS=1-6516
2236	OG0002236	YLR241W	genemark-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.141&CDS=1-3033
2237	OG0002237	YLR243W	augustus_masked-NODE_41_length_51703_cov_22.0394_ID_81-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_41_length_51703_cov_22.0394_ID_81-processed-gene-0.72&CDS=1-846
2238	OG0002238	YLR244C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-8.84&CDS=1-1119
2239	OG0002239	YLR246W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.32&CDS=1-1062
2240	OG0002240	YLR247C	augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.34&CDS=1-4791
2241	OG0002241	YLR248W	augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.54&CDS=1-1410
2242	OG0002242	YLR250W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-1.38&CDS=1-681
2243	OG0002243	YLR251W	augustus_masked-NODE_28_length_117100_cov_20.6555_ID_55-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_28_length_117100_cov_20.6555_ID_55-processed-gene-0.26&CDS=1-513
2244	OG0002244	YLR253W	genemark-NODE_44_length_49650_cov_20.786_ID_87-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_44_length_49650_cov_20.786_ID_87-processed-gene-0.30&CDS=1-5442
2245	OG0002245	YLR259C	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-0.25&CDS=1-1701
2246	OG0002246	YLR262C	augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-3.267-mRNA-1_1&gene=augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-3.267&CDS=1-618
2247	OG0002247	YLR268W	augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-0.115&CDS=1-669
2248	OG0002248	YLR272C	augustus_masked-NODE_21_length_154617_cov_20.2003_ID_41-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_21_length_154617_cov_20.2003_ID_41-processed-gene-0.153&CDS=1-3750
2249	OG0002249	YLR274W	augustus_masked-NODE_32_length_89501_cov_24.578_ID_63-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_32_length_89501_cov_24.578_ID_63-processed-gene-0.39&CDS=1-2187
2250	OG0002250	YLR275W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-4.143&CDS=1-375
2251	OG0002251	YLR277C	maker-NODE_3_length_572726_cov_19.7219_ID_5-augustus-gene-4.3-mRNA-1_1&gene=maker-NODE_3_length_572726_cov_19.7219_ID_5-augustus-gene-4.3&CDS=1-4323
2252	OG0002252	YLR281C	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-0.129&CDS=1-591
2253	OG0002253	YLR283W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-4.127&CDS=1-987
2254	OG0002254	YLR285W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-11.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-11.85&CDS=1-795
2255	OG0002255	YLR286C	augustus_masked-NODE_10_length_292512_cov_19.4515_ID_19-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_10_length_292512_cov_19.4515_ID_19-processed-gene-0.104&CDS=1-1755
2256	OG0002256	YLR287C	augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-3.224-mRNA-1_1&gene=augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-3.224&CDS=1-1005
2257	OG0002257	YLR289W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-4.142&CDS=1-2028
2258	OG0002258	YLR290C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-10.34&CDS=1-840
2259	OG0002259	YLR291C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-12.195-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-12.195&CDS=1-1098
2260	OG0002260	YLR298C	snap_masked-NODE_21_length_154617_cov_20.2003_ID_41-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_21_length_154617_cov_20.2003_ID_41-processed-gene-0.57&CDS=1-222
2261	OG0002261	YLR299W	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-5.65&CDS=1-1836
2262	OG0002262	YLR303W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.44&CDS=1-1329
2263	OG0002263	YLR304C	augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-0.59&CDS=1-2334
2264	OG0002264	YLR305C	augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.151&CDS=1-6153
2265	OG0002265	YLR306W	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-3.150&CDS=1-525
2266	OG0002266	YLR308W	augustus_masked-NODE_23_length_144753_cov_22.3047_ID_45-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_23_length_144753_cov_22.3047_ID_45-processed-gene-0.57&CDS=1-945
2267	OG0002267	YLR309C	augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.25&CDS=1-2952
2268	OG0002268	YLR312W-A	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-8.110&CDS=1-639
2269	OG0002269	YLR314C	augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.59&CDS=1-1407
2270	OG0002270	YLR316C	augustus_masked-NODE_31_length_93087_cov_19.9839_ID_61-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_31_length_93087_cov_19.9839_ID_61-processed-gene-0.31&CDS=1-969
2271	OG0002271	YLR318W	augustus_masked-NODE_31_length_93087_cov_19.9839_ID_61-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_31_length_93087_cov_19.9839_ID_61-processed-gene-0.6&CDS=1-3663
2272	OG0002272	YLR323C	augustus_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.186&CDS=1-423
2273	OG0002273	YLR324W	augustus_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.184&CDS=1-1491
2274	OG0002274	YLR325C	augustus_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.155&CDS=1-234
2275	OG0002275	YLR326W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.42&CDS=1-894
2276	OG0002276	YLR330W	augustus_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.39&CDS=1-1665
2277	OG0002277	YLR336C	augustus_masked-NODE_20_length_155648_cov_22.3327_ID_39-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_20_length_155648_cov_22.3327_ID_39-processed-gene-0.184&CDS=1-3573
2278	OG0002278	YLR337C	maker-NODE_1_length_1340882_cov_20.2954_ID_1-snap-gene-4.4-mRNA-1_1&gene=maker-NODE_1_length_1340882_cov_20.2954_ID_1-snap-gene-4.4&CDS=1-1296
2279	OG0002279	YLR340W	augustus_masked-NODE_30_length_96722_cov_21.6521_ID_59-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_30_length_96722_cov_21.6521_ID_59-processed-gene-0.93&CDS=1-1224
2280	OG0002280	YLR342W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-6.118&CDS=1-5604
2281	OG0002281	YLR345W	augustus_masked-NODE_13_length_200565_cov_20.5037_ID_25-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-NODE_13_length_200565_cov_20.5037_ID_25-processed-gene-1.162&CDS=1-1431
2282	OG0002282	YLR347C	maker-NODE_15_length_173769_cov_21.4258_ID_29-snap-gene-0.104-mRNA-1_1&gene=maker-NODE_15_length_173769_cov_21.4258_ID_29-snap-gene-0.104&CDS=1-3462
2283	OG0002283	YLR351C	augustus_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.58&CDS=1-885
2284	OG0002284	YLR354C	augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.99&CDS=1-972
2285	OG0002285	YLR355C	augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-0.48&CDS=1-1182
2286	OG0002286	YLR359W	augustus_masked-NODE_32_length_89501_cov_24.578_ID_63-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_32_length_89501_cov_24.578_ID_63-processed-gene-0.14&CDS=1-1452
2287	OG0002287	YLR361C	snap_masked-NODE_19_length_167265_cov_21.9052_ID_37-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_19_length_167265_cov_21.9052_ID_37-processed-gene-0.105&CDS=1-2061
2288	OG0002288	YLR363C	genemark-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.41&CDS=1-1299
2289	OG0002289	YLR363W-A	augustus_masked-NODE_34_length_87098_cov_20.6258_ID_67-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_34_length_87098_cov_20.6258_ID_67-processed-gene-0.115&CDS=1-273
2290	OG0002290	YLR364W	augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-3.52&CDS=1-315
2291	OG0002291	YLR370C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.7&CDS=1-528
2292	OG0002292	YLR372W	augustus_masked-NODE_34_length_87098_cov_20.6258_ID_67-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_34_length_87098_cov_20.6258_ID_67-processed-gene-0.134&CDS=1-888
2293	OG0002293	YLR377C	genemark-NODE_24_length_144509_cov_19.8257_ID_47-processed-gene-0.169-mRNA-1_1&gene=genemark-NODE_24_length_144509_cov_19.8257_ID_47-processed-gene-0.169&CDS=1-1014
2294	OG0002294	YLR380W	augustus_masked-NODE_19_length_167265_cov_21.9052_ID_37-processed-gene-0.260-mRNA-1_1&gene=augustus_masked-NODE_19_length_167265_cov_21.9052_ID_37-processed-gene-0.260&CDS=1-1341
2295	OG0002295	YLR382C	genemark-NODE_11_length_282380_cov_21.34_ID_21-processed-gene-1.105-mRNA-1_1&gene=genemark-NODE_11_length_282380_cov_21.34_ID_21-processed-gene-1.105&CDS=1-2694
2296	OG0002296	YLR383W	maker-NODE_11_length_282380_cov_21.34_ID_21-snap-gene-1.184-mRNA-1_1&gene=maker-NODE_11_length_282380_cov_21.34_ID_21-snap-gene-1.184&CDS=1-2583
2297	OG0002297	YLR384C	maker-NODE_1_length_1340882_cov_20.2954_ID_1-augustus-gene-6.42-mRNA-1_1&gene=maker-NODE_1_length_1340882_cov_20.2954_ID_1-augustus-gene-6.42&CDS=1-4905
2298	OG0002298	YLR386W	maker-NODE_1_length_1340882_cov_20.2954_ID_1-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_1_length_1340882_cov_20.2954_ID_1-snap-gene-0.0&CDS=1-3321
2299	OG0002299	YLR389C	augustus_masked-NODE_13_length_200565_cov_20.5037_ID_25-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_13_length_200565_cov_20.5037_ID_25-processed-gene-1.138&CDS=1-3228
2300	OG0002300	YLR390W-A	augustus_masked-NODE_13_length_200565_cov_20.5037_ID_25-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NODE_13_length_200565_cov_20.5037_ID_25-processed-gene-1.153&CDS=1-672
2301	OG0002301	YLR393W	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-6.108&CDS=1-924
2302	OG0002302	YLR395C	genemark-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.222-mRNA-1_1&gene=genemark-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.222&CDS=1-162
2303	OG0002303	YLR396C	snap_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.168-mRNA-1_1&gene=snap_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.168&CDS=1-1521
2304	OG0002304	YLR397C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-0.99&CDS=1-2544
2305	OG0002305	YLR398C	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-6.110&CDS=1-3669
2306	OG0002306	YLR399C	augustus_masked-NODE_20_length_155648_cov_22.3327_ID_39-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-NODE_20_length_155648_cov_22.3327_ID_39-processed-gene-0.190&CDS=1-2016
2307	OG0002307	YLR401C	augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-0.145&CDS=1-1827
2308	OG0002308	YLR403W	augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-0.119&CDS=1-1611
2309	OG0002309	YLR405W	augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-0.121&CDS=1-1032
2310	OG0002310	YLR407W	augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-1.91&CDS=1-1335
2311	OG0002311	YLR409C	augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-1.95&CDS=1-2835
2312	OG0002312	YLR410W	augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-1.93&CDS=1-3288
2313	OG0002313	YLR411W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-2.114&CDS=1-711
2314	OG0002314	YLR417W	augustus_masked-NODE_54_length_19377_cov_22.6279_ID_107-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_54_length_19377_cov_22.6279_ID_107-processed-gene-0.5&CDS=1-1872
2315	OG0002315	YLR418C	augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.142&CDS=1-1017
2316	OG0002316	YLR419W	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-0.4&CDS=1-4083
2317	OG0002317	YLR420W	genemark-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-0.43&CDS=1-1122
2318	OG0002318	YLR422W	augustus_masked-NODE_44_length_49650_cov_20.786_ID_87-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_44_length_49650_cov_20.786_ID_87-processed-gene-0.49&CDS=1-5853
2319	OG0002319	YLR424W	snap_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.99&CDS=1-1923
2320	OG0002320	YLR427W	snap_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.118&CDS=1-1905
2321	OG0002321	YLR429W	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-0.136&CDS=1-1794
