	OrthologID	Kazachstania_africana	Saccharomyces_cerevisiae
3468	OG0003468	genemark-scaffold_7-processed-gene-2.94-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.94&CDS=1-2406	YJR089W
3469	OG0003469	genemark-scaffold_7-processed-gene-2.69-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.69&CDS=1-564	YPR037C
3470	OG0003470	genemark-scaffold_7-processed-gene-2.95-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.95&CDS=1-315	YJR086W
3471	OG0003471	genemark-scaffold_7-processed-gene-2.70-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.70&CDS=1-315	YJR085C
3472	OG0003472	augustus_masked-scaffold_7-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.147&CDS=1-1248	YJR084W
3473	OG0003473	genemark-scaffold_7-processed-gene-2.72-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.72&CDS=1-516	YJR082C
3474	OG0003474	augustus_masked-scaffold_7-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.124&CDS=1-1008	YJR080C
3475	OG0003475	genemark-scaffold_7-processed-gene-2.97-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.97&CDS=1-588	YBL107C
3476	OG0003476	snap_masked-scaffold_7-processed-gene-2.43-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.43&CDS=1-8376	YBL104C
3477	OG0003477	genemark-scaffold_7-processed-gene-2.101-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.101&CDS=1-1164	YBL103C
3478	OG0003478	genemark-scaffold_7-processed-gene-2.74-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.74&CDS=1-642	YBL102W
3479	OG0003479	genemark-scaffold_7-processed-gene-2.75-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.75&CDS=1-1629	YBL099W
3480	OG0003480	maker-scaffold_7-augustus-gene-2.52-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-2.52&CDS=1-3141	YBL097W
3481	OG0003481	genemark-scaffold_7-processed-gene-2.79-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.79&CDS=1-2352	YGR200C
3482	OG0003482	genemark-scaffold_7-processed-gene-2.103-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.103&CDS=1-2268	YGR199W
3483	OG0003483	snap_masked-scaffold_7-processed-gene-2.25-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.25&CDS=1-1113	YDR524C
3484	OG0003484	genemark-scaffold_7-processed-gene-2.81-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.81&CDS=1-1521	YDR523C
3485	OG0003485	genemark-scaffold_7-processed-gene-2.83-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.83&CDS=1-2547	YDR520C
3486	OG0003486	genemark-scaffold_7-processed-gene-2.104-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.104&CDS=1-429	YDR519W
3487	OG0003487	genemark-scaffold_7-processed-gene-2.106-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.106&CDS=1-1068	YDR517W
3488	OG0003488	genemark-scaffold_7-processed-gene-2.107-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.107&CDS=1-879	YDR489W
3489	OG0003489	augustus_masked-scaffold_7-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.54&CDS=1-1680	YDR488C
3490	OG0003490	genemark-scaffold_7-processed-gene-3.5-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.5&CDS=1-702	YDR486C
3491	OG0003491	augustus_masked-scaffold_7-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.57&CDS=1-2256	YDR485C
3492	OG0003492	genemark-scaffold_7-processed-gene-3.8-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.8&CDS=1-1848	YDR484W
3493	OG0003493	genemark-scaffold_7-processed-gene-3.10-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.10&CDS=1-972	YBR149W
3494	OG0003494	genemark-scaffold_7-processed-gene-3.11-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.11&CDS=1-951	YBR151W
3495	OG0003495	augustus_masked-scaffold_7-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.63&CDS=1-750	YBR152W
3496	OG0003496	genemark-scaffold_7-processed-gene-3.13-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.13&CDS=1-729	YBR153W
3497	OG0003497	genemark-scaffold_7-processed-gene-3.37-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.37&CDS=1-645	YBR154C
3498	OG0003498	genemark-scaffold_7-processed-gene-3.38-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.38&CDS=1-855	YBR146W
3499	OG0003499	genemark-scaffold_7-processed-gene-3.15-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.15&CDS=1-1314	YBR143C
3500	OG0003500	genemark-scaffold_7-processed-gene-3.40-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.40&CDS=1-2157	YBR142W
3501	OG0003501	genemark-scaffold_7-processed-gene-3.16-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.16&CDS=1-966	YBR141C
3502	OG0003502	genemark-scaffold_7-processed-gene-3.18-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.18&CDS=1-2379	YOL076W
3503	OG0003503	genemark-scaffold_7-processed-gene-3.19-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.19&CDS=1-1455	YBR138C
3504	OG0003504	genemark-scaffold_7-processed-gene-3.41-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.41&CDS=1-519	YBR137W
3505	OG0003505	genemark-scaffold_7-processed-gene-3.42-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.42&CDS=1-1116	YMR244W
3506	OG0003506	maker-scaffold_7-augustus-gene-3.159-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-3.159&CDS=1-1026	YGR078C
3507	OG0003507	genemark-scaffold_7-processed-gene-3.43-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.43&CDS=1-444	YGR074W
3508	OG0003508	genemark-scaffold_7-processed-gene-3.22-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.22&CDS=1-939	YDL047W
3509	OG0003509	genemark-scaffold_7-processed-gene-3.23-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.23&CDS=1-513	YDL046W
3510	OG0003510	snap_masked-scaffold_7-processed-gene-3.148-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.148&CDS=1-276	YBR085C-A
3511	OG0003511	genemark-scaffold_7-processed-gene-3.24-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.24&CDS=1-747	YBL036C
3512	OG0003512	genemark-scaffold_7-processed-gene-3.25-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.25&CDS=1-1872	YPR048W
3513	OG0003513	genemark-scaffold_7-processed-gene-3.46-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.46&CDS=1-774	YBR088C
3514	OG0003514	snap_masked-scaffold_7-processed-gene-3.152-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.152&CDS=1-330	YBR091C
3515	OG0003515	genemark-scaffold_7-processed-gene-3.26-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.26&CDS=1-2229	YBR094W
3516	OG0003516	genemark-scaffold_7-processed-gene-3.48-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.48&CDS=1-1065	YBR095C
3517	OG0003517	genemark-scaffold_7-processed-gene-3.27-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.27&CDS=1-684	YBR096W
3518	OG0003518	genemark-scaffold_7-processed-gene-3.28-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.28&CDS=1-6342	YBR097W
3519	OG0003519	genemark-scaffold_7-processed-gene-3.49-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.49&CDS=1-867	YBR101C
3520	OG0003520	genemark-scaffold_7-processed-gene-3.50-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.50&CDS=1-2286	YBR102C
3521	OG0003521	genemark-scaffold_7-processed-gene-3.29-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.29&CDS=1-1563	YBR103W
3522	OG0003522	genemark-scaffold_7-processed-gene-3.30-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.30&CDS=1-720	YJL121C
3523	OG0003523	genemark-scaffold_7-processed-gene-3.52-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.52&CDS=1-480	YJL122W
3524	OG0003524	genemark-scaffold_7-processed-gene-3.31-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.31&CDS=1-1338	YJL123C
3525	OG0003525	genemark-scaffold_7-processed-gene-3.32-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.32&CDS=1-540	YJL124C
3526	OG0003526	genemark-scaffold_7-processed-gene-3.33-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.33&CDS=1-1158	YJL125C
3527	OG0003527	genemark-scaffold_7-processed-gene-3.53-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.53&CDS=1-918	YJL126W
3528	OG0003528	genemark-scaffold_7-processed-gene-3.34-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.34&CDS=1-2118	YJL127C
3529	OG0003529	genemark-scaffold_7-processed-gene-3.35-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.35&CDS=1-2508	YJL128C
3530	OG0003530	genemark-scaffold_7-processed-gene-4.103-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.103&CDS=1-720	YOR220W
3531	OG0003531	genemark-scaffold_7-processed-gene-4.107-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.107&CDS=1-1017	YOR221C
3532	OG0003532	genemark-scaffold_7-processed-gene-4.105-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.105&CDS=1-831	YOR223W
3533	OG0003533	genemark-scaffold_7-processed-gene-4.108-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.108&CDS=1-441	YOR224C
3534	OG0003534	genemark-scaffold_7-processed-gene-4.109-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.109&CDS=1-477	YOR226C
3535	OG0003535	genemark-scaffold_7-processed-gene-4.134-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.134&CDS=1-2583	YOR217W
3536	OG0003536	genemark-scaffold_7-processed-gene-4.112-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.112&CDS=1-1419	YOR216C
3537	OG0003537	genemark-scaffold_7-processed-gene-4.113-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.113&CDS=1-549	YOR215C
3538	OG0003538	genemark-scaffold_7-processed-gene-4.135-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.135&CDS=1-1254	YOR212W
3539	OG0003539	genemark-scaffold_7-processed-gene-4.136-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.136&CDS=1-741	YPL127C
3540	OG0003540	genemark-scaffold_7-processed-gene-4.115-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.115&CDS=1-6156	YOR207C
3541	OG0003541	genemark-scaffold_7-processed-gene-4.137-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.137&CDS=1-2076	YOR206W
3542	OG0003542	genemark-scaffold_7-processed-gene-4.116-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.116&CDS=1-1623	YOR205C
3543	OG0003543	genemark-scaffold_7-processed-gene-4.139-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.139&CDS=1-657	YOR202W
3544	OG0003544	snap_masked-scaffold_7-processed-gene-4.15-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.15&CDS=1-1005	YOR201C
3545	OG0003545	genemark-scaffold_7-processed-gene-4.118-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.118&CDS=1-1494	YOR198C
3546	OG0003546	genemark-scaffold_7-processed-gene-4.140-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.140&CDS=1-1080	YOR197W
3547	OG0003547	genemark-scaffold_7-processed-gene-4.119-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.119&CDS=1-1098	YOR196C
3548	OG0003548	snap_masked-scaffold_7-processed-gene-4.38-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.38&CDS=1-1848	YOR195W
3549	OG0003549	snap_masked-scaffold_7-processed-gene-4.39-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.39&CDS=1-1077	YPL112C
3550	OG0003550	augustus_masked-scaffold_7-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.76&CDS=1-753	YBR165W
3551	OG0003551	genemark-scaffold_7-processed-gene-4.143-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.143&CDS=1-1332	YBR166C
3552	OG0003552	genemark-scaffold_7-processed-gene-4.144-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.144&CDS=1-381	YBR167C
3553	OG0003553	snap_masked-scaffold_7-processed-gene-4.18-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.18&CDS=1-1230	YBR168W
3554	OG0003554	genemark-scaffold_7-processed-gene-4.125-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.125&CDS=1-2778	YBR229C
3555	OG0003555	genemark-scaffold_7-processed-gene-4.146-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.146&CDS=1-900	YBR228W
3556	OG0003556	genemark-scaffold_7-processed-gene-4.126-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.126&CDS=1-1494	YBR227C
3557	OG0003557	snap_masked-scaffold_7-processed-gene-4.44-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.44&CDS=1-2907	YBR225W
3558	OG0003558	augustus_masked-scaffold_7-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.82&CDS=1-4110	YBR222C
3559	OG0003559	genemark-scaffold_7-processed-gene-4.130-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.130&CDS=1-1725	YBR220C
3560	OG0003560	genemark-scaffold_7-processed-gene-4.148-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.148&CDS=1-585	YBR217W
3561	OG0003561	snap_masked-scaffold_7-processed-gene-4.46-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.46&CDS=1-1635	YBR215W
3562	OG0003562	snap_masked-scaffold_7-processed-gene-4.47-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.47&CDS=1-1449	YBR214W
3563	OG0003563	genemark-scaffold_7-processed-gene-4.150-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.150&CDS=1-780	YBR213W
3564	OG0003564	genemark-scaffold_7-processed-gene-4.151-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.151&CDS=1-1860	YBR212W
3565	OG0003565	snap_masked-scaffold_7-processed-gene-4.30-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.30&CDS=1-1026	YBR211C
3566	OG0003566	genemark-scaffold_7-processed-gene-5.46-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.46&CDS=1-4980	YOR191W
3567	OG0003567	augustus_masked-scaffold_7-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.90&CDS=1-264	YOR189W
3568	OG0003568	snap_masked-scaffold_7-processed-gene-5.5-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.5&CDS=1-3393	YOR188W
3569	OG0003569	genemark-scaffold_7-processed-gene-5.49-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.49&CDS=1-1293	YOR187W
3570	OG0003570	augustus_masked-scaffold_7-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.93&CDS=1-360	YLR295C
3571	OG0003571	genemark-scaffold_7-processed-gene-5.73-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.73&CDS=1-1203	YOR184W
3572	OG0003572	genemark-scaffold_7-processed-gene-5.74-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.74&CDS=1-1815	YOR181W
3573	OG0003573	genemark-scaffold_7-processed-gene-5.75-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.75&CDS=1-1152	YOR176W
3574	OG0003574	genemark-scaffold_7-processed-gene-5.58-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.58&CDS=1-1848	YOR175C
3575	OG0003575	genemark-scaffold_7-processed-gene-5.76-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.76&CDS=1-867	YOR174W
3576	OG0003576	genemark-scaffold_7-processed-gene-5.59-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.59&CDS=1-537	YOR163W
3577	OG0003577	genemark-scaffold_7-processed-gene-5.80-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.80&CDS=1-918	YOR164C
3578	OG0003578	genemark-scaffold_7-processed-gene-5.60-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.60&CDS=1-2409	YOR165W
3579	OG0003579	genemark-scaffold_7-processed-gene-5.81-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.81&CDS=1-1329	YOR166C
3580	OG0003580	augustus_masked-scaffold_7-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.121&CDS=1-3045	YKL033W
3581	OG0003581	genemark-scaffold_7-processed-gene-5.61-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.61&CDS=1-2382	YOR168W
3582	OG0003582	genemark-scaffold_7-processed-gene-5.63-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.63&CDS=1-2205	YOR001W
3583	OG0003583	genemark-scaffold_7-processed-gene-5.84-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.84&CDS=1-624	YML001W
3584	OG0003584	genemark-scaffold_7-processed-gene-5.85-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.85&CDS=1-2139	YMR001C
3585	OG0003585	genemark-scaffold_7-processed-gene-5.65-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.65&CDS=1-2262	YOL006C
3586	OG0003586	genemark-scaffold_7-processed-gene-5.66-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.66&CDS=1-477	YMR002W
3587	OG0003587	genemark-scaffold_7-processed-gene-5.68-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.68&CDS=1-675	YER004W
3588	OG0003588	genemark-scaffold_7-processed-gene-5.69-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.69&CDS=1-3372	YER013W
3589	OG0003589	snap_masked-scaffold_7-processed-gene-5.27-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.27&CDS=1-1590	YER014W
3590	OG0003590	genemark-scaffold_7-processed-gene-5.71-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.71&CDS=1-2133	YER015W
3591	OG0003591	genemark-scaffold_7-processed-gene-5.72-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.72&CDS=1-972	YER016W
3592	OG0003592	genemark-scaffold_7-processed-gene-6.62-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.62&CDS=1-939	YBR251W
3593	OG0003593	genemark-scaffold_7-processed-gene-6.63-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.63&CDS=1-387	YBR253W
3594	OG0003594	genemark-scaffold_7-processed-gene-6.65-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.65&CDS=1-519	YBR254C
3595	OG0003595	genemark-scaffold_7-processed-gene-6.64-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.64&CDS=1-2085	YBR255W
3596	OG0003596	maker-scaffold_7-augustus-gene-6.4-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.4&CDS=1-1335	YIR011C
3597	OG0003597	genemark-scaffold_7-processed-gene-6.83-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.83&CDS=1-708	YBR256C
3598	OG0003598	genemark-scaffold_7-processed-gene-6.66-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.66&CDS=1-3060	YFR030W
3599	OG0003599	genemark-scaffold_7-processed-gene-6.84-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.84&CDS=1-3510	YFR031C
3600	OG0003600	snap_masked-scaffold_7-processed-gene-6.38-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.38&CDS=1-906	YFR032C
3601	OG0003601	genemark-scaffold_7-processed-gene-6.87-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.87&CDS=1-513	YFR032C-A
3602	OG0003602	genemark-scaffold_7-processed-gene-6.88-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.88&CDS=1-1053	YIL019W
3603	OG0003603	snap_masked-scaffold_7-processed-gene-6.43-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.43&CDS=1-1929	YOL036W
3604	OG0003604	genemark-scaffold_7-processed-gene-6.90-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.90&CDS=1-762	YOL038W
3605	OG0003605	genemark-scaffold_7-processed-gene-6.91-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.91&CDS=1-2247	YGR067C
3606	OG0003606	genemark-scaffold_7-processed-gene-6.92-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.92&CDS=1-1491	YGR068C
3607	OG0003607	snap_masked-scaffold_7-processed-gene-6.48-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.48&CDS=1-528	YLR370C
3608	OG0003608	genemark-scaffold_7-processed-gene-6.69-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.69&CDS=1-4035	YLR371W
3609	OG0003609	genemark-scaffold_7-processed-gene-6.95-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.95&CDS=1-729	YDL051W
3610	OG0003610	genemark-scaffold_7-processed-gene-6.71-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.71&CDS=1-873	YDL052C
3611	OG0003611	snap_masked-scaffold_7-processed-gene-6.22-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.22&CDS=1-441	YDL053C
3612	OG0003612	genemark-scaffold_7-processed-gene-6.73-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.73&CDS=1-1452	YDL054C
3613	OG0003613	genemark-scaffold_7-processed-gene-6.74-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.74&CDS=1-1083	YDL055C
3614	OG0003614	genemark-scaffold_7-processed-gene-6.97-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.97&CDS=1-2340	YDL056W
3615	OG0003615	snap_masked-scaffold_7-processed-gene-6.53-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.53&CDS=1-936	YDL057W
3616	OG0003616	genemark-scaffold_7-processed-gene-6.99-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.99&CDS=1-5607	YDL058W
3617	OG0003617	genemark-scaffold_7-processed-gene-6.76-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.76&CDS=1-639	YDL059C
3618	OG0003618	genemark-scaffold_7-processed-gene-6.77-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.77&CDS=1-1791	YDL063C
3619	OG0003619	genemark-scaffold_7-processed-gene-6.100-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.100&CDS=1-471	YDL064W
3620	OG0003620	genemark-scaffold_7-processed-gene-6.78-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.78&CDS=1-807	YDL065C
3621	OG0003621	snap_masked-scaffold_7-processed-gene-6.29-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.29&CDS=1-252	YDL067C
3622	OG0003622	snap_masked-scaffold_7-processed-gene-6.30-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.30&CDS=1-558	YDL072C
3623	OG0003623	snap_masked-scaffold_7-processed-gene-6.56-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.56&CDS=1-2583	YDL073W
3624	OG0003624	genemark-scaffold_7-processed-gene-6.80-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.80&CDS=1-2028	YDL074C
3625	OG0003625	snap_masked-scaffold_7-processed-gene-7.106-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.106&CDS=1-1002	YDL076C
3626	OG0003626	genemark-scaffold_7-processed-gene-7.1-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.1&CDS=1-3264	YDL077C
3627	OG0003627	genemark-scaffold_7-processed-gene-7.4-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.4&CDS=1-1287	YKL181W
3628	OG0003628	genemark-scaffold_7-processed-gene-7.5-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.5&CDS=1-843	YKL183W
3629	OG0003629	augustus_masked-scaffold_7-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.58&CDS=1-2955	YKL184W
3630	OG0003630	genemark-scaffold_7-processed-gene-7.2-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.2&CDS=1-537	YKL186C
3631	OG0003631	genemark-scaffold_7-processed-gene-7.8-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.8&CDS=1-2430	YKL188C
3632	OG0003632	genemark-scaffold_7-processed-gene-7.31-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.31&CDS=1-1173	YKL189W
3633	OG0003633	genemark-scaffold_7-processed-gene-7.32-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.32&CDS=1-852	YBR231C
3634	OG0003634	augustus_masked-scaffold_7-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.60&CDS=1-4725	YBR235W
3635	OG0003635	snap_masked-scaffold_7-processed-gene-7.141-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.141&CDS=1-1236	YBR236C
3636	OG0003636	genemark-scaffold_7-processed-gene-7.12-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.12&CDS=1-2556	YBR237W
3637	OG0003637	genemark-scaffold_7-processed-gene-7.34-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.34&CDS=1-2250	YBR238C
3638	OG0003638	genemark-scaffold_7-processed-gene-7.35-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.35&CDS=1-1707	YBR239C
3639	OG0003639	genemark-scaffold_7-processed-gene-7.13-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.13&CDS=1-1110	YGL105W
3640	OG0003640	snap_masked-scaffold_7-processed-gene-7.144-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.144&CDS=1-1332	YBR240C
3641	OG0003641	genemark-scaffold_7-processed-gene-7.37-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.37&CDS=1-1440	YBR241C
3642	OG0003642	genemark-scaffold_7-processed-gene-7.14-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.14&CDS=1-348	YGL103W
3643	OG0003643	augustus_masked-scaffold_7-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.84&CDS=1-1344	YBR243C
3644	OG0003644	genemark-scaffold_7-processed-gene-7.17-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.17&CDS=1-1122	YBR246W
