	OrthologID	Metschnikowia_mauinuiana	Saccharomyces_cerevisiae
2847	OG0002847	augustus_masked-mau_s67-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.57&CDS=1-519	YAL033W
2848	OG0002848	augustus_masked-mau_s67-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.59&CDS=1-1410	YMR283C
2849	OG0002849	augustus_masked-mau_s67-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.60&CDS=1-762	YHR049W
2850	OG0002850	augustus_masked-mau_s67-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.61&CDS=1-1611	YBR236C
2851	OG0002851	augustus_masked-mau_s67-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.79&CDS=1-1275	YOL065C
2852	OG0002852	augustus_masked-mau_s67-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.62&CDS=1-1548	YDL030W
2853	OG0002853	augustus_masked-mau_s67-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.63&CDS=1-1776	YOL066C
2854	OG0002854	augustus_masked-mau_s67-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.80&CDS=1-1554	YNL294C
2855	OG0002855	augustus_masked-mau_s67-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.82&CDS=1-2277	YDL040C
2856	OG0002856	augustus_masked-mau_s67-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.83&CDS=1-1719	YOR027W
2857	OG0002857	augustus_masked-mau_s67-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.84&CDS=1-1008	YHL009C
2858	OG0002858	augustus_masked-mau_s67-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.67&CDS=1-1176	YIL044C
2859	OG0002859	augustus_masked-mau_s67-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.86&CDS=1-915	YER053C
2860	OG0002860	augustus_masked-mau_s67-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.87&CDS=1-1497	YLR004C
2861	OG0002861	augustus_masked-mau_s67-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.88&CDS=1-309	YBL001C
2862	OG0002862	augustus_masked-mau_s67-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.89&CDS=1-1098	YCR002C
2863	OG0002863	augustus_masked-mau_s67-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.70&CDS=1-588	YCR003W
2864	OG0002864	augustus_masked-mau_s67-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.72&CDS=1-726	YBR035C
2865	OG0002865	augustus_masked-mau_s67-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.91&CDS=1-912	YLR308W
2866	OG0002866	augustus_masked-mau_s67-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.75&CDS=1-927	YLR226W
2867	OG0002867	augustus_masked-mau_s67-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.93&CDS=1-1386	YPL011C
2868	OG0002868	augustus_masked-mau_s67-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.94&CDS=1-573	YPL010W
2869	OG0002869	augustus_masked-mau_s67-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.76&CDS=1-1617	YPL020C
2870	OG0002870	augustus_masked-mau_s67-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.96&CDS=1-2580	YMR302C
2871	OG0002871	augustus_masked-mau_s67-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.97&CDS=1-1077	YGR028W
2872	OG0002872	augustus_masked-mau_s67-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.77&CDS=1-2949	YLR336C
2873	OG0002873	augustus_masked-mau_s67-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.4&CDS=1-3684	YFL008W
2874	OG0002874	augustus_masked-mau_s67-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.6&CDS=1-1017	YEL037C
2875	OG0002875	augustus_masked-mau_s67-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.31&CDS=1-690	YEL038W
2876	OG0002876	augustus_masked-mau_s67-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.9&CDS=1-1173	YGR012W
2877	OG0002877	augustus_masked-mau_s67-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.34&CDS=1-1335	YPL112C
2878	OG0002878	augustus_masked-mau_s67-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.35&CDS=1-1296	YDR531W
2879	OG0002879	augustus_masked-mau_s67-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.37&CDS=1-2490	YJL087C
2880	OG0002880	augustus_masked-mau_s67-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.10&CDS=1-1812	YJL085W
2881	OG0002881	augustus_masked-mau_s67-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.38&CDS=1-2619	YFL047W
2882	OG0002882	augustus_masked-mau_s67-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.14&CDS=1-825	YLR284C
2883	OG0002883	augustus_masked-mau_s67-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.15&CDS=1-2247	YHL023C
2884	OG0002884	augustus_masked-mau_s67-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.40&CDS=1-7293	YHR165C
2885	OG0002885	augustus_masked-mau_s67-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.17&CDS=1-1692	YMR296C
2886	OG0002886	augustus_masked-mau_s67-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.41&CDS=1-1719	YHR166C
2887	OG0002887	maker-mau_s67-augustus-gene-5.144-mRNA-1_1&gene=maker-mau_s67-augustus-gene-5.144&CDS=1-1974	YPR069C
2888	OG0002888	augustus_masked-mau_s67-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.21&CDS=1-2097	YMR186W
2889	OG0002889	augustus_masked-mau_s67-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.45&CDS=1-3033	YMR185W
2890	OG0002890	augustus_masked-mau_s67-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.22&CDS=1-594	YPL239W
2891	OG0002891	augustus_masked-mau_s67-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.25&CDS=1-819	YPL237W
2892	OG0002892	augustus_masked-mau_s67-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.47&CDS=1-1059	YPL236C
2893	OG0002893	augustus_masked-mau_s67-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.27&CDS=1-816	YPL246C
2894	OG0002894	augustus_masked-mau_s67-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.48&CDS=1-1155	YMR203W
2895	OG0002895	augustus_masked-mau_s68-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-mau_s68-processed-gene-0.35&CDS=1-993	YJL088W
2896	OG0002896	augustus_masked-mau_s68-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mau_s68-processed-gene-0.24&CDS=1-960	YNR003C
2897	OG0002897	augustus_masked-mau_s68-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-mau_s68-processed-gene-0.37&CDS=1-804	YBR257W
2898	OG0002898	augustus_masked-mau_s68-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-mau_s68-processed-gene-0.25&CDS=1-1278	YJL046W
2899	OG0002899	augustus_masked-mau_s68-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-mau_s68-processed-gene-0.30&CDS=1-2415	YER109C
2900	OG0002900	augustus_masked-mau_s68-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-mau_s68-processed-gene-0.43&CDS=1-1503	YBL082C
2901	OG0002901	maker-mau_s68-snap-gene-0.71-mRNA-1_1&gene=maker-mau_s68-snap-gene-0.71&CDS=1-2346	YOL144W
2902	OG0002902	augustus_masked-mau_s68-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-mau_s68-processed-gene-0.45&CDS=1-684	YOL147C
2903	OG0002903	snap_masked-mau_s68-processed-gene-0.53-mRNA-1_1&gene=snap_masked-mau_s68-processed-gene-0.53&CDS=1-3333	YGL093W
2904	OG0002904	augustus_masked-mau_s7-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-0.44&CDS=1-2991	YOR048C
2905	OG0002905	augustus_masked-mau_s7-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-0.56&CDS=1-1656	YKR097W
2906	OG0002906	snap_masked-mau_s7-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mau_s7-processed-gene-0.5&CDS=1-2337	YER041W
2907	OG0002907	augustus_masked-mau_s7-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-0.48&CDS=1-1275	YIL153W
2908	OG0002908	genemark-mau_s7-processed-gene-0.39-mRNA-1_1&gene=genemark-mau_s7-processed-gene-0.39&CDS=1-4752	YMR247C
2909	OG0002909	augustus_masked-mau_s7-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-0.61&CDS=1-2910	YFL024C
2910	OG0002910	maker-mau_s7-snap-gene-0.63-mRNA-1_1&gene=maker-mau_s7-snap-gene-0.63&CDS=1-1407	YHR030C
2911	OG0002911	augustus_masked-mau_s7-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-0.52&CDS=1-972	YKL120W
2912	OG0002912	augustus_masked-mau_s7-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-1.3&CDS=1-894	YHR071W
2913	OG0002913	augustus_masked-mau_s7-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-1.4&CDS=1-2178	YKL025C
2914	OG0002914	augustus_masked-mau_s7-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-1.6&CDS=1-828	YKL024C
2915	OG0002915	augustus_masked-mau_s7-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-1.27&CDS=1-801	YGR024C
2916	OG0002916	augustus_masked-mau_s7-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-1.7&CDS=1-3501	YPR010C
2917	OG0002917	augustus_masked-mau_s7-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-1.8&CDS=1-12498	YKR054C
2918	OG0002918	augustus_masked-mau_s7-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-1.31&CDS=1-1158	YGR104C
2919	OG0002919	augustus_masked-mau_s7-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-1.32&CDS=1-228	YGR105W
2920	OG0002920	augustus_masked-mau_s7-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-1.33&CDS=1-1320	YNL280C
2921	OG0002921	augustus_masked-mau_s7-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-1.12&CDS=1-1164	YOR063W
2922	OG0002922	augustus_masked-mau_s7-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-1.35&CDS=1-1494	YMR093W
2923	OG0002923	augustus_masked-mau_s7-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-1.14&CDS=1-1902	YMR313C
2924	OG0002924	augustus_masked-mau_s7-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-1.36&CDS=1-720	YMR312W
2925	OG0002925	augustus_masked-mau_s74-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mau_s74-processed-gene-0.4&CDS=1-966	YJR008W
2926	OG0002926	snap_masked-mau_s77-processed-gene-0.24-mRNA-1_1&gene=snap_masked-mau_s77-processed-gene-0.24&CDS=1-2460	YAL021C
2927	OG0002927	augustus_masked-mau_s77-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-mau_s77-processed-gene-0.75&CDS=1-2988	YMR280C
2928	OG0002928	augustus_masked-mau_s77-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-mau_s77-processed-gene-0.77&CDS=1-915	YMR281W
2929	OG0002929	augustus_masked-mau_s77-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-mau_s77-processed-gene-0.96&CDS=1-1209	YLR085C
2930	OG0002930	augustus_masked-mau_s77-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-mau_s77-processed-gene-0.78&CDS=1-2007	YOR322C
2931	OG0002931	augustus_masked-mau_s77-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-mau_s77-processed-gene-0.80&CDS=1-3804	YBR235W
2932	OG0002932	augustus_masked-mau_s77-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-mau_s77-processed-gene-0.81&CDS=1-312	YBR233W-A
2933	OG0002933	augustus_masked-mau_s77-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-mau_s77-processed-gene-0.82&CDS=1-1443	YLR359W
2934	OG0002934	maker-mau_s77-snap-gene-0.107-mRNA-1_1&gene=maker-mau_s77-snap-gene-0.107&CDS=1-3483	YCR023C
2935	OG0002935	augustus_masked-mau_s77-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-mau_s77-processed-gene-0.86&CDS=1-921	YNR064C
2936	OG0002936	augustus_masked-mau_s77-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-mau_s77-processed-gene-0.88&CDS=1-1374	YJR078W
2937	OG0002937	augustus_masked-mau_s77-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-mau_s77-processed-gene-0.89&CDS=1-1620	YPR033C
2938	OG0002938	augustus_masked-mau_s80-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mau_s80-processed-gene-0.28&CDS=1-2136	YML127W
2939	OG0002939	augustus_masked-mau_s80-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-mau_s80-processed-gene-0.30&CDS=1-444	YML094W
2940	OG0002940	augustus_masked-mau_s80-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-mau_s80-processed-gene-0.42&CDS=1-1071	YML095C
2941	OG0002941	genemark-mau_s80-processed-gene-0.4-mRNA-1_1&gene=genemark-mau_s80-processed-gene-0.4&CDS=1-213	YNL024C-A
2942	OG0002942	augustus_masked-mau_s80-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-mau_s80-processed-gene-0.43&CDS=1-2151	YIL091C
2943	OG0002943	augustus_masked-mau_s80-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-mau_s80-processed-gene-0.31&CDS=1-1572	YIL090W
2944	OG0002944	augustus_masked-mau_s80-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-mau_s80-processed-gene-0.45&CDS=1-1107	YPR035W
2945	OG0002945	augustus_masked-mau_s80-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-mau_s80-processed-gene-0.33&CDS=1-6213	YJL005W
2946	OG0002946	augustus_masked-mau_s80-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-mau_s80-processed-gene-0.37&CDS=1-3165	YMR196W
2947	OG0002947	augustus_masked-mau_s80-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-mau_s80-processed-gene-0.38&CDS=1-675	YMR197C
2948	OG0002948	augustus_masked-mau_s80-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-mau_s80-processed-gene-0.39&CDS=1-753	YPL252C
2949	OG0002949	augustus_masked-mau_s80-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-mau_s80-processed-gene-0.50&CDS=1-1074	YPL254W
2950	OG0002950	augustus_masked-mau_s81-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-mau_s81-processed-gene-0.45&CDS=1-1206	YER154W
2951	OG0002951	augustus_masked-mau_s81-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-mau_s81-processed-gene-0.46&CDS=1-3294	YLR383W
2952	OG0002952	augustus_masked-mau_s81-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-mau_s81-processed-gene-0.48&CDS=1-510	YBR137W
2953	OG0002953	augustus_masked-mau_s81-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-mau_s81-processed-gene-0.35&CDS=1-252	YPR170W-B
2954	OG0002954	augustus_masked-mau_s81-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-mau_s81-processed-gene-0.49&CDS=1-1011	YJR111C
2955	OG0002955	augustus_masked-mau_s81-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-mau_s81-processed-gene-0.51&CDS=1-2196	YJR110W
2956	OG0002956	augustus_masked-mau_s81-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-mau_s81-processed-gene-0.53&CDS=1-1545	YPR169W
2957	OG0002957	augustus_masked-mau_s82-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-mau_s82-processed-gene-0.147&CDS=1-1623	YBL020W
2958	OG0002958	augustus_masked-mau_s82-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-mau_s82-processed-gene-0.122&CDS=1-2091	YBL024W
2959	OG0002959	genemark-mau_s82-processed-gene-0.70-mRNA-1_1&gene=genemark-mau_s82-processed-gene-0.70&CDS=1-3294	YBL022C
2960	OG0002960	augustus_masked-mau_s82-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-mau_s82-processed-gene-0.125&CDS=1-2595	YBL023C
2961	OG0002961	augustus_masked-mau_s82-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-mau_s82-processed-gene-0.151&CDS=1-783	YLR285W
2962	OG0002962	augustus_masked-mau_s82-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-mau_s82-processed-gene-0.152&CDS=1-1131	YJR072C
2963	OG0002963	maker-mau_s82-augustus-gene-0.6-mRNA-1_1&gene=maker-mau_s82-augustus-gene-0.6&CDS=1-768	YKL207W
2964	OG0002964	augustus_masked-mau_s82-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-mau_s82-processed-gene-0.131&CDS=1-3123	YKL197C
2965	OG0002965	genemark-mau_s82-processed-gene-0.105-mRNA-1_1&gene=genemark-mau_s82-processed-gene-0.105&CDS=1-1050	YOL009C
2966	OG0002966	genemark-mau_s82-processed-gene-0.80-mRNA-1_1&gene=genemark-mau_s82-processed-gene-0.80&CDS=1-663	YDR013W
2967	OG0002967	genemark-mau_s82-processed-gene-0.106-mRNA-1_1&gene=genemark-mau_s82-processed-gene-0.106&CDS=1-360	YMR112C
2968	OG0002968	augustus_masked-mau_s82-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-mau_s82-processed-gene-0.154&CDS=1-951	YMR116C
2969	OG0002969	snap_masked-mau_s82-processed-gene-0.25-mRNA-1_1&gene=snap_masked-mau_s82-processed-gene-0.25&CDS=1-549	YKR026C
2970	OG0002970	genemark-mau_s82-processed-gene-0.108-mRNA-1_1&gene=genemark-mau_s82-processed-gene-0.108&CDS=1-3120	YDR062W
2971	OG0002971	augustus_masked-mau_s82-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-mau_s82-processed-gene-0.133&CDS=1-942	YDR068W
2972	OG0002972	augustus_masked-mau_s82-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-mau_s82-processed-gene-0.134&CDS=1-1260	YLR006C
2973	OG0002973	snap_masked-mau_s82-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mau_s82-processed-gene-0.30&CDS=1-1191	YER143W
2974	OG0002974	maker-mau_s82-augustus-gene-0.8-mRNA-1_1&gene=maker-mau_s82-augustus-gene-0.8&CDS=1-2739	YER136W
2975	OG0002975	augustus_masked-mau_s82-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-mau_s82-processed-gene-0.157&CDS=1-690	YDR071C
2976	OG0002976	augustus_masked-mau_s82-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-mau_s82-processed-gene-0.137&CDS=1-990	YPR004C
2977	OG0002977	augustus_masked-mau_s82-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-mau_s82-processed-gene-0.159&CDS=1-2673	YKL015W
2978	OG0002978	augustus_masked-mau_s82-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-mau_s82-processed-gene-0.161&CDS=1-2580	YKL017C
2979	OG0002979	genemark-mau_s82-processed-gene-0.118-mRNA-1_1&gene=genemark-mau_s82-processed-gene-0.118&CDS=1-4662	YKL014C
2980	OG0002980	augustus_masked-mau_s82-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-mau_s82-processed-gene-0.163&CDS=1-441	YPL059W
2981	OG0002981	augustus_masked-mau_s82-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-mau_s82-processed-gene-0.146&CDS=1-1614	YJL069C
2982	OG0002982	augustus_masked-mau_s85-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-0.21&CDS=1-1350	YFL037W
2983	OG0002983	augustus_masked-mau_s85-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-0.2&CDS=1-933	YLR026C
2984	OG0002984	augustus_masked-mau_s85-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-0.3&CDS=1-675	YLR025W
2985	OG0002985	augustus_masked-mau_s85-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-0.4&CDS=1-408	YDR462W
2986	OG0002986	augustus_masked-mau_s85-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-0.23&CDS=1-408	YJR082C
2987	OG0002987	augustus_masked-mau_s85-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-0.5&CDS=1-1317	YGR254W
2988	OG0002988	augustus_masked-mau_s85-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-0.24&CDS=1-1401	YLR231C
2989	OG0002989	augustus_masked-mau_s85-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-0.9&CDS=1-2166	YJL168C
2990	OG0002990	augustus_masked-mau_s85-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-0.11&CDS=1-990	YNL097C
2991	OG0002991	augustus_masked-mau_s85-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-0.28&CDS=1-501	YOR103C
2992	OG0002992	genemark-mau_s85-processed-gene-0.46-mRNA-1_1&gene=genemark-mau_s85-processed-gene-0.46&CDS=1-639	YNL099C
2993	OG0002993	augustus_masked-mau_s85-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-0.15&CDS=1-483	YIR037W
2994	OG0002994	genemark-mau_s85-processed-gene-0.49-mRNA-1_1&gene=genemark-mau_s85-processed-gene-0.49&CDS=1-1500	YGR052W
2995	OG0002995	augustus_masked-mau_s85-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-0.17&CDS=1-1197	YLR355C
2996	OG0002996	augustus_masked-mau_s85-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-0.29&CDS=1-858	YGR053C
2997	OG0002997	maker-mau_s85-snap-gene-0.103-mRNA-1_1&gene=maker-mau_s85-snap-gene-0.103&CDS=1-1935	YBR287W
2998	OG0002998	augustus_masked-mau_s85-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-0.33&CDS=1-762	YJL115W
2999	OG0002999	maker-mau_s85-snap-gene-1.80-mRNA-1_1&gene=maker-mau_s85-snap-gene-1.80&CDS=1-3615	YER093C
3000	OG0003000	augustus_masked-mau_s85-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.88&CDS=1-855	YNL075W
3001	OG0003001	augustus_masked-mau_s85-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.89&CDS=1-2976	YKR050W
3002	OG0003002	maker-mau_s85-augustus-gene-1.75-mRNA-1_1&gene=maker-mau_s85-augustus-gene-1.75&CDS=1-981	YIL084C
3003	OG0003003	augustus_masked-mau_s85-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.94&CDS=1-426	YIL087C
3004	OG0003004	augustus_masked-mau_s85-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.130&CDS=1-831	YNL032W
3005	OG0003005	augustus_masked-mau_s85-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.131&CDS=1-1077	YFL026W
3006	OG0003006	augustus_masked-mau_s85-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.97&CDS=1-1923	YDL035C
3007	OG0003007	augustus_masked-mau_s85-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.132&CDS=1-1464	YOL069W
3008	OG0003008	augustus_masked-mau_s85-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.133&CDS=1-729	YOR125C
3009	OG0003009	augustus_masked-mau_s85-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.134&CDS=1-912	YDR374C
3010	OG0003010	augustus_masked-mau_s85-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.101&CDS=1-1401	YOR025W
3011	OG0003011	augustus_masked-mau_s85-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.102&CDS=1-1626	YDR479C
3012	OG0003012	augustus_masked-mau_s85-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.135&CDS=1-2529	YCL045C
3013	OG0003013	augustus_masked-mau_s85-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.104&CDS=1-237	YDR525W-A
3014	OG0003014	augustus_masked-mau_s85-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.137&CDS=1-1341	YDR527W
3015	OG0003015	augustus_masked-mau_s85-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.139&CDS=1-1005	YDR460W
3016	OG0003016	augustus_masked-mau_s85-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.110&CDS=1-1614	YER168C
3017	OG0003017	augustus_masked-mau_s85-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.111&CDS=1-4695	YDR127W
3018	OG0003018	augustus_masked-mau_s85-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.140&CDS=1-14895	YLR106C
