	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035301_Pichia_terricola
3071	OG0003071	YPL002C	augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-2.127&CDS=1-741
3072	OG0003072	YPL003W	augustus_masked-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.42&CDS=1-1512
3073	OG0003073	YPL006W	augustus_masked-NODE_91_length_13222_cov_16.7634_ID_8904-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_91_length_13222_cov_16.7634_ID_8904-processed-gene-0.6&CDS=1-3873
3074	OG0003074	YPL008W	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.44&CDS=1-2499
3075	OG0003075	YPL009C	augustus_masked-NODE_40_length_94384_cov_15.683_ID_6884-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_40_length_94384_cov_15.683_ID_6884-processed-gene-0.37&CDS=1-3018
3076	OG0003076	YPL010W	augustus_masked-NODE_40_length_94384_cov_15.683_ID_6884-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_40_length_94384_cov_15.683_ID_6884-processed-gene-0.18&CDS=1-570
3077	OG0003077	YPL012W	augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-1.46&CDS=1-3645
3078	OG0003078	YPL013C	augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-1.15&CDS=1-366
3079	OG0003079	YPL015C	augustus_masked-NODE_40_length_94384_cov_15.683_ID_6884-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_40_length_94384_cov_15.683_ID_6884-processed-gene-0.19&CDS=1-1059
3080	OG0003080	YPL016W	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.6&CDS=1-2631
3081	OG0003081	YPL020C	genemark-NODE_40_length_94384_cov_15.683_ID_6884-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_40_length_94384_cov_15.683_ID_6884-processed-gene-0.58&CDS=1-2031
3082	OG0003082	YPL022W	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.2&CDS=1-2787
3083	OG0003083	YPL023C	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.5&CDS=1-1908
3084	OG0003084	YPL024W	genemark-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-0.59&CDS=1-642
3085	OG0003085	YPL028W	augustus_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.200&CDS=1-1191
3086	OG0003086	YPL029W	augustus_masked-NODE_50_length_78000_cov_17.1_ID_6454-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_50_length_78000_cov_17.1_ID_6454-processed-gene-0.52&CDS=1-2334
3087	OG0003087	YPL030W	augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.114&CDS=1-1935
3088	OG0003088	YPL031C	augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.93&CDS=1-1005
3089	OG0003089	YPL034W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-7.18&CDS=1-1059
3090	OG0003090	YPL040C	augustus_masked-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-0.66&CDS=1-3120
3091	OG0003091	YPL042C	augustus_masked-NODE_51_length_77383_cov_16.4763_ID_4864-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_51_length_77383_cov_16.4763_ID_4864-processed-gene-0.50&CDS=1-1320
3092	OG0003092	YPL043W	augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.136&CDS=1-2199
3093	OG0003093	YPL045W	augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.119&CDS=1-2502
3094	OG0003094	YPL046C	augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.139&CDS=1-381
3095	OG0003095	YPL048W	maker-NODE_101_length_8226_cov_13.5854_ID_9633-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_101_length_8226_cov_13.5854_ID_9633-augustus-gene-0.0&CDS=1-1230
3096	OG0003096	YPL050C	augustus_masked-NODE_40_length_94384_cov_15.683_ID_6884-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_40_length_94384_cov_15.683_ID_6884-processed-gene-0.31&CDS=1-1116
3097	OG0003097	YPL051W	augustus_masked-NODE_22_length_175399_cov_17.6135_ID_4084-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-NODE_22_length_175399_cov_17.6135_ID_4084-processed-gene-0.195&CDS=1-1371
3098	OG0003098	YPL054W	augustus_masked-NODE_40_length_94384_cov_15.683_ID_6884-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_40_length_94384_cov_15.683_ID_6884-processed-gene-0.30&CDS=1-1281
3099	OG0003099	YPL059W	augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-1.18&CDS=1-426
3100	OG0003100	YPL060W	augustus_masked-NODE_57_length_64012_cov_18.7946_ID_7270-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_57_length_64012_cov_18.7946_ID_7270-processed-gene-0.33&CDS=1-1341
3101	OG0003101	YPL063W	augustus_masked-NODE_48_length_80279_cov_16.5054_ID_4794-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_48_length_80279_cov_16.5054_ID_4794-processed-gene-0.16&CDS=1-1344
3102	OG0003102	YPL065W	augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.80&CDS=1-831
3103	OG0003103	YPL067C	genemark-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.57&CDS=1-642
3104	OG0003104	YPL072W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-2.75&CDS=1-1335
3105	OG0003105	YPL076W	augustus_masked-NODE_97_length_9924_cov_27.3177_ID_9137-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_97_length_9924_cov_27.3177_ID_9137-processed-gene-0.8&CDS=1-1305
3106	OG0003106	YPL078C	augustus_masked-NODE_55_length_68342_cov_17.3447_ID_7764-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_55_length_68342_cov_17.3447_ID_7764-processed-gene-0.47&CDS=1-684
3107	OG0003107	YPL082C	augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-2.196-mRNA-1_1&gene=augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-2.196&CDS=1-5850
3108	OG0003108	YPL083C	genemark-NODE_65_length_51508_cov_16.8883_ID_7027-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_65_length_51508_cov_16.8883_ID_7027-processed-gene-0.52&CDS=1-1650
3109	OG0003109	YPL084W	augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.113&CDS=1-2514
3110	OG0003110	YPL085W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-8.2-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-8.2&CDS=1-7206
3111	OG0003111	YPL086C	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-8.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-8.3&CDS=1-1653
3112	OG0003112	YPL091W	augustus_masked-NODE_26_length_141271_cov_17.1813_ID_4286-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_26_length_141271_cov_17.1813_ID_4286-processed-gene-0.2&CDS=1-1401
3113	OG0003113	YPL093W	augustus_masked-NODE_40_length_94384_cov_15.683_ID_6884-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_40_length_94384_cov_15.683_ID_6884-processed-gene-0.13&CDS=1-1920
3114	OG0003114	YPL094C	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-0.15&CDS=1-909
3115	OG0003115	YPL096W	snap_masked-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-1.57&CDS=1-837
3116	OG0003116	YPL097W	snap_masked-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-1.58&CDS=1-1494
3117	OG0003117	YPL098C	augustus_masked-NODE_8_length_275204_cov_14.4756_ID_3711-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_8_length_275204_cov_14.4756_ID_3711-processed-gene-1.96&CDS=1-345
3118	OG0003118	YPL101W	augustus_masked-NODE_80_length_23748_cov_16.2384_ID_8055-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_80_length_23748_cov_16.2384_ID_8055-processed-gene-0.1&CDS=1-1179
3119	OG0003119	YPL103C	augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.68&CDS=1-1182
3120	OG0003120	YPL104W	augustus_masked-NODE_45_length_81976_cov_14.3954_ID_2941-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_45_length_81976_cov_14.3954_ID_2941-processed-gene-0.5&CDS=1-2013
3121	OG0003121	YPL106C	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-7.32&CDS=1-2073
3122	OG0003122	YPL107W	genemark-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-7.54-mRNA-1_1&gene=genemark-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-7.54&CDS=1-681
3123	OG0003123	YPL108W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-6.93&CDS=1-513
3124	OG0003124	YPL109C	maker-NODE_21_length_183206_cov_15.8523_ID_4214-augustus-gene-0.76-mRNA-1_1&gene=maker-NODE_21_length_183206_cov_15.8523_ID_4214-augustus-gene-0.76&CDS=1-2019
3125	OG0003125	YPL110C	augustus_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.168&CDS=1-3681
3126	OG0003126	YPL111W	augustus_masked-NODE_8_length_275204_cov_14.4756_ID_3711-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_8_length_275204_cov_14.4756_ID_3711-processed-gene-0.37&CDS=1-966
3127	OG0003127	YPL112C	augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-3.120&CDS=1-1113
3128	OG0003128	YPL117C	maker-NODE_49_length_78294_cov_16.9504_ID_6217-augustus-gene-0.34-mRNA-1_1&gene=maker-NODE_49_length_78294_cov_16.9504_ID_6217-augustus-gene-0.34&CDS=1-1995
3129	OG0003129	YPL118W	genemark-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-1.24&CDS=1-1137
3130	OG0003130	YPL121C	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.41&CDS=1-1155
3131	OG0003131	YPL122C	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.40&CDS=1-1818
3132	OG0003132	YPL123C	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.20&CDS=1-1206
3133	OG0003133	YPL125W	genemark-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-0.29&CDS=1-3048
3134	OG0003134	YPL127C	augustus_masked-NODE_22_length_175399_cov_17.6135_ID_4084-processed-gene-0.235-mRNA-1_1&gene=augustus_masked-NODE_22_length_175399_cov_17.6135_ID_4084-processed-gene-0.235&CDS=1-591
3135	OG0003135	YPL128C	maker-NODE_6_length_345093_cov_18.5582_ID_5167-snap-gene-2.1-mRNA-1_1&gene=maker-NODE_6_length_345093_cov_18.5582_ID_5167-snap-gene-2.1&CDS=1-2658
3136	OG0003136	YPL129W	augustus_masked-NODE_29_length_134260_cov_32.1059_ID_4476-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_29_length_134260_cov_32.1059_ID_4476-processed-gene-0.137&CDS=1-825
3137	OG0003137	YPL131W	augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.107&CDS=1-882
3138	OG0003138	YPL132W	augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-2.112&CDS=1-855
3139	OG0003139	YPL133C	augustus_masked-NODE_62_length_60072_cov_17.9103_ID_8360-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_62_length_60072_cov_17.9103_ID_8360-processed-gene-0.69&CDS=1-2037
3140	OG0003140	YPL134C	augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-2.132&CDS=1-909
3141	OG0003141	YPL138C	augustus_masked-NODE_56_length_64300_cov_16.1258_ID_7506-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_56_length_64300_cov_16.1258_ID_7506-processed-gene-0.31&CDS=1-1188
3142	OG0003142	YPL141C	augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.181&CDS=1-2664
3143	OG0003143	YPL146C	augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.102&CDS=1-1332
3144	OG0003144	YPL147W	augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.101&CDS=1-2736
3145	OG0003145	YPL149W	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.30&CDS=1-855
3146	OG0003146	YPL150W	augustus_masked-NODE_59_length_60427_cov_17.6587_ID_5723-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_59_length_60427_cov_17.6587_ID_5723-processed-gene-0.9&CDS=1-3324
3147	OG0003147	YPL151C	genemark-NODE_46_length_81129_cov_17.0017_ID_4744-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_46_length_81129_cov_17.0017_ID_4744-processed-gene-0.33&CDS=1-1260
3148	OG0003148	YPL152W	augustus_masked-NODE_27_length_136765_cov_17.0577_ID_3895-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_27_length_136765_cov_17.0577_ID_3895-processed-gene-0.151&CDS=1-1107
3149	OG0003149	YPL153C	augustus_masked-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-1.94&CDS=1-2322
3150	OG0003150	YPL154C	augustus_masked-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-1.124&CDS=1-1215
3151	OG0003151	YPL155C	genemark-NODE_37_length_104968_cov_16.3109_ID_5690-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_37_length_104968_cov_16.3109_ID_5690-processed-gene-0.47&CDS=1-2280
3152	OG0003152	YPL160W	augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-2.137&CDS=1-3315
3153	OG0003153	YPL162C	genemark-NODE_79_length_24930_cov_17.317_ID_8017-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_79_length_24930_cov_17.317_ID_8017-processed-gene-0.6&CDS=1-798
3154	OG0003154	YPL167C	augustus_masked-NODE_14_length_212763_cov_20.3796_ID_11122-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_14_length_212763_cov_20.3796_ID_11122-processed-gene-1.87&CDS=1-4683
3155	OG0003155	YPL169C	augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-1.107&CDS=1-1836
3156	OG0003156	YPL170W	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.50&CDS=1-1836
3157	OG0003157	YPL172C	augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.180&CDS=1-1410
3158	OG0003158	YPL173W	augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.187&CDS=1-1065
3159	OG0003159	YPL174C	snap_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-5.133-mRNA-1_1&gene=snap_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-5.133&CDS=1-2253
3160	OG0003160	YPL175W	augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-5.102&CDS=1-1323
3161	OG0003161	YPL178W	augustus_masked-NODE_36_length_112574_cov_17.3785_ID_4914-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_36_length_112574_cov_17.3785_ID_4914-processed-gene-0.78&CDS=1-762
3162	OG0003162	YPL180W	augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.88&CDS=1-2643
3163	OG0003163	YPL181W	augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.87&CDS=1-1362
3164	OG0003164	YPL183W-A	snap_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.172-mRNA-1_1&gene=snap_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.172&CDS=1-231
3165	OG0003165	YPL184C	augustus_masked-NODE_45_length_81976_cov_14.3954_ID_2941-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_45_length_81976_cov_14.3954_ID_2941-processed-gene-0.15&CDS=1-2142
3166	OG0003166	YPL188W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-2.77&CDS=1-1296
3167	OG0003167	YPL190C	augustus_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.181&CDS=1-2313
3168	OG0003168	YPL195W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-4.69&CDS=1-2844
3169	OG0003169	YPL196W	augustus_masked-NODE_29_length_134260_cov_32.1059_ID_4476-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_29_length_134260_cov_32.1059_ID_4476-processed-gene-0.145&CDS=1-780
3170	OG0003170	YPL199C	augustus_masked-NODE_25_length_143683_cov_16.1942_ID_3337-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_25_length_143683_cov_16.1942_ID_3337-processed-gene-0.7&CDS=1-771
3171	OG0003171	YPL204W	augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.82&CDS=1-1260
3172	OG0003172	YPL206C	augustus_masked-NODE_58_length_60429_cov_17.2087_ID_5852-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_58_length_60429_cov_17.2087_ID_5852-processed-gene-0.1&CDS=1-918
3173	OG0003173	YPL207W	genemark-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-2.104-mRNA-1_1&gene=genemark-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-2.104&CDS=1-2340
3174	OG0003174	YPL208W	augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-0.27&CDS=1-1707
3175	OG0003175	YPL211W	augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-0.11&CDS=1-543
3176	OG0003176	YPL212C	augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-0.24&CDS=1-1566
3177	OG0003177	YPL213W	augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.80&CDS=1-705
3178	OG0003178	YPL214C	augustus_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.176&CDS=1-1500
3179	OG0003179	YPL215W	augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.79&CDS=1-993
3180	OG0003180	YPL217C	augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-1.103&CDS=1-3600
3181	OG0003181	YPL218W	augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-1.90&CDS=1-564
3182	OG0003182	YPL222W	augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-0.27&CDS=1-1806
3183	OG0003183	YPL225W	augustus_masked-NODE_25_length_143683_cov_16.1942_ID_3337-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_25_length_143683_cov_16.1942_ID_3337-processed-gene-0.5&CDS=1-450
3184	OG0003184	YPL226W	augustus_masked-NODE_58_length_60429_cov_17.2087_ID_5852-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_58_length_60429_cov_17.2087_ID_5852-processed-gene-0.7&CDS=1-3693
3185	OG0003185	YPL228W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-12.121-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-12.121&CDS=1-1590
3186	OG0003186	YPL231W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-8.26-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-8.26&CDS=1-5619
3187	OG0003187	YPL234C	augustus_masked-NODE_46_length_81129_cov_17.0017_ID_4744-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_46_length_81129_cov_17.0017_ID_4744-processed-gene-0.54&CDS=1-489
