	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035045_Barnettozyma_hawaiiensis
2572	OG0002572	YLR443W	snap_masked-flattened_line_58-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.116&CDS=1-1308
2573	OG0002573	YLR445W	snap_masked-flattened_line_20-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.62&CDS=1-666
2574	OG0002574	YLR446W	augustus_masked-flattened_line_6-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.5&CDS=1-1395
2575	OG0002575	YLR447C	snap_masked-flattened_line_6-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.57&CDS=1-1032
2576	OG0002576	YLR452C	genemark-flattened_line_48-processed-gene-0.262-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.262&CDS=1-2238
2577	OG0002577	YLR454W	genemark-flattened_line_46-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.24&CDS=1-8070
2578	OG0002578	YLR459W	snap_masked-flattened_line_4-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.57&CDS=1-1209
2579	OG0002579	YML001W	snap_masked-flattened_line_60-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.148&CDS=1-615
2580	OG0002580	YML002W	snap_masked-flattened_line_56-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.77&CDS=1-3582
2581	OG0002581	YML004C	snap_masked-flattened_line_6-processed-gene-2.178-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.178&CDS=1-954
2582	OG0002582	YML005W	snap_masked-flattened_line_28-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.87&CDS=1-1332
2583	OG0002583	YML006C	augustus_masked-flattened_line_54-processed-gene-0.244-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.244&CDS=1-1329
2584	OG0002584	YML007W	snap_masked-flattened_line_2-processed-gene-3.21-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.21&CDS=1-1338
2585	OG0002585	YML008C	snap_masked-flattened_line_30-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.137&CDS=1-1110
2586	OG0002586	YML010W	snap_masked-flattened_line_40-processed-gene-0.198-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.198&CDS=1-2820
2587	OG0002587	YML011C	snap_masked-flattened_line_40-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.145&CDS=1-534
2588	OG0002588	YML013W	snap_masked-flattened_line_0-processed-gene-7.51-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.51&CDS=1-1566
2589	OG0002589	YML014W	genemark-flattened_line_40-processed-gene-0.308-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.308&CDS=1-1956
2590	OG0002590	YML015C	snap_masked-flattened_line_40-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.134&CDS=1-834
2591	OG0002591	YML017W	snap_masked-flattened_line_40-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.137&CDS=1-2055
2592	OG0002592	YML018C	maker-flattened_line_40-snap-gene-0.10-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.10&CDS=1-1860
2593	OG0002593	YML020W	snap_masked-flattened_line_40-processed-gene-0.196-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.196&CDS=1-1953
2594	OG0002594	YML021C	snap_masked-flattened_line_40-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.139&CDS=1-963
2595	OG0002595	YML022W	snap_masked-flattened_line_40-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.141&CDS=1-567
2596	OG0002596	YML023C	augustus_masked-flattened_line_40-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.39&CDS=1-1710
2597	OG0002597	YML025C	genemark-flattened_line_48-processed-gene-0.203-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.203&CDS=1-786
2598	OG0002598	YML029W	augustus_masked-flattened_line_82-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.37&CDS=1-2295
2599	OG0002599	YML030W	snap_masked-flattened_line_86-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.64&CDS=1-441
2600	OG0002600	YML031W	snap_masked-flattened_line_82-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.62&CDS=1-1722
2601	OG0002601	YML032C	snap_masked-flattened_line_82-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.86&CDS=1-1299
2602	OG0002602	YML034W	snap_masked-flattened_line_30-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.145&CDS=1-2757
2603	OG0002603	YML035C	snap_masked-flattened_line_8-processed-gene-1.99-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.99&CDS=1-2331
2604	OG0002604	YML036W	snap_masked-flattened_line_8-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.104&CDS=1-540
2605	OG0002605	YML038C	snap_masked-flattened_line_86-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.74&CDS=1-1287
2606	OG0002606	YML042W	snap_masked-flattened_line_62-processed-gene-0.183-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.183&CDS=1-1863
2607	OG0002607	YML043C	augustus_masked-flattened_line_2-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.82&CDS=1-1488
2608	OG0002608	YML046W	augustus_masked-flattened_line_42-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.158&CDS=1-1788
2609	OG0002609	YML048W	snap_masked-flattened_line_34-processed-gene-1.162-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.162&CDS=1-1161
2610	OG0002610	YML049C	genemark-flattened_line_34-processed-gene-1.37-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.37&CDS=1-3387
2611	OG0002611	YML052W	snap_masked-flattened_line_28-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.80&CDS=1-834
2612	OG0002612	YML054C	snap_masked-flattened_line_42-processed-gene-0.185-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.185&CDS=1-1713
2613	OG0002613	YML055W	snap_masked-flattened_line_4-processed-gene-1.167-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.167&CDS=1-537
2614	OG0002614	YML056C	genemark-flattened_line_58-processed-gene-0.194-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.194&CDS=1-1596
2615	OG0002615	YML059C	snap_masked-flattened_line_18-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.120&CDS=1-4311
2616	OG0002616	YML060W	snap_masked-flattened_line_18-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.146&CDS=1-1074
2617	OG0002617	YML064C	augustus_masked-flattened_line_58-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.44&CDS=1-633
2618	OG0002618	YML065W	snap_masked-flattened_line_58-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.84&CDS=1-2271
2619	OG0002619	YML066C	augustus_masked-flattened_line_58-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.42&CDS=1-1467
2620	OG0002620	YML067C	maker-flattened_line_60-snap-gene-0.72-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.72&CDS=1-1020
2621	OG0002621	YML069W	snap_masked-flattened_line_20-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.61&CDS=1-1605
2622	OG0002622	YML070W	genemark-flattened_line_20-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.127&CDS=1-1740
2623	OG0002623	YML071C	snap_masked-flattened_line_6-processed-gene-1.58-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.58&CDS=1-1617
2624	OG0002624	YML073C	snap_masked-flattened_line_30-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.90&CDS=1-534
2625	OG0002625	YML076C	snap_masked-flattened_line_6-processed-gene-1.79-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.79&CDS=1-2295
2626	OG0002626	YML077W	snap_masked-flattened_line_74-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.30&CDS=1-510
2627	OG0002627	YML080W	snap_masked-flattened_line_74-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.34&CDS=1-1251
2628	OG0002628	YML081C-A	snap_masked-flattened_line_16-processed-gene-1.302-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.302&CDS=1-183
2629	OG0002629	YML085C	snap_masked-flattened_line_4-processed-gene-3.174-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.174&CDS=1-1347
2630	OG0002630	YML086C	snap_masked-flattened_line_4-processed-gene-3.175-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.175&CDS=1-1578
2631	OG0002631	YML088W	snap_masked-flattened_line_8-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.66&CDS=1-1923
2632	OG0002632	YML091C	snap_masked-flattened_line_8-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.68&CDS=1-2241
2633	OG0002633	YML092C	maker-flattened_line_8-augustus-gene-0.56-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.56&CDS=1-1308
2634	OG0002634	YML093W	snap_masked-flattened_line_8-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.70&CDS=1-2745
2635	OG0002635	YML094W	snap_masked-flattened_line_8-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.92&CDS=1-474
2636	OG0002636	YML095C	snap_masked-flattened_line_8-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.72&CDS=1-654
2637	OG0002637	YML096W	snap_masked-flattened_line_8-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.77&CDS=1-1482
2638	OG0002638	YML097C	augustus_masked-flattened_line_8-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.154&CDS=1-1758
2639	OG0002639	YML098W	snap_masked-flattened_line_80-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.3&CDS=1-555
2640	OG0002640	YML099C	snap_masked-flattened_line_80-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.28&CDS=1-2763
2641	OG0002641	YML102W	snap_masked-flattened_line_46-processed-gene-0.179-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.179&CDS=1-1764
2642	OG0002642	YML103C	snap_masked-flattened_line_16-processed-gene-1.304-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.304&CDS=1-4704
2643	OG0002643	YML104C	snap_masked-flattened_line_74-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.4&CDS=1-3618
2644	OG0002644	YML105C	snap_masked-flattened_line_74-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.5&CDS=1-792
2645	OG0002645	YML110C	snap_masked-flattened_line_28-processed-gene-1.207-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.207&CDS=1-840
2646	OG0002646	YML112W	snap_masked-flattened_line_8-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.89&CDS=1-807
2647	OG0002647	YML114C	snap_masked-flattened_line_6-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.62&CDS=1-1494
2648	OG0002648	YML121W	snap_masked-flattened_line_22-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.36&CDS=1-906
2649	OG0002649	YML125C	snap_masked-flattened_line_102-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.14&CDS=1-942
2650	OG0002650	YML126C	maker-flattened_line_8-snap-gene-0.111-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.111&CDS=1-1341
2651	OG0002651	YML127W	snap_masked-flattened_line_8-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.91&CDS=1-1521
2652	OG0002652	YML128C	snap_masked-flattened_line_8-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.69&CDS=1-1707
2653	OG0002653	YML129C	snap_masked-flattened_line_8-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.95&CDS=1-177
2654	OG0002654	YML130C	snap_masked-flattened_line_80-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.29&CDS=1-1449
2655	OG0002655	YML131W	snap_masked-flattened_line_10-processed-gene-2.208-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.208&CDS=1-1098
2656	OG0002656	YMR001C	snap_masked-flattened_line_46-processed-gene-0.176-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.176&CDS=1-2067
2657	OG0002657	YMR002W	snap_masked-flattened_line_70-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.131&CDS=1-453
2658	OG0002658	YMR004W	snap_masked-flattened_line_70-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.164&CDS=1-1404
2659	OG0002659	YMR005W	snap_masked-flattened_line_70-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.134&CDS=1-1146
2660	OG0002660	YMR010W	genemark-flattened_line_32-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.5&CDS=1-912
2661	OG0002661	YMR012W	snap_masked-flattened_line_8-processed-gene-2.298-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.298&CDS=1-3798
2662	OG0002662	YMR013C	snap_masked-flattened_line_60-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.143&CDS=1-1632
2663	OG0002663	YMR014W	snap_masked-flattened_line_2-processed-gene-4.163-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.163&CDS=1-1389
2664	OG0002664	YMR015C	snap_masked-flattened_line_30-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.86&CDS=1-1623
2665	OG0002665	YMR019W	snap_masked-flattened_line_0-processed-gene-8.207-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.207&CDS=1-2067
2666	OG0002666	YMR020W	snap_masked-flattened_line_10-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.114&CDS=1-1482
2667	OG0002667	YMR022W	genemark-flattened_line_8-processed-gene-2.100-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.100&CDS=1-504
2668	OG0002668	YMR023C	snap_masked-flattened_line_0-processed-gene-5.138-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.138&CDS=1-1485
2669	OG0002669	YMR024W	snap_masked-flattened_line_10-processed-gene-2.224-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.224&CDS=1-1023
2670	OG0002670	YMR026C	snap_masked-flattened_line_30-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.122&CDS=1-1155
2671	OG0002671	YMR027W	snap_masked-flattened_line_6-processed-gene-2.160-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.160&CDS=1-1374
2672	OG0002672	YMR028W	snap_masked-flattened_line_6-processed-gene-2.115-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.115&CDS=1-1029
2673	OG0002673	YMR029C	augustus_masked-flattened_line_34-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.111&CDS=1-603
2674	OG0002674	YMR032W	snap_masked-flattened_line_16-processed-gene-1.252-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.252&CDS=1-1908
2675	OG0002675	YMR033W	snap_masked-flattened_line_16-processed-gene-1.253-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.253&CDS=1-1344
2676	OG0002676	YMR034C	snap_masked-flattened_line_16-processed-gene-1.299-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.299&CDS=1-1323
2677	OG0002677	YMR036C	snap_masked-flattened_line_8-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.60&CDS=1-1917
2678	OG0002678	YMR039C	snap_masked-flattened_line_94-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.27&CDS=1-366
2679	OG0002679	YMR041C	snap_masked-flattened_line_30-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.110&CDS=1-993
2680	OG0002680	YMR043W	snap_masked-flattened_line_12-processed-gene-2.142-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.142&CDS=1-657
2681	OG0002681	YMR044W	snap_masked-flattened_line_12-processed-gene-2.146-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.146&CDS=1-1305
2682	OG0002682	YMR048W	augustus_masked-flattened_line_8-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.137&CDS=1-984
2683	OG0002683	YMR049C	snap_masked-flattened_line_2-processed-gene-2.52-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.52&CDS=1-2424
2684	OG0002684	YMR059W	snap_masked-flattened_line_2-processed-gene-3.28-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.28&CDS=1-372
2685	OG0002685	YMR060C	snap_masked-flattened_line_46-processed-gene-0.210-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.210&CDS=1-927
2686	OG0002686	YMR061W	snap_masked-flattened_line_14-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.137&CDS=1-2205
2687	OG0002687	YMR062C	snap_masked-flattened_line_46-processed-gene-0.181-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.181&CDS=1-1296
2688	OG0002688	YMR063W	snap_masked-flattened_line_0-processed-gene-2.91-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.91&CDS=1-1944
2689	OG0002689	YMR065W	augustus_masked-flattened_line_8-processed-gene-2.185-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.185&CDS=1-1200
2690	OG0002690	YMR066W	augustus_masked-flattened_line_6-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.2&CDS=1-2643
2691	OG0002691	YMR067C	snap_masked-flattened_line_32-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.129&CDS=1-1470
2692	OG0002692	YMR068W	snap_masked-flattened_line_68-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.145&CDS=1-1722
2693	OG0002693	YMR071C	genemark-flattened_line_6-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.110&CDS=1-501
2694	OG0002694	YMR073C	genemark-flattened_line_16-processed-gene-1.66-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.66&CDS=1-378
2695	OG0002695	YMR074C	snap_masked-flattened_line_16-processed-gene-1.316-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.316&CDS=1-411
2696	OG0002696	YMR075W	snap_masked-flattened_line_46-processed-gene-0.225-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.225&CDS=1-2238
2697	OG0002697	YMR076C	snap_masked-flattened_line_46-processed-gene-0.180-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.180&CDS=1-3795
2698	OG0002698	YMR077C	snap_masked-flattened_line_42-processed-gene-0.196-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.196&CDS=1-633
2699	OG0002699	YMR078C	snap_masked-flattened_line_10-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.138&CDS=1-2181
2700	OG0002700	YMR079W	genemark-flattened_line_10-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.19&CDS=1-921
2701	OG0002701	YMR080C	snap_masked-flattened_line_10-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.111&CDS=1-3021
2702	OG0002702	YMR090W	snap_masked-flattened_line_20-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.5&CDS=1-696
2703	OG0002703	YMR092C	snap_masked-flattened_line_8-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.56&CDS=1-1782
2704	OG0002704	YMR093W	snap_masked-flattened_line_8-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.109&CDS=1-1476
2705	OG0002705	YMR097C	genemark-flattened_line_8-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.48&CDS=1-1074
2706	OG0002706	YMR098C	augustus_masked-flattened_line_8-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.159&CDS=1-1782
2707	OG0002707	YMR099C	snap_masked-flattened_line_10-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.101&CDS=1-894
2708	OG0002708	YMR100W	maker-flattened_line_0-snap-gene-6.74-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-6.74&CDS=1-2055
2709	OG0002709	YMR106C	snap_masked-flattened_line_8-processed-gene-1.58-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.58&CDS=1-1974
2710	OG0002710	YMR108W	snap_masked-flattened_line_4-processed-gene-2.81-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.81&CDS=1-2043
2711	OG0002711	YMR109W	snap_masked-flattened_line_64-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.80&CDS=1-3783
2712	OG0002712	YMR110C	snap_masked-flattened_line_60-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.115&CDS=1-1560
2713	OG0002713	YMR112C	maker-flattened_line_60-snap-gene-0.71-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.71&CDS=1-411
2714	OG0002714	YMR113W	snap_masked-flattened_line_60-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.81&CDS=1-1323
2715	OG0002715	YMR114C	genemark-flattened_line_60-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.163&CDS=1-951
2716	OG0002716	YMR117C	snap_masked-flattened_line_64-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.115&CDS=1-591
2717	OG0002717	YMR120C	snap_masked-flattened_line_0-processed-gene-2.79-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.79&CDS=1-1770
2718	OG0002718	YMR123W	genemark-flattened_line_0-processed-gene-2.130-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.130&CDS=1-345
2719	OG0002719	YMR125W	genemark-flattened_line_0-processed-gene-2.153-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.153&CDS=1-2601
2720	OG0002720	YMR126C	snap_masked-flattened_line_2-processed-gene-2.69-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.69&CDS=1-1011
2721	OG0002721	YMR127C	snap_masked-flattened_line_2-processed-gene-2.70-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.70&CDS=1-942
2722	OG0002722	YMR128W	genemark-flattened_line_2-processed-gene-2.98-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.98&CDS=1-5121
2723	OG0002723	YMR129W	snap_masked-flattened_line_2-processed-gene-2.58-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.58&CDS=1-3942
2724	OG0002724	YMR131C	snap_masked-flattened_line_4-processed-gene-3.187-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.187&CDS=1-1557
2725	OG0002725	YMR132C	genemark-flattened_line_0-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.34&CDS=1-1257
2726	OG0002726	YMR134W	snap_masked-flattened_line_88-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.46&CDS=1-570
2727	OG0002727	YMR135C	snap_masked-flattened_line_88-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.71&CDS=1-855
2728	OG0002728	YMR137C	augustus_masked-flattened_line_16-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.7&CDS=1-1797
2729	OG0002729	YMR138W	snap_masked-flattened_line_16-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.62&CDS=1-534
2730	OG0002730	YMR140W	snap_masked-flattened_line_78-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.40&CDS=1-1332
2731	OG0002731	YMR146C	augustus_masked-flattened_line_102-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.33&CDS=1-894
2732	OG0002732	YMR149W	snap_masked-flattened_line_6-processed-gene-2.186-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.186&CDS=1-798
2733	OG0002733	YMR150C	snap_masked-flattened_line_102-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.20&CDS=1-546
2734	OG0002734	YMR152W	snap_masked-flattened_line_46-processed-gene-0.188-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.188&CDS=1-1068
2735	OG0002735	YMR153W	snap_masked-flattened_line_8-processed-gene-2.215-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.215&CDS=1-1398
2736	OG0002736	YMR154C	snap_masked-flattened_line_8-processed-gene-2.273-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.273&CDS=1-2220
2737	OG0002737	YMR156C	genemark-flattened_line_102-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.55&CDS=1-732
2738	OG0002738	YMR158W	snap_masked-flattened_line_102-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.11&CDS=1-471
2739	OG0002739	YMR161W	snap_masked-flattened_line_72-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.0&CDS=1-1005
