	OrthologID	Metschnikowia_bowlesiae	Saccharomyces_cerevisiae
2488	OG0002488	augustus_masked-bow-b_s558-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bow-b_s558-processed-gene-0.17&CDS=1-1854	YDR380W
2489	OG0002489	augustus_masked-bow-b_s558-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-bow-b_s558-processed-gene-0.19&CDS=1-1392	YPL235W
2490	OG0002490	augustus_masked-bow-b_s558-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bow-b_s558-processed-gene-0.31&CDS=1-480	YPL234C
2491	OG0002491	augustus_masked-bow-b_s558-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bow-b_s558-processed-gene-0.20&CDS=1-696	YPL233W
2492	OG0002492	augustus_masked-bow-b_s558-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bow-b_s558-processed-gene-0.21&CDS=1-612	YJR050W
2493	OG0002493	augustus_masked-bow-b_s558-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bow-b_s558-processed-gene-0.22&CDS=1-4761	YPL242C
2494	OG0002494	genemark-bow-b_s558-processed-gene-0.64-mRNA-1_1&gene=genemark-bow-b_s558-processed-gene-0.64&CDS=1-1875	YLR429W
2495	OG0002495	augustus_masked-bow-b_s558-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bow-b_s558-processed-gene-0.34&CDS=1-2088	YNR008W
2496	OG0002496	augustus_masked-bow-b_s558-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bow-b_s558-processed-gene-0.35&CDS=1-912	YNR007C
2497	OG0002497	augustus_masked-bow-b_s568-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.76&CDS=1-702	YDR020C
2498	OG0002498	genemark-bow-b_s568-processed-gene-0.101-mRNA-1_1&gene=genemark-bow-b_s568-processed-gene-0.101&CDS=1-1287	YDR021W
2499	OG0002499	augustus_masked-bow-b_s568-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.55&CDS=1-3321	YER110C
2500	OG0002500	augustus_masked-bow-b_s568-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.56&CDS=1-1083	YKL178C
2501	OG0002501	augustus_masked-bow-b_s568-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.77&CDS=1-1500	YBL080C
2502	OG0002502	augustus_masked-bow-b_s568-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.57&CDS=1-396	YBL078C
2503	OG0002503	augustus_masked-bow-b_s568-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.79&CDS=1-1059	YNL141W
2504	OG0002504	genemark-bow-b_s568-processed-gene-0.106-mRNA-1_1&gene=genemark-bow-b_s568-processed-gene-0.106&CDS=1-2958	YNL192W
2505	OG0002505	augustus_masked-bow-b_s568-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.80&CDS=1-549	YDL217C
2506	OG0002506	augustus_masked-bow-b_s568-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.81&CDS=1-1188	YPR023C
2507	OG0002507	augustus_masked-bow-b_s568-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.82&CDS=1-2331	YER125W
2508	OG0002508	augustus_masked-bow-b_s568-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.84&CDS=1-1218	YDR083W
2509	OG0002509	augustus_masked-bow-b_s568-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.86&CDS=1-996	YER142C
2510	OG0002510	augustus_masked-bow-b_s568-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.88&CDS=1-945	YHR062C
2511	OG0002511	augustus_masked-bow-b_s568-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.67&CDS=1-819	YNL155W
2512	OG0002512	snap_masked-bow-b_s568-processed-gene-0.15-mRNA-1_1&gene=snap_masked-bow-b_s568-processed-gene-0.15&CDS=1-522	YMR035W
2513	OG0002513	augustus_masked-bow-b_s568-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.90&CDS=1-705	YGR057C
2514	OG0002514	augustus_masked-bow-b_s568-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.92&CDS=1-2232	YBR198C
2515	OG0002515	augustus_masked-bow-b_s568-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.93&CDS=1-852	YPL076W
2516	OG0002516	genemark-bow-b_s568-processed-gene-0.143-mRNA-1_1&gene=genemark-bow-b_s568-processed-gene-0.143&CDS=1-390	YIR015W
2517	OG0002517	augustus_masked-bow-b_s568-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.71&CDS=1-750	YOL038W
2518	OG0002518	genemark-bow-b_s568-processed-gene-0.144-mRNA-1_1&gene=genemark-bow-b_s568-processed-gene-0.144&CDS=1-4143	YKL113C
2519	OG0002519	maker-bow-b_s568-snap-gene-0.1-mRNA-1_1&gene=maker-bow-b_s568-snap-gene-0.1&CDS=1-2727	YKL114C
2520	OG0002520	snap_masked-bow-b_s568-processed-gene-0.20-mRNA-1_1&gene=snap_masked-bow-b_s568-processed-gene-0.20&CDS=1-2430	YGR099W
2521	OG0002521	augustus_masked-bow-b_s568-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.99&CDS=1-762	YDR538W
2522	OG0002522	augustus_masked-bow-b_s568-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-bow-b_s568-processed-gene-0.75&CDS=1-1533	YDR539W
2523	OG0002523	snap_masked-bow-b_s571-processed-gene-0.63-mRNA-1_1&gene=snap_masked-bow-b_s571-processed-gene-0.63&CDS=1-348	YLL014W
2524	OG0002524	augustus_masked-bow-b_s571-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.33&CDS=1-918	YBR231C
2525	OG0002525	augustus_masked-bow-b_s571-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.34&CDS=1-1449	YBR233W
2526	OG0002526	augustus_masked-bow-b_s571-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.49&CDS=1-2097	YGL114W
2527	OG0002527	maker-bow-b_s571-augustus-gene-0.97-mRNA-1_1&gene=maker-bow-b_s571-augustus-gene-0.97&CDS=1-2073	YGL115W
2528	OG0002528	augustus_masked-bow-b_s571-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.52&CDS=1-468	YMR158W
2529	OG0002529	augustus_masked-bow-b_s571-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.36&CDS=1-732	YMR157C
2530	OG0002530	augustus_masked-bow-b_s571-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.53&CDS=1-732	YMR156C
2531	OG0002531	augustus_masked-bow-b_s571-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.37&CDS=1-669	YDL098C
2532	OG0002532	augustus_masked-bow-b_s571-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.55&CDS=1-5523	YDR159W
2533	OG0002533	augustus_masked-bow-b_s571-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.57&CDS=1-1095	YDR158W
2534	OG0002534	augustus_masked-bow-b_s571-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.39&CDS=1-1620	YML069W
2535	OG0002535	augustus_masked-bow-b_s571-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.41&CDS=1-1746	YLR152C
2536	OG0002536	augustus_masked-bow-b_s571-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.42&CDS=1-588	YDL072C
2537	OG0002537	augustus_masked-bow-b_s571-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.58&CDS=1-1836	YLR401C
2538	OG0002538	augustus_masked-bow-b_s571-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.43&CDS=1-2808	YLR409C
2539	OG0002539	augustus_masked-bow-b_s571-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.44&CDS=1-3189	YDL077C
2540	OG0002540	snap_masked-bow-b_s571-processed-gene-0.77-mRNA-1_1&gene=snap_masked-bow-b_s571-processed-gene-0.77&CDS=1-813	YLR407W
2541	OG0002541	augustus_masked-bow-b_s571-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.59&CDS=1-1128	YOR388C
2542	OG0002542	augustus_masked-bow-b_s571-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.60&CDS=1-780	YLL041C
2543	OG0002543	augustus_masked-bow-b_s571-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.61&CDS=1-1161	YGR234W
2544	OG0002544	augustus_masked-bow-b_s571-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-bow-b_s571-processed-gene-0.62&CDS=1-1068	YJR149W
2545	OG0002545	augustus_masked-bow-b_s573-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bow-b_s573-processed-gene-0.44&CDS=1-3672	YJR041C
2546	OG0002546	augustus_masked-bow-b_s573-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-bow-b_s573-processed-gene-0.45&CDS=1-375	YEL026W
2547	OG0002547	genemark-bow-b_s573-processed-gene-0.57-mRNA-1_1&gene=genemark-bow-b_s573-processed-gene-0.57&CDS=1-1998	YHR124W
2548	OG0002548	genemark-bow-b_s573-processed-gene-0.58-mRNA-1_1&gene=genemark-bow-b_s573-processed-gene-0.58&CDS=1-288	YBL026W
2549	OG0002549	genemark-bow-b_s573-processed-gene-0.74-mRNA-1_1&gene=genemark-bow-b_s573-processed-gene-0.74&CDS=1-1602	YBL020W
2550	OG0002550	augustus_masked-bow-b_s573-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bow-b_s573-processed-gene-0.35&CDS=1-756	YBL021C
2551	OG0002551	augustus_masked-bow-b_s573-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bow-b_s573-processed-gene-0.36&CDS=1-2103	YBL024W
2552	OG0002552	genemark-bow-b_s573-processed-gene-0.63-mRNA-1_1&gene=genemark-bow-b_s573-processed-gene-0.63&CDS=1-3396	YBL022C
2553	OG0002553	augustus_masked-bow-b_s581-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bow-b_s581-processed-gene-0.2&CDS=1-1593	YBL054W
2554	OG0002554	augustus_masked-bow-b_s581-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bow-b_s581-processed-gene-0.8&CDS=1-651	YBL057C
2555	OG0002555	maker-bow-b_s581-snap-gene-0.0-mRNA-1_1&gene=maker-bow-b_s581-snap-gene-0.0&CDS=1-1296	YGR229C
2556	OG0002556	augustus_masked-bow-b_s581-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bow-b_s581-processed-gene-0.11&CDS=1-1542	YGR227W
2557	OG0002557	maker-bow-b_s581-augustus-gene-0.25-mRNA-1_1&gene=maker-bow-b_s581-augustus-gene-0.25&CDS=1-1149	YGR225W
2558	OG0002558	augustus_masked-bow-b_s581-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bow-b_s581-processed-gene-0.6&CDS=1-1014	YGR163W
2559	OG0002559	augustus_masked-bow-b_s581-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bow-b_s581-processed-gene-0.7&CDS=1-909	YGR060W
2560	OG0002560	augustus_masked-bow-b_s586-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.19&CDS=1-1020	YJL180C
2561	OG0002561	augustus_masked-bow-b_s586-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.0&CDS=1-360	YJL179W
2562	OG0002562	augustus_masked-bow-b_s586-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.21&CDS=1-1914	YLR345W
2563	OG0002563	augustus_masked-bow-b_s586-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.1&CDS=1-681	YGR033C
2564	OG0002564	augustus_masked-bow-b_s586-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.23&CDS=1-1725	YLR343W
2565	OG0002565	augustus_masked-bow-b_s586-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.25&CDS=1-552	YMR138W
2566	OG0002566	augustus_masked-bow-b_s586-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.2&CDS=1-2310	YMR137C
2567	OG0002567	augustus_masked-bow-b_s586-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.3&CDS=1-981	YOL107W
2568	OG0002568	augustus_masked-bow-b_s586-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.4&CDS=1-1248	YJL183W
2569	OG0002569	augustus_masked-bow-b_s586-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.26&CDS=1-5649	YGR032W
2570	OG0002570	augustus_masked-bow-b_s586-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.27&CDS=1-1788	YGR054W
2571	OG0002571	augustus_masked-bow-b_s586-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.5&CDS=1-240	YNL138W-A
2572	OG0002572	snap_masked-bow-b_s586-processed-gene-0.145-mRNA-1_1&gene=snap_masked-bow-b_s586-processed-gene-0.145&CDS=1-3099	YIL115C
2573	OG0002573	augustus_masked-bow-b_s586-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.31&CDS=1-672	YLR051C
2574	OG0002574	augustus_masked-bow-b_s586-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.33&CDS=1-1488	YFL022C
2575	OG0002575	augustus_masked-bow-b_s586-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.34&CDS=1-1452	YFL018C
2576	OG0002576	genemark-bow-b_s586-processed-gene-0.91-mRNA-1_1&gene=genemark-bow-b_s586-processed-gene-0.91&CDS=1-972	YPL227C
2577	OG0002577	augustus_masked-bow-b_s586-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.37&CDS=1-1554	YPL228W
2578	OG0002578	augustus_masked-bow-b_s586-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.38&CDS=1-1233	YLR174W
2579	OG0002579	augustus_masked-bow-b_s586-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.39&CDS=1-1122	YCL055W
2580	OG0002580	augustus_masked-bow-b_s586-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.40&CDS=1-246	YCL057C-A
2581	OG0002581	maker-bow-b_s586-augustus-gene-0.169-mRNA-1_1&gene=maker-bow-b_s586-augustus-gene-0.169&CDS=1-3084	YHL007C
2582	OG0002582	augustus_masked-bow-b_s586-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.41&CDS=1-1755	YOR329C
2583	OG0002583	augustus_masked-bow-b_s586-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.9&CDS=1-1017	YDL144C
2584	OG0002584	augustus_masked-bow-b_s586-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.10&CDS=1-2004	YEL065W
2585	OG0002585	maker-bow-b_s586-augustus-gene-0.173-mRNA-1_1&gene=maker-bow-b_s586-augustus-gene-0.173&CDS=1-2055	YCR024C
2586	OG0002586	genemark-bow-b_s586-processed-gene-0.62-mRNA-1_1&gene=genemark-bow-b_s586-processed-gene-0.62&CDS=1-918	YFR025C
2587	OG0002587	augustus_masked-bow-b_s586-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.44&CDS=1-2061	YHR020W
2588	OG0002588	augustus_masked-bow-b_s586-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.12&CDS=1-2925	YHR018C
2589	OG0002589	augustus_masked-bow-b_s586-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.14&CDS=1-2046	YGR145W
2590	OG0002590	augustus_masked-bow-b_s586-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.45&CDS=1-696	YGL037C
2591	OG0002591	augustus_masked-bow-b_s586-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.46&CDS=1-1101	YGL038C
2592	OG0002592	augustus_masked-bow-b_s586-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.47&CDS=1-1845	YOR204W
2593	OG0002593	augustus_masked-bow-b_s586-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.49&CDS=1-1668	YEL042W
2594	OG0002594	snap_masked-bow-b_s586-processed-gene-0.126-mRNA-1_1&gene=snap_masked-bow-b_s586-processed-gene-0.126&CDS=1-2148	YDR217C
2595	OG0002595	augustus_masked-bow-b_s586-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bow-b_s586-processed-gene-0.50&CDS=1-1434	YLR142W
2596	OG0002596	snap_masked-bow-b_s587-processed-gene-0.13-mRNA-1_1&gene=snap_masked-bow-b_s587-processed-gene-0.13&CDS=1-3201	YBL060W
2597	OG0002597	augustus_masked-bow-b_s587-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bow-b_s587-processed-gene-0.8&CDS=1-621	YER094C
2598	OG0002598	augustus_masked-bow-b_s587-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bow-b_s587-processed-gene-0.12&CDS=1-285	YBL059C-A
2599	OG0002599	augustus_masked-bow-b_s587-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bow-b_s587-processed-gene-0.9&CDS=1-1191	YER178W
2600	OG0002600	genemark-bow-b_s587-processed-gene-0.3-mRNA-1_1&gene=genemark-bow-b_s587-processed-gene-0.3&CDS=1-6324	YER172C
2601	OG0002601	maker-bow-b_s6-snap-gene-0.3-mRNA-1_1&gene=maker-bow-b_s6-snap-gene-0.3&CDS=1-1422	YAR003W
2602	OG0002602	snap_masked-bow-b_s6-processed-gene-0.63-mRNA-1_1&gene=snap_masked-bow-b_s6-processed-gene-0.63&CDS=1-3738	YAL002W
2603	OG0002603	augustus_masked-bow-b_s6-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bow-b_s6-processed-gene-0.7&CDS=1-2691	YGL008C
2604	OG0002604	snap_masked-bow-b_s6-processed-gene-0.68-mRNA-1_1&gene=snap_masked-bow-b_s6-processed-gene-0.68&CDS=1-1377	YGL012W
2605	OG0002605	augustus_masked-bow-b_s6-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bow-b_s6-processed-gene-0.22&CDS=1-741	YGL011C
2606	OG0002606	genemark-bow-b_s6-processed-gene-0.39-mRNA-1_1&gene=genemark-bow-b_s6-processed-gene-0.39&CDS=1-1323	YGL194C
2607	OG0002607	augustus_masked-bow-b_s6-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bow-b_s6-processed-gene-0.12&CDS=1-1797	YMR036C
2608	OG0002608	augustus_masked-bow-b_s6-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bow-b_s6-processed-gene-0.23&CDS=1-2715	YKR009C
2609	OG0002609	augustus_masked-bow-b_s6-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bow-b_s6-processed-gene-0.13&CDS=1-2388	YBL011W
2610	OG0002610	augustus_masked-bow-b_s6-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bow-b_s6-processed-gene-0.24&CDS=1-2268	YDL164C
2611	OG0002611	augustus_masked-bow-b_s6-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bow-b_s6-processed-gene-0.14&CDS=1-1356	YMR033W
2612	OG0002612	augustus_masked-bow-b_s6-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bow-b_s6-processed-gene-0.16&CDS=1-462	YBL059W
2613	OG0002613	augustus_masked-bow-b_s6-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bow-b_s6-processed-gene-0.32&CDS=1-1803	YKL062W
2614	OG0002614	augustus_masked-bow-b_s6-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bow-b_s6-processed-gene-0.33&CDS=1-1260	YMR034C
2615	OG0002615	augustus_masked-bow-b_s606-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.34&CDS=1-669	YJR123W
2616	OG0002616	augustus_masked-bow-b_s606-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.55&CDS=1-1872	YNL125C
2617	OG0002617	augustus_masked-bow-b_s606-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.35&CDS=1-1284	YPR173C
2618	OG0002618	augustus_masked-bow-b_s606-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.57&CDS=1-324	YPR182W
2619	OG0002619	augustus_masked-bow-b_s606-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.36&CDS=1-1278	YLR459W
2620	OG0002620	augustus_masked-bow-b_s606-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.37&CDS=1-1119	YPR191W
2621	OG0002621	augustus_masked-bow-b_s606-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.38&CDS=1-468	YPR187W
2622	OG0002622	augustus_masked-bow-b_s606-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.59&CDS=1-648	YHR128W
2623	OG0002623	augustus_masked-bow-b_s606-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.60&CDS=1-441	YNL147W
2624	OG0002624	augustus_masked-bow-b_s606-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.40&CDS=1-717	YNL148C
2625	OG0002625	augustus_masked-bow-b_s606-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.41&CDS=1-393	YNL149C
2626	OG0002626	augustus_masked-bow-b_s606-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.42&CDS=1-1539	YPR137W
2627	OG0002627	augustus_masked-bow-b_s606-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.61&CDS=1-645	YNL151C
2628	OG0002628	augustus_masked-bow-b_s606-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.43&CDS=1-1533	YNL152W
2629	OG0002629	augustus_masked-bow-b_s606-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.44&CDS=1-654	YJL097W
2630	OG0002630	augustus_masked-bow-b_s606-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.45&CDS=1-552	YKR085C
2631	OG0002631	augustus_masked-bow-b_s606-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.62&CDS=1-1911	YIL144W
2632	OG0002632	augustus_masked-bow-b_s606-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.47&CDS=1-1128	YKR071C
2633	OG0002633	augustus_masked-bow-b_s606-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.63&CDS=1-1404	YPR065W
2634	OG0002634	augustus_masked-bow-b_s606-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.50&CDS=1-2022	YGR119C
2635	OG0002635	augustus_masked-bow-b_s606-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.51&CDS=1-3411	YKR086W
2636	OG0002636	genemark-bow-b_s606-processed-gene-0.98-mRNA-1_1&gene=genemark-bow-b_s606-processed-gene-0.98&CDS=1-858	YIL145C
2637	OG0002637	augustus_masked-bow-b_s606-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.52&CDS=1-1140	YOR084W
2638	OG0002638	augustus_masked-bow-b_s606-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.53&CDS=1-1050	YKR092C
2639	OG0002639	augustus_masked-bow-b_s606-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-bow-b_s606-processed-gene-0.54&CDS=1-2583	YIL143C
2640	OG0002640	genemark-bow-b_s607-processed-gene-0.60-mRNA-1_1&gene=genemark-bow-b_s607-processed-gene-0.60&CDS=1-1335	YOR023C
2641	OG0002641	augustus_masked-bow-b_s607-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.82&CDS=1-741	YDR472W
2642	OG0002642	augustus_masked-bow-b_s607-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.83&CDS=1-690	YHR013C
2643	OG0002643	augustus_masked-bow-b_s607-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.102&CDS=1-762	YOR145C
2644	OG0002644	augustus_masked-bow-b_s607-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.103&CDS=1-687	YOR148C
2645	OG0002645	snap_masked-bow-b_s607-processed-gene-0.3-mRNA-1_1&gene=snap_masked-bow-b_s607-processed-gene-0.3&CDS=1-2994	YOR144C
2646	OG0002646	augustus_masked-bow-b_s607-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.104&CDS=1-957	YDR392W
2647	OG0002647	augustus_masked-bow-b_s607-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.86&CDS=1-294	YDR469W
2648	OG0002648	augustus_masked-bow-b_s607-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.109&CDS=1-903	YJR142W
2649	OG0002649	augustus_masked-bow-b_s607-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.91&CDS=1-828	YLR290C
2650	OG0002650	augustus_masked-bow-b_s607-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.112&CDS=1-2766	YGL167C
2651	OG0002651	maker-bow-b_s607-snap-gene-0.125-mRNA-1_1&gene=maker-bow-b_s607-snap-gene-0.125&CDS=1-3138	YLL031C
2652	OG0002652	genemark-bow-b_s607-processed-gene-0.76-mRNA-1_1&gene=genemark-bow-b_s607-processed-gene-0.76&CDS=1-2175	YHR205W
