	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034967_Candida_freyschussii
2706	OG0002706	YML104C	augustus_masked-flattened_line_0-processed-gene-12.262-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.262&CDS=1-3999
2707	OG0002707	YML105C	genemark-flattened_line_0-processed-gene-12.166-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.166&CDS=1-768
2708	OG0002708	YML106W	genemark-flattened_line_0-processed-gene-12.121-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.121&CDS=1-660
2709	OG0002709	YML110C	genemark-flattened_line_8-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.33&CDS=1-882
2710	OG0002710	YML112W	genemark-flattened_line_66-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.54&CDS=1-774
2711	OG0002711	YML113W	snap_masked-flattened_line_8-processed-gene-3.152-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.152&CDS=1-600
2712	OG0002712	YML114C	augustus_masked-flattened_line_8-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.121&CDS=1-1485
2713	OG0002713	YML115C	maker-flattened_line_8-snap-gene-4.111-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-4.111&CDS=1-1605
2714	OG0002714	YML121W	genemark-flattened_line_10-processed-gene-4.153-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.153&CDS=1-912
2715	OG0002715	YML123C	genemark-flattened_line_14-processed-gene-3.117-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.117&CDS=1-1704
2716	OG0002716	YML125C	genemark-flattened_line_4-processed-gene-3.160-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.160&CDS=1-912
2717	OG0002717	YML126C	genemark-flattened_line_32-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.122&CDS=1-1341
2718	OG0002718	YML127W	genemark-flattened_line_32-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.121&CDS=1-1518
2719	OG0002719	YML128C	genemark-flattened_line_32-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.168&CDS=1-1638
2720	OG0002720	YML129C	genemark-flattened_line_32-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.167&CDS=1-174
2721	OG0002721	YML130C	genemark-flattened_line_36-processed-gene-0.289-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.289&CDS=1-1422
2722	OG0002722	YML131W	genemark-flattened_line_6-processed-gene-2.110-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.110&CDS=1-1116
2723	OG0002723	YMR001C	genemark-flattened_line_46-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.116&CDS=1-2079
2724	OG0002724	YMR002W	genemark-flattened_line_46-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.88&CDS=1-471
2725	OG0002725	YMR003W	genemark-flattened_line_46-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.89&CDS=1-879
2726	OG0002726	YMR004W	augustus_masked-flattened_line_46-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.6&CDS=1-1464
2727	OG0002727	YMR005W	genemark-flattened_line_46-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.91&CDS=1-1152
2728	OG0002728	YMR009W	genemark-flattened_line_2-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.70&CDS=1-525
2729	OG0002729	YMR010W	genemark-flattened_line_2-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.96&CDS=1-912
2730	OG0002730	YMR012W	genemark-flattened_line_4-processed-gene-2.140-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.140&CDS=1-3702
2731	OG0002731	YMR013C	genemark-flattened_line_4-processed-gene-4.76-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.76&CDS=1-1611
2732	OG0002732	YMR015C	genemark-flattened_line_40-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.115&CDS=1-1614
2733	OG0002733	YMR022W	genemark-flattened_line_4-processed-gene-2.139-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.139&CDS=1-504
2734	OG0002734	YMR023C	genemark-flattened_line_12-processed-gene-2.99-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.99&CDS=1-1488
2735	OG0002735	YMR024W	genemark-flattened_line_6-processed-gene-3.140-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.140&CDS=1-993
2736	OG0002736	YMR026C	genemark-flattened_line_40-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.112&CDS=1-1020
2737	OG0002737	YMR027W	genemark-flattened_line_34-processed-gene-0.236-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.236&CDS=1-1347
2738	OG0002738	YMR028W	genemark-flattened_line_34-processed-gene-0.288-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.288&CDS=1-1020
2739	OG0002739	YMR029C	snap_masked-flattened_line_4-processed-gene-2.34-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.34&CDS=1-1545
2740	OG0002740	YMR032W	snap_masked-flattened_line_71-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.5&CDS=1-1884
2741	OG0002741	YMR033W	genemark-flattened_line_71-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.40&CDS=1-1293
2742	OG0002742	YMR034C	genemark-flattened_line_71-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.39&CDS=1-1332
2743	OG0002743	YMR035W	genemark-flattened_line_71-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.50&CDS=1-465
2744	OG0002744	YMR036C	genemark-flattened_line_4-processed-gene-3.115-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.115&CDS=1-1800
2745	OG0002745	YMR038C	genemark-flattened_line_0-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.111&CDS=1-669
2746	OG0002746	YMR039C	genemark-flattened_line_0-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.113&CDS=1-276
2747	OG0002747	YMR041C	genemark-flattened_line_0-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.94&CDS=1-990
2748	OG0002748	YMR043W	genemark-flattened_line_4-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.127&CDS=1-642
2749	OG0002749	YMR044W	genemark-flattened_line_4-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.126&CDS=1-1302
2750	OG0002750	YMR048W	snap_masked-flattened_line_8-processed-gene-1.137-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.137&CDS=1-777
2751	OG0002751	YMR049C	genemark-flattened_line_10-processed-gene-2.148-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.148&CDS=1-2415
2752	OG0002752	YMR059W	genemark-flattened_line_10-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.10&CDS=1-429
2753	OG0002753	YMR060C	genemark-flattened_line_10-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.33&CDS=1-873
2754	OG0002754	YMR061W	genemark-flattened_line_10-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.11&CDS=1-2091
2755	OG0002755	YMR062C	maker-flattened_line_28-augustus-gene-0.206-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-0.206&CDS=1-6294
2756	OG0002756	YMR063W	genemark-flattened_line_20-processed-gene-3.263-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.263&CDS=1-2037
2757	OG0002757	YMR065W	genemark-flattened_line_2-processed-gene-6.1-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.1&CDS=1-1362
2758	OG0002758	YMR066W	snap_masked-flattened_line_20-processed-gene-3.121-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-3.121&CDS=1-2484
2759	OG0002759	YMR067C	genemark-flattened_line_2-processed-gene-8.203-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.203&CDS=1-1458
2760	OG0002760	YMR068W	genemark-flattened_line_12-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.6&CDS=1-1419
2761	OG0002761	YMR071C	genemark-flattened_line_20-processed-gene-3.250-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.250&CDS=1-501
2762	OG0002762	YMR073C	genemark-flattened_line_8-processed-gene-5.42-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.42&CDS=1-516
2763	OG0002763	YMR074C	maker-flattened_line_8-snap-gene-5.6-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-5.6&CDS=1-381
2764	OG0002764	YMR075W	genemark-flattened_line_28-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.108&CDS=1-2082
2765	OG0002765	YMR076C	genemark-flattened_line_28-processed-gene-0.161-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.161&CDS=1-3753
2766	OG0002766	YMR077C	genemark-flattened_line_0-processed-gene-3.90-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.90&CDS=1-639
2767	OG0002767	YMR078C	genemark-flattened_line_2-processed-gene-8.195-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.195&CDS=1-2079
2768	OG0002768	YMR079W	maker-flattened_line_2-snap-gene-8.1-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-8.1&CDS=1-906
2769	OG0002769	YMR080C	maker-flattened_line_2-augustus-gene-8.116-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-8.116&CDS=1-4233
2770	OG0002770	YMR086W	snap_masked-flattened_line_18-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.81&CDS=1-2199
2771	OG0002771	YMR087W	genemark-flattened_line_8-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.102&CDS=1-699
2772	OG0002772	YMR088C	genemark-flattened_line_8-processed-gene-5.91-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.91&CDS=1-1692
2773	OG0002773	YMR090W	genemark-flattened_line_12-processed-gene-4.164-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.164&CDS=1-693
2774	OG0002774	YMR091C	genemark-flattened_line_10-processed-gene-2.151-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.151&CDS=1-1329
2775	OG0002775	YMR092C	genemark-flattened_line_8-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.103&CDS=1-1749
2776	OG0002776	YMR093W	genemark-flattened_line_8-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.75&CDS=1-1485
2777	OG0002777	YMR097C	genemark-flattened_line_8-processed-gene-1.77-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.77&CDS=1-1050
2778	OG0002778	YMR098C	genemark-flattened_line_8-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.76&CDS=1-1749
2779	OG0002779	YMR099C	genemark-flattened_line_2-processed-gene-8.136-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.136&CDS=1-885
2780	OG0002780	YMR100W	genemark-flattened_line_18-processed-gene-3.245-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.245&CDS=1-2046
2781	OG0002781	YMR105C	genemark-flattened_line_10-processed-gene-2.153-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.153&CDS=1-1683
2782	OG0002782	YMR106C	genemark-flattened_line_8-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.73&CDS=1-1968
2783	OG0002783	YMR108W	genemark-flattened_line_18-processed-gene-2.75-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.75&CDS=1-2025
2784	OG0002784	YMR109W	genemark-flattened_line_40-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.169&CDS=1-3717
2785	OG0002785	YMR110C	genemark-flattened_line_2-processed-gene-7.142-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.142&CDS=1-1539
2786	OG0002786	YMR112C	maker-flattened_line_2-snap-gene-7.55-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-7.55&CDS=1-417
2787	OG0002787	YMR113W	genemark-flattened_line_2-processed-gene-5.60-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.60&CDS=1-1314
2788	OG0002788	YMR114C	genemark-flattened_line_2-processed-gene-7.123-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.123&CDS=1-1080
2789	OG0002789	YMR116C	genemark-flattened_line_2-processed-gene-7.141-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.141&CDS=1-939
2790	OG0002790	YMR117C	snap_masked-flattened_line_0-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.96&CDS=1-585
2791	OG0002791	YMR119W	snap_masked-flattened_line_6-processed-gene-2.161-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.161&CDS=1-1707
2792	OG0002792	YMR120C	genemark-flattened_line_36-processed-gene-0.295-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.295&CDS=1-1770
2793	OG0002793	YMR121C	augustus_masked-flattened_line_36-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.93&CDS=1-627
2794	OG0002794	YMR123W	genemark-flattened_line_36-processed-gene-0.298-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.298&CDS=1-339
2795	OG0002795	YMR125W	genemark-flattened_line_36-processed-gene-0.256-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.256&CDS=1-2604
2796	OG0002796	YMR126C	augustus_masked-flattened_line_10-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.81&CDS=1-969
2797	OG0002797	YMR127C	augustus_masked-flattened_line_10-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.82&CDS=1-987
2798	OG0002798	YMR128W	genemark-flattened_line_10-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.18&CDS=1-3768
2799	OG0002799	YMR129W	genemark-flattened_line_10-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.20&CDS=1-3879
2800	OG0002800	YMR130W	genemark-flattened_line_10-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.14&CDS=1-822
2801	OG0002801	YMR131C	genemark-flattened_line_6-processed-gene-5.79-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.79&CDS=1-1512
2802	OG0002802	YMR132C	genemark-flattened_line_0-processed-gene-3.60-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.60&CDS=1-660
2803	OG0002803	YMR134W	snap_masked-flattened_line_36-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.178&CDS=1-537
2804	OG0002804	YMR135C	genemark-flattened_line_36-processed-gene-0.225-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.225&CDS=1-762
2805	OG0002805	YMR137C	genemark-flattened_line_16-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.139&CDS=1-1413
2806	OG0002806	YMR139W	genemark-flattened_line_16-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.149&CDS=1-969
2807	OG0002807	YMR140W	genemark-flattened_line_6-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.79&CDS=1-1281
2808	OG0002808	YMR146C	genemark-flattened_line_0-processed-gene-9.140-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.140&CDS=1-1032
2809	OG0002809	YMR149W	genemark-flattened_line_20-processed-gene-2.38-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.38&CDS=1-810
2810	OG0002810	YMR152W	genemark-flattened_line_36-processed-gene-0.258-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.258&CDS=1-1050
2811	OG0002811	YMR154C	genemark-flattened_line_12-processed-gene-4.167-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.167&CDS=1-2133
2812	OG0002812	YMR155W	genemark-flattened_line_12-processed-gene-4.127-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.127&CDS=1-1542
2813	OG0002813	YMR156C	genemark-flattened_line_0-processed-gene-9.143-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.143&CDS=1-696
2814	OG0002814	YMR158W	genemark-flattened_line_0-processed-gene-9.167-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.167&CDS=1-471
2815	OG0002815	YMR161W	genemark-flattened_line_14-processed-gene-4.39-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.39&CDS=1-1008
2816	OG0002816	YMR162C	genemark-flattened_line_44-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.54&CDS=1-4650
2817	OG0002817	YMR165C	genemark-flattened_line_10-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.95&CDS=1-2085
2818	OG0002818	YMR166C	genemark-flattened_line_14-processed-gene-4.81-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.81&CDS=1-984
2819	OG0002819	YMR167W	genemark-flattened_line_14-processed-gene-4.37-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.37&CDS=1-2088
2820	OG0002820	YMR178W	genemark-flattened_line_10-processed-gene-4.133-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.133&CDS=1-792
2821	OG0002821	YMR179W	maker-flattened_line_4-snap-gene-1.66-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.66&CDS=1-2076
2822	OG0002822	YMR184W	genemark-flattened_line_2-processed-gene-8.177-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.177&CDS=1-507
2823	OG0002823	YMR185W	genemark-flattened_line_26-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.105&CDS=1-2712
2824	OG0002824	YMR186W	genemark-flattened_line_18-processed-gene-2.61-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.61&CDS=1-2112
2825	OG0002825	YMR188C	genemark-flattened_line_8-processed-gene-4.87-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.87&CDS=1-1917
2826	OG0002826	YMR189W	genemark-flattened_line_0-processed-gene-3.99-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.99&CDS=1-3093
2827	OG0002827	YMR190C	genemark-flattened_line_0-processed-gene-3.101-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.101&CDS=1-4158
2828	OG0002828	YMR191W	snap_masked-flattened_line_0-processed-gene-3.39-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.39&CDS=1-1149
2829	OG0002829	YMR193W	genemark-flattened_line_0-processed-gene-3.95-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.95&CDS=1-777
2830	OG0002830	YMR196W	genemark-flattened_line_20-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.74&CDS=1-3135
2831	OG0002831	YMR197C	augustus_masked-flattened_line_20-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.172&CDS=1-666
2832	OG0002832	YMR200W	maker-flattened_line_0-augustus-gene-1.63-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.63&CDS=1-846
2833	OG0002833	YMR201C	genemark-flattened_line_20-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.100&CDS=1-1044
2834	OG0002834	YMR202W	augustus_masked-flattened_line_4-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.100&CDS=1-1266
2835	OG0002835	YMR203W	genemark-flattened_line_4-processed-gene-2.150-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.150&CDS=1-1158
2836	OG0002836	YMR208W	genemark-flattened_line_20-processed-gene-2.16-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.16&CDS=1-1263
2837	OG0002837	YMR209C	genemark-flattened_line_20-processed-gene-2.15-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.15&CDS=1-1008
2838	OG0002838	YMR211W	genemark-flattened_line_2-processed-gene-2.81-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.81&CDS=1-1398
2839	OG0002839	YMR212C	genemark-flattened_line_2-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.102&CDS=1-2307
2840	OG0002840	YMR213W	genemark-flattened_line_2-processed-gene-2.78-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.78&CDS=1-1998
2841	OG0002841	YMR214W	snap_masked-flattened_line_2-processed-gene-2.161-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.161&CDS=1-1116
2842	OG0002842	YMR215W	genemark-flattened_line_2-processed-gene-5.93-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.93&CDS=1-1509
2843	OG0002843	YMR217W	genemark-flattened_line_20-processed-gene-2.44-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.44&CDS=1-1578
2844	OG0002844	YMR218C	genemark-flattened_line_14-processed-gene-3.133-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.133&CDS=1-3525
2845	OG0002845	YMR221C	genemark-flattened_line_0-processed-gene-11.92-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.92&CDS=1-1515
2846	OG0002846	YMR223W	genemark-flattened_line_18-processed-gene-3.252-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.252&CDS=1-1536
2847	OG0002847	YMR224C	genemark-flattened_line_48-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.2&CDS=1-2040
2848	OG0002848	YMR225C	genemark-flattened_line_0-processed-gene-11.97-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.97&CDS=1-285
2849	OG0002849	YMR227C	genemark-flattened_line_4-processed-gene-5.34-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.34&CDS=1-1386
2850	OG0002850	YMR228W	genemark-flattened_line_4-processed-gene-5.8-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.8&CDS=1-999
2851	OG0002851	YMR229C	genemark-flattened_line_28-processed-gene-0.144-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.144&CDS=1-5100
2852	OG0002852	YMR231W	genemark-flattened_line_2-processed-gene-8.182-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.182&CDS=1-2886
2853	OG0002853	YMR232W	genemark-flattened_line_2-processed-gene-8.229-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.229&CDS=1-1908
2854	OG0002854	YMR233W	genemark-flattened_line_2-processed-gene-8.228-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.228&CDS=1-678
2855	OG0002855	YMR234W	maker-flattened_line_12-snap-gene-4.214-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-4.214&CDS=1-1164
2856	OG0002856	YMR235C	genemark-flattened_line_2-processed-gene-8.156-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.156&CDS=1-1242
2857	OG0002857	YMR239C	maker-flattened_line_34-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-0.3&CDS=1-2781
2858	OG0002858	YMR241W	genemark-flattened_line_16-processed-gene-3.214-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.214&CDS=1-915
2859	OG0002859	YMR243C	genemark-flattened_line_38-processed-gene-0.201-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.201&CDS=1-1317
2860	OG0002860	YMR244C-A	genemark-flattened_line_10-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.21&CDS=1-312
2861	OG0002861	YMR244W	genemark-flattened_line_12-processed-gene-2.129-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.129&CDS=1-1029
2862	OG0002862	YMR247C	genemark-flattened_line_10-processed-gene-2.129-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.129&CDS=1-4527
2863	OG0002863	YMR250W	genemark-flattened_line_2-processed-gene-2.99-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.99&CDS=1-1629
2864	OG0002864	YMR252C	genemark-flattened_line_0-processed-gene-9.161-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.161&CDS=1-339
2865	OG0002865	YMR256C	augustus_masked-flattened_line_14-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.22&CDS=1-201
2866	OG0002866	YMR258C	maker-flattened_line_14-snap-gene-2.58-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-2.58&CDS=1-2454
2867	OG0002867	YMR259C	maker-flattened_line_32-augustus-gene-0.214-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-0.214&CDS=1-5730
2868	OG0002868	YMR260C	genemark-flattened_line_66-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.38&CDS=1-453
2869	OG0002869	YMR262W	genemark-flattened_line_66-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.53&CDS=1-948
2870	OG0002870	YMR264W	genemark-flattened_line_28-processed-gene-0.158-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.158&CDS=1-570
2871	OG0002871	YMR265C	genemark-flattened_line_28-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.105&CDS=1-1293
2872	OG0002872	YMR268C	genemark-flattened_line_0-processed-gene-12.123-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.123&CDS=1-2787
2873	OG0002873	YMR272C	genemark-flattened_line_0-processed-gene-12.120-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.120&CDS=1-1122
2874	OG0002874	YMR276W	genemark-flattened_line_8-processed-gene-4.50-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.50&CDS=1-1188
2875	OG0002875	YMR277W	genemark-flattened_line_8-processed-gene-4.52-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.52&CDS=1-2145
2876	OG0002876	YMR278W	genemark-flattened_line_8-processed-gene-4.53-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.53&CDS=1-1767
2877	OG0002877	YMR280C	genemark-flattened_line_8-processed-gene-4.74-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.74&CDS=1-2940
2878	OG0002878	YMR281W	genemark-flattened_line_73-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.13&CDS=1-837
2879	OG0002879	YMR283C	genemark-flattened_line_0-processed-gene-12.148-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.148&CDS=1-1281
