	OrthologID	Saccharomyces_cerevisiae	Scheffersomyces_stipitis
3025	OG0003025	YNL305C	snap_masked-chr_6.1-processed-gene-10.88-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-10.88&CDS=1-756
3026	OG0003026	YNL306W	snap_masked-chr_5.1-processed-gene-4.35-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-4.35&CDS=1-642
3027	OG0003027	YNL307C	snap_masked-chr_5.1-processed-gene-4.20-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-4.20&CDS=1-1116
3028	OG0003028	YNL308C	snap_masked-chr_8.1-processed-gene-2.69-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-2.69&CDS=1-1719
3029	OG0003029	YNL312W	snap_masked-chr_6.1-processed-gene-15.84-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-15.84&CDS=1-741
3030	OG0003030	YNL313C	augustus_masked-chr_5.1-processed-gene-14.44-mRNA-1_1&gene=augustus_masked-chr_5.1-processed-gene-14.44&CDS=1-5970
3031	OG0003031	YNL315C	maker-chr_5.1-augustus-gene-16.164-mRNA-1_1&gene=maker-chr_5.1-augustus-gene-16.164&CDS=1-1524
3032	OG0003032	YNL316C	maker-chr_8.1-snap-gene-2.104-mRNA-1_1&gene=maker-chr_8.1-snap-gene-2.104&CDS=1-996
3033	OG0003033	YNL317W	snap_masked-chr_1.1-processed-gene-8.27-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-8.27&CDS=1-1662
3034	OG0003034	YNL320W	snap_masked-chr_1.2-processed-gene-12.14-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-12.14&CDS=1-912
3035	OG0003035	YNL321W	snap_masked-chr_1.2-processed-gene-12.23-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-12.23&CDS=1-3222
3036	OG0003036	YNL323W	snap_masked-chr_1.1-processed-gene-13.105-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-13.105&CDS=1-1317
3037	OG0003037	YNL325C	snap_masked-chr_6.1-processed-gene-9.90-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-9.90&CDS=1-2916
3038	OG0003038	YNL328C	snap_masked-chr_4.1-processed-gene-16.100-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-16.100&CDS=1-435
3039	OG0003039	YNL329C	snap_masked-chr_4.1-processed-gene-17.3-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-17.3&CDS=1-3534
3040	OG0003040	YNL330C	snap_masked-chr_1.2-processed-gene-6.96-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-6.96&CDS=1-1692
3041	OG0003041	YNR001C	maker-chr_8.1-snap-gene-7.131-mRNA-1_1&gene=maker-chr_8.1-snap-gene-7.131&CDS=1-1398
3042	OG0003042	YNR003C	snap_masked-chr_4.1-processed-gene-6.28-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-6.28&CDS=1-966
3043	OG0003043	YNR006W	snap_masked-chr_6.1-processed-gene-5.17-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-5.17&CDS=1-2451
3044	OG0003044	YNR007C	snap_masked-chr_6.1-processed-gene-5.23-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-5.23&CDS=1-954
3045	OG0003045	YNR008W	snap_masked-chr_6.1-processed-gene-5.24-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-5.24&CDS=1-2040
3046	OG0003046	YNR011C	snap_masked-chr_2.1-processed-gene-18.117-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-18.117&CDS=1-2676
3047	OG0003047	YNR012W	snap_masked-chr_2.1-processed-gene-18.94-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-18.94&CDS=1-1527
3048	OG0003048	YNR013C	snap_masked-chr_4.1-processed-gene-16.91-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-16.91&CDS=1-2598
3049	OG0003049	YNR015W	augustus_masked-chr_4.1-processed-gene-13.34-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-13.34&CDS=1-1191
3050	OG0003050	YNR016C	snap_masked-chr_1.2-processed-gene-0.9-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-0.9&CDS=1-6672
3051	OG0003051	YNR017W	snap_masked-chr_4.1-processed-gene-13.103-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-13.103&CDS=1-630
3052	OG0003052	YNR019W	snap_masked-chr_6.1-processed-gene-14.40-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-14.40&CDS=1-1803
3053	OG0003053	YNR020C	genemark-chr_6.1-processed-gene-14.124-mRNA-1_1&gene=genemark-chr_6.1-processed-gene-14.124&CDS=1-720
3054	OG0003054	YNR021W	snap_masked-chr_6.1-processed-gene-14.21-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-14.21&CDS=1-1128
3055	OG0003055	YNR022C	snap_masked-chr_6.1-processed-gene-14.42-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-14.42&CDS=1-720
3056	OG0003056	YNR023W	snap_masked-chr_6.1-processed-gene-15.83-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-15.83&CDS=1-1392
3057	OG0003057	YNR027W	augustus_masked-chr_5.1-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-chr_5.1-processed-gene-4.95&CDS=1-921
3058	OG0003058	YNR029C	augustus_masked-chr_3.1-processed-gene-17.41-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-17.41&CDS=1-2715
3059	OG0003059	YNR030W	snap_masked-chr_3.1-processed-gene-17.121-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-17.121&CDS=1-1935
3060	OG0003060	YNR032C-A	snap_masked-chr_1.1-processed-gene-3.91-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-3.91&CDS=1-219
3061	OG0003061	YNR032W	augustus_masked-chr_1.1-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-3.17&CDS=1-1203
3062	OG0003062	YNR033W	snap_masked-chr_1.1-processed-gene-4.62-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-4.62&CDS=1-2307
3063	OG0003063	YNR035C	snap_masked-chr_1.1-processed-gene-9.35-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-9.35&CDS=1-1020
3064	OG0003064	YNR036C	snap_masked-chr_1.1-processed-gene-9.22-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-9.22&CDS=1-531
3065	OG0003065	YNR037C	snap_masked-chr_3.1-processed-gene-16.115-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-16.115&CDS=1-270
3066	OG0003066	YNR038W	snap_masked-chr_3.1-processed-gene-16.97-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-16.97&CDS=1-1929
3067	OG0003067	YNR039C	snap_masked-chr_1.1-processed-gene-3.81-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-3.81&CDS=1-2028
3068	OG0003068	YNR041C	snap_masked-chr_1.2-processed-gene-12.54-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-12.54&CDS=1-1206
3069	OG0003069	YNR043W	snap_masked-chr_7.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-0.48&CDS=1-1161
3070	OG0003070	YNR046W	snap_masked-chr_4.1-processed-gene-12.90-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-12.90&CDS=1-387
3071	OG0003071	YNR049C	augustus_masked-chr_2.1-processed-gene-23.64-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-23.64&CDS=1-744
3072	OG0003072	YNR050C	snap_masked-chr_2.1-processed-gene-21.86-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-21.86&CDS=1-1332
3073	OG0003073	YNR052C	snap_masked-chr_3.1-processed-gene-7.31-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-7.31&CDS=1-1455
3074	OG0003074	YNR053C	maker-chr_3.1-snap-gene-7.1-mRNA-1_1&gene=maker-chr_3.1-snap-gene-7.1&CDS=1-1602
3075	OG0003075	YNR054C	snap_masked-chr_5.1-processed-gene-6.103-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-6.103&CDS=1-1041
3076	OG0003076	YNR055C	augustus_masked-chr_2.1-processed-gene-16.65-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-16.65&CDS=1-1725
3077	OG0003077	YNR057C	snap_masked-chr_8.1-processed-gene-8.38-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.38&CDS=1-651
3078	OG0003078	YNR058W	maker-chr_1.1-augustus-gene-3.95-mRNA-1_1&gene=maker-chr_1.1-augustus-gene-3.95&CDS=1-2523
3079	OG0003079	YNR064C	augustus_masked-chr_1.2-processed-gene-8.106-mRNA-1_1&gene=augustus_masked-chr_1.2-processed-gene-8.106&CDS=1-939
3080	OG0003080	YNR067C	snap_masked-chr_3.1-processed-gene-6.118-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-6.118&CDS=1-3219
3081	OG0003081	YOL001W	snap_masked-chr_3.1-processed-gene-7.24-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-7.24&CDS=1-1719
3082	OG0003082	YOL002C	snap_masked-chr_1.1-processed-gene-12.79-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-12.79&CDS=1-1017
3083	OG0003083	YOL003C	augustus_masked-chr_6.1-processed-gene-12.57-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-12.57&CDS=1-936
3084	OG0003084	YOL004W	snap_masked-chr_6.1-processed-gene-5.41-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-5.41&CDS=1-4128
3085	OG0003085	YOL005C	snap_masked-chr_6.1-processed-gene-5.28-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-5.28&CDS=1-366
3086	OG0003086	YOL006C	snap_masked-chr_5.1-processed-gene-2.113-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-2.113&CDS=1-2340
3087	OG0003087	YOL008W	snap_masked-chr_5.1-processed-gene-6.80-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-6.80&CDS=1-609
3088	OG0003088	YOL010W	snap_masked-chr_6.1-processed-gene-15.118-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-15.118&CDS=1-1095
3089	OG0003089	YOL012C	genemark-chr_1.2-processed-gene-3.103-mRNA-1_1&gene=genemark-chr_1.2-processed-gene-3.103&CDS=1-396
3090	OG0003090	YOL013C	snap_masked-chr_6.1-processed-gene-10.74-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-10.74&CDS=1-1959
3091	OG0003091	YOL016C	snap_masked-chr_4.1-processed-gene-14.76-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-14.76&CDS=1-1395
3092	OG0003092	YOL018C	augustus_masked-chr_4.1-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-7.39&CDS=1-1074
3093	OG0003093	YOL021C	snap_masked-chr_1.2-processed-gene-9.100-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-9.100&CDS=1-2967
3094	OG0003094	YOL022C	snap_masked-chr_6.1-processed-gene-12.37-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-12.37&CDS=1-1350
3095	OG0003095	YOL023W	snap_masked-chr_6.1-processed-gene-12.38-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-12.38&CDS=1-2316
3096	OG0003096	YOL026C	snap_masked-chr_8.1-processed-gene-5.28-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-5.28&CDS=1-564
3097	OG0003097	YOL027C	snap_masked-chr_1.1-processed-gene-7.34-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-7.34&CDS=1-1491
3098	OG0003098	YOL030W	snap_masked-chr_2.1-processed-gene-26.52-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-26.52&CDS=1-1353
3099	OG0003099	YOL031C	snap_masked-chr_3.1-processed-gene-16.108-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-16.108&CDS=1-1287
3100	OG0003100	YOL032W	snap_masked-chr_3.1-processed-gene-16.110-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-16.110&CDS=1-624
3101	OG0003101	YOL033W	snap_masked-chr_3.1-processed-gene-1.12-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-1.12&CDS=1-1596
3102	OG0003102	YOL034W	snap_masked-chr_3.1-processed-gene-1.36-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-1.36&CDS=1-3279
3103	OG0003103	YOL038W	snap_masked-chr_8.1-processed-gene-5.6-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-5.6&CDS=1-747
3104	OG0003104	YOL040C	snap_masked-chr_1.2-processed-gene-4.20-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-4.20&CDS=1-426
3105	OG0003105	YOL041C	snap_masked-chr_4.1-processed-gene-4.35-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-4.35&CDS=1-1401
3106	OG0003106	YOL048C	snap_masked-chr_3.1-processed-gene-16.87-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-16.87&CDS=1-720
3107	OG0003107	YOL049W	snap_masked-chr_3.1-processed-gene-16.107-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-16.107&CDS=1-1473
3108	OG0003108	YOL052C	snap_masked-chr_7.1-processed-gene-8.75-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-8.75&CDS=1-1323
3109	OG0003109	YOL054W	snap_masked-chr_8.1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-2.73&CDS=1-942
3110	OG0003110	YOL057W	snap_masked-chr_3.1-processed-gene-6.129-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-6.129&CDS=1-2079
3111	OG0003111	YOL058W	snap_masked-chr_1.2-processed-gene-0.25-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-0.25&CDS=1-1248
3112	OG0003112	YOL060C	snap_masked-chr_7.1-processed-gene-1.33-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-1.33&CDS=1-2139
3113	OG0003113	YOL061W	snap_masked-chr_5.1-processed-gene-10.111-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-10.111&CDS=1-1353
3114	OG0003114	YOL062C	snap_masked-chr_5.1-processed-gene-10.110-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-10.110&CDS=1-1431
3115	OG0003115	YOL064C	snap_masked-chr_5.1-processed-gene-1.25-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-1.25&CDS=1-1095
3116	OG0003116	YOL065C	snap_masked-chr_7.1-processed-gene-7.30-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-7.30&CDS=1-1371
3117	OG0003117	YOL066C	snap_masked-chr_7.1-processed-gene-7.14-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-7.14&CDS=1-1755
3118	OG0003118	YOL067C	snap_masked-chr_1.2-processed-gene-7.102-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-7.102&CDS=1-843
3119	OG0003119	YOL069W	snap_masked-chr_7.1-processed-gene-6.35-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-6.35&CDS=1-1581
3120	OG0003120	YOL070C	snap_masked-chr_7.1-processed-gene-6.7-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-6.7&CDS=1-1845
3121	OG0003121	YOL071W	snap_masked-chr_1.2-processed-gene-7.100-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-7.100&CDS=1-447
3122	OG0003122	YOL072W	snap_masked-chr_2.1-processed-gene-17.29-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-17.29&CDS=1-1371
3123	OG0003123	YOL073C	augustus_masked-chr_8.1-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-chr_8.1-processed-gene-1.26&CDS=1-1035
3124	OG0003124	YOL076W	snap_masked-chr_1.1-processed-gene-6.99-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-6.99&CDS=1-2439
3125	OG0003125	YOL077C	snap_masked-chr_1.2-processed-gene-9.85-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-9.85&CDS=1-864
3126	OG0003126	YOL077W-A	snap_masked-chr_1.2-processed-gene-9.84-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-9.84&CDS=1-204
3127	OG0003127	YOL078W	snap_masked-chr_1.2-processed-gene-9.98-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-9.98&CDS=1-3033
3128	OG0003128	YOL080C	snap_masked-chr_1.2-processed-gene-9.97-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-9.97&CDS=1-813
3129	OG0003129	YOL084W	snap_masked-chr_4.1-processed-gene-10.28-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-10.28&CDS=1-2685
3130	OG0003130	YOL086W-A	snap_masked-chr_1.2-processed-gene-9.106-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-9.106&CDS=1-321
3131	OG0003131	YOL087C	snap_masked-chr_1.2-processed-gene-9.91-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-9.91&CDS=1-3387
3132	OG0003132	YOL090W	augustus_masked-chr_7.1-processed-gene-10.37-mRNA-1_1&gene=augustus_masked-chr_7.1-processed-gene-10.37&CDS=1-2997
3133	OG0003133	YOL094C	maker-chr_1.2-snap-gene-12.65-mRNA-1_1&gene=maker-chr_1.2-snap-gene-12.65&CDS=1-1806
3134	OG0003134	YOL095C	augustus_masked-chr_1.2-processed-gene-12.161-mRNA-1_1&gene=augustus_masked-chr_1.2-processed-gene-12.161&CDS=1-2592
3135	OG0003135	YOL096C	augustus_masked-chr_5.1-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-chr_5.1-processed-gene-4.100&CDS=1-1023
3136	OG0003136	YOL097C	snap_masked-chr_1.2-processed-gene-9.82-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-9.82&CDS=1-1272
3137	OG0003137	YOL098C	snap_masked-chr_6.1-processed-gene-13.98-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-13.98&CDS=1-3147
3138	OG0003138	YOL102C	maker-chr_2.1-augustus-gene-6.47-mRNA-1_1&gene=maker-chr_2.1-augustus-gene-6.47&CDS=1-1020
3139	OG0003139	YOL107W	snap_masked-chr_3.1-processed-gene-4.39-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-4.39&CDS=1-1038
3140	OG0003140	YOL111C	snap_masked-chr_7.1-processed-gene-7.11-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-7.11&CDS=1-645
3141	OG0003141	YOL114C	maker-chr_1.1-snap-gene-11.41-mRNA-1_1&gene=maker-chr_1.1-snap-gene-11.41&CDS=1-558
3142	OG0003142	YOL122C	snap_masked-chr_6.1-processed-gene-15.89-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-15.89&CDS=1-1593
3143	OG0003143	YOL123W	augustus_masked-chr_8.1-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-chr_8.1-processed-gene-1.25&CDS=1-1443
3144	OG0003144	YOL124C	snap_masked-chr_8.1-processed-gene-1.74-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-1.74&CDS=1-1311
3145	OG0003145	YOL125W	snap_masked-chr_6.1-processed-gene-9.84-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-9.84&CDS=1-1347
3146	OG0003146	YOL127W	maker-chr_5.1-snap-gene-4.47-mRNA-1_1&gene=maker-chr_5.1-snap-gene-4.47&CDS=1-465
3147	OG0003147	YOL129W	maker-chr_5.1-augustus-gene-4.1-mRNA-1_1&gene=maker-chr_5.1-augustus-gene-4.1&CDS=1-1614
3148	OG0003148	YOL132W	augustus_masked-chr_4.1-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-1.84&CDS=1-1512
3149	OG0003149	YOL133W	augustus_masked-chr_8.1-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-chr_8.1-processed-gene-2.44&CDS=1-363
3150	OG0003150	YOL135C	snap_masked-chr_8.1-processed-gene-2.92-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-2.92&CDS=1-771
3151	OG0003151	YOL136C	snap_masked-chr_1.1-processed-gene-9.4-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-9.4&CDS=1-1122
3152	OG0003152	YOL137W	augustus_masked-chr_1.1-processed-gene-20.129-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-20.129&CDS=1-1515
3153	OG0003153	YOL138C	augustus_masked-chr_1.2-processed-gene-12.168-mRNA-1_1&gene=augustus_masked-chr_1.2-processed-gene-12.168&CDS=1-3975
3154	OG0003154	YOL139C	snap_masked-chr_1.2-processed-gene-12.45-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-12.45&CDS=1-990
3155	OG0003155	YOL140W	augustus_masked-chr_1.1-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-3.16&CDS=1-1356
3156	OG0003156	YOL141W	snap_masked-chr_1.1-processed-gene-8.8-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-8.8&CDS=1-2076
3157	OG0003157	YOL142W	snap_masked-chr_1.1-processed-gene-8.7-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-8.7&CDS=1-780
3158	OG0003158	YOL143C	snap_masked-chr_1.1-processed-gene-10.40-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-10.40&CDS=1-489
3159	OG0003159	YOL144W	snap_masked-chr_4.1-processed-gene-5.132-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-5.132&CDS=1-1995
3160	OG0003160	YOL145C	snap_masked-chr_5.1-processed-gene-15.13-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-15.13&CDS=1-3360
3161	OG0003161	YOL146W	snap_masked-chr_5.1-processed-gene-15.33-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-15.33&CDS=1-525
3162	OG0003162	YOL147C	snap_masked-chr_4.1-processed-gene-5.133-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-5.133&CDS=1-699
3163	OG0003163	YOL148C	snap_masked-chr_1.1-processed-gene-11.11-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-11.11&CDS=1-2361
3164	OG0003164	YOL149W	snap_masked-chr_1.1-processed-gene-11.2-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-11.2&CDS=1-546
3165	OG0003165	YOL152W	snap_masked-chr_8.1-processed-gene-8.34-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.34&CDS=1-1836
3166	OG0003166	YOL154W	snap_masked-chr_7.1-processed-gene-10.135-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-10.135&CDS=1-1248
3167	OG0003167	YOR001W	snap_masked-chr_1.1-processed-gene-12.82-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-12.82&CDS=1-2376
3168	OG0003168	YOR002W	snap_masked-chr_2.1-processed-gene-14.89-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-14.89&CDS=1-1557
3169	OG0003169	YOR004W	snap_masked-chr_3.1-processed-gene-3.90-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-3.90&CDS=1-774
3170	OG0003170	YOR005C	snap_masked-chr_2.1-processed-gene-5.31-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-5.31&CDS=1-2853
3171	OG0003171	YOR006C	snap_masked-chr_2.1-processed-gene-5.9-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-5.9&CDS=1-1119
3172	OG0003172	YOR007C	snap_masked-chr_2.1-processed-gene-5.12-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-5.12&CDS=1-1089
3173	OG0003173	YOR014W	maker-chr_5.1-snap-gene-11.1-mRNA-1_1&gene=maker-chr_5.1-snap-gene-11.1&CDS=1-3630
3174	OG0003174	YOR017W	snap_masked-chr_1.1-processed-gene-9.5-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-9.5&CDS=1-2376
3175	OG0003175	YOR018W	snap_masked-chr_4.1-processed-gene-7.76-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-7.76&CDS=1-2505
3176	OG0003176	YOR021C	snap_masked-chr_2.1-processed-gene-5.1-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-5.1&CDS=1-621
3177	OG0003177	YOR022C	snap_masked-chr_2.1-processed-gene-4.29-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-4.29&CDS=1-2319
3178	OG0003178	YOR023C	snap_masked-chr_1.2-processed-gene-11.39-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-11.39&CDS=1-1518
3179	OG0003179	YOR025W	snap_masked-chr_7.1-processed-gene-6.20-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-6.20&CDS=1-1365
3180	OG0003180	YOR026W	augustus_masked-chr_3.1-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-3.45&CDS=1-1098
3181	OG0003181	YOR027W	snap_masked-chr_7.1-processed-gene-7.8-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-7.8&CDS=1-1782
3182	OG0003182	YOR032C	snap_masked-chr_5.1-processed-gene-1.2-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-1.2&CDS=1-2721
3183	OG0003183	YOR035C	snap_masked-chr_2.1-processed-gene-4.12-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-4.12&CDS=1-2484
3184	OG0003184	YOR036W	augustus_masked-chr_5.1-processed-gene-8.119-mRNA-1_1&gene=augustus_masked-chr_5.1-processed-gene-8.119&CDS=1-837
3185	OG0003185	YOR037W	snap_masked-chr_5.1-processed-gene-8.29-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-8.29&CDS=1-1641
3186	OG0003186	YOR038C	snap_masked-chr_5.1-processed-gene-8.43-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-8.43&CDS=1-3306
3187	OG0003187	YOR039W	snap_masked-chr_5.1-processed-gene-8.30-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-8.30&CDS=1-759
3188	OG0003188	YOR042W	snap_masked-chr_1.1-processed-gene-11.35-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-11.35&CDS=1-1098
3189	OG0003189	YOR043W	snap_masked-chr_5.1-processed-gene-16.145-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-16.145&CDS=1-1071
3190	OG0003190	YOR045W	augustus_masked-chr_1.2-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-chr_1.2-processed-gene-2.66&CDS=1-693
3191	OG0003191	YOR046C	snap_masked-chr_1.2-processed-gene-2.7-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-2.7&CDS=1-1572
3192	OG0003192	YOR048C	snap_masked-chr_1.1-processed-gene-13.116-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-13.116&CDS=1-3162
3193	OG0003193	YOR051C	augustus_masked-chr_4.1-processed-gene-17.125-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-17.125&CDS=1-1320
3194	OG0003194	YOR052C	augustus_masked-chr_4.1-processed-gene-17.144-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-17.144&CDS=1-519
3195	OG0003195	YOR056C	snap_masked-chr_2.1-processed-gene-19.16-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-19.16&CDS=1-1443
