	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034613_Saturnispora_serradocipensis
2498	OG0002498	YNL041C	snap_masked-flattened_line_98-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.28&CDS=1-2538
2499	OG0002499	YNL042W	genemark-flattened_line_98-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.75&CDS=1-1179
2500	OG0002500	YNL044W	genemark-flattened_line_6-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.92&CDS=1-534
2501	OG0002501	YNL045W	snap_masked-flattened_line_6-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.31&CDS=1-1920
2502	OG0002502	YNL048W	maker-flattened_line_28-augustus-gene-0.103-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-0.103&CDS=1-2772
2503	OG0002503	YNL049C	genemark-flattened_line_143-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_143-processed-gene-0.0&CDS=1-2760
2504	OG0002504	YNL051W	augustus_masked-flattened_line_2-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.97&CDS=1-1167
2505	OG0002505	YNL054W	genemark-flattened_line_28-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.85&CDS=1-2424
2506	OG0002506	YNL056W	genemark-flattened_line_6-processed-gene-3.51-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.51&CDS=1-564
2507	OG0002507	YNL059C	genemark-flattened_line_62-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.109&CDS=1-2295
2508	OG0002508	YNL061W	genemark-flattened_line_62-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.110&CDS=1-1869
2509	OG0002509	YNL062C	genemark-flattened_line_62-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.91&CDS=1-1302
2510	OG0002510	YNL063W	genemark-flattened_line_62-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.111&CDS=1-870
2511	OG0002511	YNL066W	genemark-flattened_line_2-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.51&CDS=1-1245
2512	OG0002512	YNL071W	genemark-flattened_line_46-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.168&CDS=1-1383
2513	OG0002513	YNL072W	genemark-flattened_line_46-processed-gene-0.197-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.197&CDS=1-939
2514	OG0002514	YNL073W	genemark-flattened_line_0-processed-gene-9.29-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.29&CDS=1-1668
2515	OG0002515	YNL075W	genemark-flattened_line_2-processed-gene-1.152-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.152&CDS=1-867
2516	OG0002516	YNL076W	snap_masked-flattened_line_0-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.86&CDS=1-2211
2517	OG0002517	YNL081C	snap_masked-flattened_line_2-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.43&CDS=1-363
2518	OG0002518	YNL082W	genemark-flattened_line_62-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.93&CDS=1-2382
2519	OG0002519	YNL083W	genemark-flattened_line_130-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.28&CDS=1-1584
2520	OG0002520	YNL084C	genemark-flattened_line_2-processed-gene-3.33-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.33&CDS=1-1125
2521	OG0002521	YNL085W	augustus_masked-flattened_line_2-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.71&CDS=1-2064
2522	OG0002522	YNL088W	genemark-flattened_line_22-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.89&CDS=1-4137
2523	OG0002523	YNL090W	genemark-flattened_line_145-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_145-processed-gene-0.6&CDS=1-591
2524	OG0002524	YNL091W	genemark-flattened_line_145-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_145-processed-gene-0.7&CDS=1-3078
2525	OG0002525	YNL092W	genemark-flattened_line_145-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_145-processed-gene-0.3&CDS=1-1206
2526	OG0002526	YNL094W	snap_masked-flattened_line_6-processed-gene-3.250-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.250&CDS=1-2217
2527	OG0002527	YNL097C	augustus_masked-flattened_line_4-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.36&CDS=1-1995
2528	OG0002528	YNL101W	genemark-flattened_line_42-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.41&CDS=1-1887
2529	OG0002529	YNL102W	genemark-flattened_line_26-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.81&CDS=1-4410
2530	OG0002530	YNL110C	maker-flattened_line_46-augustus-gene-0.142-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.142&CDS=1-1392
2531	OG0002531	YNL111C	maker-flattened_line_44-augustus-gene-0.119-mRNA-1_1&gene=maker-flattened_line_44-augustus-gene-0.119&CDS=1-447
2532	OG0002532	YNL119W	augustus_masked-flattened_line_22-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.116&CDS=1-1272
2533	OG0002533	YNL122C	snap_masked-flattened_line_26-processed-gene-0.203-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.203&CDS=1-264
2534	OG0002534	YNL124W	genemark-flattened_line_26-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.24&CDS=1-1764
2535	OG0002535	YNL125C	augustus_masked-flattened_line_56-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.18&CDS=1-1683
2536	OG0002536	YNL126W	snap_masked-flattened_line_26-processed-gene-0.205-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.205&CDS=1-2055
2537	OG0002537	YNL127W	snap_masked-flattened_line_26-processed-gene-0.256-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.256&CDS=1-2799
2538	OG0002538	YNL132W	augustus_masked-flattened_line_26-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.161&CDS=1-5841
2539	OG0002539	YNL135C	genemark-flattened_line_2-processed-gene-2.47-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.47&CDS=1-327
2540	OG0002540	YNL137C	genemark-flattened_line_62-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.112&CDS=1-1428
2541	OG0002541	YNL138W	genemark-flattened_line_62-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.108&CDS=1-1602
2542	OG0002542	YNL139C	augustus_masked-flattened_line_118-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.30&CDS=1-4779
2543	OG0002543	YNL141W	genemark-flattened_line_0-processed-gene-4.126-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.126&CDS=1-1056
2544	OG0002544	YNL142W	genemark-flattened_line_18-processed-gene-1.57-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.57&CDS=1-1416
2545	OG0002545	YNL149C	genemark-flattened_line_0-processed-gene-5.27-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.27&CDS=1-402
2546	OG0002546	YNL151C	genemark-flattened_line_0-processed-gene-5.28-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.28&CDS=1-708
2547	OG0002547	YNL152W	snap_masked-flattened_line_0-processed-gene-5.100-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.100&CDS=1-1437
2548	OG0002548	YNL153C	genemark-flattened_line_42-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.0&CDS=1-618
2549	OG0002549	YNL155W	snap_masked-flattened_line_80-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.34&CDS=1-711
2550	OG0002550	YNL161W	genemark-flattened_line_36-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.47&CDS=1-1983
2551	OG0002551	YNL163C	genemark-flattened_line_48-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.54&CDS=1-2877
2552	OG0002552	YNL168C	genemark-flattened_line_30-processed-gene-0.216-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.216&CDS=1-702
2553	OG0002553	YNL169C	genemark-flattened_line_84-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.74&CDS=1-1362
2554	OG0002554	YNL172W	genemark-flattened_line_84-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.89&CDS=1-5016
2555	OG0002555	YNL175C	genemark-flattened_line_56-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.103&CDS=1-1008
2556	OG0002556	YNL177C	genemark-flattened_line_6-processed-gene-2.57-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.57&CDS=1-828
2557	OG0002557	YNL178W	genemark-flattened_line_72-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.125&CDS=1-720
2558	OG0002558	YNL182C	genemark-flattened_line_72-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.120&CDS=1-1440
2559	OG0002559	YNL183C	augustus_masked-flattened_line_118-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.29&CDS=1-2046
2560	OG0002560	YNL185C	genemark-flattened_line_118-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.11&CDS=1-453
2561	OG0002561	YNL186W	genemark-flattened_line_48-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.42&CDS=1-2157
2562	OG0002562	YNL189W	genemark-flattened_line_96-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.62&CDS=1-1653
2563	OG0002563	YNL191W	genemark-flattened_line_96-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.55&CDS=1-1029
2564	OG0002564	YNL200C	genemark-flattened_line_0-processed-gene-10.204-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.204&CDS=1-735
2565	OG0002565	YNL202W	genemark-flattened_line_16-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.67&CDS=1-855
2566	OG0002566	YNL206C	genemark-flattened_line_145-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_145-processed-gene-0.1&CDS=1-1317
2567	OG0002567	YNL212W	augustus_masked-flattened_line_14-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.121&CDS=1-2268
2568	OG0002568	YNL213C	genemark-flattened_line_14-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.6&CDS=1-720
2569	OG0002569	YNL216W	genemark-flattened_line_20-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.14&CDS=1-1920
2570	OG0002570	YNL217W	augustus_masked-flattened_line_8-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.145&CDS=1-2232
2571	OG0002571	YNL218W	augustus_masked-flattened_line_86-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.20&CDS=1-2625
2572	OG0002572	YNL219C	maker-flattened_line_80-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_80-snap-gene-0.1&CDS=1-2274
2573	OG0002573	YNL220W	genemark-flattened_line_2-processed-gene-5.13-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.13&CDS=1-1278
2574	OG0002574	YNL221C	augustus_masked-flattened_line_0-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.67&CDS=1-2646
2575	OG0002575	YNL222W	genemark-flattened_line_36-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.40&CDS=1-681
2576	OG0002576	YNL223W	genemark-flattened_line_36-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.45&CDS=1-1683
2577	OG0002577	YNL224C	genemark-flattened_line_2-processed-gene-7.26-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.26&CDS=1-2586
2578	OG0002578	YNL227C	maker-flattened_line_24-snap-gene-0.9-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-0.9&CDS=1-1857
2579	OG0002579	YNL229C	genemark-flattened_line_0-processed-gene-3.6-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.6&CDS=1-897
2580	OG0002580	YNL231C	genemark-flattened_line_0-processed-gene-1.39-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.39&CDS=1-1173
2581	OG0002581	YNL232W	genemark-flattened_line_163-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_163-processed-gene-0.10&CDS=1-783
2582	OG0002582	YNL233W	snap_masked-flattened_line_0-processed-gene-1.135-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.135&CDS=1-4065
2583	OG0002583	YNL234W	genemark-flattened_line_18-processed-gene-1.56-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.56&CDS=1-1017
2584	OG0002584	YNL237W	augustus_masked-flattened_line_16-processed-gene-1.225-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.225&CDS=1-3207
2585	OG0002585	YNL238W	maker-flattened_line_0-augustus-gene-10.253-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-10.253&CDS=1-2661
2586	OG0002586	YNL239W	genemark-flattened_line_0-processed-gene-10.206-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.206&CDS=1-1350
2587	OG0002587	YNL240C	genemark-flattened_line_16-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.70&CDS=1-1533
2588	OG0002588	YNL241C	augustus_masked-flattened_line_16-processed-gene-1.223-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.223&CDS=1-3801
2589	OG0002589	YNL242W	genemark-flattened_line_18-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.107&CDS=1-4866
2590	OG0002590	YNL243W	augustus_masked-flattened_line_86-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.14&CDS=1-1668
2591	OG0002591	YNL244C	genemark-flattened_line_86-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.94&CDS=1-327
2592	OG0002592	YNL245C	genemark-flattened_line_86-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.93&CDS=1-840
2593	OG0002593	YNL246W	genemark-flattened_line_22-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.29&CDS=1-792
2594	OG0002594	YNL247W	genemark-flattened_line_0-processed-gene-9.42-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.42&CDS=1-2319
2595	OG0002595	YNL248C	augustus_masked-flattened_line_42-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.163&CDS=1-1239
2596	OG0002596	YNL250W	snap_masked-flattened_line_0-processed-gene-9.117-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.117&CDS=1-3951
2597	OG0002597	YNL251C	genemark-flattened_line_4-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.101&CDS=1-1776
2598	OG0002598	YNL252C	maker-flattened_line_52-snap-gene-0.166-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.166&CDS=1-3906
2599	OG0002599	YNL254C	genemark-flattened_line_6-processed-gene-1.158-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.158&CDS=1-930
2600	OG0002600	YNL256W	genemark-flattened_line_6-processed-gene-1.131-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.131&CDS=1-2280
2601	OG0002601	YNL259C	augustus_masked-flattened_line_0-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.3&CDS=1-213
2602	OG0002602	YNL260C	augustus_masked-flattened_line_4-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.24&CDS=1-585
2603	OG0002603	YNL262W	genemark-flattened_line_28-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.57&CDS=1-6663
2604	OG0002604	YNL267W	genemark-flattened_line_4-processed-gene-3.182-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.182&CDS=1-2886
2605	OG0002605	YNL271C	snap_masked-flattened_line_36-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.119&CDS=1-5181
2606	OG0002606	YNL273W	snap_masked-flattened_line_36-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.120&CDS=1-3870
2607	OG0002607	YNL274C	genemark-flattened_line_0-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.53&CDS=1-1056
2608	OG0002608	YNL275W	genemark-flattened_line_80-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.85&CDS=1-1809
2609	OG0002609	YNL277W	genemark-flattened_line_24-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.90&CDS=1-1518
2610	OG0002610	YNL279W	genemark-flattened_line_60-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.110&CDS=1-2403
2611	OG0002611	YNL280C	genemark-flattened_line_2-processed-gene-3.40-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.40&CDS=1-1326
2612	OG0002612	YNL281W	genemark-flattened_line_28-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.47&CDS=1-441
2613	OG0002613	YNL282W	snap_masked-flattened_line_18-processed-gene-1.140-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.140&CDS=1-663
2614	OG0002614	YNL284C	genemark-flattened_line_0-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.13&CDS=1-840
2615	OG0002615	YNL287W	genemark-flattened_line_86-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.66&CDS=1-2739
2616	OG0002616	YNL288W	maker-flattened_line_86-snap-gene-0.100-mRNA-1_1&gene=maker-flattened_line_86-snap-gene-0.100&CDS=1-3174
2617	OG0002617	YNL289W	genemark-flattened_line_54-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.13&CDS=1-927
2618	OG0002618	YNL290W	genemark-flattened_line_70-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.6&CDS=1-990
2619	OG0002619	YNL291C	augustus_masked-flattened_line_32-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.196&CDS=1-1683
2620	OG0002620	YNL292W	genemark-flattened_line_32-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.21&CDS=1-1194
2621	OG0002621	YNL297C	snap_masked-flattened_line_32-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.138&CDS=1-4920
2622	OG0002622	YNL306W	genemark-flattened_line_12-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.76&CDS=1-576
2623	OG0002623	YNL307C	genemark-flattened_line_6-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.118&CDS=1-1107
2624	OG0002624	YNL308C	genemark-flattened_line_0-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.31&CDS=1-1686
2625	OG0002625	YNL310C	genemark-flattened_line_48-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.18&CDS=1-483
2626	OG0002626	YNL312W	augustus_masked-flattened_line_56-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.29&CDS=1-777
2627	OG0002627	YNL313C	maker-flattened_line_48-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.4&CDS=1-3612
2628	OG0002628	YNL315C	genemark-flattened_line_0-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.38&CDS=1-948
2629	OG0002629	YNL316C	maker-flattened_line_18-augustus-gene-1.3-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-1.3&CDS=1-945
2630	OG0002630	YNL317W	genemark-flattened_line_30-processed-gene-0.190-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.190&CDS=1-1308
2631	OG0002631	YNL320W	genemark-flattened_line_36-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.27&CDS=1-861
2632	OG0002632	YNL321W	genemark-flattened_line_24-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.72&CDS=1-3282
2633	OG0002633	YNL323W	augustus_masked-flattened_line_72-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.50&CDS=1-1236
2634	OG0002634	YNL325C	genemark-flattened_line_40-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.17&CDS=1-3669
2635	OG0002635	YNL328C	snap_masked-flattened_line_16-processed-gene-1.164-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.164&CDS=1-258
2636	OG0002636	YNL329C	augustus_masked-flattened_line_0-processed-gene-5.142-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.142&CDS=1-4896
2637	OG0002637	YNL330C	snap_masked-flattened_line_40-processed-gene-0.219-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.219&CDS=1-2106
2638	OG0002638	YNR001C	genemark-flattened_line_52-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.33&CDS=1-1368
2639	OG0002639	YNR006W	genemark-flattened_line_0-processed-gene-10.202-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.202&CDS=1-2181
2640	OG0002640	YNR007C	genemark-flattened_line_16-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.42&CDS=1-1044
2641	OG0002641	YNR008W	genemark-flattened_line_16-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.84&CDS=1-2046
2642	OG0002642	YNR012W	genemark-flattened_line_54-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.18&CDS=1-1518
2643	OG0002643	YNR013C	augustus_masked-flattened_line_54-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.85&CDS=1-4587
2644	OG0002644	YNR015W	genemark-flattened_line_0-processed-gene-7.8-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.8&CDS=1-1110
2645	OG0002645	YNR016C	genemark-flattened_line_44-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.142&CDS=1-6645
2646	OG0002646	YNR017W	genemark-flattened_line_44-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.141&CDS=1-639
2647	OG0002647	YNR018W	genemark-flattened_line_12-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.91&CDS=1-588
2648	OG0002648	YNR020C	genemark-flattened_line_4-processed-gene-3.192-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.192&CDS=1-639
2649	OG0002649	YNR022C	genemark-flattened_line_4-processed-gene-3.194-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.194&CDS=1-735
2650	OG0002650	YNR026C	genemark-flattened_line_20-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.135&CDS=1-2478
2651	OG0002651	YNR029C	genemark-flattened_line_34-processed-gene-0.187-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.187&CDS=1-1374
2652	OG0002652	YNR030W	snap_masked-flattened_line_34-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.139&CDS=1-1716
2653	OG0002653	YNR032C-A	snap_masked-flattened_line_106-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.75&CDS=1-219
2654	OG0002654	YNR032W	genemark-flattened_line_106-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.29&CDS=1-1023
2655	OG0002655	YNR033W	genemark-flattened_line_32-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.8&CDS=1-2142
2656	OG0002656	YNR035C	genemark-flattened_line_6-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.137&CDS=1-999
2657	OG0002657	YNR036C	genemark-flattened_line_112-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.12&CDS=1-555
2658	OG0002658	YNR037C	augustus_masked-flattened_line_0-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.96&CDS=1-273
2659	OG0002659	YNR038W	genemark-flattened_line_112-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.25&CDS=1-1920
2660	OG0002660	YNR039C	augustus_masked-flattened_line_106-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.58&CDS=1-1629
2661	OG0002661	YNR041C	genemark-flattened_line_6-processed-gene-2.24-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.24&CDS=1-1128
2662	OG0002662	YNR043W	snap_masked-flattened_line_2-processed-gene-2.121-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.121&CDS=1-1170
2663	OG0002663	YNR046W	augustus_masked-flattened_line_66-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.7&CDS=1-366
2664	OG0002664	YNR050C	genemark-flattened_line_2-processed-gene-6.133-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.133&CDS=1-1341
2665	OG0002665	YNR052C	genemark-flattened_line_4-processed-gene-2.5-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.5&CDS=1-738
2666	OG0002666	YNR053C	maker-flattened_line_4-augustus-gene-2.54-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.54&CDS=1-1575
2667	OG0002667	YNR054C	augustus_masked-flattened_line_16-processed-gene-1.217-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.217&CDS=1-4038
2668	OG0002668	YNR055C	genemark-flattened_line_48-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.20&CDS=1-1794
2669	OG0002669	YNR057C	genemark-flattened_line_219-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_219-processed-gene-0.1&CDS=1-660
