	OrthologID	Saccharomyces_cerevisiae	Torulaspora_delbrueckii
3599	OG0003599	YOR256C	snap_masked-scaffold_1-processed-gene-11.42-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.42&CDS=1-2355
3600	OG0003600	YOR258W	snap_masked-scaffold_1-processed-gene-11.21-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.21&CDS=1-639
3601	OG0003601	YOR259C	snap_masked-scaffold_1-processed-gene-11.44-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.44&CDS=1-1305
3602	OG0003602	YOR260W	snap_masked-scaffold_1-processed-gene-11.22-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.22&CDS=1-1431
3603	OG0003603	YOR261C	maker-scaffold_1-augustus-gene-11.113-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-11.113&CDS=1-2253
3604	OG0003604	YOR262W	snap_masked-scaffold_1-processed-gene-11.23-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.23&CDS=1-930
3605	OG0003605	YOR264W	snap_masked-scaffold_1-processed-gene-11.24-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.24&CDS=1-1047
3606	OG0003606	YOR265W	snap_masked-scaffold_1-processed-gene-11.25-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.25&CDS=1-306
3607	OG0003607	YOR266W	snap_masked-scaffold_1-processed-gene-11.26-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.26&CDS=1-1200
3608	OG0003608	YOR267C	snap_masked-scaffold_1-processed-gene-11.47-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.47&CDS=1-1770
3609	OG0003609	YOR271C	snap_masked-scaffold_1-processed-gene-11.49-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.49&CDS=1-981
3610	OG0003610	YOR272W	snap_masked-scaffold_1-processed-gene-11.28-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.28&CDS=1-1353
3611	OG0003611	YOR273C	maker-scaffold_1-snap-gene-11.116-mRNA-1_1&gene=maker-scaffold_1-snap-gene-11.116&CDS=1-3246
3612	OG0003612	YOR274W	snap_masked-scaffold_2-processed-gene-7.72-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.72&CDS=1-1272
3613	OG0003613	YOR275C	snap_masked-scaffold_2-processed-gene-7.67-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.67&CDS=1-1953
3614	OG0003614	YOR276W	snap_masked-scaffold_2-processed-gene-6.104-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.104&CDS=1-477
3615	OG0003615	YOR278W	genemark-scaffold_2-processed-gene-6.47-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-6.47&CDS=1-783
3616	OG0003616	YOR279C	snap_masked-scaffold_2-processed-gene-6.76-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.76&CDS=1-936
3617	OG0003617	YOR281C	snap_masked-scaffold_2-processed-gene-6.72-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.72&CDS=1-978
3618	OG0003618	YOR283W	snap_masked-scaffold_2-processed-gene-6.96-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.96&CDS=1-690
3619	OG0003619	YOR286W	maker-scaffold_2-snap-gene-6.4-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.4&CDS=1-852
3620	OG0003620	YOR288C	augustus_masked-scaffold_2-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.119&CDS=1-2043
3621	OG0003621	YOR289W	snap_masked-scaffold_2-processed-gene-6.93-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.93&CDS=1-687
3622	OG0003622	YOR291W	snap_masked-scaffold_2-processed-gene-6.91-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.91&CDS=1-4386
3623	OG0003623	YOR292C	snap_masked-scaffold_2-processed-gene-6.63-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.63&CDS=1-831
3624	OG0003624	YOR294W	snap_masked-scaffold_2-processed-gene-6.87-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.87&CDS=1-618
3625	OG0003625	YOR296W	genemark-scaffold_2-processed-gene-6.33-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-6.33&CDS=1-4449
3626	OG0003626	YOR297C	snap_masked-scaffold_2-processed-gene-6.62-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.62&CDS=1-582
3627	OG0003627	YOR298C-A	snap_masked-scaffold_2-processed-gene-6.60-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.60&CDS=1-453
3628	OG0003628	YOR298W	snap_masked-scaffold_2-processed-gene-6.83-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.83&CDS=1-1311
3629	OG0003629	YOR299W	maker-scaffold_2-snap-gene-6.3-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.3&CDS=1-2592
3630	OG0003630	YOR303W	snap_masked-scaffold_2-processed-gene-6.58-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.58&CDS=1-1185
3631	OG0003631	YOR304C-A	snap_masked-scaffold_2-processed-gene-2.64-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.64&CDS=1-237
3632	OG0003632	YOR305W	augustus_masked-scaffold_2-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.31&CDS=1-705
3633	OG0003633	YOR307C	snap_masked-scaffold_2-processed-gene-2.63-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.63&CDS=1-1350
3634	OG0003634	YOR308C	snap_masked-scaffold_2-processed-gene-2.62-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.62&CDS=1-1608
3635	OG0003635	YOR310C	maker-scaffold_2-augustus-gene-2.114-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-2.114&CDS=1-2253
3636	OG0003636	YOR313C	snap_masked-scaffold_2-processed-gene-2.58-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.58&CDS=1-1068
3637	OG0003637	YOR315W	snap_masked-scaffold_2-processed-gene-2.57-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.57&CDS=1-798
3638	OG0003638	YOR317W	snap_masked-scaffold_2-processed-gene-2.55-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.55&CDS=1-2082
3639	OG0003639	YOR319W	snap_masked-scaffold_2-processed-gene-1.101-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.101&CDS=1-630
3640	OG0003640	YOR320C	genemark-scaffold_2-processed-gene-1.31-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.31&CDS=1-1461
3641	OG0003641	YOR322C	snap_masked-scaffold_8-processed-gene-6.85-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.85&CDS=1-2247
3642	OG0003642	YOR323C	snap_masked-scaffold_8-processed-gene-6.86-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.86&CDS=1-1368
3643	OG0003643	YOR327C	snap_masked-scaffold_8-processed-gene-6.88-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.88&CDS=1-327
3644	OG0003644	YOR329C	snap_masked-scaffold_8-processed-gene-6.89-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.89&CDS=1-2004
3645	OG0003645	YOR330C	genemark-scaffold_8-processed-gene-6.45-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-6.45&CDS=1-3789
3646	OG0003646	YOR334W	maker-scaffold_8-augustus-gene-6.1-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-6.1&CDS=1-1959
3647	OG0003647	YOR335C	augustus_masked-scaffold_8-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-6.131&CDS=1-3405
3648	OG0003648	YOR336W	snap_masked-scaffold_8-processed-gene-6.77-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.77&CDS=1-3969
3649	OG0003649	YOR337W	snap_masked-scaffold_8-processed-gene-6.78-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.78&CDS=1-1986
3650	OG0003650	YOR338W	snap_masked-scaffold_8-processed-gene-6.79-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.79&CDS=1-861
3651	OG0003651	YOR339C	maker-scaffold_8-snap-gene-6.8-mRNA-1_1&gene=maker-scaffold_8-snap-gene-6.8&CDS=1-1311
3652	OG0003652	YOR340C	snap_masked-scaffold_8-processed-gene-6.95-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.95&CDS=1-918
3653	OG0003653	YOR341W	snap_masked-scaffold_8-processed-gene-6.80-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.80&CDS=1-4995
3654	OG0003654	YOR342C	snap_masked-scaffold_8-processed-gene-7.108-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.108&CDS=1-894
3655	OG0003655	YOR344C	snap_masked-scaffold_8-processed-gene-7.109-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.109&CDS=1-807
3656	OG0003656	YOR346W	snap_masked-scaffold_8-processed-gene-7.107-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.107&CDS=1-2565
3657	OG0003657	YOR348C	snap_masked-scaffold_8-processed-gene-7.111-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.111&CDS=1-1731
3658	OG0003658	YOR349W	snap_masked-scaffold_8-processed-gene-7.112-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.112&CDS=1-3117
3659	OG0003659	YOR350C	augustus_masked-scaffold_8-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.79&CDS=1-1821
3660	OG0003660	YOR351C	snap_masked-scaffold_8-processed-gene-7.134-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.134&CDS=1-1497
3661	OG0003661	YOR352W	snap_masked-scaffold_8-processed-gene-7.113-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.113&CDS=1-927
3662	OG0003662	YOR353C	snap_masked-scaffold_8-processed-gene-7.135-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.135&CDS=1-2421
3663	OG0003663	YOR354C	snap_masked-scaffold_8-processed-gene-7.136-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.136&CDS=1-1980
3664	OG0003664	YOR356W	augustus_masked-scaffold_8-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.70&CDS=1-6336
3665	OG0003665	YOR357C	snap_masked-scaffold_8-processed-gene-7.139-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.139&CDS=1-486
3666	OG0003666	YOR360C	snap_masked-scaffold_8-processed-gene-7.140-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.140&CDS=1-1548
3667	OG0003667	YOR361C	snap_masked-scaffold_8-processed-gene-7.142-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.142&CDS=1-2196
3668	OG0003668	YOR362C	snap_masked-scaffold_8-processed-gene-7.143-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.143&CDS=1-822
3669	OG0003669	YOR367W	snap_masked-scaffold_8-processed-gene-7.128-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.128&CDS=1-591
3670	OG0003670	YOR368W	snap_masked-scaffold_8-processed-gene-7.129-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.129&CDS=1-1182
3671	OG0003671	YOR369C	snap_masked-scaffold_8-processed-gene-7.147-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.147&CDS=1-426
3672	OG0003672	YOR370C	augustus_masked-scaffold_8-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.94&CDS=1-1818
3673	OG0003673	YOR371C	snap_masked-scaffold_8-processed-gene-7.149-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.149&CDS=1-2502
3674	OG0003674	YOR372C	genemark-scaffold_8-processed-gene-7.49-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-7.49&CDS=1-1482
3675	OG0003675	YOR373W	snap_masked-scaffold_8-processed-gene-7.130-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.130&CDS=1-2655
3676	OG0003676	YOR385W	augustus_masked-scaffold_7-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.31&CDS=1-921
3677	OG0003677	YOR386W	snap_masked-scaffold_1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.39&CDS=1-1692
3678	OG0003678	YPL001W	snap_masked-scaffold_3-processed-gene-2.67-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.67&CDS=1-1167
3679	OG0003679	YPL002C	snap_masked-scaffold_3-processed-gene-2.87-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.87&CDS=1-702
3680	OG0003680	YPL003W	augustus_masked-scaffold_3-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.116&CDS=1-1305
3681	OG0003681	YPL006W	augustus_masked-scaffold_3-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.115&CDS=1-5349
3682	OG0003682	YPL007C	snap_masked-scaffold_3-processed-gene-2.63-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.63&CDS=1-1737
3683	OG0003683	YPL008W	snap_masked-scaffold_3-processed-gene-1.25-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.25&CDS=1-2445
3684	OG0003684	YPL009C	snap_masked-scaffold_3-processed-gene-1.22-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.22&CDS=1-3048
3685	OG0003685	YPL010W	snap_masked-scaffold_3-processed-gene-1.46-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.46&CDS=1-567
3686	OG0003686	YPL011C	snap_masked-scaffold_3-processed-gene-1.23-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.23&CDS=1-1065
3687	OG0003687	YPL012W	snap_masked-scaffold_3-processed-gene-1.47-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.47&CDS=1-3657
3688	OG0003688	YPL013C	snap_masked-scaffold_3-processed-gene-1.24-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.24&CDS=1-357
3689	OG0003689	YPL014W	snap_masked-scaffold_3-processed-gene-1.48-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.48&CDS=1-1110
3690	OG0003690	YPL016W	snap_masked-scaffold_2-processed-gene-3.60-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.60&CDS=1-3591
3691	OG0003691	YPL020C	snap_masked-scaffold_3-processed-gene-1.21-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.21&CDS=1-1584
3692	OG0003692	YPL022W	snap_masked-scaffold_2-processed-gene-3.58-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.58&CDS=1-3165
3693	OG0003693	YPL023C	snap_masked-scaffold_2-processed-gene-2.113-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.113&CDS=1-1920
3694	OG0003694	YPL024W	snap_masked-scaffold_2-processed-gene-2.87-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.87&CDS=1-669
3695	OG0003695	YPL026C	snap_masked-scaffold_2-processed-gene-2.111-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.111&CDS=1-1428
3696	OG0003696	YPL028W	maker-scaffold_2-augustus-gene-2.115-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-2.115&CDS=1-1734
3697	OG0003697	YPL029W	snap_masked-scaffold_2-processed-gene-2.84-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.84&CDS=1-3645
3698	OG0003698	YPL031C	maker-scaffold_2-snap-gene-2.177-mRNA-1_1&gene=maker-scaffold_2-snap-gene-2.177&CDS=1-912
3699	OG0003699	YPL032C	genemark-scaffold_2-processed-gene-2.170-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.170&CDS=1-2649
3700	OG0003700	YPL033C	snap_masked-scaffold_7-processed-gene-5.86-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.86&CDS=1-879
3701	OG0003701	YPL034W	genemark-scaffold_7-processed-gene-5.57-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.57&CDS=1-414
3702	OG0003702	YPL037C	snap_masked-scaffold_2-processed-gene-2.108-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.108&CDS=1-486
3703	OG0003703	YPL040C	snap_masked-scaffold_2-processed-gene-2.107-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.107&CDS=1-2997
3704	OG0003704	YPL041C	snap_masked-scaffold_2-processed-gene-2.106-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.106&CDS=1-657
3705	OG0003705	YPL042C	augustus_masked-scaffold_2-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.43&CDS=1-1734
3706	OG0003706	YPL043W	snap_masked-scaffold_2-processed-gene-2.81-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.81&CDS=1-2076
3707	OG0003707	YPL045W	snap_masked-scaffold_2-processed-gene-2.80-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.80&CDS=1-2469
3708	OG0003708	YPL046C	snap_masked-scaffold_2-processed-gene-2.103-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.103&CDS=1-291
3709	OG0003709	YPL047W	snap_masked-scaffold_2-processed-gene-2.78-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.78&CDS=1-288
3710	OG0003710	YPL049C	snap_masked-scaffold_2-processed-gene-2.102-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.102&CDS=1-1212
3711	OG0003711	YPL050C	snap_masked-scaffold_2-processed-gene-2.101-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.101&CDS=1-1188
3712	OG0003712	YPL051W	snap_masked-scaffold_2-processed-gene-2.74-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.74&CDS=1-594
3713	OG0003713	YPL052W	augustus_masked-scaffold_2-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.16&CDS=1-624
3714	OG0003714	YPL054W	genemark-scaffold_2-processed-gene-2.134-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.134&CDS=1-663
3715	OG0003715	YPL059W	snap_masked-scaffold_2-processed-gene-2.66-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.66&CDS=1-435
3716	OG0003716	YPL063W	snap_masked-scaffold_2-processed-gene-5.122-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.122&CDS=1-1431
3717	OG0003717	YPL064C	snap_masked-scaffold_2-processed-gene-5.145-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.145&CDS=1-921
3718	OG0003718	YPL065W	snap_masked-scaffold_2-processed-gene-5.121-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.121&CDS=1-693
3719	OG0003719	YPL066W	snap_masked-scaffold_2-processed-gene-5.120-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.120&CDS=1-1386
3720	OG0003720	YPL067C	snap_masked-scaffold_2-processed-gene-5.143-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.143&CDS=1-1065
3721	OG0003721	YPL069C	snap_masked-scaffold_2-processed-gene-5.142-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.142&CDS=1-966
3722	OG0003722	YPL070W	snap_masked-scaffold_2-processed-gene-5.118-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.118&CDS=1-1602
3723	OG0003723	YPL071C	snap_masked-scaffold_2-processed-gene-5.141-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.141&CDS=1-471
3724	OG0003724	YPL072W	maker-scaffold_2-snap-gene-5.6-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.6&CDS=1-1971
3725	OG0003725	YPL075W	genemark-scaffold_2-processed-gene-5.21-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.21&CDS=1-2553
3726	OG0003726	YPL076W	snap_masked-scaffold_2-processed-gene-5.113-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.113&CDS=1-840
3727	OG0003727	YPL077C	snap_masked-scaffold_2-processed-gene-5.139-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.139&CDS=1-837
3728	OG0003728	YPL078C	snap_masked-scaffold_2-processed-gene-5.136-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.136&CDS=1-708
3729	OG0003729	YPL082C	snap_masked-scaffold_2-processed-gene-5.134-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.134&CDS=1-5622
3730	OG0003730	YPL083C	snap_masked-scaffold_1-processed-gene-9.65-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.65&CDS=1-1428
3731	OG0003731	YPL084W	snap_masked-scaffold_1-processed-gene-9.67-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.67&CDS=1-2472
3732	OG0003732	YPL085W	snap_masked-scaffold_1-processed-gene-9.68-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.68&CDS=1-6711
3733	OG0003733	YPL086C	snap_masked-scaffold_1-processed-gene-9.69-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.69&CDS=1-1683
3734	OG0003734	YPL087W	snap_masked-scaffold_1-processed-gene-9.96-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.96&CDS=1-945
3735	OG0003735	YPL088W	snap_masked-scaffold_3-processed-gene-10.93-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.93&CDS=1-1032
3736	OG0003736	YPL091W	snap_masked-scaffold_1-processed-gene-9.97-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.97&CDS=1-1401
3737	OG0003737	YPL092W	snap_masked-scaffold_1-processed-gene-9.98-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.98&CDS=1-1290
3738	OG0003738	YPL093W	maker-scaffold_1-snap-gene-9.60-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.60&CDS=1-3534
3739	OG0003739	YPL094C	snap_masked-scaffold_1-processed-gene-9.72-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.72&CDS=1-783
3740	OG0003740	YPL096C-A	snap_masked-scaffold_1-processed-gene-9.76-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.76&CDS=1-201
3741	OG0003741	YPL096W	snap_masked-scaffold_1-processed-gene-9.101-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.101&CDS=1-1032
3742	OG0003742	YPL097W	snap_masked-scaffold_1-processed-gene-9.102-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.102&CDS=1-1377
3743	OG0003743	YPL098C	maker-scaffold_1-augustus-gene-9.177-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-9.177&CDS=1-879
3744	OG0003744	YPL100W	snap_masked-scaffold_1-processed-gene-9.103-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.103&CDS=1-1290
3745	OG0003745	YPL101W	snap_masked-scaffold_1-processed-gene-9.104-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.104&CDS=1-1350
3746	OG0003746	YPL103C	snap_masked-scaffold_1-processed-gene-9.79-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.79&CDS=1-1383
3747	OG0003747	YPL104W	augustus_masked-scaffold_1-processed-gene-9.161-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.161&CDS=1-2856
3748	OG0003748	YPL105C	snap_masked-scaffold_1-processed-gene-9.81-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.81&CDS=1-2070
3749	OG0003749	YPL107W	snap_masked-scaffold_1-processed-gene-9.108-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.108&CDS=1-642
3750	OG0003750	YPL108W	snap_masked-scaffold_1-processed-gene-9.110-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.110&CDS=1-534
3751	OG0003751	YPL109C	snap_masked-scaffold_1-processed-gene-9.87-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.87&CDS=1-2037
3752	OG0003752	YPL110C	snap_masked-scaffold_1-processed-gene-9.88-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.88&CDS=1-3864
3753	OG0003753	YPL111W	snap_masked-scaffold_1-processed-gene-9.114-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.114&CDS=1-972
3754	OG0003754	YPL112C	snap_masked-scaffold_1-processed-gene-9.89-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.89&CDS=1-1185
3755	OG0003755	YPL115C	snap_masked-scaffold_1-processed-gene-9.91-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.91&CDS=1-3087
3756	OG0003756	YPL116W	snap_masked-scaffold_1-processed-gene-9.117-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.117&CDS=1-2022
3757	OG0003757	YPL117C	snap_masked-scaffold_1-processed-gene-9.93-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.93&CDS=1-831
3758	OG0003758	YPL118W	snap_masked-scaffold_1-processed-gene-9.120-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.120&CDS=1-1023
3759	OG0003759	YPL121C	snap_masked-scaffold_1-processed-gene-10.1-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.1&CDS=1-690
3760	OG0003760	YPL122C	maker-scaffold_1-augustus-gene-10.102-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-10.102&CDS=1-2838
3761	OG0003761	YPL125W	maker-scaffold_1-augustus-gene-10.103-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-10.103&CDS=1-4380
3762	OG0003762	YPL126W	snap_masked-scaffold_1-processed-gene-10.34-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.34&CDS=1-2610
3763	OG0003763	YPL128C	snap_masked-scaffold_1-processed-gene-10.8-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.8&CDS=1-2106
3764	OG0003764	YPL129W	maker-scaffold_1-snap-gene-10.108-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.108&CDS=1-723
3765	OG0003765	YPL131W	snap_masked-scaffold_1-processed-gene-10.42-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.42&CDS=1-891
3766	OG0003766	YPL132W	snap_masked-scaffold_1-processed-gene-10.43-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.43&CDS=1-804
3767	OG0003767	YPL133C	augustus_masked-scaffold_1-processed-gene-10.65-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.65&CDS=1-1128
3768	OG0003768	YPL138C	snap_masked-scaffold_1-processed-gene-10.16-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.16&CDS=1-1032
3769	OG0003769	YPL141C	maker-scaffold_1-snap-gene-10.107-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.107&CDS=1-3861
3770	OG0003770	YPL144W	snap_masked-scaffold_1-processed-gene-10.48-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.48&CDS=1-396
