	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041822_Dipodascus_geniculatus
2890	OG0002890	YNL305C	genemark-flattened_line_4-processed-gene-3.176-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.176&CDS=1-798
2891	OG0002891	YNL306W	genemark-flattened_line_68-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.139&CDS=1-663
2892	OG0002892	YNL308C	genemark-flattened_line_96-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.122&CDS=1-1617
2893	OG0002893	YNL310C	genemark-flattened_line_88-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.85&CDS=1-549
2894	OG0002894	YNL313C	genemark-flattened_line_96-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.94&CDS=1-2625
2895	OG0002895	YNL315C	genemark-flattened_line_96-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.100&CDS=1-843
2896	OG0002896	YNL316C	genemark-flattened_line_96-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.130&CDS=1-915
2897	OG0002897	YNL317W	genemark-flattened_line_90-processed-gene-0.170-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.170&CDS=1-1494
2898	OG0002898	YNL320W	genemark-flattened_line_18-processed-gene-2.146-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.146&CDS=1-981
2899	OG0002899	YNL325C	genemark-flattened_line_162-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_162-processed-gene-0.15&CDS=1-3057
2900	OG0002900	YNL329C	genemark-flattened_line_158-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_158-processed-gene-0.47&CDS=1-3315
2901	OG0002901	YNL330C	genemark-flattened_line_72-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.168&CDS=1-1374
2902	OG0002902	YNR001C	genemark-flattened_line_0-processed-gene-8.68-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.68&CDS=1-1404
2903	OG0002903	YNR012W	genemark-flattened_line_74-processed-gene-0.244-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.244&CDS=1-1353
2904	OG0002904	YNR015W	genemark-flattened_line_26-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.27&CDS=1-1110
2905	OG0002905	YNR016C	genemark-flattened_line_0-processed-gene-10.68-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.68&CDS=1-6720
2906	OG0002906	YNR017W	genemark-flattened_line_0-processed-gene-7.98-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.98&CDS=1-621
2907	OG0002907	YNR018W	genemark-flattened_line_122-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.84&CDS=1-627
2908	OG0002908	YNR020C	maker-flattened_line_6-augustus-gene-3.187-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-3.187&CDS=1-684
2909	OG0002909	YNR021W	genemark-flattened_line_12-processed-gene-2.60-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.60&CDS=1-1143
2910	OG0002910	YNR022C	genemark-flattened_line_6-processed-gene-3.114-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.114&CDS=1-930
2911	OG0002911	YNR023W	genemark-flattened_line_36-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.97&CDS=1-1242
2912	OG0002912	YNR029C	snap_masked-flattened_line_16-processed-gene-2.128-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.128&CDS=1-1113
2913	OG0002913	YNR030W	maker-flattened_line_148-augustus-gene-0.48-mRNA-1_1&gene=maker-flattened_line_148-augustus-gene-0.48&CDS=1-1767
2914	OG0002914	YNR032C-A	genemark-flattened_line_4-processed-gene-3.121-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.121&CDS=1-219
2915	OG0002915	YNR032W	augustus_masked-flattened_line_146-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.0&CDS=1-975
2916	OG0002916	YNR033W	genemark-flattened_line_4-processed-gene-3.122-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.122&CDS=1-2304
2917	OG0002917	YNR035C	genemark-flattened_line_118-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.98&CDS=1-951
2918	OG0002918	YNR036C	genemark-flattened_line_42-processed-gene-1.156-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.156&CDS=1-618
2919	OG0002919	YNR037C	genemark-flattened_line_0-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.116&CDS=1-267
2920	OG0002920	YNR038W	genemark-flattened_line_0-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.130&CDS=1-1842
2921	OG0002921	YNR039C	genemark-flattened_line_10-processed-gene-2.143-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.143&CDS=1-1542
2922	OG0002922	YNR041C	genemark-flattened_line_40-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.96&CDS=1-1095
2923	OG0002923	YNR042W	snap_masked-flattened_line_40-processed-gene-1.172-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.172&CDS=1-282
2924	OG0002924	YNR043W	genemark-flattened_line_40-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.98&CDS=1-1185
2925	OG0002925	YNR050C	genemark-flattened_line_54-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.126&CDS=1-1350
2926	OG0002926	YNR051C	genemark-flattened_line_10-processed-gene-1.64-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.64&CDS=1-1320
2927	OG0002927	YNR052C	genemark-flattened_line_30-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.122&CDS=1-1440
2928	OG0002928	YNR053C	genemark-flattened_line_28-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.22&CDS=1-1530
2929	OG0002929	YNR054C	genemark-flattened_line_146-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_146-processed-gene-0.35&CDS=1-999
2930	OG0002930	YNR055C	genemark-flattened_line_134-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_134-processed-gene-0.115&CDS=1-1638
2931	OG0002931	YNR064C	snap_masked-flattened_line_14-processed-gene-2.209-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.209&CDS=1-1263
2932	OG0002932	YOL001W	genemark-flattened_line_0-processed-gene-2.69-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.69&CDS=1-1086
2933	OG0002933	YOL002C	genemark-flattened_line_120-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.71&CDS=1-777
2934	OG0002934	YOL003C	genemark-flattened_line_14-processed-gene-2.112-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.112&CDS=1-1257
2935	OG0002935	YOL004W	maker-flattened_line_90-snap-gene-0.12-mRNA-1_1&gene=maker-flattened_line_90-snap-gene-0.12&CDS=1-4521
2936	OG0002936	YOL005C	genemark-flattened_line_14-processed-gene-2.113-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.113&CDS=1-363
2937	OG0002937	YOL006C	genemark-flattened_line_14-processed-gene-2.114-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.114&CDS=1-2331
2938	OG0002938	YOL008W	genemark-flattened_line_22-processed-gene-2.89-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.89&CDS=1-579
2939	OG0002939	YOL009C	genemark-flattened_line_26-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.115&CDS=1-1008
2940	OG0002940	YOL010W	genemark-flattened_line_22-processed-gene-2.91-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.91&CDS=1-1092
2941	OG0002941	YOL013C	genemark-flattened_line_70-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.11&CDS=1-1323
2942	OG0002942	YOL016C	genemark-flattened_line_22-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.29&CDS=1-1128
2943	OG0002943	YOL018C	genemark-flattened_line_162-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_162-processed-gene-0.3&CDS=1-993
2944	OG0002944	YOL021C	genemark-flattened_line_8-processed-gene-2.109-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.109&CDS=1-2940
2945	OG0002945	YOL022C	genemark-flattened_line_46-processed-gene-0.175-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.175&CDS=1-1263
2946	OG0002946	YOL023W	augustus_masked-flattened_line_52-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.200&CDS=1-2112
2947	OG0002947	YOL026C	genemark-flattened_line_26-processed-gene-2.40-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.40&CDS=1-537
2948	OG0002948	YOL031C	snap_masked-flattened_line_54-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.12&CDS=1-1266
2949	OG0002949	YOL032W	snap_masked-flattened_line_50-processed-gene-0.302-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.302&CDS=1-588
2950	OG0002950	YOL033W	genemark-flattened_line_22-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.114&CDS=1-1644
2951	OG0002951	YOL034W	genemark-flattened_line_18-processed-gene-2.111-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.111&CDS=1-3360
2952	OG0002952	YOL038W	genemark-flattened_line_100-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.54&CDS=1-759
2953	OG0002953	YOL041C	augustus_masked-flattened_line_8-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.9&CDS=1-1323
2954	OG0002954	YOL048C	maker-flattened_line_38-augustus-gene-1.4-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-1.4&CDS=1-906
2955	OG0002955	YOL049W	genemark-flattened_line_38-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.118&CDS=1-1491
2956	OG0002956	YOL052C	genemark-flattened_line_38-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.127&CDS=1-1206
2957	OG0002957	YOL054W	augustus_masked-flattened_line_4-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.70&CDS=1-1653
2958	OG0002958	YOL057W	genemark-flattened_line_106-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.64&CDS=1-2058
2959	OG0002959	YOL058W	genemark-flattened_line_10-processed-gene-2.142-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.142&CDS=1-1239
2960	OG0002960	YOL060C	genemark-flattened_line_54-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.91&CDS=1-1872
2961	OG0002961	YOL061W	genemark-flattened_line_38-processed-gene-1.182-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.182&CDS=1-1212
2962	OG0002962	YOL062C	maker-flattened_line_2-snap-gene-3.13-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.13&CDS=1-1335
2963	OG0002963	YOL063C	snap_masked-flattened_line_102-processed-gene-0.155-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.155&CDS=1-1872
2964	OG0002964	YOL064C	genemark-flattened_line_16-processed-gene-2.23-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.23&CDS=1-1017
2965	OG0002965	YOL065C	genemark-flattened_line_122-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.51&CDS=1-1098
2966	OG0002966	YOL066C	genemark-flattened_line_34-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.100&CDS=1-1923
2967	OG0002967	YOL069W	genemark-flattened_line_16-processed-gene-2.48-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.48&CDS=1-1434
2968	OG0002968	YOL071W	snap_masked-flattened_line_16-processed-gene-2.83-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.83&CDS=1-465
2969	OG0002969	YOL072W	snap_masked-flattened_line_2-processed-gene-3.72-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.72&CDS=1-1317
2970	OG0002970	YOL075C	genemark-flattened_line_32-processed-gene-1.48-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.48&CDS=1-4011
2971	OG0002971	YOL077C	genemark-flattened_line_20-processed-gene-2.2-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.2&CDS=1-876
2972	OG0002972	YOL078W	genemark-flattened_line_20-processed-gene-2.3-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.3&CDS=1-2562
2973	OG0002973	YOL080C	genemark-flattened_line_197-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_197-processed-gene-0.9&CDS=1-501
2974	OG0002974	YOL086W-A	genemark-flattened_line_12-processed-gene-1.140-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.140&CDS=1-324
2975	OG0002975	YOL087C	genemark-flattened_line_38-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.109&CDS=1-2724
2976	OG0002976	YOL090W	genemark-flattened_line_92-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.10&CDS=1-2805
2977	OG0002977	YOL092W	genemark-flattened_line_88-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.117&CDS=1-789
2978	OG0002978	YOL093W	snap_masked-flattened_line_66-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.12&CDS=1-1038
2979	OG0002979	YOL094C	snap_masked-flattened_line_42-processed-gene-1.143-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.143&CDS=1-981
2980	OG0002980	YOL096C	genemark-flattened_line_82-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.17&CDS=1-816
2981	OG0002981	YOL097C	genemark-flattened_line_80-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.69&CDS=1-1245
2982	OG0002982	YOL098C	genemark-flattened_line_46-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.94&CDS=1-3078
2983	OG0002983	YOL102C	genemark-flattened_line_76-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.146&CDS=1-711
2984	OG0002984	YOL108C	augustus_masked-flattened_line_114-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.86&CDS=1-366
2985	OG0002985	YOL110W	snap_masked-flattened_line_12-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.65&CDS=1-690
2986	OG0002986	YOL113W	genemark-flattened_line_98-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.64&CDS=1-2385
2987	OG0002987	YOL114C	augustus_masked-flattened_line_6-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.126&CDS=1-519
2988	OG0002988	YOL123W	maker-flattened_line_4-augustus-gene-3.194-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-3.194&CDS=1-1944
2989	OG0002989	YOL124C	genemark-flattened_line_4-processed-gene-3.96-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.96&CDS=1-1326
2990	OG0002990	YOL125W	snap_masked-flattened_line_88-processed-gene-0.169-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.169&CDS=1-1431
2991	OG0002991	YOL127W	genemark-flattened_line_14-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.128&CDS=1-438
2992	OG0002992	YOL129W	genemark-flattened_line_76-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.106&CDS=1-531
2993	OG0002993	YOL132W	genemark-flattened_line_46-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.102&CDS=1-1500
2994	OG0002994	YOL133W	augustus_masked-flattened_line_74-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.16&CDS=1-2316
2995	OG0002995	YOL135C	genemark-flattened_line_10-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.77&CDS=1-702
2996	OG0002996	YOL137W	augustus_masked-flattened_line_86-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.15&CDS=1-1296
2997	OG0002997	YOL138C	genemark-flattened_line_18-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.99&CDS=1-3057
2998	OG0002998	YOL139C	genemark-flattened_line_24-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.90&CDS=1-633
2999	OG0002999	YOL140W	genemark-flattened_line_30-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.119&CDS=1-1263
3000	OG0003000	YOL141W	genemark-flattened_line_2-processed-gene-4.216-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.216&CDS=1-2868
3001	OG0003001	YOL142W	genemark-flattened_line_162-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_162-processed-gene-0.4&CDS=1-684
3002	OG0003002	YOL143C	genemark-flattened_line_0-processed-gene-9.82-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.82&CDS=1-498
3003	OG0003003	YOL144W	genemark-flattened_line_78-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.111&CDS=1-1326
3004	OG0003004	YOL145C	genemark-flattened_line_8-processed-gene-2.136-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.136&CDS=1-3237
3005	OG0003005	YOL146W	maker-flattened_line_78-augustus-gene-0.235-mRNA-1_1&gene=maker-flattened_line_78-augustus-gene-0.235&CDS=1-501
3006	OG0003006	YOL147C	genemark-flattened_line_50-processed-gene-0.166-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.166&CDS=1-708
3007	OG0003007	YOL148C	genemark-flattened_line_50-processed-gene-0.216-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.216&CDS=1-1224
3008	OG0003008	YOL149W	genemark-flattened_line_6-processed-gene-1.7-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.7&CDS=1-492
3009	OG0003009	YOR001W	augustus_masked-flattened_line_94-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.57&CDS=1-3099
3010	OG0003010	YOR002W	genemark-flattened_line_60-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.46&CDS=1-1623
3011	OG0003011	YOR004W	genemark-flattened_line_40-processed-gene-1.154-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.154&CDS=1-966
3012	OG0003012	YOR006C	snap_masked-flattened_line_20-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.54&CDS=1-693
3013	OG0003013	YOR007C	genemark-flattened_line_20-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.100&CDS=1-924
3014	OG0003014	YOR017W	genemark-flattened_line_2-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.59&CDS=1-2385
3015	OG0003015	YOR020C	genemark-flattened_line_150-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.39&CDS=1-315
3016	OG0003016	YOR021C	genemark-flattened_line_0-processed-gene-4.88-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.88&CDS=1-663
3017	OG0003017	YOR022C	genemark-flattened_line_56-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.32&CDS=1-2229
3018	OG0003018	YOR025W	genemark-flattened_line_6-processed-gene-3.112-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.112&CDS=1-1290
3019	OG0003019	YOR026W	genemark-flattened_line_140-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.48&CDS=1-1005
3020	OG0003020	YOR027W	genemark-flattened_line_10-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.84&CDS=1-1725
3021	OG0003021	YOR028C	genemark-flattened_line_130-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.11&CDS=1-609
3022	OG0003022	YOR035C	genemark-flattened_line_6-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.60&CDS=1-2292
3023	OG0003023	YOR036W	snap_masked-flattened_line_42-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.83&CDS=1-810
3024	OG0003024	YOR037W	genemark-flattened_line_16-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.1&CDS=1-1428
3025	OG0003025	YOR043W	maker-flattened_line_4-augustus-gene-3.203-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-3.203&CDS=1-1992
3026	OG0003026	YOR046C	genemark-flattened_line_44-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.113&CDS=1-1464
3027	OG0003027	YOR048C	snap_masked-flattened_line_28-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.6&CDS=1-2952
3028	OG0003028	YOR056C	genemark-flattened_line_0-processed-gene-8.72-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.72&CDS=1-1575
3029	OG0003029	YOR057W	snap_masked-flattened_line_98-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.20&CDS=1-1212
3030	OG0003030	YOR061W	genemark-flattened_line_10-processed-gene-2.113-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.113&CDS=1-993
3031	OG0003031	YOR063W	genemark-flattened_line_4-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.84&CDS=1-1164
3032	OG0003032	YOR067C	genemark-flattened_line_90-processed-gene-0.151-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.151&CDS=1-1572
3033	OG0003033	YOR069W	genemark-flattened_line_18-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.115&CDS=1-1584
3034	OG0003034	YOR070C	maker-flattened_line_0-snap-gene-6.50-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-6.50&CDS=1-1524
3035	OG0003035	YOR074C	genemark-flattened_line_116-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.61&CDS=1-897
3036	OG0003036	YOR075W	maker-flattened_line_10-snap-gene-1.149-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-1.149&CDS=1-981
3037	OG0003037	YOR077W	genemark-flattened_line_32-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.14&CDS=1-765
3038	OG0003038	YOR079C	genemark-flattened_line_102-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.107&CDS=1-867
3039	OG0003039	YOR084W	snap_masked-flattened_line_88-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.162&CDS=1-1107
3040	OG0003040	YOR085W	genemark-flattened_line_44-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.107&CDS=1-987
3041	OG0003041	YOR089C	genemark-flattened_line_102-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.69&CDS=1-729
3042	OG0003042	YOR091W	genemark-flattened_line_0-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.68&CDS=1-1011
3043	OG0003043	YOR094W	genemark-flattened_line_2-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.130&CDS=1-546
3044	OG0003044	YOR095C	genemark-flattened_line_128-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.14&CDS=1-777
3045	OG0003045	YOR100C	snap_masked-flattened_line_66-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.52&CDS=1-939
3046	OG0003046	YOR101W	genemark-flattened_line_32-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.24&CDS=1-711
3047	OG0003047	YOR103C	maker-flattened_line_120-snap-gene-0.132-mRNA-1_1&gene=maker-flattened_line_120-snap-gene-0.132&CDS=1-456
3048	OG0003048	YOR107W	augustus_masked-flattened_line_0-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.112&CDS=1-1044
3049	OG0003049	YOR111W	genemark-flattened_line_14-processed-gene-2.177-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.177&CDS=1-726
3050	OG0003050	YOR112W	genemark-flattened_line_34-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.115&CDS=1-1926
3051	OG0003051	YOR113W	genemark-flattened_line_66-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.94&CDS=1-2829
3052	OG0003052	YOR115C	genemark-flattened_line_44-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.98&CDS=1-492
3053	OG0003053	YOR116C	genemark-flattened_line_78-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.114&CDS=1-4362
3054	OG0003054	YOR117W	genemark-flattened_line_94-processed-gene-0.210-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.210&CDS=1-1284
3055	OG0003055	YOR118W	genemark-flattened_line_104-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.65&CDS=1-1923
3056	OG0003056	YOR119C	genemark-flattened_line_42-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.32&CDS=1-1785
3057	OG0003057	YOR122C	genemark-flattened_line_54-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.128&CDS=1-375
3058	OG0003058	YOR123C	genemark-flattened_line_30-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.84&CDS=1-1146
3059	OG0003059	YOR124C	genemark-flattened_line_20-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.97&CDS=1-3042
3060	OG0003060	YOR125C	genemark-flattened_line_50-processed-gene-0.193-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.193&CDS=1-609
3061	OG0003061	YOR126C	genemark-flattened_line_36-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.84&CDS=1-846
3062	OG0003062	YOR128C	genemark-flattened_line_44-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.99&CDS=1-1668
