	OrthologID	Saccharomyces_cerevisiae	Wickerhamomyces_ciferrii
2826	OG0002826	YML123C	genemark-NW_011887708.1-processed-gene-0.70-mRNA-1_1&gene=genemark-NW_011887708.1-processed-gene-0.70&CDS=1-1707
2827	OG0002827	YML125C	genemark-NW_011887712.1-processed-gene-0.157-mRNA-1_1&gene=genemark-NW_011887712.1-processed-gene-0.157&CDS=1-912
2828	OG0002828	YML126C	genemark-NW_011887545.1-processed-gene-0.161-mRNA-1_1&gene=genemark-NW_011887545.1-processed-gene-0.161&CDS=1-1347
2829	OG0002829	YML127W	genemark-NW_011887545.1-processed-gene-0.132-mRNA-1_1&gene=genemark-NW_011887545.1-processed-gene-0.132&CDS=1-1566
2830	OG0002830	YML128C	genemark-NW_011887545.1-processed-gene-0.159-mRNA-1_1&gene=genemark-NW_011887545.1-processed-gene-0.159&CDS=1-1794
2831	OG0002831	YML130C	genemark-NW_011887710.1-processed-gene-0.147-mRNA-1_1&gene=genemark-NW_011887710.1-processed-gene-0.147&CDS=1-1455
2832	OG0002832	YML131W	genemark-NW_011887631.1-processed-gene-0.20-mRNA-1_1&gene=genemark-NW_011887631.1-processed-gene-0.20&CDS=1-1119
2833	OG0002833	YMR001C	genemark-NW_011887710.1-processed-gene-0.97-mRNA-1_1&gene=genemark-NW_011887710.1-processed-gene-0.97&CDS=1-2070
2834	OG0002834	YMR002W	genemark-NW_011887710.1-processed-gene-0.130-mRNA-1_1&gene=genemark-NW_011887710.1-processed-gene-0.130&CDS=1-459
2835	OG0002835	YMR004W	augustus_masked-NW_011887710.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NW_011887710.1-processed-gene-0.47&CDS=1-2163
2836	OG0002836	YMR005W	genemark-NW_011887710.1-processed-gene-0.126-mRNA-1_1&gene=genemark-NW_011887710.1-processed-gene-0.126&CDS=1-1353
2837	OG0002837	YMR009W	maker-NW_011887733.1-snap-gene-1.180-mRNA-1_1&gene=maker-NW_011887733.1-snap-gene-1.180&CDS=1-828
2838	OG0002838	YMR010W	genemark-NW_011887733.1-processed-gene-1.78-mRNA-1_1&gene=genemark-NW_011887733.1-processed-gene-1.78&CDS=1-909
2839	OG0002839	YMR012W	genemark-NW_011887517.1-processed-gene-0.26-mRNA-1_1&gene=genemark-NW_011887517.1-processed-gene-0.26&CDS=1-3807
2840	OG0002840	YMR013C	genemark-NW_011887466.1-processed-gene-0.23-mRNA-1_1&gene=genemark-NW_011887466.1-processed-gene-0.23&CDS=1-1629
2841	OG0002841	YMR015C	genemark-NW_011887670.1-processed-gene-0.179-mRNA-1_1&gene=genemark-NW_011887670.1-processed-gene-0.179&CDS=1-1620
2842	OG0002842	YMR019W	augustus_masked-NW_011887702.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NW_011887702.1-processed-gene-0.66&CDS=1-1797
2843	OG0002843	YMR020W	genemark-NW_011887727.1-processed-gene-1.137-mRNA-1_1&gene=genemark-NW_011887727.1-processed-gene-1.137&CDS=1-1392
2844	OG0002844	YMR022W	genemark-NW_011887517.1-processed-gene-0.25-mRNA-1_1&gene=genemark-NW_011887517.1-processed-gene-0.25&CDS=1-504
2845	OG0002845	YMR023C	maker-NW_011887520.1-snap-gene-0.70-mRNA-1_1&gene=maker-NW_011887520.1-snap-gene-0.70&CDS=1-1485
2846	OG0002846	YMR024W	genemark-NW_011887499.1-processed-gene-0.18-mRNA-1_1&gene=genemark-NW_011887499.1-processed-gene-0.18&CDS=1-1050
2847	OG0002847	YMR026C	genemark-NW_011887668.1-processed-gene-0.22-mRNA-1_1&gene=genemark-NW_011887668.1-processed-gene-0.22&CDS=1-1158
2848	OG0002848	YMR027W	genemark-NW_011887632.1-processed-gene-0.29-mRNA-1_1&gene=genemark-NW_011887632.1-processed-gene-0.29&CDS=1-1341
2849	OG0002849	YMR028W	genemark-NW_011887632.1-processed-gene-0.65-mRNA-1_1&gene=genemark-NW_011887632.1-processed-gene-0.65&CDS=1-1047
2850	OG0002850	YMR029C	snap_masked-NW_011887517.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NW_011887517.1-processed-gene-0.40&CDS=1-1686
2851	OG0002851	YMR032W	genemark-NW_011887617.1-processed-gene-0.111-mRNA-1_1&gene=genemark-NW_011887617.1-processed-gene-0.111&CDS=1-1935
2852	OG0002852	YMR033W	genemark-NW_011887617.1-processed-gene-0.112-mRNA-1_1&gene=genemark-NW_011887617.1-processed-gene-0.112&CDS=1-1296
2853	OG0002853	YMR034C	genemark-NW_011887617.1-processed-gene-0.151-mRNA-1_1&gene=genemark-NW_011887617.1-processed-gene-0.151&CDS=1-1296
2854	OG0002854	YMR035W	genemark-NW_011887617.1-processed-gene-0.113-mRNA-1_1&gene=genemark-NW_011887617.1-processed-gene-0.113&CDS=1-453
2855	OG0002855	YMR036C	augustus_masked-NW_011887691.1-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NW_011887691.1-processed-gene-0.108&CDS=1-1905
2856	OG0002856	YMR038C	genemark-NW_011887507.1-processed-gene-0.17-mRNA-1_1&gene=genemark-NW_011887507.1-processed-gene-0.17&CDS=1-723
2857	OG0002857	YMR039C	genemark-NW_011887507.1-processed-gene-0.19-mRNA-1_1&gene=genemark-NW_011887507.1-processed-gene-0.19&CDS=1-390
2858	OG0002858	YMR041C	genemark-NW_011887507.1-processed-gene-0.15-mRNA-1_1&gene=genemark-NW_011887507.1-processed-gene-0.15&CDS=1-1002
2859	OG0002859	YMR043W	genemark-NW_011887654.1-processed-gene-0.39-mRNA-1_1&gene=genemark-NW_011887654.1-processed-gene-0.39&CDS=1-684
2860	OG0002860	YMR044W	genemark-NW_011887654.1-processed-gene-0.40-mRNA-1_1&gene=genemark-NW_011887654.1-processed-gene-0.40&CDS=1-1497
2861	OG0002861	YMR048W	genemark-NW_011887540.1-processed-gene-0.91-mRNA-1_1&gene=genemark-NW_011887540.1-processed-gene-0.91&CDS=1-972
2862	OG0002862	YMR049C	genemark-NW_011887504.1-processed-gene-0.107-mRNA-1_1&gene=genemark-NW_011887504.1-processed-gene-0.107&CDS=1-2409
2863	OG0002863	YMR059W	genemark-NW_011887578.1-processed-gene-0.3-mRNA-1_1&gene=genemark-NW_011887578.1-processed-gene-0.3&CDS=1-321
2864	OG0002864	YMR060C	genemark-NW_011887578.1-processed-gene-0.5-mRNA-1_1&gene=genemark-NW_011887578.1-processed-gene-0.5&CDS=1-921
2865	OG0002865	YMR061W	genemark-NW_011887516.1-processed-gene-0.37-mRNA-1_1&gene=genemark-NW_011887516.1-processed-gene-0.37&CDS=1-2034
2866	OG0002866	YMR062C	snap_masked-NW_011887710.1-processed-gene-0.213-mRNA-1_1&gene=snap_masked-NW_011887710.1-processed-gene-0.213&CDS=1-1266
2867	OG0002867	YMR063W	genemark-NW_011887478.1-processed-gene-0.10-mRNA-1_1&gene=genemark-NW_011887478.1-processed-gene-0.10&CDS=1-2421
2868	OG0002868	YMR065W	genemark-NW_011887478.1-processed-gene-0.8-mRNA-1_1&gene=genemark-NW_011887478.1-processed-gene-0.8&CDS=1-1617
2869	OG0002869	YMR067C	genemark-NW_011887727.1-processed-gene-0.84-mRNA-1_1&gene=genemark-NW_011887727.1-processed-gene-0.84&CDS=1-1482
2870	OG0002870	YMR068W	genemark-NW_011887701.1-processed-gene-1.120-mRNA-1_1&gene=genemark-NW_011887701.1-processed-gene-1.120&CDS=1-1713
2871	OG0002871	YMR069W	genemark-NW_011887735.1-processed-gene-0.99-mRNA-1_1&gene=genemark-NW_011887735.1-processed-gene-0.99&CDS=1-627
2872	OG0002872	YMR071C	genemark-NW_011887675.1-processed-gene-0.118-mRNA-1_1&gene=genemark-NW_011887675.1-processed-gene-0.118&CDS=1-501
2873	OG0002873	YMR073C	genemark-NW_011887672.1-processed-gene-0.43-mRNA-1_1&gene=genemark-NW_011887672.1-processed-gene-0.43&CDS=1-672
2874	OG0002874	YMR074C	genemark-NW_011887672.1-processed-gene-0.58-mRNA-1_1&gene=genemark-NW_011887672.1-processed-gene-0.58&CDS=1-384
2875	OG0002875	YMR075W	genemark-NW_011887710.1-processed-gene-0.102-mRNA-1_1&gene=genemark-NW_011887710.1-processed-gene-0.102&CDS=1-2271
2876	OG0002876	YMR076C	genemark-NW_011887710.1-processed-gene-0.139-mRNA-1_1&gene=genemark-NW_011887710.1-processed-gene-0.139&CDS=1-3792
2877	OG0002877	YMR077C	snap_masked-NW_011887576.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NW_011887576.1-processed-gene-0.8&CDS=1-678
2878	OG0002878	YMR078C	genemark-NW_011887727.1-processed-gene-1.166-mRNA-1_1&gene=genemark-NW_011887727.1-processed-gene-1.166&CDS=1-2223
2879	OG0002879	YMR080C	genemark-NW_011887727.1-processed-gene-1.167-mRNA-1_1&gene=genemark-NW_011887727.1-processed-gene-1.167&CDS=1-3114
2880	OG0002880	YMR087W	genemark-NW_011887540.1-processed-gene-0.97-mRNA-1_1&gene=genemark-NW_011887540.1-processed-gene-0.97&CDS=1-602
2881	OG0002881	YMR088C	snap_masked-NW_011887739.1-processed-gene-2.170-mRNA-1_1&gene=snap_masked-NW_011887739.1-processed-gene-2.170&CDS=1-1641
2882	OG0002882	YMR091C	genemark-NW_011887504.1-processed-gene-0.103-mRNA-1_1&gene=genemark-NW_011887504.1-processed-gene-0.103&CDS=1-1440
2883	OG0002883	YMR092C	genemark-NW_011887540.1-processed-gene-0.68-mRNA-1_1&gene=genemark-NW_011887540.1-processed-gene-0.68&CDS=1-1752
2884	OG0002884	YMR093W	genemark-NW_011887540.1-processed-gene-0.95-mRNA-1_1&gene=genemark-NW_011887540.1-processed-gene-0.95&CDS=1-1485
2885	OG0002885	YMR097C	genemark-NW_011887540.1-processed-gene-0.93-mRNA-1_1&gene=genemark-NW_011887540.1-processed-gene-0.93&CDS=1-1047
2886	OG0002886	YMR098C	genemark-NW_011887540.1-processed-gene-0.94-mRNA-1_1&gene=genemark-NW_011887540.1-processed-gene-0.94&CDS=1-2022
2887	OG0002887	YMR099C	genemark-NW_011887727.1-processed-gene-1.181-mRNA-1_1&gene=genemark-NW_011887727.1-processed-gene-1.181&CDS=1-885
2888	OG0002888	YMR100W	genemark-NW_011887700.1-processed-gene-1.24-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-1.24&CDS=1-2109
2889	OG0002889	YMR105C	genemark-NW_011887504.1-processed-gene-0.100-mRNA-1_1&gene=genemark-NW_011887504.1-processed-gene-0.100&CDS=1-1692
2890	OG0002890	YMR106C	augustus_masked-NW_011887540.1-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NW_011887540.1-processed-gene-0.124&CDS=1-2403
2891	OG0002891	YMR108W	genemark-NW_011887468.1-processed-gene-0.2-mRNA-1_1&gene=genemark-NW_011887468.1-processed-gene-0.2&CDS=1-2031
2892	OG0002892	YMR109W	genemark-NW_011887739.1-processed-gene-1.53-mRNA-1_1&gene=genemark-NW_011887739.1-processed-gene-1.53&CDS=1-3822
2893	OG0002893	YMR110C	genemark-NW_011887728.1-processed-gene-0.74-mRNA-1_1&gene=genemark-NW_011887728.1-processed-gene-0.74&CDS=1-1536
2894	OG0002894	YMR112C	genemark-NW_011887728.1-processed-gene-0.96-mRNA-1_1&gene=genemark-NW_011887728.1-processed-gene-0.96&CDS=1-375
2895	OG0002895	YMR113W	genemark-NW_011887728.1-processed-gene-0.99-mRNA-1_1&gene=genemark-NW_011887728.1-processed-gene-0.99&CDS=1-1308
2896	OG0002896	YMR114C	snap_masked-NW_011887728.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NW_011887728.1-processed-gene-0.43&CDS=1-1068
2897	OG0002897	YMR115W	genemark-NW_011887728.1-processed-gene-0.98-mRNA-1_1&gene=genemark-NW_011887728.1-processed-gene-0.98&CDS=1-1458
2898	OG0002898	YMR116C	genemark-NW_011887728.1-processed-gene-0.75-mRNA-1_1&gene=genemark-NW_011887728.1-processed-gene-0.75&CDS=1-942
2899	OG0002899	YMR117C	genemark-NW_011887739.1-processed-gene-1.52-mRNA-1_1&gene=genemark-NW_011887739.1-processed-gene-1.52&CDS=1-585
2900	OG0002900	YMR119W	augustus_masked-NW_011887499.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NW_011887499.1-processed-gene-0.49&CDS=1-2001
2901	OG0002901	YMR120C	genemark-NW_011887644.1-processed-gene-0.64-mRNA-1_1&gene=genemark-NW_011887644.1-processed-gene-0.64&CDS=1-1770
2902	OG0002902	YMR123W	genemark-NW_011887644.1-processed-gene-0.67-mRNA-1_1&gene=genemark-NW_011887644.1-processed-gene-0.67&CDS=1-366
2903	OG0002903	YMR125W	genemark-NW_011887477.1-processed-gene-0.10-mRNA-1_1&gene=genemark-NW_011887477.1-processed-gene-0.10&CDS=1-2673
2904	OG0002904	YMR126C	genemark-NW_011887516.1-processed-gene-0.60-mRNA-1_1&gene=genemark-NW_011887516.1-processed-gene-0.60&CDS=1-1014
2905	OG0002905	YMR127C	genemark-NW_011887516.1-processed-gene-0.61-mRNA-1_1&gene=genemark-NW_011887516.1-processed-gene-0.61&CDS=1-951
2906	OG0002906	YMR128W	genemark-NW_011887516.1-processed-gene-0.42-mRNA-1_1&gene=genemark-NW_011887516.1-processed-gene-0.42&CDS=1-3867
2907	OG0002907	YMR129W	genemark-NW_011887516.1-processed-gene-0.44-mRNA-1_1&gene=genemark-NW_011887516.1-processed-gene-0.44&CDS=1-3924
2908	OG0002908	YMR130W	genemark-NW_011887516.1-processed-gene-0.59-mRNA-1_1&gene=genemark-NW_011887516.1-processed-gene-0.59&CDS=1-792
2909	OG0002909	YMR131C	genemark-NW_011887584.1-processed-gene-0.103-mRNA-1_1&gene=genemark-NW_011887584.1-processed-gene-0.103&CDS=1-1521
2910	OG0002910	YMR132C	genemark-NW_011887576.1-processed-gene-0.57-mRNA-1_1&gene=genemark-NW_011887576.1-processed-gene-0.57&CDS=1-660
2911	OG0002911	YMR134W	genemark-NW_011887660.1-processed-gene-0.52-mRNA-1_1&gene=genemark-NW_011887660.1-processed-gene-0.52&CDS=1-585
2912	OG0002912	YMR135C	genemark-NW_011887660.1-processed-gene-0.25-mRNA-1_1&gene=genemark-NW_011887660.1-processed-gene-0.25&CDS=1-831
2913	OG0002913	YMR137C	genemark-NW_011887734.1-processed-gene-0.16-mRNA-1_1&gene=genemark-NW_011887734.1-processed-gene-0.16&CDS=1-1713
2914	OG0002914	YMR140W	genemark-NW_011887658.1-processed-gene-0.16-mRNA-1_1&gene=genemark-NW_011887658.1-processed-gene-0.16&CDS=1-1332
2915	OG0002915	YMR145C	genemark-NW_011887589.1-processed-gene-0.56-mRNA-1_1&gene=genemark-NW_011887589.1-processed-gene-0.56&CDS=1-1647
2916	OG0002916	YMR146C	genemark-NW_011887589.1-processed-gene-0.53-mRNA-1_1&gene=genemark-NW_011887589.1-processed-gene-0.53&CDS=1-1032
2917	OG0002917	YMR149W	genemark-NW_011887461.1-processed-gene-0.6-mRNA-1_1&gene=genemark-NW_011887461.1-processed-gene-0.6&CDS=1-825
2918	OG0002918	YMR150C	genemark-NW_011887589.1-processed-gene-0.40-mRNA-1_1&gene=genemark-NW_011887589.1-processed-gene-0.40&CDS=1-594
2919	OG0002919	YMR152W	maker-NW_011887560.1-snap-gene-0.5-mRNA-1_1&gene=maker-NW_011887560.1-snap-gene-0.5&CDS=1-2031
2920	OG0002920	YMR153W	genemark-NW_011887700.1-processed-gene-0.72-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-0.72&CDS=1-1380
2921	OG0002921	YMR154C	maker-NW_011887700.1-snap-gene-0.6-mRNA-1_1&gene=maker-NW_011887700.1-snap-gene-0.6&CDS=1-3117
2922	OG0002922	YMR155W	genemark-NW_011887700.1-processed-gene-0.86-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-0.86&CDS=1-1584
2923	OG0002923	YMR156C	genemark-NW_011887589.1-processed-gene-0.50-mRNA-1_1&gene=genemark-NW_011887589.1-processed-gene-0.50&CDS=1-726
2924	OG0002924	YMR157C	snap_masked-NW_011887589.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NW_011887589.1-processed-gene-0.32&CDS=1-684
2925	OG0002925	YMR158W	genemark-NW_011887589.1-processed-gene-0.44-mRNA-1_1&gene=genemark-NW_011887589.1-processed-gene-0.44&CDS=1-486
2926	OG0002926	YMR159C	maker-NW_011887691.1-snap-gene-1.234-mRNA-1_1&gene=maker-NW_011887691.1-snap-gene-1.234&CDS=1-594
2927	OG0002927	YMR161W	genemark-NW_011887691.1-processed-gene-1.16-mRNA-1_1&gene=genemark-NW_011887691.1-processed-gene-1.16&CDS=1-1038
2928	OG0002928	YMR162C	genemark-NW_011887739.1-processed-gene-2.101-mRNA-1_1&gene=genemark-NW_011887739.1-processed-gene-2.101&CDS=1-4770
2929	OG0002929	YMR164C	snap_masked-NW_011887691.1-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NW_011887691.1-processed-gene-1.119&CDS=1-2115
2930	OG0002930	YMR165C	genemark-NW_011887670.1-processed-gene-0.186-mRNA-1_1&gene=genemark-NW_011887670.1-processed-gene-0.186&CDS=1-2181
2931	OG0002931	YMR166C	genemark-NW_011887691.1-processed-gene-1.44-mRNA-1_1&gene=genemark-NW_011887691.1-processed-gene-1.44&CDS=1-1161
2932	OG0002932	YMR167W	genemark-NW_011887691.1-processed-gene-1.13-mRNA-1_1&gene=genemark-NW_011887691.1-processed-gene-1.13&CDS=1-2187
2933	OG0002933	YMR171C	genemark-NW_011887739.1-processed-gene-2.130-mRNA-1_1&gene=genemark-NW_011887739.1-processed-gene-2.130&CDS=1-1329
2934	OG0002934	YMR176W	genemark-NW_011887563.1-processed-gene-0.12-mRNA-1_1&gene=genemark-NW_011887563.1-processed-gene-0.12&CDS=1-5004
2935	OG0002935	YMR177W	snap_masked-NW_011887563.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NW_011887563.1-processed-gene-0.36&CDS=1-1467
2936	OG0002936	YMR178W	genemark-NW_011887563.1-processed-gene-0.14-mRNA-1_1&gene=genemark-NW_011887563.1-processed-gene-0.14&CDS=1-834
2937	OG0002937	YMR179W	genemark-NW_011887613.1-processed-gene-0.40-mRNA-1_1&gene=genemark-NW_011887613.1-processed-gene-0.40&CDS=1-2205
2938	OG0002938	YMR185W	genemark-NW_011887561.1-processed-gene-0.25-mRNA-1_1&gene=genemark-NW_011887561.1-processed-gene-0.25&CDS=1-2790
2939	OG0002939	YMR186W	genemark-NW_011887683.1-processed-gene-0.50-mRNA-1_1&gene=genemark-NW_011887683.1-processed-gene-0.50&CDS=1-2109
2940	OG0002940	YMR188C	maker-NW_011887479.1-snap-gene-0.70-mRNA-1_1&gene=maker-NW_011887479.1-snap-gene-0.70&CDS=1-777
2941	OG0002941	YMR189W	maker-NW_011887577.1-augustus-gene-0.39-mRNA-1_1&gene=maker-NW_011887577.1-augustus-gene-0.39&CDS=1-4473
2942	OG0002942	YMR190C	genemark-NW_011887577.1-processed-gene-0.3-mRNA-1_1&gene=genemark-NW_011887577.1-processed-gene-0.3&CDS=1-4443
2943	OG0002943	YMR191W	genemark-NW_011887577.1-processed-gene-0.7-mRNA-1_1&gene=genemark-NW_011887577.1-processed-gene-0.7&CDS=1-1188
2944	OG0002944	YMR193W	genemark-NW_011887577.1-processed-gene-0.9-mRNA-1_1&gene=genemark-NW_011887577.1-processed-gene-0.9&CDS=1-831
2945	OG0002945	YMR194C-B	genemark-NW_011887576.1-processed-gene-0.69-mRNA-1_1&gene=genemark-NW_011887576.1-processed-gene-0.69&CDS=1-246
2946	OG0002946	YMR196W	genemark-NW_011887729.1-processed-gene-2.229-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-2.229&CDS=1-3159
2947	OG0002947	YMR197C	maker-NW_011887729.1-snap-gene-2.18-mRNA-1_1&gene=maker-NW_011887729.1-snap-gene-2.18&CDS=1-666
2948	OG0002948	YMR200W	genemark-NW_011887507.1-processed-gene-0.13-mRNA-1_1&gene=genemark-NW_011887507.1-processed-gene-0.13&CDS=1-741
2949	OG0002949	YMR201C	genemark-NW_011887729.1-processed-gene-2.193-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-2.193&CDS=1-1068
2950	OG0002950	YMR202W	augustus_masked-NW_011887729.1-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NW_011887729.1-processed-gene-2.79&CDS=1-1680
2951	OG0002951	YMR203W	genemark-NW_011887729.1-processed-gene-2.219-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-2.219&CDS=1-1158
2952	OG0002952	YMR205C	genemark-NW_011887689.1-processed-gene-0.6-mRNA-1_1&gene=genemark-NW_011887689.1-processed-gene-0.6&CDS=1-2832
2953	OG0002953	YMR208W	genemark-NW_011887729.1-processed-gene-1.93-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-1.93&CDS=1-1260
2954	OG0002954	YMR209C	genemark-NW_011887729.1-processed-gene-1.94-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-1.94&CDS=1-1242
2955	OG0002955	YMR211W	genemark-NW_011887729.1-processed-gene-1.62-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-1.62&CDS=1-1479
2956	OG0002956	YMR212C	genemark-NW_011887729.1-processed-gene-1.69-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-1.69&CDS=1-2385
2957	OG0002957	YMR213W	augustus_masked-NW_011887729.1-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NW_011887729.1-processed-gene-1.24&CDS=1-4212
2958	OG0002958	YMR214W	genemark-NW_011887729.1-processed-gene-1.65-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-1.65&CDS=1-1113
2959	OG0002959	YMR215W	genemark-NW_011887561.1-processed-gene-0.41-mRNA-1_1&gene=genemark-NW_011887561.1-processed-gene-0.41&CDS=1-1503
2960	OG0002960	YMR216C	genemark-NW_011887561.1-processed-gene-0.39-mRNA-1_1&gene=genemark-NW_011887561.1-processed-gene-0.39&CDS=1-1767
2961	OG0002961	YMR217W	genemark-NW_011887729.1-processed-gene-1.75-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-1.75&CDS=1-1578
2962	OG0002962	YMR218C	genemark-NW_011887587.1-processed-gene-0.90-mRNA-1_1&gene=genemark-NW_011887587.1-processed-gene-0.90&CDS=1-3672
2963	OG0002963	YMR220W	augustus_masked-NW_011887735.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NW_011887735.1-processed-gene-0.30&CDS=1-1377
2964	OG0002964	YMR221C	genemark-NW_011887737.1-processed-gene-0.127-mRNA-1_1&gene=genemark-NW_011887737.1-processed-gene-0.127&CDS=1-1545
2965	OG0002965	YMR223W	genemark-NW_011887540.1-processed-gene-0.103-mRNA-1_1&gene=genemark-NW_011887540.1-processed-gene-0.103&CDS=1-1551
2966	OG0002966	YMR224C	genemark-NW_011887737.1-processed-gene-0.156-mRNA-1_1&gene=genemark-NW_011887737.1-processed-gene-0.156&CDS=1-2091
2967	OG0002967	YMR225C	genemark-NW_011887737.1-processed-gene-0.160-mRNA-1_1&gene=genemark-NW_011887737.1-processed-gene-0.160&CDS=1-288
2968	OG0002968	YMR226C	genemark-NW_011887680.1-processed-gene-0.45-mRNA-1_1&gene=genemark-NW_011887680.1-processed-gene-0.45&CDS=1-804
2969	OG0002969	YMR227C	maker-NW_011887542.1-snap-gene-0.177-mRNA-1_1&gene=maker-NW_011887542.1-snap-gene-0.177&CDS=1-1050
2970	OG0002970	YMR228W	genemark-NW_011887542.1-processed-gene-0.61-mRNA-1_1&gene=genemark-NW_011887542.1-processed-gene-0.61&CDS=1-1005
2971	OG0002971	YMR229C	genemark-NW_011887542.1-processed-gene-0.66-mRNA-1_1&gene=genemark-NW_011887542.1-processed-gene-0.66&CDS=1-5172
2972	OG0002972	YMR231W	genemark-NW_011887711.1-processed-gene-1.128-mRNA-1_1&gene=genemark-NW_011887711.1-processed-gene-1.128&CDS=1-2883
2973	OG0002973	YMR232W	genemark-NW_011887711.1-processed-gene-1.129-mRNA-1_1&gene=genemark-NW_011887711.1-processed-gene-1.129&CDS=1-1986
2974	OG0002974	YMR234W	genemark-NW_011887700.1-processed-gene-0.60-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-0.60&CDS=1-1227
2975	OG0002975	YMR235C	genemark-NW_011887727.1-processed-gene-1.158-mRNA-1_1&gene=genemark-NW_011887727.1-processed-gene-1.158&CDS=1-1233
2976	OG0002976	YMR239C	maker-NW_011887632.1-snap-gene-0.3-mRNA-1_1&gene=maker-NW_011887632.1-snap-gene-0.3&CDS=1-2835
2977	OG0002977	YMR240C	augustus_masked-NW_011887632.1-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NW_011887632.1-processed-gene-0.166&CDS=1-1932
2978	OG0002978	YMR241W	genemark-NW_011887664.1-processed-gene-1.68-mRNA-1_1&gene=genemark-NW_011887664.1-processed-gene-1.68&CDS=1-921
2979	OG0002979	YMR243C	genemark-NW_011887664.1-processed-gene-1.94-mRNA-1_1&gene=genemark-NW_011887664.1-processed-gene-1.94&CDS=1-1329
2980	OG0002980	YMR244C-A	genemark-NW_011887651.1-processed-gene-0.32-mRNA-1_1&gene=genemark-NW_011887651.1-processed-gene-0.32&CDS=1-312
2981	OG0002981	YMR244W	genemark-NW_011887664.1-processed-gene-1.74-mRNA-1_1&gene=genemark-NW_011887664.1-processed-gene-1.74&CDS=1-1050
2982	OG0002982	YMR247C	genemark-NW_011887504.1-processed-gene-0.96-mRNA-1_1&gene=genemark-NW_011887504.1-processed-gene-0.96&CDS=1-4017
2983	OG0002983	YMR250W	genemark-NW_011887729.1-processed-gene-1.72-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-1.72&CDS=1-1632
2984	OG0002984	YMR252C	snap_masked-NW_011887631.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NW_011887631.1-processed-gene-0.42&CDS=1-732
2985	OG0002985	YMR256C	genemark-NW_011887708.1-processed-gene-0.84-mRNA-1_1&gene=genemark-NW_011887708.1-processed-gene-0.84&CDS=1-189
2986	OG0002986	YMR258C	maker-NW_011887708.1-snap-gene-0.6-mRNA-1_1&gene=maker-NW_011887708.1-snap-gene-0.6&CDS=1-4731
2987	OG0002987	YMR259C	genemark-NW_011887545.1-processed-gene-0.163-mRNA-1_1&gene=genemark-NW_011887545.1-processed-gene-0.163&CDS=1-3972
2988	OG0002988	YMR260C	genemark-NW_011887545.1-processed-gene-0.164-mRNA-1_1&gene=genemark-NW_011887545.1-processed-gene-0.164&CDS=1-456
2989	OG0002989	YMR262W	genemark-NW_011887545.1-processed-gene-0.135-mRNA-1_1&gene=genemark-NW_011887545.1-processed-gene-0.135&CDS=1-957
2990	OG0002990	YMR263W	genemark-NW_011887710.1-processed-gene-0.137-mRNA-1_1&gene=genemark-NW_011887710.1-processed-gene-0.137&CDS=1-486
2991	OG0002991	YMR264W	genemark-NW_011887710.1-processed-gene-0.136-mRNA-1_1&gene=genemark-NW_011887710.1-processed-gene-0.136&CDS=1-618
2992	OG0002992	YMR265C	genemark-NW_011887710.1-processed-gene-0.99-mRNA-1_1&gene=genemark-NW_011887710.1-processed-gene-0.99&CDS=1-1365
2993	OG0002993	YMR266W	genemark-NW_011887552.1-processed-gene-0.71-mRNA-1_1&gene=genemark-NW_011887552.1-processed-gene-0.71&CDS=1-2688
2994	OG0002994	YMR267W	augustus_masked-NW_011887552.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NW_011887552.1-processed-gene-0.30&CDS=1-942
2995	OG0002995	YMR268C	genemark-NW_011887552.1-processed-gene-0.54-mRNA-1_1&gene=genemark-NW_011887552.1-processed-gene-0.54&CDS=1-2901
