	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026152_Torulaspora_franciscae
3167	OG0003167	YNL129W	maker-flattened_line_3-snap-gene-0.100-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-0.100&CDS=1-753
3168	OG0003168	YNL131W	snap_masked-flattened_line_3-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.21&CDS=1-450
3169	OG0003169	YNL132W	snap_masked-flattened_line_3-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.20&CDS=1-3159
3170	OG0003170	YNL135C	snap_masked-flattened_line_3-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.45&CDS=1-342
3171	OG0003171	YNL136W	snap_masked-flattened_line_3-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.18&CDS=1-762
3172	OG0003172	YNL137C	snap_masked-flattened_line_3-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.44&CDS=1-1446
3173	OG0003173	YNL138W	snap_masked-flattened_line_3-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.17&CDS=1-1581
3174	OG0003174	YNL138W-A	snap_masked-flattened_line_3-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.16&CDS=1-288
3175	OG0003175	YNL139C	genemark-flattened_line_3-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.139&CDS=1-5853
3176	OG0003176	YNL142W	snap_masked-flattened_line_3-processed-gene-5.86-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.86&CDS=1-1749
3177	OG0003177	YNL147W	maker-flattened_line_3-augustus-gene-0.94-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-0.94&CDS=1-363
3178	OG0003178	YNL148C	augustus_masked-flattened_line_3-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.61&CDS=1-723
3179	OG0003179	YNL149C	snap_masked-flattened_line_3-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.14&CDS=1-381
3180	OG0003180	YNL151C	snap_masked-flattened_line_3-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.15&CDS=1-714
3181	OG0003181	YNL153C	snap_masked-flattened_line_3-processed-gene-5.63-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.63&CDS=1-387
3182	OG0003182	YNL155W	snap_masked-flattened_line_3-processed-gene-5.60-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.60&CDS=1-750
3183	OG0003183	YNL156C	snap_masked-flattened_line_3-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.9&CDS=1-873
3184	OG0003184	YNL158W	snap_masked-flattened_line_3-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.36&CDS=1-564
3185	OG0003185	YNL159C	snap_masked-flattened_line_3-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.11&CDS=1-828
3186	OG0003186	YNL160W	snap_masked-flattened_line_3-processed-gene-5.87-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.87&CDS=1-996
3187	OG0003187	YNL161W	snap_masked-flattened_line_3-processed-gene-5.88-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.88&CDS=1-2025
3188	OG0003188	YNL162W-A	snap_masked-flattened_line_3-processed-gene-5.90-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.90&CDS=1-237
3189	OG0003189	YNL163C	snap_masked-flattened_line_3-processed-gene-5.66-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.66&CDS=1-3270
3190	OG0003190	YNL164C	snap_masked-flattened_line_3-processed-gene-6.53-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.53&CDS=1-936
3191	OG0003191	YNL165W	snap_masked-flattened_line_3-processed-gene-6.60-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.60&CDS=1-1092
3192	OG0003192	YNL166C	snap_masked-flattened_line_3-processed-gene-6.55-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.55&CDS=1-1083
3193	OG0003193	YNL167C	snap_masked-flattened_line_3-processed-gene-6.57-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.57&CDS=1-1884
3194	OG0003194	YNL168C	snap_masked-flattened_line_3-processed-gene-6.58-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.58&CDS=1-783
3195	OG0003195	YNL169C	snap_masked-flattened_line_3-processed-gene-6.59-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.59&CDS=1-1473
3196	OG0003196	YNL172W	snap_masked-flattened_line_3-processed-gene-6.87-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.87&CDS=1-4977
3197	OG0003197	YNL175C	snap_masked-flattened_line_3-processed-gene-6.63-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.63&CDS=1-1149
3198	OG0003198	YNL177C	snap_masked-flattened_line_12-processed-gene-3.57-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.57&CDS=1-891
3199	OG0003199	YNL178W	snap_masked-flattened_line_12-processed-gene-3.79-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.79&CDS=1-738
3200	OG0003200	YNL180C	augustus_masked-flattened_line_12-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.15&CDS=1-813
3201	OG0003201	YNL181W	snap_masked-flattened_line_12-processed-gene-3.80-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.80&CDS=1-1191
3202	OG0003202	YNL182C	snap_masked-flattened_line_12-processed-gene-3.59-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.59&CDS=1-1569
3203	OG0003203	YNL183C	maker-flattened_line_12-augustus-gene-3.89-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-3.89&CDS=1-2679
3204	OG0003204	YNL186W	snap_masked-flattened_line_12-processed-gene-3.81-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.81&CDS=1-1929
3205	OG0003205	YNL187W	genemark-flattened_line_12-processed-gene-3.138-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.138&CDS=1-1293
3206	OG0003206	YNL188W	augustus_masked-flattened_line_12-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.34&CDS=1-1017
3207	OG0003207	YNL189W	snap_masked-flattened_line_12-processed-gene-3.83-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.83&CDS=1-1629
3208	OG0003208	YNL191W	snap_masked-flattened_line_12-processed-gene-3.85-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.85&CDS=1-1071
3209	OG0003209	YNL192W	snap_masked-flattened_line_12-processed-gene-3.86-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.86&CDS=1-3189
3210	OG0003210	YNL193W	snap_masked-flattened_line_12-processed-gene-3.87-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.87&CDS=1-1572
3211	OG0003211	YNL197C	snap_masked-flattened_line_12-processed-gene-4.105-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.105&CDS=1-2025
3212	OG0003212	YNL199C	snap_masked-flattened_line_12-processed-gene-4.106-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.106&CDS=1-1440
3213	OG0003213	YNL200C	snap_masked-flattened_line_12-processed-gene-4.108-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.108&CDS=1-732
3214	OG0003214	YNL201C	snap_masked-flattened_line_12-processed-gene-4.109-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.109&CDS=1-2448
3215	OG0003215	YNL202W	snap_masked-flattened_line_12-processed-gene-4.128-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.128&CDS=1-864
3216	OG0003216	YNL206C	snap_masked-flattened_line_12-processed-gene-4.111-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.111&CDS=1-1275
3217	OG0003217	YNL207W	snap_masked-flattened_line_12-processed-gene-4.129-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.129&CDS=1-1257
3218	OG0003218	YNL210W	snap_masked-flattened_line_12-processed-gene-4.131-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.131&CDS=1-807
3219	OG0003219	YNL212W	snap_masked-flattened_line_12-processed-gene-4.133-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.133&CDS=1-2385
3220	OG0003220	YNL213C	snap_masked-flattened_line_12-processed-gene-4.113-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.113&CDS=1-630
3221	OG0003221	YNL214W	augustus_masked-flattened_line_12-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.86&CDS=1-591
3222	OG0003222	YNL216W	snap_masked-flattened_line_12-processed-gene-4.137-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.137&CDS=1-2013
3223	OG0003223	YNL217W	snap_masked-flattened_line_12-processed-gene-4.138-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.138&CDS=1-864
3224	OG0003224	YNL218W	snap_masked-flattened_line_12-processed-gene-4.139-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.139&CDS=1-1668
3225	OG0003225	YNL219C	snap_masked-flattened_line_12-processed-gene-4.116-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.116&CDS=1-1662
3226	OG0003226	YNL220W	snap_masked-flattened_line_12-processed-gene-4.141-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.141&CDS=1-1299
3227	OG0003227	YNL221C	snap_masked-flattened_line_12-processed-gene-4.117-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.117&CDS=1-2544
3228	OG0003228	YNL222W	maker-flattened_line_12-augustus-gene-4.156-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-4.156&CDS=1-2136
3229	OG0003229	YNL224C	snap_masked-flattened_line_12-processed-gene-4.119-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.119&CDS=1-2175
3230	OG0003230	YNL225C	snap_masked-flattened_line_12-processed-gene-4.120-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.120&CDS=1-2808
3231	OG0003231	YNL227C	snap_masked-flattened_line_12-processed-gene-4.121-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.121&CDS=1-1746
3232	OG0003232	YNL229C	snap_masked-flattened_line_12-processed-gene-4.122-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.122&CDS=1-1074
3233	OG0003233	YNL230C	snap_masked-flattened_line_12-processed-gene-4.123-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.123&CDS=1-1050
3234	OG0003234	YNL231C	snap_masked-flattened_line_12-processed-gene-4.124-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.124&CDS=1-1044
3235	OG0003235	YNL232W	snap_masked-flattened_line_12-processed-gene-4.145-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.145&CDS=1-867
3236	OG0003236	YNL233W	snap_masked-flattened_line_12-processed-gene-4.146-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.146&CDS=1-2505
3237	OG0003237	YNL234W	snap_masked-flattened_line_12-processed-gene-4.147-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.147&CDS=1-1263
3238	OG0003238	YNL236W	snap_masked-flattened_line_12-processed-gene-4.148-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.148&CDS=1-2898
3239	OG0003239	YNL237W	snap_masked-flattened_line_12-processed-gene-4.149-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.149&CDS=1-1311
3240	OG0003240	YNL238W	snap_masked-flattened_line_12-processed-gene-4.150-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.150&CDS=1-2304
3241	OG0003241	YNL239W	snap_masked-flattened_line_12-processed-gene-4.151-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.151&CDS=1-1347
3242	OG0003242	YNL240C	snap_masked-flattened_line_12-processed-gene-4.125-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.125&CDS=1-1416
3243	OG0003243	YNL241C	snap_masked-flattened_line_12-processed-gene-4.126-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.126&CDS=1-1515
3244	OG0003244	YNL242W	snap_masked-flattened_line_12-processed-gene-4.153-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.153&CDS=1-4632
3245	OG0003245	YNL243W	genemark-flattened_line_30-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.100&CDS=1-759
3246	OG0003246	YNL244C	snap_masked-flattened_line_30-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.0&CDS=1-324
3247	OG0003247	YNL245C	snap_masked-flattened_line_30-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.1&CDS=1-345
3248	OG0003248	YNL247W	snap_masked-flattened_line_30-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.25&CDS=1-2205
3249	OG0003249	YNL248C	augustus_masked-flattened_line_30-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.43&CDS=1-1236
3250	OG0003250	YNL250W	snap_masked-flattened_line_30-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.27&CDS=1-3906
3251	OG0003251	YNL251C	snap_masked-flattened_line_30-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.5&CDS=1-1725
3252	OG0003252	YNL252C	snap_masked-flattened_line_30-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.6&CDS=1-804
3253	OG0003253	YNL253W	snap_masked-flattened_line_30-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.28&CDS=1-1284
3254	OG0003254	YNL254C	maker-flattened_line_30-augustus-gene-0.72-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-0.72&CDS=1-1509
3255	OG0003255	YNL256W	snap_masked-flattened_line_30-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.29&CDS=1-2376
3256	OG0003256	YNL257C	snap_masked-flattened_line_30-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.12&CDS=1-3630
3257	OG0003257	YNL258C	snap_masked-flattened_line_30-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.13&CDS=1-2238
3258	OG0003258	YNL259C	maker-flattened_line_30-augustus-gene-0.73-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-0.73&CDS=1-678
3259	OG0003259	YNL262W	genemark-flattened_line_30-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.108&CDS=1-7752
3260	OG0003260	YNL263C	snap_masked-flattened_line_30-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.16&CDS=1-933
3261	OG0003261	YNL264C	snap_masked-flattened_line_1-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.106&CDS=1-1041
3262	OG0003262	YNL267W	augustus_masked-flattened_line_30-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.69&CDS=1-5931
3263	OG0003263	YNL271C	snap_masked-flattened_line_30-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.21&CDS=1-5652
3264	OG0003264	YNL272C	genemark-flattened_line_30-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.96&CDS=1-2088
3265	OG0003265	YNL273W	snap_masked-flattened_line_30-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.39&CDS=1-3624
3266	OG0003266	YNL274C	snap_masked-flattened_line_30-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.71&CDS=1-1050
3267	OG0003267	YNL275W	augustus_masked-flattened_line_30-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.148&CDS=1-3537
3268	OG0003268	YNL280C	snap_masked-flattened_line_20-processed-gene-2.145-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.145&CDS=1-1311
3269	OG0003269	YNL281W	snap_masked-flattened_line_20-processed-gene-2.189-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.189&CDS=1-441
3270	OG0003270	YNL282W	snap_masked-flattened_line_20-processed-gene-2.190-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.190&CDS=1-579
3271	OG0003271	YNL283C	snap_masked-flattened_line_20-processed-gene-2.146-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.146&CDS=1-1434
3272	OG0003272	YNL284C	snap_masked-flattened_line_20-processed-gene-2.147-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.147&CDS=1-879
3273	OG0003273	YNL286W	snap_masked-flattened_line_36-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.139&CDS=1-828
3274	OG0003274	YNL287W	snap_masked-flattened_line_36-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.138&CDS=1-2802
3275	OG0003275	YNL288W	snap_masked-flattened_line_36-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.137&CDS=1-963
3276	OG0003276	YNL289W	snap_masked-flattened_line_36-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.135&CDS=1-789
3277	OG0003277	YNL290W	snap_masked-flattened_line_36-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.134&CDS=1-1008
3278	OG0003278	YNL291C	snap_masked-flattened_line_36-processed-gene-0.189-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.189&CDS=1-1614
3279	OG0003279	YNL292W	augustus_masked-flattened_line_36-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.36&CDS=1-1914
3280	OG0003280	YNL293W	snap_masked-flattened_line_36-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.132&CDS=1-1875
3281	OG0003281	YNL294C	augustus_masked-flattened_line_36-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.83&CDS=1-1557
3282	OG0003282	YNL295W	snap_masked-flattened_line_36-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.131&CDS=1-1440
3283	OG0003283	YNL297C	snap_masked-flattened_line_36-processed-gene-0.186-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.186&CDS=1-4902
3284	OG0003284	YNL298W	snap_masked-flattened_line_36-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.130&CDS=1-2529
3285	OG0003285	YNL304W	snap_masked-flattened_line_36-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.124&CDS=1-1131
3286	OG0003286	YNL305C	genemark-flattened_line_36-processed-gene-0.281-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.281&CDS=1-810
3287	OG0003287	YNL306W	snap_masked-flattened_line_36-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.122&CDS=1-618
3288	OG0003288	YNL307C	snap_masked-flattened_line_36-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.178&CDS=1-1122
3289	OG0003289	YNL308C	snap_masked-flattened_line_36-processed-gene-0.177-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.177&CDS=1-1704
3290	OG0003290	YNL309W	snap_masked-flattened_line_36-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.119&CDS=1-1068
3291	OG0003291	YNL310C	snap_masked-flattened_line_36-processed-gene-0.176-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.176&CDS=1-552
3292	OG0003292	YNL311C	snap_masked-flattened_line_36-processed-gene-0.175-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.175&CDS=1-2172
3293	OG0003293	YNL312W	augustus_masked-flattened_line_36-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.21&CDS=1-846
3294	OG0003294	YNL313C	snap_masked-flattened_line_36-processed-gene-0.174-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.174&CDS=1-2742
3295	OG0003295	YNL314W	snap_masked-flattened_line_36-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.116&CDS=1-798
3296	OG0003296	YNL315C	snap_masked-flattened_line_36-processed-gene-0.173-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.173&CDS=1-972
3297	OG0003297	YNL316C	snap_masked-flattened_line_36-processed-gene-0.172-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.172&CDS=1-981
3298	OG0003298	YNL320W	genemark-flattened_line_36-processed-gene-0.215-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.215&CDS=1-873
3299	OG0003299	YNL321W	snap_masked-flattened_line_36-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.111&CDS=1-2802
3300	OG0003300	YNL322C	snap_masked-flattened_line_36-processed-gene-0.166-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.166&CDS=1-1020
3301	OG0003301	YNL325C	genemark-flattened_line_36-processed-gene-0.268-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.268&CDS=1-2607
3302	OG0003302	YNL326C	augustus_masked-flattened_line_36-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.61&CDS=1-1002
3303	OG0003303	YNL327W	snap_masked-flattened_line_36-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.106&CDS=1-2193
3304	OG0003304	YNL328C	snap_masked-flattened_line_36-processed-gene-0.163-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.163&CDS=1-432
3305	OG0003305	YNL329C	genemark-flattened_line_36-processed-gene-0.265-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.265&CDS=1-3069
3306	OG0003306	YNL330C	maker-flattened_line_36-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.3&CDS=1-1791
3307	OG0003307	YNR008W	snap_masked-flattened_line_16-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.37&CDS=1-2004
3308	OG0003308	YNR009W	snap_masked-flattened_line_16-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.36&CDS=1-594
3309	OG0003309	YNR010W	genemark-flattened_line_16-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.130&CDS=1-495
3310	OG0003310	YNR011C	maker-flattened_line_16-snap-gene-1.61-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.61&CDS=1-3786
3311	OG0003311	YNR012W	snap_masked-flattened_line_16-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.32&CDS=1-1491
3312	OG0003312	YNR013C	snap_masked-flattened_line_16-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.12&CDS=1-2514
3313	OG0003313	YNR015W	snap_masked-flattened_line_16-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.11&CDS=1-1128
3314	OG0003314	YNR016C	snap_masked-flattened_line_16-processed-gene-1.9-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.9&CDS=1-6681
3315	OG0003315	YNR017W	snap_masked-flattened_line_16-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.97&CDS=1-633
3316	OG0003316	YNR018W	snap_masked-flattened_line_16-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.96&CDS=1-675
3317	OG0003317	YNR019W	snap_masked-flattened_line_16-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.94&CDS=1-1854
3318	OG0003318	YNR020C	augustus_masked-flattened_line_16-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.17&CDS=1-744
3319	OG0003319	YNR021W	snap_masked-flattened_line_16-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.92&CDS=1-1221
3320	OG0003320	YNR022C	snap_masked-flattened_line_16-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.64&CDS=1-414
3321	OG0003321	YNR026C	snap_masked-flattened_line_16-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.59&CDS=1-2769
3322	OG0003322	YNR027W	snap_masked-flattened_line_16-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.84&CDS=1-1014
3323	OG0003323	YNR029C	augustus_masked-flattened_line_16-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.11&CDS=1-1199
3324	OG0003324	YNR030W	snap_masked-flattened_line_16-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.81&CDS=1-1683
3325	OG0003325	YNR031C	snap_masked-flattened_line_16-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.56&CDS=1-4689
3326	OG0003326	YNR032C-A	snap_masked-flattened_line_16-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.55&CDS=1-219
3327	OG0003327	YNR032W	snap_masked-flattened_line_16-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.80&CDS=1-1086
3328	OG0003328	YNR033W	augustus_masked-flattened_line_16-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.31&CDS=1-3276
3329	OG0003329	YNR036C	augustus_masked-flattened_line_16-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.5&CDS=1-468
3330	OG0003330	YNR037C	snap_masked-flattened_line_16-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.48&CDS=1-273
3331	OG0003331	YNR038W	snap_masked-flattened_line_16-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.75&CDS=1-1899
3332	OG0003332	YNR039C	augustus_masked-flattened_line_16-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.3&CDS=1-1638
3333	OG0003333	YNR040W	augustus_masked-flattened_line_16-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.24&CDS=1-774
