	OrthologID	Metschnikowia_similis	Saccharomyces_cerevisiae
2887	OG0002887	augustus_masked-sim-_s487-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-sim-_s487-processed-gene-0.120&CDS=1-6129	YLR305C
2888	OG0002888	augustus_masked-sim-_s487-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-sim-_s487-processed-gene-0.121&CDS=1-735	YPR016C
2889	OG0002889	augustus_masked-sim-_s487-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-sim-_s487-processed-gene-0.122&CDS=1-2664	YLL026W
2890	OG0002890	augustus_masked-sim-_s487-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-sim-_s487-processed-gene-0.123&CDS=1-1320	YGL181W
2891	OG0002891	genemark-sim-_s489-processed-gene-0.12-mRNA-1_1&gene=genemark-sim-_s489-processed-gene-0.12&CDS=1-1191	YHL014C
2892	OG0002892	augustus_masked-sim-_s489-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-sim-_s489-processed-gene-0.6&CDS=1-1632	YCL004W
2893	OG0002893	augustus_masked-sim-_s489-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-sim-_s489-processed-gene-0.7&CDS=1-1128	YNL005C
2894	OG0002894	augustus_masked-sim-_s49-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-sim-_s49-processed-gene-0.25&CDS=1-1302	YDR148C
2895	OG0002895	augustus_masked-sim-_s49-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-sim-_s49-processed-gene-0.34&CDS=1-3543	YPL012W
2896	OG0002896	augustus_masked-sim-_s49-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-sim-_s49-processed-gene-0.26&CDS=1-402	YPL013C
2897	OG0002897	maker-sim-_s49-augustus-gene-0.23-mRNA-1_1&gene=maker-sim-_s49-augustus-gene-0.23&CDS=1-2745	YLR340W
2898	OG0002898	augustus_masked-sim-_s49-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-sim-_s49-processed-gene-0.37&CDS=1-1062	YMR214W
2899	OG0002899	augustus_masked-sim-_s49-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-sim-_s49-processed-gene-0.29&CDS=1-1473	YMR211W
2900	OG0002900	augustus_masked-sim-_s49-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-sim-_s49-processed-gene-0.38&CDS=1-1332	YNR050C
2901	OG0002901	augustus_masked-sim-_s49-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-sim-_s49-processed-gene-0.39&CDS=1-1059	YMR146C
2902	OG0002902	augustus_masked-sim-_s49-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-sim-_s49-processed-gene-0.40&CDS=1-807	YDL086W
2903	OG0002903	maker-sim-_s49-snap-gene-0.65-mRNA-1_1&gene=maker-sim-_s49-snap-gene-0.65&CDS=1-1305	YDL100C
2904	OG0002904	augustus_masked-sim-_s49-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-sim-_s49-processed-gene-0.30&CDS=1-2814	YPL003W
2905	OG0002905	augustus_masked-sim-_s49-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-sim-_s49-processed-gene-0.42&CDS=1-1803	YFL002C
2906	OG0002906	augustus_masked-sim-_s49-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-sim-_s49-processed-gene-0.31&CDS=1-1284	YFL001W
2907	OG0002907	augustus_masked-sim-_s49-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-sim-_s49-processed-gene-0.32&CDS=1-1914	YDL057W
2908	OG0002908	genemark-sim-_s49-processed-gene-0.21-mRNA-1_1&gene=genemark-sim-_s49-processed-gene-0.21&CDS=1-372	YHR191C
2909	OG0002909	augustus_masked-sim-_s490-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-sim-_s490-processed-gene-0.3&CDS=1-2643	YML097C
2910	OG0002910	genemark-sim-_s491-processed-gene-0.12-mRNA-1_1&gene=genemark-sim-_s491-processed-gene-0.12&CDS=1-1758	YIL150C
2911	OG0002911	augustus_masked-sim-_s491-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.59&CDS=1-2478	YER157W
2912	OG0002912	genemark-sim-_s491-processed-gene-0.13-mRNA-1_1&gene=genemark-sim-_s491-processed-gene-0.13&CDS=1-1257	YDL107W
2913	OG0002913	snap_masked-sim-_s491-processed-gene-0.45-mRNA-1_1&gene=snap_masked-sim-_s491-processed-gene-0.45&CDS=1-1416	YDL106C
2914	OG0002914	snap_masked-sim-_s491-processed-gene-0.48-mRNA-1_1&gene=snap_masked-sim-_s491-processed-gene-0.48&CDS=1-309	YGL142C
2915	OG0002915	maker-sim-_s491-augustus-gene-0.79-mRNA-1_1&gene=maker-sim-_s491-augustus-gene-0.79&CDS=1-3063	YMR154C
2916	OG0002916	augustus_masked-sim-_s491-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.70&CDS=1-462	YJL011C
2917	OG0002917	augustus_masked-sim-_s491-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.71&CDS=1-1728	YMR290C
2918	OG0002918	augustus_masked-sim-_s491-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.62&CDS=1-5781	YGR271W
2919	OG0002919	augustus_masked-sim-_s491-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.72&CDS=1-672	YGR271C-A
2920	OG0002920	augustus_masked-sim-_s491-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.63&CDS=1-1101	YGR173W
2921	OG0002921	augustus_masked-sim-_s491-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.65&CDS=1-1767	YHR037W
2922	OG0002922	maker-sim-_s491-augustus-gene-0.80-mRNA-1_1&gene=maker-sim-_s491-augustus-gene-0.80&CDS=1-432	YMR292W
2923	OG0002923	augustus_masked-sim-_s491-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.73&CDS=1-2946	YGR240C
2924	OG0002924	augustus_masked-sim-_s491-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.75&CDS=1-1482	YLR015W
2925	OG0002925	augustus_masked-sim-_s491-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-sim-_s491-processed-gene-0.76&CDS=1-2127	YGR237C
2926	OG0002926	augustus_masked-sim-_s492-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-sim-_s492-processed-gene-0.29&CDS=1-363	YKL160W
2927	OG0002927	augustus_masked-sim-_s492-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-sim-_s492-processed-gene-0.30&CDS=1-5442	YHR007C
2928	OG0002928	augustus_masked-sim-_s492-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-sim-_s492-processed-gene-0.31&CDS=1-891	YOR344C
2929	OG0002929	augustus_masked-sim-_s492-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-sim-_s492-processed-gene-0.22&CDS=1-1269	YDR465C
2930	OG0002930	genemark-sim-_s492-processed-gene-0.2-mRNA-1_1&gene=genemark-sim-_s492-processed-gene-0.2&CDS=1-1497	YHR024C
2931	OG0002931	maker-sim-_s492-augustus-gene-0.59-mRNA-1_1&gene=maker-sim-_s492-augustus-gene-0.59&CDS=1-3786	YNL267W
2932	OG0002932	augustus_masked-sim-_s492-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-sim-_s492-processed-gene-0.32&CDS=1-1656	YKR002W
2933	OG0002933	genemark-sim-_s492-processed-gene-0.5-mRNA-1_1&gene=genemark-sim-_s492-processed-gene-0.5&CDS=1-2514	YJL204C
2934	OG0002934	genemark-sim-_s492-processed-gene-0.19-mRNA-1_1&gene=genemark-sim-_s492-processed-gene-0.19&CDS=1-444	YBR122C
2935	OG0002935	augustus_masked-sim-_s492-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-sim-_s492-processed-gene-0.25&CDS=1-1620	YJL111W
2936	OG0002936	augustus_masked-sim-_s492-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-sim-_s492-processed-gene-0.27&CDS=1-5490	YHR023W
2937	OG0002937	augustus_masked-sim-_s492-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-sim-_s492-processed-gene-0.28&CDS=1-1653	YML123C
2938	OG0002938	augustus_masked-sim-_s493-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.50&CDS=1-1263	YNL175C
2939	OG0002939	maker-sim-_s493-snap-gene-0.20-mRNA-1_1&gene=maker-sim-_s493-snap-gene-0.20&CDS=1-2328	YBR251W
2940	OG0002940	augustus_masked-sim-_s493-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.43&CDS=1-1575	YIR004W
2941	OG0002941	augustus_masked-sim-_s493-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.52&CDS=1-378	YEL044W
2942	OG0002942	augustus_masked-sim-_s493-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.45&CDS=1-3306	YFR030W
2943	OG0002943	augustus_masked-sim-_s493-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.47&CDS=1-435	YCR063W
2944	OG0002944	augustus_masked-sim-_s493-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.55&CDS=1-1488	YCR065W
2945	OG0002945	augustus_masked-sim-_s493-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.48&CDS=1-1098	YKL028W
2946	OG0002946	augustus_masked-sim-_s493-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.49&CDS=1-870	YBR291C
2947	OG0002947	augustus_masked-sim-_s493-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-sim-_s493-processed-gene-0.56&CDS=1-1107	YBR290W
2948	OG0002948	augustus_masked-sim-_s494-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.2&CDS=1-903	YLR208W
2949	OG0002949	augustus_masked-sim-_s494-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.11&CDS=1-927	YLR209C
2950	OG0002950	genemark-sim-_s494-processed-gene-0.55-mRNA-1_1&gene=genemark-sim-_s494-processed-gene-0.55&CDS=1-1053	YDR268W
2951	OG0002951	augustus_masked-sim-_s494-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.13&CDS=1-753	YOR039W
2952	OG0002952	genemark-sim-_s494-processed-gene-0.44-mRNA-1_1&gene=genemark-sim-_s494-processed-gene-0.44&CDS=1-4128	YOR038C
2953	OG0002953	genemark-sim-_s494-processed-gene-0.59-mRNA-1_1&gene=genemark-sim-_s494-processed-gene-0.59&CDS=1-456	YHR105W
2954	OG0002954	snap_masked-sim-_s494-processed-gene-0.22-mRNA-1_1&gene=snap_masked-sim-_s494-processed-gene-0.22&CDS=1-462	YJR104C
2955	OG0002955	genemark-sim-_s494-processed-gene-0.46-mRNA-1_1&gene=genemark-sim-_s494-processed-gene-0.46&CDS=1-1929	YDR311W
2956	OG0002956	augustus_masked-sim-_s494-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.5&CDS=1-909	YHR088W
2957	OG0002957	augustus_masked-sim-_s494-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.6&CDS=1-3690	YDR335W
2958	OG0002958	augustus_masked-sim-_s494-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.15&CDS=1-1044	YIL110W
2959	OG0002959	augustus_masked-sim-_s494-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.7&CDS=1-2898	YIL107C
2960	OG0002960	augustus_masked-sim-_s494-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.8&CDS=1-2643	YNL054W
2961	OG0002961	genemark-sim-_s494-processed-gene-0.51-mRNA-1_1&gene=genemark-sim-_s494-processed-gene-0.51&CDS=1-1899	YDR034C
2962	OG0002962	augustus_masked-sim-_s494-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-sim-_s494-processed-gene-0.17&CDS=1-1767	YFL053W
2963	OG0002963	augustus_masked-sim-_s495-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.80&CDS=1-618	YOR021C
2964	OG0002964	augustus_masked-sim-_s495-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.108&CDS=1-2202	YOR022C
2965	OG0002965	maker-sim-_s495-augustus-gene-0.228-mRNA-1_1&gene=maker-sim-_s495-augustus-gene-0.228&CDS=1-3006	YIL078W
2966	OG0002966	augustus_masked-sim-_s495-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.110&CDS=1-393	YKL170W
2967	OG0002967	augustus_masked-sim-_s495-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.81&CDS=1-1887	YDL178W
2968	OG0002968	augustus_masked-sim-_s495-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.113&CDS=1-738	YKL206C
2969	OG0002969	snap_masked-sim-_s495-processed-gene-0.146-mRNA-1_1&gene=snap_masked-sim-_s495-processed-gene-0.146&CDS=1-300	YGL070C
2970	OG0002970	augustus_masked-sim-_s495-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.115&CDS=1-723	YNL010W
2971	OG0002971	augustus_masked-sim-_s495-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.116&CDS=1-768	YNL312W
2972	OG0002972	augustus_masked-sim-_s495-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.117&CDS=1-1728	YLL028W
2973	OG0002973	augustus_masked-sim-_s495-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.118&CDS=1-1431	YNR023W
2974	OG0002974	augustus_masked-sim-_s495-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.119&CDS=1-672	YOR319W
2975	OG0002975	augustus_masked-sim-_s495-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.120&CDS=1-1035	YHR040W
2976	OG0002976	genemark-sim-_s495-processed-gene-0.54-mRNA-1_1&gene=genemark-sim-_s495-processed-gene-0.54&CDS=1-1017	YNR021W
2977	OG0002977	augustus_masked-sim-_s495-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.122&CDS=1-639	YCR051W
2978	OG0002978	augustus_masked-sim-_s495-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.88&CDS=1-687	YNR020C
2979	OG0002979	augustus_masked-sim-_s495-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.90&CDS=1-1329	YCR047C
2980	OG0002980	augustus_masked-sim-_s495-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.92&CDS=1-3144	YNL014W
2981	OG0002981	snap_masked-sim-_s495-processed-gene-0.200-mRNA-1_1&gene=snap_masked-sim-_s495-processed-gene-0.200&CDS=1-435	YER044C
2982	OG0002982	augustus_masked-sim-_s495-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.125&CDS=1-1308	YIL033C
2983	OG0002983	genemark-sim-_s495-processed-gene-0.23-mRNA-1_1&gene=genemark-sim-_s495-processed-gene-0.23&CDS=1-1395	YMR026C
2984	OG0002984	genemark-sim-_s495-processed-gene-0.24-mRNA-1_1&gene=genemark-sim-_s495-processed-gene-0.24&CDS=1-1185	YPR118W
2985	OG0002985	augustus_masked-sim-_s495-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.126&CDS=1-3462	YDR027C
2986	OG0002986	augustus_masked-sim-_s495-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.127&CDS=1-2985	YPL162C
2987	OG0002987	augustus_masked-sim-_s495-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.95&CDS=1-1428	YDR330W
2988	OG0002988	maker-sim-_s495-augustus-gene-0.230-mRNA-1_1&gene=maker-sim-_s495-augustus-gene-0.230&CDS=1-1674	YDR328C
2989	OG0002989	augustus_masked-sim-_s495-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.98&CDS=1-3426	YHR079C
2990	OG0002990	augustus_masked-sim-_s495-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.131&CDS=1-555	YHR081W
2991	OG0002991	augustus_masked-sim-_s495-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.99&CDS=1-741	YDR412W
2992	OG0002992	maker-sim-_s495-augustus-gene-0.231-mRNA-1_1&gene=maker-sim-_s495-augustus-gene-0.231&CDS=1-1323	YDR354W
2993	OG0002993	augustus_masked-sim-_s495-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.101&CDS=1-1101	YMR024W
2994	OG0002994	genemark-sim-_s495-processed-gene-0.32-mRNA-1_1&gene=genemark-sim-_s495-processed-gene-0.32&CDS=1-2379	YGL234W
2995	OG0002995	genemark-sim-_s495-processed-gene-0.33-mRNA-1_1&gene=genemark-sim-_s495-processed-gene-0.33&CDS=1-2277	YJL101C
2996	OG0002996	augustus_masked-sim-_s495-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.103&CDS=1-894	YGL240W
2997	OG0002997	augustus_masked-sim-_s495-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.133&CDS=1-894	YFR047C
2998	OG0002998	genemark-sim-_s495-processed-gene-0.72-mRNA-1_1&gene=genemark-sim-_s495-processed-gene-0.72&CDS=1-2016	YGL236C
2999	OG0002999	augustus_masked-sim-_s495-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.105&CDS=1-882	YLR003C
3000	OG0003000	augustus_masked-sim-_s495-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.106&CDS=1-711	YGL237C
3001	OG0003001	augustus_masked-sim-_s495-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.137&CDS=1-3984	YGL238W
3002	OG0003002	augustus_masked-sim-_s495-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-sim-_s495-processed-gene-0.138&CDS=1-1020	YER156C
3003	OG0003003	maker-sim-_s496-augustus-gene-0.1-mRNA-1_1&gene=maker-sim-_s496-augustus-gene-0.1&CDS=1-705	YGR152C
3004	OG0003004	augustus_masked-sim-_s496-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.102&CDS=1-2793	YGL201C
3005	OG0003005	augustus_masked-sim-_s496-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.103&CDS=1-3417	YBL066C
3006	OG0003006	augustus_masked-sim-_s496-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.104&CDS=1-1011	YER095W
3007	OG0003007	augustus_masked-sim-_s496-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.86&CDS=1-2598	YPR135W
3008	OG0003008	augustus_masked-sim-_s496-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.87&CDS=1-576	YPR131C
3009	OG0003009	augustus_masked-sim-_s496-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.105&CDS=1-1944	YIL155C
3010	OG0003010	augustus_masked-sim-_s496-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.89&CDS=1-1599	YML013W
3011	OG0003011	maker-sim-_s496-augustus-gene-0.0-mRNA-1_1&gene=maker-sim-_s496-augustus-gene-0.0&CDS=1-888	YBR173C
3012	OG0003012	augustus_masked-sim-_s496-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.107&CDS=1-1983	YOR069W
3013	OG0003013	snap_masked-sim-_s496-processed-gene-0.68-mRNA-1_1&gene=snap_masked-sim-_s496-processed-gene-0.68&CDS=1-561	YNL090W
3014	OG0003014	snap_masked-sim-_s496-processed-gene-0.69-mRNA-1_1&gene=snap_masked-sim-_s496-processed-gene-0.69&CDS=1-2130	YNL091W
3015	OG0003015	genemark-sim-_s496-processed-gene-0.32-mRNA-1_1&gene=genemark-sim-_s496-processed-gene-0.32&CDS=1-1968	YOR087W
3016	OG0003016	augustus_masked-sim-_s496-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.93&CDS=1-2403	YHR142W
3017	OG0003017	augustus_masked-sim-_s496-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.94&CDS=1-1830	YBR260C
3018	OG0003018	snap_masked-sim-_s496-processed-gene-0.73-mRNA-1_1&gene=snap_masked-sim-_s496-processed-gene-0.73&CDS=1-234	YHR001W-A
3019	OG0003019	snap_masked-sim-_s496-processed-gene-0.75-mRNA-1_1&gene=snap_masked-sim-_s496-processed-gene-0.75&CDS=1-1023	YNR035C
3020	OG0003020	snap_masked-sim-_s496-processed-gene-0.77-mRNA-1_1&gene=snap_masked-sim-_s496-processed-gene-0.77&CDS=1-1605	YJL128C
3021	OG0003021	augustus_masked-sim-_s496-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.96&CDS=1-4578	YPL167C
3022	OG0003022	augustus_masked-sim-_s496-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-sim-_s496-processed-gene-0.113&CDS=1-708	YFL031W
3023	OG0003023	genemark-sim-_s496-processed-gene-0.38-mRNA-1_1&gene=genemark-sim-_s496-processed-gene-0.38&CDS=1-1824	YJL100W
3024	OG0003024	genemark-sim-_s496-processed-gene-0.20-mRNA-1_1&gene=genemark-sim-_s496-processed-gene-0.20&CDS=1-2916	YBR281C
3025	OG0003025	snap_masked-sim-_s51-processed-gene-0.9-mRNA-1_1&gene=snap_masked-sim-_s51-processed-gene-0.9&CDS=1-1542	YER090W
3026	OG0003026	augustus_masked-sim-_s51-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-sim-_s51-processed-gene-0.18&CDS=1-1098	YBL058W
3027	OG0003027	augustus_masked-sim-_s51-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-sim-_s51-processed-gene-0.19&CDS=1-2301	YER091C
3028	OG0003028	augustus_masked-sim-_s51-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-sim-_s51-processed-gene-0.20&CDS=1-1206	YML048W
3029	OG0003029	genemark-sim-_s52-processed-gene-0.16-mRNA-1_1&gene=genemark-sim-_s52-processed-gene-0.16&CDS=1-2283	YCR091W
3030	OG0003030	genemark-sim-_s53-processed-gene-0.11-mRNA-1_1&gene=genemark-sim-_s53-processed-gene-0.11&CDS=1-1158	YEL046C
3031	OG0003031	augustus_masked-sim-_s53-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-sim-_s53-processed-gene-0.32&CDS=1-1752	YHL029C
3032	OG0003032	genemark-sim-_s53-processed-gene-0.15-mRNA-1_1&gene=genemark-sim-_s53-processed-gene-0.15&CDS=1-5394	YHL030W
3033	OG0003033	augustus_masked-sim-_s53-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-sim-_s53-processed-gene-0.34&CDS=1-1467	YGR083C
3034	OG0003034	augustus_masked-sim-_s53-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-sim-_s53-processed-gene-0.35&CDS=1-3894	YAL026C
3035	OG0003035	augustus_masked-sim-_s53-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-sim-_s53-processed-gene-0.22&CDS=1-1350	YOR323C
3036	OG0003036	augustus_masked-sim-_s53-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-sim-_s53-processed-gene-0.36&CDS=1-933	YBR213W
3037	OG0003037	augustus_masked-sim-_s53-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-sim-_s53-processed-gene-0.24&CDS=1-1863	YOR370C
3038	OG0003038	augustus_masked-sim-_s53-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-sim-_s53-processed-gene-0.25&CDS=1-429	YOR369C
3039	OG0003039	augustus_masked-sim-_s57-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-sim-_s57-processed-gene-0.3&CDS=1-2247	YAL053W
3040	OG0003040	genemark-sim-_s6-processed-gene-0.18-mRNA-1_1&gene=genemark-sim-_s6-processed-gene-0.18&CDS=1-1809	YDR049W
3041	OG0003041	maker-sim-_s6-snap-gene-0.43-mRNA-1_1&gene=maker-sim-_s6-snap-gene-0.43&CDS=1-1083	YDR047W
3042	OG0003042	genemark-sim-_s6-processed-gene-0.0-mRNA-1_1&gene=genemark-sim-_s6-processed-gene-0.0&CDS=1-2955	YBR074W
3043	OG0003043	snap_masked-sim-_s6-processed-gene-0.47-mRNA-1_1&gene=snap_masked-sim-_s6-processed-gene-0.47&CDS=1-294	YHR087W
3044	OG0003044	snap_masked-sim-_s6-processed-gene-0.48-mRNA-1_1&gene=snap_masked-sim-_s6-processed-gene-0.48&CDS=1-2082	YDR333C
3045	OG0003045	augustus_masked-sim-_s6-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.90&CDS=1-1848	YHR039C
3046	OG0003046	augustus_masked-sim-_s6-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.104&CDS=1-333	YHR039C-A
3047	OG0003047	genemark-sim-_s6-processed-gene-0.21-mRNA-1_1&gene=genemark-sim-_s6-processed-gene-0.21&CDS=1-4569	YDR334W
3048	OG0003048	augustus_masked-sim-_s6-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.91&CDS=1-1260	YHR086W
3049	OG0003049	genemark-sim-_s6-processed-gene-0.5-mRNA-1_1&gene=genemark-sim-_s6-processed-gene-0.5&CDS=1-924	YOR174W
3050	OG0003050	augustus_masked-sim-_s6-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.108&CDS=1-1149	YOR176W
3051	OG0003051	augustus_masked-sim-_s6-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.109&CDS=1-1773	YOR175C
3052	OG0003052	augustus_masked-sim-_s6-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.110&CDS=1-3384	YLR272C
3053	OG0003053	augustus_masked-sim-_s6-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.111&CDS=1-1605	YMR005W
3054	OG0003054	augustus_masked-sim-_s6-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.93&CDS=1-1101	YOL010W
3055	OG0003055	augustus_masked-sim-_s6-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.112&CDS=1-7389	YKL203C
3056	OG0003056	augustus_masked-sim-_s6-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-sim-_s6-processed-gene-0.113&CDS=1-1260	YJR065C
