	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034979_Cyberlindnera_misumaiensis
3175	OG0003175	YOL077W-A	snap_masked-flattened_line_34-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.82&CDS=1-195
3176	OG0003176	YOL078W	snap_masked-flattened_line_34-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.36&CDS=1-2292
3177	OG0003177	YOL080C	snap_masked-flattened_line_34-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.83&CDS=1-789
3178	OG0003178	YOL086W-A	maker-flattened_line_131-snap-gene-0.50-mRNA-1_1&gene=maker-flattened_line_131-snap-gene-0.50&CDS=1-342
3179	OG0003179	YOL087C	snap_masked-flattened_line_131-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.31&CDS=1-2298
3180	OG0003180	YOL090W	snap_masked-flattened_line_63-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.110&CDS=1-2775
3181	OG0003181	YOL094C	snap_masked-flattened_line_75-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.126&CDS=1-966
3182	OG0003182	YOL095C	snap_masked-flattened_line_75-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.100&CDS=1-1827
3183	OG0003183	YOL096C	snap_masked-flattened_line_34-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.79&CDS=1-891
3184	OG0003184	YOL097C	snap_masked-flattened_line_65-processed-gene-0.150-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.150&CDS=1-1281
3185	OG0003185	YOL098C	snap_masked-flattened_line_30-processed-gene-0.189-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.189&CDS=1-3099
3186	OG0003186	YOL107W	augustus_masked-flattened_line_79-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.30&CDS=1-1041
3187	OG0003187	YOL111C	snap_masked-flattened_line_26-processed-gene-0.203-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.203&CDS=1-594
3188	OG0003188	YOL114C	snap_masked-flattened_line_2-processed-gene-4.8-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.8&CDS=1-456
3189	OG0003189	YOL115W	snap_masked-flattened_line_2-processed-gene-4.3-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.3&CDS=1-1785
3190	OG0003190	YOL116W	snap_masked-flattened_line_81-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.4&CDS=1-1254
3191	OG0003191	YOL123W	snap_masked-flattened_line_81-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.23&CDS=1-1185
3192	OG0003192	YOL124C	snap_masked-flattened_line_81-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.5&CDS=1-1332
3193	OG0003193	YOL125W	snap_masked-flattened_line_0-processed-gene-5.142-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.142&CDS=1-1239
3194	OG0003194	YOL127W	maker-flattened_line_43-augustus-gene-0.91-mRNA-1_1&gene=maker-flattened_line_43-augustus-gene-0.91&CDS=1-1056
3195	OG0003195	YOL129W	maker-flattened_line_43-snap-gene-0.85-mRNA-1_1&gene=maker-flattened_line_43-snap-gene-0.85&CDS=1-522
3196	OG0003196	YOL132W	snap_masked-flattened_line_101-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.44&CDS=1-1332
3197	OG0003197	YOL133W	genemark-flattened_line_22-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.50&CDS=1-405
3198	OG0003198	YOL135C	maker-flattened_line_22-augustus-gene-0.224-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-0.224&CDS=1-747
3199	OG0003199	YOL136C	snap_masked-flattened_line_75-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.102&CDS=1-1014
3200	OG0003200	YOL137W	snap_masked-flattened_line_97-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.38&CDS=1-1308
3201	OG0003201	YOL138C	snap_masked-flattened_line_10-processed-gene-1.52-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.52&CDS=1-2862
3202	OG0003202	YOL139C	snap_masked-flattened_line_10-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.27&CDS=1-621
3203	OG0003203	YOL140W	snap_masked-flattened_line_10-processed-gene-2.170-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.170&CDS=1-1272
3204	OG0003204	YOL142W	snap_masked-flattened_line_75-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.115&CDS=1-657
3205	OG0003205	YOL143C	snap_masked-flattened_line_0-processed-gene-6.40-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.40&CDS=1-507
3206	OG0003206	YOL144W	snap_masked-flattened_line_51-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.106&CDS=1-1632
3207	OG0003207	YOL145C	snap_masked-flattened_line_51-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.74&CDS=1-3228
3208	OG0003208	YOL146W	maker-flattened_line_51-augustus-gene-0.148-mRNA-1_1&gene=maker-flattened_line_51-augustus-gene-0.148&CDS=1-648
3209	OG0003209	YOL147C	snap_masked-flattened_line_2-processed-gene-4.68-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.68&CDS=1-693
3210	OG0003210	YOL148C	snap_masked-flattened_line_2-processed-gene-4.67-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.67&CDS=1-1407
3211	OG0003211	YOL149W	snap_masked-flattened_line_2-processed-gene-4.10-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.10&CDS=1-480
3212	OG0003212	YOL152W	snap_masked-flattened_line_107-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.16&CDS=1-1776
3213	OG0003213	YOL154W	maker-flattened_line_4-snap-gene-3.72-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.72&CDS=1-768
3214	OG0003214	YOR001W	snap_masked-flattened_line_45-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.36&CDS=1-2247
3215	OG0003215	YOR002W	snap_masked-flattened_line_75-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.109&CDS=1-1614
3216	OG0003216	YOR004W	snap_masked-flattened_line_26-processed-gene-0.192-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.192&CDS=1-786
3217	OG0003217	YOR005C	snap_masked-flattened_line_22-processed-gene-0.170-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.170&CDS=1-2664
3218	OG0003218	YOR006C	snap_masked-flattened_line_22-processed-gene-0.175-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.175&CDS=1-924
3219	OG0003219	YOR007C	snap_masked-flattened_line_22-processed-gene-0.169-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.169&CDS=1-1032
3220	OG0003220	YOR014W	snap_masked-flattened_line_53-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.55&CDS=1-1923
3221	OG0003221	YOR017W	snap_masked-flattened_line_24-processed-gene-0.295-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.295&CDS=1-1809
3222	OG0003222	YOR018W	augustus_masked-flattened_line_77-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.13&CDS=1-2259
3223	OG0003223	YOR020C	snap_masked-flattened_line_55-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.123&CDS=1-312
3224	OG0003224	YOR021C	snap_masked-flattened_line_55-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.122&CDS=1-612
3225	OG0003225	YOR022C	snap_masked-flattened_line_55-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.91&CDS=1-1845
3226	OG0003226	YOR023C	snap_masked-flattened_line_55-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.90&CDS=1-1155
3227	OG0003227	YOR026W	augustus_masked-flattened_line_117-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_117-processed-gene-0.59&CDS=1-1026
3228	OG0003228	YOR027W	snap_masked-flattened_line_117-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.9&CDS=1-1725
3229	OG0003229	YOR036W	snap_masked-flattened_line_8-processed-gene-1.91-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.91&CDS=1-798
3230	OG0003230	YOR037W	snap_masked-flattened_line_8-processed-gene-1.125-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.125&CDS=1-1119
3231	OG0003231	YOR038C	snap_masked-flattened_line_8-processed-gene-1.93-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.93&CDS=1-2490
3232	OG0003232	YOR039W	snap_masked-flattened_line_8-processed-gene-1.123-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.123&CDS=1-741
3233	OG0003233	YOR042W	snap_masked-flattened_line_0-processed-gene-5.145-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.145&CDS=1-1014
3234	OG0003234	YOR043W	snap_masked-flattened_line_57-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.129&CDS=1-969
3235	OG0003235	YOR045W	genemark-flattened_line_12-processed-gene-2.187-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.187&CDS=1-162
3236	OG0003236	YOR046C	snap_masked-flattened_line_12-processed-gene-2.148-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.148&CDS=1-1446
3237	OG0003237	YOR048C	snap_masked-flattened_line_103-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.45&CDS=1-2850
3238	OG0003238	YOR051C	snap_masked-flattened_line_2-processed-gene-2.27-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.27&CDS=1-1263
3239	OG0003239	YOR056C	snap_masked-flattened_line_2-processed-gene-2.23-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.23&CDS=1-1431
3240	OG0003240	YOR057W	snap_masked-flattened_line_2-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.88&CDS=1-1182
3241	OG0003241	YOR058C	snap_masked-flattened_line_2-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.116&CDS=1-2424
3242	OG0003242	YOR059C	maker-flattened_line_0-snap-gene-6.127-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-6.127&CDS=1-1299
3243	OG0003243	YOR061W	snap_masked-flattened_line_2-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.103&CDS=1-993
3244	OG0003244	YOR063W	snap_masked-flattened_line_2-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.104&CDS=1-1164
3245	OG0003245	YOR064C	snap_masked-flattened_line_2-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.113&CDS=1-759
3246	OG0003246	YOR065W	snap_masked-flattened_line_2-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.93&CDS=1-909
3247	OG0003247	YOR067C	snap_masked-flattened_line_2-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.92&CDS=1-1674
3248	OG0003248	YOR069W	snap_masked-flattened_line_2-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.112&CDS=1-1851
3249	OG0003249	YOR070C	augustus_masked-flattened_line_2-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.24&CDS=1-1527
3250	OG0003250	YOR074C	snap_masked-flattened_line_51-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.75&CDS=1-903
3251	OG0003251	YOR075W	snap_masked-flattened_line_51-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.76&CDS=1-894
3252	OG0003252	YOR077W	snap_masked-flattened_line_2-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.85&CDS=1-720
3253	OG0003253	YOR080W	snap_masked-flattened_line_2-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.108&CDS=1-2058
3254	OG0003254	YOR081C	snap_masked-flattened_line_0-processed-gene-6.19-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.19&CDS=1-2184
3255	OG0003255	YOR083W	snap_masked-flattened_line_2-processed-gene-2.19-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.19&CDS=1-954
3256	OG0003256	YOR084W	snap_masked-flattened_line_2-processed-gene-2.20-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.20&CDS=1-1080
3257	OG0003257	YOR085W	snap_masked-flattened_line_14-processed-gene-1.314-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.314&CDS=1-972
3258	OG0003258	YOR086C	maker-flattened_line_57-snap-gene-0.145-mRNA-1_1&gene=maker-flattened_line_57-snap-gene-0.145&CDS=1-3543
3259	OG0003259	YOR087W	maker-flattened_line_2-augustus-gene-1.127-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-1.127&CDS=1-3192
3260	OG0003260	YOR089C	snap_masked-flattened_line_26-processed-gene-0.172-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.172&CDS=1-597
3261	OG0003261	YOR090C	augustus_masked-flattened_line_26-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.14&CDS=1-1566
3262	OG0003262	YOR091W	maker-flattened_line_18-snap-gene-0.127-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.127&CDS=1-1173
3263	OG0003263	YOR093C	snap_masked-flattened_line_16-processed-gene-1.171-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.171&CDS=1-4374
3264	OG0003264	YOR094W	maker-flattened_line_18-snap-gene-0.134-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.134&CDS=1-561
3265	OG0003265	YOR095C	snap_masked-flattened_line_18-processed-gene-0.161-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.161&CDS=1-756
3266	OG0003266	YOR096W	maker-flattened_line_18-snap-gene-0.133-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.133&CDS=1-567
3267	OG0003267	YOR100C	snap_masked-flattened_line_71-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.76&CDS=1-846
3268	OG0003268	YOR101W	snap_masked-flattened_line_26-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.126&CDS=1-642
3269	OG0003269	YOR103C	snap_masked-flattened_line_26-processed-gene-0.171-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.171&CDS=1-393
3270	OG0003270	YOR106W	snap_masked-flattened_line_71-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.78&CDS=1-813
3271	OG0003271	YOR107W	genemark-flattened_line_2-processed-gene-4.252-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.252&CDS=1-894
3272	OG0003272	YOR112W	maker-flattened_line_91-snap-gene-0.117-mRNA-1_1&gene=maker-flattened_line_91-snap-gene-0.117&CDS=1-2127
3273	OG0003273	YOR113W	snap_masked-flattened_line_91-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.87&CDS=1-1959
3274	OG0003274	YOR115C	snap_masked-flattened_line_26-processed-gene-0.183-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.183&CDS=1-609
3275	OG0003275	YOR116C	snap_masked-flattened_line_147-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_147-processed-gene-0.50&CDS=1-4365
3276	OG0003276	YOR117W	snap_masked-flattened_line_39-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.149&CDS=1-1287
3277	OG0003277	YOR118W	snap_masked-flattened_line_99-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.58&CDS=1-1650
3278	OG0003278	YOR119C	snap_masked-flattened_line_99-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.42&CDS=1-1386
3279	OG0003279	YOR122C	maker-flattened_line_12-augustus-gene-2.85-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.85&CDS=1-1176
3280	OG0003280	YOR123C	snap_masked-flattened_line_12-processed-gene-2.115-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.115&CDS=1-1182
3281	OG0003281	YOR124C	snap_masked-flattened_line_12-processed-gene-2.113-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.113&CDS=1-3564
3282	OG0003282	YOR125C	snap_masked-flattened_line_22-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.178&CDS=1-711
3283	OG0003283	YOR128C	snap_masked-flattened_line_0-processed-gene-1.79-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.79&CDS=1-1674
3284	OG0003284	YOR129C	snap_masked-flattened_line_0-processed-gene-6.82-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.82&CDS=1-1860
3285	OG0003285	YOR130C	snap_masked-flattened_line_0-processed-gene-6.84-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.84&CDS=1-903
3286	OG0003286	YOR132W	augustus_masked-flattened_line_2-processed-gene-4.291-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.291&CDS=1-1593
3287	OG0003287	YOR134W	snap_masked-flattened_line_6-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.69&CDS=1-1350
3288	OG0003288	YOR141C	snap_masked-flattened_line_8-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.119&CDS=1-2205
3289	OG0003289	YOR142W	snap_masked-flattened_line_8-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.90&CDS=1-957
3290	OG0003290	YOR143C	snap_masked-flattened_line_8-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.81&CDS=1-855
3291	OG0003291	YOR144C	snap_masked-flattened_line_8-processed-gene-1.75-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.75&CDS=1-2568
3292	OG0003292	YOR145C	snap_masked-flattened_line_8-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.121&CDS=1-750
3293	OG0003293	YOR148C	augustus_masked-flattened_line_8-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.138&CDS=1-588
3294	OG0003294	YOR149C	snap_masked-flattened_line_8-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.76&CDS=1-1452
3295	OG0003295	YOR150W	snap_masked-flattened_line_8-processed-gene-1.87-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.87&CDS=1-483
3296	OG0003296	YOR151C	snap_masked-flattened_line_8-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.112&CDS=1-3660
3297	OG0003297	YOR154W	snap_masked-flattened_line_0-processed-gene-3.89-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.89&CDS=1-1803
3298	OG0003298	YOR157C	snap_masked-flattened_line_199-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_199-processed-gene-0.0&CDS=1-801
3299	OG0003299	YOR158W	snap_masked-flattened_line_6-processed-gene-2.138-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.138&CDS=1-873
3300	OG0003300	YOR159C	maker-flattened_line_8-snap-gene-0.130-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.130&CDS=1-264
3301	OG0003301	YOR160W	snap_masked-flattened_line_8-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.102&CDS=1-2796
3302	OG0003302	YOR161C	snap_masked-flattened_line_8-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.116&CDS=1-1509
3303	OG0003303	YOR163W	genemark-flattened_line_12-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.2&CDS=1-522
3304	OG0003304	YOR164C	snap_masked-flattened_line_12-processed-gene-1.134-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.134&CDS=1-933
3305	OG0003305	YOR165W	maker-flattened_line_12-snap-gene-1.118-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.118&CDS=1-2274
3306	OG0003306	YOR166C	snap_masked-flattened_line_12-processed-gene-1.135-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.135&CDS=1-1347
3307	OG0003307	YOR168W	snap_masked-flattened_line_12-processed-gene-1.157-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.157&CDS=1-2409
3308	OG0003308	YOR174W	snap_masked-flattened_line_2-processed-gene-4.25-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.25&CDS=1-756
3309	OG0003309	YOR175C	snap_masked-flattened_line_2-processed-gene-4.26-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.26&CDS=1-1749
3310	OG0003310	YOR176W	snap_masked-flattened_line_2-processed-gene-4.85-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.85&CDS=1-1146
3311	OG0003311	YOR181W	maker-flattened_line_10-snap-gene-2.251-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-2.251&CDS=1-1719
3312	OG0003312	YOR185C	maker-flattened_line_4-snap-gene-0.67-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.67&CDS=1-642
3313	OG0003313	YOR187W	maker-flattened_line_101-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_101-snap-gene-0.0&CDS=1-1260
3314	OG0003314	YOR188W	genemark-flattened_line_22-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.51&CDS=1-4179
3315	OG0003315	YOR191W	snap_masked-flattened_line_155-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_155-processed-gene-0.20&CDS=1-3255
3316	OG0003316	YOR194C	snap_masked-flattened_line_4-processed-gene-3.93-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.93&CDS=1-606
3317	OG0003317	YOR195W	snap_masked-flattened_line_4-processed-gene-3.121-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.121&CDS=1-2673
3318	OG0003318	YOR196C	augustus_masked-flattened_line_4-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.16&CDS=1-1146
3319	OG0003319	YOR197W	maker-flattened_line_4-augustus-gene-3.59-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-3.59&CDS=1-1170
3320	OG0003320	YOR198C	snap_masked-flattened_line_4-processed-gene-3.119-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.119&CDS=1-1365
3321	OG0003321	YOR201C	snap_masked-flattened_line_49-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.134&CDS=1-1185
3322	OG0003322	YOR202W	snap_masked-flattened_line_49-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.100&CDS=1-684
3323	OG0003323	YOR204W	snap_masked-flattened_line_83-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.107&CDS=1-1833
3324	OG0003324	YOR205C	snap_masked-flattened_line_14-processed-gene-1.294-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.294&CDS=1-1569
3325	OG0003325	YOR206W	snap_masked-flattened_line_14-processed-gene-1.345-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.345&CDS=1-2040
3326	OG0003326	YOR207C	snap_masked-flattened_line_36-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.153&CDS=1-3447
3327	OG0003327	YOR209C	snap_masked-flattened_line_14-processed-gene-1.292-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.292&CDS=1-1230
3328	OG0003328	YOR210W	maker-flattened_line_167-snap-gene-0.22-mRNA-1_1&gene=maker-flattened_line_167-snap-gene-0.22&CDS=1-219
3329	OG0003329	YOR211C	snap_masked-flattened_line_167-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_167-processed-gene-0.30&CDS=1-2472
3330	OG0003330	YOR212W	augustus_masked-flattened_line_81-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.100&CDS=1-1251
3331	OG0003331	YOR215C	snap_masked-flattened_line_127-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.12&CDS=1-495
3332	OG0003332	YOR216C	snap_masked-flattened_line_127-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.11&CDS=1-1368
3333	OG0003333	YOR217W	snap_masked-flattened_line_127-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.23&CDS=1-2619
3334	OG0003334	YOR221C	snap_masked-flattened_line_97-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.48&CDS=1-969
3335	OG0003335	YOR223W	snap_masked-flattened_line_97-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.71&CDS=1-657
3336	OG0003336	YOR224C	snap_masked-flattened_line_97-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.46&CDS=1-432
3337	OG0003337	YOR226C	snap_masked-flattened_line_97-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.53&CDS=1-447
3338	OG0003338	YOR232W	snap_masked-flattened_line_0-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.85&CDS=1-672
3339	OG0003339	YOR238W	snap_masked-flattened_line_79-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.134&CDS=1-744
3340	OG0003340	YOR239W	snap_masked-flattened_line_59-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.24&CDS=1-927
3341	OG0003341	YOR242C	snap_masked-flattened_line_53-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.44&CDS=1-930
3342	OG0003342	YOR243C	snap_masked-flattened_line_4-processed-gene-2.78-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.78&CDS=1-2004
