	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035691_Candida_salmanticensis
2782	OG0002782	YNL206C	augustus_masked-flattened_line_44-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.32&CDS=1-1041
2783	OG0002783	YNL207W	genemark-flattened_line_18-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.112&CDS=1-1164
2784	OG0002784	YNL209W	genemark-flattened_line_6-processed-gene-2.13-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.13&CDS=1-1848
2785	OG0002785	YNL212W	genemark-flattened_line_56-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.116&CDS=1-2523
2786	OG0002786	YNL213C	genemark-flattened_line_42-processed-gene-0.236-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.236&CDS=1-696
2787	OG0002787	YNL217W	genemark-flattened_line_32-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.35&CDS=1-1188
2788	OG0002788	YNL218W	genemark-flattened_line_42-processed-gene-0.270-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.270&CDS=1-1560
2789	OG0002789	YNL219C	maker-flattened_line_6-snap-gene-5.60-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-5.60&CDS=1-2013
2790	OG0002790	YNL220W	genemark-flattened_line_6-processed-gene-5.25-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.25&CDS=1-1281
2791	OG0002791	YNL221C	snap_masked-flattened_line_6-processed-gene-5.166-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.166&CDS=1-2085
2792	OG0002792	YNL222W	genemark-flattened_line_26-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.31&CDS=1-579
2793	OG0002793	YNL223W	genemark-flattened_line_10-processed-gene-5.241-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.241&CDS=1-1554
2794	OG0002794	YNL224C	snap_masked-flattened_line_10-processed-gene-5.167-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.167&CDS=1-1653
2795	OG0002795	YNL227C	genemark-flattened_line_26-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.91&CDS=1-1458
2796	OG0002796	YNL229C	genemark-flattened_line_28-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.111&CDS=1-1014
2797	OG0002797	YNL231C	genemark-flattened_line_14-processed-gene-1.156-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.156&CDS=1-1044
2798	OG0002798	YNL232W	genemark-flattened_line_26-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.92&CDS=1-867
2799	OG0002799	YNL233W	augustus_masked-flattened_line_26-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.52&CDS=1-3801
2800	OG0002800	YNL234W	genemark-flattened_line_26-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.107&CDS=1-864
2801	OG0002801	YNL237W	genemark-flattened_line_26-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.109&CDS=1-1338
2802	OG0002802	YNL238W	genemark-flattened_line_14-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.133&CDS=1-2598
2803	OG0002803	YNL239W	genemark-flattened_line_32-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.16&CDS=1-1455
2804	OG0002804	YNL240C	genemark-flattened_line_26-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.112&CDS=1-1503
2805	OG0002805	YNL241C	genemark-flattened_line_26-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.111&CDS=1-1533
2806	OG0002806	YNL242W	snap_masked-flattened_line_8-processed-gene-4.43-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.43&CDS=1-5217
2807	OG0002807	YNL243W	genemark-flattened_line_22-processed-gene-2.49-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.49&CDS=1-3102
2808	OG0002808	YNL244C	genemark-flattened_line_22-processed-gene-2.27-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.27&CDS=1-330
2809	OG0002809	YNL245C	genemark-flattened_line_6-processed-gene-4.10-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.10&CDS=1-984
2810	OG0002810	YNL247W	genemark-flattened_line_4-processed-gene-5.147-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.147&CDS=1-2385
2811	OG0002811	YNL248C	genemark-flattened_line_6-processed-gene-4.8-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.8&CDS=1-1221
2812	OG0002812	YNL250W	genemark-flattened_line_4-processed-gene-5.169-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.169&CDS=1-4038
2813	OG0002813	YNL251C	genemark-flattened_line_50-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.17&CDS=1-1800
2814	OG0002814	YNL252C	genemark-flattened_line_50-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.16&CDS=1-900
2815	OG0002815	YNL253W	genemark-flattened_line_50-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.55&CDS=1-1038
2816	OG0002816	YNL256W	genemark-flattened_line_50-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.9&CDS=1-2355
2817	OG0002817	YNL259C	maker-flattened_line_20-augustus-gene-2.96-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-2.96&CDS=1-222
2818	OG0002818	YNL260C	augustus_masked-flattened_line_20-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.138&CDS=1-444
2819	OG0002819	YNL261W	genemark-flattened_line_24-processed-gene-1.150-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.150&CDS=1-1392
2820	OG0002820	YNL262W	genemark-flattened_line_98-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.32&CDS=1-6903
2821	OG0002821	YNL263C	genemark-flattened_line_50-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.30&CDS=1-1008
2822	OG0002822	YNL265C	genemark-flattened_line_24-processed-gene-1.149-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.149&CDS=1-822
2823	OG0002823	YNL267W	maker-flattened_line_4-snap-gene-3.108-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.108&CDS=1-2940
2824	OG0002824	YNL271C	augustus_masked-flattened_line_4-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.77&CDS=1-6693
2825	OG0002825	YNL272C	genemark-flattened_line_4-processed-gene-3.125-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.125&CDS=1-2106
2826	OG0002826	YNL273W	genemark-flattened_line_72-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.17&CDS=1-3243
2827	OG0002827	YNL275W	genemark-flattened_line_42-processed-gene-0.248-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.248&CDS=1-1656
2828	OG0002828	YNL277W	genemark-flattened_line_42-processed-gene-0.306-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.306&CDS=1-1398
2829	OG0002829	YNL279W	genemark-flattened_line_26-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.8&CDS=1-2424
2830	OG0002830	YNL280C	genemark-flattened_line_4-processed-gene-6.31-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.31&CDS=1-1284
2831	OG0002831	YNL284C	genemark-flattened_line_44-processed-gene-0.261-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.261&CDS=1-768
2832	OG0002832	YNL286W	genemark-flattened_line_8-processed-gene-5.180-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.180&CDS=1-1233
2833	OG0002833	YNL287W	genemark-flattened_line_8-processed-gene-5.179-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.179&CDS=1-2835
2834	OG0002834	YNL288W	genemark-flattened_line_38-processed-gene-1.51-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.51&CDS=1-1149
2835	OG0002835	YNL289W	snap_masked-flattened_line_54-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.64&CDS=1-1257
2836	OG0002836	YNL291C	augustus_masked-flattened_line_8-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.113&CDS=1-1698
2837	OG0002837	YNL292W	genemark-flattened_line_8-processed-gene-2.138-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.138&CDS=1-951
2838	OG0002838	YNL294C	augustus_masked-flattened_line_10-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.75&CDS=1-1599
2839	OG0002839	YNL297C	snap_masked-flattened_line_10-processed-gene-4.33-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.33&CDS=1-4989
2840	OG0002840	YNL305C	genemark-flattened_line_4-processed-gene-6.59-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.59&CDS=1-837
2841	OG0002841	YNL306W	genemark-flattened_line_40-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.101&CDS=1-642
2842	OG0002842	YNL308C	genemark-flattened_line_16-processed-gene-2.225-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.225&CDS=1-1665
2843	OG0002843	YNL310C	genemark-flattened_line_2-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.130&CDS=1-459
2844	OG0002844	YNL312W	genemark-flattened_line_2-processed-gene-1.154-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.154&CDS=1-798
2845	OG0002845	YNL313C	genemark-flattened_line_18-processed-gene-2.14-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.14&CDS=1-2499
2846	OG0002846	YNL315C	genemark-flattened_line_2-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.124&CDS=1-900
2847	OG0002847	YNL316C	snap_masked-flattened_line_2-processed-gene-1.8-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.8&CDS=1-858
2848	OG0002848	YNL317W	maker-flattened_line_38-augustus-gene-0.6-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.6&CDS=1-2514
2849	OG0002849	YNL320W	genemark-flattened_line_16-processed-gene-2.217-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.217&CDS=1-891
2850	OG0002850	YNL321W	genemark-flattened_line_16-processed-gene-2.261-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.261&CDS=1-3357
2851	OG0002851	YNL322C	genemark-flattened_line_12-processed-gene-3.142-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.142&CDS=1-333
2852	OG0002852	YNL325C	genemark-flattened_line_36-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.8&CDS=1-2964
2853	OG0002853	YNL326C	genemark-flattened_line_0-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.37&CDS=1-1008
2854	OG0002854	YNL328C	genemark-flattened_line_0-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.36&CDS=1-366
2855	OG0002855	YNL329C	genemark-flattened_line_0-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.33&CDS=1-3444
2856	OG0002856	YNL330C	genemark-flattened_line_0-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.12&CDS=1-1371
2857	OG0002857	YNR001C	genemark-flattened_line_24-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.106&CDS=1-1404
2858	OG0002858	YNR003C	genemark-flattened_line_26-processed-gene-1.23-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.23&CDS=1-1005
2859	OG0002859	YNR006W	genemark-flattened_line_24-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.136&CDS=1-1863
2860	OG0002860	YNR007C	genemark-flattened_line_20-processed-gene-2.35-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.35&CDS=1-1005
2861	OG0002861	YNR008W	genemark-flattened_line_20-processed-gene-2.10-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.10&CDS=1-1908
2862	OG0002862	YNR012W	genemark-flattened_line_2-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.41&CDS=1-1431
2863	OG0002863	YNR013C	augustus_masked-flattened_line_2-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.65&CDS=1-1338
2864	OG0002864	YNR015W	genemark-flattened_line_26-processed-gene-1.10-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.10&CDS=1-1122
2865	OG0002865	YNR016C	snap_masked-flattened_line_26-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.106&CDS=1-6633
2866	OG0002866	YNR017W	genemark-flattened_line_26-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.55&CDS=1-651
2867	OG0002867	YNR018W	genemark-flattened_line_4-processed-gene-3.138-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.138&CDS=1-636
2868	OG0002868	YNR019W	genemark-flattened_line_4-processed-gene-3.146-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.146&CDS=1-1737
2869	OG0002869	YNR020C	genemark-flattened_line_4-processed-gene-3.171-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.171&CDS=1-642
2870	OG0002870	YNR021W	genemark-flattened_line_48-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.50&CDS=1-1134
2871	OG0002871	YNR023W	genemark-flattened_line_14-processed-gene-3.229-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.229&CDS=1-1296
2872	OG0002872	YNR027W	genemark-flattened_line_64-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.109&CDS=1-942
2873	OG0002873	YNR029C	genemark-flattened_line_6-processed-gene-4.45-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.45&CDS=1-1119
2874	OG0002874	YNR030W	augustus_masked-flattened_line_38-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.86&CDS=1-1677
2875	OG0002875	YNR032C-A	maker-flattened_line_24-augustus-gene-2.62-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-2.62&CDS=1-234
2876	OG0002876	YNR032W	genemark-flattened_line_60-processed-gene-0.138-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.138&CDS=1-990
2877	OG0002877	YNR033W	genemark-flattened_line_60-processed-gene-0.165-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.165&CDS=1-2214
2878	OG0002878	YNR034W	genemark-flattened_line_6-processed-gene-6.180-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.180&CDS=1-870
2879	OG0002879	YNR035C	genemark-flattened_line_0-processed-gene-6.137-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.137&CDS=1-999
2880	OG0002880	YNR036C	genemark-flattened_line_0-processed-gene-6.164-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.164&CDS=1-528
2881	OG0002881	YNR037C	genemark-flattened_line_0-processed-gene-6.159-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.159&CDS=1-300
2882	OG0002882	YNR038W	genemark-flattened_line_0-processed-gene-6.134-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.134&CDS=1-1611
2883	OG0002883	YNR039C	genemark-flattened_line_6-processed-gene-4.35-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.35&CDS=1-1884
2884	OG0002884	YNR041C	genemark-flattened_line_64-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.125&CDS=1-1116
2885	OG0002885	YNR043W	genemark-flattened_line_64-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.104&CDS=1-1137
2886	OG0002886	YNR046W	genemark-flattened_line_40-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.114&CDS=1-393
2887	OG0002887	YNR050C	genemark-flattened_line_16-processed-gene-2.212-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.212&CDS=1-1335
2888	OG0002888	YNR051C	genemark-flattened_line_20-processed-gene-2.58-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.58&CDS=1-1338
2889	OG0002889	YNR052C	snap_masked-flattened_line_10-processed-gene-3.78-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.78&CDS=1-1440
2890	OG0002890	YNR053C	genemark-flattened_line_20-processed-gene-2.62-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.62&CDS=1-1602
2891	OG0002891	YNR054C	genemark-flattened_line_16-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.35&CDS=1-900
2892	OG0002892	YNR055C	genemark-flattened_line_30-processed-gene-1.209-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.209&CDS=1-1914
2893	OG0002893	YNR064C	augustus_masked-flattened_line_32-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.136&CDS=1-897
2894	OG0002894	YNR074C	genemark-flattened_line_50-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.29&CDS=1-1086
2895	OG0002895	YOL001W	genemark-flattened_line_72-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.8&CDS=1-1056
2896	OG0002896	YOL002C	augustus_masked-flattened_line_90-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.5&CDS=1-861
2897	OG0002897	YOL003C	genemark-flattened_line_6-processed-gene-3.13-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.13&CDS=1-1164
2898	OG0002898	YOL004W	maker-flattened_line_6-snap-gene-3.61-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.61&CDS=1-5253
2899	OG0002899	YOL005C	genemark-flattened_line_6-processed-gene-3.14-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.14&CDS=1-357
2900	OG0002900	YOL006C	genemark-flattened_line_6-processed-gene-3.15-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.15&CDS=1-2172
2901	OG0002901	YOL008W	maker-flattened_line_20-augustus-gene-2.91-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-2.91&CDS=1-525
2902	OG0002902	YOL009C	maker-flattened_line_6-snap-gene-1.64-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-1.64&CDS=1-786
2903	OG0002903	YOL010W	genemark-flattened_line_20-processed-gene-2.52-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.52&CDS=1-1077
2904	OG0002904	YOL012C	genemark-flattened_line_30-processed-gene-1.266-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.266&CDS=1-399
2905	OG0002905	YOL013C	genemark-flattened_line_30-processed-gene-1.260-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.260&CDS=1-1743
2906	OG0002906	YOL016C	genemark-flattened_line_4-processed-gene-6.84-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.84&CDS=1-1134
2907	OG0002907	YOL018C	augustus_masked-flattened_line_36-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.115&CDS=1-1056
2908	OG0002908	YOL021C	genemark-flattened_line_46-processed-gene-0.233-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.233&CDS=1-2922
2909	OG0002909	YOL022C	genemark-flattened_line_38-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.74&CDS=1-1176
2910	OG0002910	YOL023W	genemark-flattened_line_38-processed-gene-1.44-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.44&CDS=1-2547
2911	OG0002911	YOL026C	genemark-flattened_line_0-processed-gene-5.36-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.36&CDS=1-330
2912	OG0002912	YOL030W	genemark-flattened_line_2-processed-gene-4.139-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.139&CDS=1-1350
2913	OG0002913	YOL031C	augustus_masked-flattened_line_12-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.41&CDS=1-1023
2914	OG0002914	YOL032W	genemark-flattened_line_12-processed-gene-1.146-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.146&CDS=1-633
2915	OG0002915	YOL033W	genemark-flattened_line_28-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.102&CDS=1-1686
2916	OG0002916	YOL034W	genemark-flattened_line_28-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.122&CDS=1-3360
2917	OG0002917	YOL038W	genemark-flattened_line_10-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.122&CDS=1-762
2918	OG0002918	YOL040C	genemark-flattened_line_16-processed-gene-2.279-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.279&CDS=1-438
2919	OG0002919	YOL041C	genemark-flattened_line_8-processed-gene-4.130-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.130&CDS=1-1212
2920	OG0002920	YOL049W	genemark-flattened_line_0-processed-gene-3.102-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.102&CDS=1-1437
2921	OG0002921	YOL051W	augustus_masked-flattened_line_20-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.69&CDS=1-4632
2922	OG0002922	YOL052C	genemark-flattened_line_10-processed-gene-5.213-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.213&CDS=1-1227
2923	OG0002923	YOL054W	augustus_masked-flattened_line_66-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.24&CDS=1-1539
2924	OG0002924	YOL057W	genemark-flattened_line_8-processed-gene-5.215-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.215&CDS=1-2037
2925	OG0002925	YOL058W	genemark-flattened_line_0-processed-gene-8.13-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.13&CDS=1-1248
2926	OG0002926	YOL060C	genemark-flattened_line_2-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.22&CDS=1-2343
2927	OG0002927	YOL061W	genemark-flattened_line_6-processed-gene-3.45-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.45&CDS=1-1374
2928	OG0002928	YOL063C	snap_masked-flattened_line_2-processed-gene-5.46-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.46&CDS=1-1773
2929	OG0002929	YOL064C	genemark-flattened_line_8-processed-gene-3.115-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.115&CDS=1-1026
2930	OG0002930	YOL066C	maker-flattened_line_4-snap-gene-4.97-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-4.97&CDS=1-2913
2931	OG0002931	YOL067C	genemark-flattened_line_2-processed-gene-2.124-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.124&CDS=1-1227
2932	OG0002932	YOL069W	genemark-flattened_line_2-processed-gene-2.125-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.125&CDS=1-1431
2933	OG0002933	YOL070C	augustus_masked-flattened_line_2-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.76&CDS=1-4122
2934	OG0002934	YOL071W	genemark-flattened_line_2-processed-gene-2.147-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.147&CDS=1-429
2935	OG0002935	YOL072W	augustus_masked-flattened_line_0-processed-gene-8.200-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.200&CDS=1-1557
2936	OG0002936	YOL073C	genemark-flattened_line_2-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.62&CDS=1-882
2937	OG0002937	YOL075C	genemark-flattened_line_100-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.20&CDS=1-3882
2938	OG0002938	YOL076W	augustus_masked-flattened_line_70-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.60&CDS=1-2361
2939	OG0002939	YOL077C	genemark-flattened_line_70-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.84&CDS=1-831
2940	OG0002940	YOL078W	genemark-flattened_line_70-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.85&CDS=1-2616
2941	OG0002941	YOL080C	genemark-flattened_line_4-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.32&CDS=1-840
2942	OG0002942	YOL087C	genemark-flattened_line_62-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.91&CDS=1-2664
2943	OG0002943	YOL090W	genemark-flattened_line_20-processed-gene-2.14-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.14&CDS=1-2835
2944	OG0002944	YOL093W	genemark-flattened_line_4-processed-gene-5.132-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.132&CDS=1-849
2945	OG0002945	YOL094C	genemark-flattened_line_4-processed-gene-5.157-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.157&CDS=1-1032
2946	OG0002946	YOL096C	maker-flattened_line_6-augustus-gene-1.54-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-1.54&CDS=1-1620
2947	OG0002947	YOL097C	genemark-flattened_line_6-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.28&CDS=1-1239
2948	OG0002948	YOL098C	genemark-flattened_line_6-processed-gene-6.228-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.228&CDS=1-3114
2949	OG0002949	YOL102C	genemark-flattened_line_10-processed-gene-2.57-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.57&CDS=1-666
2950	OG0002950	YOL108C	genemark-flattened_line_50-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.67&CDS=1-534
2951	OG0002951	YOL114C	genemark-flattened_line_18-processed-gene-2.57-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.57&CDS=1-549
2952	OG0002952	YOL123W	genemark-flattened_line_24-processed-gene-1.144-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.144&CDS=1-1614
2953	OG0002953	YOL124C	genemark-flattened_line_24-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.127&CDS=1-1293
2954	OG0002954	YOL125W	genemark-flattened_line_6-processed-gene-2.7-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.7&CDS=1-1206
