	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034957_Hanseniaspora_osmophila
3109	OG0003109	YNL206C	genemark-flattened_line_17-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.127&CDS=1-1422
3110	OG0003110	YNL207W	genemark-flattened_line_17-processed-gene-1.143-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.143&CDS=1-1278
3111	OG0003111	YNL212W	augustus_masked-flattened_line_17-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.95&CDS=1-2100
3112	OG0003112	YNL213C	genemark-flattened_line_17-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.129&CDS=1-717
3113	OG0003113	YNL216W	snap_masked-flattened_line_17-processed-gene-1.45-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.45&CDS=1-2574
3114	OG0003114	YNL217W	augustus_masked-flattened_line_17-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.100&CDS=1-1296
3115	OG0003115	YNL218W	genemark-flattened_line_17-processed-gene-1.151-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.151&CDS=1-1833
3116	OG0003116	YNL219C	genemark-flattened_line_17-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.132&CDS=1-1881
3117	OG0003117	YNL220W	genemark-flattened_line_17-processed-gene-1.153-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.153&CDS=1-1287
3118	OG0003118	YNL221C	genemark-flattened_line_17-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.133&CDS=1-2862
3119	OG0003119	YNL222W	genemark-flattened_line_17-processed-gene-1.155-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.155&CDS=1-660
3120	OG0003120	YNL223W	genemark-flattened_line_17-processed-gene-1.156-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.156&CDS=1-1602
3121	OG0003121	YNL224C	augustus_masked-flattened_line_17-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.85&CDS=1-4479
3122	OG0003122	YNL227C	genemark-flattened_line_17-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.137&CDS=1-2172
3123	OG0003123	YNL229C	genemark-flattened_line_17-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.138&CDS=1-1323
3124	OG0003124	YNL231C	genemark-flattened_line_17-processed-gene-1.140-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.140&CDS=1-1047
3125	OG0003125	YNL232W	genemark-flattened_line_17-processed-gene-1.157-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.157&CDS=1-3945
3126	OG0003126	YNL236W	snap_masked-flattened_line_17-processed-gene-1.55-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.55&CDS=1-2898
3127	OG0003127	YNL237W	snap_masked-flattened_line_17-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.56&CDS=1-1260
3128	OG0003128	YNL238W	snap_masked-flattened_line_17-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.57&CDS=1-2448
3129	OG0003129	YNL239W	genemark-flattened_line_17-processed-gene-1.160-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.160&CDS=1-1455
3130	OG0003130	YNL240C	genemark-flattened_line_17-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.141&CDS=1-1722
3131	OG0003131	YNL241C	genemark-flattened_line_17-processed-gene-1.142-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.142&CDS=1-1584
3132	OG0003132	YNL242W	augustus_masked-flattened_line_17-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.112&CDS=1-3381
3133	OG0003133	YNL243W	genemark-flattened_line_8-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.95&CDS=1-3285
3134	OG0003134	YNL244C	genemark-flattened_line_8-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.76&CDS=1-327
3135	OG0003135	YNL245C	genemark-flattened_line_8-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.77&CDS=1-654
3136	OG0003136	YNL247W	genemark-flattened_line_8-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.96&CDS=1-3129
3137	OG0003137	YNL248C	genemark-flattened_line_8-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.79&CDS=1-1251
3138	OG0003138	YNL249C	genemark-flattened_line_8-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.80&CDS=1-1590
3139	OG0003139	YNL250W	maker-flattened_line_8-snap-gene-0.105-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.105&CDS=1-2484
3140	OG0003140	YNL251C	snap_masked-flattened_line_8-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.10&CDS=1-2496
3141	OG0003141	YNL254C	snap_masked-flattened_line_8-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.11&CDS=1-1374
3142	OG0003142	YNL255C	genemark-flattened_line_8-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.100&CDS=1-492
3143	OG0003143	YNL256W	snap_masked-flattened_line_8-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.12&CDS=1-2376
3144	OG0003144	YNL258C	snap_masked-flattened_line_8-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.16&CDS=1-2667
3145	OG0003145	YNL259C	snap_masked-flattened_line_8-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.17&CDS=1-216
3146	OG0003146	YNL260C	snap_masked-flattened_line_8-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.18&CDS=1-486
3147	OG0003147	YNL261W	snap_masked-flattened_line_8-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.36&CDS=1-1503
3148	OG0003148	YNL262W	snap_masked-flattened_line_8-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.37&CDS=1-6699
3149	OG0003149	YNL263C	genemark-flattened_line_8-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.88&CDS=1-1092
3150	OG0003150	YNL267W	augustus_masked-flattened_line_8-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.39&CDS=1-3426
3151	OG0003151	YNL268W	genemark-flattened_line_8-processed-gene-1.7-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.7&CDS=1-1713
3152	OG0003152	YNL271C	maker-flattened_line_8-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-1.0&CDS=1-5949
3153	OG0003153	YNL272C	augustus_masked-flattened_line_8-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.43&CDS=1-2241
3154	OG0003154	YNL273W	augustus_masked-flattened_line_8-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.56&CDS=1-3954
3155	OG0003155	YNL274C	genemark-flattened_line_8-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.13&CDS=1-1026
3156	OG0003156	YNL275W	maker-flattened_line_8-snap-gene-1.1-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-1.1&CDS=1-2859
3157	OG0003157	YNL277W	genemark-flattened_line_8-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.14&CDS=1-1581
3158	OG0003158	YNL279W	genemark-flattened_line_8-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.28&CDS=1-2010
3159	OG0003159	YNL280C	genemark-flattened_line_152-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_152-processed-gene-0.27&CDS=1-1329
3160	OG0003160	YNL281W	genemark-flattened_line_152-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_152-processed-gene-0.37&CDS=1-447
3161	OG0003161	YNL293W	maker-flattened_line_41-snap-gene-0.234-mRNA-1_1&gene=maker-flattened_line_41-snap-gene-0.234&CDS=1-2238
3162	OG0003162	YNL294C	augustus_masked-flattened_line_41-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.78&CDS=1-2040
3163	OG0003163	YNL295W	augustus_masked-flattened_line_41-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.118&CDS=1-1671
3164	OG0003164	YNL297C	augustus_masked-flattened_line_41-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.79&CDS=1-4803
3165	OG0003165	YNL298W	genemark-flattened_line_41-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.39&CDS=1-3375
3166	OG0003166	YNL304W	genemark-flattened_line_41-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.43&CDS=1-1707
3167	OG0003167	YNL305C	genemark-flattened_line_41-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.45&CDS=1-900
3168	OG0003168	YNL307C	genemark-flattened_line_41-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.7&CDS=1-1335
3169	OG0003169	YNL308C	genemark-flattened_line_41-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.8&CDS=1-1704
3170	OG0003170	YNL309W	augustus_masked-flattened_line_41-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.129&CDS=1-2082
3171	OG0003171	YNL310C	snap_masked-flattened_line_41-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.160&CDS=1-618
3172	OG0003172	YNL311C	snap_masked-flattened_line_41-processed-gene-0.161-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.161&CDS=1-2304
3173	OG0003173	YNL312W	augustus_masked-flattened_line_41-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.131&CDS=1-843
3174	OG0003174	YNL313C	snap_masked-flattened_line_41-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.162&CDS=1-2760
3175	OG0003175	YNL314W	augustus_masked-flattened_line_136-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.33&CDS=1-1662
3176	OG0003176	YNL315C	snap_masked-flattened_line_136-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.71&CDS=1-1035
3177	OG0003177	YNL316C	snap_masked-flattened_line_136-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.70&CDS=1-1071
3178	OG0003178	YNL317W	genemark-flattened_line_136-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.4&CDS=1-1545
3179	OG0003179	YNL318C	genemark-flattened_line_45-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.112&CDS=1-1548
3180	OG0003180	YNL320W	genemark-flattened_line_136-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.21&CDS=1-864
3181	OG0003181	YNL321W	maker-flattened_line_136-snap-gene-0.48-mRNA-1_1&gene=maker-flattened_line_136-snap-gene-0.48&CDS=1-3570
3182	OG0003182	YNL322C	genemark-flattened_line_136-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.6&CDS=1-987
3183	OG0003183	YNL323W	genemark-flattened_line_136-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.19&CDS=1-1308
3184	OG0003184	YNL325C	augustus_masked-flattened_line_166-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_166-processed-gene-0.1&CDS=1-2250
3185	OG0003185	YNL326C	genemark-flattened_line_136-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.15&CDS=1-1011
3186	OG0003186	YNL328C	genemark-flattened_line_136-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.14&CDS=1-444
3187	OG0003187	YNL330C	augustus_masked-flattened_line_136-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.35&CDS=1-4737
3188	OG0003188	YNR001C	genemark-flattened_line_105-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_105-processed-gene-0.22&CDS=1-1479
3189	OG0003189	YNR007C	genemark-flattened_line_64-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.127&CDS=1-1056
3190	OG0003190	YNR008W	snap_masked-flattened_line_64-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.51&CDS=1-2181
3191	OG0003191	YNR010W	snap_masked-flattened_line_64-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.48&CDS=1-633
3192	OG0003192	YNR011C	snap_masked-flattened_line_64-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.19&CDS=1-2475
3193	OG0003193	YNR013C	genemark-flattened_line_64-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.122&CDS=1-3099
3194	OG0003194	YNR015W	genemark-flattened_line_64-processed-gene-0.147-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.147&CDS=1-1191
3195	OG0003195	YNR016C	snap_masked-flattened_line_64-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.16&CDS=1-6657
3196	OG0003196	YNR017W	genemark-flattened_line_64-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.146&CDS=1-681
3197	OG0003197	YNR018W	genemark-flattened_line_64-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.145&CDS=1-666
3198	OG0003198	YNR020C	genemark-flattened_line_64-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.116&CDS=1-804
3199	OG0003199	YNR021W	snap_masked-flattened_line_64-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.38&CDS=1-1167
3200	OG0003200	YNR022C	genemark-flattened_line_64-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.115&CDS=1-441
3201	OG0003201	YNR023W	genemark-flattened_line_64-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.141&CDS=1-1488
3202	OG0003202	YNR027W	genemark-flattened_line_64-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.134&CDS=1-954
3203	OG0003203	YNR029C	genemark-flattened_line_2-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.53&CDS=1-1275
3204	OG0003204	YNR030W	genemark-flattened_line_15-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.100&CDS=1-1974
3205	OG0003205	YNR032C-A	snap_masked-flattened_line_15-processed-gene-1.137-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.137&CDS=1-282
3206	OG0003206	YNR032W	genemark-flattened_line_15-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.99&CDS=1-1419
3207	OG0003207	YNR033W	genemark-flattened_line_15-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.98&CDS=1-2547
3208	OG0003208	YNR035C	genemark-flattened_line_15-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.68&CDS=1-1023
3209	OG0003209	YNR036C	genemark-flattened_line_15-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.67&CDS=1-570
3210	OG0003210	YNR037C	snap_masked-flattened_line_15-processed-gene-1.131-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.131&CDS=1-273
3211	OG0003211	YNR038W	snap_masked-flattened_line_15-processed-gene-1.161-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.161&CDS=1-2061
3212	OG0003212	YNR039C	snap_masked-flattened_line_15-processed-gene-1.125-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.125&CDS=1-2076
3213	OG0003213	YNR040W	snap_masked-flattened_line_15-processed-gene-1.127-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.127&CDS=1-987
3214	OG0003214	YNR041C	snap_masked-flattened_line_15-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.124&CDS=1-1233
3215	OG0003215	YNR043W	genemark-flattened_line_15-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.59&CDS=1-1191
3216	OG0003216	YNR046W	genemark-flattened_line_15-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.54&CDS=1-480
3217	OG0003217	YNR047W	genemark-flattened_line_15-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.53&CDS=1-3420
3218	OG0003218	YNR049C	snap_masked-flattened_line_15-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.11&CDS=1-639
3219	OG0003219	YNR050C	genemark-flattened_line_15-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.40&CDS=1-1341
3220	OG0003220	YNR051C	snap_masked-flattened_line_15-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.8&CDS=1-1602
3221	OG0003221	YNR052C	genemark-flattened_line_15-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.37&CDS=1-1482
3222	OG0003222	YNR053C	maker-flattened_line_15-augustus-gene-0.60-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-0.60&CDS=1-2619
3223	OG0003223	YNR055C	maker-flattened_line_47-snap-gene-0.182-mRNA-1_1&gene=maker-flattened_line_47-snap-gene-0.182&CDS=1-3696
3224	OG0003224	YNR067C	snap_masked-flattened_line_15-processed-gene-1.147-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.147&CDS=1-3363
3225	OG0003225	YOL001W	genemark-flattened_line_35-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.66&CDS=1-1221
3226	OG0003226	YOL004W	genemark-flattened_line_35-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.100&CDS=1-5154
3227	OG0003227	YOL005C	genemark-flattened_line_208-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_208-processed-gene-0.0&CDS=1-363
3228	OG0003228	YOL006C	genemark-flattened_line_208-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_208-processed-gene-0.1&CDS=1-2421
3229	OG0003229	YOL008W	genemark-flattened_line_208-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_208-processed-gene-0.8&CDS=1-645
3230	OG0003230	YOL009C	genemark-flattened_line_208-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_208-processed-gene-0.4&CDS=1-903
3231	OG0003231	YOL010W	genemark-flattened_line_208-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_208-processed-gene-0.9&CDS=1-1128
3232	OG0003232	YOL012C	genemark-flattened_line_58-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.85&CDS=1-411
3233	OG0003233	YOL013C	augustus_masked-flattened_line_58-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.136&CDS=1-1608
3234	OG0003234	YOL018C	genemark-flattened_line_33-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.85&CDS=1-1083
3235	OG0003235	YOL019W	augustus_masked-flattened_line_33-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.188&CDS=1-1872
3236	OG0003236	YOL021C	genemark-flattened_line_77-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.14&CDS=1-3036
3237	OG0003237	YOL022C	genemark-flattened_line_77-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.15&CDS=1-1329
3238	OG0003238	YOL023W	snap_masked-flattened_line_77-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_77-processed-gene-0.101&CDS=1-2037
3239	OG0003239	YOL026C	augustus_masked-flattened_line_107-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_107-processed-gene-0.28&CDS=1-306
3240	OG0003240	YOL027C	genemark-flattened_line_242-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_242-processed-gene-0.3&CDS=1-1839
3241	OG0003241	YOL030W	augustus_masked-flattened_line_62-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.58&CDS=1-1956
3242	OG0003242	YOL031C	snap_masked-flattened_line_210-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_210-processed-gene-0.21&CDS=1-1302
3243	OG0003243	YOL032W	genemark-flattened_line_210-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_210-processed-gene-0.15&CDS=1-714
3244	OG0003244	YOL033W	snap_masked-flattened_line_210-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_210-processed-gene-0.25&CDS=1-1584
3245	OG0003245	YOL034W	genemark-flattened_line_210-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_210-processed-gene-0.18&CDS=1-3312
3246	OG0003246	YOL036W	augustus_masked-flattened_line_107-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_107-processed-gene-0.29&CDS=1-3975
3247	OG0003247	YOL038W	genemark-flattened_line_107-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_107-processed-gene-0.68&CDS=1-750
3248	OG0003248	YOL039W	genemark-flattened_line_210-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_210-processed-gene-0.10&CDS=1-324
3249	OG0003249	YOL040C	genemark-flattened_line_438-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_438-processed-gene-0.1&CDS=1-426
3250	OG0003250	YOL041C	snap_masked-flattened_line_254-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_254-processed-gene-0.8&CDS=1-1419
3251	OG0003251	YOL048C	genemark-flattened_line_170-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_170-processed-gene-0.23&CDS=1-1071
3252	OG0003252	YOL049W	augustus_masked-flattened_line_170-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_170-processed-gene-0.29&CDS=1-1464
3253	OG0003253	YOL051W	snap_masked-flattened_line_170-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_170-processed-gene-0.2&CDS=1-2982
3254	OG0003254	YOL053W	snap_masked-flattened_line_64-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.6&CDS=1-1137
3255	OG0003255	YOL054W	augustus_masked-flattened_line_496-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_496-processed-gene-0.0&CDS=1-1059
3256	OG0003256	YOL057W	genemark-flattened_line_41-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.33&CDS=1-2457
3257	OG0003257	YOL058W	genemark-flattened_line_41-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.32&CDS=1-1248
3258	OG0003258	YOL060C	genemark-flattened_line_144-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_144-processed-gene-0.27&CDS=1-3015
3259	OG0003259	YOL061W	genemark-flattened_line_144-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_144-processed-gene-0.36&CDS=1-1281
3260	OG0003260	YOL063C	augustus_masked-flattened_line_41-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.115&CDS=1-3300
3261	OG0003261	YOL064C	genemark-flattened_line_58-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.108&CDS=1-1119
3262	OG0003262	YOL066C	genemark-flattened_line_57-processed-gene-0.171-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.171&CDS=1-1767
3263	OG0003263	YOL067C	genemark-flattened_line_57-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.169&CDS=1-456
3264	OG0003264	YOL069W	snap_masked-flattened_line_57-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.25&CDS=1-1527
3265	OG0003265	YOL070C	augustus_masked-flattened_line_41-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.109&CDS=1-1827
3266	OG0003266	YOL071W	snap_masked-flattened_line_41-processed-gene-0.221-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.221&CDS=1-510
3267	OG0003267	YOL072W	augustus_masked-flattened_line_41-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.91&CDS=1-1593
3268	OG0003268	YOL075C	genemark-flattened_line_41-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.17&CDS=1-4296
3269	OG0003269	YOL076W	augustus_masked-flattened_line_168-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_168-processed-gene-0.4&CDS=1-2481
3270	OG0003270	YOL077C	genemark-flattened_line_144-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_144-processed-gene-0.37&CDS=1-933
3271	OG0003271	YOL077W-A	snap_masked-flattened_line_144-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.48&CDS=1-207
3272	OG0003272	YOL078W	genemark-flattened_line_62-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.127&CDS=1-3588
3273	OG0003273	YOL080C	genemark-flattened_line_62-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.104&CDS=1-861
3274	OG0003274	YOL084W	genemark-flattened_line_62-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.133&CDS=1-3228
3275	OG0003275	YOL086W-A	augustus_masked-flattened_line_41-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.135&CDS=1-351
3276	OG0003276	YOL088C	augustus_masked-flattened_line_41-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.101&CDS=1-972
3277	OG0003277	YOL096C	genemark-flattened_line_152-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_152-processed-gene-0.28&CDS=1-1074
3278	OG0003278	YOL097C	genemark-flattened_line_152-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_152-processed-gene-0.35&CDS=1-1269
