	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035703_Cyberlindnera_americana
3209	OG0003209	YOL076W	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.62&CDS=1-2301
3210	OG0003210	YOL077C	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.79&CDS=1-861
3211	OG0003211	YOL077W-A	maker-NODE_14_length_414941_cov_63.102_ID_3101-augustus-gene-1.49-mRNA-1_1&gene=maker-NODE_14_length_414941_cov_63.102_ID_3101-augustus-gene-1.49&CDS=1-210
3212	OG0003212	YOL078W	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.78&CDS=1-2505
3213	OG0003213	YOL080C	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.77&CDS=1-822
3214	OG0003214	YOL086W-A	maker-NODE_14_length_414941_cov_63.102_ID_3101-augustus-gene-1.51-mRNA-1_1&gene=maker-NODE_14_length_414941_cov_63.102_ID_3101-augustus-gene-1.51&CDS=1-315
3215	OG0003215	YOL087C	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.84&CDS=1-2310
3216	OG0003216	YOL090W	maker-NODE_22_length_121182_cov_66.2256_ID_3548-augustus-gene-0.12-mRNA-1_1&gene=maker-NODE_22_length_121182_cov_66.2256_ID_3548-augustus-gene-0.12&CDS=1-3879
3217	OG0003217	YOL094C	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-1.16&CDS=1-966
3218	OG0003218	YOL096C	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.65&CDS=1-924
3219	OG0003219	YOL097C	augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-4.37&CDS=1-1248
3220	OG0003220	YOL098C	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-9.25&CDS=1-3132
3221	OG0003221	YOL102C	augustus_masked-NODE_26_length_64077_cov_61.9596_ID_4578-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_26_length_64077_cov_61.9596_ID_4578-processed-gene-0.42&CDS=1-621
3222	OG0003222	YOL107W	augustus_masked-NODE_20_length_192012_cov_49.1612_ID_3234-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_20_length_192012_cov_49.1612_ID_3234-processed-gene-0.119&CDS=1-1020
3223	OG0003223	YOL111C	augustus_masked-NODE_16_length_299054_cov_95.3201_ID_10579-processed-gene-1.307-mRNA-1_1&gene=augustus_masked-NODE_16_length_299054_cov_95.3201_ID_10579-processed-gene-1.307&CDS=1-591
3224	OG0003224	YOL114C	snap_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-2.17-mRNA-1_1&gene=snap_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-2.17&CDS=1-183
3225	OG0003225	YOL115W	snap_masked-NODE_23_length_107503_cov_65.3243_ID_3743-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_23_length_107503_cov_65.3243_ID_3743-processed-gene-0.106&CDS=1-1791
3226	OG0003226	YOL116W	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-9.153-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-9.153&CDS=1-1263
3227	OG0003227	YOL123W	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.113&CDS=1-1353
3228	OG0003228	YOL124C	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.114&CDS=1-1320
3229	OG0003229	YOL125W	augustus_masked-NODE_13_length_418472_cov_68.5033_ID_3840-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-NODE_13_length_418472_cov_68.5033_ID_3840-processed-gene-3.2&CDS=1-1221
3230	OG0003230	YOL127W	maker-NODE_12_length_446973_cov_83.3758_ID_7689-augustus-gene-1.122-mRNA-1_1&gene=maker-NODE_12_length_446973_cov_83.3758_ID_7689-augustus-gene-1.122&CDS=1-426
3231	OG0003231	YOL129W	maker-NODE_12_length_446973_cov_83.3758_ID_7689-snap-gene-1.62-mRNA-1_1&gene=maker-NODE_12_length_446973_cov_83.3758_ID_7689-snap-gene-1.62&CDS=1-1581
3232	OG0003232	YOL132W	genemark-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.109-mRNA-1_1&gene=genemark-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.109&CDS=1-1326
3233	OG0003233	YOL133W	maker-NODE_1_length_1160020_cov_59.4726_ID_4662-augustus-gene-6.108-mRNA-1_1&gene=maker-NODE_1_length_1160020_cov_59.4726_ID_4662-augustus-gene-6.108&CDS=1-939
3234	OG0003234	YOL138C	augustus_masked-NODE_27_length_57372_cov_96.4162_ID_4112-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_27_length_57372_cov_96.4162_ID_4112-processed-gene-0.51&CDS=1-2901
3235	OG0003235	YOL139C	augustus_masked-NODE_27_length_57372_cov_96.4162_ID_4112-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_27_length_57372_cov_96.4162_ID_4112-processed-gene-0.37&CDS=1-639
3236	OG0003236	YOL142W	augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-0.37&CDS=1-684
3237	OG0003237	YOL143C	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-2.38&CDS=1-498
3238	OG0003238	YOL144W	augustus_masked-NODE_18_length_235908_cov_98.2544_ID_4951-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_18_length_235908_cov_98.2544_ID_4951-processed-gene-0.68&CDS=1-1521
3239	OG0003239	YOL145C	augustus_masked-NODE_18_length_235908_cov_98.2544_ID_4951-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_18_length_235908_cov_98.2544_ID_4951-processed-gene-0.101&CDS=1-3147
3240	OG0003240	YOL146W	maker-NODE_18_length_235908_cov_98.2544_ID_4951-augustus-gene-0.125-mRNA-1_1&gene=maker-NODE_18_length_235908_cov_98.2544_ID_4951-augustus-gene-0.125&CDS=1-528
3241	OG0003241	YOL147C	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-2.75&CDS=1-696
3242	OG0003242	YOL148C	maker-NODE_7_length_568211_cov_77.8147_ID_2993-augustus-gene-2.56-mRNA-1_1&gene=maker-NODE_7_length_568211_cov_77.8147_ID_2993-augustus-gene-2.56&CDS=1-1401
3243	OG0003243	YOL149W	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-2.94&CDS=1-492
3244	OG0003244	YOL152W	maker-NODE_19_length_227830_cov_99.5677_ID_3649-snap-gene-1.72-mRNA-1_1&gene=maker-NODE_19_length_227830_cov_99.5677_ID_3649-snap-gene-1.72&CDS=1-5406
3245	OG0003245	YOL154W	maker-NODE_11_length_458690_cov_86.9314_ID_2597-augustus-gene-1.182-mRNA-1_1&gene=maker-NODE_11_length_458690_cov_86.9314_ID_2597-augustus-gene-1.182&CDS=1-1722
3246	OG0003246	YOR001W	augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-5.123&CDS=1-2211
3247	OG0003247	YOR002W	augustus_masked-NODE_26_length_64077_cov_61.9596_ID_4578-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_26_length_64077_cov_61.9596_ID_4578-processed-gene-0.51&CDS=1-1635
3248	OG0003248	YOR004W	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-0.146&CDS=1-744
3249	OG0003249	YOR005C	augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-3.113&CDS=1-2820
3250	OG0003250	YOR006C	augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-3.151&CDS=1-834
3251	OG0003251	YOR007C	augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-3.112&CDS=1-1029
3252	OG0003252	YOR014W	augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-1.17&CDS=1-1881
3253	OG0003253	YOR017W	augustus_masked-NODE_21_length_136965_cov_101.868_ID_3484-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-NODE_21_length_136965_cov_101.868_ID_3484-processed-gene-0.211&CDS=1-1854
3254	OG0003254	YOR020C	augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.177&CDS=1-312
3255	OG0003255	YOR021C	augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.176&CDS=1-621
3256	OG0003256	YOR022C	augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.173&CDS=1-1965
3257	OG0003257	YOR023C	snap_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-0.77&CDS=1-1185
3258	OG0003258	YOR027W	augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-0.104&CDS=1-1758
3259	OG0003259	YOR035C	augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.240-mRNA-1_1&gene=augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.240&CDS=1-2007
3260	OG0003260	YOR037W	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-4.94&CDS=1-1308
3261	OG0003261	YOR038C	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-4.75&CDS=1-2574
3262	OG0003262	YOR039W	maker-NODE_1_length_1160020_cov_59.4726_ID_4662-augustus-gene-4.99-mRNA-1_1&gene=maker-NODE_1_length_1160020_cov_59.4726_ID_4662-augustus-gene-4.99&CDS=1-747
3263	OG0003263	YOR042W	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-0.18&CDS=1-1053
3264	OG0003264	YOR043W	augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-1.102&CDS=1-1038
3265	OG0003265	YOR045W	snap_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.80-mRNA-1_1&gene=snap_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.80&CDS=1-429
3266	OG0003266	YOR046C	augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.229-mRNA-1_1&gene=augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.229&CDS=1-1452
3267	OG0003267	YOR048C	augustus_masked-NODE_16_length_299054_cov_95.3201_ID_10579-processed-gene-1.319-mRNA-1_1&gene=augustus_masked-NODE_16_length_299054_cov_95.3201_ID_10579-processed-gene-1.319&CDS=1-2805
3268	OG0003268	YOR049C	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-9.191-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-9.191&CDS=1-1185
3269	OG0003269	YOR051C	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.198-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.198&CDS=1-1314
3270	OG0003270	YOR052C	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.199-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.199&CDS=1-261
3271	OG0003271	YOR056C	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.201-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.201&CDS=1-1425
3272	OG0003272	YOR057W	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.152&CDS=1-1185
3273	OG0003273	YOR058C	snap_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.312-mRNA-1_1&gene=snap_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.312&CDS=1-2301
3274	OG0003274	YOR059C	maker-NODE_2_length_1009356_cov_73.9684_ID_2785-augustus-gene-8.6-mRNA-1_1&gene=maker-NODE_2_length_1009356_cov_73.9684_ID_2785-augustus-gene-8.6&CDS=1-1422
3275	OG0003275	YOR063W	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-2.70&CDS=1-1164
3276	OG0003276	YOR065W	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-1.141&CDS=1-915
3277	OG0003277	YOR067C	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-1.142&CDS=1-1686
3278	OG0003278	YOR069W	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-1.122&CDS=1-1899
3279	OG0003279	YOR070C	snap_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-1.46&CDS=1-1530
3280	OG0003280	YOR074C	augustus_masked-NODE_18_length_235908_cov_98.2544_ID_4951-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_18_length_235908_cov_98.2544_ID_4951-processed-gene-0.102&CDS=1-897
3281	OG0003281	YOR075W	augustus_masked-NODE_18_length_235908_cov_98.2544_ID_4951-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_18_length_235908_cov_98.2544_ID_4951-processed-gene-0.72&CDS=1-897
3282	OG0003282	YOR077W	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-2.68&CDS=1-675
3283	OG0003283	YOR080W	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-2.85&CDS=1-1041
3284	OG0003284	YOR083W	snap_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.264-mRNA-1_1&gene=snap_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.264&CDS=1-1029
3285	OG0003285	YOR084W	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.155&CDS=1-1077
3286	OG0003286	YOR087W	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-2.65&CDS=1-1971
3287	OG0003287	YOR089C	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-3.138&CDS=1-615
3288	OG0003288	YOR090C	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-2.45&CDS=1-1707
3289	OG0003289	YOR091W	maker-NODE_11_length_458690_cov_86.9314_ID_2597-augustus-gene-2.108-mRNA-1_1&gene=maker-NODE_11_length_458690_cov_86.9314_ID_2597-augustus-gene-2.108&CDS=1-1071
3290	OG0003290	YOR093C	augustus_masked-NODE_25_length_65391_cov_63.2404_ID_4522-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_25_length_65391_cov_63.2404_ID_4522-processed-gene-0.99&CDS=1-4410
3291	OG0003291	YOR094W	maker-NODE_11_length_458690_cov_86.9314_ID_2597-augustus-gene-2.107-mRNA-1_1&gene=maker-NODE_11_length_458690_cov_86.9314_ID_2597-augustus-gene-2.107&CDS=1-555
3292	OG0003292	YOR095C	augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-2.126&CDS=1-750
3293	OG0003293	YOR100C	augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-3.24&CDS=1-912
3294	OG0003294	YOR101W	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-2.61&CDS=1-771
3295	OG0003295	YOR103C	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-2.37&CDS=1-399
3296	OG0003296	YOR104W	augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-6.111&CDS=1-489
3297	OG0003297	YOR106W	augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-6.87&CDS=1-831
3298	OG0003298	YOR107W	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-0.41&CDS=1-912
3299	OG0003299	YOR111W	maker-NODE_11_length_458690_cov_86.9314_ID_2597-augustus-gene-2.102-mRNA-1_1&gene=maker-NODE_11_length_458690_cov_86.9314_ID_2597-augustus-gene-2.102&CDS=1-636
3300	OG0003300	YOR112W	augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-2.137&CDS=1-2136
3301	OG0003301	YOR113W	augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-2.113&CDS=1-1974
3302	OG0003302	YOR115C	augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-2.82&CDS=1-591
3303	OG0003303	YOR116C	augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-5.112&CDS=1-4371
3304	OG0003304	YOR117W	augustus_masked-NODE_20_length_192012_cov_49.1612_ID_3234-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-NODE_20_length_192012_cov_49.1612_ID_3234-processed-gene-0.185&CDS=1-1281
3305	OG0003305	YOR118W	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-4.68&CDS=1-1659
3306	OG0003306	YOR119C	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-4.72&CDS=1-1398
3307	OG0003307	YOR122C	augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.259-mRNA-1_1&gene=augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.259&CDS=1-378
3308	OG0003308	YOR123C	augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.260-mRNA-1_1&gene=augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.260&CDS=1-1248
3309	OG0003309	YOR124C	augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.262-mRNA-1_1&gene=augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.262&CDS=1-3561
3310	OG0003310	YOR125C	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-0.30&CDS=1-723
3311	OG0003311	YOR126C	snap_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.75&CDS=1-747
3312	OG0003312	YOR128C	augustus_masked-NODE_33_length_27054_cov_67.8693_ID_4488-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_33_length_27054_cov_67.8693_ID_4488-processed-gene-0.25&CDS=1-1671
3313	OG0003313	YOR129C	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-3.109&CDS=1-1923
3314	OG0003314	YOR130C	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-3.111&CDS=1-903
3315	OG0003315	YOR131C	genemark-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-0.84&CDS=1-648
3316	OG0003316	YOR132W	augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-0.110&CDS=1-1575
3317	OG0003317	YOR136W	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-5.62&CDS=1-1107
3318	OG0003318	YOR138C	snap_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-2.39&CDS=1-2121
3319	OG0003319	YOR141C	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-7.94&CDS=1-2259
3320	OG0003320	YOR142W	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-7.72&CDS=1-975
3321	OG0003321	YOR143C	augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.210-mRNA-1_1&gene=augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.210&CDS=1-879
3322	OG0003322	YOR144C	augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.209-mRNA-1_1&gene=augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.209&CDS=1-2643
3323	OG0003323	YOR145C	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-7.95&CDS=1-777
3324	OG0003324	YOR149C	augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-1.24&CDS=1-1461
3325	OG0003325	YOR150W	augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.216-mRNA-1_1&gene=augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.216&CDS=1-480
