	OrthologID	Saccharomyces_cerevisiae	Yarrowia_keelungensis
2395	OG0002395	YLR347C	-processed-gene-18.41-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-18.41&CDS=1-2595
2396	OG0002396	YLR348C	-processed-gene-8.54-mRNA-1_1&gene=snap_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-8.54&CDS=1-939
2397	OG0002397	YLR351C	-processed-gene-9.15-mRNA-1_1&gene=snap_masked-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-9.15&CDS=1-858
2398	OG0002398	YLR352W	-processed-gene-12.28-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-12.28&CDS=1-1686
2399	OG0002399	YLR354C	-processed-gene-5.76-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-5.76&CDS=1-975
2400	OG0002400	YLR355C	-processed-gene-13.16-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-13.16&CDS=1-1191
2401	OG0002401	YLR359W	-processed-gene-9.66-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-9.66&CDS=1-1452
2402	OG0002402	YLR361C	-processed-gene-2.63-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-2.63&CDS=1-1710
2403	OG0002403	YLR362W	-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-1.92&CDS=1-3879
2404	OG0002404	YLR363W-A	-processed-gene-23.21-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-23.21&CDS=1-297
2405	OG0002405	YLR370C	-processed-gene-4.30-mRNA-1_1&gene=genemark-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-4.30&CDS=1-525
2406	OG0002406	YLR377C	-processed-gene-4.55-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-4.55&CDS=1-1014
2407	OG0002407	YLR378C	-processed-gene-0.77-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-0.77&CDS=1-1413
2408	OG0002408	YLR382C	-processed-gene-3.171-mRNA-1_1&gene=genemark-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-3.171&CDS=1-2691
2409	OG0002409	YLR383W	-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-3.8&CDS=1-3303
2410	OG0002410	YLR384C	-processed-gene-12.81-mRNA-1_1&gene=snap_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-12.81&CDS=1-3429
2411	OG0002411	YLR386W	-processed-gene-0.36-mRNA-1_1&gene=genemark-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-0.36&CDS=1-2328
2412	OG0002412	YLR387C	-processed-gene-11.7-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-11.7&CDS=1-1200
2413	OG0002413	YLR389C	-processed-gene-17.106-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-17.106&CDS=1-2898
2414	OG0002414	YLR390W-A	-processed-gene-4.40-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.40&CDS=1-843
2415	OG0002415	YLR393W	-processed-gene-11.12-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-11.12&CDS=1-879
2416	OG0002416	YLR395C	-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-1.66&CDS=1-225
2417	OG0002417	YLR397C	-processed-gene-17.94-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-17.94&CDS=1-2322
2418	OG0002418	YLR399C	-processed-gene-4.37-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.37&CDS=1-1965
2419	OG0002419	YLR401C	-processed-gene-4.97-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-4.97&CDS=1-1869
2420	OG0002420	YLR403W	-augustus-gene-3.0-mRNA-1_1&gene=maker-gi|1002317707|dbj|BCJD01000008.1|-augustus-gene-3.0&CDS=1-1017
2421	OG0002421	YLR405W	-processed-gene-4.116-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-4.116&CDS=1-1002
2422	OG0002422	YLR407W	-processed-gene-1.20-mRNA-1_1&gene=snap_masked-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-1.20&CDS=1-1821
2423	OG0002423	YLR409C	-processed-gene-4.21-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-4.21&CDS=1-2883
2424	OG0002424	YLR410W	-processed-gene-4.8-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-4.8&CDS=1-2901
2425	OG0002425	YLR414C	-processed-gene-13.50-mRNA-1_1&gene=augustus_masked-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-13.50&CDS=1-885
2426	OG0002426	YLR417W	-processed-gene-30.92-mRNA-1_1&gene=snap_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-30.92&CDS=1-747
2427	OG0002427	YLR418C	-processed-gene-5.146-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-5.146&CDS=1-1059
2428	OG0002428	YLR419W	-processed-gene-3.13-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-3.13&CDS=1-3948
2429	OG0002429	YLR420W	-processed-gene-15.98-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-15.98&CDS=1-1035
2430	OG0002430	YLR421C	-processed-gene-10.26-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-10.26&CDS=1-852
2431	OG0002431	YLR422W	-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-1.42&CDS=1-4983
2432	OG0002432	YLR423C	-processed-gene-16.19-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-16.19&CDS=1-1224
2433	OG0002433	YLR424W	-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.160&CDS=1-2124
2434	OG0002434	YLR425W	-processed-gene-13.23-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-13.23&CDS=1-4305
2435	OG0002435	YLR427W	-processed-gene-31.10-mRNA-1_1&gene=augustus_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-31.10&CDS=1-1755
2436	OG0002436	YLR429W	-augustus-gene-31.0-mRNA-1_1&gene=maker-gi|1002317714|dbj|BCJD01000001.1|-augustus-gene-31.0&CDS=1-2121
2437	OG0002437	YLR430W	-augustus-gene-31.3-mRNA-1_1&gene=maker-gi|1002317714|dbj|BCJD01000001.1|-augustus-gene-31.3&CDS=1-5715
2438	OG0002438	YLR433C	-processed-gene-3.5-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-3.5&CDS=1-1650
2439	OG0002439	YLR435W	-processed-gene-9.70-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-9.70&CDS=1-579
2440	OG0002440	YLR438C-A	-processed-gene-1.83-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-1.83&CDS=1-282
2441	OG0002441	YLR438W	-processed-gene-8.7-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-8.7&CDS=1-1296
2442	OG0002442	YLR439W	-processed-gene-1.101-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-1.101&CDS=1-1020
2443	OG0002443	YLR440C	-processed-gene-3.44-mRNA-1_1&gene=snap_masked-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-3.44&CDS=1-1959
2444	OG0002444	YLR441C	-processed-gene-7.67-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-7.67&CDS=1-765
2445	OG0002445	YLR447C	-processed-gene-6.25-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-6.25&CDS=1-1038
2446	OG0002446	YLR449W	-processed-gene-0.5-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-0.5&CDS=1-1233
2447	OG0002447	YLR451W	-processed-gene-16.17-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-16.17&CDS=1-2355
2448	OG0002448	YLR452C	-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-8.63&CDS=1-1578
2449	OG0002449	YLR459W	-processed-gene-3.1-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-3.1&CDS=1-1239
2450	OG0002450	YML001W	-processed-gene-11.19-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-11.19&CDS=1-615
2451	OG0002451	YML002W	-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-2.33&CDS=1-3174
2452	OG0002452	YML004C	-processed-gene-7.56-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-7.56&CDS=1-960
2453	OG0002453	YML005W	-processed-gene-29.73-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-29.73&CDS=1-936
2454	OG0002454	YML007W	-processed-gene-0.19-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-0.19&CDS=1-1572
2455	OG0002455	YML008C	-processed-gene-1.74-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-1.74&CDS=1-1140
2456	OG0002456	YML009C	-processed-gene-14.59-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-14.59&CDS=1-210
2457	OG0002457	YML010W	-processed-gene-4.13-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-4.13&CDS=1-2946
2458	OG0002458	YML012W	-processed-gene-0.84-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-0.84&CDS=1-633
2459	OG0002459	YML014W	-processed-gene-17.35-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-17.35&CDS=1-696
2460	OG0002460	YML015C	-processed-gene-4.85-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-4.85&CDS=1-534
2461	OG0002461	YML018C	-processed-gene-1.109-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-1.109&CDS=1-1248
2462	OG0002462	YML020W	-processed-gene-25.84-mRNA-1_1&gene=augustus_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-25.84&CDS=1-2169
2463	OG0002463	YML021C	-processed-gene-27.31-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-27.31&CDS=1-1143
2464	OG0002464	YML022W	-processed-gene-15.0-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-15.0&CDS=1-546
2465	OG0002465	YML025C	-processed-gene-4.66-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.66&CDS=1-810
2466	OG0002466	YML030W	-processed-gene-19.69-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-19.69&CDS=1-420
2467	OG0002467	YML031W	-processed-gene-3.113-mRNA-1_1&gene=snap_masked-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-3.113&CDS=1-1758
2468	OG0002468	YML032C	-processed-gene-3.139-mRNA-1_1&gene=genemark-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-3.139&CDS=1-1224
2469	OG0002469	YML035C	-processed-gene-13.21-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-13.21&CDS=1-2592
2470	OG0002470	YML036W	-processed-gene-26.9-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-26.9&CDS=1-507
2471	OG0002471	YML038C	-processed-gene-6.73-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-6.73&CDS=1-1185
2472	OG0002472	YML042W	-processed-gene-0.81-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-0.81&CDS=1-1881
2473	OG0002473	YML048W	-processed-gene-28.15-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-28.15&CDS=1-1230
2474	OG0002474	YML049C	-processed-gene-28.6-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-28.6&CDS=1-3273
2475	OG0002475	YML054C	-processed-gene-4.53-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.53&CDS=1-1479
2476	OG0002476	YML056C	-processed-gene-3.67-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-3.67&CDS=1-1578
2477	OG0002477	YML059C	-processed-gene-1.102-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-1.102&CDS=1-4284
2478	OG0002478	YML060W	-processed-gene-3.15-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-3.15&CDS=1-1188
2479	OG0002479	YML061C	-processed-gene-3.9-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-3.9&CDS=1-3264
2480	OG0002480	YML064C	-processed-gene-13.30-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-13.30&CDS=1-630
2481	OG0002481	YML065W	-processed-gene-24.3-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-24.3&CDS=1-1251
2482	OG0002482	YML067C	-processed-gene-6.40-mRNA-1_1&gene=snap_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-6.40&CDS=1-1011
2483	OG0002483	YML068W	-processed-gene-21.38-mRNA-1_1&gene=snap_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-21.38&CDS=1-1323
2484	OG0002484	YML069W	-processed-gene-18.0-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-18.0&CDS=1-1629
2485	OG0002485	YML071C	-processed-gene-6.13-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-6.13&CDS=1-1095
2486	OG0002486	YML073C	-processed-gene-0.4-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-0.4&CDS=1-561
2487	OG0002487	YML076C	-processed-gene-22.96-mRNA-1_1&gene=augustus_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-22.96&CDS=1-2316
2488	OG0002488	YML077W	-processed-gene-0.67-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-0.67&CDS=1-573
2489	OG0002489	YML080W	-processed-gene-2.78-mRNA-1_1&gene=genemark-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-2.78&CDS=1-1263
2490	OG0002490	YML081C-A	-processed-gene-7.63-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-7.63&CDS=1-186
2491	OG0002491	YML085C	-processed-gene-3.12-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-3.12&CDS=1-1347
2492	OG0002492	YML086C	-processed-gene-32.175-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-32.175&CDS=1-1578
2493	OG0002493	YML092C	-processed-gene-6.69-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-6.69&CDS=1-753
2494	OG0002494	YML093W	-processed-gene-17.8-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-17.8&CDS=1-2883
2495	OG0002495	YML094W	-processed-gene-19.20-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-19.20&CDS=1-462
2496	OG0002496	YML095C	-processed-gene-19.74-mRNA-1_1&gene=snap_masked-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-19.74&CDS=1-846
2497	OG0002497	YML096W	-processed-gene-21.29-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-21.29&CDS=1-486
2498	OG0002498	YML097C	-processed-gene-3.8-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-3.8&CDS=1-1650
2499	OG0002499	YML098W	-processed-gene-23.21-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-23.21&CDS=1-453
2500	OG0002500	YML099C	-processed-gene-23.72-mRNA-1_1&gene=augustus_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-23.72&CDS=1-2010
2501	OG0002501	YML102W	-processed-gene-6.55-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-6.55&CDS=1-2112
2502	OG0002502	YML103C	-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-1.90&CDS=1-4644
2503	OG0002503	YML104C	-processed-gene-3.131-mRNA-1_1&gene=genemark-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-3.131&CDS=1-4074
2504	OG0002504	YML105C	-processed-gene-13.26-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-13.26&CDS=1-954
2505	OG0002505	YML110C	-processed-gene-21.71-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-21.71&CDS=1-906
2506	OG0002506	YML114C	-processed-gene-24.71-mRNA-1_1&gene=augustus_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-24.71&CDS=1-1461
2507	OG0002507	YML121W	-processed-gene-11.29-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-11.29&CDS=1-921
2508	OG0002508	YML126C	-processed-gene-23.17-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-23.17&CDS=1-1338
2509	OG0002509	YML127W	-processed-gene-23.93-mRNA-1_1&gene=augustus_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-23.93&CDS=1-1812
2510	OG0002510	YML128C	-processed-gene-23.4-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-23.4&CDS=1-1689
2511	OG0002511	YML130C	-processed-gene-23.5-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-23.5&CDS=1-1686
2512	OG0002512	YML131W	-processed-gene-13.60-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-13.60&CDS=1-1020
2513	OG0002513	YMR001C	-processed-gene-19.14-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-19.14&CDS=1-2130
2514	OG0002514	YMR002W	-processed-gene-8.79-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-8.79&CDS=1-453
2515	OG0002515	YMR003W	-processed-gene-12.19-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-12.19&CDS=1-729
2516	OG0002516	YMR004W	-processed-gene-1.92-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-1.92&CDS=1-1824
2517	OG0002517	YMR005W	-processed-gene-6.68-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-6.68&CDS=1-1095
2518	OG0002518	YMR009W	-processed-gene-5.62-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-5.62&CDS=1-516
2519	OG0002519	YMR010W	-processed-gene-7.66-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-7.66&CDS=1-1047
2520	OG0002520	YMR012W	-processed-gene-15.64-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-15.64&CDS=1-3546
2521	OG0002521	YMR013C	-processed-gene-3.3-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-3.3&CDS=1-1764
2522	OG0002522	YMR014W	-processed-gene-17.90-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-17.90&CDS=1-1479
2523	OG0002523	YMR015C	-processed-gene-28.36-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-28.36&CDS=1-1524
2524	OG0002524	YMR019W	-processed-gene-7.15-mRNA-1_1&gene=snap_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-7.15&CDS=1-1920
2525	OG0002525	YMR020W	-processed-gene-0.1-mRNA-1_1&gene=genemark-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-0.1&CDS=1-1317
2526	OG0002526	YMR022W	-processed-gene-3.8-mRNA-1_1&gene=genemark-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-3.8&CDS=1-507
2527	OG0002527	YMR023C	-processed-gene-15.61-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-15.61&CDS=1-1443
2528	OG0002528	YMR024W	-processed-gene-8.33-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-8.33&CDS=1-1197
2529	OG0002529	YMR026C	-processed-gene-20.12-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-20.12&CDS=1-1224
2530	OG0002530	YMR027W	-processed-gene-0.41-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-0.41&CDS=1-1371
2531	OG0002531	YMR028W	-processed-gene-0.55-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-0.55&CDS=1-1134
2532	OG0002532	YMR029C	-augustus-gene-4.82-mRNA-1_1&gene=maker-gi|1002317706|dbj|BCJD01000009.1|-augustus-gene-4.82&CDS=1-1581
2533	OG0002533	YMR033W	-processed-gene-1.81-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-1.81&CDS=1-1392
2534	OG0002534	YMR035W	-processed-gene-1.82-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-1.82&CDS=1-573
2535	OG0002535	YMR036C	-processed-gene-12.18-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-12.18&CDS=1-1638
2536	OG0002536	YMR038C	-processed-gene-24.4-mRNA-1_1&gene=augustus_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-24.4&CDS=1-702
2537	OG0002537	YMR039C	-processed-gene-8.6-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-8.6&CDS=1-393
2538	OG0002538	YMR041C	-processed-gene-24.167-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-24.167&CDS=1-990
2539	OG0002539	YMR042W	-processed-gene-12.9-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-12.9&CDS=1-756
2540	OG0002540	YMR044W	-processed-gene-3.20-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-3.20&CDS=1-1524
2541	OG0002541	YMR048W	-processed-gene-13.1-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-13.1&CDS=1-1257
2542	OG0002542	YMR049C	-processed-gene-4.92-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-4.92&CDS=1-2457
2543	OG0002543	YMR055C	-processed-gene-21.47-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-21.47&CDS=1-1047
2544	OG0002544	YMR059W	-processed-gene-20.10-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-20.10&CDS=1-327
2545	OG0002545	YMR061W	-processed-gene-9.3-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-9.3&CDS=1-2388
2546	OG0002546	YMR062C	-processed-gene-12.26-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-12.26&CDS=1-1293
2547	OG0002547	YMR063W	-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-2.116&CDS=1-2157
2548	OG0002548	YMR065W	-processed-gene-17.32-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-17.32&CDS=1-960
2549	OG0002549	YMR068W	-processed-gene-2.86-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-2.86&CDS=1-1791
2550	OG0002550	YMR071C	-processed-gene-6.23-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-6.23&CDS=1-444
2551	OG0002551	YMR073C	-processed-gene-12.23-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-12.23&CDS=1-651
2552	OG0002552	YMR074C	-processed-gene-21.26-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-21.26&CDS=1-414
2553	OG0002553	YMR075W	-processed-gene-12.11-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-12.11&CDS=1-1752
2554	OG0002554	YMR076C	-processed-gene-12.100-mRNA-1_1&gene=snap_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-12.100&CDS=1-3486
2555	OG0002555	YMR077C	-processed-gene-13.39-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-13.39&CDS=1-642
2556	OG0002556	YMR079W	-processed-gene-26.39-mRNA-1_1&gene=snap_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-26.39&CDS=1-1506
2557	OG0002557	YMR080C	-processed-gene-14.13-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-14.13&CDS=1-2904
2558	OG0002558	YMR088C	-processed-gene-7.102-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-7.102&CDS=1-1680
2559	OG0002559	YMR091C	-processed-gene-11.6-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-11.6&CDS=1-1683
2560	OG0002560	YMR092C	-processed-gene-26.25-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-26.25&CDS=1-1725
