	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035032_Candida_gatunensis
2893	OG0002893	YOR141C	augustus_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-3.49&CDS=1-2412
2894	OG0002894	YOR142W	augustus_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-3.33&CDS=1-1434
2895	OG0002895	YOR143C	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-3.94-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-3.94&CDS=1-915
2896	OG0002896	YOR144C	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-0.133&CDS=1-2388
2897	OG0002897	YOR145C	maker-NODE_9_length_512528_cov_38.4928_ID_17-augustus-gene-1.153-mRNA-1_1&gene=maker-NODE_9_length_512528_cov_38.4928_ID_17-augustus-gene-1.153&CDS=1-2952
2898	OG0002898	YOR148C	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-0.105&CDS=1-744
2899	OG0002899	YOR149C	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-1.27&CDS=1-1455
2900	OG0002900	YOR150W	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-4.73-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-4.73&CDS=1-522
2901	OG0002901	YOR151C	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-4.66-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-4.66&CDS=1-3666
2902	OG0002902	YOR154W	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-6.65&CDS=1-2004
2903	OG0002903	YOR157C	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-1.139-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-1.139&CDS=1-810
2904	OG0002904	YOR159C	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-1.33&CDS=1-261
2905	OG0002905	YOR160W	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-3.73-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-3.73&CDS=1-2910
2906	OG0002906	YOR163W	augustus_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-0.59&CDS=1-453
2907	OG0002907	YOR164C	snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-0.31&CDS=1-927
2908	OG0002908	YOR165W	maker-NODE_13_length_362616_cov_35.2913_ID_25-augustus-gene-0.94-mRNA-1_1&gene=maker-NODE_13_length_362616_cov_35.2913_ID_25-augustus-gene-0.94&CDS=1-3381
2909	OG0002909	YOR168W	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-3.49-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-3.49&CDS=1-2415
2910	OG0002910	YOR174W	augustus_masked-NODE_18_length_184451_cov_25.83_ID_35-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-NODE_18_length_184451_cov_25.83_ID_35-processed-gene-0.202&CDS=1-834
2911	OG0002911	YOR175C	snap_masked-NODE_18_length_184451_cov_25.83_ID_35-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_18_length_184451_cov_25.83_ID_35-processed-gene-0.39&CDS=1-1698
2912	OG0002912	YOR176W	augustus_masked-NODE_18_length_184451_cov_25.83_ID_35-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_18_length_184451_cov_25.83_ID_35-processed-gene-0.153&CDS=1-1116
2913	OG0002913	YOR181W	snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-2.118-mRNA-1_1&gene=snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-2.118&CDS=1-1839
2914	OG0002914	YOR187W	maker-NODE_8_length_599434_cov_35.5304_ID_15-augustus-gene-4.306-mRNA-1_1&gene=maker-NODE_8_length_599434_cov_35.5304_ID_15-augustus-gene-4.306&CDS=1-2100
2915	OG0002915	YOR188W	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.289-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.289&CDS=1-3516
2916	OG0002916	YOR191W	snap_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.38&CDS=1-3012
2917	OG0002917	YOR194C	snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-2.89-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-2.89&CDS=1-804
2918	OG0002918	YOR196C	maker-NODE_6_length_610689_cov_25.7818_ID_11-augustus-gene-2.51-mRNA-1_1&gene=maker-NODE_6_length_610689_cov_25.7818_ID_11-augustus-gene-2.51&CDS=1-3309
2919	OG0002919	YOR197W	snap_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.33&CDS=1-1089
2920	OG0002920	YOR198C	snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-2.88-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-2.88&CDS=1-1371
2921	OG0002921	YOR202W	augustus_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-2.64&CDS=1-3012
2922	OG0002922	YOR205C	augustus_masked-NODE_16_length_220665_cov_46.5903_ID_31-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_16_length_220665_cov_46.5903_ID_31-processed-gene-0.85&CDS=1-1842
2923	OG0002923	YOR206W	snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.138&CDS=1-2091
2924	OG0002924	YOR207C	snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.112&CDS=1-3453
2925	OG0002925	YOR209C	snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-1.101&CDS=1-1251
2926	OG0002926	YOR210W	snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-2.92-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-2.92&CDS=1-216
2927	OG0002927	YOR211C	snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-2.93&CDS=1-2685
2928	OG0002928	YOR212W	maker-NODE_4_length_670283_cov_33.1529_ID_7-augustus-gene-5.105-mRNA-1_1&gene=maker-NODE_4_length_670283_cov_33.1529_ID_7-augustus-gene-5.105&CDS=1-2076
2929	OG0002929	YOR216C	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-2.90&CDS=1-1335
2930	OG0002930	YOR217W	maker-NODE_3_length_787651_cov_25.538_ID_5-snap-gene-2.119-mRNA-1_1&gene=maker-NODE_3_length_787651_cov_25.538_ID_5-snap-gene-2.119&CDS=1-2664
2931	OG0002931	YOR219C	augustus_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.89&CDS=1-2736
2932	OG0002932	YOR220W	snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-1.91&CDS=1-729
2933	OG0002933	YOR223W	snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.141-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.141&CDS=1-879
2934	OG0002934	YOR224C	snap_masked-NODE_184_length_450_cov_0.74772_ID_367-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_184_length_450_cov_0.74772_ID_367-processed-gene-0.0&CDS=1-333
2935	OG0002935	YOR228C	snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-1.99&CDS=1-879
2936	OG0002936	YOR232W	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.239-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.239&CDS=1-711
2937	OG0002937	YOR236W	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-10.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-10.117&CDS=1-2166
2938	OG0002938	YOR238W	snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.173-mRNA-1_1&gene=snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.173&CDS=1-759
2939	OG0002939	YOR239W	snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-4.106-mRNA-1_1&gene=snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-4.106&CDS=1-939
2940	OG0002940	YOR241W	snap_masked-NODE_16_length_220665_cov_46.5903_ID_31-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_16_length_220665_cov_46.5903_ID_31-processed-gene-0.132&CDS=1-1668
2941	OG0002941	YOR243C	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-1.6&CDS=1-2046
2942	OG0002942	YOR245C	snap_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-2.206-mRNA-1_1&gene=snap_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-2.206&CDS=1-1545
2943	OG0002943	YOR246C	maker-NODE_9_length_512528_cov_38.4928_ID_17-snap-gene-4.139-mRNA-1_1&gene=maker-NODE_9_length_512528_cov_38.4928_ID_17-snap-gene-4.139&CDS=1-1641
2944	OG0002944	YOR249C	snap_masked-NODE_20_length_158291_cov_25.8963_ID_39-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_20_length_158291_cov_25.8963_ID_39-processed-gene-0.35&CDS=1-2292
2945	OG0002945	YOR250C	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-3.6&CDS=1-1458
2946	OG0002946	YOR251C	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-1.130&CDS=1-948
2947	OG0002947	YOR252W	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-6.32-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-6.32&CDS=1-537
2948	OG0002948	YOR253W	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.201-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.201&CDS=1-519
2949	OG0002949	YOR257W	maker-NODE_8_length_599434_cov_35.5304_ID_15-snap-gene-4.182-mRNA-1_1&gene=maker-NODE_8_length_599434_cov_35.5304_ID_15-snap-gene-4.182&CDS=1-507
2950	OG0002950	YOR258W	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.265-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.265&CDS=1-738
2951	OG0002951	YOR259C	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.249-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.249&CDS=1-1236
2952	OG0002952	YOR260W	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.206-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.206&CDS=1-1410
2953	OG0002953	YOR261C	augustus_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.145&CDS=1-2337
2954	OG0002954	YOR262W	augustus_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.112&CDS=1-1053
2955	OG0002955	YOR270C	augustus_masked-NODE_20_length_158291_cov_25.8963_ID_39-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_20_length_158291_cov_25.8963_ID_39-processed-gene-0.136&CDS=1-4545
2956	OG0002956	YOR271C	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.58&CDS=1-984
2957	OG0002957	YOR272W	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-6.36-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-6.36&CDS=1-1401
2958	OG0002958	YOR273C	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.210-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.210&CDS=1-1929
2959	OG0002959	YOR274W	maker-NODE_1_length_1143824_cov_34.5486_ID_1-augustus-gene-6.39-mRNA-1_1&gene=maker-NODE_1_length_1143824_cov_34.5486_ID_1-augustus-gene-6.39&CDS=1-5379
2960	OG0002960	YOR276W	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-6.68&CDS=1-531
2961	OG0002961	YOR278W	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-1.4&CDS=1-774
2962	OG0002962	YOR281C	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-1.156-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-1.156&CDS=1-750
2963	OG0002963	YOR283W	snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-0.86&CDS=1-696
2964	OG0002964	YOR287C	snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.105&CDS=1-708
2965	OG0002965	YOR288C	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-4.131-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-4.131&CDS=1-912
2966	OG0002966	YOR289W	genemark-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-0.106&CDS=1-633
2967	OG0002967	YOR291W	snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-4.47-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-4.47&CDS=1-3897
2968	OG0002968	YOR292C	genemark-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-1.53&CDS=1-918
2969	OG0002969	YOR296W	maker-NODE_2_length_793832_cov_33.1037_ID_3-augustus-gene-5.146-mRNA-1_1&gene=maker-NODE_2_length_793832_cov_33.1037_ID_3-augustus-gene-5.146&CDS=1-4515
2970	OG0002970	YOR298C-A	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-2.36&CDS=1-447
2971	OG0002971	YOR298W	genemark-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-5.174-mRNA-1_1&gene=genemark-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-5.174&CDS=1-711
2972	OG0002972	YOR301W	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-9.70&CDS=1-1512
2973	OG0002973	YOR303W	snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-2.128-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-2.128&CDS=1-1254
2974	OG0002974	YOR310C	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-1.2&CDS=1-1521
2975	OG0002975	YOR311C	snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-0.44&CDS=1-1080
2976	OG0002976	YOR313C	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-1.148-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-1.148&CDS=1-567
2977	OG0002977	YOR317W	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-1.140&CDS=1-2091
2978	OG0002978	YOR320C	snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-1.61&CDS=1-1347
2979	OG0002979	YOR322C	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-6.8-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-6.8&CDS=1-1815
2980	OG0002980	YOR323C	augustus_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-0.10&CDS=1-1305
2981	OG0002981	YOR326W	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-1.35&CDS=1-4707
2982	OG0002982	YOR327C	maker-NODE_3_length_787651_cov_25.538_ID_5-snap-gene-0.103-mRNA-1_1&gene=maker-NODE_3_length_787651_cov_25.538_ID_5-snap-gene-0.103&CDS=1-333
2983	OG0002983	YOR329C	genemark-NODE_18_length_184451_cov_25.83_ID_35-processed-gene-0.293-mRNA-1_1&gene=genemark-NODE_18_length_184451_cov_25.83_ID_35-processed-gene-0.293&CDS=1-1815
2984	OG0002984	YOR330C	maker-NODE_6_length_610689_cov_25.7818_ID_11-augustus-gene-5.116-mRNA-1_1&gene=maker-NODE_6_length_610689_cov_25.7818_ID_11-augustus-gene-5.116&CDS=1-3693
2985	OG0002985	YOR334W	genemark-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-1.3&CDS=1-2103
2986	OG0002986	YOR335C	snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-2.137-mRNA-1_1&gene=snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-2.137&CDS=1-2856
2987	OG0002987	YOR336W	snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-1.18&CDS=1-4473
2988	OG0002988	YOR340C	maker-NODE_4_length_670283_cov_33.1529_ID_7-augustus-gene-1.49-mRNA-1_1&gene=maker-NODE_4_length_670283_cov_33.1529_ID_7-augustus-gene-1.49&CDS=1-3510
2989	OG0002989	YOR341W	augustus_masked-NODE_17_length_192123_cov_33.9301_ID_33-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_17_length_192123_cov_33.9301_ID_33-processed-gene-0.131&CDS=1-4866
2990	OG0002990	YOR344C	snap_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-2.262-mRNA-1_1&gene=snap_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-2.262&CDS=1-798
2991	OG0002991	YOR346W	augustus_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-1.20&CDS=1-4182
2992	OG0002992	YOR349W	snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-4.65-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-4.65&CDS=1-3201
2993	OG0002993	YOR352W	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-2.152-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-2.152&CDS=1-843
2994	OG0002994	YOR353C	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.157-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.157&CDS=1-2625
2995	OG0002995	YOR355W	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-6.189-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-6.189&CDS=1-1488
2996	OG0002996	YOR356W	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-6.149-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-6.149&CDS=1-1731
2997	OG0002997	YOR358W	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-4.136-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-4.136&CDS=1-954
2998	OG0002998	YOR359W	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.115-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.115&CDS=1-1512
2999	OG0002999	YOR360C	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.116-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.116&CDS=1-1692
3000	OG0003000	YOR361C	snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-5.107-mRNA-1_1&gene=snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-5.107&CDS=1-2130
3001	OG0003001	YOR362C	maker-NODE_2_length_793832_cov_33.1037_ID_3-augustus-gene-5.144-mRNA-1_1&gene=maker-NODE_2_length_793832_cov_33.1037_ID_3-augustus-gene-5.144&CDS=1-765
3002	OG0003002	YOR367W	snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.286-mRNA-1_1&gene=snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.286&CDS=1-558
3003	OG0003003	YOR368W	augustus_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.164&CDS=1-1329
3004	OG0003004	YOR369C	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-0.112&CDS=1-429
3005	OG0003005	YOR370C	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-0.111&CDS=1-1875
3006	OG0003006	YOR378W	snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-0.56&CDS=1-1536
3007	OG0003007	YOR388C	genemark-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-2.61-mRNA-1_1&gene=genemark-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-2.61&CDS=1-1143
3008	OG0003008	YPL002C	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.131-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.131&CDS=1-708
3009	OG0003009	YPL003W	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.156-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.156&CDS=1-1566
3010	OG0003010	YPL005W	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-3.96&CDS=1-1902
3011	OG0003011	YPL006W	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-3.65&CDS=1-3738
3012	OG0003012	YPL008W	genemark-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-2.50-mRNA-1_1&gene=genemark-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-2.50&CDS=1-2304
3013	OG0003013	YPL009C	snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-1.83&CDS=1-3051
