	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034890_Ogataea_ramenticola
2457	OG0002457	YLR291C	augustus_masked-NODE_21_length_225364_cov_160.608_ID_41-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_21_length_225364_cov_160.608_ID_41-processed-gene-1.133&CDS=1-1095
2458	OG0002458	YLR292C	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.9&CDS=1-615
2459	OG0002459	YLR293C	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.94&CDS=1-642
2460	OG0002460	YLR295C	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.93&CDS=1-342
2461	OG0002461	YLR298C	genemark-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.46-mRNA-1_1&gene=genemark-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.46&CDS=1-447
2462	OG0002462	YLR301W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.13&CDS=1-849
2463	OG0002463	YLR303W	augustus_masked-NODE_25_length_175160_cov_168.54_ID_49-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_25_length_175160_cov_168.54_ID_49-processed-gene-0.119&CDS=1-1329
2464	OG0002464	YLR304C	maker-NODE_19_length_231626_cov_146.684_ID_37-snap-gene-0.44-mRNA-1_1&gene=maker-NODE_19_length_231626_cov_146.684_ID_37-snap-gene-0.44&CDS=1-4452
2465	OG0002465	YLR305C	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.66&CDS=1-5733
2466	OG0002466	YLR306W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-7.66&CDS=1-534
2467	OG0002467	YLR307W	augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.230-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.230&CDS=1-1095
2468	OG0002468	YLR309C	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-2.135&CDS=1-3501
2469	OG0002469	YLR312W-A	snap_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.39-mRNA-1_1&gene=snap_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.39&CDS=1-675
2470	OG0002470	YLR314C	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-3.34&CDS=1-1425
2471	OG0002471	YLR316C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.38&CDS=1-930
2472	OG0002472	YLR318W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.18&CDS=1-2619
2473	OG0002473	YLR319C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.39&CDS=1-2031
2474	OG0002474	YLR321C	augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.164&CDS=1-1215
2475	OG0002475	YLR323C	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.10&CDS=1-684
2476	OG0002476	YLR324W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.31&CDS=1-1716
2477	OG0002477	YLR325C	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.33&CDS=1-234
2478	OG0002478	YLR326W	augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.176&CDS=1-921
2479	OG0002479	YLR330W	augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-0.45&CDS=1-1485
2480	OG0002480	YLR336C	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.98&CDS=1-3591
2481	OG0002481	YLR337C	maker-NODE_12_length_456140_cov_104.9_ID_23-snap-gene-2.51-mRNA-1_1&gene=maker-NODE_12_length_456140_cov_104.9_ID_23-snap-gene-2.51&CDS=1-1899
2482	OG0002482	YLR340W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.97&CDS=1-933
2483	OG0002483	YLR342W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.71&CDS=1-5688
2484	OG0002484	YLR345W	augustus_masked-NODE_47_length_23880_cov_115.788_ID_93-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_47_length_23880_cov_115.788_ID_93-processed-gene-0.6&CDS=1-1557
2485	OG0002485	YLR347C	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.66&CDS=1-2613
2486	OG0002486	YLR348C	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.26&CDS=1-879
2487	OG0002487	YLR351C	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-0.80&CDS=1-891
2488	OG0002488	YLR352W	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.34&CDS=1-1905
2489	OG0002489	YLR355C	augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.195&CDS=1-1197
2490	OG0002490	YLR359W	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-3.46&CDS=1-1443
2491	OG0002491	YLR361C	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.175-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.175&CDS=1-1470
2492	OG0002492	YLR363C	augustus_masked-NODE_30_length_122092_cov_95.1863_ID_59-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_30_length_122092_cov_95.1863_ID_59-processed-gene-0.142&CDS=1-1089
2493	OG0002493	YLR363W-A	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-0.120&CDS=1-252
2494	OG0002494	YLR364W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-3.101&CDS=1-315
2495	OG0002495	YLR370C	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-3.12&CDS=1-528
2496	OG0002496	YLR377C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.74&CDS=1-1011
2497	OG0002497	YLR380W	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.128&CDS=1-1347
2498	OG0002498	YLR382C	maker-NODE_4_length_655877_cov_104.434_ID_7-augustus-gene-5.222-mRNA-1_1&gene=maker-NODE_4_length_655877_cov_104.434_ID_7-augustus-gene-5.222&CDS=1-5253
2499	OG0002499	YLR383W	maker-NODE_15_length_375730_cov_128.345_ID_29-snap-gene-1.146-mRNA-1_1&gene=maker-NODE_15_length_375730_cov_128.345_ID_29-snap-gene-1.146&CDS=1-2808
2500	OG0002500	YLR384C	augustus_masked-NODE_33_length_100635_cov_106.929_ID_65-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_33_length_100635_cov_106.929_ID_65-processed-gene-0.70&CDS=1-3993
2501	OG0002501	YLR386W	augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-1.163&CDS=1-2511
2502	OG0002502	YLR389C	augustus_masked-NODE_47_length_23880_cov_115.788_ID_93-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_47_length_23880_cov_115.788_ID_93-processed-gene-0.4&CDS=1-3342
2503	OG0002503	YLR390W	maker-NODE_1_length_936193_cov_107.414_ID_1-augustus-gene-8.129-mRNA-1_1&gene=maker-NODE_1_length_936193_cov_107.414_ID_1-augustus-gene-8.129&CDS=1-333
2504	OG0002504	YLR390W-A	augustus_masked-NODE_47_length_23880_cov_115.788_ID_93-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_47_length_23880_cov_115.788_ID_93-processed-gene-0.10&CDS=1-939
2505	OG0002505	YLR393W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.87&CDS=1-903
2506	OG0002506	YLR395C	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.87&CDS=1-234
2507	OG0002507	YLR396C	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.124&CDS=1-2211
2508	OG0002508	YLR397C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.90&CDS=1-2295
2509	OG0002509	YLR398C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.88&CDS=1-3870
2510	OG0002510	YLR399C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-3.4&CDS=1-1884
2511	OG0002511	YLR401C	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-0.83&CDS=1-1887
2512	OG0002512	YLR403W	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-0.54&CDS=1-1647
2513	OG0002513	YLR405W	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-0.63&CDS=1-1047
2514	OG0002514	YLR407W	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-0.65&CDS=1-831
2515	OG0002515	YLR409C	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-1.81&CDS=1-2910
2516	OG0002516	YLR410W	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-1.99&CDS=1-3720
2517	OG0002517	YLR411W	augustus_masked-NODE_47_length_23880_cov_115.788_ID_93-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_47_length_23880_cov_115.788_ID_93-processed-gene-0.7&CDS=1-624
2518	OG0002518	YLR412W	snap_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-1.59&CDS=1-1116
2519	OG0002519	YLR414C	genemark-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-2.71-mRNA-1_1&gene=genemark-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-2.71&CDS=1-858
2520	OG0002520	YLR417W	augustus_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.19&CDS=1-2298
2521	OG0002521	YLR418C	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.116&CDS=1-1293
2522	OG0002522	YLR419W	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-1.104&CDS=1-4452
2523	OG0002523	YLR420W	augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.141&CDS=1-1104
2524	OG0002524	YLR421C	augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.167&CDS=1-408
2525	OG0002525	YLR422W	augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.162&CDS=1-5841
2526	OG0002526	YLR423C	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-3.122&CDS=1-1347
2527	OG0002527	YLR424W	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.120&CDS=1-2583
2528	OG0002528	YLR427W	augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.143&CDS=1-2196
2529	OG0002529	YLR429W	augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.169&CDS=1-1872
2530	OG0002530	YLR430W	augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.144&CDS=1-6693
2531	OG0002531	YLR435W	augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.174&CDS=1-639
2532	OG0002532	YLR438C-A	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-1.80&CDS=1-279
2533	OG0002533	YLR438W	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.181-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.181&CDS=1-1308
2534	OG0002534	YLR439W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-2.109&CDS=1-921
2535	OG0002535	YLR440C	augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.77&CDS=1-2628
2536	OG0002536	YLR443W	augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.147&CDS=1-1635
2537	OG0002537	YLR447C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.1-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.1&CDS=1-1032
2538	OG0002538	YLR449W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-5.114&CDS=1-1191
2539	OG0002539	YLR451W	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.46&CDS=1-3294
2540	OG0002540	YLR452C	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.62&CDS=1-2241
2541	OG0002541	YLR454W	maker-NODE_6_length_541680_cov_107.521_ID_11-snap-gene-4.77-mRNA-1_1&gene=maker-NODE_6_length_541680_cov_107.521_ID_11-snap-gene-4.77&CDS=1-7911
2542	OG0002542	YLR459W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-5.125&CDS=1-1236
2543	OG0002543	YML001W	augustus_masked-NODE_33_length_100635_cov_106.929_ID_65-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_33_length_100635_cov_106.929_ID_65-processed-gene-0.48&CDS=1-621
2544	OG0002544	YML002W	snap_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-4.66-mRNA-1_1&gene=snap_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-4.66&CDS=1-4389
2545	OG0002545	YML004C	genemark-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-0.98&CDS=1-963
2546	OG0002546	YML007W	augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-0.58&CDS=1-1563
2547	OG0002547	YML008C	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.107&CDS=1-1134
2548	OG0002548	YML009C	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.82&CDS=1-228
2549	OG0002549	YML010W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.83&CDS=1-3066
2550	OG0002550	YML011C	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.109&CDS=1-597
2551	OG0002551	YML012W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.84&CDS=1-645
2552	OG0002552	YML014W	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.169-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.169&CDS=1-870
2553	OG0002553	YML015C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-3.6&CDS=1-1320
2554	OG0002554	YML017W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.82&CDS=1-2256
2555	OG0002555	YML018C	augustus_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.48&CDS=1-1221
2556	OG0002556	YML020W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-1.28&CDS=1-2154
2557	OG0002557	YML021C	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-1.11&CDS=1-1068
2558	OG0002558	YML022W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-1.8&CDS=1-570
2559	OG0002559	YML025C	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-2.69&CDS=1-870
2560	OG0002560	YML030W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-3.106&CDS=1-465
2561	OG0002561	YML031W	genemark-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-2.20&CDS=1-1998
2562	OG0002562	YML032C	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-2.138&CDS=1-1443
2563	OG0002563	YML035C	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.102&CDS=1-2451
2564	OG0002564	YML036W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.76&CDS=1-558
2565	OG0002565	YML041C	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-1.43&CDS=1-798
2566	OG0002566	YML042W	genemark-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-1.43-mRNA-1_1&gene=genemark-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-1.43&CDS=1-1953
2567	OG0002567	YML043C	augustus_masked-NODE_33_length_100635_cov_106.929_ID_65-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_33_length_100635_cov_106.929_ID_65-processed-gene-0.75&CDS=1-2052
2568	OG0002568	YML048W	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-1.89&CDS=1-1131
2569	OG0002569	YML049C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-2.127&CDS=1-3717
2570	OG0002570	YML052W	augustus_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.21&CDS=1-906
2571	OG0002571	YML055W	augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.168&CDS=1-537
2572	OG0002572	YML059C	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-1.83&CDS=1-4764
2573	OG0002573	YML060W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.21&CDS=1-1101
2574	OG0002574	YML064C	augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.146&CDS=1-579
2575	OG0002575	YML065W	augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.173&CDS=1-2424
2576	OG0002576	YML067C	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.23&CDS=1-996
2577	OG0002577	YML068W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.53&CDS=1-1410
