	OrthologID	Saccharomyces_cerevisiae	Spathaspora_gorwiae
2651	OG0002651	YMR157C	augustus_masked-LQMZ01002522.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LQMZ01002522.1-processed-gene-0.17&CDS=1-858
2652	OG0002652	YMR158W	augustus_masked-LQMZ01002522.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LQMZ01002522.1-processed-gene-0.9&CDS=1-465
2653	OG0002653	YMR161W	augustus_masked-LQMZ01002215.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LQMZ01002215.1-processed-gene-0.24&CDS=1-1008
2654	OG0002654	YMR162C	genemark-LQMZ01002002.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMZ01002002.1-processed-gene-0.3&CDS=1-2913
2655	OG0002655	YMR165C	genemark-LQMZ01002149.1-processed-gene-0.33-mRNA-1_1&gene=genemark-LQMZ01002149.1-processed-gene-0.33&CDS=1-2442
2656	OG0002656	YMR166C	augustus_masked-LQMZ01001115.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001115.1-processed-gene-0.2&CDS=1-1077
2657	OG0002657	YMR167W	genemark-LQMZ01002162.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQMZ01002162.1-processed-gene-0.4&CDS=1-1704
2658	OG0002658	YMR171C	genemark-LQMZ01001827.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQMZ01001827.1-processed-gene-0.0&CDS=1-1455
2659	OG0002659	YMR172W	snap_masked-LQMZ01001415.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-LQMZ01001415.1-processed-gene-0.36&CDS=1-1707
2660	OG0002660	YMR176W	snap_masked-LQMZ01002281.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-LQMZ01002281.1-processed-gene-0.65&CDS=1-5355
2661	OG0002661	YMR178W	augustus_masked-LQMZ01002259.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LQMZ01002259.1-processed-gene-0.25&CDS=1-891
2662	OG0002662	YMR185W	genemark-LQMZ01002366.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQMZ01002366.1-processed-gene-0.12&CDS=1-2907
2663	OG0002663	YMR186W	augustus_masked-LQMZ01001460.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001460.1-processed-gene-0.0&CDS=1-2133
2664	OG0002664	YMR188C	augustus_masked-LQMZ01001351.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001351.1-processed-gene-0.2&CDS=1-759
2665	OG0002665	YMR189W	snap_masked-LQMZ01001908.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-LQMZ01001908.1-processed-gene-0.3&CDS=1-3090
2666	OG0002666	YMR190C	genemark-LQMZ01001280.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMZ01001280.1-processed-gene-0.3&CDS=1-5412
2667	OG0002667	YMR193W	augustus_masked-LQMZ01002054.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01002054.1-processed-gene-0.3&CDS=1-840
2668	OG0002668	YMR194C-B	snap_masked-LQMZ01001862.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-LQMZ01001862.1-processed-gene-0.2&CDS=1-255
2669	OG0002669	YMR196W	augustus_masked-LQMZ01002110.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01002110.1-processed-gene-0.18&CDS=1-3180
2670	OG0002670	YMR200W	maker-LQMZ01001012.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQMZ01001012.1-augustus-gene-0.1&CDS=1-3222
2671	OG0002671	YMR202W	augustus_masked-LQMZ01002333.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQMZ01002333.1-processed-gene-0.21&CDS=1-651
2672	OG0002672	YMR203W	augustus_masked-LQMZ01002366.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01002366.1-processed-gene-0.6&CDS=1-1164
2673	OG0002673	YMR205C	augustus_masked-LQMZ01002362.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMZ01002362.1-processed-gene-0.8&CDS=1-2856
2674	OG0002674	YMR208W	augustus_masked-LQMZ01002523.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01002523.1-processed-gene-0.0&CDS=1-1308
2675	OG0002675	YMR209C	genemark-LQMZ01002523.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQMZ01002523.1-processed-gene-0.13&CDS=1-1359
2676	OG0002676	YMR210W	maker-LQMZ01000125.1-snap-gene-0.28-mRNA-1_1&gene=maker-LQMZ01000125.1-snap-gene-0.28&CDS=1-1710
2677	OG0002677	YMR211W	genemark-LQMZ01000827.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQMZ01000827.1-processed-gene-0.4&CDS=1-1428
2678	OG0002678	YMR212C	augustus_masked-LQMZ01001472.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001472.1-processed-gene-0.2&CDS=1-2877
2679	OG0002679	YMR213W	augustus_masked-LQMZ01001472.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01001472.1-processed-gene-0.4&CDS=1-1191
2680	OG0002680	YMR214W	augustus_masked-LQMZ01002145.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LQMZ01002145.1-processed-gene-0.26&CDS=1-1194
2681	OG0002681	YMR216C	maker-LQMZ01002015.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LQMZ01002015.1-augustus-gene-0.0&CDS=1-3465
2682	OG0002682	YMR217W	augustus_masked-LQMZ01002523.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01002523.1-processed-gene-0.5&CDS=1-1587
2683	OG0002683	YMR220W	maker-LQMZ01001320.1-augustus-gene-0.3-mRNA-1_1&gene=maker-LQMZ01001320.1-augustus-gene-0.3&CDS=1-2679
2684	OG0002684	YMR221C	augustus_masked-LQMZ01001227.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01001227.1-processed-gene-0.6&CDS=1-1632
2685	OG0002685	YMR223W	snap_masked-LQMZ01002335.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LQMZ01002335.1-processed-gene-0.0&CDS=1-1722
2686	OG0002686	YMR224C	augustus_masked-LQMZ01002239.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01002239.1-processed-gene-0.1&CDS=1-1872
2687	OG0002687	YMR226C	augustus_masked-LQMZ01002190.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LQMZ01002190.1-processed-gene-0.9&CDS=1-1581
2688	OG0002688	YMR227C	augustus_masked-LQMZ01001618.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001618.1-processed-gene-0.0&CDS=1-1614
2689	OG0002689	YMR228W	augustus_masked-LQMZ01000974.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01000974.1-processed-gene-0.10&CDS=1-1053
2690	OG0002690	YMR229C	augustus_masked-LQMZ01001618.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01001618.1-processed-gene-0.3&CDS=1-6063
2691	OG0002691	YMR231W	snap_masked-LQMZ01001995.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-LQMZ01001995.1-processed-gene-0.19&CDS=1-2973
2692	OG0002692	YMR234W	maker-LQMZ01002360.1-augustus-gene-0.4-mRNA-1_1&gene=maker-LQMZ01002360.1-augustus-gene-0.4&CDS=1-813
2693	OG0002693	YMR235C	augustus_masked-LQMZ01002220.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01002220.1-processed-gene-0.18&CDS=1-1233
2694	OG0002694	YMR236W	augustus_masked-LQMZ01000552.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01000552.1-processed-gene-0.6&CDS=1-597
2695	OG0002695	YMR239C	augustus_masked-LQMZ01002136.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LQMZ01002136.1-processed-gene-0.11&CDS=1-2226
2696	OG0002696	YMR240C	maker-LQMZ01000751.1-augustus-gene-0.90-mRNA-1_1&gene=maker-LQMZ01000751.1-augustus-gene-0.90&CDS=1-1821
2697	OG0002697	YMR241W	augustus_masked-LQMZ01002146.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMZ01002146.1-processed-gene-0.8&CDS=1-900
2698	OG0002698	YMR244C-A	augustus_masked-LQMZ01002143.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LQMZ01002143.1-processed-gene-0.11&CDS=1-327
2699	OG0002699	YMR244W	genemark-LQMZ01000653.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQMZ01000653.1-processed-gene-0.10&CDS=1-2325
2700	OG0002700	YMR247C	augustus_masked-LQMZ01002104.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LQMZ01002104.1-processed-gene-0.51&CDS=1-4659
2701	OG0002701	YMR250W	augustus_masked-LQMZ01001001.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMZ01001001.1-processed-gene-0.8&CDS=1-1695
2702	OG0002702	YMR256C	augustus_masked-LQMZ01002223.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQMZ01002223.1-processed-gene-0.15&CDS=1-1176
2703	OG0002703	YMR258C	augustus_masked-LQMZ01002225.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01002225.1-processed-gene-0.4&CDS=1-1713
2704	OG0002704	YMR259C	augustus_masked-LQMZ01002394.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQMZ01002394.1-processed-gene-0.21&CDS=1-3627
2705	OG0002705	YMR260C	augustus_masked-LQMZ01002371.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LQMZ01002371.1-processed-gene-0.25&CDS=1-453
2706	OG0002706	YMR262W	augustus_masked-LQMZ01002243.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LQMZ01002243.1-processed-gene-0.11&CDS=1-1005
2707	OG0002707	YMR264W	augustus_masked-LQMZ01000016.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000016.1-processed-gene-0.2&CDS=1-780
2708	OG0002708	YMR266W	augustus_masked-LQMZ01001751.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMZ01001751.1-processed-gene-0.8&CDS=1-2598
2709	OG0002709	YMR267W	augustus_masked-LQMZ01001751.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01001751.1-processed-gene-0.7&CDS=1-954
2710	OG0002710	YMR268C	snap_masked-LQMZ01002234.1-processed-gene-0.87-mRNA-1_1&gene=snap_masked-LQMZ01002234.1-processed-gene-0.87&CDS=1-2535
2711	OG0002711	YMR269W	augustus_masked-LQMZ01002234.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01002234.1-processed-gene-0.2&CDS=1-849
2712	OG0002712	YMR272C	augustus_masked-LQMZ01001982.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LQMZ01001982.1-processed-gene-0.13&CDS=1-1128
2713	OG0002713	YMR274C	augustus_masked-LQMZ01001611.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001611.1-processed-gene-0.0&CDS=1-612
2714	OG0002714	YMR276W	genemark-LQMZ01002240.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMZ01002240.1-processed-gene-0.8&CDS=1-1167
2715	OG0002715	YMR277W	augustus_masked-LQMZ01002243.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01002243.1-processed-gene-0.6&CDS=1-2466
2716	OG0002716	YMR281W	augustus_masked-LQMZ01001595.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001595.1-processed-gene-0.2&CDS=1-786
2717	OG0002717	YMR284W	augustus_masked-LQMZ01000982.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01000982.1-processed-gene-0.1&CDS=1-1743
2718	OG0002718	YMR286W	augustus_masked-LQMZ01002249.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-LQMZ01002249.1-processed-gene-0.37&CDS=1-270
2719	OG0002719	YMR287C	snap_masked-LQMZ01002163.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-LQMZ01002163.1-processed-gene-0.13&CDS=1-3441
2720	OG0002720	YMR288W	augustus_masked-LQMZ01001898.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01001898.1-processed-gene-0.7&CDS=1-1659
2721	OG0002721	YMR289W	maker-LQMZ01001848.1-augustus-gene-0.14-mRNA-1_1&gene=maker-LQMZ01001848.1-augustus-gene-0.14&CDS=1-1590
2722	OG0002722	YMR290C	maker-LQMZ01002129.1-augustus-gene-0.22-mRNA-1_1&gene=maker-LQMZ01002129.1-augustus-gene-0.22&CDS=1-3147
2723	OG0002723	YMR292W	augustus_masked-LQMZ01002473.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-LQMZ01002473.1-processed-gene-0.77&CDS=1-420
2724	OG0002724	YMR293C	augustus_masked-LQMZ01002129.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQMZ01002129.1-processed-gene-0.20&CDS=1-1368
2725	OG0002725	YMR294W	augustus_masked-LQMZ01002473.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-LQMZ01002473.1-processed-gene-0.75&CDS=1-1104
2726	OG0002726	YMR295C	augustus_masked-LQMZ01002236.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01002236.1-processed-gene-0.18&CDS=1-561
2727	OG0002727	YMR296C	snap_masked-LQMZ01001604.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LQMZ01001604.1-processed-gene-0.1&CDS=1-1854
2728	OG0002728	YMR297W	snap_masked-LQMZ01002001.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LQMZ01002001.1-processed-gene-0.1&CDS=1-1011
2729	OG0002729	YMR300C	genemark-LQMZ01001690.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQMZ01001690.1-processed-gene-0.0&CDS=1-1539
2730	OG0002730	YMR301C	augustus_masked-LQMZ01002360.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMZ01002360.1-processed-gene-0.14&CDS=1-2211
2731	OG0002731	YMR302C	maker-LQMZ01001075.1-snap-gene-0.0-mRNA-1_1&gene=maker-LQMZ01001075.1-snap-gene-0.0&CDS=1-2415
2732	OG0002732	YMR304W	maker-LQMZ01001031.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LQMZ01001031.1-augustus-gene-0.0&CDS=1-3912
2733	OG0002733	YMR305C	augustus_masked-LQMZ01001031.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01001031.1-processed-gene-0.4&CDS=1-1077
2734	OG0002734	YMR307W	augustus_masked-LQMZ01001413.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LQMZ01001413.1-processed-gene-0.25&CDS=1-1629
2735	OG0002735	YMR308C	maker-LQMZ01000851.1-augustus-gene-0.32-mRNA-1_1&gene=maker-LQMZ01000851.1-augustus-gene-0.32&CDS=1-5259
2736	OG0002736	YMR309C	augustus_masked-LQMZ01001567.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001567.1-processed-gene-0.1&CDS=1-2523
2737	OG0002737	YMR310C	augustus_masked-LQMZ01002447.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMZ01002447.1-processed-gene-0.14&CDS=1-1128
2738	OG0002738	YMR311C	augustus_masked-LQMZ01001320.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQMZ01001320.1-processed-gene-0.20&CDS=1-690
2739	OG0002739	YMR312W	augustus_masked-LQMZ01001473.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01001473.1-processed-gene-0.3&CDS=1-504
2740	OG0002740	YMR313C	snap_masked-LQMZ01001473.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-LQMZ01001473.1-processed-gene-0.12&CDS=1-1818
2741	OG0002741	YMR314W	augustus_masked-LQMZ01002215.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01002215.1-processed-gene-0.18&CDS=1-897
2742	OG0002742	YMR315W	augustus_masked-LQMZ01001070.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQMZ01001070.1-processed-gene-0.20&CDS=1-1068
2743	OG0002743	YNL001W	maker-LQMZ01002177.1-augustus-gene-0.62-mRNA-1_1&gene=maker-LQMZ01002177.1-augustus-gene-0.62&CDS=1-2316
2744	OG0002744	YNL002C	augustus_masked-LQMZ01002425.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01002425.1-processed-gene-0.4&CDS=1-822
2745	OG0002745	YNL003C	maker-LQMZ01002060.1-augustus-gene-0.7-mRNA-1_1&gene=maker-LQMZ01002060.1-augustus-gene-0.7&CDS=1-843
2746	OG0002746	YNL006W	augustus_masked-LQMZ01002175.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LQMZ01002175.1-processed-gene-0.25&CDS=1-981
2747	OG0002747	YNL010W	augustus_masked-LQMZ01002334.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01002334.1-processed-gene-0.5&CDS=1-750
2748	OG0002748	YNL011C	augustus_masked-LQMZ01001517.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001517.1-processed-gene-0.2&CDS=1-1458
2749	OG0002749	YNL014W	maker-LQMZ01002198.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LQMZ01002198.1-augustus-gene-0.0&CDS=1-5655
2750	OG0002750	YNL015W	augustus_masked-LQMZ01001190.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01001190.1-processed-gene-0.4&CDS=1-483
2751	OG0002751	YNL016W	augustus_masked-LQMZ01002524.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01002524.1-processed-gene-0.0&CDS=1-1701
2752	OG0002752	YNL021W	augustus_masked-LQMZ01002234.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMZ01002234.1-processed-gene-0.14&CDS=1-2556
2753	OG0002753	YNL022C	genemark-LQMZ01002234.1-processed-gene-0.48-mRNA-1_1&gene=genemark-LQMZ01002234.1-processed-gene-0.48&CDS=1-1380
2754	OG0002754	YNL023C	augustus_masked-LQMZ01002307.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01002307.1-processed-gene-0.1&CDS=1-2910
2755	OG0002755	YNL025C	augustus_masked-LQMZ01000460.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01000460.1-processed-gene-0.3&CDS=1-987
2756	OG0002756	YNL026W	augustus_masked-LQMZ01001668.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01001668.1-processed-gene-0.3&CDS=1-3519
2757	OG0002757	YNL032W	augustus_masked-LQMZ01000741.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01000741.1-processed-gene-0.4&CDS=1-861
2758	OG0002758	YNL035C	augustus_masked-LQMZ01002373.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LQMZ01002373.1-processed-gene-0.22&CDS=1-1212
2759	OG0002759	YNL036W	augustus_masked-LQMZ01002232.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQMZ01002232.1-processed-gene-0.15&CDS=1-828
2760	OG0002760	YNL037C	genemark-LQMZ01001438.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQMZ01001438.1-processed-gene-0.4&CDS=1-1056
2761	OG0002761	YNL038W	augustus_masked-LQMZ01002373.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQMZ01002373.1-processed-gene-0.20&CDS=1-618
2762	OG0002762	YNL039W	augustus_masked-LQMZ01002373.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LQMZ01002373.1-processed-gene-0.19&CDS=1-2019
2763	OG0002763	YNL040W	augustus_masked-LQMZ01001931.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LQMZ01001931.1-processed-gene-0.19&CDS=1-1347
2764	OG0002764	YNL041C	augustus_masked-LQMZ01000926.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LQMZ01000926.1-processed-gene-0.9&CDS=1-2319
2765	OG0002765	YNL042W	augustus_masked-LQMZ01000025.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000025.1-processed-gene-0.0&CDS=1-1479
2766	OG0002766	YNL044W	augustus_masked-LQMZ01002301.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LQMZ01002301.1-processed-gene-0.24&CDS=1-1260
2767	OG0002767	YNL045W	maker-LQMZ01002066.1-snap-gene-0.10-mRNA-1_1&gene=maker-LQMZ01002066.1-snap-gene-0.10&CDS=1-1893
2768	OG0002768	YNL051W	augustus_masked-LQMZ01002170.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LQMZ01002170.1-processed-gene-0.22&CDS=1-6579
2769	OG0002769	YNL054W	maker-LQMZ01001674.1-snap-gene-0.0-mRNA-1_1&gene=maker-LQMZ01001674.1-snap-gene-0.0&CDS=1-3114
2770	OG0002770	YNL055C	genemark-LQMZ01002411.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQMZ01002411.1-processed-gene-0.16&CDS=1-846
2771	OG0002771	YNL056W	augustus_masked-LQMZ01002449.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LQMZ01002449.1-processed-gene-0.27&CDS=1-729
2772	OG0002772	YNL059C	augustus_masked-LQMZ01000756.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01000756.1-processed-gene-0.3&CDS=1-2319
2773	OG0002773	YNL061W	augustus_masked-LQMZ01000756.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000756.1-processed-gene-0.0&CDS=1-1854
2774	OG0002774	YNL062C	augustus_masked-LQMZ01002180.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01002180.1-processed-gene-0.0&CDS=1-1356
2775	OG0002775	YNL063W	augustus_masked-LQMZ01002180.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01002180.1-processed-gene-0.2&CDS=1-927
2776	OG0002776	YNL064C	augustus_masked-LQMZ01000756.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000756.1-processed-gene-0.2&CDS=1-1203
2777	OG0002777	YNL066W	augustus_masked-LQMZ01001521.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01001521.1-processed-gene-0.10&CDS=1-1167
2778	OG0002778	YNL069C	augustus_masked-LQMZ01001413.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LQMZ01001413.1-processed-gene-0.24&CDS=1-600
2779	OG0002779	YNL071W	augustus_masked-LQMZ01000875.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01000875.1-processed-gene-0.18&CDS=1-1413
2780	OG0002780	YNL072W	augustus_masked-LQMZ01000875.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LQMZ01000875.1-processed-gene-0.19&CDS=1-1080
2781	OG0002781	YNL073W	augustus_masked-LQMZ01001565.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LQMZ01001565.1-processed-gene-0.11&CDS=1-1563
2782	OG0002782	YNL075W	augustus_masked-LQMZ01002173.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01002173.1-processed-gene-0.3&CDS=1-849
2783	OG0002783	YNL080C	augustus_masked-LQMZ01001039.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01001039.1-processed-gene-0.5&CDS=1-1092
2784	OG0002784	YNL081C	augustus_masked-LQMZ01001043.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMZ01001043.1-processed-gene-0.14&CDS=1-366
2785	OG0002785	YNL083W	augustus_masked-LQMZ01002383.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQMZ01002383.1-processed-gene-0.15&CDS=1-1713
2786	OG0002786	YNL084C	augustus_masked-LQMZ01002238.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LQMZ01002238.1-processed-gene-0.22&CDS=1-1149
2787	OG0002787	YNL085W	augustus_masked-LQMZ01001056.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001056.1-processed-gene-0.2&CDS=1-1314
2788	OG0002788	YNL088W	maker-LQMZ01001198.1-augustus-gene-0.4-mRNA-1_1&gene=maker-LQMZ01001198.1-augustus-gene-0.4&CDS=1-4347
2789	OG0002789	YNL090W	genemark-LQMZ01001530.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMZ01001530.1-processed-gene-0.1&CDS=1-498
2790	OG0002790	YNL091W	snap_masked-LQMZ01001530.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-LQMZ01001530.1-processed-gene-0.3&CDS=1-3639
2791	OG0002791	YNL092W	genemark-LQMZ01002297.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMZ01002297.1-processed-gene-0.6&CDS=1-1182
2792	OG0002792	YNL094W	genemark-LQMZ01002308.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQMZ01002308.1-processed-gene-0.11&CDS=1-1275
2793	OG0002793	YNL099C	augustus_masked-LQMZ01002163.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LQMZ01002163.1-processed-gene-0.35&CDS=1-600
2794	OG0002794	YNL102W	genemark-LQMZ01000140.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMZ01000140.1-processed-gene-0.5&CDS=1-4773
2795	OG0002795	YNL103W	augustus_masked-LQMZ01001034.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001034.1-processed-gene-0.1&CDS=1-930
2796	OG0002796	YNL104C	genemark-LQMZ01001413.1-processed-gene-0.37-mRNA-1_1&gene=genemark-LQMZ01001413.1-processed-gene-0.37&CDS=1-1797
2797	OG0002797	YNL110C	genemark-LQMZ01001427.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQMZ01001427.1-processed-gene-0.14&CDS=1-681
2798	OG0002798	YNL111C	augustus_masked-LQMZ01001427.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01001427.1-processed-gene-0.5&CDS=1-387
2799	OG0002799	YNL113W	augustus_masked-LQMZ01002132.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01002132.1-processed-gene-0.4&CDS=1-366
2800	OG0002800	YNL115C	augustus_masked-LQMZ01002156.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LQMZ01002156.1-processed-gene-0.23&CDS=1-1650
2801	OG0002801	YNL118C	augustus_masked-LQMZ01002297.1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-LQMZ01002297.1-processed-gene-0.79&CDS=1-2826
2802	OG0002802	YNL119W	augustus_masked-LQMZ01001907.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001907.1-processed-gene-0.1&CDS=1-1386
2803	OG0002803	YNL123W	augustus_masked-LQMZ01001129.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LQMZ01001129.1-processed-gene-0.16&CDS=1-2922
2804	OG0002804	YNL124W	augustus_masked-LQMZ01000930.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01000930.1-processed-gene-0.5&CDS=1-1884
