	OrthologID	Dekkera_bruxellensis	Saccharomyces_cerevisiae
2410	OG0002410	genemark-scaffold_3-processed-gene-16.176-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.176&CDS=1-2268	YOR329C
2411	OG0002411	genemark-scaffold_3-processed-gene-16.177-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.177&CDS=1-360	YPL098C
2412	OG0002412	maker-scaffold_3-snap-gene-16.3-mRNA-1_1&gene=maker-scaffold_3-snap-gene-16.3&CDS=1-2142	YLR452C
2413	OG0002413	maker-scaffold_3-augustus-gene-16.230-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-16.230&CDS=1-1704	YER025W
2414	OG0002414	augustus_masked-scaffold_3-processed-gene-16.144-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.144&CDS=1-1416	YLR451W
2415	OG0002415	genemark-scaffold_3-processed-gene-16.179-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.179&CDS=1-1491	YJR124C
2416	OG0002416	genemark-scaffold_3-processed-gene-16.180-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.180&CDS=1-750	YJR123W
2417	OG0002417	genemark-scaffold_3-processed-gene-16.210-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.210&CDS=1-687	YIL010W
2418	OG0002418	genemark-scaffold_3-processed-gene-16.211-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.211&CDS=1-819	YPR192W
2419	OG0002419	genemark-scaffold_3-processed-gene-16.182-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.182&CDS=1-876	YGR104C
2420	OG0002420	genemark-scaffold_3-processed-gene-16.213-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.213&CDS=1-2316	YNL118C
2421	OG0002421	maker-scaffold_3-snap-gene-16.14-mRNA-1_1&gene=maker-scaffold_3-snap-gene-16.14&CDS=1-2433	YBR074W
2422	OG0002422	genemark-scaffold_3-processed-gene-16.183-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.183&CDS=1-1074	YDR047W
2423	OG0002423	genemark-scaffold_3-processed-gene-16.187-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.187&CDS=1-2628	YIR002C
2424	OG0002424	snap_masked-scaffold_3-processed-gene-16.96-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-16.96&CDS=1-1497	YIL153W
2425	OG0002425	snap_masked-scaffold_3-processed-gene-16.51-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-16.51&CDS=1-5283	YJL039C
2426	OG0002426	augustus_masked-scaffold_3-processed-gene-16.157-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.157&CDS=1-708	YKL189W
2427	OG0002427	genemark-scaffold_4-processed-gene-0.43-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.43&CDS=1-1470	YLR345W
2428	OG0002428	genemark-scaffold_4-processed-gene-0.45-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.45&CDS=1-3297	YLR389C
2429	OG0002429	genemark-scaffold_4-processed-gene-0.31-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.31&CDS=1-690	YLR390W-A
2430	OG0002430	genemark-scaffold_4-processed-gene-0.47-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.47&CDS=1-453	YKL122C
2431	OG0002431	genemark-scaffold_4-processed-gene-0.51-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.51&CDS=1-873	YDR116C
2432	OG0002432	genemark-scaffold_4-processed-gene-0.52-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.52&CDS=1-1008	YPR127W
2433	OG0002433	genemark-scaffold_4-processed-gene-0.53-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.53&CDS=1-1683	YKR069W
2434	OG0002434	genemark-scaffold_4-processed-gene-0.34-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.34&CDS=1-1287	YOR051C
2435	OG0002435	genemark-scaffold_4-processed-gene-0.35-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.35&CDS=1-2430	YMR036C
2436	OG0002436	genemark-scaffold_4-processed-gene-0.54-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.54&CDS=1-627	YMR035W
2437	OG0002437	genemark-scaffold_4-processed-gene-0.36-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.36&CDS=1-720	YMR038C
2438	OG0002438	genemark-scaffold_4-processed-gene-0.57-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.57&CDS=1-3315	YMR308C
2439	OG0002439	genemark-scaffold_4-processed-gene-0.37-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.37&CDS=1-915	YGR280C
2440	OG0002440	genemark-scaffold_4-processed-gene-0.38-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.38&CDS=1-1452	YHR070W
2441	OG0002441	snap_masked-scaffold_4-processed-gene-0.104-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-0.104&CDS=1-1725	YIL099W
2442	OG0002442	snap_masked-scaffold_4-processed-gene-0.105-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-0.105&CDS=1-2247	YJL132W
2443	OG0002443	genemark-scaffold_4-processed-gene-0.39-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.39&CDS=1-1215	YKR051W
2444	OG0002444	genemark-scaffold_4-processed-gene-0.41-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.41&CDS=1-900	YLR308W
2445	OG0002445	genemark-scaffold_4-processed-gene-0.63-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.63&CDS=1-672	YJL055W
2446	OG0002446	genemark-scaffold_4-processed-gene-0.65-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.65&CDS=1-879	YLR172C
2447	OG0002447	genemark-scaffold_4-processed-gene-0.66-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.66&CDS=1-936	YCL009C
2448	OG0002448	genemark-scaffold_4-processed-gene-1.52-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.52&CDS=1-444	YHR051W
2449	OG0002449	genemark-scaffold_4-processed-gene-1.53-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.53&CDS=1-984	YPL069C
2450	OG0002450	genemark-scaffold_4-processed-gene-1.49-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.49&CDS=1-876	YBR201W
2451	OG0002451	genemark-scaffold_4-processed-gene-1.50-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.50&CDS=1-1422	YGR149W
2452	OG0002452	genemark-scaffold_4-processed-gene-1.51-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.51&CDS=1-1962	YNR038W
2453	OG0002453	genemark-scaffold_4-processed-gene-1.55-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.55&CDS=1-576	YNR036C
2454	OG0002454	genemark-scaffold_4-processed-gene-1.73-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.73&CDS=1-768	YDR090C
2455	OG0002455	genemark-scaffold_4-processed-gene-1.57-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.57&CDS=1-717	YER010C
2456	OG0002456	genemark-scaffold_4-processed-gene-1.58-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.58&CDS=1-1413	YIR004W
2457	OG0002457	snap_masked-scaffold_4-processed-gene-1.23-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.23&CDS=1-1038	YBR251W
2458	OG0002458	snap_masked-scaffold_4-processed-gene-1.24-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.24&CDS=1-3711	YKR050W
2459	OG0002459	genemark-scaffold_4-processed-gene-1.75-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.75&CDS=1-1662	YJL127C
2460	OG0002460	genemark-scaffold_4-processed-gene-1.76-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.76&CDS=1-1467	YNL016W
2461	OG0002461	genemark-scaffold_4-processed-gene-1.59-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.59&CDS=1-1074	YIL083C
2462	OG0002462	genemark-scaffold_4-processed-gene-1.78-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.78&CDS=1-1494	YNL026W
2463	OG0002463	genemark-scaffold_4-processed-gene-1.79-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.79&CDS=1-690	YBL095W
2464	OG0002464	maker-scaffold_4-snap-gene-1.44-mRNA-1_1&gene=maker-scaffold_4-snap-gene-1.44&CDS=1-2586	YJL176C
2465	OG0002465	genemark-scaffold_4-processed-gene-1.63-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.63&CDS=1-2034	YNL027W
2466	OG0002466	genemark-scaffold_4-processed-gene-1.64-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.64&CDS=1-2085	YDL122W
2467	OG0002467	maker-scaffold_4-snap-gene-1.47-mRNA-1_1&gene=maker-scaffold_4-snap-gene-1.47&CDS=1-3051	YIR023W
2468	OG0002468	genemark-scaffold_4-processed-gene-1.66-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.66&CDS=1-336	YDR045C
2469	OG0002469	genemark-scaffold_4-processed-gene-1.68-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.68&CDS=1-2667	YNL221C
2470	OG0002470	genemark-scaffold_4-processed-gene-1.69-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.69&CDS=1-2250	YPL155C
2471	OG0002471	genemark-scaffold_4-processed-gene-1.71-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.71&CDS=1-2823	YGL167C
2472	OG0002472	genemark-scaffold_4-processed-gene-1.87-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.87&CDS=1-7728	YJL033W
2473	OG0002473	genemark-scaffold_4-processed-gene-1.88-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.88&CDS=1-573	YJL096W
2474	OG0002474	genemark-scaffold_4-processed-gene-1.89-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.89&CDS=1-717	YJL097W
2475	OG0002475	genemark-scaffold_4-processed-gene-1.72-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.72&CDS=1-351	YLR104W
2476	OG0002476	genemark-scaffold_4-processed-gene-1.90-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.90&CDS=1-1134	YLR105C
2477	OG0002477	genemark-scaffold_4-processed-gene-2.73-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.73&CDS=1-2463	YOR168W
2478	OG0002478	genemark-scaffold_4-processed-gene-2.75-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.75&CDS=1-1692	YLR276C
2479	OG0002479	genemark-scaffold_4-processed-gene-2.76-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.76&CDS=1-2337	YDL095W
2480	OG0002480	genemark-scaffold_4-processed-gene-2.88-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.88&CDS=1-3462	YAL026C
2481	OG0002481	genemark-scaffold_4-processed-gene-2.89-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.89&CDS=1-390	YBL092W
2482	OG0002482	genemark-scaffold_4-processed-gene-2.78-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.78&CDS=1-507	YBL093C
2483	OG0002483	genemark-scaffold_4-processed-gene-2.79-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.79&CDS=1-1587	YPR163C
2484	OG0002484	augustus_masked-scaffold_4-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.61&CDS=1-804	YDR064W
2485	OG0002485	genemark-scaffold_4-processed-gene-2.93-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.93&CDS=1-1350	YER136W
2486	OG0002486	genemark-scaffold_4-processed-gene-2.94-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.94&CDS=1-1341	YOR323C
2487	OG0002487	genemark-scaffold_4-processed-gene-2.82-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.82&CDS=1-1158	YMR048W
2488	OG0002488	genemark-scaffold_4-processed-gene-2.83-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.83&CDS=1-4398	YGR270W
2489	OG0002489	genemark-scaffold_4-processed-gene-2.84-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.84&CDS=1-570	YGR251W
2490	OG0002490	genemark-scaffold_4-processed-gene-2.85-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.85&CDS=1-372	YER112W
2491	OG0002491	maker-scaffold_4-augustus-gene-2.3-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-2.3&CDS=1-9363	YBL088C
2492	OG0002492	genemark-scaffold_4-processed-gene-2.86-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.86&CDS=1-1092	YJL125C
2493	OG0002493	augustus_masked-scaffold_4-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.3&CDS=1-1176	YOL038W
2494	OG0002494	genemark-scaffold_4-processed-gene-3.41-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.41&CDS=1-471	YIR015W
2495	OG0002495	genemark-scaffold_4-processed-gene-3.45-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.45&CDS=1-771	YKR065C
2496	OG0002496	genemark-scaffold_4-processed-gene-3.46-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.46&CDS=1-1164	YDL022W
2497	OG0002497	genemark-scaffold_4-processed-gene-3.42-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.42&CDS=1-456	YJL122W
2498	OG0002498	genemark-scaffold_4-processed-gene-3.47-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.47&CDS=1-699	YJL121C
2499	OG0002499	genemark-scaffold_4-processed-gene-3.67-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.67&CDS=1-1143	YKR066C
2500	OG0002500	genemark-scaffold_4-processed-gene-3.48-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.48&CDS=1-954	YDR337W
2501	OG0002501	genemark-scaffold_4-processed-gene-3.69-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.69&CDS=1-1593	YDR061W
2502	OG0002502	genemark-scaffold_4-processed-gene-3.49-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.49&CDS=1-1722	YDR062W
2503	OG0002503	genemark-scaffold_4-processed-gene-3.71-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.71&CDS=1-1458	YMR211W
2504	OG0002504	genemark-scaffold_4-processed-gene-3.51-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.51&CDS=1-1149	YKL082C
2505	OG0002505	genemark-scaffold_4-processed-gene-3.52-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.52&CDS=1-2130	YKL104C
2506	OG0002506	genemark-scaffold_4-processed-gene-3.55-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.55&CDS=1-606	YDR067C
2507	OG0002507	genemark-scaffold_4-processed-gene-3.75-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.75&CDS=1-1245	YER143W
2508	OG0002508	genemark-scaffold_4-processed-gene-3.56-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.56&CDS=1-984	YER142C
2509	OG0002509	augustus_masked-scaffold_4-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.31&CDS=1-279	YER146W
2510	OG0002510	genemark-scaffold_4-processed-gene-3.57-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.57&CDS=1-840	YDR071C
2511	OG0002511	genemark-scaffold_4-processed-gene-3.59-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.59&CDS=1-603	YOR294W
2512	OG0002512	genemark-scaffold_4-processed-gene-3.61-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.61&CDS=1-3279	YOR296W
2513	OG0002513	augustus_masked-scaffold_4-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.18&CDS=1-2496	YFL042C
2514	OG0002514	snap_masked-scaffold_4-processed-gene-3.125-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.125&CDS=1-1143	YGR053C
2515	OG0002515	genemark-scaffold_4-processed-gene-3.79-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.79&CDS=1-2043	YNL161W
2516	OG0002516	snap_masked-scaffold_4-processed-gene-3.112-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.112&CDS=1-2697	YPR003C
2517	OG0002517	genemark-scaffold_4-processed-gene-3.82-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.82&CDS=1-822	YNL246W
2518	OG0002518	genemark-scaffold_4-processed-gene-3.65-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.65&CDS=1-360	YHR116W
2519	OG0002519	genemark-scaffold_4-processed-gene-3.66-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.66&CDS=1-4287	YER164W
2520	OG0002520	genemark-scaffold_4-processed-gene-4.39-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.39&CDS=1-1965	YER165W
2521	OG0002521	genemark-scaffold_4-processed-gene-4.42-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.42&CDS=1-2799	YKL015W
2522	OG0002522	genemark-scaffold_4-processed-gene-4.59-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.59&CDS=1-1200	YGR185C
2523	OG0002523	augustus_masked-scaffold_4-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.23&CDS=1-4890	YMR284W
2524	OG0002524	snap_masked-scaffold_4-processed-gene-4.84-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.84&CDS=1-1398	YHR190W
2525	OG0002525	genemark-scaffold_4-processed-gene-4.65-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.65&CDS=1-3108	YOR349W
2526	OG0002526	genemark-scaffold_4-processed-gene-4.46-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.46&CDS=1-1296	YJL171C
2527	OG0002527	genemark-scaffold_4-processed-gene-4.47-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.47&CDS=1-1068	YDL226C
2528	OG0002528	maker-scaffold_4-augustus-gene-4.0-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-4.0&CDS=1-2199	YOR166C
2529	OG0002529	genemark-scaffold_4-processed-gene-4.50-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.50&CDS=1-864	YNL075W
2530	OG0002530	genemark-scaffold_4-processed-gene-4.70-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.70&CDS=1-1410	YDL001W
2531	OG0002531	genemark-scaffold_4-processed-gene-4.52-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.52&CDS=1-7638	YBL004W
2532	OG0002532	genemark-scaffold_4-processed-gene-4.72-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.72&CDS=1-561	YMR295C
2533	OG0002533	genemark-scaffold_4-processed-gene-4.74-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.74&CDS=1-2553	YMR309C
2534	OG0002534	genemark-scaffold_4-processed-gene-4.55-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.55&CDS=1-3651	YDL145C
2535	OG0002535	genemark-scaffold_4-processed-gene-4.75-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.75&CDS=1-1614	YER051W
2536	OG0002536	genemark-scaffold_4-processed-gene-4.56-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.56&CDS=1-528	YER050C
2537	OG0002537	genemark-scaffold_4-processed-gene-4.76-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.76&CDS=1-1464	YIL042C
2538	OG0002538	genemark-scaffold_4-processed-gene-4.77-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.77&CDS=1-1899	YDL146W
2539	OG0002539	genemark-scaffold_4-processed-gene-4.78-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.78&CDS=1-1326	YDL147W
2540	OG0002540	augustus_masked-scaffold_4-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.19&CDS=1-9036	YLR087C
2541	OG0002541	augustus_masked-scaffold_4-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.20&CDS=1-4155	YER093C
2542	OG0002542	maker-scaffold_4-snap-gene-5.94-mRNA-1_1&gene=maker-scaffold_4-snap-gene-5.94&CDS=1-1650	YGL045W
2543	OG0002543	genemark-scaffold_4-processed-gene-5.50-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.50&CDS=1-1050	YIL041W
2544	OG0002544	genemark-scaffold_4-processed-gene-5.69-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.69&CDS=1-672	YDR489W
2545	OG0002545	genemark-scaffold_4-processed-gene-5.70-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.70&CDS=1-1668	YDL003W
2546	OG0002546	genemark-scaffold_4-processed-gene-5.71-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.71&CDS=1-2334	YGR199W
2547	OG0002547	genemark-scaffold_4-processed-gene-5.72-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.72&CDS=1-2202	YBL051C
2548	OG0002548	genemark-scaffold_4-processed-gene-5.73-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.73&CDS=1-1731	YER087W
2549	OG0002549	genemark-scaffold_4-processed-gene-5.77-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.77&CDS=1-522	YPL252C
2550	OG0002550	genemark-scaffold_4-processed-gene-5.55-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.55&CDS=1-636	YMR197C
2551	OG0002551	genemark-scaffold_4-processed-gene-5.78-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.78&CDS=1-3159	YMR196W
2552	OG0002552	genemark-scaffold_4-processed-gene-5.79-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.79&CDS=1-3489	YHR079C
2553	OG0002553	maker-scaffold_4-snap-gene-5.95-mRNA-1_1&gene=maker-scaffold_4-snap-gene-5.95&CDS=1-3369	YML104C
2554	OG0002554	genemark-scaffold_4-processed-gene-5.58-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.58&CDS=1-846	YML105C
2555	OG0002555	genemark-scaffold_4-processed-gene-5.82-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.82&CDS=1-1170	YMR272C
2556	OG0002556	genemark-scaffold_4-processed-gene-5.60-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.60&CDS=1-1497	YHR024C
2557	OG0002557	genemark-scaffold_4-processed-gene-5.84-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.84&CDS=1-699	YER002W
2558	OG0002558	genemark-scaffold_4-processed-gene-5.61-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.61&CDS=1-702	YIR001C
2559	OG0002559	genemark-scaffold_4-processed-gene-5.85-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.85&CDS=1-378	YIL004C
2560	OG0002560	genemark-scaffold_4-processed-gene-5.62-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.62&CDS=1-585	YIR022W
2561	OG0002561	genemark-scaffold_4-processed-gene-5.86-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.86&CDS=1-1632	YKL012W
2562	OG0002562	maker-scaffold_4-snap-gene-5.96-mRNA-1_1&gene=maker-scaffold_4-snap-gene-5.96&CDS=1-657	YKL013C
2563	OG0002563	genemark-scaffold_4-processed-gene-5.87-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.87&CDS=1-2415	YIR007W
2564	OG0002564	genemark-scaffold_4-processed-gene-5.88-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.88&CDS=1-735	YPL002C
2565	OG0002565	genemark-scaffold_4-processed-gene-5.66-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.66&CDS=1-1449	YER021W
2566	OG0002566	genemark-scaffold_4-processed-gene-6.107-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.107&CDS=1-2121	YGL205W
2567	OG0002567	genemark-scaffold_4-processed-gene-6.109-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.109&CDS=1-1071	YGR165W
2568	OG0002568	genemark-scaffold_4-processed-gene-6.110-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.110&CDS=1-915	YPL206C
2569	OG0002569	genemark-scaffold_4-processed-gene-6.131-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.131&CDS=1-750	YGR033C
2570	OG0002570	genemark-scaffold_4-processed-gene-6.112-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.112&CDS=1-312	YLR364W
2571	OG0002571	genemark-scaffold_4-processed-gene-6.113-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.113&CDS=1-1584	YOR374W
2572	OG0002572	genemark-scaffold_4-processed-gene-6.114-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.114&CDS=1-4599	YAL024C
2573	OG0002573	genemark-scaffold_4-processed-gene-6.116-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.116&CDS=1-426	YPR082C
2574	OG0002574	maker-scaffold_4-snap-gene-6.8-mRNA-1_1&gene=maker-scaffold_4-snap-gene-6.8&CDS=1-477	YML030W
2575	OG0002575	genemark-scaffold_4-processed-gene-6.118-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.118&CDS=1-1401	YKL194C
2576	OG0002576	genemark-scaffold_4-processed-gene-6.134-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.134&CDS=1-1326	YLR423C
2577	OG0002577	augustus_masked-scaffold_4-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.75&CDS=1-1275	YOR370C
2578	OG0002578	genemark-scaffold_4-processed-gene-6.136-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.136&CDS=1-438	YOR369C
2579	OG0002579	maker-scaffold_4-augustus-gene-6.4-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-6.4&CDS=1-1935	YOR368W
2580	OG0002580	genemark-scaffold_4-processed-gene-6.138-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.138&CDS=1-3087	YJR132W
2581	OG0002581	genemark-scaffold_4-processed-gene-6.120-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.120&CDS=1-1341	YJR072C
2582	OG0002582	genemark-scaffold_4-processed-gene-6.122-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.122&CDS=1-342	YHL015W
2583	OG0002583	genemark-scaffold_4-processed-gene-6.123-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.123&CDS=1-1047	YGL225W
2584	OG0002584	genemark-scaffold_4-processed-gene-6.140-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.140&CDS=1-921	YFR047C
2585	OG0002585	augustus_masked-scaffold_4-processed-gene-6.80-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.80&CDS=1-4776	YFR027W
2586	OG0002586	genemark-scaffold_4-processed-gene-6.141-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.141&CDS=1-1113	YMR024W
2587	OG0002587	maker-scaffold_4-snap-gene-6.10-mRNA-1_1&gene=maker-scaffold_4-snap-gene-6.10&CDS=1-2589	YGL236C
2588	OG0002588	genemark-scaffold_4-processed-gene-6.144-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.144&CDS=1-2928	YGL238W
