	OrthologID	Candida_albicans	Saccharomyces_cerevisiae
1559	OG0001559	C7_01360C_A	YNL310C
1560	OG0001560	C3_04490W_A	YOR301W
1561	OG0001561	CR_03430W_A	YMR123W
1562	OG0001562	C4_03040W_A	YOR210W
1563	OG0001563	C3_02170C_A	YKL103C
1564	OG0001564	C2_01310W_A	YDR425W
1565	OG0001565	C7_03520W_A	YGL037C
1566	OG0001566	C1_01040W_A	YCL033C
1567	OG0001567	CR_05460W_A	YOR223W
1568	OG0001568	C1_01180C_A	YIL072W
1569	OG0001569	CR_05920C_A	YJL042W
1570	OG0001570	C5_04080C_A	YNL245C
1571	OG0001571	C1_07250C_A	YNL219C
1572	OG0001572	CR_04190W_A	YNL138W
1573	OG0001573	CR_04360C_A	YDL208W
1574	OG0001574	C1_03290W_A	YDR176W
1575	OG0001575	C7_02380C_A	YDR155C
1576	OG0001576	C3_04380C_A	YEL026W
1577	OG0001577	C4_06490C_A	YKL045W
1578	OG0001578	C2_03000C_A	YOR006C
1579	OG0001579	C1_12920C_A	YGL161C
1580	OG0001580	C4_03110W_B&Allele&of&C4_03110W_A	YMR162C
1581	OG0001581	C5_00190C_A	YKL182W
1582	OG0001582	C4_03810W_A	YDL113C
1583	OG0001583	C1_02930C_A	YKL194C
1584	OG0001584	C4_04870C_A	YCR077C
1585	OG0001585	CR_10450C_A	YDR392W
1586	OG0001586	C1_06210W_A	YEL029C
1587	OG0001587	C1_07490C_A	YBL035C
1588	OG0001588	C2_06850W_A	YGR081C
1589	OG0001589	CR_08030C_A	YDR320C
1590	OG0001590	C4_06100W_A	YGL027C
1591	OG0001591	C3_01150C_A	YBR151W
1592	OG0001592	C3_02530W_A	YBR162W-A
1593	OG0001593	C1_03870C_A	YNL234W
1594	OG0001594	C5_04650C_A	YGR171C
1595	OG0001595	C4_05310W_A	YJR003C
1596	OG0001596	C3_01450C_A	YIL128W
1597	OG0001597	C6_01300W_A	YBR042C
1598	OG0001598	C1_05670W_A	YDR415C
1599	OG0001599	C5_00300C_A	YLR086W
1600	OG0001600	C5_01250W_A	YDL035C
1601	OG0001601	C7_02460C_A	YJR072C
1602	OG0001602	C5_05350W_A	YIR008C
1603	OG0001603	C2_00710W_A	YMR091C
1604	OG0001604	C1_11980W_A	YPR168W
1605	OG0001605	C3_02780W_A	YDR023W
1606	OG0001606	C1_13120C_A	YNL297C
1607	OG0001607	C6_02350C_A	YPL212C
1608	OG0001608	C1_11930W_B&Allele&of&C1_11930W_A	YLR187W
1609	OG0001609	C3_06250W_A	YML012W
1610	OG0001610	C6_02150C_A	YPL060W
1611	OG0001611	C1_07520C_A	YBR086C
1612	OG0001612	CR_03390C_A	YMR106C
1613	OG0001613	C1_07980C_A	YHR079C-A
1614	OG0001614	CR_10370W_A	YLR192C
1615	OG0001615	C1_05050C_A	YOR001W
1616	OG0001616	C2_00370W_A	YGL016W
1617	OG0001617	C1_08670W_A	YLR182W
1618	OG0001618	C3_06290W_A	YML020W
1619	OG0001619	C2_00620C_A	YJR129C
1620	OG0001620	C6_00340C_A	YKL134C
1621	OG0001621	C1_11220C_A	YPL063W
1622	OG0001622	C2_02150C_A	YMR061W
1623	OG0001623	C6_02230W_A	YGL099W
1624	OG0001624	C3_06400C_A	YML021C
1625	OG0001625	C1_11570W_A	YJR112W-A
1626	OG0001626	C2_04570W_A	YKL172W
1627	OG0001627	C2_04790C_A	YPL118W
1628	OG0001628	C1_08600C_A	YDR211W
1629	OG0001629	C2_07290W_A	YJR070C
1630	OG0001630	CR_05010W_A	YER041W
1631	OG0001631	C2_04260W_A	YPL042C
1632	OG0001632	C1_10420C_A	YOR322C
1633	OG0001633	CR_08490W_A	YDL060W
1634	OG0001634	CR_09940W_A	YOR313C
1635	OG0001635	CR_02380C_A	YIL027C
1636	OG0001636	C6_02370C_A	YGL129C
1637	OG0001637	C1_10930C_A	YHR111W
1638	OG0001638	C6_01010W_A	YMR065W
1639	OG0001639	C3_00800W_A	YMR036C
1640	OG0001640	CR_06900C_A	YOR002W
1641	OG0001641	C5_00200C_A	YLR399C
1642	OG0001642	C1_03690W_A	YDR517W
1643	OG0001643	C3_05430W_A	YKR051W
1644	OG0001644	C4_03840C_A	YDL111C
1645	OG0001645	C7_01450C_A	YOR361C
1646	OG0001646	C7_03910W_A	YML060W
1647	OG0001647	C2_04880C_A	YDR376W
1648	OG0001648	C3_00610W_A	YGL005C
1649	OG0001649	C1_02820W_A	YBR115C
1650	OG0001650	C2_04980C_A	YOR061W
1651	OG0001651	C7_01890C_A	YNL070W
1652	OG0001652	C2_06130W_A	YMR048W
1653	OG0001653	CR_02710W_A	YPR137W
1654	OG0001654	C1_10320W_A	YMR281W
1655	OG0001655	CR_10540C_A	YDL003W
1656	OG0001656	CR_00120C_A	YHR030C
1657	OG0001657	C1_07630W_A	YPL059W
1658	OG0001658	C5_00180W_A	YLR410W
1659	OG0001659	C4_05290W_A	YNR033W
1660	OG0001660	C1_05780W_A	YML127W
1661	OG0001661	C3_04760C_A	YLR430W
1662	OG0001662	C2_03080W_A	YOR136W
1663	OG0001663	C6_04330W_A	YOL144W
1664	OG0001664	C7_00430W_A	YOL152W
1665	OG0001665	CR_08400C_A	YNL081C
1666	OG0001666	C4_05160C_A	YJL049W
1667	OG0001667	C2_00200W_A	YGR006W
1668	OG0001668	C4_03800C_A	YDL116W
1669	OG0001669	C2_04620W_B&Allele&of&C2_04620W_A	YJL176C
1670	OG0001670	C6_03810W_A	YOL001W
1671	OG0001671	CR_09640C_A	YLR262C-A
1672	OG0001672	C3_05120C_A	YGR078C
1673	OG0001673	CR_04230W_A	YNL129W
1674	OG0001674	C2_00850W_A	YPR047W
1675	OG0001675	C4_04810C_A	YDL201W
1676	OG0001676	CR_00250W_A	YDR377W
1677	OG0001677	CR_01100C_A	YHR116W
1678	OG0001678	C1_09040C_B&Allele&of&C1_09040C_A	YIL110W
1679	OG0001679	C1_11600W_A	YHR181W
1680	OG0001680	C1_13360C_A	YLR145W
1681	OG0001681	C1_02480W_A	YFL045C
1682	OG0001682	C2_10320C_A	YOR242C
1683	OG0001683	C5_01060C_A	YCR047C
1684	OG0001684	C2_00830C_A	YKR008W
1685	OG0001685	C1_02190W_A	YOR239W
1686	OG0001686	C2_07320W_A	YJR065C
1687	OG0001687	C1_05020C_A	YJL071W
1688	OG0001688	C6_03430C_A	YOR093C
1689	OG0001689	CR_03570C_A	YIR026C
1690	OG0001690	C2_05480C_A	YMR194C-B
1691	OG0001691	C2_03300W_A	YGL040C
1692	OG0001692	C3_05680W_A	YER100W
1693	OG0001693	C2_04860W_A	YPR186C
1694	OG0001694	C5_02710W_A	YDR353W
1695	OG0001695	C3_06300W_A	YDR440W
1696	OG0001696	C5_00430W_A	YKL001C
1697	OG0001697	CR_05950C_A	YCR011C
1698	OG0001698	C4_06830C_A	YDR188W
1699	OG0001699	C2_01470W_A	YDR443C
1700	OG0001700	C4_05750C_A	YPL213W
1701	OG0001701	C2_02090W_A	YLR363C
1702	OG0001702	C2_00430C_A	YDR121W
1703	OG0001703	C1_03650C_A	YBR282W
1704	OG0001704	C3_02130W_A	YDR324C
1705	OG0001705	C4_07140W_A	YLR168C
1706	OG0001706	C7_00520W_A	YOL145C
1707	OG0001707	CR_00480W_A	YHR147C
1708	OG0001708	C1_00520W_A	YOR283W
1709	OG0001709	CR_08900C_A	YGR156W
1710	OG0001710	C2_02410W_A	YDL072C
1711	OG0001711	C6_04470C_A	YKL034W
1712	OG0001712	C6_00910C_A	YFR016C
1713	OG0001713	C4_00280W_A	YJR117W
1714	OG0001714	C2_01090C_A	YER044C
1715	OG0001715	C1_04660W_A	YBR208C
1716	OG0001716	C7_00380W_A	YNL003C
1717	OG0001717	C1_06540C_A	YCR035C
1718	OG0001718	C1_08130C_A	YLR318W
1719	OG0001719	C3_05440C_A	YJL131C
1720	OG0001720	C4_00030C_A	YOR368W
1721	OG0001721	C1_00770C_A	YMR200W
1722	OG0001722	C2_02460W_A	YHR072W
1723	OG0001723	C1_00470C_A	YPL103C
1724	OG0001724	CR_06860C_A	YDR380W
1725	OG0001725	C1_05010C_A	YOL002C
1726	OG0001726	C7_01750W_A	YOR228C
1727	OG0001727	C3_01550C_B&Allele&of&C3_01550C_A	YBR162C
1728	OG0001728	C1_05380C_A	YBR275C
1729	OG0001729	C2_01440C_A	YDR424C
1730	OG0001730	C1_10440W_A	YEL043W
1731	OG0001731	C3_05190C_A	YOR197W
1732	OG0001732	C7_01870W_A	YNL073W
1733	OG0001733	C3_00470W_A	YIL039W
1734	OG0001734	C1_12350W_A	YOL021C
1735	OG0001735	C5_01510W_A	YLR147C
1736	OG0001736	C1_04110W_A	YPR139C
1737	OG0001737	C4_02270C_A	YOR198C
1738	OG0001738	C7_01820C_A	YPL234C
1739	OG0001739	C1_06700W_A	YDL117W
1740	OG0001740	C1_07680W_A	YGL237C
1741	OG0001741	CR_09140C_A	YML128C
1742	OG0001742	C5_00780C_A	YNL254C
1743	OG0001743	C2_07960C_A	YGL111W
1744	OG0001744	C4_00860C_A	YOR104W
1745	OG0001745	C1_08580C_A	YDL128W
1746	OG0001746	C5_05080W_A	YDL106C
1747	OG0001747	C2_00540W_A	YDR338C
1748	OG0001748	CR_02690W_A	YNL148C
1749	OG0001749	C2_04310W_A	YPL028W
1750	OG0001750	C4_06210C_A	YER006W
1751	OG0001751	C1_14490C_A	YHR083W
1752	OG0001752	C1_04390C_A	YPL043W
1753	OG0001753	C2_08060W_A	YJL127C-B
1754	OG0001754	C4_07200C_A	YDR182W
1755	OG0001755	C3_02000W_A	YNL250W
1756	OG0001756	C2_02760W_A	YKL073W
1757	OG0001757	C4_00060W_A	YER163C
1758	OG0001758	C2_05030C_A	YIL118W
1759	OG0001759	C2_09920W_A	YNL213C
1760	OG0001760	C1_00550W_A	YLR299W
1761	OG0001761	C5_01300C_A	YDR374C
1762	OG0001762	C1_13630W_A	YML054C
1763	OG0001763	C2_00290W_A	YGL018C
1764	OG0001764	C1_10160W_A	YJR077C
1765	OG0001765	C5_04900C_A	YGR173W
1766	OG0001766	C1_10460W_A	YGR149W
1767	OG0001767	C3_02430W_B&Allele&of&C3_02430W_A	YKL135C
1768	OG0001768	CR_00990W_A	YIR022W
1769	OG0001769	CR_10760C_A	YJL003W
1770	OG0001770	C3_04800C_A	YHR150W
1771	OG0001771	C5_02550C_A	YLR222C
1772	OG0001772	CR_08430W_A	YLR386W
1773	OG0001773	C1_09090C_B&Allele&of&C1_09090C_A	YML099C
1774	OG0001774	C4_02600C_A	YPR018W
1775	OG0001775	C4_04820C_A	YDL202W
1776	OG0001776	C3_06070C_A	YJL128C
1777	OG0001777	C3_07040C_A	YBR111C
1778	OG0001778	CR_05440W_A	YJR025C
1779	OG0001779	C2_09290W_A	YGR105W
1780	OG0001780	C1_11280W_A	YDL209C
1781	OG0001781	C6_04170C_A	YDR166C
1782	OG0001782	C4_02820W_B&Allele&of&C4_02820W_A	YDL154W
1783	OG0001783	C2_10200W_A	YOR103C
1784	OG0001784	C6_00750C_A	YCR012W
1785	OG0001785	C2_05100C_A	YBR143C
1786	OG0001786	C3_07460W_A	YMR277W
1787	OG0001787	C4_02020W_A	YML042W
1788	OG0001788	C2_05380W_A	YLR407W
1789	OG0001789	C2_08930W_A	YFR052W
1790	OG0001790	C1_05560W_A	YOL143C
1791	OG0001791	C5_01620C_A	YPL002C
1792	OG0001792	C3_02460C_A	YNL316C
1793	OG0001793	C5_02010C_A	YFL023W
1794	OG0001794	C1_08660C_A	YDL043C
1795	OG0001795	C7_01420W_A	YDR152W
1796	OG0001796	CR_04280C_A	YBL020W
1797	OG0001797	CR_08570W_A	YLR398C
1798	OG0001798	C4_02320C_A	YJR104C
1799	OG0001799	C3_03750C_A	YLL004W
1800	OG0001800	C2_02360C_B&Allele&of&C2_02360C_A	YLR137W
1801	OG0001801	C2_02940W_A	YKR069W
1802	OG0001802	C6_00720C_A	YER141W
1803	OG0001803	C4_02790C_A	YDL153C
1804	OG0001804	C1_00640C_A	YFL036W
1805	OG0001805	C2_09400C_A	YNL280C
1806	OG0001806	C1_05830W_A	YER175C
1807	OG0001807	CR_04160C_A	YNL062C
1808	OG0001808	C2_06210C_A	YOR184W
1809	OG0001809	C7_00060C_A	YER170W
1810	OG0001810	C4_03230C_A, C7_02600C_A	
1811	OG0001811	C3_07410C_A	YDR037W
1812	OG0001812	C2_07490W_A	YOR176W
1813	OG0001813	CR_02250C_A	YOR112W
1814	OG0001814	C7_01330C_A	YDR283C
1815	OG0001815	C5_03940C_B&Allele&of&C5_03940C_A	YJR124C
1816	OG0001816	C4_06950W_A	YLR165C
1817	OG0001817	C7_03020C_A	YNL191W
1818	OG0001818	C6_03950C_A	YBR231C
1819	OG0001819	C3_04520C_A	YOR128C
1820	OG0001820	CR_08590W_A	YLR397C
1821	OG0001821	C4_04370C_A	YNL054W
1822	OG0001822	C5_04170W_A	YDR470C
1823	OG0001823	C7_03000C_A	YJL096W
1824	OG0001824	CR_02300C_A	YPL070W
1825	OG0001825	C1_03500W_A	YFL038C
1826	OG0001826	C4_05230C_A	YHR197W
1827	OG0001827	C1_11450C_A	YDR502C
1828	OG0001828	C6_02470W_A	YPL210C
1829	OG0001829	C3_03030C_A	YHR132C
1830	OG0001830	CR_03400W_A	YPL040C
1831	OG0001831	C2_01150W_A	YMR026C
1832	OG0001832	C2_02920W_A	YOR052C
1833	OG0001833	C3_07500W_A	YML115C
1834	OG0001834	C7_00140C_A	YGL242C
1835	OG0001835	C2_00520W_A	YMR238W
1836	OG0001836	C2_10340W_A	YOR278W
1837	OG0001837	CR_08290W_A	YGL181W
1838	OG0001838	C3_05140C_A	YOL124C
1839	OG0001839	C1_03180W_A	YLR239C
1840	OG0001840	C1_09840C_A	YIR011C
1841	OG0001841	C3_04790W_A	YML068W
1842	OG0001842	CR_04010C_A	YPL173W
1843	OG0001843	C2_01400C_A	YHR154W
1844	OG0001844	C1_03810C_A	YNL230C
1845	OG0001845	C1_03060C_A	YLR435W
1846	OG0001846	C4_02640C_A	YLR105C
1847	OG0001847	C1_11960C_A	YPR170W-B
1848	OG0001848	C4_01720C_A	YKL054C
1849	OG0001849	C1_09140C_A	YER118C
1850	OG0001850	C1_06890C_A	YER056C-A
1851	OG0001851	CR_01120C_A	YDR167W
1852	OG0001852	C1_04540C_A	YPL045W
1853	OG0001853	C1_04120C_A	YIR005W
1854	OG0001854	C2_06610C_B&Allele&of&C2_06610C_A	YCL074W
1855	OG0001855	CR_05260C_A	YDR017C
1856	OG0001856	C4_00800W_A	YDL105W
1857	OG0001857	C1_12260W_A	YKL119C
1858	OG0001858	CR_07360W_A	YML061C
1859	OG0001859	CR_06720W_A	YHR170W
1860	OG0001860	C1_13640W_A	YGL166W
1861	OG0001861	C7_03990C_A	YGL232W
1862	OG0001862	C5_02400W_A	YLR118C
1863	OG0001863	C2_00600C_A	YKL040C
1864	OG0001864	C4_03670W_A	YLL005C
1865	OG0001865	C4_02420C_A	YDR302W
1866	OG0001866	C3_02410C_A	YOL054W
1867	OG0001867	C6_01150W_A	YGL116W
1868	OG0001868	C4_01650C_A	YKL059C
1869	OG0001869	C1_06760C_B&Allele&of&C1_06760C_A	YNL182C
1870	OG0001870	C1_00660C_A	YLR026C
1871	OG0001871	C5_04520W_A	YPR040W
1872	OG0001872	C7_01580W_A	YLR383W
1873	OG0001873	C2_00480C_A	YHL018W
1874	OG0001874	C3_07000W_A	YNL330C
1875	OG0001875	C2_03270W_A	YKL152C
1876	OG0001876	C2_02500W_B&Allele&of&C2_02500W_A	YMR227C
1877	OG0001877	C3_04140C_A	YHR193C
1878	OG0001878	CR_06480C_A	YML043C
1879	OG0001879	C7_04030C_A	YPL125W
1880	OG0001880	CR_09010C_A	YHR112C
1881	OG0001881	CR_05050W_A	YPR035W
1882	OG0001882	C6_01210W_A	YPR063C
1883	OG0001883	C4_00680W_A	YAL022C
1884	OG0001884	C7_03490W_A	YDL234C
1885	OG0001885	C2_05650W_A	YJL154C
1886	OG0001886	C4_04550C_A	YKR087C
1887	OG0001887	C1_08500C_A	YGR254W
1888	OG0001888	C4_05150W_A	YEL013W
1889	OG0001889	C1_09960W_A	YDR079W
1890	OG0001890	C2_02010C_A	YDR371W
1891	OG0001891	C6_02690C_B&Allele&of&C6_02690C_A	YPL184C
1892	OG0001892	C1_00890W_A	YAL048C
1893	OG0001893	C7_02780W_B&Allele&of&C7_02780W_A	YGL097W
1894	OG0001894	C4_04570W_A	YMR274C
1895	OG0001895	C1_11540C_A	YBL047C
1896	OG0001896	CR_01950W_A	YOR340C
1897	OG0001897	C2_09900C_A	YNR017W
1898	OG0001898	CR_07710W_A	YGL148W
1899	OG0001899	C1_01910W_A	YER156C
1900	OG0001900	C1_07510W_A	YBL036C
1901	OG0001901	C2_10570W_A	YMR190C
1902	OG0001902	C5_01600C_A	YFL002C
1903	OG0001903	C2_04530W_A	YBR193C
1904	OG0001904	CR_00580W_A	YDR002W
1905	OG0001905	C7_02790C_A	YDL102W
1906	OG0001906	C6_04540C_A	YEL056W
1907	OG0001907	C7_00120W_A	YIL065C
1908	OG0001908	C3_05040C_A	YDL149W
1909	OG0001909	CR_08150W_A	YHL015W
1910	OG0001910	C1_09970C_A	YDR081C
1911	OG0001911	C7_00400W_A	YCL018W
1912	OG0001912	C4_01120C_A	YJR107W
1913	OG0001913	CR_06040W_A	YCR008W
1914	OG0001914	C2_08120W_A	YDR005C
1915	OG0001915	C1_14160W_A	YBR030W
1916	OG0001916	C3_03280C_A	YOL012C
1917	OG0001917	C1_06480C_A	YNL044W
1918	OG0001918	CR_01590C_A	YER090W
1919	OG0001919	C3_06860C_A	YJR096W
1920	OG0001920	C5_03840W_B&Allele&of&C5_03840W_A	YOR143C
1921	OG0001921	C2_08000C_A	YER036C
1922	OG0001922	CR_01150C_A	YMR078C
1923	OG0001923	C3_02260C_A	YKL139W
1924	OG0001924	CR_09240C_A	YPL225W
1925	OG0001925	C6_02030C_A	YKL151C
1926	OG0001926	C1_00090W_A	YER046W
1927	OG0001927	CR_09860W_A	YER047C
1928	OG0001928	C5_03760C_A	YOR160W
1929	OG0001929	C5_01810W_A	YHL009C
1930	OG0001930	CR_10820W_A	YGR074W
1931	OG0001931	C6_02360W_A	YPL211W
1932	OG0001932	C1_10030W_A	YGL078C
1933	OG0001933	C1_00920W_A	YOR296W
1934	OG0001934	C2_03920C_B&Allele&of&C2_03920C_A	YLL031C
1935	OG0001935	C1_00620W_A	YFL034C-B
1936	OG0001936	C6_03820C_A	YMR178W
1937	OG0001937	CR_09890C_A	YPR176C
1938	OG0001938	C1_11440C_A	YCL061C
1939	OG0001939	CM_00030W	Q0250
1940	OG0001940	C1_06090C_A	YMR216C
1941	OG0001941	C3_00510W_A	YKR004C
1942	OG0001942	C6_02180W_A	YOL129W
1943	OG0001943	C6_03470W_A	YLR380W
1944	OG0001944	C2_03540W_A	YDR419W
1945	OG0001945	C1_09570W_A	YKL162C
1946	OG0001946	C1_11800C_A	YJR058C
1947	OG0001947	CR_01620C_A	YER091C
1948	OG0001948	C2_08550C_A	YMR287C
1949	OG0001949	C7_02680W_A	YNL131W
1950	OG0001950	C5_00140C_A	YHR140W
1951	OG0001951	C7_00210C_A	YGR099W
1952	OG0001952	C1_00230C_A	YJR053W
1953	OG0001953	C3_06970W_A	YPL243W
1954	OG0001954	C4_04720W_A	YKR080W
1955	OG0001955	C1_09460W_A	YMR208W
1956	OG0001956	C4_02710C_A	YER174C
1957	OG0001957	C3_06630W_A	YGL113W
1958	OG0001958	C7_03650W_A	YFR025C
1959	OG0001959	C1_09060C_A	YAL008W
1960	OG0001960	C3_04230W_A	YNR011C
1961	OG0001961	C1_00170W_A	YNL104C
1962	OG0001962	C4_00820W_A	YMR166C
1963	OG0001963	C5_02610C_A	YDR217C
1964	OG0001964	C7_01940C_A	YJL108C
1965	OG0001965	C2_05940C_A	YLR396C
1966	OG0001966	CR_03110W_A	YOL033W
1967	OG0001967	C2_06150C_A	YHR200W
1968	OG0001968	C4_06580W_A	YJR060W
1969	OG0001969	C7_02530C_A	YBL086C
1970	OG0001970	C5_05000C_A	YGL144C
1971	OG0001971	C3_07270C_A	YLL039C
1972	OG0001972	C1_13600W_A	YBL029W
1973	OG0001973	C2_01070W_A	YNL248C
1974	OG0001974	C1_08990C_A	YNL238W
1975	OG0001975	C3_06520C_A	YGL247W
1976	OG0001976	C7_01220W_A	YKR026C
1977	OG0001977	C1_02440C_A	YFL044C
1978	OG0001978	C1_00060W_A	YCR084C
1979	OG0001979	C5_01470C_A	YEL064C
1980	OG0001980	C6_02380W_A	YGL064C
1981	OG0001981	CR_01500W_A	YBL051C
1982	OG0001982	C5_05400W_A	YPL259C
1983	OG0001983	CR_08550W_A	YJL155C
1984	OG0001984	C5_04810W_A	YGR240C
1985	OG0001985	C5_02670W_A	YLR226W
1986	OG0001986	CR_01750C_A	YFL005W
1987	OG0001987	C4_02130W_A	YKL087C
1988	OG0001988	C1_12170C_A	YCR095C
1989	OG0001989	C2_04140W_A	YLR330W
1990	OG0001990	C7_00460W_A	YCL002C
1991	OG0001991	C5_00850C_A	YDR031W
1992	OG0001992	C4_06190C_A	YIR002C
1993	OG0001993	CR_07260C_A	YGL183C
1994	OG0001994	C1_04070C_A	YJL031C
1995	OG0001995	C6_01930W_A	YDL198C
1996	OG0001996	C5_04740C_A	YJR006W
1997	OG0001997	CR_05700C_A	YNL263C
1998	OG0001998	C2_06730W_A	YGR086C
1999	OG0001999	C7_00370W_A	YCL016C
2000	OG0002000	C3_04110C_A	YDL056W
2001	OG0002001	C3_07660W_A	YER162C
2002	OG0002002	C5_04530W_A	YJR101W
2003	OG0002003	C1_13660W_A	YGL163C
2004	OG0002004	C4_05630W_A	YIL021W
2005	OG0002005	C2_02840C_A	YML002W
2006	OG0002006	C4_01790W_A	YPR049C
2007	OG0002007	C7_02180C_A	YOR115C
2008	OG0002008	C1_12310C_A	YOL077C
2009	OG0002009	C3_02240C_A	YER020W
2010	OG0002010	C5_03530C_A	YOL008W
2011	OG0002011	C3_05160C_A	YDL031W
2012	OG0002012	C5_00320W_A	YDR115W
2013	OG0002013	C2_02720W_A	YDR395W
2014	OG0002014	C4_06110C_A	YGL026C
2015	OG0002015	C7_01230C_A	YNL011C
2016	OG0002016	C2_06950C_A	YNR020C
2017	OG0002017	C3_00420W_A	YKR079C
2018	OG0002018	C2_04360W_A	YPL150W
2019	OG0002019	C6_02630C_A	YML097C
2020	OG0002020	CR_07080W_A	YPR016C
2021	OG0002021	C3_06610W_A	YNL166C
2022	OG0002022	C3_07480W_A	YLL036C
2023	OG0002023	C1_08690W_A	YOL071W
2024	OG0002024	C2_04170C_A	YPR010C-A
2025	OG0002025	C2_10660W_A	YKL185W
2026	OG0002026	C1_06940C_A	YPR026W
2027	OG0002027	C3_02500W_A	YKR065C
2028	OG0002028	C2_02290C_A	YMR156C
2029	OG0002029	C4_07240W_A	YDR100W
2030	OG0002030	C1_13900C_A	YDR062W
2031	OG0002031	CR_06750C_A	YGR253C
2032	OG0002032	CM_00140C	Q0130
2033	OG0002033	C6_03320W_A	YHR029C
2034	OG0002034	C2_03800C_A	YKL179C
2035	OG0002035	C1_00120C_A	YDR007W
2036	OG0002036	C1_00750C_A	YNR006W
2037	OG0002037	C1_08160W_A	YLR321C
2038	OG0002038	C4_02480C_B&Allele&of&C4_02480C_A	YGR181W
2039	OG0002039	C1_02230W_A	YDL225W
2040	OG0002040	CR_10810C_A	YDR411C
2041	OG0002041	C2_01190C_A	YPL162C
2042	OG0002042	C1_11810W_A	YMR284W
2043	OG0002043	C3_06220C_A	YKL120W
2044	OG0002044	C5_05390C_A	YOL030W
2045	OG0002045	C5_01340W_A	YOR025W
2046	OG0002046	C1_09400C_A	YBR207W
2047	OG0002047	C4_02250C_A	YGR282C
2048	OG0002048	C7_02090C_A	YGR057C
2049	OG0002049	C1_02240W_A	YLR347C
2050	OG0002050	C1_01820C_A	YPR025C
2051	OG0002051	C4_01750C_A	YKL060C
2052	OG0002052	C1_08140W_A	YLR316C
2053	OG0002053	C2_07730W_A	YOR087W
2054	OG0002054	C5_00210C_A	YDL074C
2055	OG0002055	C4_01980C_A	YGR167W
2056	OG0002056	CR_01970C_A	YOR332W
2057	OG0002057	C6_02900C_A	YJL046W
2058	OG0002058	C1_13720W_A	YPL263C
2059	OG0002059	C3_05700W_A	YBL061C
2060	OG0002060	C1_12840W_A	YOL086W-A
2061	OG0002061	C6_00310W_A	YLR207W
2062	OG0002062	C4_03120C_A	YGR188C
2063	OG0002063	C4_00360C_A	YMR034C
2064	OG0002064	C2_04810W_A	YOR202W
2065	OG0002065	C3_00720W_A	YGL008C
2066	OG0002066	C2_00280C_A	YLR323C
2067	OG0002067	C2_02960C_A	YBR271W
2068	OG0002068	C1_04380W_A	YDL047W
2069	OG0002069	C1_03360W_A	YER164W
2070	OG0002070	C2_01820C_A	YGR013W
2071	OG0002071	C2_07140W_A	YNL010W
2072	OG0002072	C3_03330C_A	YLR117C
2073	OG0002073	C1_00650C_A	YLR025W
2074	OG0002074	C7_04270C_A	YOR075W
2075	OG0002075	C2_03990W_A	YLR291C
2076	OG0002076	C4_03550W_A	YGR258C
2077	OG0002077	C3_06890W_A	YAL023C
2078	OG0002078	C6_02310W_A	YGL066W
2079	OG0002079	C3_06710W_A	YBR235W
2080	OG0002080	CR_10610C_A	YDL008W
2081	OG0002081	C1_01880C_A	YFR029W
2082	OG0002082	C3_04370C_A	YJR041C
2083	OG0002083	CR_03930C_A	YHR036W
2084	OG0002084	C1_10760W_A	YCL008C
2085	OG0002085	C7_03480W_A	YBL060W
2086	OG0002086	C6_03940C_A	YBR233W
2087	OG0002087	C1_03490W_A	YJR116W
2088	OG0002088	CR_00360C_A	YGL009C
2089	OG0002089	C2_06120C_A	YJR141W
2090	OG0002090	CR_08130W_A	YLR393W
2091	OG0002091	C7_04140C_A	YPL239W
2092	OG0002092	C1_10670C_A	YOR341W
2093	OG0002093	CM_00210W	Q0045
2094	OG0002094	C1_10950C_A	YOR119C
2095	OG0002095	C4_06150C_A	YGL033W
2096	OG0002096	CR_06830C_A	YNL032W
2097	OG0002097	C6_00650C_A	YDR064W
2098	OG0002098	C3_05770C_A	YNL026W
2099	OG0002099	C1_11630C_A	YCL027W
2100	OG0002100	C2_05510C_A	YBR195C
2101	OG0002101	C1_02640C_A	YGR082W
2102	OG0002102	C4_03590C_B&Allele&of&C4_03590C_A	YHR073W
2103	OG0002103	C1_11750W_A	YNL101W
2104	OG0002104	C3_06510C_A	YKL209C
2105	OG0002105	C6_03840C_A	YNR070W
2106	OG0002106	C4_06060W_A	YLL040C
2107	OG0002107	C2_03470C_A	YHR051W
2108	OG0002108	C1_05400C_A	YOL114C
2109	OG0002109	C2_05110W_A	YNL323W
2110	OG0002110	C3_01630W_A	YDL185W
2111	OG0002111	C2_01580W_A	YLR059C
2112	OG0002112	C2_02770W_A	YKL074C
2113	OG0002113	C1_01030W_A	YBR034C
2114	OG0002114	CR_10700W_A	YOL094C
2115	OG0002115	C1_08000W_A	YDL167C
2116	OG0002116	C2_08940C_A	YPL065W
2117	OG0002117	C6_03080C_A	YJR105W
2118	OG0002118	C4_05370W_A	YLL013C
2119	OG0002119	C3_00100W_A	YKL095W
2120	OG0002120	C2_05840W_A	YIL103W
2121	OG0002121	C4_04090C_A	YAL058W
2122	OG0002122	CR_06850C_A	YNL024C-A
2123	OG0002123	C2_07330W_A	YKL203C
2124	OG0002124	C5_04580C_A	YJR102C
2125	OG0002125	CR_09900C_A	YPR175W
2126	OG0002126	C2_04380C_A	YOR241W
2127	OG0002127	C3_04250W_A	YOR008C
2128	OG0002128	C1_14470W_A	YFR005C
