	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035686_Cyberlindnera_saturnus
3015	OG0003015	YMR276W	augustus_masked-flattened_line_50-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.114&CDS=1-1104
3016	OG0003016	YMR277W	augustus_masked-flattened_line_21-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.149&CDS=1-2097
3017	OG0003017	YMR278W	augustus_masked-flattened_line_21-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.121&CDS=1-1716
3018	OG0003018	YMR280C	augustus_masked-flattened_line_21-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.119&CDS=1-2526
3019	OG0003019	YMR281W	augustus_masked-flattened_line_62-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.43&CDS=1-1431
3020	OG0003020	YMR283C	augustus_masked-flattened_line_32-processed-gene-1.205-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.205&CDS=1-1257
3021	OG0003021	YMR284W	maker-flattened_line_0-augustus-gene-5.102-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.102&CDS=1-1893
3022	OG0003022	YMR285C	augustus_masked-flattened_line_72-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.103&CDS=1-1404
3023	OG0003023	YMR286W	augustus_masked-flattened_line_0-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.65&CDS=1-255
3024	OG0003024	YMR287C	snap_masked-flattened_line_4-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.73&CDS=1-2913
3025	OG0003025	YMR288W	augustus_masked-flattened_line_136-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.2&CDS=1-3087
3026	OG0003026	YMR289W	augustus_masked-flattened_line_52-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.137&CDS=1-897
3027	OG0003027	YMR290C	augustus_masked-flattened_line_0-processed-gene-7.147-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.147&CDS=1-1743
3028	OG0003028	YMR292W	augustus_masked-flattened_line_0-processed-gene-7.146-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.146&CDS=1-417
3029	OG0003029	YMR293C	augustus_masked-flattened_line_9-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.65&CDS=1-1311
3030	OG0003030	YMR295C	augustus_masked-flattened_line_2-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.135&CDS=1-564
3031	OG0003031	YMR296C	augustus_masked-flattened_line_2-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.134&CDS=1-1668
3032	OG0003032	YMR297W	augustus_masked-flattened_line_27-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.68&CDS=1-1542
3033	OG0003033	YMR298W	augustus_masked-flattened_line_27-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.67&CDS=1-375
3034	OG0003034	YMR300C	augustus_masked-flattened_line_27-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.49&CDS=1-1563
3035	OG0003035	YMR302C	augustus_masked-flattened_line_62-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.40&CDS=1-2481
3036	OG0003036	YMR304W	augustus_masked-flattened_line_13-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.76&CDS=1-3501
3037	OG0003037	YMR306W	maker-flattened_line_13-snap-gene-3.107-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-3.107&CDS=1-5541
3038	OG0003038	YMR307W	maker-flattened_line_106-snap-gene-0.57-mRNA-1_1&gene=maker-flattened_line_106-snap-gene-0.57&CDS=1-3186
3039	OG0003039	YMR308C	augustus_masked-flattened_line_106-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.26&CDS=1-3267
3040	OG0003040	YMR309C	augustus_masked-flattened_line_9-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.83&CDS=1-2538
3041	OG0003041	YMR310C	maker-flattened_line_13-augustus-gene-2.1-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-2.1&CDS=1-1281
3042	OG0003042	YMR311C	augustus_masked-flattened_line_50-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.99&CDS=1-606
3043	OG0003043	YMR312W	augustus_masked-flattened_line_106-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.20&CDS=1-768
3044	OG0003044	YMR313C	augustus_masked-flattened_line_106-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.30&CDS=1-1641
3045	OG0003045	YMR314W	maker-flattened_line_2-snap-gene-2.57-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-2.57&CDS=1-819
3046	OG0003046	YMR315W	augustus_masked-flattened_line_40-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.83&CDS=1-1050
3047	OG0003047	YNL002C	augustus_masked-flattened_line_6-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.43&CDS=1-858
3048	OG0003048	YNL003C	maker-flattened_line_6-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.3&CDS=1-822
3049	OG0003049	YNL005C	augustus_masked-flattened_line_15-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.88&CDS=1-1074
3050	OG0003050	YNL006W	augustus_masked-flattened_line_40-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.8&CDS=1-909
3051	OG0003051	YNL007C	augustus_masked-flattened_line_40-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.61&CDS=1-1020
3052	OG0003052	YNL010W	augustus_masked-flattened_line_23-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.130&CDS=1-741
3053	OG0003053	YNL011C	augustus_masked-flattened_line_0-processed-gene-11.284-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.284&CDS=1-1275
3054	OG0003054	YNL014W	augustus_masked-flattened_line_25-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.84&CDS=1-3144
3055	OG0003055	YNL015W	maker-flattened_line_9-augustus-gene-0.115-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-0.115&CDS=1-219
3056	OG0003056	YNL016W	augustus_masked-flattened_line_76-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.14&CDS=1-1290
3057	OG0003057	YNL020C	augustus_masked-flattened_line_11-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.13&CDS=1-2373
3058	OG0003058	YNL021W	augustus_masked-flattened_line_11-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.16&CDS=1-2160
3059	OG0003059	YNL022C	augustus_masked-flattened_line_11-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.14&CDS=1-1428
3060	OG0003060	YNL023C	augustus_masked-flattened_line_0-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.115&CDS=1-1911
3061	OG0003061	YNL024C	augustus_masked-flattened_line_0-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.134&CDS=1-702
3062	OG0003062	YNL024C-A	maker-flattened_line_0-snap-gene-6.49-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-6.49&CDS=1-210
3063	OG0003063	YNL025C	augustus_masked-flattened_line_76-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.45&CDS=1-771
3064	OG0003064	YNL026W	maker-flattened_line_76-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_76-augustus-gene-0.1&CDS=1-1422
3065	OG0003065	YNL027W	augustus_masked-flattened_line_76-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.38&CDS=1-1620
3066	OG0003066	YNL032W	augustus_masked-flattened_line_76-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.42&CDS=1-684
3067	OG0003067	YNL035C	augustus_masked-flattened_line_11-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.12&CDS=1-1305
3068	OG0003068	YNL036W	augustus_masked-flattened_line_0-processed-gene-9.37-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.37&CDS=1-717
3069	OG0003069	YNL037C	maker-flattened_line_11-snap-gene-3.276-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-3.276&CDS=1-3408
3070	OG0003070	YNL038W	maker-flattened_line_21-augustus-gene-2.77-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-2.77&CDS=1-495
3071	OG0003071	YNL039W	maker-flattened_line_21-snap-gene-2.230-mRNA-1_1&gene=maker-flattened_line_21-snap-gene-2.230&CDS=1-1767
3072	OG0003072	YNL041C	augustus_masked-flattened_line_0-processed-gene-9.14-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.14&CDS=1-2397
3073	OG0003073	YNL042W	augustus_masked-flattened_line_0-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.33&CDS=1-1023
3074	OG0003074	YNL044W	maker-flattened_line_0-augustus-gene-9.50-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-9.50&CDS=1-531
3075	OG0003075	YNL045W	augustus_masked-flattened_line_0-processed-gene-9.16-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.16&CDS=1-1881
3076	OG0003076	YNL048W	augustus_masked-flattened_line_11-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.22&CDS=1-1410
3077	OG0003077	YNL050C	augustus_masked-flattened_line_0-processed-gene-9.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.35&CDS=1-705
3078	OG0003078	YNL051W	augustus_masked-flattened_line_6-processed-gene-4.185-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.185&CDS=1-1164
3079	OG0003079	YNL052W	augustus_masked-flattened_line_11-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.108&CDS=1-453
3080	OG0003080	YNL054W	augustus_masked-flattened_line_17-processed-gene-2.232-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.232&CDS=1-2277
3081	OG0003081	YNL055C	augustus_masked-flattened_line_36-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.48&CDS=1-873
3082	OG0003082	YNL056W	augustus_masked-flattened_line_36-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.63&CDS=1-510
3083	OG0003083	YNL059C	augustus_masked-flattened_line_102-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.37&CDS=1-2220
3084	OG0003084	YNL061W	augustus_masked-flattened_line_102-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.47&CDS=1-1839
3085	OG0003085	YNL062C	augustus_masked-flattened_line_102-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.38&CDS=1-1356
3086	OG0003086	YNL063W	augustus_masked-flattened_line_102-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.48&CDS=1-651
3087	OG0003087	YNL064C	augustus_masked-flattened_line_2-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.76&CDS=1-2067
3088	OG0003088	YNL066W	augustus_masked-flattened_line_2-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.24&CDS=1-1215
3089	OG0003089	YNL070W	genemark-flattened_line_34-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.65&CDS=1-168
3090	OG0003090	YNL071W	maker-flattened_line_34-augustus-gene-1.161-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-1.161&CDS=1-1347
3091	OG0003091	YNL072W	augustus_masked-flattened_line_34-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.109&CDS=1-996
3092	OG0003092	YNL073W	augustus_masked-flattened_line_34-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.148&CDS=1-1581
3093	OG0003093	YNL075W	augustus_masked-flattened_line_23-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.101&CDS=1-855
3094	OG0003094	YNL081C	augustus_masked-flattened_line_21-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.69&CDS=1-438
3095	OG0003095	YNL082W	augustus_masked-flattened_line_21-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.46&CDS=1-2520
3096	OG0003096	YNL083W	augustus_masked-flattened_line_21-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.45&CDS=1-1479
3097	OG0003097	YNL084C	augustus_masked-flattened_line_36-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.50&CDS=1-1164
3098	OG0003098	YNL085W	snap_masked-flattened_line_2-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.81&CDS=1-2163
3099	OG0003099	YNL088W	augustus_masked-flattened_line_32-processed-gene-1.229-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.229&CDS=1-4356
3100	OG0003100	YNL090W	augustus_masked-flattened_line_36-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.63&CDS=1-570
3101	OG0003101	YNL091W	augustus_masked-flattened_line_36-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.62&CDS=1-3102
3102	OG0003102	YNL094W	augustus_masked-flattened_line_34-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.150&CDS=1-1884
3103	OG0003103	YNL097C	augustus_masked-flattened_line_62-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.5&CDS=1-1116
3104	OG0003104	YNL099C	augustus_masked-flattened_line_62-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.8&CDS=1-552
3105	OG0003105	YNL101W	augustus_masked-flattened_line_78-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.103&CDS=1-1908
3106	OG0003106	YNL102W	augustus_masked-flattened_line_0-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.13&CDS=1-4287
3107	OG0003107	YNL104C	augustus_masked-flattened_line_34-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.119&CDS=1-1824
3108	OG0003108	YNL107W	augustus_masked-flattened_line_0-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.103&CDS=1-648
3109	OG0003109	YNL108C	augustus_masked-flattened_line_0-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.99&CDS=1-1101
3110	OG0003110	YNL110C	augustus_masked-flattened_line_0-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.97&CDS=1-795
3111	OG0003111	YNL111C	maker-flattened_line_0-augustus-gene-5.104-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.104&CDS=1-360
3112	OG0003112	YNL112W	maker-flattened_line_34-augustus-gene-1.165-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-1.165&CDS=1-1653
3113	OG0003113	YNL113W	maker-flattened_line_0-augustus-gene-6.54-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-6.54&CDS=1-381
3114	OG0003114	YNL115C	augustus_masked-flattened_line_36-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.64&CDS=1-1656
3115	OG0003115	YNL117W	augustus_masked-flattened_line_78-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.84&CDS=1-1659
3116	OG0003116	YNL118C	maker-flattened_line_32-augustus-gene-1.292-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-1.292&CDS=1-2880
3117	OG0003117	YNL119W	augustus_masked-flattened_line_70-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.11&CDS=1-1281
3118	OG0003118	YNL122C	snap_masked-flattened_line_70-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.130&CDS=1-273
3119	OG0003119	YNL123W	augustus_masked-flattened_line_70-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.38&CDS=1-3936
3120	OG0003120	YNL124W	augustus_masked-flattened_line_70-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.39&CDS=1-1509
3121	OG0003121	YNL125C	augustus_masked-flattened_line_70-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.20&CDS=1-1830
3122	OG0003122	YNL126W	augustus_masked-flattened_line_70-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.19&CDS=1-2448
3123	OG0003123	YNL127W	augustus_masked-flattened_line_70-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.18&CDS=1-2439
3124	OG0003124	YNL128W	augustus_masked-flattened_line_70-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.17&CDS=1-1002
3125	OG0003125	YNL129W	maker-flattened_line_70-augustus-gene-0.108-mRNA-1_1&gene=maker-flattened_line_70-augustus-gene-0.108&CDS=1-720
3126	OG0003126	YNL130C	maker-flattened_line_70-augustus-gene-0.107-mRNA-1_1&gene=maker-flattened_line_70-augustus-gene-0.107&CDS=1-1161
3127	OG0003127	YNL131W	augustus_masked-flattened_line_70-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.42&CDS=1-423
3128	OG0003128	YNL132W	augustus_masked-flattened_line_70-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.14&CDS=1-3126
3129	OG0003129	YNL135C	augustus_masked-flattened_line_102-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.35&CDS=1-390
3130	OG0003130	YNL137C	augustus_masked-flattened_line_102-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.36&CDS=1-1428
3131	OG0003131	YNL138W	augustus_masked-flattened_line_102-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.46&CDS=1-1542
3132	OG0003132	YNL138W-A	maker-flattened_line_36-snap-gene-0.95-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-0.95&CDS=1-240
3133	OG0003133	YNL139C	augustus_masked-flattened_line_36-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.84&CDS=1-4980
3134	OG0003134	YNL142W	augustus_masked-flattened_line_50-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.118&CDS=1-1464
3135	OG0003135	YNL144C	augustus_masked-flattened_line_6-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.51&CDS=1-1281
3136	OG0003136	YNL147W	genemark-flattened_line_36-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.152&CDS=1-327
3137	OG0003137	YNL148C	augustus_masked-flattened_line_36-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.58&CDS=1-684
3138	OG0003138	YNL149C	augustus_masked-flattened_line_36-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.59&CDS=1-336
3139	OG0003139	YNL151C	augustus_masked-flattened_line_36-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.60&CDS=1-675
3140	OG0003140	YNL152W	augustus_masked-flattened_line_36-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.82&CDS=1-1365
3141	OG0003141	YNL153C	maker-flattened_line_11-augustus-gene-3.3-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-3.3&CDS=1-387
3142	OG0003142	YNL155W	snap_masked-flattened_line_34-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.41&CDS=1-702
3143	OG0003143	YNL161W	maker-flattened_line_6-snap-gene-2.96-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-2.96&CDS=1-2298
3144	OG0003144	YNL163C	augustus_masked-flattened_line_6-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.52&CDS=1-3090
3145	OG0003145	YNL166C	augustus_masked-flattened_line_6-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.28&CDS=1-642
3146	OG0003146	YNL168C	augustus_masked-flattened_line_72-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.125&CDS=1-702
3147	OG0003147	YNL169C	augustus_masked-flattened_line_72-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.98&CDS=1-1614
3148	OG0003148	YNL172W	augustus_masked-flattened_line_72-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.97&CDS=1-4488
3149	OG0003149	YNL175C	augustus_masked-flattened_line_112-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.30&CDS=1-1113
3150	OG0003150	YNL177C	augustus_masked-flattened_line_112-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.17&CDS=1-867
3151	OG0003151	YNL178W	augustus_masked-flattened_line_6-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.72&CDS=1-732
3152	OG0003152	YNL181W	augustus_masked-flattened_line_6-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.90&CDS=1-1347
3153	OG0003153	YNL182C	augustus_masked-flattened_line_6-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.70&CDS=1-1455
3154	OG0003154	YNL183C	augustus_masked-flattened_line_6-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.89&CDS=1-2223
3155	OG0003155	YNL189W	augustus_masked-flattened_line_38-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.103&CDS=1-1605
3156	OG0003156	YNL191W	maker-flattened_line_38-augustus-gene-0.8-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.8&CDS=1-1029
3157	OG0003157	YNL192W	augustus_masked-flattened_line_23-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.125&CDS=1-3081
3158	OG0003158	YNL193W	augustus_masked-flattened_line_6-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.91&CDS=1-1455
3159	OG0003159	YNL197C	augustus_masked-flattened_line_0-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.12&CDS=1-1527
3160	OG0003160	YNL200C	snap_masked-flattened_line_62-processed-gene-0.168-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.168&CDS=1-678
3161	OG0003161	YNL201C	snap_masked-flattened_line_62-processed-gene-0.167-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.167&CDS=1-2325
3162	OG0003162	YNL202W	augustus_masked-flattened_line_62-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.48&CDS=1-867
3163	OG0003163	YNL206C	maker-flattened_line_0-augustus-gene-1.3-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.3&CDS=1-1107
3164	OG0003164	YNL207W	augustus_masked-flattened_line_0-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.21&CDS=1-1263
3165	OG0003165	YNL208W	augustus_masked-flattened_line_0-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.37&CDS=1-540
3166	OG0003166	YNL210W	maker-flattened_line_0-augustus-gene-1.0-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.0&CDS=1-720
3167	OG0003167	YNL211C	augustus_masked-flattened_line_0-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.16&CDS=1-252
3168	OG0003168	YNL212W	augustus_masked-flattened_line_0-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.35&CDS=1-2325
3169	OG0003169	YNL213C	augustus_masked-flattened_line_0-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.17&CDS=1-738
3170	OG0003170	YNL216W	maker-flattened_line_52-augustus-gene-0.193-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.193&CDS=1-1716
3171	OG0003171	YNL217W	augustus_masked-flattened_line_19-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.58&CDS=1-834
3172	OG0003172	YNL218W	augustus_masked-flattened_line_19-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.53&CDS=1-1581
3173	OG0003173	YNL219C	maker-flattened_line_19-snap-gene-0.149-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-0.149&CDS=1-1860
3174	OG0003174	YNL220W	augustus_masked-flattened_line_19-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.51&CDS=1-1287
3175	OG0003175	YNL221C	augustus_masked-flattened_line_19-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.69&CDS=1-2400
3176	OG0003176	YNL222W	maker-flattened_line_19-augustus-gene-0.133-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-0.133&CDS=1-2331
3177	OG0003177	YNL224C	augustus_masked-flattened_line_19-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.67&CDS=1-2265
3178	OG0003178	YNL225C	augustus_masked-flattened_line_19-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.46&CDS=1-1227
3179	OG0003179	YNL227C	augustus_masked-flattened_line_19-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.47&CDS=1-1776
