	OrthologID	Candida_parapsilosis	Saccharomyces_cerevisiae
2778	OG0002778	snap_masked-Contig006139-processed-gene-3.7-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-3.7&CDS=1-819	YLR243W
2779	OG0002779	snap_masked-Contig006139-processed-gene-3.8-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-3.8&CDS=1-1362	YOR375C
2780	OG0002780	snap_masked-Contig006139-processed-gene-3.9-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-3.9&CDS=1-2133	YGL026C
2781	OG0002781	snap_masked-Contig006139-processed-gene-3.23-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-3.23&CDS=1-2604	YGL027C
2782	OG0002782	genemark-Contig006139-processed-gene-3.51-mRNA-1_1&gene=genemark-Contig006139-processed-gene-3.51&CDS=1-1056	YBL013W
2783	OG0002783	snap_masked-Contig006139-processed-gene-3.24-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-3.24&CDS=1-9183	YLL040C
2784	OG0002784	augustus_masked-Contig006139-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-3.97&CDS=1-447	YBR109C
2785	OG0002785	augustus_masked-Contig006139-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-3.83&CDS=1-4635	YOR346W
2786	OG0002786	snap_masked-Contig006139-processed-gene-3.28-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-3.28&CDS=1-1365	YBR110W
2787	OG0002787	augustus_masked-Contig006139-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-3.99&CDS=1-2790	YGL221C
2788	OG0002788	snap_masked-Contig006139-processed-gene-3.15-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-3.15&CDS=1-4644	YMR231W
2789	OG0002789	snap_masked-Contig006139-processed-gene-3.17-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-3.17&CDS=1-1020	YNL289W
2790	OG0002790	snap_masked-Contig006139-processed-gene-3.18-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-3.18&CDS=1-3468	YNL273W
2791	OG0002791	snap_masked-Contig006139-processed-gene-3.33-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-3.33&CDS=1-1599	YEL064C
2792	OG0002792	snap_masked-Contig006139-processed-gene-3.34-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-3.34&CDS=1-1740	YLR253W
2793	OG0002793	snap_masked-Contig006139-processed-gene-4.41-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-4.41&CDS=1-318	YLR147C
2794	OG0002794	genemark-Contig006139-processed-gene-4.96-mRNA-1_1&gene=genemark-Contig006139-processed-gene-4.96&CDS=1-1557	YPL091W
2795	OG0002795	snap_masked-Contig006139-processed-gene-4.67-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-4.67&CDS=1-3150	YNL014W
2796	OG0002796	snap_masked-Contig006139-processed-gene-4.45-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-4.45&CDS=1-1611	YPL003W
2797	OG0002797	snap_masked-Contig006139-processed-gene-4.68-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-4.68&CDS=1-1857	YFL002C
2798	OG0002798	augustus_masked-Contig006139-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-4.6&CDS=1-1350	YFL001W
2799	OG0002799	snap_masked-Contig006139-processed-gene-4.69-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-4.69&CDS=1-717	YPL002C
2800	OG0002800	snap_masked-Contig006139-processed-gene-4.47-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-4.47&CDS=1-1992	YDL057W
2801	OG0002801	snap_masked-Contig006139-processed-gene-4.70-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-4.70&CDS=1-492	YHR191C
2802	OG0002802	snap_masked-Contig006139-processed-gene-4.51-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-4.51&CDS=1-1287	YCR047C
2803	OG0002803	maker-Contig006139-augustus-gene-4.89-mRNA-1_1&gene=maker-Contig006139-augustus-gene-4.89&CDS=1-1878	YDR268W
2804	OG0002804	snap_masked-Contig006139-processed-gene-4.53-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-4.53&CDS=1-1716	YOL069W
2805	OG0002805	snap_masked-Contig006139-processed-gene-4.54-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-4.54&CDS=1-1260	YML102W
2806	OG0002806	snap_masked-Contig006139-processed-gene-4.78-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-4.78&CDS=1-333	YMR264W
2807	OG0002807	snap_masked-Contig006139-processed-gene-4.79-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-4.79&CDS=1-522	YMR263W
2808	OG0002808	snap_masked-Contig006139-processed-gene-4.55-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-4.55&CDS=1-1299	YPR173C
2809	OG0002809	maker-Contig006139-snap-gene-4.152-mRNA-1_1&gene=maker-Contig006139-snap-gene-4.152&CDS=1-396	YPR182W
2810	OG0002810	snap_masked-Contig006139-processed-gene-4.56-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-4.56&CDS=1-1275	YLR459W
2811	OG0002811	snap_masked-Contig006139-processed-gene-4.57-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-4.57&CDS=1-1116	YPR191W
2812	OG0002812	augustus_masked-Contig006139-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-4.37&CDS=1-1398	YHR128W
2813	OG0002813	snap_masked-Contig006139-processed-gene-5.52-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.52&CDS=1-1389	YGL028C
2814	OG0002814	snap_masked-Contig006139-processed-gene-5.53-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.53&CDS=1-1362	YBR029C
2815	OG0002815	snap_masked-Contig006139-processed-gene-5.49-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.49&CDS=1-327	YNL244C
2816	OG0002816	snap_masked-Contig006139-processed-gene-5.50-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.50&CDS=1-810	YNL245C
2817	OG0002817	maker-Contig006139-augustus-gene-5.6-mRNA-1_1&gene=maker-Contig006139-augustus-gene-5.6&CDS=1-7239	YBR136W
2818	OG0002818	genemark-Contig006139-processed-gene-5.15-mRNA-1_1&gene=genemark-Contig006139-processed-gene-5.15&CDS=1-2565	YNL290W
2819	OG0002819	snap_masked-Contig006139-processed-gene-5.57-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.57&CDS=1-2706	YPR091C
2820	OG0002820	snap_masked-Contig006139-processed-gene-5.58-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.58&CDS=1-870	YAR008W
2821	OG0002821	augustus_masked-Contig006139-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-5.97&CDS=1-1698	YKL090W
2822	OG0002822	snap_masked-Contig006139-processed-gene-5.60-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.60&CDS=1-3582	YHL007C
2823	OG0002823	maker-Contig006139-snap-gene-5.3-mRNA-1_1&gene=maker-Contig006139-snap-gene-5.3&CDS=1-2217	YIL078W
2824	OG0002824	snap_masked-Contig006139-processed-gene-5.75-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.75&CDS=1-1428	YJR076C
2825	OG0002825	snap_masked-Contig006139-processed-gene-5.76-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.76&CDS=1-1719	YDR117C
2826	OG0002826	snap_masked-Contig006139-processed-gene-5.66-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.66&CDS=1-2088	YDR116C
2827	OG0002827	snap_masked-Contig006139-processed-gene-5.77-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.77&CDS=1-1707	YLR088W
2828	OG0002828	maker-Contig006139-snap-gene-5.4-mRNA-1_1&gene=maker-Contig006139-snap-gene-5.4&CDS=1-2460	YGL144C
2829	OG0002829	snap_masked-Contig006139-processed-gene-5.79-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.79&CDS=1-588	YJL011C
2830	OG0002830	snap_masked-Contig006139-processed-gene-5.68-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.68&CDS=1-693	YLR118C
2831	OG0002831	augustus_masked-Contig006139-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-5.121&CDS=1-1278	YGR262C
2832	OG0002832	snap_masked-Contig006139-processed-gene-5.83-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.83&CDS=1-954	YGR062C
2833	OG0002833	snap_masked-Contig006139-processed-gene-5.70-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.70&CDS=1-342	YGR063C
2834	OG0002834	snap_masked-Contig006139-processed-gene-5.84-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.84&CDS=1-3918	YGR270W
2835	OG0002835	snap_masked-Contig006139-processed-gene-5.73-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-5.73&CDS=1-2163	YMR154C
2836	OG0002836	augustus_masked-Contig006139-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-6.36&CDS=1-1044	YOR085W
2837	OG0002837	snap_masked-Contig006139-processed-gene-6.3-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-6.3&CDS=1-3330	YGR170W
2838	OG0002838	genemark-Contig006139-processed-gene-6.71-mRNA-1_1&gene=genemark-Contig006139-processed-gene-6.71&CDS=1-1476	YGL142C
2839	OG0002839	snap_masked-Contig006139-processed-gene-6.5-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-6.5&CDS=1-519	YKL190W
2840	OG0002840	snap_masked-Contig006139-processed-gene-6.25-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-6.25&CDS=1-1599	YDR292C
2841	OG0002841	maker-Contig006139-augustus-gene-6.103-mRNA-1_1&gene=maker-Contig006139-augustus-gene-6.103&CDS=1-2523	YGR171C
2842	OG0002842	snap_masked-Contig006139-processed-gene-6.8-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-6.8&CDS=1-1857	YDL106C
2843	OG0002843	snap_masked-Contig006139-processed-gene-6.9-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-6.9&CDS=1-1128	YDL107W
2844	OG0002844	snap_masked-Contig006139-processed-gene-6.26-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-6.26&CDS=1-1407	YDL101C
2845	OG0002845	snap_masked-Contig006139-processed-gene-6.12-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-6.12&CDS=1-1584	YJL014W
2846	OG0002846	snap_masked-Contig006139-processed-gene-6.28-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-6.28&CDS=1-720	YDR196C
2847	OG0002847	snap_masked-Contig006139-processed-gene-6.13-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-6.13&CDS=1-1059	YHR063C
2848	OG0002848	augustus_masked-Contig006139-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-6.60&CDS=1-1158	YDR198C
2849	OG0002849	snap_masked-Contig006139-processed-gene-6.30-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-6.30&CDS=1-957	YJL053W
2850	OG0002850	snap_masked-Contig006139-processed-gene-6.31-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-6.31&CDS=1-531	YER134C
2851	OG0002851	snap_masked-Contig006139-processed-gene-6.22-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-6.22&CDS=1-1101	YJR032W
2852	OG0002852	snap_masked-Contig006139-processed-gene-6.24-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-6.24&CDS=1-2694	YGL008C
2853	OG0002853	snap_masked-Contig006139-processed-gene-7.1-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-7.1&CDS=1-1395	YGL012W
2854	OG0002854	snap_masked-Contig006139-processed-gene-7.5-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-7.5&CDS=1-741	YGL011C
2855	OG0002855	snap_masked-Contig006139-processed-gene-7.2-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-7.2&CDS=1-1023	YGL194C
2856	OG0002856	snap_masked-Contig006139-processed-gene-7.6-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-7.6&CDS=1-3252	YMR036C
2857	OG0002857	augustus_masked-Contig006139-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-7.51&CDS=1-2709	YKR009C
2858	OG0002858	snap_masked-Contig006139-processed-gene-7.21-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-7.21&CDS=1-2259	YKR089C
2859	OG0002859	snap_masked-Contig006139-processed-gene-7.7-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-7.7&CDS=1-2814	YKR079C
2860	OG0002860	snap_masked-Contig006139-processed-gene-7.22-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-7.22&CDS=1-1935	YOR245C
2861	OG0002861	genemark-Contig006139-processed-gene-7.74-mRNA-1_1&gene=genemark-Contig006139-processed-gene-7.74&CDS=1-1851	YGR123C
2862	OG0002862	augustus_masked-Contig006139-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-7.54&CDS=1-2505	YER017C
2863	OG0002863	augustus_masked-Contig006139-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-7.58&CDS=1-7566	YDL145C
2864	OG0002864	augustus_masked-Contig006139-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-7.59&CDS=1-5067	YDL132W
2865	OG0002865	snap_masked-Contig006139-processed-gene-7.14-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-7.14&CDS=1-879	YDL183C
2866	OG0002866	maker-Contig006139-snap-gene-8.189-mRNA-1_1&gene=maker-Contig006139-snap-gene-8.189&CDS=1-5403	YLL011W
2867	OG0002867	snap_masked-Contig006139-processed-gene-7.32-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-7.32&CDS=1-1410	YOR250C
2868	OG0002868	snap_masked-Contig006139-processed-gene-8.5-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.5&CDS=1-774	YNL265C
2869	OG0002869	snap_masked-Contig006139-processed-gene-8.6-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.6&CDS=1-1491	YOR269W
2870	OG0002870	snap_masked-Contig006139-processed-gene-8.10-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.10&CDS=1-618	YLR306W
2871	OG0002871	snap_masked-Contig006139-processed-gene-8.11-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.11&CDS=1-963	YKR004C
2872	OG0002872	snap_masked-Contig006139-processed-gene-8.7-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.7&CDS=1-1005	YPL151C
2873	OG0002873	snap_masked-Contig006139-processed-gene-8.12-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.12&CDS=1-1542	YOR244W
2874	OG0002874	snap_masked-Contig006139-processed-gene-8.8-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.8&CDS=1-909	YIL010W
2875	OG0002875	snap_masked-Contig006139-processed-gene-8.13-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.13&CDS=1-1449	YIL039W
2876	OG0002876	snap_masked-Contig006139-processed-gene-8.14-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.14&CDS=1-636	YDR298C
2877	OG0002877	snap_masked-Contig006139-processed-gene-8.9-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.9&CDS=1-1161	YEL050C
2878	OG0002878	snap_masked-Contig006139-processed-gene-8.59-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.59&CDS=1-2664	YLL001W
2879	OG0002879	snap_masked-Contig006139-processed-gene-8.17-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.17&CDS=1-1449	YJL002C
2880	OG0002880	snap_masked-Contig006139-processed-gene-8.20-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.20&CDS=1-1761	YKR039W
2881	OG0002881	snap_masked-Contig006139-processed-gene-8.21-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.21&CDS=1-1815	YKR093W
2882	OG0002882	augustus_masked-Contig006139-processed-gene-8.244-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-8.244&CDS=1-987	YLR017W
2883	OG0002883	maker-Contig006139-snap-gene-8.191-mRNA-1_1&gene=maker-Contig006139-snap-gene-8.191&CDS=1-2397	YDL185W
2884	OG0002884	snap_masked-Contig006139-processed-gene-8.66-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.66&CDS=1-1332	YBR162C
2885	OG0002885	snap_masked-Contig006139-processed-gene-8.67-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.67&CDS=1-1140	YML038C
2886	OG0002886	snap_masked-Contig006139-processed-gene-8.26-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.26&CDS=1-2247	YGL120C
2887	OG0002887	augustus_masked-Contig006139-processed-gene-8.217-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-8.217&CDS=1-525	YOR094W
2888	OG0002888	snap_masked-Contig006139-processed-gene-8.69-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.69&CDS=1-720	YOR095C
2889	OG0002889	snap_masked-Contig006139-processed-gene-8.70-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.70&CDS=1-1758	YHR114W
2890	OG0002890	snap_masked-Contig006139-processed-gene-8.31-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.31&CDS=1-1878	YNL094W
2891	OG0002891	snap_masked-Contig006139-processed-gene-8.71-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.71&CDS=1-1059	YOR091W
2892	OG0002892	snap_masked-Contig006139-processed-gene-8.72-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.72&CDS=1-7557	YIL129C
2893	OG0002893	augustus_masked-Contig006139-processed-gene-8.220-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-8.220&CDS=1-3252	YIL128W
2894	OG0002894	snap_masked-Contig006139-processed-gene-8.73-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.73&CDS=1-675	YIL127C
2895	OG0002895	augustus_masked-Contig006139-processed-gene-8.258-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-8.258&CDS=1-375	YJR034W
2896	OG0002896	snap_masked-Contig006139-processed-gene-8.35-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.35&CDS=1-4281	YJR033C
2897	OG0002897	snap_masked-Contig006139-processed-gene-8.37-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.37&CDS=1-3756	YGL006W
2898	OG0002898	snap_masked-Contig006139-processed-gene-8.40-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.40&CDS=1-3513	YML049C
2899	OG0002899	snap_masked-Contig006139-processed-gene-8.75-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.75&CDS=1-1308	YAR003W
2900	OG0002900	augustus_masked-Contig006139-processed-gene-8.229-mRNA-1_1&gene=augustus_masked-Contig006139-processed-gene-8.229&CDS=1-4245	YAL002W
2901	OG0002901	maker-Contig006139-augustus-gene-8.98-mRNA-1_1&gene=maker-Contig006139-augustus-gene-8.98&CDS=1-891	YOL102C
2902	OG0002902	snap_masked-Contig006139-processed-gene-8.79-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.79&CDS=1-2070	YGR128C
2903	OG0002903	snap_masked-Contig006139-processed-gene-8.44-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.44&CDS=1-438	YER116C
2904	OG0002904	snap_masked-Contig006139-processed-gene-8.83-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.83&CDS=1-1323	YDL007W
2905	OG0002905	snap_masked-Contig006139-processed-gene-8.45-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.45&CDS=1-3603	YIL031W
2906	OG0002906	maker-Contig006139-augustus-gene-8.93-mRNA-1_1&gene=maker-Contig006139-augustus-gene-8.93&CDS=1-4023	YBL098W
2907	OG0002907	snap_masked-Contig006139-processed-gene-8.50-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.50&CDS=1-1149	YBR026C
2908	OG0002908	snap_masked-Contig006139-processed-gene-8.51-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.51&CDS=1-1842	YIR027C
2909	OG0002909	snap_masked-Contig006139-processed-gene-8.52-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.52&CDS=1-345	YER072W
2910	OG0002910	maker-Contig006139-augustus-gene-8.94-mRNA-1_1&gene=maker-Contig006139-augustus-gene-8.94&CDS=1-3663	YGR178C
2911	OG0002911	snap_masked-Contig006139-processed-gene-8.55-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.55&CDS=1-2457	YIL068C
2912	OG0002912	snap_masked-Contig006139-processed-gene-8.85-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.85&CDS=1-867	YKL095W
2913	OG0002913	snap_masked-Contig006139-processed-gene-8.87-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.87&CDS=1-1812	YLL008W
2914	OG0002914	snap_masked-Contig006139-processed-gene-8.56-mRNA-1_1&gene=snap_masked-Contig006139-processed-gene-8.56&CDS=1-516	YJL004C
2915	OG0002915	snap_masked-Contig006372-processed-gene-0.0-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-0.0&CDS=1-1563	YER168C
2916	OG0002916	snap_masked-Contig006372-processed-gene-0.1-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-0.1&CDS=1-4671	YDR127W
2917	OG0002917	genemark-Contig006372-processed-gene-0.50-mRNA-1_1&gene=genemark-Contig006372-processed-gene-0.50&CDS=1-14481	YLR106C
2918	OG0002918	snap_masked-Contig006372-processed-gene-0.11-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-0.11&CDS=1-2898	YOR048C
2919	OG0002919	maker-Contig006372-augustus-gene-0.34-mRNA-1_1&gene=maker-Contig006372-augustus-gene-0.34&CDS=1-2727	YER169W
2920	OG0002920	snap_masked-Contig006372-processed-gene-0.15-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-0.15&CDS=1-1476	YPR018W
2921	OG0002921	snap_masked-Contig006372-processed-gene-0.16-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-0.16&CDS=1-2529	YBR294W
2922	OG0002922	snap_masked-Contig006372-processed-gene-0.17-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-0.17&CDS=1-2253	YDR109C
2923	OG0002923	snap_masked-Contig006372-processed-gene-0.18-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-0.18&CDS=1-672	YER159C
2924	OG0002924	augustus_masked-Contig006372-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-0.93&CDS=1-1170	YLR105C
2925	OG0002925	snap_masked-Contig006372-processed-gene-0.25-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-0.25&CDS=1-1050	YKL051W
2926	OG0002926	snap_masked-Contig006372-processed-gene-0.26-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-0.26&CDS=1-966	YBR053C
2927	OG0002927	snap_masked-Contig006372-processed-gene-0.27-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-0.27&CDS=1-1023	YLR215C
2928	OG0002928	snap_masked-Contig006372-processed-gene-0.8-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-0.8&CDS=1-1599	YDL143W
2929	OG0002929	snap_masked-Contig006372-processed-gene-0.28-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-0.28&CDS=1-1626	YDL153C
2930	OG0002930	snap_masked-Contig006372-processed-gene-0.9-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-0.9&CDS=1-1218	YDL150W
2931	OG0002931	genemark-Contig006372-processed-gene-0.49-mRNA-1_1&gene=genemark-Contig006372-processed-gene-0.49&CDS=1-2301	YDL154W
2932	OG0002932	maker-Contig006372-augustus-gene-0.35-mRNA-1_1&gene=maker-Contig006372-augustus-gene-0.35&CDS=1-2892	YJL033W
2933	OG0002933	snap_masked-Contig006372-processed-gene-1.59-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.59&CDS=1-2376	YGR200C
2934	OG0002934	snap_masked-Contig006372-processed-gene-1.88-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.88&CDS=1-996	YKL085W
2935	OG0002935	maker-Contig006372-augustus-gene-1.50-mRNA-1_1&gene=maker-Contig006372-augustus-gene-1.50&CDS=1-2058	YBR123C
2936	OG0002936	snap_masked-Contig006372-processed-gene-1.89-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.89&CDS=1-855	YPL107W
2937	OG0002937	maker-Contig006372-augustus-gene-1.51-mRNA-1_1&gene=maker-Contig006372-augustus-gene-1.51&CDS=1-2748	YBR296C
2938	OG0002938	augustus_masked-Contig006372-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-1.136&CDS=1-1440	YHR004C
2939	OG0002939	snap_masked-Contig006372-processed-gene-1.72-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.72&CDS=1-273	YHR005C-A
2940	OG0002940	genemark-Contig006372-processed-gene-1.35-mRNA-1_1&gene=genemark-Contig006372-processed-gene-1.35&CDS=1-822	YKL087C
2941	OG0002941	snap_masked-Contig006372-processed-gene-1.94-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.94&CDS=1-957	YGR284C
2942	OG0002942	augustus_masked-Contig006372-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-1.140&CDS=1-1860	YGR195W
2943	OG0002943	snap_masked-Contig006372-processed-gene-1.75-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.75&CDS=1-516	YJR012C
2944	OG0002944	snap_masked-Contig006372-processed-gene-1.76-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.76&CDS=1-1815	YGR186W
2945	OG0002945	augustus_masked-Contig006372-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-1.142&CDS=1-1086	YGR187C
2946	OG0002946	snap_masked-Contig006372-processed-gene-1.98-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.98&CDS=1-1263	YMR220W
2947	OG0002947	snap_masked-Contig006372-processed-gene-1.77-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.77&CDS=1-1320	YBR166C
2948	OG0002948	snap_masked-Contig006372-processed-gene-1.99-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.99&CDS=1-555	YBR164C
2949	OG0002949	snap_masked-Contig006372-processed-gene-1.78-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.78&CDS=1-645	YMR311C
2950	OG0002950	snap_masked-Contig006372-processed-gene-1.100-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.100&CDS=1-1284	YGR285C
2951	OG0002951	snap_masked-Contig006372-processed-gene-1.101-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.101&CDS=1-750	YLR022C
2952	OG0002952	maker-Contig006372-snap-gene-1.58-mRNA-1_1&gene=maker-Contig006372-snap-gene-1.58&CDS=1-204	YGR183C
2953	OG0002953	snap_masked-Contig006372-processed-gene-1.104-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.104&CDS=1-1242	YGR185C
