	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034606_Priceomyces_medius
2518	OG0002518	YMR013C	snap_masked-flattened_line_4-processed-gene-1.79-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.79&CDS=1-1827
2519	OG0002519	YMR015C	genemark-flattened_line_2-processed-gene-7.12-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.12&CDS=1-1566
2520	OG0002520	YMR019W	genemark-flattened_line_8-processed-gene-2.133-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.133&CDS=1-2415
2521	OG0002521	YMR020W	genemark-flattened_line_28-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.61&CDS=1-1491
2522	OG0002522	YMR022W	genemark-flattened_line_28-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.62&CDS=1-501
2523	OG0002523	YMR023C	augustus_masked-flattened_line_0-processed-gene-13.47-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.47&CDS=1-1518
2524	OG0002524	YMR024W	genemark-flattened_line_2-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.81&CDS=1-1029
2525	OG0002525	YMR026C	genemark-flattened_line_22-processed-gene-1.57-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.57&CDS=1-1446
2526	OG0002526	YMR027W	genemark-flattened_line_14-processed-gene-3.57-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.57&CDS=1-1365
2527	OG0002527	YMR028W	genemark-flattened_line_14-processed-gene-3.58-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.58&CDS=1-1140
2528	OG0002528	YMR029C	snap_masked-flattened_line_28-processed-gene-1.149-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.149&CDS=1-1977
2529	OG0002529	YMR033W	genemark-flattened_line_0-processed-gene-6.79-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.79&CDS=1-1392
2530	OG0002530	YMR034C	genemark-flattened_line_32-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.98&CDS=1-1422
2531	OG0002531	YMR035W	augustus_masked-flattened_line_0-processed-gene-8.132-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.132&CDS=1-534
2532	OG0002532	YMR036C	augustus_masked-flattened_line_0-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.18&CDS=1-1968
2533	OG0002533	YMR041C	augustus_masked-flattened_line_32-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.131&CDS=1-3501
2534	OG0002534	YMR043W	genemark-flattened_line_8-processed-gene-6.99-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-6.99&CDS=1-732
2535	OG0002535	YMR044W	genemark-flattened_line_8-processed-gene-6.100-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-6.100&CDS=1-1404
2536	OG0002536	YMR048W	genemark-flattened_line_6-processed-gene-4.55-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.55&CDS=1-1026
2537	OG0002537	YMR049C	genemark-flattened_line_4-processed-gene-4.104-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.104&CDS=1-2397
2538	OG0002538	YMR055C	augustus_masked-flattened_line_14-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.37&CDS=1-981
2539	OG0002539	YMR058W	genemark-flattened_line_20-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.11&CDS=1-1875
2540	OG0002540	YMR059W	genemark-flattened_line_16-processed-gene-3.91-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.91&CDS=1-360
2541	OG0002541	YMR060C	genemark-flattened_line_14-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.125&CDS=1-1032
2542	OG0002542	YMR061W	genemark-flattened_line_14-processed-gene-1.148-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.148&CDS=1-2190
2543	OG0002543	YMR062C	genemark-flattened_line_8-processed-gene-6.58-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-6.58&CDS=1-1320
2544	OG0002544	YMR065W	genemark-flattened_line_6-processed-gene-2.108-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.108&CDS=1-1593
2545	OG0002545	YMR067C	augustus_masked-flattened_line_4-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.117&CDS=1-1500
2546	OG0002546	YMR068W	augustus_masked-flattened_line_4-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.136&CDS=1-1752
2547	OG0002547	YMR071C	genemark-flattened_line_4-processed-gene-8.101-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-8.101&CDS=1-516
2548	OG0002548	YMR073C	genemark-flattened_line_2-processed-gene-7.42-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.42&CDS=1-471
2549	OG0002549	YMR074C	genemark-flattened_line_12-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.27&CDS=1-372
2550	OG0002550	YMR075W	genemark-flattened_line_8-processed-gene-6.54-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-6.54&CDS=1-2217
2551	OG0002551	YMR076C	augustus_masked-flattened_line_8-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.122&CDS=1-3951
2552	OG0002552	YMR077C	genemark-flattened_line_6-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.101&CDS=1-654
2553	OG0002553	YMR078C	genemark-flattened_line_6-processed-gene-3.24-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.24&CDS=1-2409
2554	OG0002554	YMR079W	genemark-flattened_line_0-processed-gene-11.131-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.131&CDS=1-924
2555	OG0002555	YMR080C	genemark-flattened_line_0-processed-gene-11.118-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.118&CDS=1-2994
2556	OG0002556	YMR090W	genemark-flattened_line_6-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.20&CDS=1-678
2557	OG0002557	YMR091C	genemark-flattened_line_0-processed-gene-13.150-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-13.150&CDS=1-1395
2558	OG0002558	YMR092C	genemark-flattened_line_0-processed-gene-14.191-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.191&CDS=1-1869
2559	OG0002559	YMR093W	genemark-flattened_line_0-processed-gene-14.206-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.206&CDS=1-1503
2560	OG0002560	YMR096W	genemark-flattened_line_4-processed-gene-1.109-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.109&CDS=1-876
2561	OG0002561	YMR097C	genemark-flattened_line_0-processed-gene-14.188-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.188&CDS=1-1107
2562	OG0002562	YMR098C	augustus_masked-flattened_line_0-processed-gene-14.63-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.63&CDS=1-3108
2563	OG0002563	YMR099C	genemark-flattened_line_6-processed-gene-5.60-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.60&CDS=1-903
2564	OG0002564	YMR101C	genemark-flattened_line_20-processed-gene-2.66-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.66&CDS=1-936
2565	OG0002565	YMR106C	snap_masked-flattened_line_0-processed-gene-14.141-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-14.141&CDS=1-2133
2566	OG0002566	YMR108W	snap_masked-flattened_line_4-processed-gene-6.73-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.73&CDS=1-2004
2567	OG0002567	YMR110C	genemark-flattened_line_20-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.102&CDS=1-1719
2568	OG0002568	YMR112C	genemark-flattened_line_8-processed-gene-7.121-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-7.121&CDS=1-492
2569	OG0002569	YMR115W	genemark-flattened_line_0-processed-gene-9.16-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.16&CDS=1-1533
2570	OG0002570	YMR116C	genemark-flattened_line_8-processed-gene-7.120-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-7.120&CDS=1-948
2571	OG0002571	YMR117C	genemark-flattened_line_14-processed-gene-4.201-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.201&CDS=1-681
2572	OG0002572	YMR120C	genemark-flattened_line_8-processed-gene-8.224-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.224&CDS=1-1767
2573	OG0002573	YMR121C	genemark-flattened_line_8-processed-gene-8.223-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.223&CDS=1-612
2574	OG0002574	YMR123W	genemark-flattened_line_8-processed-gene-5.58-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.58&CDS=1-360
2575	OG0002575	YMR125W	genemark-flattened_line_0-processed-gene-7.107-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.107&CDS=1-2814
2576	OG0002576	YMR128W	maker-flattened_line_20-augustus-gene-1.43-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-1.43&CDS=1-7752
2577	OG0002577	YMR130W	genemark-flattened_line_20-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.18&CDS=1-1023
2578	OG0002578	YMR131C	genemark-flattened_line_2-processed-gene-8.15-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.15&CDS=1-1509
2579	OG0002579	YMR132C	genemark-flattened_line_34-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.61&CDS=1-660
2580	OG0002580	YMR134W	augustus_masked-flattened_line_12-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.61&CDS=1-654
2581	OG0002581	YMR135C	augustus_masked-flattened_line_12-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.71&CDS=1-1140
2582	OG0002582	YMR137C	genemark-flattened_line_10-processed-gene-6.186-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-6.186&CDS=1-2070
2583	OG0002583	YMR138W	genemark-flattened_line_10-processed-gene-6.223-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-6.223&CDS=1-552
2584	OG0002584	YMR139W	genemark-flattened_line_18-processed-gene-2.31-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.31&CDS=1-1212
2585	OG0002585	YMR140W	genemark-flattened_line_12-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.14&CDS=1-1380
2586	OG0002586	YMR145C	genemark-flattened_line_2-processed-gene-4.83-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.83&CDS=1-1674
2587	OG0002587	YMR146C	genemark-flattened_line_2-processed-gene-4.77-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.77&CDS=1-1047
2588	OG0002588	YMR149W	genemark-flattened_line_2-processed-gene-6.16-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.16&CDS=1-828
2589	OG0002589	YMR152W	genemark-flattened_line_38-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.37&CDS=1-1110
2590	OG0002590	YMR155W	augustus_masked-flattened_line_26-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.131&CDS=1-1221
2591	OG0002591	YMR156C	genemark-flattened_line_2-processed-gene-5.74-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.74&CDS=1-825
2592	OG0002592	YMR157C	augustus_masked-flattened_line_2-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.42&CDS=1-828
2593	OG0002593	YMR158W	genemark-flattened_line_2-processed-gene-5.75-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.75&CDS=1-465
2594	OG0002594	YMR161W	genemark-flattened_line_18-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.125&CDS=1-987
2595	OG0002595	YMR162C	maker-flattened_line_18-augustus-gene-1.100-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-1.100&CDS=1-6060
2596	OG0002596	YMR166C	maker-flattened_line_18-augustus-gene-0.132-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.132&CDS=1-1815
2597	OG0002597	YMR167W	augustus_masked-flattened_line_18-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.18&CDS=1-5385
2598	OG0002598	YMR172W	genemark-flattened_line_4-processed-gene-4.63-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.63&CDS=1-963
2599	OG0002599	YMR176W	genemark-flattened_line_4-processed-gene-10.234-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-10.234&CDS=1-5766
2600	OG0002600	YMR178W	genemark-flattened_line_0-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.32&CDS=1-852
2601	OG0002601	YMR182C	genemark-flattened_line_12-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.48&CDS=1-1257
2602	OG0002602	YMR185W	genemark-flattened_line_2-processed-gene-2.95-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.95&CDS=1-3888
2603	OG0002603	YMR186W	genemark-flattened_line_2-processed-gene-2.94-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.94&CDS=1-2118
2604	OG0002604	YMR188C	genemark-flattened_line_6-processed-gene-4.41-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.41&CDS=1-732
2605	OG0002605	YMR189W	maker-flattened_line_8-augustus-gene-8.192-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-8.192&CDS=1-5916
2606	OG0002606	YMR190C	maker-flattened_line_30-snap-gene-1.64-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.64&CDS=1-4200
2607	OG0002607	YMR193W	genemark-flattened_line_2-processed-gene-5.57-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.57&CDS=1-789
2608	OG0002608	YMR194C-B	snap_masked-flattened_line_2-processed-gene-5.143-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.143&CDS=1-1257
2609	OG0002609	YMR196W	genemark-flattened_line_12-processed-gene-4.102-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.102&CDS=1-3123
2610	OG0002610	YMR200W	genemark-flattened_line_2-processed-gene-3.115-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.115&CDS=1-729
2611	OG0002611	YMR202W	genemark-flattened_line_2-processed-gene-3.108-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.108&CDS=1-651
2612	OG0002612	YMR203W	genemark-flattened_line_2-processed-gene-2.99-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.99&CDS=1-1182
2613	OG0002613	YMR208W	genemark-flattened_line_0-processed-gene-9.46-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.46&CDS=1-1299
2614	OG0002614	YMR210W	augustus_masked-flattened_line_28-processed-gene-1.211-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.211&CDS=1-1704
2615	OG0002615	YMR211W	genemark-flattened_line_8-processed-gene-8.253-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.253&CDS=1-1479
2616	OG0002616	YMR212C	genemark-flattened_line_0-processed-gene-9.40-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.40&CDS=1-2637
2617	OG0002617	YMR214W	genemark-flattened_line_8-processed-gene-8.207-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.207&CDS=1-1068
2618	OG0002618	YMR216C	genemark-flattened_line_24-processed-gene-1.212-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.212&CDS=1-2007
2619	OG0002619	YMR217W	genemark-flattened_line_0-processed-gene-9.26-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.26&CDS=1-1587
2620	OG0002620	YMR218C	genemark-flattened_line_24-processed-gene-1.240-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.240&CDS=1-3681
2621	OG0002621	YMR220W	genemark-flattened_line_26-processed-gene-1.206-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.206&CDS=1-1383
2622	OG0002622	YMR223W	snap_masked-flattened_line_22-processed-gene-2.42-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.42&CDS=1-1518
2623	OG0002623	YMR224C	genemark-flattened_line_8-processed-gene-7.145-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-7.145&CDS=1-2049
2624	OG0002624	YMR225C	snap_masked-flattened_line_4-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.84&CDS=1-294
2625	OG0002625	YMR226C	maker-flattened_line_14-snap-gene-3.100-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-3.100&CDS=1-1587
2626	OG0002626	YMR227C	genemark-flattened_line_14-processed-gene-2.126-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.126&CDS=1-1632
2627	OG0002627	YMR228W	genemark-flattened_line_14-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.124&CDS=1-1071
2628	OG0002628	YMR229C	genemark-flattened_line_14-processed-gene-2.122-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.122&CDS=1-5166
2629	OG0002629	YMR231W	genemark-flattened_line_0-processed-gene-14.164-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.164&CDS=1-2985
2630	OG0002630	YMR234W	genemark-flattened_line_34-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.77&CDS=1-951
2631	OG0002631	YMR235C	genemark-flattened_line_12-processed-gene-3.119-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.119&CDS=1-1230
2632	OG0002632	YMR239C	genemark-flattened_line_0-processed-gene-14.167-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.167&CDS=1-1593
2633	OG0002633	YMR240C	genemark-flattened_line_36-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.14&CDS=1-1461
2634	OG0002634	YMR241W	genemark-flattened_line_20-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.7&CDS=1-915
2635	OG0002635	YMR243C	genemark-flattened_line_14-processed-gene-2.97-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.97&CDS=1-1185
2636	OG0002636	YMR244C-A	genemark-flattened_line_36-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.18&CDS=1-312
2637	OG0002637	YMR244W	genemark-flattened_line_16-processed-gene-3.46-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.46&CDS=1-864
2638	OG0002638	YMR247C	genemark-flattened_line_6-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.80&CDS=1-4833
2639	OG0002639	YMR250W	snap_masked-flattened_line_4-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.125&CDS=1-2484
2640	OG0002640	YMR256C	snap_masked-flattened_line_8-processed-gene-7.43-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-7.43&CDS=1-177
2641	OG0002641	YMR258C	snap_masked-flattened_line_8-processed-gene-7.42-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-7.42&CDS=1-1782
2642	OG0002642	YMR259C	snap_masked-flattened_line_30-processed-gene-1.127-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.127&CDS=1-4311
2643	OG0002643	YMR260C	genemark-flattened_line_30-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.13&CDS=1-456
2644	OG0002644	YMR262W	genemark-flattened_line_10-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.60&CDS=1-1023
2645	OG0002645	YMR263W	augustus_masked-flattened_line_0-processed-gene-8.150-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.150&CDS=1-1053
2646	OG0002646	YMR267W	snap_masked-flattened_line_0-processed-gene-9.103-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.103&CDS=1-993
2647	OG0002647	YMR268C	snap_masked-flattened_line_10-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.36&CDS=1-2760
2648	OG0002648	YMR272C	genemark-flattened_line_10-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.110&CDS=1-1125
2649	OG0002649	YMR276W	maker-flattened_line_30-augustus-gene-1.71-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-1.71&CDS=1-2700
2650	OG0002650	YMR277W	genemark-flattened_line_10-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.78&CDS=1-2427
2651	OG0002651	YMR278W	genemark-flattened_line_10-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.75&CDS=1-1866
2652	OG0002652	YMR280C	genemark-flattened_line_0-processed-gene-6.89-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.89&CDS=1-2691
2653	OG0002653	YMR284W	genemark-flattened_line_4-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.22&CDS=1-2154
2654	OG0002654	YMR285C	genemark-flattened_line_0-processed-gene-2.128-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.128&CDS=1-1476
2655	OG0002655	YMR286W	genemark-flattened_line_10-processed-gene-2.125-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.125&CDS=1-312
2656	OG0002656	YMR287C	snap_masked-flattened_line_4-processed-gene-9.111-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-9.111&CDS=1-3375
2657	OG0002657	YMR288W	genemark-flattened_line_18-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.137&CDS=1-3252
2658	OG0002658	YMR289W	maker-flattened_line_14-augustus-gene-2.146-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-2.146&CDS=1-1701
2659	OG0002659	YMR290C	genemark-flattened_line_18-processed-gene-2.0-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.0&CDS=1-1698
2660	OG0002660	YMR292W	augustus_masked-flattened_line_18-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.44&CDS=1-417
2661	OG0002661	YMR293C	genemark-flattened_line_18-processed-gene-2.5-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.5&CDS=1-1404
2662	OG0002662	YMR294W	augustus_masked-flattened_line_18-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.46&CDS=1-1164
2663	OG0002663	YMR295C	genemark-flattened_line_24-processed-gene-1.276-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.276&CDS=1-549
2664	OG0002664	YMR296C	genemark-flattened_line_34-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.66&CDS=1-1728
2665	OG0002665	YMR300C	genemark-flattened_line_2-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.50&CDS=1-1590
2666	OG0002666	YMR301C	genemark-flattened_line_14-processed-gene-4.163-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.163&CDS=1-1962
2667	OG0002667	YMR302C	genemark-flattened_line_8-processed-gene-4.80-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.80&CDS=1-2622
2668	OG0002668	YMR304W	genemark-flattened_line_22-processed-gene-2.170-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.170&CDS=1-3861
2669	OG0002669	YMR308C	genemark-flattened_line_32-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.82&CDS=1-3273
2670	OG0002670	YMR309C	genemark-flattened_line_14-processed-gene-3.89-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.89&CDS=1-2487
2671	OG0002671	YMR311C	genemark-flattened_line_26-processed-gene-1.208-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.208&CDS=1-612
2672	OG0002672	YMR313C	maker-flattened_line_18-snap-gene-0.83-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.83&CDS=1-1866
2673	OG0002673	YMR314W	genemark-flattened_line_26-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.38&CDS=1-837
2674	OG0002674	YMR315W	genemark-flattened_line_0-processed-gene-2.127-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.127&CDS=1-1050
2675	OG0002675	YNL001W	genemark-flattened_line_0-processed-gene-5.127-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.127&CDS=1-1173
2676	OG0002676	YNL002C	genemark-flattened_line_16-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.117&CDS=1-816
2677	OG0002677	YNL003C	genemark-flattened_line_16-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.118&CDS=1-1863
2678	OG0002678	YNL005C	genemark-flattened_line_16-processed-gene-1.41-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.41&CDS=1-1152
2679	OG0002679	YNL006W	genemark-flattened_line_16-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.116&CDS=1-969
2680	OG0002680	YNL007C	genemark-flattened_line_16-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.115&CDS=1-1008
2681	OG0002681	YNL010W	genemark-flattened_line_8-processed-gene-4.52-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.52&CDS=1-747
2682	OG0002682	YNL011C	genemark-flattened_line_8-processed-gene-7.136-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-7.136&CDS=1-1482
2683	OG0002683	YNL012W	genemark-flattened_line_8-processed-gene-3.41-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.41&CDS=1-2436
2684	OG0002684	YNL014W	genemark-flattened_line_8-processed-gene-3.42-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.42&CDS=1-3144
2685	OG0002685	YNL016W	genemark-flattened_line_4-processed-gene-9.27-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-9.27&CDS=1-1284
2686	OG0002686	YNL021W	genemark-flattened_line_2-processed-gene-10.273-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.273&CDS=1-2472
2687	OG0002687	YNL023C	genemark-flattened_line_2-processed-gene-10.274-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.274&CDS=1-5700
2688	OG0002688	YNL025C	genemark-flattened_line_4-processed-gene-9.40-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-9.40&CDS=1-2082
2689	OG0002689	YNL026W	genemark-flattened_line_4-processed-gene-9.41-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-9.41&CDS=1-1458
2690	OG0002690	YNL032W	genemark-flattened_line_4-processed-gene-10.249-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-10.249&CDS=1-831
