	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026124_Ogataea_henricii
2366	OG0002366	YLR355C	genemark-flattened_line_8-processed-gene-4.34-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.34&CDS=1-1185
2367	OG0002367	YLR359W	genemark-flattened_line_18-processed-gene-2.75-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.75&CDS=1-1443
2368	OG0002368	YLR362W	genemark-flattened_line_22-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.87&CDS=1-2106
2369	OG0002369	YLR364W	genemark-flattened_line_0-processed-gene-2.78-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.78&CDS=1-315
2370	OG0002370	YLR370C	genemark-flattened_line_0-processed-gene-3.144-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.144&CDS=1-528
2371	OG0002371	YLR371W	genemark-flattened_line_0-processed-gene-3.125-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.125&CDS=1-3951
2372	OG0002372	YLR372W	genemark-flattened_line_24-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.102&CDS=1-975
2373	OG0002373	YLR377C	snap_masked-flattened_line_0-processed-gene-6.31-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.31&CDS=1-1017
2374	OG0002374	YLR378C	snap_masked-flattened_line_0-processed-gene-6.32-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.32&CDS=1-1437
2375	OG0002375	YLR382C	genemark-flattened_line_12-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.122&CDS=1-2661
2376	OG0002376	YLR384C	genemark-flattened_line_28-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.47&CDS=1-3951
2377	OG0002377	YLR386W	maker-flattened_line_38-snap-gene-1.214-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-1.214&CDS=1-3372
2378	OG0002378	YLR389C	genemark-flattened_line_38-processed-gene-1.83-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.83&CDS=1-3297
2379	OG0002379	YLR390W-A	genemark-flattened_line_38-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.118&CDS=1-720
2380	OG0002380	YLR393W	snap_masked-flattened_line_78-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.103&CDS=1-915
2381	OG0002381	YLR395C	genemark-flattened_line_16-processed-gene-2.131-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.131&CDS=1-228
2382	OG0002382	YLR396C	augustus_masked-flattened_line_16-processed-gene-2.227-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.227&CDS=1-2316
2383	OG0002383	YLR397C	maker-flattened_line_38-augustus-gene-1.133-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-1.133&CDS=1-2625
2384	OG0002384	YLR398C	genemark-flattened_line_78-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.25&CDS=1-3759
2385	OG0002385	YLR399C	augustus_masked-flattened_line_4-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.82&CDS=1-4212
2386	OG0002386	YLR401C	genemark-flattened_line_72-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.63&CDS=1-1893
2387	OG0002387	YLR403W	genemark-flattened_line_72-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.92&CDS=1-1743
2388	OG0002388	YLR405W	genemark-flattened_line_72-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.90&CDS=1-1041
2389	OG0002389	YLR407W	genemark-flattened_line_72-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.88&CDS=1-699
2390	OG0002390	YLR409C	genemark-flattened_line_72-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.59&CDS=1-2808
2391	OG0002391	YLR410W	genemark-flattened_line_72-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.86&CDS=1-3459
2392	OG0002392	YLR412W	genemark-flattened_line_2-processed-gene-1.5-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.5&CDS=1-780
2393	OG0002393	YLR417W	genemark-flattened_line_70-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.20&CDS=1-1899
2394	OG0002394	YLR418C	genemark-flattened_line_8-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.105&CDS=1-1182
2395	OG0002395	YLR419W	augustus_masked-flattened_line_22-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.79&CDS=1-4191
2396	OG0002396	YLR420W	genemark-flattened_line_30-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.73&CDS=1-1092
2397	OG0002397	YLR421C	genemark-flattened_line_30-processed-gene-1.23-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.23&CDS=1-402
2398	OG0002398	YLR422W	genemark-flattened_line_72-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.94&CDS=1-5544
2399	OG0002399	YLR423C	genemark-flattened_line_0-processed-gene-2.55-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.55&CDS=1-1299
2400	OG0002400	YLR424W	augustus_masked-flattened_line_4-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.56&CDS=1-2193
2401	OG0002401	YLR427W	genemark-flattened_line_10-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.18&CDS=1-1890
2402	OG0002402	YLR429W	augustus_masked-flattened_line_30-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.118&CDS=1-1905
2403	OG0002403	YLR430W	augustus_masked-flattened_line_30-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.162&CDS=1-6093
2404	OG0002404	YLR435W	genemark-flattened_line_72-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.95&CDS=1-630
2405	OG0002405	YLR438C-A	genemark-flattened_line_22-processed-gene-2.146-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.146&CDS=1-276
2406	OG0002406	YLR438W	genemark-flattened_line_30-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.22&CDS=1-1287
2407	OG0002407	YLR439W	genemark-flattened_line_26-processed-gene-1.169-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.169&CDS=1-885
2408	OG0002408	YLR441C	genemark-flattened_line_22-processed-gene-2.104-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.104&CDS=1-768
2409	OG0002409	YLR447C	genemark-flattened_line_96-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.12&CDS=1-1038
2410	OG0002410	YLR451W	genemark-flattened_line_6-processed-gene-2.64-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.64&CDS=1-2778
2411	OG0002411	YLR452C	genemark-flattened_line_6-processed-gene-2.78-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.78&CDS=1-2094
2412	OG0002412	YLR454W	genemark-flattened_line_44-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.42&CDS=1-7023
2413	OG0002413	YLR459W	genemark-flattened_line_52-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.78&CDS=1-1236
2414	OG0002414	YML001W	genemark-flattened_line_102-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.11&CDS=1-621
2415	OG0002415	YML002W	genemark-flattened_line_88-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.46&CDS=1-3666
2416	OG0002416	YML004C	genemark-flattened_line_14-processed-gene-2.210-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.210&CDS=1-936
2417	OG0002417	YML007W	genemark-flattened_line_10-processed-gene-3.97-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.97&CDS=1-1437
2418	OG0002418	YML008C	genemark-flattened_line_4-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.87&CDS=1-1137
2419	OG0002419	YML009C	genemark-flattened_line_92-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.51&CDS=1-228
2420	OG0002420	YML010W	genemark-flattened_line_92-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.52&CDS=1-2940
2421	OG0002421	YML011C	genemark-flattened_line_92-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.72&CDS=1-594
2422	OG0002422	YML012W	genemark-flattened_line_92-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.53&CDS=1-642
2423	OG0002423	YML013W	genemark-flattened_line_24-processed-gene-1.145-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.145&CDS=1-1809
2424	OG0002424	YML014W	genemark-flattened_line_84-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.4&CDS=1-768
2425	OG0002425	YML015C	genemark-flattened_line_10-processed-gene-3.144-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.144&CDS=1-1089
2426	OG0002426	YML016C	genemark-flattened_line_84-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.29&CDS=1-1740
2427	OG0002427	YML018C	snap_masked-flattened_line_60-processed-gene-0.169-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.169&CDS=1-441
2428	OG0002428	YML020W	genemark-flattened_line_42-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.55&CDS=1-1908
2429	OG0002429	YML021C	genemark-flattened_line_42-processed-gene-1.78-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.78&CDS=1-990
2430	OG0002430	YML022W	genemark-flattened_line_42-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.81&CDS=1-516
2431	OG0002431	YML025C	genemark-flattened_line_36-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.58&CDS=1-915
2432	OG0002432	YML031W	genemark-flattened_line_2-processed-gene-2.30-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.30&CDS=1-2007
2433	OG0002433	YML032C	genemark-flattened_line_2-processed-gene-2.48-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.48&CDS=1-1368
2434	OG0002434	YML035C	genemark-flattened_line_20-processed-gene-2.148-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.148&CDS=1-2460
2435	OG0002435	YML036W	augustus_masked-flattened_line_20-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.111&CDS=1-1644
2436	OG0002436	YML041C	genemark-flattened_line_40-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.99&CDS=1-606
2437	OG0002437	YML042W	genemark-flattened_line_40-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.73&CDS=1-1812
2438	OG0002438	YML043C	genemark-flattened_line_30-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.14&CDS=1-1431
2439	OG0002439	YML046W	genemark-flattened_line_24-processed-gene-1.177-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.177&CDS=1-2019
2440	OG0002440	YML049C	genemark-flattened_line_18-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.60&CDS=1-3654
2441	OG0002441	YML052W	genemark-flattened_line_60-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.58&CDS=1-831
2442	OG0002442	YML054C	genemark-flattened_line_20-processed-gene-2.143-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.143&CDS=1-1740
2443	OG0002443	YML055W	augustus_masked-flattened_line_22-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.83&CDS=1-2124
2444	OG0002444	YML056C	augustus_masked-flattened_line_22-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.64&CDS=1-1578
2445	OG0002445	YML059C	genemark-flattened_line_22-processed-gene-2.126-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.126&CDS=1-4461
2446	OG0002446	YML060W	augustus_masked-flattened_line_108-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.18&CDS=1-939
2447	OG0002447	YML064C	genemark-flattened_line_22-processed-gene-2.108-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.108&CDS=1-594
2448	OG0002448	YML065W	genemark-flattened_line_22-processed-gene-2.103-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.103&CDS=1-2370
2449	OG0002449	YML066C	genemark-flattened_line_22-processed-gene-2.107-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.107&CDS=1-1449
2450	OG0002450	YML067C	genemark-flattened_line_48-processed-gene-0.158-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.158&CDS=1-1026
2451	OG0002451	YML068W	genemark-flattened_line_48-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.121&CDS=1-1386
2452	OG0002452	YML069W	genemark-flattened_line_22-processed-gene-2.149-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.149&CDS=1-1584
2453	OG0002453	YML071C	genemark-flattened_line_96-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.26&CDS=1-1380
2454	OG0002454	YML075C	augustus_masked-flattened_line_60-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.32&CDS=1-3204
2455	OG0002455	YML076C	augustus_masked-flattened_line_88-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.6&CDS=1-2799
2456	OG0002456	YML077W	genemark-flattened_line_206-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_206-processed-gene-0.2&CDS=1-585
2457	OG0002457	YML079W	genemark-flattened_line_68-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.115&CDS=1-714
2458	OG0002458	YML080W	maker-flattened_line_26-augustus-gene-1.317-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-1.317&CDS=1-3897
2459	OG0002459	YML081C-A	genemark-flattened_line_60-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.80&CDS=1-183
2460	OG0002460	YML085C	genemark-flattened_line_26-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.129&CDS=1-1344
2461	OG0002461	YML086C	genemark-flattened_line_6-processed-gene-4.103-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.103&CDS=1-1638
2462	OG0002462	YML088W	genemark-flattened_line_2-processed-gene-3.91-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.91&CDS=1-2130
2463	OG0002463	YML092C	genemark-flattened_line_16-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.61&CDS=1-750
2464	OG0002464	YML093W	genemark-flattened_line_20-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.31&CDS=1-2595
2465	OG0002465	YML094W	genemark-flattened_line_6-processed-gene-4.79-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.79&CDS=1-459
2466	OG0002466	YML095C	genemark-flattened_line_6-processed-gene-4.104-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.104&CDS=1-957
2467	OG0002467	YML096W	genemark-flattened_line_30-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.87&CDS=1-1740
2468	OG0002468	YML097C	genemark-flattened_line_12-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.99&CDS=1-2010
2469	OG0002469	YML098W	genemark-flattened_line_52-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.54&CDS=1-393
2470	OG0002470	YML099C	snap_masked-flattened_line_52-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.148&CDS=1-2751
2471	OG0002471	YML102W	augustus_masked-flattened_line_114-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.6&CDS=1-2352
2472	OG0002472	YML103C	genemark-flattened_line_62-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.114&CDS=1-4905
2473	OG0002473	YML105C	genemark-flattened_line_90-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.74&CDS=1-843
2474	OG0002474	YML108W	genemark-flattened_line_18-processed-gene-2.73-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.73&CDS=1-408
2475	OG0002475	YML110C	genemark-flattened_line_58-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.107&CDS=1-879
2476	OG0002476	YML114C	genemark-flattened_line_8-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.121&CDS=1-1752
2477	OG0002477	YML115C	maker-flattened_line_18-augustus-gene-0.77-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.77&CDS=1-3216
2478	OG0002478	YML121W	genemark-flattened_line_30-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.66&CDS=1-996
2479	OG0002479	YML123C	genemark-flattened_line_12-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.95&CDS=1-1695
2480	OG0002480	YML125C	genemark-flattened_line_6-processed-gene-4.77-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.77&CDS=1-918
2481	OG0002481	YML126C	genemark-flattened_line_20-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.91&CDS=1-1347
2482	OG0002482	YML127W	maker-flattened_line_6-augustus-gene-4.3-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-4.3&CDS=1-2382
2483	OG0002483	YML130C	genemark-flattened_line_52-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.15&CDS=1-1668
2484	OG0002484	YML131W	genemark-flattened_line_40-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.115&CDS=1-1089
2485	OG0002485	YMR001C	genemark-flattened_line_16-processed-gene-2.133-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.133&CDS=1-2016
2486	OG0002486	YMR002W	genemark-flattened_line_32-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.125&CDS=1-453
2487	OG0002487	YMR003W	genemark-flattened_line_56-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.17&CDS=1-774
2488	OG0002488	YMR004W	genemark-flattened_line_14-processed-gene-2.200-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.200&CDS=1-1803
2489	OG0002489	YMR005W	genemark-flattened_line_14-processed-gene-2.199-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.199&CDS=1-1260
2490	OG0002490	YMR009W	genemark-flattened_line_18-processed-gene-1.10-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.10&CDS=1-540
2491	OG0002491	YMR010W	genemark-flattened_line_58-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.123&CDS=1-1314
2492	OG0002492	YMR012W	genemark-flattened_line_0-processed-gene-6.97-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.97&CDS=1-3903
2493	OG0002493	YMR013C	maker-flattened_line_10-snap-gene-1.139-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-1.139&CDS=1-2133
2494	OG0002494	YMR014W	genemark-flattened_line_20-processed-gene-2.159-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.159&CDS=1-1431
2495	OG0002495	YMR015C	genemark-flattened_line_38-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.114&CDS=1-1575
2496	OG0002496	YMR020W	genemark-flattened_line_24-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.83&CDS=1-1416
2497	OG0002497	YMR022W	genemark-flattened_line_24-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.84&CDS=1-504
2498	OG0002498	YMR023C	genemark-flattened_line_12-processed-gene-2.25-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.25&CDS=1-1527
2499	OG0002499	YMR024W	genemark-flattened_line_2-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.43&CDS=1-1119
2500	OG0002500	YMR026C	genemark-flattened_line_10-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.16&CDS=1-1191
2501	OG0002501	YMR027W	genemark-flattened_line_88-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.35&CDS=1-1374
2502	OG0002502	YMR028W	augustus_masked-flattened_line_60-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.13&CDS=1-3072
2503	OG0002503	YMR034C	genemark-flattened_line_16-processed-gene-2.103-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.103&CDS=1-1296
2504	OG0002504	YMR035W	genemark-flattened_line_38-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.65&CDS=1-609
2505	OG0002505	YMR036C	genemark-flattened_line_38-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.84&CDS=1-2448
2506	OG0002506	YMR038C	genemark-flattened_line_38-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.83&CDS=1-705
2507	OG0002507	YMR039C	genemark-flattened_line_0-processed-gene-2.47-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.47&CDS=1-411
2508	OG0002508	YMR041C	genemark-flattened_line_0-processed-gene-2.66-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.66&CDS=1-1002
2509	OG0002509	YMR042W	snap_masked-flattened_line_4-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.2&CDS=1-672
2510	OG0002510	YMR044W	maker-flattened_line_48-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.1&CDS=1-1158
2511	OG0002511	YMR048W	genemark-flattened_line_44-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.65&CDS=1-933
2512	OG0002512	YMR049C	genemark-flattened_line_4-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.123&CDS=1-2526
2513	OG0002513	YMR055C	genemark-flattened_line_14-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.76&CDS=1-1026
2514	OG0002514	YMR058W	genemark-flattened_line_10-processed-gene-3.105-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.105&CDS=1-1893
2515	OG0002515	YMR059W	genemark-flattened_line_4-processed-gene-4.3-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.3&CDS=1-357
2516	OG0002516	YMR060C	genemark-flattened_line_4-processed-gene-4.36-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.36&CDS=1-902
2517	OG0002517	YMR061W	genemark-flattened_line_4-processed-gene-4.4-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.4&CDS=1-1917
2518	OG0002518	YMR062C	genemark-flattened_line_28-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.85&CDS=1-1296
2519	OG0002519	YMR065W	augustus_masked-flattened_line_14-processed-gene-2.217-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.217&CDS=1-1209
2520	OG0002520	YMR066W	genemark-flattened_line_52-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.11&CDS=1-2646
2521	OG0002521	YMR067C	genemark-flattened_line_72-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.77&CDS=1-1416
2522	OG0002522	YMR068W	genemark-flattened_line_42-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.42&CDS=1-1800
2523	OG0002523	YMR071C	genemark-flattened_line_42-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.41&CDS=1-495
2524	OG0002524	YMR073C	genemark-flattened_line_0-processed-gene-3.139-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.139&CDS=1-546
2525	OG0002525	YMR074C	genemark-flattened_line_0-processed-gene-3.158-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.158&CDS=1-399
2526	OG0002526	YMR075W	augustus_masked-flattened_line_28-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.38&CDS=1-1884
2527	OG0002527	YMR076C	genemark-flattened_line_28-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.62&CDS=1-3828
2528	OG0002528	YMR077C	genemark-flattened_line_62-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.108&CDS=1-627
2529	OG0002529	YMR078C	genemark-flattened_line_6-processed-gene-4.70-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.70&CDS=1-2157
2530	OG0002530	YMR080C	genemark-flattened_line_10-processed-gene-3.83-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.83&CDS=1-2763
2531	OG0002531	YMR083W	genemark-flattened_line_4-processed-gene-3.45-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.45&CDS=1-1053
2532	OG0002532	YMR089C	genemark-flattened_line_46-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.107&CDS=1-2712
2533	OG0002533	YMR091C	genemark-flattened_line_34-processed-gene-1.78-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.78&CDS=1-1239
2534	OG0002534	YMR092C	genemark-flattened_line_14-processed-gene-2.133-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.133&CDS=1-1779
2535	OG0002535	YMR093W	genemark-flattened_line_58-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.67&CDS=1-1491
2536	OG0002536	YMR097C	augustus_masked-flattened_line_2-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.68&CDS=1-993
2537	OG0002537	YMR098C	genemark-flattened_line_46-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.83&CDS=1-1659
2538	OG0002538	YMR099C	genemark-flattened_line_4-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.116&CDS=1-894
2539	OG0002539	YMR100W	genemark-flattened_line_42-processed-gene-1.79-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.79&CDS=1-2436
