	OrthologID	Kuraishia_capsulata	Saccharomyces_cerevisiae
2499	OG0002499	maker-HG793128-augustus-gene-15.244-mRNA-1_1&gene=maker-HG793128-augustus-gene-15.244&CDS=1-1821	YGL017W
2500	OG0002500	augustus_masked-HG793128-processed-gene-15.49-mRNA-1_1&gene=augustus_masked-HG793128-processed-gene-15.49&CDS=1-867	YGL019W
2501	OG0002501	genemark-HG793128-processed-gene-15.175-mRNA-1_1&gene=genemark-HG793128-processed-gene-15.175&CDS=1-585	YGL020C
2502	OG0002502	augustus_masked-HG793128-processed-gene-15.14-mRNA-1_1&gene=augustus_masked-HG793128-processed-gene-15.14&CDS=1-786	YLL033W
2503	OG0002503	genemark-HG793128-processed-gene-15.216-mRNA-1_1&gene=genemark-HG793128-processed-gene-15.216&CDS=1-3087	YGR014W
2504	OG0002504	augustus_masked-HG793128-processed-gene-15.53-mRNA-1_1&gene=augustus_masked-HG793128-processed-gene-15.53&CDS=1-1866	YGR013W
2505	OG0002505	maker-HG793128-augustus-gene-15.245-mRNA-1_1&gene=maker-HG793128-augustus-gene-15.245&CDS=1-3561	YFR031C
2506	OG0002506	snap_masked-HG793128-processed-gene-15.141-mRNA-1_1&gene=snap_masked-HG793128-processed-gene-15.141&CDS=1-183	YFR032C-A
2507	OG0002507	genemark-HG793128-processed-gene-15.181-mRNA-1_1&gene=genemark-HG793128-processed-gene-15.181&CDS=1-594	YEL048C
2508	OG0002508	maker-HG793128-augustus-gene-15.246-mRNA-1_1&gene=maker-HG793128-augustus-gene-15.246&CDS=1-2730	YEL044W
2509	OG0002509	genemark-HG793128-processed-gene-15.225-mRNA-1_1&gene=genemark-HG793128-processed-gene-15.225&CDS=1-3192	YFR030W
2510	OG0002510	genemark-HG793128-processed-gene-15.228-mRNA-1_1&gene=genemark-HG793128-processed-gene-15.228&CDS=1-1380	YFL001W
2511	OG0002511	genemark-HG793128-processed-gene-15.184-mRNA-1_1&gene=genemark-HG793128-processed-gene-15.184&CDS=1-1851	YFL002C
2512	OG0002512	genemark-HG793128-processed-gene-15.229-mRNA-1_1&gene=genemark-HG793128-processed-gene-15.229&CDS=1-1152	YGR012W
2513	OG0002513	genemark-HG793129-processed-gene-0.20-mRNA-1_1&gene=genemark-HG793129-processed-gene-0.20&CDS=1-702	YNL056W
2514	OG0002514	genemark-HG793129-processed-gene-0.41-mRNA-1_1&gene=genemark-HG793129-processed-gene-0.41&CDS=1-522	YJR097W
2515	OG0002515	genemark-HG793129-processed-gene-0.21-mRNA-1_1&gene=genemark-HG793129-processed-gene-0.21&CDS=1-1242	YNL248C
2516	OG0002516	genemark-HG793129-processed-gene-0.23-mRNA-1_1&gene=genemark-HG793129-processed-gene-0.23&CDS=1-831	YNL246W
2517	OG0002517	genemark-HG793129-processed-gene-0.24-mRNA-1_1&gene=genemark-HG793129-processed-gene-0.24&CDS=1-1209	YJL171C
2518	OG0002518	genemark-HG793129-processed-gene-1.111-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.111&CDS=1-2253	YNL247W
2519	OG0002519	genemark-HG793129-processed-gene-1.106-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.106&CDS=1-3882	YNL250W
2520	OG0002520	maker-HG793129-augustus-gene-1.158-mRNA-1_1&gene=maker-HG793129-augustus-gene-1.158&CDS=1-2328	YPL157W
2521	OG0002521	genemark-HG793129-processed-gene-1.113-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.113&CDS=1-1335	YLR387C
2522	OG0002522	genemark-HG793129-processed-gene-1.132-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.132&CDS=1-471	YIL065C
2523	OG0002523	maker-HG793129-augustus-gene-1.159-mRNA-1_1&gene=maker-HG793129-augustus-gene-1.159&CDS=1-3288	YER069W
2524	OG0002524	genemark-HG793129-processed-gene-1.133-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.133&CDS=1-1155	YIL063C
2525	OG0002525	genemark-HG793129-processed-gene-1.136-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.136&CDS=1-618	YPL067C
2526	OG0002526	snap_masked-HG793129-processed-gene-1.33-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-1.33&CDS=1-1062	YDL020C
2527	OG0002527	snap_masked-HG793129-processed-gene-1.36-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-1.36&CDS=1-1218	YBR004C
2528	OG0002528	maker-HG793129-augustus-gene-1.162-mRNA-1_1&gene=maker-HG793129-augustus-gene-1.162&CDS=1-2847	YLR153C
2529	OG0002529	genemark-HG793129-processed-gene-1.118-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.118&CDS=1-885	YMR099C
2530	OG0002530	genemark-HG793129-processed-gene-1.145-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.145&CDS=1-1191	YKL021C
2531	OG0002531	maker-HG793129-augustus-gene-1.160-mRNA-1_1&gene=maker-HG793129-augustus-gene-1.160&CDS=1-5022	YGL194C
2532	OG0002532	genemark-HG793129-processed-gene-1.147-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.147&CDS=1-2124	YJR098C
2533	OG0002533	genemark-HG793129-processed-gene-1.148-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.148&CDS=1-1722	YKL116C
2534	OG0002534	genemark-HG793129-processed-gene-1.122-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.122&CDS=1-3093	YLR071C
2535	OG0002535	genemark-HG793129-processed-gene-1.127-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.127&CDS=1-1227	YPL154C
2536	OG0002536	genemark-HG793129-processed-gene-1.128-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.128&CDS=1-1398	YPL063W
2537	OG0002537	augustus_masked-HG793129-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-1.97&CDS=1-3162	YLR389C
2538	OG0002538	genemark-HG793129-processed-gene-1.130-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.130&CDS=1-2898	YNL221C
2539	OG0002539	genemark-HG793129-processed-gene-1.131-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.131&CDS=1-714	YNL222W
2540	OG0002540	genemark-HG793129-processed-gene-1.157-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.157&CDS=1-1881	YNL223W
2541	OG0002541	snap_masked-HG793129-processed-gene-2.108-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-2.108&CDS=1-2166	YNL224C
2542	OG0002542	genemark-HG793129-processed-gene-2.9-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.9&CDS=1-1647	YNL227C
2543	OG0002543	genemark-HG793129-processed-gene-2.11-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.11&CDS=1-486	YER029C
2544	OG0002544	genemark-HG793129-processed-gene-2.12-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.12&CDS=1-2994	YGL207W
2545	OG0002545	genemark-HG793129-processed-gene-2.34-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.34&CDS=1-1221	YDR083W
2546	OG0002546	genemark-HG793129-processed-gene-2.35-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.35&CDS=1-1413	YKL043W
2547	OG0002547	augustus_masked-HG793129-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-2.89&CDS=1-2277	YJL209W
2548	OG0002548	genemark-HG793129-processed-gene-2.13-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.13&CDS=1-1005	YJL208C
2549	OG0002549	genemark-HG793129-processed-gene-2.37-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.37&CDS=1-678	YGR152C
2550	OG0002550	genemark-HG793129-processed-gene-2.15-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.15&CDS=1-1707	YOL148C
2551	OG0002551	genemark-HG793129-processed-gene-2.41-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.41&CDS=1-549	YOL149W
2552	OG0002552	genemark-HG793129-processed-gene-2.16-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.16&CDS=1-435	YBR173C
2553	OG0002553	genemark-HG793129-processed-gene-2.42-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.42&CDS=1-597	YBR171W
2554	OG0002554	genemark-HG793129-processed-gene-2.43-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.43&CDS=1-864	YPR139C
2555	OG0002555	genemark-HG793129-processed-gene-2.44-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.44&CDS=1-633	YIL118W
2556	OG0002556	genemark-HG793129-processed-gene-2.19-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.19&CDS=1-885	YNL284C
2557	OG0002557	snap_masked-HG793129-processed-gene-2.125-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-2.125&CDS=1-1140	YGL243W
2558	OG0002558	genemark-HG793129-processed-gene-2.46-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.46&CDS=1-537	YGL242C
2559	OG0002559	genemark-HG793129-processed-gene-2.24-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.24&CDS=1-2574	YPR160W
2560	OG0002560	genemark-HG793129-processed-gene-2.47-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.47&CDS=1-2031	YGL203C
2561	OG0002561	genemark-HG793129-processed-gene-2.48-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.48&CDS=1-3183	YJL050W
2562	OG0002562	genemark-HG793129-processed-gene-2.51-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.51&CDS=1-906	YAR015W
2563	OG0002563	genemark-HG793129-processed-gene-2.52-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.52&CDS=1-564	YGL047W
2564	OG0002564	genemark-HG793129-processed-gene-2.29-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.29&CDS=1-279	YLL018C-A
2565	OG0002565	snap_masked-HG793129-processed-gene-2.156-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-2.156&CDS=1-1398	YGL172W
2566	OG0002566	genemark-HG793129-processed-gene-2.30-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.30&CDS=1-4152	YGL173C
2567	OG0002567	genemark-HG793129-processed-gene-2.55-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.55&CDS=1-795	YGL174W
2568	OG0002568	genemark-HG793129-processed-gene-2.31-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.31&CDS=1-2076	YPR021C
2569	OG0002569	genemark-HG793129-processed-gene-2.32-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.32&CDS=1-843	YFL031W
2570	OG0002570	genemark-HG793129-processed-gene-3.50-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.50&CDS=1-237	YLR325C
2571	OG0002571	genemark-HG793129-processed-gene-3.47-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.47&CDS=1-531	YLR323C
2572	OG0002572	genemark-HG793129-processed-gene-3.51-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.51&CDS=1-2505	YBL008W
2573	OG0002573	genemark-HG793129-processed-gene-3.52-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.52&CDS=1-1440	YGL202W
2574	OG0002574	genemark-HG793129-processed-gene-3.48-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.48&CDS=1-1281	YNL220W
2575	OG0002575	snap_masked-HG793129-processed-gene-3.25-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-3.25&CDS=1-2541	YGR100W
2576	OG0002576	genemark-HG793129-processed-gene-3.70-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.70&CDS=1-1200	YER020W
2577	OG0002577	genemark-HG793129-processed-gene-3.71-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.71&CDS=1-3480	YJR109C
2578	OG0002578	genemark-HG793129-processed-gene-3.75-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.75&CDS=1-3048	YDR430C
2579	OG0002579	genemark-HG793129-processed-gene-3.56-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.56&CDS=1-963	YKR092C
2580	OG0002580	snap_masked-HG793129-processed-gene-3.34-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-3.34&CDS=1-3525	YKR082W
2581	OG0002581	genemark-HG793129-processed-gene-3.57-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.57&CDS=1-966	YKR081C
2582	OG0002582	genemark-HG793129-processed-gene-3.78-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.78&CDS=1-2040	YOR069W
2583	OG0002583	snap_masked-HG793129-processed-gene-3.14-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-3.14&CDS=1-984	YOR075W
2584	OG0002584	maker-HG793129-snap-gene-3.2-mRNA-1_1&gene=maker-HG793129-snap-gene-3.2&CDS=1-1893	YKR084C
2585	OG0002585	snap_masked-HG793129-processed-gene-3.37-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-3.37&CDS=1-2331	YKR079C
2586	OG0002586	genemark-HG793129-processed-gene-3.60-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.60&CDS=1-1638	YGR046W
2587	OG0002587	genemark-HG793129-processed-gene-3.81-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.81&CDS=1-1572	YBR103W
2588	OG0002588	maker-HG793129-augustus-gene-3.90-mRNA-1_1&gene=maker-HG793129-augustus-gene-3.90&CDS=1-951	YIL145C
2589	OG0002589	genemark-HG793129-processed-gene-3.84-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.84&CDS=1-951	YKR080W
2590	OG0002590	genemark-HG793129-processed-gene-3.63-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.63&CDS=1-1494	YOR070C
2591	OG0002591	snap_masked-HG793129-processed-gene-3.20-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-3.20&CDS=1-1875	YIL144W
2592	OG0002592	genemark-HG793129-processed-gene-3.86-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.86&CDS=1-2478	YIL143C
2593	OG0002593	genemark-HG793129-processed-gene-3.65-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.65&CDS=1-750	YMR157C
2594	OG0002594	genemark-HG793129-processed-gene-3.88-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.88&CDS=1-600	YDL098C
2595	OG0002595	genemark-HG793129-processed-gene-4.6-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.6&CDS=1-1251	YGR210C
2596	OG0002596	genemark-HG793129-processed-gene-4.7-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.7&CDS=1-3555	YDR128W
2597	OG0002597	genemark-HG793129-processed-gene-4.5-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.5&CDS=1-3540	YDR159W
2598	OG0002598	snap_masked-HG793129-processed-gene-4.75-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-4.75&CDS=1-2772	YDR166C
2599	OG0002599	genemark-HG793129-processed-gene-4.31-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.31&CDS=1-300	YLR147C
2600	OG0002600	genemark-HG793129-processed-gene-4.8-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.8&CDS=1-2916	YLR148W
2601	OG0002601	genemark-HG793129-processed-gene-4.9-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.9&CDS=1-843	YJR096W
2602	OG0002602	genemark-HG793129-processed-gene-4.32-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.32&CDS=1-1110	YDL107W
2603	OG0002603	genemark-HG793129-processed-gene-4.33-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.33&CDS=1-981	YOR085W
2604	OG0002604	snap_masked-HG793129-processed-gene-4.58-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-4.58&CDS=1-2313	YNL085W
2605	OG0002605	snap_masked-HG793129-processed-gene-4.60-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-4.60&CDS=1-1956	YER041W
2606	OG0002606	genemark-HG793129-processed-gene-4.16-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.16&CDS=1-1674	YKR097W
2607	OG0002607	genemark-HG793129-processed-gene-4.18-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.18&CDS=1-3648	YIL147C
2608	OG0002608	snap_masked-HG793129-processed-gene-4.64-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-4.64&CDS=1-5463	YKR095W
2609	OG0002609	snap_masked-HG793129-processed-gene-4.65-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-4.65&CDS=1-1737	YIL150C
2610	OG0002610	genemark-HG793129-processed-gene-4.37-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.37&CDS=1-2871	YOR048C
2611	OG0002611	genemark-HG793129-processed-gene-4.21-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.21&CDS=1-1581	YKL162C
2612	OG0002612	genemark-HG793129-processed-gene-4.25-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.25&CDS=1-3675	YFL008W
2613	OG0002613	genemark-HG793129-processed-gene-4.40-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.40&CDS=1-684	YGR057C
2614	OG0002614	genemark-HG793129-processed-gene-4.27-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.27&CDS=1-1956	YFL013C
2615	OG0002615	snap_masked-HG793129-processed-gene-4.86-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-4.86&CDS=1-210	YFL017W-A
2616	OG0002616	genemark-HG793129-processed-gene-4.42-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.42&CDS=1-456	YFL017C
2617	OG0002617	genemark-HG793129-processed-gene-4.29-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.29&CDS=1-1119	YGL169W
2618	OG0002618	genemark-HG793129-processed-gene-4.43-mRNA-1_1&gene=genemark-HG793129-processed-gene-4.43&CDS=1-2736	YGL167C
2619	OG0002619	genemark-HG793129-processed-gene-5.95-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.95&CDS=1-960	YBR251W
2620	OG0002620	genemark-HG793129-processed-gene-5.97-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.97&CDS=1-1431	YIR004W
2621	OG0002621	augustus_masked-HG793129-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-5.3&CDS=1-1269	YPL051W
2622	OG0002622	genemark-HG793129-processed-gene-5.96-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.96&CDS=1-3507	YBR218C
2623	OG0002623	genemark-HG793129-processed-gene-5.123-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.123&CDS=1-879	YDR237W
2624	OG0002624	maker-HG793129-snap-gene-5.147-mRNA-1_1&gene=maker-HG793129-snap-gene-5.147&CDS=1-2175	YDL207W
2625	OG0002625	genemark-HG793129-processed-gene-5.125-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.125&CDS=1-615	YPL127C
2626	OG0002626	genemark-HG793129-processed-gene-5.104-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.104&CDS=1-2085	YPL128C
2627	OG0002627	augustus_masked-HG793129-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-5.30&CDS=1-2742	YOR217W
2628	OG0002628	genemark-HG793129-processed-gene-5.105-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.105&CDS=1-1626	YOR216C
2629	OG0002629	genemark-HG793129-processed-gene-5.108-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.108&CDS=1-570	YOR215C
2630	OG0002630	genemark-HG793129-processed-gene-5.110-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.110&CDS=1-714	YPL129W
2631	OG0002631	genemark-HG793129-processed-gene-5.127-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.127&CDS=1-1278	YOR212W
2632	OG0002632	genemark-HG793129-processed-gene-5.128-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.128&CDS=1-4986	YCR081W
2633	OG0002633	maker-HG793129-snap-gene-5.149-mRNA-1_1&gene=maker-HG793129-snap-gene-5.149&CDS=1-1716	YGL011C
2634	OG0002634	genemark-HG793129-processed-gene-5.133-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.133&CDS=1-2694	YGL008C
2635	OG0002635	genemark-HG793129-processed-gene-5.134-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.134&CDS=1-1917	YGL099W
2636	OG0002636	genemark-HG793129-processed-gene-5.136-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.136&CDS=1-1218	YBR110W
2637	OG0002637	snap_masked-HG793129-processed-gene-5.89-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-5.89&CDS=1-1605	YPL208W
2638	OG0002638	genemark-HG793129-processed-gene-5.139-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.139&CDS=1-903	YBR257W
2639	OG0002639	genemark-HG793129-processed-gene-5.117-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.117&CDS=1-1626	YJL046W
2640	OG0002640	genemark-HG793129-processed-gene-5.120-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.120&CDS=1-1197	YML060W
2641	OG0002641	genemark-HG793129-processed-gene-6.58-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.58&CDS=1-1587	YDR182W
2642	OG0002642	genemark-HG793129-processed-gene-6.59-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.59&CDS=1-2820	YNL118C
2643	OG0002643	genemark-HG793129-processed-gene-6.86-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.86&CDS=1-873	YLR439W
2644	OG0002644	genemark-HG793129-processed-gene-6.66-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.66&CDS=1-435	YLR281C
2645	OG0002645	genemark-HG793129-processed-gene-6.67-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.67&CDS=1-2493	YLR278C
2646	OG0002646	genemark-HG793129-processed-gene-6.91-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.91&CDS=1-2400	YJL094C
2647	OG0002647	genemark-HG793129-processed-gene-6.72-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.72&CDS=1-1293	YML080W
2648	OG0002648	genemark-HG793129-processed-gene-6.75-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.75&CDS=1-231	YMR194C-B
2649	OG0002649	maker-HG793129-augustus-gene-6.114-mRNA-1_1&gene=maker-HG793129-augustus-gene-6.114&CDS=1-1980	YMR193W
2650	OG0002650	genemark-HG793129-processed-gene-6.100-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.100&CDS=1-1464	YIL154C
2651	OG0002651	genemark-HG793129-processed-gene-6.102-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.102&CDS=1-2211	YKL078W
2652	OG0002652	genemark-HG793129-processed-gene-6.103-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.103&CDS=1-1725	YPL265W
2653	OG0002653	snap_masked-HG793129-processed-gene-6.51-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-6.51&CDS=1-1671	YJL025W
2654	OG0002654	genemark-HG793129-processed-gene-6.79-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.79&CDS=1-957	YGR208W
2655	OG0002655	snap_masked-HG793129-processed-gene-6.52-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-6.52&CDS=1-798	YMR289W
2656	OG0002656	genemark-HG793129-processed-gene-6.107-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.107&CDS=1-3048	YGR274C
2657	OG0002657	genemark-HG793129-processed-gene-6.81-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.81&CDS=1-795	YGR275W
2658	OG0002658	genemark-HG793129-processed-gene-6.83-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.83&CDS=1-594	YDR296W
2659	OG0002659	genemark-HG793129-processed-gene-6.109-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.109&CDS=1-1017	YDR297W
2660	OG0002660	genemark-HG793129-processed-gene-7.64-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.64&CDS=1-2151	YDR176W
2661	OG0002661	augustus_masked-HG793129-processed-gene-7.2-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-7.2&CDS=1-906	YDR175C
2662	OG0002662	genemark-HG793129-processed-gene-7.94-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.94&CDS=1-3033	YER176W
2663	OG0002663	genemark-HG793129-processed-gene-7.69-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.69&CDS=1-1431	YPL120W
2664	OG0002664	genemark-HG793129-processed-gene-7.70-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.70&CDS=1-552	YMR295C
2665	OG0002665	genemark-HG793129-processed-gene-7.71-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.71&CDS=1-270	YJR135W-A
2666	OG0002666	genemark-HG793129-processed-gene-7.73-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.73&CDS=1-1701	YHR166C
2667	OG0002667	genemark-HG793129-processed-gene-7.74-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.74&CDS=1-867	YOR228C
2668	OG0002668	genemark-HG793129-processed-gene-7.97-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.97&CDS=1-225	YGR105W
2669	OG0002669	genemark-HG793129-processed-gene-7.75-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.75&CDS=1-1311	YNL280C
2670	OG0002670	snap_masked-HG793129-processed-gene-7.155-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-7.155&CDS=1-891	YGR106C
2671	OG0002671	genemark-HG793129-processed-gene-7.99-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.99&CDS=1-603	YFR001W
2672	OG0002672	genemark-HG793129-processed-gene-7.80-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.80&CDS=1-354	YKL003C
2673	OG0002673	genemark-HG793129-processed-gene-7.102-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.102&CDS=1-1251	YBR125C
2674	OG0002674	genemark-HG793129-processed-gene-7.103-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.103&CDS=1-1404	YBR126C
2675	OG0002675	genemark-HG793129-processed-gene-7.81-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.81&CDS=1-630	YKL117W
2676	OG0002676	snap_masked-HG793129-processed-gene-7.164-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-7.164&CDS=1-990	YBR271W
2677	OG0002677	snap_masked-HG793129-processed-gene-7.141-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-7.141&CDS=1-582	YOR107W
2678	OG0002678	genemark-HG793129-processed-gene-7.108-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.108&CDS=1-1050	YMR315W
2679	OG0002679	genemark-HG793129-processed-gene-7.110-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.110&CDS=1-1425	YHR135C
2680	OG0002680	genemark-HG793129-processed-gene-7.86-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.86&CDS=1-1083	YBR249C
2681	OG0002681	genemark-HG793129-processed-gene-7.112-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.112&CDS=1-1098	YMR214W
2682	OG0002682	genemark-HG793129-processed-gene-7.113-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.113&CDS=1-915	YLR239C
2683	OG0002683	snap_masked-HG793129-processed-gene-7.146-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-7.146&CDS=1-2070	YBR102C
2684	OG0002684	genemark-HG793129-processed-gene-7.115-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.115&CDS=1-1089	YDR158W
2685	OG0002685	genemark-HG793129-processed-gene-7.89-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.89&CDS=1-846	YLR137W
