	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035325_Cyberlindnera_petersonii
3476	OG0003476	YOR353C	augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-1.172&CDS=1-2118
3477	OG0003477	YOR354C	snap_masked-NODE_51_length_75935_cov_17.6369_ID_22667-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_51_length_75935_cov_17.6369_ID_22667-processed-gene-0.98&CDS=1-2088
3478	OG0003478	YOR355W	maker-NODE_52_length_71123_cov_18.1103_ID_22346-snap-gene-0.80-mRNA-1_1&gene=maker-NODE_52_length_71123_cov_18.1103_ID_22346-snap-gene-0.80&CDS=1-3090
3479	OG0003479	YOR356W	augustus_masked-NODE_63_length_42711_cov_16.9198_ID_23201-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_63_length_42711_cov_16.9198_ID_23201-processed-gene-0.47&CDS=1-1971
3480	OG0003480	YOR357C	augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-2.196-mRNA-1_1&gene=augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-2.196&CDS=1-528
3481	OG0003481	YOR358W	augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-2.198-mRNA-1_1&gene=augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-2.198&CDS=1-879
3482	OG0003482	YOR359W	genemark-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-2.85-mRNA-1_1&gene=genemark-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-2.85&CDS=1-1602
3483	OG0003483	YOR360C	genemark-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-2.84-mRNA-1_1&gene=genemark-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-2.84&CDS=1-1716
3484	OG0003484	YOR361C	augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-1.75&CDS=1-2166
3485	OG0003485	YOR362C	augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-0.121&CDS=1-768
3486	OG0003486	YOR367W	maker-NODE_23_length_186255_cov_22.018_ID_27142-augustus-gene-0.94-mRNA-1_1&gene=maker-NODE_23_length_186255_cov_22.018_ID_27142-augustus-gene-0.94&CDS=1-579
3487	OG0003487	YOR368W	augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.9&CDS=1-1119
3488	OG0003488	YOR369C	augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.51&CDS=1-417
3489	OG0003489	YOR370C	augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.52&CDS=1-1788
3490	OG0003490	YOR386W	augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.43&CDS=1-372
3491	OG0003491	YPL002C	augustus_masked-NODE_35_length_124969_cov_18.3334_ID_20003-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_35_length_124969_cov_18.3334_ID_20003-processed-gene-0.154&CDS=1-690
3492	OG0003492	YPL003W	augustus_masked-NODE_35_length_124969_cov_18.3334_ID_20003-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_35_length_124969_cov_18.3334_ID_20003-processed-gene-0.158&CDS=1-1527
3493	OG0003493	YPL005W	augustus_masked-NODE_30_length_148411_cov_18.2798_ID_19616-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_30_length_148411_cov_18.2798_ID_19616-processed-gene-0.31&CDS=1-1917
3494	OG0003494	YPL006W	genemark-NODE_30_length_148411_cov_18.2798_ID_19616-processed-gene-0.149-mRNA-1_1&gene=genemark-NODE_30_length_148411_cov_18.2798_ID_19616-processed-gene-0.149&CDS=1-3588
3495	OG0003495	YPL007C	snap_masked-NODE_21_length_192393_cov_17.927_ID_26673-processed-gene-0.271-mRNA-1_1&gene=snap_masked-NODE_21_length_192393_cov_17.927_ID_26673-processed-gene-0.271&CDS=1-1713
3496	OG0003496	YPL008W	augustus_masked-NODE_21_length_192393_cov_17.927_ID_26673-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_21_length_192393_cov_17.927_ID_26673-processed-gene-0.155&CDS=1-2433
3497	OG0003497	YPL009C	augustus_masked-NODE_59_length_52027_cov_17.8228_ID_23439-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_59_length_52027_cov_17.8228_ID_23439-processed-gene-0.71&CDS=1-2964
3498	OG0003498	YPL010W	augustus_masked-NODE_59_length_52027_cov_17.8228_ID_23439-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_59_length_52027_cov_17.8228_ID_23439-processed-gene-0.84&CDS=1-573
3499	OG0003499	YPL011C	augustus_masked-NODE_59_length_52027_cov_17.8228_ID_23439-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_59_length_52027_cov_17.8228_ID_23439-processed-gene-0.72&CDS=1-783
3500	OG0003500	YPL012W	augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-1.19&CDS=1-3594
3501	OG0003501	YPL013C	augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-1.42&CDS=1-285
3502	OG0003502	YPL014W	genemark-NODE_59_length_52027_cov_17.8228_ID_23439-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_59_length_52027_cov_17.8228_ID_23439-processed-gene-0.52&CDS=1-936
3503	OG0003503	YPL015C	maker-NODE_59_length_52027_cov_17.8228_ID_23439-augustus-gene-0.31-mRNA-1_1&gene=maker-NODE_59_length_52027_cov_17.8228_ID_23439-augustus-gene-0.31&CDS=1-3630
3504	OG0003504	YPL016W	augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.92&CDS=1-2829
3505	OG0003505	YPL022W	augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.40&CDS=1-2949
3506	OG0003506	YPL023C	maker-NODE_40_length_99991_cov_20.3342_ID_23277-augustus-gene-0.57-mRNA-1_1&gene=maker-NODE_40_length_99991_cov_20.3342_ID_23277-augustus-gene-0.57&CDS=1-1896
3507	OG0003507	YPL024W	snap_masked-NODE_40_length_99991_cov_20.3342_ID_23277-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_40_length_99991_cov_20.3342_ID_23277-processed-gene-0.26&CDS=1-633
3508	OG0003508	YPL028W	augustus_masked-NODE_40_length_99991_cov_20.3342_ID_23277-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NODE_40_length_99991_cov_20.3342_ID_23277-processed-gene-0.138&CDS=1-1212
3509	OG0003509	YPL029W	augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-3.146&CDS=1-2196
3510	OG0003510	YPL030W	augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.93&CDS=1-1710
3511	OG0003511	YPL031C	augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.131&CDS=1-996
3512	OG0003512	YPL034W	augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-3.94&CDS=1-738
3513	OG0003513	YPL037C	augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.225-mRNA-1_1&gene=augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.225&CDS=1-462
3514	OG0003514	YPL042C	genemark-NODE_40_length_99991_cov_20.3342_ID_23277-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_40_length_99991_cov_20.3342_ID_23277-processed-gene-0.95&CDS=1-1326
3515	OG0003515	YPL043W	augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.132&CDS=1-2151
3516	OG0003516	YPL045W	augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-1.66&CDS=1-2403
3517	OG0003517	YPL046C	augustus_masked-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-2.43&CDS=1-282
3518	OG0003518	YPL050C	augustus_masked-NODE_54_length_64629_cov_19.7745_ID_25689-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_54_length_64629_cov_19.7745_ID_25689-processed-gene-0.43&CDS=1-1101
3519	OG0003519	YPL051W	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.90&CDS=1-594
3520	OG0003520	YPL052W	snap_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.20&CDS=1-648
3521	OG0003521	YPL054W	augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-3.122&CDS=1-1098
3522	OG0003522	YPL059W	augustus_masked-NODE_69_length_29972_cov_22.7672_ID_23961-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_69_length_29972_cov_22.7672_ID_23961-processed-gene-0.54&CDS=1-435
3523	OG0003523	YPL060W	maker-NODE_19_length_205038_cov_20.2467_ID_287426-augustus-gene-1.68-mRNA-1_1&gene=maker-NODE_19_length_205038_cov_20.2467_ID_287426-augustus-gene-1.68&CDS=1-2271
3524	OG0003524	YPL063W	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.33&CDS=1-1392
3525	OG0003525	YPL064C	augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.34&CDS=1-1191
3526	OG0003526	YPL065W	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.95&CDS=1-723
3527	OG0003527	YPL066W	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.94&CDS=1-1191
3528	OG0003528	YPL067C	maker-NODE_2_length_519856_cov_18.5175_ID_27830-augustus-gene-4.68-mRNA-1_1&gene=maker-NODE_2_length_519856_cov_18.5175_ID_27830-augustus-gene-4.68&CDS=1-600
3529	OG0003529	YPL069C	augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-1.205-mRNA-1_1&gene=augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-1.205&CDS=1-948
3530	OG0003530	YPL070W	snap_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.44&CDS=1-1353
3531	OG0003531	YPL072W	maker-NODE_8_length_306916_cov_19.3817_ID_20316-snap-gene-2.114-mRNA-1_1&gene=maker-NODE_8_length_306916_cov_19.3817_ID_20316-snap-gene-2.114&CDS=1-2079
3532	OG0003532	YPL076W	augustus_masked-NODE_30_length_148411_cov_18.2798_ID_19616-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_30_length_148411_cov_18.2798_ID_19616-processed-gene-0.57&CDS=1-804
3533	OG0003533	YPL078C	augustus_masked-NODE_30_length_148411_cov_18.2798_ID_19616-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_30_length_148411_cov_18.2798_ID_19616-processed-gene-0.19&CDS=1-702
3534	OG0003534	YPL082C	augustus_masked-NODE_30_length_148411_cov_18.2798_ID_19616-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_30_length_148411_cov_18.2798_ID_19616-processed-gene-0.63&CDS=1-5613
3535	OG0003535	YPL083C	augustus_masked-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-2.42&CDS=1-1182
3536	OG0003536	YPL084W	augustus_masked-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-2.17&CDS=1-2673
3537	OG0003537	YPL085W	augustus_masked-NODE_54_length_64629_cov_19.7745_ID_25689-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_54_length_64629_cov_19.7745_ID_25689-processed-gene-0.44&CDS=1-6681
3538	OG0003538	YPL086C	augustus_masked-NODE_54_length_64629_cov_19.7745_ID_25689-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_54_length_64629_cov_19.7745_ID_25689-processed-gene-0.55&CDS=1-1656
3539	OG0003539	YPL091W	augustus_masked-NODE_66_length_32147_cov_20.59_ID_25957-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_66_length_32147_cov_20.59_ID_25957-processed-gene-0.3&CDS=1-1383
3540	OG0003540	YPL092W	augustus_masked-NODE_66_length_32147_cov_20.59_ID_25957-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_66_length_32147_cov_20.59_ID_25957-processed-gene-0.2&CDS=1-1074
3541	OG0003541	YPL093W	augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-3.115&CDS=1-1914
3542	OG0003542	YPL094C	augustus_masked-NODE_60_length_48136_cov_17.2964_ID_27111-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_60_length_48136_cov_17.2964_ID_27111-processed-gene-0.50&CDS=1-834
3543	OG0003543	YPL097W	snap_masked-NODE_60_length_48136_cov_17.2964_ID_27111-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_60_length_48136_cov_17.2964_ID_27111-processed-gene-0.82&CDS=1-2505
3544	OG0003544	YPL099C	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-1.72&CDS=1-375
3545	OG0003545	YPL101W	augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.122&CDS=1-1341
3546	OG0003546	YPL103C	augustus_masked-NODE_60_length_48136_cov_17.2964_ID_27111-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_60_length_48136_cov_17.2964_ID_27111-processed-gene-0.34&CDS=1-1317
3547	OG0003547	YPL104W	maker-NODE_2_length_519856_cov_18.5175_ID_27830-snap-gene-4.197-mRNA-1_1&gene=maker-NODE_2_length_519856_cov_18.5175_ID_27830-snap-gene-4.197&CDS=1-2784
3548	OG0003548	YPL107W	augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.112&CDS=1-762
3549	OG0003549	YPL108W	augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-0.29&CDS=1-456
3550	OG0003550	YPL109C	augustus_masked-NODE_18_length_205397_cov_17.6361_ID_19358-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_18_length_205397_cov_17.6361_ID_19358-processed-gene-0.81&CDS=1-2046
3551	OG0003551	YPL110C	augustus_masked-NODE_18_length_205397_cov_17.6361_ID_19358-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_18_length_205397_cov_17.6361_ID_19358-processed-gene-0.83&CDS=1-3492
3552	OG0003552	YPL111W	maker-NODE_18_length_205397_cov_17.6361_ID_19358-augustus-gene-0.91-mRNA-1_1&gene=maker-NODE_18_length_205397_cov_17.6361_ID_19358-augustus-gene-0.91&CDS=1-963
3553	OG0003553	YPL112C	augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-1.138&CDS=1-1197
3554	OG0003554	YPL115C	augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.31&CDS=1-3006
3555	OG0003555	YPL116W	augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.15&CDS=1-2013
3556	OG0003556	YPL117C	augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.12&CDS=1-867
3557	OG0003557	YPL118W	augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.184&CDS=1-1014
3558	OG0003558	YPL120W	maker-NODE_8_length_306916_cov_19.3817_ID_20316-augustus-gene-2.111-mRNA-1_1&gene=maker-NODE_8_length_306916_cov_19.3817_ID_20316-augustus-gene-2.111&CDS=1-1269
3559	OG0003559	YPL121C	augustus_masked-NODE_66_length_32147_cov_20.59_ID_25957-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_66_length_32147_cov_20.59_ID_25957-processed-gene-0.6&CDS=1-978
3560	OG0003560	YPL122C	maker-NODE_66_length_32147_cov_20.59_ID_25957-augustus-gene-0.20-mRNA-1_1&gene=maker-NODE_66_length_32147_cov_20.59_ID_25957-augustus-gene-0.20&CDS=1-1464
3561	OG0003561	YPL125W	augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-1.141&CDS=1-3030
3562	OG0003562	YPL126W	augustus_masked-NODE_26_length_167395_cov_18.7791_ID_26584-processed-gene-0.231-mRNA-1_1&gene=augustus_masked-NODE_26_length_167395_cov_18.7791_ID_26584-processed-gene-0.231&CDS=1-2379
3563	OG0003563	YPL127C	augustus_masked-NODE_38_length_111801_cov_17.8368_ID_20063-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_38_length_111801_cov_17.8368_ID_20063-processed-gene-0.70&CDS=1-510
3564	OG0003564	YPL128C	genemark-NODE_38_length_111801_cov_17.8368_ID_20063-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_38_length_111801_cov_17.8368_ID_20063-processed-gene-0.143&CDS=1-2019
3565	OG0003565	YPL129W	genemark-NODE_38_length_111801_cov_17.8368_ID_20063-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_38_length_111801_cov_17.8368_ID_20063-processed-gene-0.120&CDS=1-753
3566	OG0003566	YPL131W	augustus_masked-NODE_37_length_113152_cov_18.0236_ID_25423-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_37_length_113152_cov_18.0236_ID_25423-processed-gene-0.159&CDS=1-912
3567	OG0003567	YPL132W	augustus_masked-NODE_37_length_113152_cov_18.0236_ID_25423-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NODE_37_length_113152_cov_18.0236_ID_25423-processed-gene-0.160&CDS=1-870
3568	OG0003568	YPL133C	augustus_masked-NODE_37_length_113152_cov_18.0236_ID_25423-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_37_length_113152_cov_18.0236_ID_25423-processed-gene-0.131&CDS=1-1713
3569	OG0003569	YPL138C	augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-1.40&CDS=1-1221
3570	OG0003570	YPL146C	augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.139&CDS=1-1635
3571	OG0003571	YPL147W	augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.100&CDS=1-2553
3572	OG0003572	YPL150W	augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-1.67&CDS=1-2193
3573	OG0003573	YPL151C	augustus_masked-NODE_28_length_160419_cov_18.3281_ID_24031-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_28_length_160419_cov_18.3281_ID_24031-processed-gene-0.129&CDS=1-1389
3574	OG0003574	YPL152W	augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.191&CDS=1-1086
3575	OG0003575	YPL153C	augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.106&CDS=1-2286
3576	OG0003576	YPL154C	augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-1.45&CDS=1-1197
3577	OG0003577	YPL155C	augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-1.46&CDS=1-1944
3578	OG0003578	YPL157W	augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-1.90&CDS=1-1170
3579	OG0003579	YPL159C	augustus_masked-NODE_28_length_160419_cov_18.3281_ID_24031-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_28_length_160419_cov_18.3281_ID_24031-processed-gene-0.128&CDS=1-699
3580	OG0003580	YPL160W	maker-NODE_12_length_266441_cov_18.2673_ID_22134-snap-gene-1.1-mRNA-1_1&gene=maker-NODE_12_length_266441_cov_18.2673_ID_22134-snap-gene-1.1&CDS=1-6477
3581	OG0003581	YPL161C	augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.115&CDS=1-1692
3582	OG0003582	YPL162C	augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.94&CDS=1-711
3583	OG0003583	YPL164C	augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.158&CDS=1-2127
3584	OG0003584	YPL165C	augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.156&CDS=1-1083
3585	OG0003585	YPL167C	augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.155&CDS=1-4281
3586	OG0003586	YPL169C	augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-2.197-mRNA-1_1&gene=augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-2.197&CDS=1-1731
3587	OG0003587	YPL170W	augustus_masked-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-2.7&CDS=1-411
3588	OG0003588	YPL172C	augustus_masked-NODE_65_length_36337_cov_17.6763_ID_23528-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_65_length_36337_cov_17.6763_ID_23528-processed-gene-0.17&CDS=1-1257
3589	OG0003589	YPL173W	augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-1.68&CDS=1-897
3590	OG0003590	YPL175W	augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-1.70&CDS=1-1389
3591	OG0003591	YPL178W	augustus_masked-NODE_37_length_113152_cov_18.0236_ID_25423-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_37_length_113152_cov_18.0236_ID_25423-processed-gene-0.142&CDS=1-783
3592	OG0003592	YPL180W	augustus_masked-NODE_39_length_100465_cov_17.584_ID_20370-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_39_length_100465_cov_17.584_ID_20370-processed-gene-0.152&CDS=1-1500
3593	OG0003593	YPL181W	augustus_masked-NODE_39_length_100465_cov_17.584_ID_20370-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_39_length_100465_cov_17.584_ID_20370-processed-gene-0.153&CDS=1-1182
