	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii
2396	OG0002396	YLR127C	snap_masked-NODE_56_length_88361_cov_68.6203_ID_111-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_56_length_88361_cov_68.6203_ID_111-processed-gene-0.101&CDS=1-1896
2397	OG0002397	YLR128W	maker-NODE_56_length_88361_cov_68.6203_ID_111-snap-gene-0.39-mRNA-1_1&gene=maker-NODE_56_length_88361_cov_68.6203_ID_111-snap-gene-0.39&CDS=1-804
2398	OG0002398	YLR129W	snap_masked-NODE_40_length_138534_cov_94.3801_ID_79-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_40_length_138534_cov_94.3801_ID_79-processed-gene-0.98&CDS=1-2883
2399	OG0002399	YLR133W	snap_masked-NODE_16_length_281881_cov_89.1521_ID_31-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_16_length_281881_cov_89.1521_ID_31-processed-gene-1.96&CDS=1-1767
2400	OG0002400	YLR137W	augustus_masked-NODE_31_length_193556_cov_79.0665_ID_61-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_31_length_193556_cov_79.0665_ID_61-processed-gene-0.149&CDS=1-873
2401	OG0002401	YLR138W	snap_masked-NODE_56_length_88361_cov_68.6203_ID_111-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_56_length_88361_cov_68.6203_ID_111-processed-gene-0.99&CDS=1-3162
2402	OG0002402	YLR141W	snap_masked-NODE_51_length_100389_cov_67.8652_ID_101-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_51_length_100389_cov_67.8652_ID_101-processed-gene-0.86&CDS=1-2226
2403	OG0002403	YLR142W	snap_masked-NODE_51_length_100389_cov_67.8652_ID_101-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_51_length_100389_cov_67.8652_ID_101-processed-gene-0.63&CDS=1-1401
2404	OG0002404	YLR144C	augustus_masked-NODE_35_length_163207_cov_65.1352_ID_69-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_35_length_163207_cov_65.1352_ID_69-processed-gene-0.59&CDS=1-2352
2405	OG0002405	YLR147C	snap_masked-NODE_36_length_155450_cov_66.759_ID_71-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_36_length_155450_cov_66.759_ID_71-processed-gene-0.47&CDS=1-303
2406	OG0002406	YLR148W	snap_masked-NODE_36_length_155450_cov_66.759_ID_71-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_36_length_155450_cov_66.759_ID_71-processed-gene-0.17&CDS=1-2898
2407	OG0002407	YLR149C	maker-NODE_35_length_163207_cov_65.1352_ID_69-snap-gene-0.132-mRNA-1_1&gene=maker-NODE_35_length_163207_cov_65.1352_ID_69-snap-gene-0.132&CDS=1-1623
2408	OG0002408	YLR150W	snap_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-2.6-mRNA-1_1&gene=snap_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-2.6&CDS=1-774
2409	OG0002409	YLR151C	augustus_masked-NODE_22_length_218682_cov_71.5636_ID_43-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_22_length_218682_cov_71.5636_ID_43-processed-gene-1.94&CDS=1-1266
2410	OG0002410	YLR163C	snap_masked-NODE_24_length_211488_cov_73.6919_ID_47-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_24_length_211488_cov_73.6919_ID_47-processed-gene-1.70&CDS=1-1413
2411	OG0002411	YLR166C	augustus_masked-NODE_67_length_58880_cov_75.5191_ID_133-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_67_length_58880_cov_75.5191_ID_133-processed-gene-0.2&CDS=1-2637
2412	OG0002412	YLR168C	snap_masked-NODE_31_length_193556_cov_79.0665_ID_61-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_31_length_193556_cov_79.0665_ID_61-processed-gene-0.9&CDS=1-804
2413	OG0002413	YLR170C	snap_masked-NODE_54_length_94987_cov_78.0702_ID_107-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_54_length_94987_cov_78.0702_ID_107-processed-gene-0.79&CDS=1-450
2414	OG0002414	YLR172C	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.60-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.60&CDS=1-903
2415	OG0002415	YLR174W	snap_masked-NODE_38_length_146430_cov_91.7099_ID_75-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_38_length_146430_cov_91.7099_ID_75-processed-gene-0.119&CDS=1-1251
2416	OG0002416	YLR175W	snap_masked-NODE_16_length_281881_cov_89.1521_ID_31-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_16_length_281881_cov_89.1521_ID_31-processed-gene-0.77&CDS=1-1428
2417	OG0002417	YLR176C	snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-1.75&CDS=1-2514
2418	OG0002418	YLR181C	snap_masked-NODE_39_length_140568_cov_64.5544_ID_77-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_39_length_140568_cov_64.5544_ID_77-processed-gene-0.123&CDS=1-1248
2419	OG0002419	YLR182W	snap_masked-NODE_39_length_140568_cov_64.5544_ID_77-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_39_length_140568_cov_64.5544_ID_77-processed-gene-0.102&CDS=1-2532
2420	OG0002420	YLR186W	snap_masked-NODE_20_length_239702_cov_70.5044_ID_39-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_20_length_239702_cov_70.5044_ID_39-processed-gene-0.42&CDS=1-774
2421	OG0002421	YLR187W	snap_masked-NODE_39_length_140568_cov_64.5544_ID_77-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_39_length_140568_cov_64.5544_ID_77-processed-gene-0.124&CDS=1-3366
2422	OG0002422	YLR189C	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-2.83&CDS=1-3453
2423	OG0002423	YLR191W	genemark-NODE_53_length_96461_cov_75.3153_ID_105-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_53_length_96461_cov_75.3153_ID_105-processed-gene-0.42&CDS=1-1289
2424	OG0002424	YLR192C	snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-1.43&CDS=1-801
2425	OG0002425	YLR193C	snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.80&CDS=1-537
2426	OG0002426	YLR195C	snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-1.79&CDS=1-1386
2427	OG0002427	YLR196W	snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-1.64&CDS=1-1818
2428	OG0002428	YLR197W	snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.62&CDS=1-1494
2429	OG0002429	YLR200W	snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.77&CDS=1-324
2430	OG0002430	YLR201C	snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.60&CDS=1-723
2431	OG0002431	YLR203C	snap_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-0.24&CDS=1-1278
2432	OG0002432	YLR205C	snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-1.88&CDS=1-864
2433	OG0002433	YLR206W	snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-1.5&CDS=1-1485
2434	OG0002434	YLR207W	snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-1.46&CDS=1-3165
2435	OG0002435	YLR209C	snap_masked-NODE_30_length_196662_cov_92.3397_ID_59-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_30_length_196662_cov_92.3397_ID_59-processed-gene-0.116&CDS=1-957
2436	OG0002436	YLR212C	snap_masked-NODE_49_length_105122_cov_94.5565_ID_97-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_49_length_105122_cov_94.5565_ID_97-processed-gene-0.88&CDS=1-1416
2437	OG0002437	YLR214W	snap_masked-NODE_17_length_249866_cov_67.8317_ID_33-processed-gene-1.175-mRNA-1_1&gene=snap_masked-NODE_17_length_249866_cov_67.8317_ID_33-processed-gene-1.175&CDS=1-2058
2438	OG0002438	YLR215C	snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-1.84&CDS=1-1206
2439	OG0002439	YLR216C	snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-1.81&CDS=1-1074
2440	OG0002440	YLR218C	maker-NODE_10_length_373830_cov_69.0868_ID_19-snap-gene-1.110-mRNA-1_1&gene=maker-NODE_10_length_373830_cov_69.0868_ID_19-snap-gene-1.110&CDS=1-255
2441	OG0002441	YLR222C	snap_masked-NODE_32_length_190965_cov_69.4963_ID_63-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_32_length_190965_cov_69.4963_ID_63-processed-gene-0.132&CDS=1-2397
2442	OG0002442	YLR229C	snap_masked-NODE_53_length_96461_cov_75.3153_ID_105-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_53_length_96461_cov_75.3153_ID_105-processed-gene-0.74&CDS=1-582
2443	OG0002443	YLR231C	snap_masked-NODE_44_length_123449_cov_70.9173_ID_87-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_44_length_123449_cov_70.9173_ID_87-processed-gene-0.83&CDS=1-1359
2444	OG0002444	YLR234W	augustus_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-2.73&CDS=1-1899
2445	OG0002445	YLR239C	augustus_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-2.93&CDS=1-930
2446	OG0002446	YLR240W	snap_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-2.49&CDS=1-3471
2447	OG0002447	YLR241W	snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-2.44&CDS=1-2709
2448	OG0002448	YLR242C	augustus_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-2.74&CDS=1-996
2449	OG0002449	YLR243W	augustus_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-3.64&CDS=1-867
2450	OG0002450	YLR244C	snap_masked-NODE_30_length_196662_cov_92.3397_ID_59-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_30_length_196662_cov_92.3397_ID_59-processed-gene-0.142&CDS=1-1137
2451	OG0002451	YLR245C	snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-2.27-mRNA-1_1&gene=snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-2.27&CDS=1-462
2452	OG0002452	YLR246W	snap_masked-NODE_31_length_193556_cov_79.0665_ID_61-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_31_length_193556_cov_79.0665_ID_61-processed-gene-0.8&CDS=1-1080
2453	OG0002453	YLR247C	augustus_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-0.27&CDS=1-4638
2454	OG0002454	YLR248W	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-0.50&CDS=1-1668
2455	OG0002455	YLR250W	snap_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-1.18&CDS=1-696
2456	OG0002456	YLR251W	maker-NODE_14_length_292203_cov_78.6828_ID_27-snap-gene-1.250-mRNA-1_1&gene=maker-NODE_14_length_292203_cov_78.6828_ID_27-snap-gene-1.250&CDS=1-636
2457	OG0002457	YLR253W	augustus_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-2.62&CDS=1-5688
2458	OG0002458	YLR258W	snap_masked-NODE_22_length_218682_cov_71.5636_ID_43-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_22_length_218682_cov_71.5636_ID_43-processed-gene-1.21&CDS=1-2049
2459	OG0002459	YLR259C	snap_masked-NODE_40_length_138534_cov_94.3801_ID_79-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_40_length_138534_cov_94.3801_ID_79-processed-gene-0.97&CDS=1-1704
2460	OG0002460	YLR262C	snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.77&CDS=1-618
2461	OG0002461	YLR262C-A	snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.78&CDS=1-195
2462	OG0002462	YLR268W	maker-NODE_54_length_94987_cov_78.0702_ID_107-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_54_length_94987_cov_78.0702_ID_107-snap-gene-0.3&CDS=1-642
2463	OG0002463	YLR272C	snap_masked-NODE_32_length_190965_cov_69.4963_ID_63-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_32_length_190965_cov_69.4963_ID_63-processed-gene-0.138&CDS=1-3486
2464	OG0002464	YLR274W	snap_masked-NODE_23_length_216985_cov_85.5575_ID_45-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_23_length_216985_cov_85.5575_ID_45-processed-gene-0.7&CDS=1-2175
2465	OG0002465	YLR276C	snap_masked-NODE_34_length_176738_cov_71.4394_ID_67-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_34_length_176738_cov_71.4394_ID_67-processed-gene-0.145&CDS=1-1704
2466	OG0002466	YLR277C	snap_masked-NODE_56_length_88361_cov_68.6203_ID_111-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_56_length_88361_cov_68.6203_ID_111-processed-gene-0.76&CDS=1-2265
2467	OG0002467	YLR278C	snap_masked-NODE_33_length_190782_cov_64.4392_ID_65-processed-gene-0.177-mRNA-1_1&gene=snap_masked-NODE_33_length_190782_cov_64.4392_ID_65-processed-gene-0.177&CDS=1-3675
2468	OG0002468	YLR281C	snap_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-3.115-mRNA-1_1&gene=snap_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-3.115&CDS=1-657
2469	OG0002469	YLR283W	augustus_masked-NODE_64_length_67529_cov_75.5895_ID_127-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_64_length_67529_cov_75.5895_ID_127-processed-gene-0.62&CDS=1-1122
2470	OG0002470	YLR285W	snap_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-1.100&CDS=1-810
2471	OG0002471	YLR286C	augustus_masked-NODE_40_length_138534_cov_94.3801_ID_79-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_40_length_138534_cov_94.3801_ID_79-processed-gene-0.156&CDS=1-1101
2472	OG0002472	YLR287C	snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.79&CDS=1-1227
2473	OG0002473	YLR288C	augustus_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-0.46&CDS=1-972
2474	OG0002474	YLR289W	augustus_masked-NODE_64_length_67529_cov_75.5895_ID_127-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_64_length_67529_cov_75.5895_ID_127-processed-gene-0.76&CDS=1-2187
2475	OG0002475	YLR290C	maker-NODE_82_length_17082_cov_60.7552_ID_163-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_82_length_17082_cov_60.7552_ID_163-snap-gene-0.4&CDS=1-2301
2476	OG0002476	YLR291C	maker-NODE_11_length_320018_cov_79.7696_ID_21-snap-gene-2.163-mRNA-1_1&gene=maker-NODE_11_length_320018_cov_79.7696_ID_21-snap-gene-2.163&CDS=1-1110
2477	OG0002477	YLR292C	snap_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-2.97&CDS=1-603
2478	OG0002478	YLR295C	snap_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-2.100&CDS=1-348
2479	OG0002479	YLR298C	augustus_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-2.79&CDS=1-501
2480	OG0002480	YLR299W	snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-0.60&CDS=1-1902
2481	OG0002481	YLR301W	snap_masked-NODE_33_length_190782_cov_64.4392_ID_65-processed-gene-0.210-mRNA-1_1&gene=snap_masked-NODE_33_length_190782_cov_64.4392_ID_65-processed-gene-0.210&CDS=1-816
2482	OG0002482	YLR303W	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-1.19&CDS=1-1335
2483	OG0002483	YLR304C	snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-0.70&CDS=1-2328
2484	OG0002484	YLR305C	snap_masked-NODE_11_length_320018_cov_79.7696_ID_21-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_11_length_320018_cov_79.7696_ID_21-processed-gene-1.2&CDS=1-5541
2485	OG0002485	YLR306W	augustus_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-0.42&CDS=1-552
2486	OG0002486	YLR308W	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.35&CDS=1-984
2487	OG0002487	YLR309C	snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-3.86-mRNA-1_1&gene=snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-3.86&CDS=1-3522
2488	OG0002488	YLR312W-A	snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-2.133&CDS=1-711
2489	OG0002489	YLR314C	snap_masked-NODE_55_length_94282_cov_67.5767_ID_109-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_55_length_94282_cov_67.5767_ID_109-processed-gene-0.66&CDS=1-2724
2490	OG0002490	YLR316C	maker-NODE_62_length_68084_cov_80.3068_ID_123-snap-gene-0.35-mRNA-1_1&gene=maker-NODE_62_length_68084_cov_80.3068_ID_123-snap-gene-0.35&CDS=1-1044
2491	OG0002491	YLR318W	augustus_masked-NODE_62_length_68084_cov_80.3068_ID_123-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_62_length_68084_cov_80.3068_ID_123-processed-gene-0.58&CDS=1-2346
2492	OG0002492	YLR319C	snap_masked-NODE_62_length_68084_cov_80.3068_ID_123-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_62_length_68084_cov_80.3068_ID_123-processed-gene-0.74&CDS=1-2166
2493	OG0002493	YLR321C	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.22-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.22&CDS=1-1275
2494	OG0002494	YLR323C	augustus_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-1.49&CDS=1-660
2495	OG0002495	YLR324W	snap_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-1.25&CDS=1-1653
2496	OG0002496	YLR325C	maker-NODE_6_length_442416_cov_71.3898_ID_11-snap-gene-1.119-mRNA-1_1&gene=maker-NODE_6_length_442416_cov_71.3898_ID_11-snap-gene-1.119&CDS=1-234
2497	OG0002497	YLR326W	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-1.27&CDS=1-939
2498	OG0002498	YLR330W	snap_masked-NODE_37_length_146609_cov_91.3129_ID_73-processed-gene-0.155-mRNA-1_1&gene=snap_masked-NODE_37_length_146609_cov_91.3129_ID_73-processed-gene-0.155&CDS=1-1614
2499	OG0002499	YLR336C	snap_masked-NODE_26_length_209935_cov_74.3309_ID_51-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NODE_26_length_209935_cov_74.3309_ID_51-processed-gene-1.3&CDS=1-3651
2500	OG0002500	YLR337C	snap_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-4.82-mRNA-1_1&gene=snap_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-4.82&CDS=1-2637
2501	OG0002501	YLR340W	snap_masked-NODE_26_length_209935_cov_74.3309_ID_51-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_26_length_209935_cov_74.3309_ID_51-processed-gene-1.2&CDS=1-930
2502	OG0002502	YLR345W	snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-0.54&CDS=1-1524
2503	OG0002503	YLR347C	maker-NODE_4_length_502110_cov_83.9821_ID_7-snap-gene-2.137-mRNA-1_1&gene=maker-NODE_4_length_502110_cov_83.9821_ID_7-snap-gene-2.137&CDS=1-3492
2504	OG0002504	YLR348C	snap_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-1.100&CDS=1-915
2505	OG0002505	YLR351C	snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.63&CDS=1-870
2506	OG0002506	YLR352W	maker-NODE_25_length_210900_cov_83.4926_ID_49-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_25_length_210900_cov_83.4926_ID_49-snap-gene-1.0&CDS=1-2484
2507	OG0002507	YLR354C	augustus_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.67&CDS=1-969
2508	OG0002508	YLR355C	snap_masked-NODE_23_length_216985_cov_85.5575_ID_45-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_23_length_216985_cov_85.5575_ID_45-processed-gene-1.64&CDS=1-1191
2509	OG0002509	YLR359W	snap_masked-NODE_23_length_216985_cov_85.5575_ID_45-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_23_length_216985_cov_85.5575_ID_45-processed-gene-0.20&CDS=1-1443
2510	OG0002510	YLR361C	snap_masked-NODE_43_length_126082_cov_69.5649_ID_85-processed-gene-0.153-mRNA-1_1&gene=snap_masked-NODE_43_length_126082_cov_69.5649_ID_85-processed-gene-0.153&CDS=1-1785
2511	OG0002511	YLR363C	maker-NODE_71_length_42630_cov_71.5053_ID_141-augustus-gene-0.58-mRNA-1_1&gene=maker-NODE_71_length_42630_cov_71.5053_ID_141-augustus-gene-0.58&CDS=1-1110
2512	OG0002512	YLR363W-A	snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-1.51&CDS=1-267
2513	OG0002513	YLR364W	augustus_masked-NODE_87_length_9503_cov_91.8198_ID_173-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_87_length_9503_cov_91.8198_ID_173-processed-gene-0.9&CDS=1-315
2514	OG0002514	YLR370C	augustus_masked-NODE_14_length_292203_cov_78.6828_ID_27-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_14_length_292203_cov_78.6828_ID_27-processed-gene-1.106&CDS=1-528
2515	OG0002515	YLR371W	snap_masked-NODE_75_length_32598_cov_71.6768_ID_149-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_75_length_32598_cov_71.6768_ID_149-processed-gene-0.5&CDS=1-4302
