	OrthologID	Pichia_membranifaciens	Saccharomyces_cerevisiae
2627	OG0002627	snap_masked-scaffold_5-processed-gene-5.50-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.50&CDS=1-1668	YML069W
2628	OG0002628	genemark-scaffold_5-processed-gene-5.87-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.87&CDS=1-2805	YDR089W
2629	OG0002629	augustus_masked-scaffold_5-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.29&CDS=1-1389	YLR085C
2630	OG0002630	snap_masked-scaffold_5-processed-gene-5.68-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.68&CDS=1-2322	YLR277C
2631	OG0002631	snap_masked-scaffold_5-processed-gene-5.54-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.54&CDS=1-264	YLR438C-A
2632	OG0002632	augustus_masked-scaffold_5-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.31&CDS=1-4557	YML059C
2633	OG0002633	snap_masked-scaffold_5-processed-gene-5.55-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.55&CDS=1-6168	YKL182W
2634	OG0002634	snap_masked-scaffold_5-processed-gene-5.56-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.56&CDS=1-2265	YDL164C
2635	OG0002635	augustus_masked-scaffold_5-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.32&CDS=1-4443	YJL010C
2636	OG0002636	snap_masked-scaffold_5-processed-gene-6.29-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.29&CDS=1-1500	YLR005W
2637	OG0002637	genemark-scaffold_5-processed-gene-6.72-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.72&CDS=1-2547	YOR211C
2638	OG0002638	snap_masked-scaffold_5-processed-gene-6.31-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.31&CDS=1-294	YHR087W
2639	OG0002639	augustus_masked-scaffold_5-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.4&CDS=1-753	YHR038W
2640	OG0002640	snap_masked-scaffold_5-processed-gene-6.51-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.51&CDS=1-1917	YHR039C
2641	OG0002641	maker-scaffold_5-augustus-gene-6.117-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-6.117&CDS=1-2895	YKR035W-A
2642	OG0002642	augustus_masked-scaffold_5-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.17&CDS=1-5217	YOR005C
2643	OG0002643	augustus_masked-scaffold_5-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.18&CDS=1-2790	YMR262W
2644	OG0002644	snap_masked-scaffold_5-processed-gene-6.59-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.59&CDS=1-1182	YGR193C
2645	OG0002645	snap_masked-scaffold_5-processed-gene-6.35-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.35&CDS=1-2049	YLR002C
2646	OG0002646	snap_masked-scaffold_5-processed-gene-6.60-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.60&CDS=1-2985	YHR082C
2647	OG0002647	augustus_masked-scaffold_5-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.23&CDS=1-3306	YML068W
2648	OG0002648	snap_masked-scaffold_5-processed-gene-6.38-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.38&CDS=1-3711	YLR084C
2649	OG0002649	snap_masked-scaffold_5-processed-gene-6.39-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.39&CDS=1-2046	YDR108W
2650	OG0002650	augustus_masked-scaffold_5-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.24&CDS=1-3990	YMR012W
2651	OG0002651	augustus_masked-scaffold_5-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.27&CDS=1-4413	YNL142W
2652	OG0002652	augustus_masked-scaffold_5-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.13&CDS=1-1830	YPL075W
2653	OG0002653	snap_masked-scaffold_5-processed-gene-6.69-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.69&CDS=1-3819	YBL007C
2654	OG0002654	snap_masked-scaffold_5-processed-gene-6.47-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.47&CDS=1-2271	YGL178W
2655	OG0002655	snap_masked-scaffold_5-processed-gene-6.48-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.48&CDS=1-1521	YBR286W
2656	OG0002656	snap_masked-scaffold_5-processed-gene-7.53-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.53&CDS=1-2985	YBL037W
2657	OG0002657	augustus_masked-scaffold_5-processed-gene-7.97-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.97&CDS=1-2703	YBL036C
2658	OG0002658	snap_masked-scaffold_5-processed-gene-7.58-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.58&CDS=1-732	YDL051W
2659	OG0002659	snap_masked-scaffold_5-processed-gene-7.59-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.59&CDS=1-1845	YBL035C
2660	OG0002660	snap_masked-scaffold_5-processed-gene-7.78-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.78&CDS=1-2082	YBR086C
2661	OG0002661	snap_masked-scaffold_5-processed-gene-7.64-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.64&CDS=1-4338	YDL112W
2662	OG0002662	snap_masked-scaffold_5-processed-gene-7.82-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.82&CDS=1-882	YDL111C
2663	OG0002663	augustus_masked-scaffold_5-processed-gene-7.104-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.104&CDS=1-4869	YMR190C
2664	OG0002664	snap_masked-scaffold_5-processed-gene-7.66-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.66&CDS=1-2379	YGL234W
2665	OG0002665	maker-scaffold_5-snap-gene-7.2-mRNA-1_1&gene=maker-scaffold_5-snap-gene-7.2&CDS=1-2289	YDR034C
2666	OG0002666	snap_masked-scaffold_5-processed-gene-7.72-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.72&CDS=1-1572	YBL015W
2667	OG0002667	snap_masked-scaffold_5-processed-gene-7.73-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.73&CDS=1-738	YDR226W
2668	OG0002668	augustus_masked-scaffold_5-processed-gene-7.126-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.126&CDS=1-1569	YJL053W
2669	OG0002669	maker-scaffold_5-snap-gene-7.3-mRNA-1_1&gene=maker-scaffold_5-snap-gene-7.3&CDS=1-3975	YBR080C
2670	OG0002670	augustus_masked-scaffold_5-processed-gene-7.129-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.129&CDS=1-738	YBR261C
2671	OG0002671	maker-scaffold_5-augustus-gene-8.97-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-8.97&CDS=1-1074	YDR510W
2672	OG0002672	snap_masked-scaffold_5-processed-gene-8.82-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.82&CDS=1-2748	YIL137C
2673	OG0002673	maker-scaffold_5-snap-gene-8.1-mRNA-1_1&gene=maker-scaffold_5-snap-gene-8.1&CDS=1-3405	YNL081C
2674	OG0002674	snap_masked-scaffold_5-processed-gene-8.61-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.61&CDS=1-909	YDL052C
2675	OG0002675	snap_masked-scaffold_5-processed-gene-8.65-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.65&CDS=1-1788	YAL067C
2676	OG0002676	snap_masked-scaffold_5-processed-gene-8.66-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.66&CDS=1-1362	YJL213W
2677	OG0002677	snap_masked-scaffold_5-processed-gene-8.68-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.68&CDS=1-1656	YPL208W
2678	OG0002678	augustus_masked-scaffold_5-processed-gene-8.133-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.133&CDS=1-795	YGL098W
2679	OG0002679	snap_masked-scaffold_5-processed-gene-8.69-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.69&CDS=1-1263	YFR024C-A
2680	OG0002680	snap_masked-scaffold_5-processed-gene-8.88-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.88&CDS=1-891	YGL154C
2681	OG0002681	snap_masked-scaffold_5-processed-gene-8.70-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.70&CDS=1-2262	YMR167W
2682	OG0002682	snap_masked-scaffold_5-processed-gene-8.89-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.89&CDS=1-1140	YMR166C
2683	OG0002683	snap_masked-scaffold_5-processed-gene-8.90-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.90&CDS=1-4236	YPL006W
2684	OG0002684	augustus_masked-scaffold_5-processed-gene-8.118-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.118&CDS=1-3348	YNL168C
2685	OG0002685	snap_masked-scaffold_5-processed-gene-8.73-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.73&CDS=1-1425	YDR190C
2686	OG0002686	snap_masked-scaffold_5-processed-gene-8.91-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.91&CDS=1-2007	YDR189W
2687	OG0002687	snap_masked-scaffold_5-processed-gene-8.92-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.92&CDS=1-249	YLR038C
2688	OG0002688	snap_masked-scaffold_5-processed-gene-8.75-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.75&CDS=1-1938	YLL035W
2689	OG0002689	augustus_masked-scaffold_5-processed-gene-8.122-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.122&CDS=1-1035	YGL040C
2690	OG0002690	augustus_masked-scaffold_5-processed-gene-8.140-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.140&CDS=1-684	YMR077C
2691	OG0002691	snap_masked-scaffold_5-processed-gene-8.77-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.77&CDS=1-597	YMR269W
2692	OG0002692	snap_masked-scaffold_5-processed-gene-8.80-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.80&CDS=1-4785	YML103C
2693	OG0002693	snap_masked-scaffold_5-processed-gene-8.81-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.81&CDS=1-1563	YER082C
2694	OG0002694	snap_masked-scaffold_5-processed-gene-8.95-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.95&CDS=1-2853	YIL075C
2695	OG0002695	augustus_masked-scaffold_5-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.128&CDS=1-732	YGL123W
2696	OG0002696	snap_masked-scaffold_5-processed-gene-9.102-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.102&CDS=1-933	YJL116C
2697	OG0002697	snap_masked-scaffold_5-processed-gene-9.103-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.103&CDS=1-3417	YGL156W
2698	OG0002698	snap_masked-scaffold_5-processed-gene-9.137-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.137&CDS=1-786	YNL213C
2699	OG0002699	snap_masked-scaffold_5-processed-gene-9.110-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.110&CDS=1-2493	YNL212W
2700	OG0002700	snap_masked-scaffold_5-processed-gene-9.111-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.111&CDS=1-291	YDR377W
2701	OG0002701	maker-scaffold_5-augustus-gene-9.3-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-9.3&CDS=1-2247	YDR376W
2702	OG0002702	snap_masked-scaffold_5-processed-gene-9.113-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.113&CDS=1-699	YPR037C
2703	OG0002703	snap_masked-scaffold_5-processed-gene-9.140-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.140&CDS=1-2985	YJL204C
2704	OG0002704	augustus_masked-scaffold_5-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.68&CDS=1-1581	YDR182W
2705	OG0002705	augustus_masked-scaffold_5-processed-gene-9.69-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.69&CDS=1-2709	YDL113C
2706	OG0002706	snap_masked-scaffold_5-processed-gene-9.141-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.141&CDS=1-1506	YKL221W
2707	OG0002707	snap_masked-scaffold_5-processed-gene-9.121-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.121&CDS=1-270	YLL018C-A
2708	OG0002708	genemark-scaffold_5-processed-gene-9.22-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.22&CDS=1-2676	YLL019C
2709	OG0002709	snap_masked-scaffold_5-processed-gene-9.127-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.127&CDS=1-726	YBL041W
2710	OG0002710	snap_masked-scaffold_5-processed-gene-9.143-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.143&CDS=1-636	YBL040C
2711	OG0002711	augustus_masked-scaffold_5-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.75&CDS=1-462	YJR104C
2712	OG0002712	genemark-scaffold_5-processed-gene-9.49-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.49&CDS=1-1083	YJR100C
2713	OG0002713	augustus_masked-scaffold_5-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.76&CDS=1-768	YJR101W
2714	OG0002714	snap_masked-scaffold_5-processed-gene-9.128-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.128&CDS=1-669	YJR102C
2715	OG0002715	maker-scaffold_5-snap-gene-9.58-mRNA-1_1&gene=maker-scaffold_5-snap-gene-9.58&CDS=1-204	YJL205C
2716	OG0002716	snap_masked-scaffold_5-processed-gene-9.131-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.131&CDS=1-1086	YOR311C
2717	OG0002717	snap_masked-scaffold_5-processed-gene-9.147-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.147&CDS=1-1725	YBL039C
2718	OG0002718	snap_masked-scaffold_5-processed-gene-9.148-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.148&CDS=1-2250	YGL022W
2719	OG0002719	snap_masked-scaffold_5-processed-gene-9.132-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.132&CDS=1-2184	YGL023C
2720	OG0002720	augustus_masked-scaffold_5-processed-gene-9.101-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.101&CDS=1-2709	YKL216W
2721	OG0002721	genemark-scaffold_5-processed-gene-10.0-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.0&CDS=1-1065	YDL104C
2722	OG0002722	snap_masked-scaffold_5-processed-gene-10.92-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.92&CDS=1-1170	YDL105W
2723	OG0002723	snap_masked-scaffold_5-processed-gene-10.93-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.93&CDS=1-2583	YDL106C
2724	OG0002724	genemark-scaffold_5-processed-gene-10.1-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.1&CDS=1-969	YHR144C
2725	OG0002725	augustus_masked-scaffold_5-processed-gene-10.56-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.56&CDS=1-1308	YJL049W
2726	OG0002726	snap_masked-scaffold_5-processed-gene-10.117-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.117&CDS=1-3237	YJL050W
2727	OG0002727	augustus_masked-scaffold_5-processed-gene-10.77-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.77&CDS=1-3399	YER151C
2728	OG0002728	maker-scaffold_5-augustus-gene-10.47-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-10.47&CDS=1-8235	YCR093W
2729	OG0002729	snap_masked-scaffold_5-processed-gene-10.103-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.103&CDS=1-702	YDR177W
2730	OG0002730	snap_masked-scaffold_5-processed-gene-10.119-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.119&CDS=1-1728	YNR051C
2731	OG0002731	snap_masked-scaffold_5-processed-gene-10.120-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.120&CDS=1-2721	YNR052C
2732	OG0002732	maker-scaffold_5-snap-gene-10.44-mRNA-1_1&gene=maker-scaffold_5-snap-gene-10.44&CDS=1-1602	YNR053C
2733	OG0002733	snap_masked-scaffold_5-processed-gene-10.106-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.106&CDS=1-1797	YKR002W
2734	OG0002734	snap_masked-scaffold_5-processed-gene-10.124-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.124&CDS=1-3225	YGR218W
2735	OG0002735	augustus_masked-scaffold_5-processed-gene-10.85-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.85&CDS=1-1230	YMR097C
2736	OG0002736	augustus_masked-scaffold_5-processed-gene-10.68-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.68&CDS=1-882	YKL110C
2737	OG0002737	snap_masked-scaffold_5-processed-gene-10.111-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.111&CDS=1-612	YOR367W
2738	OG0002738	augustus_masked-scaffold_5-processed-gene-10.74-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.74&CDS=1-1185	YOL065C
2739	OG0002739	augustus_masked-scaffold_5-processed-gene-10.89-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.89&CDS=1-561	YCL001W
2740	OG0002740	genemark-scaffold_5-processed-gene-10.23-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.23&CDS=1-4980	YDR030C
2741	OG0002741	snap_masked-scaffold_5-processed-gene-10.128-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.128&CDS=1-3660	YJL074C
2742	OG0002742	snap_masked-scaffold_5-processed-gene-10.129-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.129&CDS=1-1218	YDR019C
2743	OG0002743	snap_masked-scaffold_5-processed-gene-11.54-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.54&CDS=1-1545	YOL137W
2744	OG0002744	augustus_masked-scaffold_5-processed-gene-11.95-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.95&CDS=1-657	YBL107C
2745	OG0002745	snap_masked-scaffold_5-processed-gene-11.71-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.71&CDS=1-222	YLR395C
2746	OG0002746	maker-scaffold_5-snap-gene-11.0-mRNA-1_1&gene=maker-scaffold_5-snap-gene-11.0&CDS=1-180	YDL067C
2747	OG0002747	snap_masked-scaffold_5-processed-gene-11.59-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.59&CDS=1-2196	YLR396C
2748	OG0002748	maker-scaffold_5-snap-gene-11.4-mRNA-1_1&gene=maker-scaffold_5-snap-gene-11.4&CDS=1-5358	YDR127W
2749	OG0002749	snap_masked-scaffold_5-processed-gene-11.74-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.74&CDS=1-1440	YBR110W
2750	OG0002750	snap_masked-scaffold_5-processed-gene-11.60-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.60&CDS=1-1263	YIL160C
2751	OG0002751	augustus_masked-scaffold_5-processed-gene-11.112-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.112&CDS=1-1542	YJL002C
2752	OG0002752	maker-scaffold_5-snap-gene-11.2-mRNA-1_1&gene=maker-scaffold_5-snap-gene-11.2&CDS=1-2454	YKL078W
2753	OG0002753	snap_masked-scaffold_5-processed-gene-11.77-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.77&CDS=1-3726	YER176W
2754	OG0002754	snap_masked-scaffold_5-processed-gene-11.79-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.79&CDS=1-831	YDR384C
2755	OG0002755	snap_masked-scaffold_5-processed-gene-11.65-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.65&CDS=1-1137	YPL050C
2756	OG0002756	maker-scaffold_5-snap-gene-11.3-mRNA-1_1&gene=maker-scaffold_5-snap-gene-11.3&CDS=1-1368	YPL054W
2757	OG0002757	augustus_masked-scaffold_5-processed-gene-11.116-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.116&CDS=1-1926	YPL093W
2758	OG0002758	snap_masked-scaffold_5-processed-gene-11.67-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.67&CDS=1-747	YMR188C
2759	OG0002759	snap_masked-scaffold_5-processed-gene-11.81-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.81&CDS=1-894	YIR011C
2760	OG0002760	maker-scaffold_5-augustus-gene-11.48-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-11.48&CDS=1-1380	YDR472W
2761	OG0002761	snap_masked-scaffold_5-processed-gene-11.68-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.68&CDS=1-612	YHR013C
2762	OG0002762	maker-scaffold_5-snap-gene-11.5-mRNA-1_1&gene=maker-scaffold_5-snap-gene-11.5&CDS=1-1239	YHR012W
2763	OG0002763	augustus_masked-scaffold_5-processed-gene-11.105-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.105&CDS=1-312	YOR020C
2764	OG0002764	snap_masked-scaffold_5-processed-gene-11.86-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.86&CDS=1-1458	YDR473C
2765	OG0002765	genemark-scaffold_5-processed-gene-11.42-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.42&CDS=1-10113	YDR457W
2766	OG0002766	snap_masked-scaffold_5-processed-gene-11.90-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.90&CDS=1-948	YJR008W
2767	OG0002767	snap_masked-scaffold_5-processed-gene-11.91-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.91&CDS=1-2055	YKL043W
2768	OG0002768	snap_masked-scaffold_5-processed-gene-12.35-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-12.35&CDS=1-1260	YOL052C
2769	OG0002769	augustus_masked-scaffold_5-processed-gene-12.0-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.0&CDS=1-1389	YMR091C
2770	OG0002770	snap_masked-scaffold_5-processed-gene-12.34-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-12.34&CDS=1-915	YGR096W
2771	OG0002771	maker-scaffold_5-augustus-gene-12.72-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-12.72&CDS=1-1872	YPR144C
2772	OG0002772	augustus_masked-scaffold_5-processed-gene-12.4-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.4&CDS=1-2235	YHR197W
2773	OG0002773	augustus_masked-scaffold_5-processed-gene-12.5-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.5&CDS=1-663	YGR095C
2774	OG0002774	snap_masked-scaffold_5-processed-gene-12.57-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-12.57&CDS=1-3165	YGR094W
2775	OG0002775	snap_masked-scaffold_5-processed-gene-12.38-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-12.38&CDS=1-1320	YGR091W
2776	OG0002776	augustus_masked-scaffold_5-processed-gene-12.8-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.8&CDS=1-3450	YLL003W
2777	OG0002777	augustus_masked-scaffold_5-processed-gene-12.9-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.9&CDS=1-4911	YLL001W
2778	OG0002778	snap_masked-scaffold_5-processed-gene-12.46-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-12.46&CDS=1-2949	YER041W
2779	OG0002779	snap_masked-scaffold_5-processed-gene-12.50-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-12.50&CDS=1-297	YDL157C
2780	OG0002780	snap_masked-scaffold_5-processed-gene-12.62-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-12.62&CDS=1-1542	YDL156W
2781	OG0002781	augustus_masked-scaffold_5-processed-gene-12.25-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.25&CDS=1-3498	YJL087C
2782	OG0002782	snap_masked-scaffold_5-processed-gene-12.52-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-12.52&CDS=1-1062	YFR045W
2783	OG0002783	snap_masked-scaffold_5-processed-gene-12.65-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-12.65&CDS=1-900	YMR289W
2784	OG0002784	augustus_masked-scaffold_5-processed-gene-12.27-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.27&CDS=1-705	YNL010W
2785	OG0002785	augustus_masked-scaffold_5-processed-gene-12.16-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.16&CDS=1-2088	YPL188W
2786	OG0002786	snap_masked-scaffold_5-processed-gene-12.66-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-12.66&CDS=1-1653	YNL330C
2787	OG0002787	snap_masked-scaffold_5-processed-gene-12.67-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-12.67&CDS=1-999	YNL326C
2788	OG0002788	snap_masked-scaffold_5-processed-gene-12.55-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-12.55&CDS=1-2112	YMR186W
2789	OG0002789	snap_masked-scaffold_5-processed-gene-12.69-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-12.69&CDS=1-1554	YPL072W
2790	OG0002790	augustus_masked-scaffold_5-processed-gene-12.32-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.32&CDS=1-5496	YBR208C
2791	OG0002791	snap_masked-scaffold_5-processed-gene-13.68-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.68&CDS=1-3360	YDL074C
2792	OG0002792	snap_masked-scaffold_5-processed-gene-13.66-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.66&CDS=1-1695	YMR105C
2793	OG0002793	snap_masked-scaffold_5-processed-gene-13.69-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.69&CDS=1-2475	YMR049C
2794	OG0002794	augustus_masked-scaffold_5-processed-gene-13.115-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.115&CDS=1-582	YJR069C
2795	OG0002795	snap_masked-scaffold_5-processed-gene-13.95-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.95&CDS=1-873	YLR205C
2796	OG0002796	maker-scaffold_5-snap-gene-13.0-mRNA-1_1&gene=maker-scaffold_5-snap-gene-13.0&CDS=1-4140	YNL252C
2797	OG0002797	snap_masked-scaffold_5-processed-gene-13.96-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.96&CDS=1-1044	YDR058C
