	OrthologID	Saccharomyces_cerevisiae	Sugiyamaella_lignohabitans
2733	OG0002733	YNL036W	augustus_masked-CP014502.1-processed-gene-13.62-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-13.62&CDS=1-639
2734	OG0002734	YNL037C	maker-CP014501.1-augustus-gene-48.49-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-48.49&CDS=1-1122
2735	OG0002735	YNL039W	augustus_masked-CP014500.1-processed-gene-16.62-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-16.62&CDS=1-2580
2736	OG0002736	YNL040W	augustus_masked-CP014501.1-processed-gene-32.47-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-32.47&CDS=1-1245
2737	OG0002737	YNL041C	augustus_masked-CP014503.1-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-5.77&CDS=1-1935
2738	OG0002738	YNL042W	augustus_masked-CP014503.1-processed-gene-27.116-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-27.116&CDS=1-2376
2739	OG0002739	YNL044W	augustus_masked-CP014501.1-processed-gene-58.145-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-58.145&CDS=1-537
2740	OG0002740	YNL045W	augustus_masked-CP014503.1-processed-gene-21.17-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-21.17&CDS=1-1902
2741	OG0002741	YNL048W	augustus_masked-CP014500.1-processed-gene-25.46-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-25.46&CDS=1-1698
2742	OG0002742	YNL051W	augustus_masked-CP014501.1-processed-gene-24.25-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-24.25&CDS=1-1146
2743	OG0002743	YNL054W	maker-CP014502.1-augustus-gene-2.120-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-2.120&CDS=1-3504
2744	OG0002744	YNL055C	augustus_masked-CP014501.1-processed-gene-46.28-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-46.28&CDS=1-852
2745	OG0002745	YNL056W	maker-CP014500.1-snap-gene-14.44-mRNA-1_1&gene=maker-CP014500.1-snap-gene-14.44&CDS=1-648
2746	OG0002746	YNL059C	augustus_masked-CP014502.1-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-3.30&CDS=1-2232
2747	OG0002747	YNL061W	augustus_masked-CP014502.1-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-3.50&CDS=1-1878
2748	OG0002748	YNL062C	augustus_masked-CP014502.1-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-3.31&CDS=1-1353
2749	OG0002749	YNL063W	genemark-CP014502.1-processed-gene-3.156-mRNA-1_1&gene=genemark-CP014502.1-processed-gene-3.156&CDS=1-909
2750	OG0002750	YNL066W	augustus_masked-CP014502.1-processed-gene-14.33-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-14.33&CDS=1-1236
2751	OG0002751	YNL070W	genemark-CP014503.1-processed-gene-42.55-mRNA-1_1&gene=genemark-CP014503.1-processed-gene-42.55&CDS=1-171
2752	OG0002752	YNL071W	maker-CP014503.1-augustus-gene-47.103-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-47.103&CDS=1-1440
2753	OG0002753	YNL072W	augustus_masked-CP014503.1-processed-gene-44.43-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-44.43&CDS=1-990
2754	OG0002754	YNL073W	maker-CP014503.1-augustus-gene-44.8-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-44.8&CDS=1-1716
2755	OG0002755	YNL075W	augustus_masked-CP014500.1-processed-gene-24.25-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-24.25&CDS=1-849
2756	OG0002756	YNL080C	augustus_masked-CP014501.1-processed-gene-53.80-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-53.80&CDS=1-684
2757	OG0002757	YNL081C	maker-CP014501.1-augustus-gene-53.106-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-53.106&CDS=1-363
2758	OG0002758	YNL082W	augustus_masked-CP014503.1-processed-gene-23.55-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-23.55&CDS=1-2631
2759	OG0002759	YNL083W	augustus_masked-CP014503.1-processed-gene-14.9-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-14.9&CDS=1-1788
2760	OG0002760	YNL084C	augustus_masked-CP014501.1-processed-gene-31.120-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-31.120&CDS=1-1245
2761	OG0002761	YNL085W	snap_masked-CP014501.1-processed-gene-15.94-mRNA-1_1&gene=snap_masked-CP014501.1-processed-gene-15.94&CDS=1-2235
2762	OG0002762	YNL088W	maker-CP014500.1-augustus-gene-24.36-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-24.36&CDS=1-4836
2763	OG0002763	YNL090W	maker-CP014501.1-snap-gene-16.67-mRNA-1_1&gene=maker-CP014501.1-snap-gene-16.67&CDS=1-585
2764	OG0002764	YNL091W	maker-CP014501.1-snap-gene-16.73-mRNA-1_1&gene=maker-CP014501.1-snap-gene-16.73&CDS=1-3303
2765	OG0002765	YNL092W	augustus_masked-CP014501.1-processed-gene-21.26-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-21.26&CDS=1-1128
2766	OG0002766	YNL094W	augustus_masked-CP014500.1-processed-gene-26.203-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-26.203&CDS=1-2358
2767	OG0002767	YNL099C	augustus_masked-CP014502.1-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-8.73&CDS=1-1104
2768	OG0002768	YNL102W	genemark-CP014502.1-processed-gene-19.133-mRNA-1_1&gene=genemark-CP014502.1-processed-gene-19.133&CDS=1-4188
2769	OG0002769	YNL104C	augustus_masked-CP014503.1-processed-gene-18.113-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-18.113&CDS=1-1728
2770	OG0002770	YNL107W	augustus_masked-CP014503.1-processed-gene-18.114-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-18.114&CDS=1-687
2771	OG0002771	YNL110C	augustus_masked-CP014501.1-processed-gene-50.71-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-50.71&CDS=1-894
2772	OG0002772	YNL113W	maker-CP014503.1-augustus-gene-40.83-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-40.83&CDS=1-411
2773	OG0002773	YNL115C	augustus_masked-CP014500.1-processed-gene-11.40-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-11.40&CDS=1-2664
2774	OG0002774	YNL118C	maker-CP014503.1-augustus-gene-35.69-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-35.69&CDS=1-3654
2775	OG0002775	YNL119W	augustus_masked-CP014503.1-processed-gene-27.134-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-27.134&CDS=1-1215
2776	OG0002776	YNL123W	augustus_masked-CP014501.1-processed-gene-23.79-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-23.79&CDS=1-3216
2777	OG0002777	YNL124W	augustus_masked-CP014501.1-processed-gene-19.50-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-19.50&CDS=1-1695
2778	OG0002778	YNL126W	augustus_masked-CP014501.1-processed-gene-58.172-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-58.172&CDS=1-2484
2779	OG0002779	YNL127W	augustus_masked-CP014501.1-processed-gene-50.56-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-50.56&CDS=1-2646
2780	OG0002780	YNL128W	augustus_masked-CP014501.1-processed-gene-50.55-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-50.55&CDS=1-1023
2781	OG0002781	YNL129W	augustus_masked-CP014502.1-processed-gene-15.36-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-15.36&CDS=1-738
2782	OG0002782	YNL131W	augustus_masked-CP014501.1-processed-gene-57.49-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-57.49&CDS=1-444
2783	OG0002783	YNL132W	augustus_masked-CP014501.1-processed-gene-20.64-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-20.64&CDS=1-3111
2784	OG0002784	YNL135C	augustus_masked-CP014501.1-processed-gene-33.23-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-33.23&CDS=1-324
2785	OG0002785	YNL136W	augustus_masked-CP014501.1-processed-gene-33.40-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-33.40&CDS=1-1392
2786	OG0002786	YNL137C	augustus_masked-CP014502.1-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-3.29&CDS=1-1581
2787	OG0002787	YNL138W	augustus_masked-CP014502.1-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-3.49&CDS=1-1746
2788	OG0002788	YNL138W-A	maker-CP014503.1-snap-gene-35.63-mRNA-1_1&gene=maker-CP014503.1-snap-gene-35.63&CDS=1-252
2789	OG0002789	YNL139C	maker-CP014503.1-snap-gene-35.66-mRNA-1_1&gene=maker-CP014503.1-snap-gene-35.66&CDS=1-5892
2790	OG0002790	YNL141W	augustus_masked-CP014500.1-processed-gene-15.13-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-15.13&CDS=1-1053
2791	OG0002791	YNL147W	augustus_masked-CP014501.1-processed-gene-44.34-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-44.34&CDS=1-468
2792	OG0002792	YNL148C	augustus_masked-CP014501.1-processed-gene-44.18-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-44.18&CDS=1-735
2793	OG0002793	YNL151C	augustus_masked-CP014501.1-processed-gene-35.74-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-35.74&CDS=1-690
2794	OG0002794	YNL152W	maker-CP014503.1-augustus-gene-25.95-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-25.95&CDS=1-2157
2795	OG0002795	YNL153C	augustus_masked-CP014503.1-processed-gene-17.67-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-17.67&CDS=1-390
2796	OG0002796	YNL155W	maker-CP014501.1-augustus-gene-31.81-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-31.81&CDS=1-789
2797	OG0002797	YNL161W	augustus_masked-CP014502.1-processed-gene-20.25-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-20.25&CDS=1-2238
2798	OG0002798	YNL163C	augustus_masked-CP014501.1-processed-gene-32.33-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-32.33&CDS=1-3105
2799	OG0002799	YNL168C	augustus_masked-CP014501.1-processed-gene-12.18-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-12.18&CDS=1-702
2800	OG0002800	YNL169C	augustus_masked-CP014501.1-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-12.20&CDS=1-1905
2801	OG0002801	YNL172W	maker-CP014501.1-augustus-gene-12.48-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-12.48&CDS=1-4818
2802	OG0002802	YNL175C	augustus_masked-CP014501.1-processed-gene-14.13-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-14.13&CDS=1-1182
2803	OG0002803	YNL177C	augustus_masked-CP014500.1-processed-gene-26.198-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-26.198&CDS=1-966
2804	OG0002804	YNL178W	augustus_masked-CP014500.1-processed-gene-26.236-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-26.236&CDS=1-759
2805	OG0002805	YNL181W	augustus_masked-CP014500.1-processed-gene-17.19-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-17.19&CDS=1-1278
2806	OG0002806	YNL182C	augustus_masked-CP014500.1-processed-gene-17.36-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-17.36&CDS=1-1434
2807	OG0002807	YNL183C	maker-CP014500.1-augustus-gene-18.32-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-18.32&CDS=1-2115
2808	OG0002808	YNL185C	maker-CP014500.1-augustus-gene-18.33-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-18.33&CDS=1-438
2809	OG0002809	YNL186W	augustus_masked-CP014500.1-processed-gene-18.23-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-18.23&CDS=1-2250
2810	OG0002810	YNL189W	augustus_masked-CP014500.1-processed-gene-14.29-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-14.29&CDS=1-1632
2811	OG0002811	YNL191W	augustus_masked-CP014502.1-processed-gene-13.78-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-13.78&CDS=1-1059
2812	OG0002812	YNL192W	maker-CP014500.1-augustus-gene-2.68-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-2.68&CDS=1-3405
2813	OG0002813	YNL200C	augustus_masked-CP014501.1-processed-gene-18.40-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-18.40&CDS=1-702
2814	OG0002814	YNL201C	maker-CP014501.1-augustus-gene-58.123-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-58.123&CDS=1-3018
2815	OG0002815	YNL206C	augustus_masked-CP014503.1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-0.103&CDS=1-1116
2816	OG0002816	YNL207W	maker-CP014503.1-augustus-gene-26.16-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-26.16&CDS=1-1269
2817	OG0002817	YNL209W	augustus_masked-CP014501.1-processed-gene-28.39-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-28.39&CDS=1-1848
2818	OG0002818	YNL212W	augustus_masked-CP014503.1-processed-gene-36.126-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-36.126&CDS=1-2460
2819	OG0002819	YNL213C	augustus_masked-CP014503.1-processed-gene-36.107-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-36.107&CDS=1-771
2820	OG0002820	YNL217W	augustus_masked-CP014501.1-processed-gene-17.87-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-17.87&CDS=1-1224
2821	OG0002821	YNL218W	augustus_masked-CP014501.1-processed-gene-17.95-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-17.95&CDS=1-1839
2822	OG0002822	YNL219C	maker-CP014501.1-snap-gene-39.89-mRNA-1_1&gene=maker-CP014501.1-snap-gene-39.89&CDS=1-2034
2823	OG0002823	YNL220W	maker-CP014501.1-augustus-gene-39.98-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-39.98&CDS=1-1281
2824	OG0002824	YNL221C	augustus_masked-CP014501.1-processed-gene-39.137-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-39.137&CDS=1-2454
2825	OG0002825	YNL222W	maker-CP014502.1-augustus-gene-14.9-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-14.9&CDS=1-582
2826	OG0002826	YNL223W	augustus_masked-CP014503.1-processed-gene-48.130-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-48.130&CDS=1-2019
2827	OG0002827	YNL224C	augustus_masked-CP014503.1-processed-gene-48.129-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-48.129&CDS=1-2376
2828	OG0002828	YNL227C	augustus_masked-CP014501.1-processed-gene-25.21-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-25.21&CDS=1-1581
2829	OG0002829	YNL229C	augustus_masked-CP014501.1-processed-gene-58.127-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-58.127&CDS=1-969
2830	OG0002830	YNL231C	augustus_masked-CP014503.1-processed-gene-45.8-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-45.8&CDS=1-1110
2831	OG0002831	YNL232W	augustus_masked-CP014503.1-processed-gene-19.102-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-19.102&CDS=1-825
2832	OG0002832	YNL233W	augustus_masked-CP014503.1-processed-gene-19.105-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-19.105&CDS=1-3735
2833	OG0002833	YNL234W	genemark-CP014503.1-processed-gene-19.15-mRNA-1_1&gene=genemark-CP014503.1-processed-gene-19.15&CDS=1-777
2834	OG0002834	YNL236W	augustus_masked-CP014503.1-processed-gene-19.91-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-19.91&CDS=1-2640
2835	OG0002835	YNL237W	augustus_masked-CP014501.1-processed-gene-57.59-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-57.59&CDS=1-1383
2836	OG0002836	YNL238W	augustus_masked-CP014503.1-processed-gene-11.24-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-11.24&CDS=1-2838
2837	OG0002837	YNL239W	augustus_masked-CP014503.1-processed-gene-42.94-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-42.94&CDS=1-1503
2838	OG0002838	YNL240C	augustus_masked-CP014501.1-processed-gene-57.42-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-57.42&CDS=1-1569
2839	OG0002839	YNL241C	maker-CP014501.1-augustus-gene-57.34-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-57.34&CDS=1-1539
2840	OG0002840	YNL242W	maker-CP014503.1-augustus-gene-9.38-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-9.38&CDS=1-5256
2841	OG0002841	YNL243W	augustus_masked-CP014501.1-processed-gene-14.6-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-14.6&CDS=1-3168
2842	OG0002842	YNL244C	augustus_masked-CP014501.1-processed-gene-11.8-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-11.8&CDS=1-330
2843	OG0002843	YNL245C	augustus_masked-CP014501.1-processed-gene-39.107-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-39.107&CDS=1-1311
2844	OG0002844	YNL247W	augustus_masked-CP014501.1-processed-gene-54.113-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-54.113&CDS=1-2391
2845	OG0002845	YNL248C	augustus_masked-CP014501.1-processed-gene-9.62-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-9.62&CDS=1-1236
2846	OG0002846	YNL250W	augustus_masked-CP014500.1-processed-gene-12.104-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-12.104&CDS=1-3993
2847	OG0002847	YNL251C	augustus_masked-CP014501.1-processed-gene-54.125-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-54.125&CDS=1-1890
2848	OG0002848	YNL252C	augustus_masked-CP014501.1-processed-gene-54.106-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-54.106&CDS=1-927
2849	OG0002849	YNL253W	augustus_masked-CP014501.1-processed-gene-54.124-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-54.124&CDS=1-1026
2850	OG0002850	YNL256W	augustus_masked-CP014501.1-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-1.61&CDS=1-2454
2851	OG0002851	YNL259C	augustus_masked-CP014503.1-processed-gene-46.55-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-46.55&CDS=1-222
2852	OG0002852	YNL260C	augustus_masked-CP014500.1-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-3.30&CDS=1-450
2853	OG0002853	YNL261W	augustus_masked-CP014500.1-processed-gene-8.6-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-8.6&CDS=1-1410
2854	OG0002854	YNL262W	augustus_masked-CP014500.1-processed-gene-8.5-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-8.5&CDS=1-6684
2855	OG0002855	YNL263C	augustus_masked-CP014503.1-processed-gene-16.62-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-16.62&CDS=1-1026
2856	OG0002856	YNL265C	maker-CP014500.1-augustus-gene-8.41-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-8.41&CDS=1-867
2857	OG0002857	YNL267W	augustus_masked-CP014501.1-processed-gene-34.29-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-34.29&CDS=1-3135
2858	OG0002858	YNL271C	maker-CP014501.1-snap-gene-17.66-mRNA-1_1&gene=maker-CP014501.1-snap-gene-17.66&CDS=1-5784
2859	OG0002859	YNL272C	augustus_masked-CP014503.1-processed-gene-11.2-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-11.2&CDS=1-2067
2860	OG0002860	YNL273W	maker-CP014500.1-augustus-gene-25.4-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-25.4&CDS=1-3342
2861	OG0002861	YNL275W	genemark-CP014501.1-processed-gene-45.39-mRNA-1_1&gene=genemark-CP014501.1-processed-gene-45.39&CDS=1-2046
2862	OG0002862	YNL277W	augustus_masked-CP014503.1-processed-gene-24.66-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-24.66&CDS=1-1503
2863	OG0002863	YNL279W	augustus_masked-CP014500.1-processed-gene-19.120-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-19.120&CDS=1-2271
2864	OG0002864	YNL280C	augustus_masked-CP014500.1-processed-gene-9.90-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-9.90&CDS=1-1278
2865	OG0002865	YNL282W	augustus_masked-CP014503.1-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-6.59&CDS=1-666
2866	OG0002866	YNL284C	augustus_masked-CP014501.1-processed-gene-18.10-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-18.10&CDS=1-867
2867	OG0002867	YNL286W	maker-CP014502.1-augustus-gene-10.0-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-10.0&CDS=1-1131
2868	OG0002868	YNL287W	augustus_masked-CP014500.1-processed-gene-24.31-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-24.31&CDS=1-2796
2869	OG0002869	YNL288W	augustus_masked-CP014501.1-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-2.109&CDS=1-1326
2870	OG0002870	YNL290W	maker-CP014501.1-augustus-gene-2.125-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-2.125&CDS=1-1035
2871	OG0002871	YNL291C	augustus_masked-CP014501.1-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-2.95&CDS=1-1644
2872	OG0002872	YNL292W	augustus_masked-CP014501.1-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-2.116&CDS=1-1101
2873	OG0002873	YNL297C	maker-CP014502.1-augustus-gene-7.40-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-7.40&CDS=1-4884
2874	OG0002874	YNL305C	augustus_masked-CP014500.1-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-4.22&CDS=1-798
2875	OG0002875	YNL306W	augustus_masked-CP014503.1-processed-gene-32.115-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-32.115&CDS=1-666
2876	OG0002876	YNL308C	augustus_masked-CP014503.1-processed-gene-8.8-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-8.8&CDS=1-1722
2877	OG0002877	YNL310C	maker-CP014502.1-augustus-gene-6.41-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-6.41&CDS=1-483
2878	OG0002878	YNL312W	augustus_masked-CP014502.1-processed-gene-21.87-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-21.87&CDS=1-750
2879	OG0002879	YNL313C	augustus_masked-CP014503.1-processed-gene-31.102-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-31.102&CDS=1-2643
2880	OG0002880	YNL315C	maker-CP014503.1-augustus-gene-27.103-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-27.103&CDS=1-912
2881	OG0002881	YNL316C	maker-CP014503.1-augustus-gene-26.17-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-26.17&CDS=1-894
2882	OG0002882	YNL317W	augustus_masked-CP014500.1-processed-gene-15.27-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-15.27&CDS=1-1401
2883	OG0002883	YNL320W	maker-CP014500.1-augustus-gene-14.1-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-14.1&CDS=1-903
2884	OG0002884	YNL321W	augustus_masked-CP014501.1-processed-gene-52.118-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-52.118&CDS=1-3546
2885	OG0002885	YNL325C	augustus_masked-CP014503.1-processed-gene-48.131-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-48.131&CDS=1-3171
2886	OG0002886	YNL326C	maker-CP014501.1-augustus-gene-25.2-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-25.2&CDS=1-1152
2887	OG0002887	YNL329C	augustus_masked-CP014501.1-processed-gene-37.103-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-37.103&CDS=1-3795
2888	OG0002888	YNL330C	augustus_masked-CP014502.1-processed-gene-12.142-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-12.142&CDS=1-1377
2889	OG0002889	YNR001C	augustus_masked-CP014500.1-processed-gene-13.89-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-13.89&CDS=1-1398
2890	OG0002890	YNR003C	augustus_masked-CP014502.1-processed-gene-21.110-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-21.110&CDS=1-975
2891	OG0002891	YNR006W	augustus_masked-CP014500.1-processed-gene-8.24-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-8.24&CDS=1-1758
2892	OG0002892	YNR007C	augustus_masked-CP014500.1-processed-gene-5.59-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-5.59&CDS=1-1044
2893	OG0002893	YNR008W	augustus_masked-CP014503.1-processed-gene-46.60-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-46.60&CDS=1-2055
2894	OG0002894	YNR011C	augustus_masked-CP014503.1-processed-gene-20.101-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-20.101&CDS=1-3291
2895	OG0002895	YNR012W	maker-CP014503.1-snap-gene-29.0-mRNA-1_1&gene=maker-CP014503.1-snap-gene-29.0&CDS=1-1422
2896	OG0002896	YNR013C	augustus_masked-CP014503.1-processed-gene-29.34-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-29.34&CDS=1-2550
2897	OG0002897	YNR015W	augustus_masked-CP014503.1-processed-gene-12.49-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-12.49&CDS=1-1164
2898	OG0002898	YNR016C	maker-CP014500.1-snap-gene-1.44-mRNA-1_1&gene=maker-CP014500.1-snap-gene-1.44&CDS=1-6876
2899	OG0002899	YNR017W	augustus_masked-CP014500.1-processed-gene-15.46-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-15.46&CDS=1-615
2900	OG0002900	YNR018W	augustus_masked-CP014502.1-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-2.91&CDS=1-732
2901	OG0002901	YNR019W	augustus_masked-CP014501.1-processed-gene-40.93-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-40.93&CDS=1-1803
2902	OG0002902	YNR020C	augustus_masked-CP014501.1-processed-gene-40.110-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-40.110&CDS=1-702
