	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034648_Candida_restingae
2470	OG0002470	YLR429W	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-6.1-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-6.1&CDS=1-1959
2471	OG0002471	YLR430W	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-3.63-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-3.63&CDS=1-5910
2472	OG0002472	YLR433C	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-6.13-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-6.13&CDS=1-1731
2473	OG0002473	YLR435W	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-6.25-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-6.25&CDS=1-597
2474	OG0002474	YLR438C-A	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-2.32&CDS=1-258
2475	OG0002475	YLR438W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-7.80-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-7.80&CDS=1-1293
2476	OG0002476	YLR439W	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-2.9-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-2.9&CDS=1-873
2477	OG0002477	YLR443W	genemark-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-7.13-mRNA-1_1&gene=genemark-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-7.13&CDS=1-1320
2478	OG0002478	YLR447C	snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-0.55&CDS=1-1044
2479	OG0002479	YLR449W	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-2.73&CDS=1-1254
2480	OG0002480	YLR451W	genemark-NODE_20_length_230954_cov_29.1452_ID_39-processed-gene-1.143-mRNA-1_1&gene=genemark-NODE_20_length_230954_cov_29.1452_ID_39-processed-gene-1.143&CDS=1-2958
2481	OG0002481	YLR452C	snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-1.169-mRNA-1_1&gene=snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-1.169&CDS=1-1938
2482	OG0002482	YLR455W	snap_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-0.8&CDS=1-1089
2483	OG0002483	YLR459W	snap_masked-NODE_20_length_230954_cov_29.1452_ID_39-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_20_length_230954_cov_29.1452_ID_39-processed-gene-1.103&CDS=1-1248
2484	OG0002484	YML001W	snap_masked-NODE_31_length_57386_cov_22.3926_ID_61-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_31_length_57386_cov_22.3926_ID_61-processed-gene-0.14&CDS=1-645
2485	OG0002485	YML002W	snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-4.87-mRNA-1_1&gene=snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-4.87&CDS=1-3558
2486	OG0002486	YML005W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-0.43&CDS=1-1332
2487	OG0002487	YML007W	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-2.57&CDS=1-1539
2488	OG0002488	YML008C	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-10.205-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-10.205&CDS=1-1131
2489	OG0002489	YML009C	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.79&CDS=1-213
2490	OG0002490	YML010W	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.123-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.123&CDS=1-2766
2491	OG0002491	YML012W	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.59&CDS=1-624
2492	OG0002492	YML014W	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-0.31&CDS=1-852
2493	OG0002493	YML015C	genemark-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-0.16&CDS=1-693
2494	OG0002494	YML018C	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.85&CDS=1-1227
2495	OG0002495	YML019W	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.84&CDS=1-1023
2496	OG0002496	YML020W	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.62&CDS=1-2307
2497	OG0002497	YML021C	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.83&CDS=1-993
2498	OG0002498	YML022W	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.125-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.125&CDS=1-552
2499	OG0002499	YML025C	snap_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-0.24&CDS=1-708
2500	OG0002500	YML030W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-1.101&CDS=1-444
2501	OG0002501	YML031W	snap_masked-NODE_24_length_169180_cov_32.6027_ID_47-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_24_length_169180_cov_32.6027_ID_47-processed-gene-0.95&CDS=1-1875
2502	OG0002502	YML032C	snap_masked-NODE_24_length_169180_cov_32.6027_ID_47-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_24_length_169180_cov_32.6027_ID_47-processed-gene-0.71&CDS=1-1248
2503	OG0002503	YML035C	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.76-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.76&CDS=1-2220
2504	OG0002504	YML036W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-5.43-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-5.43&CDS=1-540
2505	OG0002505	YML038C	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-10.238-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-10.238&CDS=1-1059
2506	OG0002506	YML042W	augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-1.35&CDS=1-1863
2507	OG0002507	YML043C	augustus_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-1.90&CDS=1-1758
2508	OG0002508	YML046W	augustus_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-3.105&CDS=1-1713
2509	OG0002509	YML048W	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-1.51&CDS=1-1110
2510	OG0002510	YML049C	maker-NODE_9_length_597890_cov_22.9962_ID_17-snap-gene-0.24-mRNA-1_1&gene=maker-NODE_9_length_597890_cov_22.9962_ID_17-snap-gene-0.24&CDS=1-3498
2511	OG0002511	YML050W	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-2.73&CDS=1-942
2512	OG0002512	YML052W	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-4.138-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-4.138&CDS=1-792
2513	OG0002513	YML054C	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.174-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.174&CDS=1-1689
2514	OG0002514	YML055W	genemark-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-0.24&CDS=1-480
2515	OG0002515	YML056C	snap_masked-NODE_21_length_209931_cov_23.3478_ID_41-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_21_length_209931_cov_23.3478_ID_41-processed-gene-0.76&CDS=1-1563
2516	OG0002516	YML059C	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-2.7&CDS=1-3915
2517	OG0002517	YML060W	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-3.43-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-3.43&CDS=1-1227
2518	OG0002518	YML064C	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-6.28-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-6.28&CDS=1-594
2519	OG0002519	YML065W	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-6.26-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-6.26&CDS=1-2298
2520	OG0002520	YML067C	augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-5.117&CDS=1-1035
2521	OG0002521	YML068W	augustus_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-3.30&CDS=1-1521
2522	OG0002522	YML069W	augustus_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.79&CDS=1-1605
2523	OG0002523	YML071C	augustus_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-0.68&CDS=1-1212
2524	OG0002524	YML076C	maker-NODE_14_length_538558_cov_20.8153_ID_27-snap-gene-2.76-mRNA-1_1&gene=maker-NODE_14_length_538558_cov_20.8153_ID_27-snap-gene-2.76&CDS=1-2502
2525	OG0002525	YML077W	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-0.17&CDS=1-441
2526	OG0002526	YML080W	snap_masked-NODE_25_length_145781_cov_22.9048_ID_49-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_25_length_145781_cov_22.9048_ID_49-processed-gene-0.61&CDS=1-1257
2527	OG0002527	YML081C-A	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-0.19&CDS=1-186
2528	OG0002528	YML085C	snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.36&CDS=1-1344
2529	OG0002529	YML086C	snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.46&CDS=1-1653
2530	OG0002530	YML092C	maker-NODE_30_length_62318_cov_22.1072_ID_59-snap-gene-0.23-mRNA-1_1&gene=maker-NODE_30_length_62318_cov_22.1072_ID_59-snap-gene-0.23&CDS=1-750
2531	OG0002531	YML093W	snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.34&CDS=1-2553
2532	OG0002532	YML094W	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-4.96-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-4.96&CDS=1-465
2533	OG0002533	YML095C	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-4.138-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-4.138&CDS=1-990
2534	OG0002534	YML096W	snap_masked-NODE_25_length_145781_cov_22.9048_ID_49-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_25_length_145781_cov_22.9048_ID_49-processed-gene-0.92&CDS=1-2034
2535	OG0002535	YML097C	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-5.74-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-5.74&CDS=1-2385
2536	OG0002536	YML098W	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.267-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.267&CDS=1-531
2537	OG0002537	YML099C	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-2.64&CDS=1-2613
2538	OG0002538	YML102W	snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-1.187-mRNA-1_1&gene=snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-1.187&CDS=1-1329
2539	OG0002539	YML103C	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-1.48&CDS=1-4812
2540	OG0002540	YML104C	augustus_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.40&CDS=1-4050
2541	OG0002541	YML105C	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.72-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.72&CDS=1-804
2542	OG0002542	YML108W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-10.61-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-10.61&CDS=1-354
2543	OG0002543	YML110C	augustus_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.73&CDS=1-876
2544	OG0002544	YML112W	snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.122&CDS=1-897
2545	OG0002545	YML114C	snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.91&CDS=1-1494
2546	OG0002546	YML115C	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-8.74-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-8.74&CDS=1-1425
2547	OG0002547	YML121W	snap_masked-NODE_31_length_57386_cov_22.3926_ID_61-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_31_length_57386_cov_22.3926_ID_61-processed-gene-0.17&CDS=1-969
2548	OG0002548	YML123C	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-0.91&CDS=1-1665
2549	OG0002549	YML125C	snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.37&CDS=1-891
2550	OG0002550	YML126C	snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.35&CDS=1-1341
2551	OG0002551	YML127W	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-4.94-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-4.94&CDS=1-1866
2552	OG0002552	YML130C	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-2.82&CDS=1-1716
2553	OG0002553	YML131W	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-8.115-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-8.115&CDS=1-1071
2554	OG0002554	YMR001C	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-9.75-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-9.75&CDS=1-2130
2555	OG0002555	YMR002W	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-6.59-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-6.59&CDS=1-420
2556	OG0002556	YMR004W	maker-NODE_3_length_909521_cov_21.0721_ID_5-snap-gene-0.41-mRNA-1_1&gene=maker-NODE_3_length_909521_cov_21.0721_ID_5-snap-gene-0.41&CDS=1-1851
2557	OG0002557	YMR009W	snap_masked-NODE_34_length_47638_cov_35.8433_ID_67-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_34_length_47638_cov_35.8433_ID_67-processed-gene-0.52&CDS=1-534
2558	OG0002558	YMR010W	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-0.14&CDS=1-963
2559	OG0002559	YMR012W	snap_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-1.134-mRNA-1_1&gene=snap_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-1.134&CDS=1-3819
2560	OG0002560	YMR013C	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.116-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.116&CDS=1-1704
2561	OG0002561	YMR014W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-3.32&CDS=1-1425
2562	OG0002562	YMR015C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-7.107-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-7.107&CDS=1-1518
2563	OG0002563	YMR019W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-2.93&CDS=1-2487
2564	OG0002564	YMR020W	snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.28&CDS=1-1458
2565	OG0002565	YMR022W	snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.27&CDS=1-507
2566	OG0002566	YMR023C	augustus_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-4.10&CDS=1-1530
2567	OG0002567	YMR024W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-0.33&CDS=1-1089
2568	OG0002568	YMR026C	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-2.117&CDS=1-1341
2569	OG0002569	YMR027W	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-1.32&CDS=1-1311
2570	OG0002570	YMR028W	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-1.31&CDS=1-1032
2571	OG0002571	YMR029C	augustus_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_30_length_62318_cov_22.1072_ID_59-processed-gene-0.6&CDS=1-1788
2572	OG0002572	YMR033W	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-0.27&CDS=1-1335
2573	OG0002573	YMR034C	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-2.101-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-2.101&CDS=1-1329
2574	OG0002574	YMR035W	snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-1.168-mRNA-1_1&gene=snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-1.168&CDS=1-462
2575	OG0002575	YMR036C	augustus_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-0.9&CDS=1-2820
2576	OG0002576	YMR039C	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-2.76-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-2.76&CDS=1-363
2577	OG0002577	YMR041C	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-2.74&CDS=1-1041
2578	OG0002578	YMR043W	snap_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-0.9&CDS=1-723
2579	OG0002579	YMR048W	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-4.52-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-4.52&CDS=1-861
2580	OG0002580	YMR049C	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.64&CDS=1-2379
2581	OG0002581	YMR055C	snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-4.84-mRNA-1_1&gene=snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-4.84&CDS=1-951
2582	OG0002582	YMR060C	augustus_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-5.154-mRNA-1_1&gene=augustus_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-5.154&CDS=1-1119
2583	OG0002583	YMR061W	augustus_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-5.180-mRNA-1_1&gene=augustus_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-5.180&CDS=1-2031
2584	OG0002584	YMR062C	snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-0.38&CDS=1-1284
2585	OG0002585	YMR065W	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.70-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.70&CDS=1-1305
2586	OG0002586	YMR068W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-1.108&CDS=1-2685
2587	OG0002587	YMR071C	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-6.76-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-6.76&CDS=1-516
2588	OG0002588	YMR073C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-7.114-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-7.114&CDS=1-561
2589	OG0002589	YMR074C	snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-1.48&CDS=1-378
2590	OG0002590	YMR075W	snap_masked-NODE_17_length_347944_cov_21.2808_ID_33-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NODE_17_length_347944_cov_21.2808_ID_33-processed-gene-2.97&CDS=1-2109
