	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035044_Barnettozyma_californica
2596	OG0002596	YLR355C	genemark-flattened_line_18-processed-gene-3.28-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.28&CDS=1-1182
2597	OG0002597	YLR359W	genemark-flattened_line_12-processed-gene-3.67-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.67&CDS=1-1443
2598	OG0002598	YLR361C	genemark-flattened_line_8-processed-gene-1.38-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.38&CDS=1-1566
2599	OG0002599	YLR362W	genemark-flattened_line_8-processed-gene-2.68-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.68&CDS=1-2046
2600	OG0002600	YLR363C	genemark-flattened_line_0-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.14&CDS=1-798
2601	OG0002601	YLR363W-A	snap_masked-flattened_line_36-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.97&CDS=1-276
2602	OG0002602	YLR364W	augustus_masked-flattened_line_24-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.71&CDS=1-318
2603	OG0002603	YLR370C	snap_masked-flattened_line_8-processed-gene-2.52-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.52&CDS=1-528
2604	OG0002604	YLR371W	genemark-flattened_line_8-processed-gene-2.86-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.86&CDS=1-3783
2605	OG0002605	YLR377C	genemark-flattened_line_12-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.120&CDS=1-1014
2606	OG0002606	YLR378C	maker-flattened_line_12-snap-gene-1.53-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.53&CDS=1-2847
2607	OG0002607	YLR380W	genemark-flattened_line_34-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.99&CDS=1-1284
2608	OG0002608	YLR382C	genemark-flattened_line_34-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.135&CDS=1-2466
2609	OG0002609	YLR383W	snap_masked-flattened_line_34-processed-gene-1.45-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.45&CDS=1-3222
2610	OG0002610	YLR384C	augustus_masked-flattened_line_34-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.165&CDS=1-5877
2611	OG0002611	YLR386W	genemark-flattened_line_20-processed-gene-2.215-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.215&CDS=1-2571
2612	OG0002612	YLR387C	genemark-flattened_line_20-processed-gene-2.159-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.159&CDS=1-1467
2613	OG0002613	YLR389C	augustus_masked-flattened_line_20-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.56&CDS=1-3015
2614	OG0002614	YLR390W	genemark-flattened_line_2-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.14&CDS=1-291
2615	OG0002615	YLR393W	maker-flattened_line_20-augustus-gene-2.9-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-2.9&CDS=1-1488
2616	OG0002616	YLR395C	snap_masked-flattened_line_34-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.6&CDS=1-246
2617	OG0002617	YLR397C	genemark-flattened_line_2-processed-gene-1.12-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.12&CDS=1-2334
2618	OG0002618	YLR398C	genemark-flattened_line_2-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.11&CDS=1-3729
2619	OG0002619	YLR399C	genemark-flattened_line_2-processed-gene-7.115-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.115&CDS=1-1899
2620	OG0002620	YLR401C	genemark-flattened_line_2-processed-gene-8.66-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.66&CDS=1-1902
2621	OG0002621	YLR403W	genemark-flattened_line_2-processed-gene-7.136-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.136&CDS=1-1314
2622	OG0002622	YLR405W	augustus_masked-flattened_line_2-processed-gene-8.7-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.7&CDS=1-1023
2623	OG0002623	YLR407W	genemark-flattened_line_2-processed-gene-8.69-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.69&CDS=1-588
2624	OG0002624	YLR409C	genemark-flattened_line_2-processed-gene-8.97-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.97&CDS=1-2793
2625	OG0002625	YLR410W	genemark-flattened_line_2-processed-gene-8.71-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.71&CDS=1-2973
2626	OG0002626	YLR411W	genemark-flattened_line_18-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.146&CDS=1-723
2627	OG0002627	YLR412W	genemark-flattened_line_2-processed-gene-8.73-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.73&CDS=1-792
2628	OG0002628	YLR414C	genemark-flattened_line_4-processed-gene-3.120-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.120&CDS=1-846
2629	OG0002629	YLR417W	genemark-flattened_line_74-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.60&CDS=1-1692
2630	OG0002630	YLR418C	genemark-flattened_line_22-processed-gene-2.118-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.118&CDS=1-1095
2631	OG0002631	YLR419W	genemark-flattened_line_4-processed-gene-6.20-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.20&CDS=1-4209
2632	OG0002632	YLR420W	genemark-flattened_line_38-processed-gene-0.192-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.192&CDS=1-1077
2633	OG0002633	YLR421C	genemark-flattened_line_66-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.60&CDS=1-408
2634	OG0002634	YLR422W	genemark-flattened_line_38-processed-gene-0.230-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.230&CDS=1-5769
2635	OG0002635	YLR423C	snap_masked-flattened_line_22-processed-gene-2.165-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.165&CDS=1-1173
2636	OG0002636	YLR425W	genemark-flattened_line_4-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.126&CDS=1-3816
2637	OG0002637	YLR427W	genemark-flattened_line_82-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.7&CDS=1-1917
2638	OG0002638	YLR429W	genemark-flattened_line_58-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.8&CDS=1-1899
2639	OG0002639	YLR430W	genemark-flattened_line_58-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.33&CDS=1-6009
2640	OG0002640	YLR433C	genemark-flattened_line_82-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.14&CDS=1-1716
2641	OG0002641	YLR435W	genemark-flattened_line_82-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.6&CDS=1-1452
2642	OG0002642	YLR436C	augustus_masked-flattened_line_4-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.66&CDS=1-3465
2643	OG0002643	YLR438C-A	genemark-flattened_line_26-processed-gene-2.73-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.73&CDS=1-267
2644	OG0002644	YLR438W	genemark-flattened_line_4-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.125&CDS=1-1281
2645	OG0002645	YLR439W	augustus_masked-flattened_line_26-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-2.34&CDS=1-849
2646	OG0002646	YLR443W	snap_masked-flattened_line_4-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.18&CDS=1-1275
2647	OG0002647	YLR445W	augustus_masked-flattened_line_34-processed-gene-1.178-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.178&CDS=1-648
2648	OG0002648	YLR446W	genemark-flattened_line_2-processed-gene-6.62-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.62&CDS=1-1383
2649	OG0002649	YLR447C	genemark-flattened_line_2-processed-gene-7.121-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.121&CDS=1-1032
2650	OG0002650	YLR452C	genemark-flattened_line_0-processed-gene-9.51-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.51&CDS=1-2121
2651	OG0002651	YLR454W	snap_masked-flattened_line_10-processed-gene-4.52-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.52&CDS=1-8079
2652	OG0002652	YLR459W	genemark-flattened_line_26-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.32&CDS=1-1197
2653	OG0002653	YML001W	augustus_masked-flattened_line_60-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.90&CDS=1-615
2654	OG0002654	YML002W	genemark-flattened_line_58-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.34&CDS=1-3525
2655	OG0002655	YML004C	genemark-flattened_line_10-processed-gene-2.65-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.65&CDS=1-1014
2656	OG0002656	YML005W	genemark-flattened_line_2-processed-gene-5.29-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.29&CDS=1-1293
2657	OG0002657	YML006C	augustus_masked-flattened_line_10-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.112&CDS=1-1326
2658	OG0002658	YML007W	genemark-flattened_line_14-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.65&CDS=1-1308
2659	OG0002659	YML008C	genemark-flattened_line_16-processed-gene-3.48-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.48&CDS=1-1119
2660	OG0002660	YML009C	genemark-flattened_line_4-processed-gene-6.31-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.31&CDS=1-222
2661	OG0002661	YML010W	genemark-flattened_line_4-processed-gene-6.56-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.56&CDS=1-2829
2662	OG0002662	YML011C	augustus_masked-flattened_line_4-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.89&CDS=1-528
2663	OG0002663	YML013W	genemark-flattened_line_0-processed-gene-4.57-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.57&CDS=1-1545
2664	OG0002664	YML014W	genemark-flattened_line_4-processed-gene-6.48-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.48&CDS=1-729
2665	OG0002665	YML015C	genemark-flattened_line_4-processed-gene-6.22-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.22&CDS=1-822
2666	OG0002666	YML016C	genemark-flattened_line_4-processed-gene-6.53-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.53&CDS=1-1677
2667	OG0002667	YML017W	snap_masked-flattened_line_4-processed-gene-6.146-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.146&CDS=1-2061
2668	OG0002668	YML018C	maker-flattened_line_4-augustus-gene-6.5-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-6.5&CDS=1-1797
2669	OG0002669	YML020W	genemark-flattened_line_4-processed-gene-6.54-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.54&CDS=1-2013
2670	OG0002670	YML021C	genemark-flattened_line_4-processed-gene-6.26-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.26&CDS=1-972
2671	OG0002671	YML022W	genemark-flattened_line_4-processed-gene-6.28-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.28&CDS=1-567
2672	OG0002672	YML023C	augustus_masked-flattened_line_4-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.86&CDS=1-1683
2673	OG0002673	YML025C	genemark-flattened_line_0-processed-gene-9.12-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.12&CDS=1-795
2674	OG0002674	YML030W	genemark-flattened_line_24-processed-gene-1.15-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.15&CDS=1-438
2675	OG0002675	YML031W	genemark-flattened_line_24-processed-gene-1.48-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.48&CDS=1-1719
2676	OG0002676	YML032C	genemark-flattened_line_24-processed-gene-1.19-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.19&CDS=1-1299
2677	OG0002677	YML034W	genemark-flattened_line_16-processed-gene-3.40-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.40&CDS=1-2631
2678	OG0002678	YML035C	genemark-flattened_line_46-processed-gene-0.181-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.181&CDS=1-2337
2679	OG0002679	YML036W	genemark-flattened_line_32-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.104&CDS=1-516
2680	OG0002680	YML038C	genemark-flattened_line_24-processed-gene-1.5-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.5&CDS=1-1200
2681	OG0002681	YML042W	genemark-flattened_line_10-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.74&CDS=1-1863
2682	OG0002682	YML043C	snap_masked-flattened_line_14-processed-gene-3.196-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.196&CDS=1-1440
2683	OG0002683	YML046W	augustus_masked-flattened_line_56-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.76&CDS=1-1755
2684	OG0002684	YML048W	genemark-flattened_line_4-processed-gene-5.116-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.116&CDS=1-1158
2685	OG0002685	YML049C	augustus_masked-flattened_line_4-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.58&CDS=1-3384
2686	OG0002686	YML052W	genemark-flattened_line_2-processed-gene-5.37-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.37&CDS=1-834
2687	OG0002687	YML054C	genemark-flattened_line_38-processed-gene-0.189-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.189&CDS=1-1695
2688	OG0002688	YML055W	snap_masked-flattened_line_82-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.54&CDS=1-507
2689	OG0002689	YML056C	genemark-flattened_line_4-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.107&CDS=1-1566
2690	OG0002690	YML059C	genemark-flattened_line_26-processed-gene-2.99-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.99&CDS=1-3945
2691	OG0002691	YML060W	genemark-flattened_line_26-processed-gene-2.72-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.72&CDS=1-1041
2692	OG0002692	YML061C	genemark-flattened_line_26-processed-gene-2.97-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.97&CDS=1-2535
2693	OG0002693	YML064C	genemark-flattened_line_4-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.108&CDS=1-618
2694	OG0002694	YML065W	genemark-flattened_line_4-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.128&CDS=1-2220
2695	OG0002695	YML066C	genemark-flattened_line_4-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.110&CDS=1-1569
2696	OG0002696	YML067C	genemark-flattened_line_10-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.3&CDS=1-1017
2697	OG0002697	YML068W	genemark-flattened_line_10-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.33&CDS=1-1386
2698	OG0002698	YML069W	genemark-flattened_line_34-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.103&CDS=1-1608
2699	OG0002699	YML070W	genemark-flattened_line_34-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.138&CDS=1-1740
2700	OG0002700	YML071C	genemark-flattened_line_2-processed-gene-7.122-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.122&CDS=1-1602
2701	OG0002701	YML072C	genemark-flattened_line_2-processed-gene-7.123-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.123&CDS=1-4236
2702	OG0002702	YML076C	augustus_masked-flattened_line_2-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.95&CDS=1-2247
2703	OG0002703	YML077W	genemark-flattened_line_2-processed-gene-5.12-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.12&CDS=1-492
2704	OG0002704	YML080W	genemark-flattened_line_2-processed-gene-5.4-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.4&CDS=1-1245
2705	OG0002705	YML081C-A	snap_masked-flattened_line_6-processed-gene-4.52-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.52&CDS=1-183
2706	OG0002706	YML081W	genemark-flattened_line_6-processed-gene-4.228-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.228&CDS=1-3423
2707	OG0002707	YML085C	snap_masked-flattened_line_24-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.108&CDS=1-1356
2708	OG0002708	YML086C	genemark-flattened_line_24-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.55&CDS=1-1587
2709	OG0002709	YML091C	genemark-flattened_line_32-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.45&CDS=1-2226
2710	OG0002710	YML092C	genemark-flattened_line_32-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.94&CDS=1-750
2711	OG0002711	YML093W	genemark-flattened_line_32-processed-gene-1.47-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.47&CDS=1-2634
2712	OG0002712	YML095C	genemark-flattened_line_32-processed-gene-1.49-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.49&CDS=1-630
2713	OG0002713	YML096W	genemark-flattened_line_32-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.55&CDS=1-1440
2714	OG0002714	YML097C	genemark-flattened_line_32-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.102&CDS=1-783
2715	OG0002715	YML098W	genemark-flattened_line_12-processed-gene-4.7-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.7&CDS=1-549
2716	OG0002716	YML099C	snap_masked-flattened_line_12-processed-gene-4.141-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.141&CDS=1-2520
2717	OG0002717	YML102W	genemark-flattened_line_10-processed-gene-4.193-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.193&CDS=1-1827
2718	OG0002718	YML103C	genemark-flattened_line_6-processed-gene-4.229-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.229&CDS=1-4677
2719	OG0002719	YML104C	genemark-flattened_line_2-processed-gene-5.7-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.7&CDS=1-3504
2720	OG0002720	YML105C	genemark-flattened_line_2-processed-gene-5.6-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.6&CDS=1-798
2721	OG0002721	YML110C	genemark-flattened_line_40-processed-gene-0.136-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.136&CDS=1-828
2722	OG0002722	YML112W	genemark-flattened_line_32-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.90&CDS=1-804
2723	OG0002723	YML114C	genemark-flattened_line_2-processed-gene-7.126-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.126&CDS=1-1437
2724	OG0002724	YML115C	genemark-flattened_line_72-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.107&CDS=1-1485
2725	OG0002725	YML120C	genemark-flattened_line_34-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.65&CDS=1-1593
2726	OG0002726	YML121W	genemark-flattened_line_72-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.77&CDS=1-906
2727	OG0002727	YML123C	genemark-flattened_line_18-processed-gene-3.4-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.4&CDS=1-1704
2728	OG0002728	YML125C	genemark-flattened_line_24-processed-gene-2.178-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.178&CDS=1-918
2729	OG0002729	YML126C	maker-flattened_line_32-augustus-gene-1.4-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-1.4&CDS=1-2814
2730	OG0002730	YML127W	genemark-flattened_line_32-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.92&CDS=1-1569
2731	OG0002731	YML128C	genemark-flattened_line_32-processed-gene-1.46-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.46&CDS=1-1647
2732	OG0002732	YML129C	augustus_masked-flattened_line_32-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.190&CDS=1-243
2733	OG0002733	YML130C	genemark-flattened_line_12-processed-gene-4.3-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.3&CDS=1-1434
2734	OG0002734	YML131W	genemark-flattened_line_4-processed-gene-2.81-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.81&CDS=1-1098
2735	OG0002735	YMR001C	genemark-flattened_line_86-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.21&CDS=1-2070
2736	OG0002736	YMR002W	genemark-flattened_line_86-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.18&CDS=1-450
2737	OG0002737	YMR003W	genemark-flattened_line_86-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.19&CDS=1-909
2738	OG0002738	YMR004W	genemark-flattened_line_50-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.121&CDS=1-1353
2739	OG0002739	YMR005W	genemark-flattened_line_50-processed-gene-0.158-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.158&CDS=1-1119
2740	OG0002740	YMR009W	maker-flattened_line_20-snap-gene-2.224-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-2.224&CDS=1-852
2741	OG0002741	YMR010W	genemark-flattened_line_34-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.50&CDS=1-912
2742	OG0002742	YMR012W	genemark-flattened_line_28-processed-gene-1.19-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.19&CDS=1-3774
2743	OG0002743	YMR013C	genemark-flattened_line_60-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.38&CDS=1-1608
2744	OG0002744	YMR014W	genemark-flattened_line_14-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.72&CDS=1-1416
2745	OG0002745	YMR015C	genemark-flattened_line_16-processed-gene-3.76-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.76&CDS=1-1623
2746	OG0002746	YMR019W	genemark-flattened_line_0-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.28&CDS=1-2301
2747	OG0002747	YMR020W	genemark-flattened_line_120-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.10&CDS=1-1407
2748	OG0002748	YMR022W	genemark-flattened_line_28-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.18&CDS=1-504
2749	OG0002749	YMR023C	genemark-flattened_line_0-processed-gene-6.86-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.86&CDS=1-1506
2750	OG0002750	YMR024W	augustus_masked-flattened_line_4-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.49&CDS=1-990
2751	OG0002751	YMR026C	genemark-flattened_line_16-processed-gene-3.36-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.36&CDS=1-1152
2752	OG0002752	YMR027W	genemark-flattened_line_10-processed-gene-3.56-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.56&CDS=1-1356
2753	OG0002753	YMR028W	snap_masked-flattened_line_10-processed-gene-3.133-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.133&CDS=1-1068
2754	OG0002754	YMR029C	snap_masked-flattened_line_4-processed-gene-5.38-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.38&CDS=1-594
2755	OG0002755	YMR032W	genemark-flattened_line_6-processed-gene-4.183-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.183&CDS=1-1899
2756	OG0002756	YMR033W	genemark-flattened_line_6-processed-gene-4.184-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.184&CDS=1-1314
2757	OG0002757	YMR034C	genemark-flattened_line_6-processed-gene-4.224-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.224&CDS=1-1290
2758	OG0002758	YMR035W	maker-flattened_line_6-augustus-gene-4.91-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-4.91&CDS=1-1110
2759	OG0002759	YMR036C	genemark-flattened_line_32-processed-gene-1.37-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.37&CDS=1-1863
2760	OG0002760	YMR039C	genemark-flattened_line_14-processed-gene-3.160-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.160&CDS=1-357
2761	OG0002761	YMR041C	genemark-flattened_line_30-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.125&CDS=1-990
2762	OG0002762	YMR043W	genemark-flattened_line_20-processed-gene-2.167-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.167&CDS=1-633
2763	OG0002763	YMR044W	genemark-flattened_line_20-processed-gene-2.117-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.117&CDS=1-1290
2764	OG0002764	YMR048W	snap_masked-flattened_line_32-processed-gene-1.255-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.255&CDS=1-1026
2765	OG0002765	YMR049C	genemark-flattened_line_14-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.96&CDS=1-2406
2766	OG0002766	YMR058W	genemark-flattened_line_62-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.81&CDS=1-1878
2767	OG0002767	YMR059W	snap_masked-flattened_line_14-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.116&CDS=1-348
2768	OG0002768	YMR060C	genemark-flattened_line_62-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.89&CDS=1-915
2769	OG0002769	YMR061W	genemark-flattened_line_12-processed-gene-1.158-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.158&CDS=1-2148
