	OrthologID	Ambrosiozyma_monospora	Saccharomyces_cerevisiae
2788	OG0002788	-processed-gene-5.18-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-5.18&CDS=1-1713	YDR229W
2789	OG0002789	-processed-gene-5.39-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-5.39&CDS=1-834	YIR005W
2790	OG0002790	-processed-gene-5.20-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-5.20&CDS=1-354	YGL080W
2791	OG0002791	-processed-gene-5.82-mRNA-1_1&gene=snap_masked-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-5.82&CDS=1-2109	YPL194W
2792	OG0002792	-processed-gene-5.21-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-5.21&CDS=1-3531	YFR031C
2793	OG0002793	-processed-gene-5.42-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-5.42&CDS=1-1164	YGL213C
2794	OG0002794	-processed-gene-5.23-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-5.23&CDS=1-1053	YGL212W
2795	OG0002795	-processed-gene-5.43-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-5.43&CDS=1-1701	YOR037W
2796	OG0002796	-processed-gene-5.24-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-5.24&CDS=1-1050	YDR267C
2797	OG0002797	-processed-gene-5.44-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-5.44&CDS=1-846	YOR036W
2798	OG0002798	-processed-gene-5.45-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-5.45&CDS=1-1689	YMR221C
2799	OG0002799	-processed-gene-6.2-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.2&CDS=1-2091	YGR266W
2800	OG0002800	-processed-gene-6.6-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.6&CDS=1-738	YGR172C
2801	OG0002801	-processed-gene-6.7-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.7&CDS=1-1374	YLR015W
2802	OG0002802	-processed-gene-6.4-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.4&CDS=1-1548	YMR293C
2803	OG0002803	-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.65&CDS=1-417	YMR292W
2804	OG0002804	-processed-gene-6.8-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.8&CDS=1-798	YGR268C
2805	OG0002805	-processed-gene-6.28-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.28&CDS=1-1605	YGR246C
2806	OG0002806	-processed-gene-6.11-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.11&CDS=1-1617	YPR088C
2807	OG0002807	-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.70&CDS=1-258	YNL138W-A
2808	OG0002808	-processed-gene-6.14-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.14&CDS=1-5055	YNL139C
2809	OG0002809	-processed-gene-6.15-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.15&CDS=1-2856	YNL183C
2810	OG0002810	-processed-gene-6.34-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.34&CDS=1-750	YKL152C
2811	OG0002811	-processed-gene-6.16-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.16&CDS=1-1836	YMR250W
2812	OG0002812	-processed-gene-6.35-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.35&CDS=1-1386	YMR034C
2813	OG0002813	-processed-gene-6.18-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.18&CDS=1-1134	YLR420W
2814	OG0002814	-processed-gene-6.19-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.19&CDS=1-2172	YDR324C
2815	OG0002815	-processed-gene-6.21-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.21&CDS=1-1185	YBR101C
2816	OG0002816	-processed-gene-7.2-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.2&CDS=1-918	YML052W
2817	OG0002817	-processed-gene-7.133-mRNA-1_1&gene=augustus_masked-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.133&CDS=1-1629	YMR262W
2818	OG0002818	-processed-gene-7.4-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.4&CDS=1-903	YDL236W
2819	OG0002819	-processed-gene-7.6-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.6&CDS=1-723	YDL235C
2820	OG0002820	-processed-gene-7.7-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.7&CDS=1-1491	YDR105C
2821	OG0002821	-processed-gene-7.8-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.8&CDS=1-345	YER159C
2822	OG0002822	-processed-gene-7.139-mRNA-1_1&gene=augustus_masked-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.139&CDS=1-2310	YDR109C
2823	OG0002823	-augustus-gene-7.188-mRNA-1_1&gene=maker-gi|1002318555|dbj|BCIP01000006.1|-augustus-gene-7.188&CDS=1-372	YER009W
2824	OG0002824	-snap-gene-7.195-mRNA-1_1&gene=maker-gi|1002318555|dbj|BCIP01000006.1|-snap-gene-7.195&CDS=1-2406	YNL219C
2825	OG0002825	-processed-gene-7.168-mRNA-1_1&gene=augustus_masked-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.168&CDS=1-6738	YJL207C
2826	OG0002826	-processed-gene-7.41-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.41&CDS=1-3171	YFR030W
2827	OG0002827	-processed-gene-7.43-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.43&CDS=1-687	YHL031C
2828	OG0002828	-processed-gene-7.150-mRNA-1_1&gene=augustus_masked-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.150&CDS=1-789	YIL070C
2829	OG0002829	-processed-gene-7.22-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.22&CDS=1-318	YDL130W
2830	OG0002830	-processed-gene-7.48-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.48&CDS=1-948	YJR095W
2831	OG0002831	-processed-gene-7.49-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.49&CDS=1-3189	YGL141W
2832	OG0002832	-processed-gene-7.24-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.24&CDS=1-3315	YDL102W
2833	OG0002833	-processed-gene-7.27-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.27&CDS=1-774	YLL041C
2834	OG0002834	-processed-gene-7.121-mRNA-1_1&gene=snap_masked-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.121&CDS=1-882	YKL110C
2835	OG0002835	-processed-gene-7.29-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.29&CDS=1-1170	YMR097C
2836	OG0002836	-processed-gene-7.30-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.30&CDS=1-3222	YGR218W
2837	OG0002837	-processed-gene-7.161-mRNA-1_1&gene=augustus_masked-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.161&CDS=1-1245	YKR004C
2838	OG0002838	-processed-gene-7.57-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.57&CDS=1-1731	YKR002W
2839	OG0002839	-processed-gene-7.36-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.36&CDS=1-489	YMR159C
2840	OG0002840	-processed-gene-7.37-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.37&CDS=1-4338	YDL112W
2841	OG0002841	-processed-gene-7.62-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.62&CDS=1-876	YDL111C
2842	OG0002842	-processed-gene-0.55-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-0.55&CDS=1-2739	YDL095W
2843	OG0002843	-processed-gene-0.69-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-0.69&CDS=1-2397	YJL200C
2844	OG0002844	-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-0.44&CDS=1-2940	YOR144C
2845	OG0002845	-processed-gene-0.71-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-0.71&CDS=1-4002	YAL026C
2846	OG0002846	-processed-gene-0.73-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-0.73&CDS=1-393	YBL092W
2847	OG0002847	-processed-gene-0.58-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-0.58&CDS=1-549	YBL093C
2848	OG0002848	-processed-gene-0.9-mRNA-1_1&gene=snap_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-0.9&CDS=1-1374	YPR163C
2849	OG0002849	-snap-gene-0.87-mRNA-1_1&gene=maker-gi|1002318556|dbj|BCIP01000005.1|-snap-gene-0.87&CDS=1-816	YDR064W
2850	OG0002850	-augustus-gene-0.83-mRNA-1_1&gene=maker-gi|1002318556|dbj|BCIP01000005.1|-augustus-gene-0.83&CDS=1-2808	YER136W
2851	OG0002851	-processed-gene-0.80-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-0.80&CDS=1-417	YDR519W
2852	OG0002852	-processed-gene-0.14-mRNA-1_1&gene=snap_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-0.14&CDS=1-1056	YMR048W
2853	OG0002853	-processed-gene-0.63-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-0.63&CDS=1-3780	YGR270W
2854	OG0002854	-processed-gene-0.64-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-0.64&CDS=1-2004	YGR249W
2855	OG0002855	-processed-gene-1.18-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-1.18&CDS=1-3003	YGR240C
2856	OG0002856	-snap-gene-1.1-mRNA-1_1&gene=maker-gi|1002318556|dbj|BCIP01000005.1|-snap-gene-1.1&CDS=1-1155	YOL038W
2857	OG0002857	-processed-gene-1.20-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-1.20&CDS=1-531	YIR015W
2858	OG0002858	-processed-gene-1.22-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-1.22&CDS=1-1116	YJL125C
2859	OG0002859	-processed-gene-1.67-mRNA-1_1&gene=snap_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-1.67&CDS=1-8856	YBL088C
2860	OG0002860	-processed-gene-1.23-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-1.23&CDS=1-531	YER112W
2861	OG0002861	-processed-gene-1.11-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-1.11&CDS=1-1242	YMR310C
2862	OG0002862	-processed-gene-1.12-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-1.12&CDS=1-666	YMR311C
2863	OG0002863	-processed-gene-1.13-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-1.13&CDS=1-1875	YCR061W
2864	OG0002864	-processed-gene-1.28-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-1.28&CDS=1-1227	YNL248C
2865	OG0002865	-processed-gene-1.72-mRNA-1_1&gene=snap_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-1.72&CDS=1-693	YJR097W
2866	OG0002866	-processed-gene-1.75-mRNA-1_1&gene=snap_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-1.75&CDS=1-2559	YJR098C
2867	OG0002867	-processed-gene-2.18-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-2.18&CDS=1-1662	YLR276C
2868	OG0002868	-processed-gene-2.19-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-2.19&CDS=1-2436	YOR168W
2869	OG0002869	-processed-gene-2.8-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-2.8&CDS=1-1404	YNR001C
2870	OG0002870	-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-2.47&CDS=1-2316	YGL086W
2871	OG0002871	-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-2.35&CDS=1-414	YGL087C
2872	OG0002872	-processed-gene-2.11-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-2.11&CDS=1-1605	YEL058W
2873	OG0002873	-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-2.50&CDS=1-3708	YHR119W
2874	OG0002874	-processed-gene-2.17-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-2.17&CDS=1-306	YNL122C
2875	OG0002875	-processed-gene-3.3-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-3.3&CDS=1-2994	YNL123W
2876	OG0002876	-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-3.50&CDS=1-249	YDR525W-A
2877	OG0002877	-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-3.51&CDS=1-1635	YDR523C
2878	OG0002878	-processed-gene-3.6-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-3.6&CDS=1-2010	YLR427W
2879	OG0002879	-processed-gene-3.22-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-3.22&CDS=1-699	YIR009W
2880	OG0002880	-processed-gene-3.23-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-3.23&CDS=1-462	YPR062W
2881	OG0002881	-processed-gene-3.10-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-3.10&CDS=1-2679	YFL021W
2882	OG0002882	-processed-gene-3.25-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-3.25&CDS=1-2214	YDR208W
2883	OG0002883	-processed-gene-3.12-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-3.12&CDS=1-3243	YHR120W
2884	OG0002884	-processed-gene-3.26-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-3.26&CDS=1-2277	YNL124W
2885	OG0002885	-processed-gene-3.13-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-3.13&CDS=1-3171	YNL132W
2886	OG0002886	-processed-gene-3.27-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-3.27&CDS=1-732	YNL129W
2887	OG0002887	-processed-gene-3.14-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-3.14&CDS=1-717	YHR122W
2888	OG0002888	-processed-gene-3.15-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-3.15&CDS=1-552	YNL131W
2889	OG0002889	-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-3.60&CDS=1-1128	YHR123W
2890	OG0002890	-processed-gene-4.24-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-4.24&CDS=1-771	YLR186W
2891	OG0002891	-processed-gene-4.31-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-4.31&CDS=1-639	YOR006C
2892	OG0002892	-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-4.50&CDS=1-3681	YML002W
2893	OG0002893	-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-4.61&CDS=1-1080	YOR007C
2894	OG0002894	-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-5.30&CDS=1-6186	YKL182W
2895	OG0002895	-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-5.32&CDS=1-5064	YML059C
2896	OG0002896	-augustus-gene-5.28-mRNA-1_1&gene=maker-gi|1002318556|dbj|BCIP01000005.1|-augustus-gene-5.28&CDS=1-291	YLR438C-A
2897	OG0002897	-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-5.33&CDS=1-2289	YLR277C
2898	OG0002898	-processed-gene-5.5-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-5.5&CDS=1-1548	YLR085C
2899	OG0002899	-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-5.50&CDS=1-3831	YDR089W
2900	OG0002900	-processed-gene-5.24-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-5.24&CDS=1-1614	YML069W
2901	OG0002901	-processed-gene-5.13-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-5.13&CDS=1-1287	YDL084W
2902	OG0002902	-processed-gene-6.75-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-6.75&CDS=1-3555	YIL026C
2903	OG0002903	-processed-gene-6.76-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-6.76&CDS=1-930	YOR174W
2904	OG0002904	-processed-gene-6.66-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-6.66&CDS=1-1911	YMR004W
2905	OG0002905	-processed-gene-6.78-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-6.78&CDS=1-1107	YOL010W
2906	OG0002906	-processed-gene-6.67-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-6.67&CDS=1-1581	YMR005W
2907	OG0002907	-processed-gene-6.79-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-6.79&CDS=1-981	YKL095W
2908	OG0002908	-processed-gene-6.68-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-6.68&CDS=1-4068	YLR272C
2909	OG0002909	-processed-gene-6.80-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-6.80&CDS=1-1263	YOR176W
2910	OG0002910	-snap-gene-6.90-mRNA-1_1&gene=maker-gi|1002318556|dbj|BCIP01000005.1|-snap-gene-6.90&CDS=1-1125	YOL009C
2911	OG0002911	-snap-gene-6.93-mRNA-1_1&gene=maker-gi|1002318556|dbj|BCIP01000005.1|-snap-gene-6.93&CDS=1-4293	YKR050W
2912	OG0002912	-processed-gene-6.84-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-6.84&CDS=1-2187	YJL127C
2913	OG0002913	-processed-gene-6.87-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-6.87&CDS=1-1278	YNL016W
2914	OG0002914	-processed-gene-6.74-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-6.74&CDS=1-1095	YIL083C
2915	OG0002915	-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-6.27&CDS=1-1500	YNL026W
2916	OG0002916	-snap-gene-7.188-mRNA-1_1&gene=maker-gi|1002318556|dbj|BCIP01000005.1|-snap-gene-7.188&CDS=1-726	YBL095W
2917	OG0002917	-processed-gene-7.120-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.120&CDS=1-2547	YJL176C
2918	OG0002918	-processed-gene-7.128-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.128&CDS=1-1422	YNL217W
2919	OG0002919	-processed-gene-7.129-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.129&CDS=1-1173	YOR221C
2920	OG0002920	-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.38&CDS=1-2112	YPL133C
2921	OG0002921	-processed-gene-7.163-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.163&CDS=1-1368	YHR002W
2922	OG0002922	-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.45&CDS=1-1680	YMR135C
2923	OG0002923	-processed-gene-7.136-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.136&CDS=1-624	YAL003W
2924	OG0002924	-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.23&CDS=1-2556	YGR200C
2925	OG0002925	-processed-gene-7.80-mRNA-1_1&gene=snap_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.80&CDS=1-2106	YPR024W
2926	OG0002926	-processed-gene-7.172-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.172&CDS=1-3246	YLR138W
2927	OG0002927	-processed-gene-7.141-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.141&CDS=1-4488	YLR419W
2928	OG0002928	-processed-gene-7.142-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.142&CDS=1-2280	YDL164C
2929	OG0002929	-processed-gene-7.176-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.176&CDS=1-906	YLR128W
2930	OG0002930	-processed-gene-7.150-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.150&CDS=1-1926	YLR127C
2931	OG0002931	-processed-gene-7.151-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.151&CDS=1-1887	YPL263C
2932	OG0002932	-processed-gene-7.178-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.178&CDS=1-960	YPL266W
2933	OG0002933	-processed-gene-7.116-mRNA-1_1&gene=snap_masked-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.116&CDS=1-3789	YPL269W
2934	OG0002934	-processed-gene-7.154-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-7.154&CDS=1-2874	YLR129W
2935	OG0002935	-processed-gene-0.78-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-0.78&CDS=1-219	YPR010C-A
2936	OG0002936	-processed-gene-0.60-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-0.60&CDS=1-2895	YGR178C
2937	OG0002937	-processed-gene-0.61-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-0.61&CDS=1-1110	YIR026C
2938	OG0002938	-processed-gene-0.80-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-0.80&CDS=1-1452	YPL172C
2939	OG0002939	-processed-gene-0.81-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-0.81&CDS=1-1026	YOR261C
2940	OG0002940	-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-0.33&CDS=1-1749	YNL169C
2941	OG0002941	-processed-gene-0.63-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-0.63&CDS=1-957	YGR017W
2942	OG0002942	-processed-gene-0.64-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-0.64&CDS=1-1416	YGR019W
2943	OG0002943	-processed-gene-0.66-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-0.66&CDS=1-4098	YFL036W
2944	OG0002944	-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-0.53&CDS=1-912	YFL034C-B
2945	OG0002945	-processed-gene-0.67-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-0.67&CDS=1-4833	YNL172W
2946	OG0002946	-processed-gene-0.86-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-0.86&CDS=1-1860	YGR194C
2947	OG0002947	-processed-gene-0.87-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-0.87&CDS=1-324	YJR010C-A
2948	OG0002948	-processed-gene-0.77-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-0.77&CDS=1-2181	YGL205W
2949	OG0002949	-processed-gene-1.5-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-1.5&CDS=1-1044	YGR165W
2950	OG0002950	-augustus-gene-1.0-mRNA-1_1&gene=maker-gi|1002318557|dbj|BCIP01000004.1|-augustus-gene-1.0&CDS=1-3132	YFR057W
2951	OG0002951	-processed-gene-1.8-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-1.8&CDS=1-6474	YDR443C
2952	OG0002952	-processed-gene-1.12-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-1.12&CDS=1-2181	YKL179C
