	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034963_Hanseniaspora_clermontiae
2166	OG0002166	YLR409C	genemark-flattened_line_4-processed-gene-1.140-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.140&CDS=1-2889
2167	OG0002167	YLR410W	genemark-flattened_line_154-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_154-processed-gene-0.23&CDS=1-3843
2168	OG0002168	YLR412W	snap_masked-flattened_line_130-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.37&CDS=1-759
2169	OG0002169	YLR414C	snap_masked-flattened_line_130-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.26&CDS=1-753
2170	OG0002170	YLR418C	genemark-flattened_line_456-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_456-processed-gene-0.1&CDS=1-1245
2171	OG0002171	YLR419W	augustus_masked-flattened_line_154-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.0&CDS=1-4476
2172	OG0002172	YLR420W	genemark-flattened_line_134-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_134-processed-gene-0.49&CDS=1-1053
2173	OG0002173	YLR424W	augustus_masked-flattened_line_24-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.71&CDS=1-354
2174	OG0002174	YLR425W	augustus_masked-flattened_line_134-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.33&CDS=1-4383
2175	OG0002175	YLR427W	genemark-flattened_line_130-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.53&CDS=1-1890
2176	OG0002176	YLR429W	genemark-flattened_line_4-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.129&CDS=1-2070
2177	OG0002177	YLR430W	genemark-flattened_line_4-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.130&CDS=1-5868
2178	OG0002178	YLR435W	genemark-flattened_line_4-processed-gene-1.162-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.162&CDS=1-612
2179	OG0002179	YLR436C	genemark-flattened_line_4-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.127&CDS=1-4287
2180	OG0002180	YLR438C-A	snap_masked-flattened_line_52-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.28&CDS=1-279
2181	OG0002181	YLR438W	genemark-flattened_line_4-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.124&CDS=1-1287
2182	OG0002182	YLR439W	genemark-flattened_line_52-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.107&CDS=1-795
2183	OG0002183	YLR441C	genemark-flattened_line_52-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.134&CDS=1-765
2184	OG0002184	YLR447C	genemark-flattened_line_52-processed-gene-0.138-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.138&CDS=1-1089
2185	OG0002185	YLR451W	genemark-flattened_line_82-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.36&CDS=1-2946
2186	OG0002186	YLR452C	genemark-flattened_line_82-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.54&CDS=1-2364
2187	OG0002187	YLR459W	maker-flattened_line_82-augustus-gene-0.76-mRNA-1_1&gene=maker-flattened_line_82-augustus-gene-0.76&CDS=1-1611
2188	OG0002188	YML001W	genemark-flattened_line_88-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.43&CDS=1-699
2189	OG0002189	YML004C	maker-flattened_line_20-snap-gene-0.72-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.72&CDS=1-2073
2190	OG0002190	YML006C	snap_masked-flattened_line_209-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_209-processed-gene-0.18&CDS=1-1758
2191	OG0002191	YML007W	genemark-flattened_line_209-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_209-processed-gene-0.12&CDS=1-1356
2192	OG0002192	YML008C	genemark-flattened_line_90-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.63&CDS=1-1191
2193	OG0002193	YML009C	snap_masked-flattened_line_52-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.17&CDS=1-198
2194	OG0002194	YML011C	genemark-flattened_line_90-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.73&CDS=1-669
2195	OG0002195	YML012W	genemark-flattened_line_90-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.58&CDS=1-669
2196	OG0002196	YML014W	genemark-flattened_line_0-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.135&CDS=1-2988
2197	OG0002197	YML019W	snap_masked-flattened_line_0-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.33&CDS=1-1494
2198	OG0002198	YML020W	genemark-flattened_line_0-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.129&CDS=1-1800
2199	OG0002199	YML021C	snap_masked-flattened_line_54-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.7&CDS=1-960
2200	OG0002200	YML022W	genemark-flattened_line_54-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.80&CDS=1-621
2201	OG0002201	YML025C	genemark-flattened_line_0-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.131&CDS=1-1008
2202	OG0002202	YML030W	genemark-flattened_line_54-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.74&CDS=1-513
2203	OG0002203	YML031W	maker-flattened_line_54-snap-gene-0.158-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.158&CDS=1-1920
2204	OG0002204	YML032C	augustus_masked-flattened_line_54-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.105&CDS=1-1395
2205	OG0002205	YML035C	genemark-flattened_line_54-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.56&CDS=1-2448
2206	OG0002206	YML038C	genemark-flattened_line_0-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.11&CDS=1-1224
2207	OG0002207	YML048W	genemark-flattened_line_326-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_326-processed-gene-0.4&CDS=1-1236
2208	OG0002208	YML050W	snap_masked-flattened_line_199-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_199-processed-gene-0.15&CDS=1-891
2209	OG0002209	YML052W	genemark-flattened_line_199-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_199-processed-gene-0.28&CDS=1-1032
2210	OG0002210	YML054C	genemark-flattened_line_6-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.134&CDS=1-1704
2211	OG0002211	YML056C	maker-flattened_line_134-snap-gene-0.48-mRNA-1_1&gene=maker-flattened_line_134-snap-gene-0.48&CDS=1-1575
2212	OG0002212	YML060W	genemark-flattened_line_96-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.43&CDS=1-1224
2213	OG0002213	YML064C	genemark-flattened_line_52-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.111&CDS=1-774
2214	OG0002214	YML067C	genemark-flattened_line_52-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.137&CDS=1-1083
2215	OG0002215	YML069W	genemark-flattened_line_52-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.114&CDS=1-1734
2216	OG0002216	YML070W	genemark-flattened_line_52-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.113&CDS=1-1797
2217	OG0002217	YML071C	genemark-flattened_line_52-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.140&CDS=1-1407
2218	OG0002218	YML072C	genemark-flattened_line_52-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.139&CDS=1-4758
2219	OG0002219	YML073C	augustus_masked-flattened_line_52-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.57&CDS=1-522
2220	OG0002220	YML075C	genemark-flattened_line_52-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.117&CDS=1-3099
2221	OG0002221	YML080W	maker-flattened_line_52-augustus-gene-0.94-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.94&CDS=1-5244
2222	OG0002222	YML085C	genemark-flattened_line_86-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.58&CDS=1-1356
2223	OG0002223	YML086C	genemark-flattened_line_86-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.53&CDS=1-1602
2224	OG0002224	YML088W	genemark-flattened_line_86-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.52&CDS=1-2271
2225	OG0002225	YML091C	genemark-flattened_line_86-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.41&CDS=1-2796
2226	OG0002226	YML092C	genemark-flattened_line_86-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.45&CDS=1-750
2227	OG0002227	YML093W	genemark-flattened_line_86-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.60&CDS=1-2826
2228	OG0002228	YML094W	genemark-flattened_line_86-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.61&CDS=1-501
2229	OG0002229	YML095C	genemark-flattened_line_86-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.46&CDS=1-621
2230	OG0002230	YML096W	snap_masked-flattened_line_86-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.95&CDS=1-1590
2231	OG0002231	YML097C	genemark-flattened_line_86-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.47&CDS=1-1512
2232	OG0002232	YML098W	genemark-flattened_line_86-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.62&CDS=1-555
2233	OG0002233	YML099C	augustus_masked-flattened_line_86-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.16&CDS=1-1050
2234	OG0002234	YML102W	genemark-flattened_line_203-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_203-processed-gene-0.17&CDS=1-1539
2235	OG0002235	YML108W	genemark-flattened_line_26-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.18&CDS=1-351
2236	OG0002236	YML110C	genemark-flattened_line_26-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.20&CDS=1-894
2237	OG0002237	YML115C	genemark-flattened_line_36-processed-gene-0.170-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.170&CDS=1-1722
2238	OG0002238	YML117W	maker-flattened_line_36-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.0&CDS=1-2601
2239	OG0002239	YML120C	genemark-flattened_line_203-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_203-processed-gene-0.16&CDS=1-1449
2240	OG0002240	YML121W	genemark-flattened_line_203-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_203-processed-gene-0.12&CDS=1-972
2241	OG0002241	YML123C	genemark-flattened_line_86-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.56&CDS=1-1725
2242	OG0002242	YML126C	genemark-flattened_line_86-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.40&CDS=1-1392
2243	OG0002243	YML127W	genemark-flattened_line_86-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.59&CDS=1-1908
2244	OG0002244	YML128C	augustus_masked-flattened_line_86-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.10&CDS=1-1779
2245	OG0002245	YML130C	genemark-flattened_line_86-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.48&CDS=1-1584
2246	OG0002246	YMR001C	genemark-flattened_line_88-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.39&CDS=1-2223
2247	OG0002247	YMR002W	genemark-flattened_line_88-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.38&CDS=1-438
2248	OG0002248	YMR004W	genemark-flattened_line_88-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.52&CDS=1-1476
2249	OG0002249	YMR010W	genemark-flattened_line_16-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.67&CDS=1-1158
2250	OG0002250	YMR012W	genemark-flattened_line_4-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.87&CDS=1-3732
2251	OG0002251	YMR013C	genemark-flattened_line_4-processed-gene-1.89-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.89&CDS=1-1692
2252	OG0002252	YMR015C	genemark-flattened_line_4-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.24&CDS=1-1581
2253	OG0002253	YMR020W	maker-flattened_line_154-snap-gene-0.15-mRNA-1_1&gene=maker-flattened_line_154-snap-gene-0.15&CDS=1-2988
2254	OG0002254	YMR023C	genemark-flattened_line_134-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_134-processed-gene-0.65&CDS=1-1539
2255	OG0002255	YMR024W	genemark-flattened_line_134-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_134-processed-gene-0.55&CDS=1-1146
2256	OG0002256	YMR027W	genemark-flattened_line_4-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.12&CDS=1-1425
2257	OG0002257	YMR028W	genemark-flattened_line_4-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.36&CDS=1-1341
2258	OG0002258	YMR034C	genemark-flattened_line_4-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.126&CDS=1-1404
2259	OG0002259	YMR035W	snap_masked-flattened_line_10-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.20&CDS=1-390
2260	OG0002260	YMR036C	snap_masked-flattened_line_10-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.19&CDS=1-2175
2261	OG0002261	YMR038C	genemark-flattened_line_10-processed-gene-1.177-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.177&CDS=1-831
2262	OG0002262	YMR039C	genemark-flattened_line_10-processed-gene-1.150-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.150&CDS=1-741
2263	OG0002263	YMR041C	genemark-flattened_line_10-processed-gene-1.176-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.176&CDS=1-1047
2264	OG0002264	YMR048W	genemark-flattened_line_10-processed-gene-1.173-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.173&CDS=1-531
2265	OG0002265	YMR049C	genemark-flattened_line_10-processed-gene-1.146-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.146&CDS=1-3060
2266	OG0002266	YMR055C	genemark-flattened_line_4-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.92&CDS=1-954
2267	OG0002267	YMR058W	genemark-flattened_line_4-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.101&CDS=1-1983
2268	OG0002268	YMR062C	genemark-flattened_line_34-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.79&CDS=1-1305
2269	OG0002269	YMR067C	genemark-flattened_line_34-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.73&CDS=1-1029
2270	OG0002270	YMR068W	genemark-flattened_line_34-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.109&CDS=1-1203
2271	OG0002271	YMR071C	genemark-flattened_line_56-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.106&CDS=1-495
2272	OG0002272	YMR072W	genemark-flattened_line_56-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.123&CDS=1-1425
2273	OG0002273	YMR076C	snap_masked-flattened_line_56-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.76&CDS=1-3450
2274	OG0002274	YMR077C	genemark-flattened_line_92-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.45&CDS=1-669
2275	OG0002275	YMR078C	augustus_masked-flattened_line_10-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.109&CDS=1-4653
2276	OG0002276	YMR079W	genemark-flattened_line_10-processed-gene-1.142-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.142&CDS=1-933
2277	OG0002277	YMR088C	genemark-flattened_line_122-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.42&CDS=1-1698
2278	OG0002278	YMR092C	snap_masked-flattened_line_10-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.32&CDS=1-2010
2279	OG0002279	YMR093W	snap_masked-flattened_line_10-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.31&CDS=1-1632
2280	OG0002280	YMR097C	snap_masked-flattened_line_276-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_276-processed-gene-0.5&CDS=1-1602
2281	OG0002281	YMR099C	genemark-flattened_line_122-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.41&CDS=1-3402
2282	OG0002282	YMR101C	genemark-flattened_line_276-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_276-processed-gene-0.7&CDS=1-930
2283	OG0002283	YMR106C	augustus_masked-flattened_line_10-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.94&CDS=1-2052
2284	OG0002284	YMR108W	genemark-flattened_line_128-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.19&CDS=1-2094
2285	OG0002285	YMR109W	genemark-flattened_line_128-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.18&CDS=1-4833
2286	OG0002286	YMR111C	genemark-flattened_line_128-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.9&CDS=1-1047
2287	OG0002287	YMR116C	maker-flattened_line_128-snap-gene-0.51-mRNA-1_1&gene=maker-flattened_line_128-snap-gene-0.51&CDS=1-957
2288	OG0002288	YMR120C	genemark-flattened_line_110-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.65&CDS=1-1785
2289	OG0002289	YMR123W	genemark-flattened_line_62-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.68&CDS=1-303
2290	OG0002290	YMR125W	genemark-flattened_line_62-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.66&CDS=1-2697
2291	OG0002291	YMR128W	snap_masked-flattened_line_62-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.31&CDS=1-3654
2292	OG0002292	YMR129W	genemark-flattened_line_62-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.50&CDS=1-4044
2293	OG0002293	YMR130W	genemark-flattened_line_62-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.69&CDS=1-951
2294	OG0002294	YMR131C	genemark-flattened_line_62-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.74&CDS=1-1563
2295	OG0002295	YMR132C	genemark-flattened_line_62-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.75&CDS=1-738
2296	OG0002296	YMR134W	genemark-flattened_line_26-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.31&CDS=1-717
2297	OG0002297	YMR137C	genemark-flattened_line_26-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.0&CDS=1-1806
2298	OG0002298	YMR139W	genemark-flattened_line_26-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.29&CDS=1-1236
2299	OG0002299	YMR140W	genemark-flattened_line_26-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.24&CDS=1-1485
2300	OG0002300	YMR146C	augustus_masked-flattened_line_42-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.49&CDS=1-1008
2301	OG0002301	YMR150C	genemark-flattened_line_42-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.117&CDS=1-783
2302	OG0002302	YMR155W	genemark-flattened_line_42-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.91&CDS=1-1824
2303	OG0002303	YMR156C	genemark-flattened_line_42-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.121&CDS=1-795
2304	OG0002304	YMR158W	genemark-flattened_line_42-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.94&CDS=1-561
2305	OG0002305	YMR160W	snap_masked-flattened_line_42-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.159&CDS=1-2292
2306	OG0002306	YMR162C	genemark-flattened_line_42-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.127&CDS=1-4995
2307	OG0002307	YMR164C	snap_masked-flattened_line_42-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.149&CDS=1-2406
2308	OG0002308	YMR165C	snap_masked-flattened_line_42-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.148&CDS=1-2670
2309	OG0002309	YMR166C	augustus_masked-flattened_line_42-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.18&CDS=1-984
2310	OG0002310	YMR167W	snap_masked-flattened_line_42-processed-gene-0.176-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.176&CDS=1-2028
2311	OG0002311	YMR171C	snap_masked-flattened_line_42-processed-gene-0.170-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.170&CDS=1-1524
2312	OG0002312	YMR172W	genemark-flattened_line_195-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_195-processed-gene-0.25&CDS=1-2067
2313	OG0002313	YMR178W	genemark-flattened_line_195-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_195-processed-gene-0.23&CDS=1-876
2314	OG0002314	YMR179W	augustus_masked-flattened_line_306-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_306-processed-gene-0.8&CDS=1-1596
2315	OG0002315	YMR184W	genemark-flattened_line_126-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.28&CDS=1-510
2316	OG0002316	YMR185W	genemark-flattened_line_126-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.29&CDS=1-2898
2317	OG0002317	YMR186W	genemark-flattened_line_211-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_211-processed-gene-0.8&CDS=1-2106
2318	OG0002318	YMR189W	genemark-flattened_line_6-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.125&CDS=1-3120
2319	OG0002319	YMR190C	snap_masked-flattened_line_6-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.14&CDS=1-4728
2320	OG0002320	YMR193W	genemark-flattened_line_62-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.40&CDS=1-867
2321	OG0002321	YMR201C	genemark-flattened_line_108-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.42&CDS=1-1074
2322	OG0002322	YMR203W	genemark-flattened_line_108-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.52&CDS=1-1149
2323	OG0002323	YMR208W	genemark-flattened_line_46-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.117&CDS=1-1308
2324	OG0002324	YMR209C	genemark-flattened_line_46-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.83&CDS=1-1098
2325	OG0002325	YMR211W	genemark-flattened_line_46-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.78&CDS=1-1569
2326	OG0002326	YMR212C	genemark-flattened_line_46-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.115&CDS=1-2547
2327	OG0002327	YMR213W	genemark-flattened_line_46-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.80&CDS=1-1320
2328	OG0002328	YMR214W	genemark-flattened_line_46-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.113&CDS=1-1164
2329	OG0002329	YMR216C	genemark-flattened_line_46-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.77&CDS=1-2505
2330	OG0002330	YMR217W	genemark-flattened_line_46-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.112&CDS=1-1572
2331	OG0002331	YMR218C	genemark-flattened_line_46-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.75&CDS=1-3354
2332	OG0002332	YMR220W	genemark-flattened_line_46-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.71&CDS=1-1314
2333	OG0002333	YMR221C	genemark-flattened_line_44-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.114&CDS=1-1599
2334	OG0002334	YMR223W	genemark-flattened_line_190-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_190-processed-gene-0.1&CDS=1-1407
2335	OG0002335	YMR224C	augustus_masked-flattened_line_190-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_190-processed-gene-0.24&CDS=1-2238
2336	OG0002336	YMR226C	genemark-flattened_line_190-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_190-processed-gene-0.5&CDS=1-801
2337	OG0002337	YMR227C	genemark-flattened_line_56-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.90&CDS=1-1431
2338	OG0002338	YMR229C	genemark-flattened_line_56-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.113&CDS=1-5046
