	OrthologID	Saccharomyces_cerevisiae	Saccharomycopsis_malanga
2556	OG0002556	YLR288C	-processed-gene-16.77-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-16.77&CDS=1-912
2557	OG0002557	YLR289W	-processed-gene-18.79-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-18.79&CDS=1-1917
2558	OG0002558	YLR290C	-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-7.9&CDS=1-822
2559	OG0002559	YLR291C	-processed-gene-6.57-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-6.57&CDS=1-1110
2560	OG0002560	YLR292C	-processed-gene-3.17-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-3.17&CDS=1-612
2561	OG0002561	YLR293C	-augustus-gene-1.132-mRNA-1_1&gene=maker-gi|1002316405|dbj|BCGJ01000013.1|-augustus-gene-1.132&CDS=1-648
2562	OG0002562	YLR295C	-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-gi|1002316405|dbj|BCGJ01000013.1|-processed-gene-1.181&CDS=1-426
2563	OG0002563	YLR298C	-processed-gene-1.77-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-1.77&CDS=1-741
2564	OG0002564	YLR299W	-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-1.80&CDS=1-2112
2565	OG0002565	YLR303W	-processed-gene-29.15-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-29.15&CDS=1-1314
2566	OG0002566	YLR304C	-processed-gene-12.74-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-12.74&CDS=1-2358
2567	OG0002567	YLR305C	-processed-gene-9.26-mRNA-1_1&gene=snap_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-9.26&CDS=1-6642
2568	OG0002568	YLR306W	-processed-gene-13.85-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-13.85&CDS=1-609
2569	OG0002569	YLR308W	-processed-gene-8.6-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-8.6&CDS=1-1083
2570	OG0002570	YLR309C	-processed-gene-0.35-mRNA-1_1&gene=genemark-gi|1002316404|dbj|BCGJ01000014.1|-processed-gene-0.35&CDS=1-3438
2571	OG0002571	YLR312W-A	-processed-gene-13.51-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-13.51&CDS=1-753
2572	OG0002572	YLR314C	-processed-gene-7.53-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-7.53&CDS=1-1341
2573	OG0002573	YLR316C	-processed-gene-1.118-mRNA-1_1&gene=genemark-gi|1002316404|dbj|BCGJ01000014.1|-processed-gene-1.118&CDS=1-1038
2574	OG0002574	YLR318W	-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-gi|1002316404|dbj|BCGJ01000014.1|-processed-gene-1.146&CDS=1-2643
2575	OG0002575	YLR319C	-processed-gene-15.107-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-15.107&CDS=1-2235
2576	OG0002576	YLR321C	-processed-gene-1.86-mRNA-1_1&gene=genemark-gi|1002316404|dbj|BCGJ01000014.1|-processed-gene-1.86&CDS=1-1107
2577	OG0002577	YLR323C	-processed-gene-1.62-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-1.62&CDS=1-597
2578	OG0002578	YLR324W	-processed-gene-1.82-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-1.82&CDS=1-1521
2579	OG0002579	YLR325C	-processed-gene-1.83-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-1.83&CDS=1-237
2580	OG0002580	YLR326W	-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-3.14&CDS=1-633
2581	OG0002581	YLR330W	-snap-gene-0.29-mRNA-1_1&gene=maker-gi|1002316404|dbj|BCGJ01000014.1|-snap-gene-0.29&CDS=1-1341
2582	OG0002582	YLR336C	-augustus-gene-9.0-mRNA-1_1&gene=maker-gi|1002316417|dbj|BCGJ01000001.1|-augustus-gene-9.0&CDS=1-3258
2583	OG0002583	YLR337C	-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-2.64&CDS=1-1725
2584	OG0002584	YLR340W	-processed-gene-11.20-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-11.20&CDS=1-927
2585	OG0002585	YLR345W	-processed-gene-11.56-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-11.56&CDS=1-1566
2586	OG0002586	YLR347C	-processed-gene-6.56-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-6.56&CDS=1-2601
2587	OG0002587	YLR351C	-processed-gene-6.51-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-6.51&CDS=1-894
2588	OG0002588	YLR354C	-processed-gene-5.66-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-5.66&CDS=1-975
2589	OG0002589	YLR355C	-processed-gene-3.21-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-3.21&CDS=1-1185
2590	OG0002590	YLR359W	-processed-gene-13.60-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-13.60&CDS=1-1443
2591	OG0002591	YLR361C	-processed-gene-0.62-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-0.62&CDS=1-1842
2592	OG0002592	YLR362W	-processed-gene-3.35-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-3.35&CDS=1-2868
2593	OG0002593	YLR364W	-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-5.26&CDS=1-330
2594	OG0002594	YLR368W	-processed-gene-15.17-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-15.17&CDS=1-1857
2595	OG0002595	YLR370C	-processed-gene-1.53-mRNA-1_1&gene=genemark-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-1.53&CDS=1-621
2596	OG0002596	YLR372W	-processed-gene-5.79-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-5.79&CDS=1-969
2597	OG0002597	YLR377C	-processed-gene-6.57-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-6.57&CDS=1-1014
2598	OG0002598	YLR378C	-processed-gene-15.69-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-15.69&CDS=1-1434
2599	OG0002599	YLR380W	-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-6.34&CDS=1-1410
2600	OG0002600	YLR382C	-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-5.10&CDS=1-2856
2601	OG0002601	YLR383W	-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-gi|1002316403|dbj|BCGJ01000015.1|-processed-gene-0.125&CDS=1-3255
2602	OG0002602	YLR384C	-processed-gene-6.74-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-6.74&CDS=1-4140
2603	OG0002603	YLR386W	-processed-gene-6.48-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-6.48&CDS=1-3699
2604	OG0002604	YLR387C	-processed-gene-4.35-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-4.35&CDS=1-1323
2605	OG0002605	YLR389C	-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-3.73&CDS=1-3129
2606	OG0002606	YLR390W	-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-6.31&CDS=1-258
2607	OG0002607	YLR393W	-processed-gene-0.39-mRNA-1_1&gene=genemark-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-0.39&CDS=1-912
2608	OG0002608	YLR395C	-processed-gene-12.74-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-12.74&CDS=1-237
2609	OG0002609	YLR396C	-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-3.74&CDS=1-2262
2610	OG0002610	YLR397C	-processed-gene-5.76-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-5.76&CDS=1-2409
2611	OG0002611	YLR398C	-processed-gene-12.71-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-12.71&CDS=1-3762
2612	OG0002612	YLR399C	-processed-gene-16.123-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-16.123&CDS=1-1938
2613	OG0002613	YLR401C	-processed-gene-7.56-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-7.56&CDS=1-2073
2614	OG0002614	YLR403W	-processed-gene-7.17-mRNA-1_1&gene=snap_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-7.17&CDS=1-1692
2615	OG0002615	YLR405W	-processed-gene-7.71-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-7.71&CDS=1-1074
2616	OG0002616	YLR407W	-processed-gene-7.25-mRNA-1_1&gene=snap_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-7.25&CDS=1-1098
2617	OG0002617	YLR409C	-processed-gene-7.49-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-7.49&CDS=1-2916
2618	OG0002618	YLR410W	-snap-gene-14.1-mRNA-1_1&gene=maker-gi|1002316415|dbj|BCGJ01000003.1|-snap-gene-14.1&CDS=1-3945
2619	OG0002619	YLR414C	-processed-gene-9.23-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-9.23&CDS=1-855
2620	OG0002620	YLR417W	-processed-gene-13.77-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-13.77&CDS=1-1980
2621	OG0002621	YLR418C	-processed-gene-3.40-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-3.40&CDS=1-1128
2622	OG0002622	YLR419W	-processed-gene-11.3-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-11.3&CDS=1-4332
2623	OG0002623	YLR420W	-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-10.13&CDS=1-1137
2624	OG0002624	YLR421C	-snap-gene-1.185-mRNA-1_1&gene=maker-gi|1002316404|dbj|BCGJ01000014.1|-snap-gene-1.185&CDS=1-819
2625	OG0002625	YLR422W	-processed-gene-21.61-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-21.61&CDS=1-5700
2626	OG0002626	YLR423C	-processed-gene-1.90-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-1.90&CDS=1-1503
2627	OG0002627	YLR424W	-processed-gene-2.43-mRNA-1_1&gene=snap_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-2.43&CDS=1-2319
2628	OG0002628	YLR427W	-processed-gene-10.36-mRNA-1_1&gene=snap_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-10.36&CDS=1-2052
2629	OG0002629	YLR429W	-processed-gene-10.2-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-10.2&CDS=1-1971
2630	OG0002630	YLR430W	-processed-gene-10.65-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-10.65&CDS=1-6504
2631	OG0002631	YLR433C	-processed-gene-13.73-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-13.73&CDS=1-1737
2632	OG0002632	YLR435W	-processed-gene-13.53-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-13.53&CDS=1-645
2633	OG0002633	YLR438C-A	-augustus-gene-10.32-mRNA-1_1&gene=maker-gi|1002316417|dbj|BCGJ01000001.1|-augustus-gene-10.32&CDS=1-273
2634	OG0002634	YLR438W	-processed-gene-13.71-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-13.71&CDS=1-1305
2635	OG0002635	YLR439W	-processed-gene-10.42-mRNA-1_1&gene=snap_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-10.42&CDS=1-912
2636	OG0002636	YLR440C	-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-9.73&CDS=1-2922
2637	OG0002637	YLR441C	-processed-gene-13.46-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-13.46&CDS=1-765
2638	OG0002638	YLR443W	-processed-gene-6.0-mRNA-1_1&gene=snap_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-6.0&CDS=1-1728
2639	OG0002639	YLR447C	-processed-gene-9.50-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-9.50&CDS=1-1038
2640	OG0002640	YLR451W	-processed-gene-8.62-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-8.62&CDS=1-3003
2641	OG0002641	YLR452C	-processed-gene-9.1-mRNA-1_1&gene=snap_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-9.1&CDS=1-2124
2642	OG0002642	YLR455W	-processed-gene-0.55-mRNA-1_1&gene=snap_masked-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-0.55&CDS=1-933
2643	OG0002643	YLR459W	-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-7.64&CDS=1-1371
2644	OG0002644	YML001W	-processed-gene-0.49-mRNA-1_1&gene=genemark-gi|1002316403|dbj|BCGJ01000015.1|-processed-gene-0.49&CDS=1-621
2645	OG0002645	YML002W	-processed-gene-8.4-mRNA-1_1&gene=augustus_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-8.4&CDS=1-4284
2646	OG0002646	YML004C	-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-gi|1002316402|dbj|BCGJ01000016.1|-processed-gene-0.5&CDS=1-1053
2647	OG0002647	YML005W	-processed-gene-9.14-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-9.14&CDS=1-1389
2648	OG0002648	YML007W	-snap-gene-17.3-mRNA-1_1&gene=maker-gi|1002316417|dbj|BCGJ01000001.1|-snap-gene-17.3&CDS=1-1539
2649	OG0002649	YML008C	-processed-gene-17.70-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-17.70&CDS=1-1125
2650	OG0002650	YML009C	-processed-gene-4.115-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-4.115&CDS=1-216
2651	OG0002651	YML010W	-processed-gene-4.102-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-4.102&CDS=1-2928
2652	OG0002652	YML011C	-processed-gene-22.14-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-22.14&CDS=1-675
2653	OG0002653	YML012W	-processed-gene-13.94-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-13.94&CDS=1-630
2654	OG0002654	YML014W	-processed-gene-6.138-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.138&CDS=1-762
2655	OG0002655	YML015C	-processed-gene-6.4-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-6.4&CDS=1-1662
2656	OG0002656	YML018C	-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-4.11&CDS=1-1239
2657	OG0002657	YML020W	-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-5.114&CDS=1-1725
2658	OG0002658	YML021C	-processed-gene-12.82-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-12.82&CDS=1-1011
2659	OG0002659	YML022W	-processed-gene-6.5-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-6.5&CDS=1-573
2660	OG0002660	YML025C	-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-10.12&CDS=1-774
2661	OG0002661	YML029W	-processed-gene-9.46-mRNA-1_1&gene=snap_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-9.46&CDS=1-2538
2662	OG0002662	YML030W	-processed-gene-15.94-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-15.94&CDS=1-501
2663	OG0002663	YML032C	-processed-gene-4.87-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-4.87&CDS=1-1209
2664	OG0002664	YML035C	-processed-gene-1.101-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-1.101&CDS=1-2553
2665	OG0002665	YML036W	-processed-gene-11.71-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-11.71&CDS=1-591
2666	OG0002666	YML038C	-processed-gene-13.62-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-13.62&CDS=1-1503
2667	OG0002667	YML041C	-processed-gene-11.15-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-11.15&CDS=1-657
2668	OG0002668	YML042W	-processed-gene-1.99-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-1.99&CDS=1-1935
2669	OG0002669	YML046W	-processed-gene-4.10-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-4.10&CDS=1-2118
2670	OG0002670	YML048W	-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-6.54&CDS=1-1347
2671	OG0002671	YML049C	-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-6.55&CDS=1-3708
2672	OG0002672	YML052W	-processed-gene-21.60-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-21.60&CDS=1-912
2673	OG0002673	YML055W	-snap-gene-9.79-mRNA-1_1&gene=maker-gi|1002316414|dbj|BCGJ01000004.1|-snap-gene-9.79&CDS=1-504
2674	OG0002674	YML056C	-processed-gene-6.81-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-6.81&CDS=1-1566
2675	OG0002675	YML059C	-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-10.5&CDS=1-4254
2676	OG0002676	YML060W	-processed-gene-10.17-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-10.17&CDS=1-1140
2677	OG0002677	YML064C	-processed-gene-13.47-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-13.47&CDS=1-663
2678	OG0002678	YML065W	-snap-gene-13.0-mRNA-1_1&gene=maker-gi|1002316414|dbj|BCGJ01000004.1|-snap-gene-13.0&CDS=1-2616
2679	OG0002679	YML067C	-processed-gene-19.17-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-19.17&CDS=1-1035
2680	OG0002680	YML068W	-processed-gene-10.57-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-10.57&CDS=1-1572
2681	OG0002681	YML069W	-processed-gene-5.49-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-5.49&CDS=1-1692
2682	OG0002682	YML071C	-processed-gene-9.66-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-9.66&CDS=1-1428
2683	OG0002683	YML073C	-processed-gene-3.242-mRNA-1_1&gene=genemark-gi|1002316407|dbj|BCGJ01000011.1|-processed-gene-3.242&CDS=1-534
2684	OG0002684	YML076C	-processed-gene-9.43-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-9.43&CDS=1-3126
2685	OG0002685	YML077W	-processed-gene-5.66-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-5.66&CDS=1-657
2686	OG0002686	YML078W	-processed-gene-9.61-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-9.61&CDS=1-552
2687	OG0002687	YML079W	-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-6.66&CDS=1-654
2688	OG0002688	YML080W	-processed-gene-9.45-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-9.45&CDS=1-1332
2689	OG0002689	YML081C-A	-processed-gene-0.99-mRNA-1_1&gene=snap_masked-gi|1002316407|dbj|BCGJ01000011.1|-processed-gene-0.99&CDS=1-177
2690	OG0002690	YML086C	-processed-gene-0.40-mRNA-1_1&gene=genemark-gi|1002316404|dbj|BCGJ01000014.1|-processed-gene-0.40&CDS=1-1809
2691	OG0002691	YML091C	-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-1.18&CDS=1-2622
2692	OG0002692	YML092C	-processed-gene-12.46-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-12.46&CDS=1-789
2693	OG0002693	YML093W	-processed-gene-14.62-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-14.62&CDS=1-2463
2694	OG0002694	YML094W	-processed-gene-0.32-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-0.32&CDS=1-474
2695	OG0002695	YML095C	-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-1.82&CDS=1-1206
2696	OG0002696	YML096W	-processed-gene-15.58-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-15.58&CDS=1-2112
2697	OG0002697	YML097C	-processed-gene-14.98-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-14.98&CDS=1-2379
2698	OG0002698	YML098W	-processed-gene-7.22-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-7.22&CDS=1-636
2699	OG0002699	YML099C	-processed-gene-8.67-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-8.67&CDS=1-2694
2700	OG0002700	YML102W	-processed-gene-15.15-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-15.15&CDS=1-1719
2701	OG0002701	YML103C	-processed-gene-19.56-mRNA-1_1&gene=snap_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-19.56&CDS=1-5070
2702	OG0002702	YML104C	-processed-gene-11.63-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-11.63&CDS=1-3822
2703	OG0002703	YML105C	-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-5.19&CDS=1-822
2704	OG0002704	YML110C	-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-4.18&CDS=1-909
2705	OG0002705	YML112W	-augustus-gene-22.37-mRNA-1_1&gene=maker-gi|1002316417|dbj|BCGJ01000001.1|-augustus-gene-22.37&CDS=1-897
2706	OG0002706	YML114C	-processed-gene-16.70-mRNA-1_1&gene=snap_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-16.70&CDS=1-1947
2707	OG0002707	YML115C	-processed-gene-17.74-mRNA-1_1&gene=snap_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-17.74&CDS=1-1485
2708	OG0002708	YML121W	-processed-gene-13.20-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-13.20&CDS=1-966
2709	OG0002709	YML126C	-processed-gene-2.45-mRNA-1_1&gene=genemark-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-2.45&CDS=1-1362
2710	OG0002710	YML127W	-processed-gene-0.33-mRNA-1_1&gene=genemark-gi|1002316404|dbj|BCGJ01000014.1|-processed-gene-0.33&CDS=1-1890
2711	OG0002711	YML128C	-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-gi|1002316404|dbj|BCGJ01000014.1|-processed-gene-0.2&CDS=1-1764
2712	OG0002712	YML130C	-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-2.3&CDS=1-2097
2713	OG0002713	YMR001C	-processed-gene-6.64-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-6.64&CDS=1-1950
2714	OG0002714	YMR003W	-processed-gene-7.10-mRNA-1_1&gene=snap_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-7.10&CDS=1-957
2715	OG0002715	YMR004W	-augustus-gene-13.30-mRNA-1_1&gene=maker-gi|1002316412|dbj|BCGJ01000006.1|-augustus-gene-13.30&CDS=1-1734
2716	OG0002716	YMR005W	-processed-gene-13.23-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-13.23&CDS=1-1257
2717	OG0002717	YMR009W	-snap-gene-2.3-mRNA-1_1&gene=maker-gi|1002316414|dbj|BCGJ01000004.1|-snap-gene-2.3&CDS=1-846
2718	OG0002718	YMR010W	-processed-gene-3.68-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-3.68&CDS=1-1098
